key	text	type	parameter
S2_PBS_Ending_Clan_Hattori_03	text_rejected	106	FACTION_HATTORI
S2_PBS_Ending_Clan_Hattori_04	text_rejected	106	FACTION_HATTORI
S2_PBS_Ending_Clan_Hattori_05	text_rejected	106	FACTION_HATTORI
S2_PBS_Ending_Clan_Hattori_06	text_rejected	106	FACTION_HATTORI
S2_PBS_Ending_Clan_Hattori_07	text_rejected	106	FACTION_HATTORI
S2_PBS_Ending_Clan_Hattori_08	text_rejected	106	FACTION_HATTORI
S2_PBS_Ending_Clan_Hattori_09	text_rejected	106	FACTION_HATTORI
S2_PBS_Ending_Clan_Hattori_10	text_rejected	106	FACTION_HATTORI
S2_PBS_Ending_Clan_Hojo_01	text_rejected	106	FACTION_HOJO
S2_PBS_Ending_Clan_Hojo_02	text_rejected	106	FACTION_HOJO
S2_PBS_Ending_Clan_Hojo_03	text_rejected	106	FACTION_HOJO
S2_PBS_Ending_Clan_Hojo_04	text_rejected	106	FACTION_HOJO
S2_PBS_Ending_Clan_Hojo_05	text_rejected	106	FACTION_HOJO
S2_PBS_Ending_Clan_Hojo_06	text_rejected	106	FACTION_HOJO
S2_PBS_Ending_Clan_Hojo_07	text_rejected	106	FACTION_HOJO
S2_PBS_Ending_Clan_Hojo_08	text_rejected	106	FACTION_HOJO
S2_PBS_Ending_Clan_Hojo_09	text_rejected	106	FACTION_HOJO
S2_PBS_Ending_Clan_Hojo_10	text_rejected	106	FACTION_HOJO
S2_PBS_Ending_Clan_Ikko-Ikki_01	text_rejected	106	FACTION_IKKO_IKKI
S2_PBS_Ending_Clan_Ikko-Ikki_02	text_rejected	106	FACTION_IKKO_IKKI
S2_PBS_Ending_Clan_Ikko-Ikki_03	text_rejected	106	FACTION_IKKO_IKKI
S2_PBS_Ending_Clan_Ikko-Ikki_04	text_rejected	106	FACTION_IKKO_IKKI
S2_PBS_Ending_Clan_Ikko-Ikki_05	text_rejected	106	FACTION_IKKO_IKKI
S2_PBS_Ending_Clan_Ikko-Ikki_06	text_rejected	106	FACTION_IKKO_IKKI
S2_PBS_Ending_Clan_Ikko-Ikki_07	text_rejected	106	FACTION_IKKO_IKKI
S2_PBS_Ending_Clan_Ikko-Ikki_08	text_rejected	106	FACTION_IKKO_IKKI
S2_PBS_Ending_Clan_Ikko-Ikki_09	text_rejected	106	FACTION_IKKO_IKKI
S2_PBS_Ending_Clan_Ikko-Ikki_10	text_rejected	106	FACTION_IKKO_IKKI
S2_PBS_Ending_Clan_Mori_01	text_rejected	106	FACTION_MORI
S2_PBS_Ending_Clan_Mori_02	text_rejected	106	FACTION_MORI
S2_PBS_Ending_Clan_Mori_03	text_rejected	106	FACTION_MORI
S2_PBS_Ending_Clan_Mori_04	text_rejected	106	FACTION_MORI
S2_PBS_Ending_Clan_Mori_05	text_rejected	106	FACTION_MORI
S2_PBS_Ending_Clan_Mori_06	text_rejected	106	FACTION_MORI
S2_PBS_Ending_Clan_Mori_07	text_rejected	106	FACTION_MORI
S2_PBS_Ending_Clan_Mori_08	text_rejected	106	FACTION_MORI
S2_PBS_Ending_Clan_Mori_09	text_rejected	106	FACTION_MORI
S2_PBS_Ending_Clan_Mori_10	text_rejected	106	FACTION_MORI
S2_PBS_Ending_Clan_Oda_01	text_rejected	106	FACTION_ODA
S2_PBS_Ending_Clan_Oda_02	text_rejected	106	FACTION_ODA
S2_PBS_Ending_Clan_Oda_03	text_rejected	106	FACTION_ODA
S2_PBS_Ending_Clan_Oda_04	text_rejected	106	FACTION_ODA
S2_PBS_Ending_Clan_Oda_05	text_rejected	106	FACTION_ODA
S2_PBS_Ending_Clan_Oda_06	text_rejected	106	FACTION_ODA
S2_PBS_Ending_Clan_Oda_07	text_rejected	106	FACTION_ODA
S2_PBS_Ending_Clan_Oda_08	text_rejected	106	FACTION_ODA
S2_PBS_Ending_Clan_Oda_09	text_rejected	106	FACTION_ODA
S2_PBS_Ending_Clan_Oda_10	text_rejected	106	FACTION_ODA
S2_PBS_Ending_Clan_Shimazu_01	text_rejected	106	FACTION_SHIMAZU
S2_PBS_Ending_Clan_Shimazu_02	text_rejected	106	FACTION_SHIMAZU
S2_PBS_Ending_Clan_Shimazu_03	text_rejected	106	FACTION_SHIMAZU
S2_PBS_Ending_Clan_Shimazu_04	text_rejected	106	FACTION_SHIMAZU
S2_PBS_Ending_Clan_Shimazu_05	text_rejected	106	FACTION_SHIMAZU
S2_PBS_Ending_Clan_Shimazu_06	text_rejected	106	FACTION_SHIMAZU
S2_PBS_Ending_Clan_Shimazu_07	text_rejected	106	FACTION_SHIMAZU
S2_PBS_Ending_Clan_Shimazu_08	text_rejected	106	FACTION_SHIMAZU
S2_PBS_Ending_Clan_Shimazu_09	text_rejected	106	FACTION_SHIMAZU
S2_PBS_Ending_Clan_Shimazu_10	text_rejected	106	FACTION_SHIMAZU
S2_PBS_Ending_Clan_Takeda_01	text_rejected	106	FACTION_TAKEDA
S2_PBS_Ending_Clan_Takeda_02	text_rejected	106	FACTION_TAKEDA
S2_PBS_Ending_Clan_Takeda_03	text_rejected	106	FACTION_TAKEDA
S2_PBS_Ending_Clan_Takeda_04	text_rejected	106	FACTION_TAKEDA
S2_PBS_Ending_Clan_Takeda_05	text_rejected	106	FACTION_TAKEDA
S2_PBS_Ending_Clan_Takeda_06	text_rejected	106	FACTION_TAKEDA
S2_PBS_Ending_Clan_Takeda_07	text_rejected	106	FACTION_TAKEDA
S2_PBS_Ending_Clan_Takeda_08	text_rejected	106	FACTION_TAKEDA
S2_PBS_Ending_Clan_Takeda_09	text_rejected	106	FACTION_TAKEDA
S2_PBS_Ending_Clan_Takeda_10	text_rejected	106	FACTION_TAKEDA
S2_PBS_Ending_Clan_Tokugawa_01	text_rejected	106	FACTION_TOKUGAWA
S2_PBS_Ending_Clan_Tokugawa_02	text_rejected	106	FACTION_TOKUGAWA
S2_PBS_Ending_Clan_Tokugawa_03	text_rejected	106	FACTION_TOKUGAWA
S2_PBS_Ending_Clan_Tokugawa_04	text_rejected	106	FACTION_TOKUGAWA
S2_PBS_Ending_Clan_Tokugawa_05	text_rejected	106	FACTION_TOKUGAWA
S2_PBS_Ending_Clan_Tokugawa_06	text_rejected	106	FACTION_TOKUGAWA
S2_PBS_Ending_Clan_Tokugawa_07	text_rejected	106	FACTION_TOKUGAWA
S2_PBS_Ending_Clan_Tokugawa_08	text_rejected	106	FACTION_TOKUGAWA
S2_PBS_Ending_Clan_Tokugawa_09	text_rejected	106	FACTION_TOKUGAWA
S2_PBS_Ending_Clan_Tokugawa_10	text_rejected	106	FACTION_TOKUGAWA
S2_PBS_Ending_Clan_Uesugi_01	text_rejected	106	FACTION_UESUGI
S2_PBS_Ending_Clan_Uesugi_02	text_rejected	106	FACTION_UESUGI
S2_PBS_Ending_Clan_Uesugi_03	text_rejected	106	FACTION_UESUGI
S2_PBS_Ending_Clan_Uesugi_04	text_rejected	106	FACTION_UESUGI
S2_PBS_Ending_Clan_Uesugi_05	text_rejected	106	FACTION_UESUGI
S2_PBS_Ending_Clan_Uesugi_06	text_rejected	106	FACTION_UESUGI
S2_PBS_Ending_Clan_Uesugi_07	text_rejected	106	FACTION_UESUGI
S2_PBS_Ending_Clan_Uesugi_08	text_rejected	106	FACTION_UESUGI
S2_PBS_Ending_Clan_Uesugi_09	text_rejected	106	FACTION_UESUGI
S2_PBS_Ending_Clan_Uesugi_10	text_rejected	106	FACTION_UESUGI
S2_PBS_Ending_Family_Brother_01	text_rejected	107	FACTION_MINOR_CLAN
S2_PBS_Ending_Family_Brother_02	text_rejected	107	FACTION_MINOR_CLAN
S2_PBS_Ending_Family_Brother_03	text_rejected	107	FACTION_MINOR_CLAN
S2_PBS_Ending_Family_Brother_04	text_rejected	107	FACTION_MINOR_CLAN
S2_PBS_Ending_Family_Brother_05	text_rejected	107	FACTION_MINOR_CLAN
S2_PBS_Ending_Family_Grandson_01	text_rejected	107	
S2_PBS_Ending_Family_Grandson_02	text_rejected	107	
S2_PBS_Ending_Family_Grandson_03	text_rejected	107	
S2_PBS_Ending_Family_Grandson_04	text_rejected	107	
S2_PBS_Ending_Family_Grandson_05	text_rejected	107	
S2_PBS_Ending_Family_Heir_01	text_rejected	108	
S2_PBS_Ending_Family_Heir_02	text_rejected	108	
S2_PBS_Ending_Family_Heir_03	text_rejected	108	
S2_PBS_Ending_Family_Heir_04	text_rejected	108	
S2_PBS_Ending_Family_Heir_05	text_rejected	108	
S2_PBS_Ending_Family_Leader_01	text_rejected	109	
S2_PBS_Ending_Family_Leader_02	text_rejected	109	
S2_PBS_Ending_Family_Leader_03	text_rejected	109	
S2_PBS_Ending_Family_Leader_04	text_rejected	109	
S2_PBS_Ending_Family_Leader_05	text_rejected	109	
S2_PBS_Ending_Family_Son_01	text_rejected	110	
S2_PBS_Ending_Family_Son_02	text_rejected	110	
S2_PBS_Ending_Family_Son_03	text_rejected	110	
S2_PBS_Ending_Family_Son_04	text_rejected	110	
S2_PBS_Ending_Family_Son_05	text_rejected	110	
S2_PBS_Ending_Prestige_Honour_High_01	text_rejected	111	
S2_PBS_Ending_Prestige_Honour_High_02	text_rejected	111	
S2_PBS_Ending_Prestige_Honour_High_03	text_rejected	111	
S2_PBS_Ending_Prestige_Honour_High_04	text_rejected	111	
S2_PBS_Ending_Prestige_Honour_High_05	text_rejected	111	
S2_PBS_Ending_Prestige_Honour_Low_01	text_rejected	112	
S2_PBS_Ending_Prestige_Honour_Low_02	text_rejected	112	
S2_PBS_Ending_Prestige_Honour_Low_03	text_rejected	112	
S2_PBS_Ending_Prestige_Honour_Low_04	text_rejected	112	
S2_PBS_Ending_Prestige_Honour_Low_05	text_rejected	112	
S2_PBS_Ending_Stock_01	text_rejected	113	
S2_PBS_Ending_Stock_02	text_rejected	113	
S2_PBS_Ending_Stock_03	text_rejected	113	
S2_PBS_Ending_Stock_04	text_rejected	113	
S2_PBS_Ending_Stock_05	text_rejected	113	
S2_PBS_Ending_Stock_06	text_rejected	113	
S2_PBS_Ending_Stock_07	text_rejected	113	
S2_PBS_Ending_Stock_08	text_rejected	113	
S2_PBS_Ending_Stock_09	text_rejected	113	
S2_PBS_Ending_Stock_10	text_rejected	113	
S2_PBS_Ending_Stock_11	text_rejected	113	
S2_PBS_Ending_Stock_12	text_rejected	113	
S2_PBS_Ending_Stock_13	text_rejected	113	
S2_PBS_Ending_Stock_14	text_rejected	113	
S2_PBS_Ending_Stock_15	text_rejected	113	
S2_PBS_Ending_Stock_16	text_rejected	113	
S2_PBS_Ending_Stock_17	text_rejected	113	
S2_PBS_Ending_Stock_18	text_rejected	113	
S2_PBS_Ending_Stock_19	text_rejected	113	
S2_PBS_Ending_Stock_20	text_rejected	113	
S2_PBS_Ending_Stock_21	text_rejected	113	
S2_PBS_Ending_Stock_22	text_rejected	113	
S2_PBS_Ending_Stock_23	text_rejected	113	
S2_PBS_Ending_Stock_24	text_rejected	113	
S2_PBS_Ending_Stock_25	text_rejected	113	
S2_PBS_Ending_Stock_26	text_rejected	113	
S2_PBS_Ending_Stock_27	text_rejected	113	
S2_PBS_Ending_Stock_28	text_rejected	113	
S2_PBS_Ending_Stock_29	text_rejected	113	
S2_PBS_Ending_Stock_30	text_rejected	113	
S2_PBS_Ending_Stock_31	text_rejected	113	
S2_PBS_Ending_Stock_32	text_rejected	113	
S2_PBS_Ending_Stock_33	text_rejected	113	
S2_PBS_Ending_Stock_34	text_rejected	113	
S2_PBS_Ending_Stock_35	text_rejected	113	
S2_PBS_Ending_Stock_36	text_rejected	113	
S2_PBS_Ending_Stock_37	text_rejected	113	
S2_PBS_Ending_Stock_38	text_rejected	113	
S2_PBS_Ending_Stock_39	text_rejected	113	
S2_PBS_Ending_Stock_40	text_rejected	113	
S2_PBS_Ending_Stock_41	text_rejected	113	
S2_PBS_Ending_Stock_42	text_rejected	113	
S2_PBS_Ending_Stock_43	text_rejected	113	
S2_PBS_Ending_Stock_44	text_rejected	113	
S2_PBS_Ending_Stock_45	text_rejected	113	
S2_PBS_Ending_Stock_46	text_rejected	113	
S2_PBS_Ending_Stock_47	text_rejected	113	
S2_PBS_Ending_Stock_48	text_rejected	113	
S2_PBS_Ending_Stock_49	text_rejected	113	
S2_PBS_Ending_Stock_50	text_rejected	113	
S2_PBS_Ending_Trait_Bloodthirsty_01	text_rejected	114	CHARACTER_TRAIT_BLOODTHIRSTY
S2_PBS_Ending_Trait_Bloodthirsty_02	text_rejected	114	CHARACTER_TRAIT_BLOODTHIRSTY
S2_PBS_Ending_Trait_Bloodthirsty_03	text_rejected	114	CHARACTER_TRAIT_BLOODTHIRSTY
S2_PBS_Ending_Trait_Brave_01	text_rejected	114	CHARACTER_TRAIT_BRAVE
S2_PBS_Ending_Trait_Brave_02	text_rejected	114	CHARACTER_TRAIT_BRAVE
S2_PBS_Ending_Trait_Brave_03	text_rejected	114	CHARACTER_TRAIT_BRAVE
S2_PBS_Ending_Trait_Drunkard_01	text_rejected	114	CHARACTER_TRAIT_DRUNKARD
S2_PBS_Ending_Trait_Drunkard_02	text_rejected	114	CHARACTER_TRAIT_DRUNKARD
S2_PBS_Ending_Trait_Drunkard_03	text_rejected	114	CHARACTER_TRAIT_DRUNKARD
S2_PBS_Ending_Trait_Mad_01	text_rejected	114	CHARACTER_TRAIT_MAD
S2_PBS_Ending_Trait_Mad_02	text_rejected	114	CHARACTER_TRAIT_MAD
S2_PBS_Ending_Trait_Mad_03	text_rejected	114	CHARACTER_TRAIT_MAD
S2_PBS_Ending_Trait_Mad_Grief_01	text_rejected	114	CHARACTER_TRAIT_MAD
S2_PBS_Ending_Trait_Mad_Grief_02	text_rejected	114	CHARACTER_TRAIT_MAD
S2_PBS_Ending_Trait_Mad_Grief_03	text_rejected	114	CHARACTER_TRAIT_MAD
S2_PBS_Ending_Trait_Skill_Honourable_01	text_rejected	114	CHARACTER_SKILL_HONOURABLE
S2_PBS_Ending_Trait_Skill_Honourable_02	text_rejected	114	CHARACTER_SKILL_HONOURABLE
S2_PBS_Ending_Trait_Skill_Honourable_03	text_rejected	114	CHARACTER_SKILL_HONOURABLE
S2_PBS_Ending_Trait_Skill_Inspiring_01	text_rejected	114	CHARACTER_SKILL_INSPIRING
S2_PBS_Ending_Trait_Skill_Inspiring_02	text_rejected	114	CHARACTER_SKILL_INSPIRING
S2_PBS_Ending_Trait_Skill_Inspiring_03	text_rejected	114	CHARACTER_SKILL_INSPIRING
S2_PBS_Ending_Trait_Skill_Legendary_01	text_rejected	114	CHARACTER_SKILL_LEGENDARY
S2_PBS_Ending_Trait_Skill_Legendary_02	text_rejected	114	CHARACTER_SKILL_LEGENDARY
S2_PBS_Ending_Trait_Skill_Legendary_03	text_rejected	114	CHARACTER_SKILL_LEGENDARY
S2_PBS_Ending_Trait_Skill_Living_Treasure_01	text_rejected	114	CHARACTER_SKILL_LIVING_TREASURE
S2_PBS_Ending_Trait_Skill_Living_Treasure_02	text_rejected	114	CHARACTER_SKILL_LIVING_TREASURE
S2_PBS_Ending_Trait_Skill_Living_Treasure_03	text_rejected	114	CHARACTER_SKILL_LIVING_TREASURE
S2_PBS_Ending_Trait_Skill_Poet_01	text_rejected	114	CHARACTER_SKILL_POET
S2_PBS_Ending_Trait_Skill_Poet_02	text_rejected	114	CHARACTER_SKILL_POET
S2_PBS_Ending_Trait_Skill_Poet_03	text_rejected	114	CHARACTER_SKILL_POET
S2_PBS_Ending_Trait_Skill_Strategist_01	text_rejected	114	CHARACTER_SKILL_STRATEGIST
S2_PBS_Ending_Trait_Skill_Strategist_02	text_rejected	114	CHARACTER_SKILL_STRATEGIST
S2_PBS_Ending_Trait_Skill_Strategist_03	text_rejected	114	CHARACTER_SKILL_STRATEGIST
S2_PBS_Ending_Trait_Skill_Warrior_01	text_rejected	114	CHARACTER_SKILL_WARRIOR
S2_PBS_Ending_Trait_Skill_Warrior_02	text_rejected	114	CHARACTER_SKILL_WARRIOR
S2_PBS_Ending_Trait_Skill_Warrior_03	text_rejected	114	CHARACTER_SKILL_WARRIOR
S2_PBS_Hoorah_heroic_land_01	text_rejected	115	
S2_PBS_Hoorah_heroic_land_02	text_rejected	115	
S2_PBS_Hoorah_heroic_land_03	text_rejected	115	
S2_PBS_Hoorah_heroic_land_04	text_rejected	115	
S2_PBS_Hoorah_heroic_land_05	text_rejected	115	
S2_PBS_Hoorah_heroic_land_06	text_rejected	115	
S2_PBS_Hoorah_heroic_land_07	text_rejected	115	
S2_PBS_Hoorah_heroic_land_08	text_rejected	115	
S2_PBS_Hoorah_heroic_land_09	text_rejected	115	
S2_PBS_Hoorah_heroic_land_10	text_rejected	115	
S2_PBS_Hoorah_heroic_land_11	text_rejected	115	
S2_PBS_Hoorah_heroic_land_12	text_rejected	115	
S2_PBS_Hoorah_heroic_land_13	text_rejected	115	
S2_PBS_Hoorah_heroic_land_14	text_rejected	115	
S2_PBS_Hoorah_heroic_land_15	text_rejected	115	
S2_PBS_Hoorah_heroic_land_16	text_rejected	115	
S2_PBS_Hoorah_heroic_land_17	text_rejected	115	
S2_PBS_Hoorah_heroic_land_18	text_rejected	115	
S2_PBS_Hoorah_heroic_land_19	text_rejected	115	
S2_PBS_Hoorah_heroic_land_20	text_rejected	115	
S2_PBS_Hoorah_heroic_land_21	text_rejected	115	
S2_PBS_Hoorah_heroic_land_22	text_rejected	115	
S2_PBS_Hoorah_heroic_land_23	text_rejected	115	
S2_PBS_Hoorah_heroic_land_24	text_rejected	115	
S2_PBS_Hoorah_heroic_land_25	text_rejected	115	
S2_PBS_Hoorah_heroic_land_26	text_rejected	115	
S2_PBS_Hoorah_heroic_land_27	text_rejected	115	
S2_PBS_Hoorah_heroic_land_28	text_rejected	115	
S2_PBS_Hoorah_heroic_land_29	text_rejected	115	
S2_PBS_Hoorah_heroic_land_30	text_rejected	115	
S2_PBS_Hoorah_heroic_land_31	text_rejected	115	
S2_PBS_Hoorah_heroic_land_32	text_rejected	115	
S2_PBS_Hoorah_heroic_land_33	text_rejected	115	
S2_PBS_Hoorah_heroic_land_34	text_rejected	115	
S2_PBS_Hoorah_heroic_land_35	text_rejected	115	
S2_PBS_Hoorah_heroic_land_36	text_rejected	115	
S2_PBS_Hoorah_heroic_land_37	text_rejected	115	
S2_PBS_Hoorah_heroic_land_38	text_rejected	115	
S2_PBS_Hoorah_heroic_land_39	text_rejected	115	
S2_PBS_Hoorah_heroic_land_40	text_rejected	115	
S2_PBS_Hoorah_stock_land_01	text_rejected	116	
S2_PBS_Hoorah_stock_land_02	text_rejected	116	
S2_PBS_Hoorah_stock_land_03	text_rejected	116	
S2_PBS_Hoorah_stock_land_04	text_rejected	116	
S2_PBS_Hoorah_stock_land_05	text_rejected	116	
S2_PBS_Hoorah_stock_land_06	text_rejected	116	
S2_PBS_Hoorah_stock_land_07	text_rejected	116	
S2_PBS_Hoorah_stock_land_08	text_rejected	116	
S2_PBS_Hoorah_stock_land_09	text_rejected	116	
S2_PBS_Hoorah_stock_land_10	text_rejected	116	
S2_PBS_Hoorah_stock_land_11	text_rejected	116	
S2_PBS_Hoorah_stock_land_12	text_rejected	116	
S2_PBS_Hoorah_stock_land_13	text_rejected	116	
S2_PBS_Hoorah_stock_land_14	text_rejected	116	
S2_PBS_Hoorah_stock_land_15	text_rejected	116	
S2_PBS_Hoorah_stock_land_16	text_rejected	116	
S2_PBS_Hoorah_stock_land_17	text_rejected	116	
S2_PBS_Hoorah_stock_land_18	text_rejected	116	
S2_PBS_Hoorah_stock_land_19	text_rejected	116	
S2_PBS_Hoorah_stock_land_20	text_rejected	116	
S2_PBS_Hoorah_stock_land_21	text_rejected	116	
S2_PBS_Hoorah_stock_land_22	text_rejected	116	
S2_PBS_Hoorah_stock_land_23	text_rejected	116	
S2_PBS_Hoorah_stock_land_24	text_rejected	116	
S2_PBS_Hoorah_stock_land_25	text_rejected	116	
S2_PBS_Hoorah_stock_land_26	text_rejected	116	
S2_PBS_Hoorah_stock_land_27	text_rejected	116	
S2_PBS_Hoorah_stock_land_28	text_rejected	116	
S2_PBS_Hoorah_stock_land_29	text_rejected	116	
S2_PBS_Hoorah_stock_land_30	text_rejected	116	
S2_PBS_Hoorah_stock_land_31	text_rejected	116	
S2_PBS_Hoorah_stock_land_32	text_rejected	116	
S2_PBS_Hoorah_stock_land_33	text_rejected	116	
S2_PBS_Hoorah_stock_land_34	text_rejected	116	
S2_PBS_Hoorah_stock_land_35	text_rejected	116	
S2_PBS_Hoorah_stock_land_36	text_rejected	116	
S2_PBS_Hoorah_stock_land_37	text_rejected	116	
S2_PBS_Hoorah_stock_land_38	text_rejected	116	
S2_PBS_Hoorah_stock_land_39	text_rejected	116	
S2_PBS_Hoorah_stock_land_40	text_rejected	116	
S2_PBS_Hoorah_stock_sea_01	text_rejected	117	
S2_PBS_Hoorah_stock_sea_02	text_rejected	117	
S2_PBS_Hoorah_stock_sea_03	text_rejected	117	
S2_PBS_Hoorah_stock_sea_04	text_rejected	117	
S2_PBS_Hoorah_stock_sea_05	text_rejected	117	
S2_PBS_Hoorah_stock_sea_06	text_rejected	117	
S2_PBS_Hoorah_stock_sea_07	text_rejected	117	
S2_PBS_Hoorah_stock_sea_08	text_rejected	117	
S2_PBS_Hoorah_stock_sea_09	text_rejected	117	
S2_PBS_Hoorah_stock_sea_10	text_rejected	117	
S2_PBS_Hoorah_stock_sea_11	text_rejected	117	
S2_PBS_Hoorah_stock_sea_12	text_rejected	117	
S2_PBS_Hoorah_stock_sea_13	text_rejected	117	
S2_PBS_Hoorah_stock_sea_14	text_rejected	117	
S2_PBS_Hoorah_stock_sea_15	text_rejected	117	
S2_PBS_Hoorah_stock_sea_16	text_rejected	117	
S2_PBS_Hoorah_stock_sea_17	text_rejected	117	
S2_PBS_Hoorah_stock_sea_18	text_rejected	117	
S2_PBS_Hoorah_stock_sea_19	text_rejected	117	
S2_PBS_Hoorah_stock_sea_20	text_rejected	117	
S2_PBS_Hoorah_stock_sea_21	text_rejected	117	
S2_PBS_Hoorah_stock_sea_22	text_rejected	117	
S2_PBS_Hoorah_stock_sea_23	text_rejected	117	
S2_PBS_Hoorah_stock_sea_24	text_rejected	117	
S2_PBS_Hoorah_stock_sea_25	text_rejected	117	
S2_PBS_Hoorah_stock_sea_26	text_rejected	117	
S2_PBS_Hoorah_stock_sea_27	text_rejected	117	
S2_PBS_Hoorah_stock_sea_28	text_rejected	117	
S2_PBS_Hoorah_stock_sea_29	text_rejected	117	
S2_PBS_Hoorah_stock_sea_30	text_rejected	117	
S2_PBS_Hoorah_stock_sea_31	text_rejected	117	
S2_PBS_Hoorah_stock_sea_32	text_rejected	117	
S2_PBS_Hoorah_stock_sea_33	text_rejected	117	
S2_PBS_Hoorah_stock_sea_34	text_rejected	117	
S2_PBS_Hoorah_stock_sea_35	text_rejected	117	
S2_PBS_Hoorah_stock_sea_36	text_rejected	117	
S2_PBS_Hoorah_stock_sea_37	text_rejected	117	
S2_PBS_Hoorah_stock_sea_38	text_rejected	117	
S2_PBS_Hoorah_stock_sea_39	text_rejected	117	
S2_PBS_Hoorah_stock_sea_40	text_rejected	117	
S2_PBS_ID_Enemy_Clan_Ashikaga_Shogunate_Hated_01	text_rejected	118	FACTION_ASHIKAGA
S2_PBS_ID_Enemy_Clan_Ashikaga_Shogunate_Hated_02	text_rejected	118	FACTION_ASHIKAGA
S2_PBS_ID_Enemy_Clan_Ashikaga_Shogunate_Hated_03	text_rejected	118	FACTION_ASHIKAGA
S2_PBS_ID_Enemy_Clan_Ashikaga_Shogunate_Hated_04	text_rejected	118	FACTION_ASHIKAGA
S2_PBS_ID_Enemy_Clan_Ashikaga_Shogunate_Hated_05	text_rejected	118	FACTION_ASHIKAGA
S2_PBS_ID_Enemy_Clan_Ashikaga_Shogunate_Hated_06	text_rejected	118	FACTION_ASHIKAGA
S2_PBS_ID_Enemy_Clan_Ashikaga_Shogunate_Hated_07	text_rejected	118	FACTION_ASHIKAGA
S2_PBS_ID_Enemy_Clan_Ashikaga_Shogunate_Hated_08	text_rejected	118	FACTION_ASHIKAGA
S2_PBS_ID_Enemy_Clan_Ashikaga_Shogunate_Hated_09	text_rejected	118	FACTION_ASHIKAGA
S2_PBS_ID_Enemy_Clan_Ashikaga_Shogunate_Hated_10	text_rejected	118	FACTION_ASHIKAGA
S2_PBS_ID_Enemy_Clan_Ashikaga_Shogunate_Respected_01	text_rejected	119	FACTION_ASHIKAGA
S2_PBS_ID_Enemy_Clan_Ashikaga_Shogunate_Respected_02	text_rejected	119	FACTION_ASHIKAGA
S2_PBS_ID_Enemy_Clan_Ashikaga_Shogunate_Respected_03	text_rejected	119	FACTION_ASHIKAGA
S2_PBS_ID_Enemy_Clan_Ashikaga_Shogunate_Respected_04	text_rejected	119	FACTION_ASHIKAGA
S2_PBS_ID_Enemy_Clan_Ashikaga_Shogunate_Respected_05	text_rejected	119	FACTION_ASHIKAGA
S2_PBS_ID_Enemy_Clan_Ashikaga_Shogunate_Respected_06	text_rejected	119	FACTION_ASHIKAGA
S2_PBS_ID_Enemy_Clan_Ashikaga_Shogunate_Respected_07	text_rejected	119	FACTION_ASHIKAGA
S2_PBS_ID_Enemy_Clan_Ashikaga_Shogunate_Respected_08	text_rejected	119	FACTION_ASHIKAGA
S2_PBS_ID_Enemy_Clan_Ashikaga_Shogunate_Respected_09	text_rejected	119	FACTION_ASHIKAGA
S2_PBS_ID_Enemy_Clan_Ashikaga_Shogunate_Respected_10	text_rejected	119	FACTION_ASHIKAGA
S2_PBS_ID_Enemy_Clan_Chosokabe_Hated_01	text_rejected	118	FACTION_CHOSOKABE
S2_PBS_ID_Enemy_Clan_Chosokabe_Hated_02	text_rejected	118	FACTION_CHOSOKABE
S2_PBS_ID_Enemy_Clan_Chosokabe_Hated_03	text_rejected	118	FACTION_CHOSOKABE
S2_PBS_ID_Enemy_Clan_Chosokabe_Hated_04	text_rejected	118	FACTION_CHOSOKABE
S2_PBS_ID_Enemy_Clan_Chosokabe_Hated_05	text_rejected	118	FACTION_CHOSOKABE
S2_PBS_ID_Enemy_Clan_Chosokabe_Hated_06	text_rejected	118	FACTION_CHOSOKABE
S2_PBS_ID_Enemy_Clan_Chosokabe_Hated_07	text_rejected	118	FACTION_CHOSOKABE
S2_PBS_ID_Enemy_Clan_Chosokabe_Hated_08	text_rejected	118	FACTION_CHOSOKABE
S2_PBS_ID_Enemy_Clan_Chosokabe_Hated_09	text_rejected	118	FACTION_CHOSOKABE
S2_PBS_ID_Enemy_Clan_Chosokabe_Hated_10	text_rejected	118	FACTION_CHOSOKABE
S2_PBS_ID_Enemy_Clan_Chosokabe_Respected_01	text_rejected	119	FACTION_CHOSOKABE
S2_PBS_ID_Enemy_Clan_Chosokabe_Respected_02	text_rejected	119	FACTION_CHOSOKABE
S2_PBS_ID_Enemy_Clan_Chosokabe_Respected_03	text_rejected	119	FACTION_CHOSOKABE
S2_PBS_ID_Enemy_Clan_Chosokabe_Respected_04	text_rejected	119	FACTION_CHOSOKABE
S2_PBS_ID_Enemy_Clan_Chosokabe_Respected_05	text_rejected	119	FACTION_CHOSOKABE
S2_PBS_ID_Enemy_Clan_Chosokabe_Respected_06	text_rejected	119	FACTION_CHOSOKABE
S2_PBS_ID_Enemy_Clan_Chosokabe_Respected_07	text_rejected	119	FACTION_CHOSOKABE
S2_PBS_ID_Enemy_Clan_Chosokabe_Respected_08	text_rejected	119	FACTION_CHOSOKABE
S2_PBS_ID_Enemy_Clan_Chosokabe_Respected_09	text_rejected	119	FACTION_CHOSOKABE
S2_PBS_ID_Enemy_Clan_Chosokabe_Respected_10	text_rejected	119	FACTION_CHOSOKABE
S2_PBS_ID_Enemy_Clan_Date_Hated_01	text_rejected	118	FACTION_DATE
S2_PBS_ID_Enemy_Clan_Date_Hated_02	text_rejected	118	FACTION_DATE
