building	culture	subculture	faction	battlefield_building	artpiece	artpiece_animated	description	icon	disables	short_description	flavour	display_tooltip
inv_new_barb_religious_cernunnos_4	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_celtic_Cerunnos_5	false	twr2_rome_celts_Sanctuary_of_cernunnos_short	twr2_rome_celts_Grove_of_cenunnos_flavour	true
inv_new_barb_religious_gobannus_2	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_celtic_Gobannus_3	false	twr2_rome_celts_Grove_of_gobannus_short	twr2_rome_celts_Grove_of_gobannus_flavour	true
inv_new_barb_religious_gobannus_3	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_celtic_Gobannus_4	false	twr2_rome_celts_Shrine_of_gobannus_short	twr2_rome_celts_Grove_of_gobannus_flavour	true
inv_new_barb_religious_gobannus_4	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_celtic_Gobannus_5	false	twr2_rome_celts_Sanctuary_of_gobannus_short	twr2_rome_celts_Grove_of_gobannus_flavour	true
inv_new_barb_religious_toutatis_2	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_bar_religious_toutatis_2	false	twr2_rome_celts_Grove_of_tuotatis_short	twr2_rome_celts_Grove_of_tuotatis_flavour	true
inv_new_barb_religious_toutatis_3	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_bar_religious_toutatis_3	false	twr2_rome_celts_Shrine_of_tuotatis_short	twr2_rome_celts_Grove_of_tuotatis_flavour	true
inv_new_barb_religious_toutatis_4	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_bar_religious_toutatis_4	false	twr2_rome_celts_Sanctuary_of_tuotatis	twr2_rome_celts_Grove_of_tuotatis_flavour	true
inv_new_barb_water_1	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_well_1	false	twr2_rome_barbarian_Well_short	twr2_rome_barbarian_Reservoir_flavour	true
inv_new_barb_water_canal_2	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_reservoir_2	false	twr2_rome_barbarian_Reservoir_short	twr2_rome_barbarian_Reservoir_flavour	true
inv_new_barb_water_canal_3	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_reservoir_3	false	twr2_rome_barbarian_Canals_short	twr2_rome_barbarian_Reservoir_flavour	true
inv_new_barb_water_spring_2	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_mineral_spring	false	barb_mineral_spring	barb_spring	true
inv_new_barb_water_spring_3	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_sacred_spring	false	barb_sacred_spring	barb_spring	true
inv_new_etr_amber_1	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_commerce_amber	false	amber_shore	amber_chain	true
inv_new_etr_amber_2	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_commerce_amber	false	amber_shore	amber_chain	true
inv_new_etr_amber_3	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_commerce_amber	false	amber_collector	amber_chain	true
inv_new_etr_amber_4	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_commerce_amber	false	amber_collector	amber_chain	true
inv_new_etr_amber_5	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_commerce_amber	false	amber_trader	amber_chain	true
inv_new_etr_amber_6	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_commerce_amber	false	amber_trader	amber_chain	true
inv_new_etr_gold_1	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_resource_gold	false	gold_mine	gold_chain	true
inv_new_etr_gold_2	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_resource_gold	false	gold_mine	gold_chain	true
inv_new_etr_gold_3	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_resource_gold	false	gold_trench_mine	gold_chain	true
inv_new_etr_gold_4	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_resource_gold	false	gold_trench_mine	gold_chain	true
inv_new_etr_gold_5	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_resource_gold	false	gold_sluiced_mine	gold_chain	true
inv_new_etr_gold_6	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_resource_gold	false	gold_sluiced_mine	gold_chain	true
inv_new_etr_grain_1	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_resource_grain	false	grain_field	grain_chain	true
inv_new_etr_grain_2	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_resource_grain	false	grain_field	grain_chain	true
inv_new_etr_grain_3	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_resource_grain	false	grain_farm	grain_chain	true
inv_new_etr_grain_4	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_resource_grain	false	grain_farm	grain_chain	true
inv_new_etr_grain_5	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_resource_grain	false	grain_estate	grain_chain	true
inv_new_etr_grain_6	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_resource_grain	false	grain_estate	grain_chain	true
inv_new_etr_horse_1	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_all_horse	false	horse_trainer	horse_chain	true
inv_new_etr_horse_2	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_all_horse	false	horse_trainer	horse_chain	true
inv_new_etr_horse_3	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_all_horse	false	horse_breeder	horse_chain	true
inv_new_etr_horse_4	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_all_horse	false	horse_breeder	horse_chain	true
inv_new_etr_horse_5	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_all_horse	false	horse_breeder_master	horse_chain	true
inv_new_etr_horse_6	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_all_horse	false	horse_breeder_master	horse_chain	true
inv_new_etr_iron_1	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_military_equipment_weapon	false	iron_workshop	iron_chain	true
inv_new_etr_iron_2	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_military_equipment_weapon	false	iron_workshop	iron_chain	true
inv_new_etr_iron_3	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_military_equipment_weapon	false	iron_blacksmith	iron_chain	true
inv_new_etr_iron_4	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_military_equipment_weapon	false	iron_blacksmith	iron_chain	true
inv_new_etr_iron_5	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_military_equipment_weapon	false	iron_shieldmaker	iron_chain	true
inv_new_etr_iron_6	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_military_equipment_weapon	false	iron_weaponsmith	iron_chain	true
inv_new_etr_lead_1	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_resource_lead	false	lead_mine	lead_chain	true
inv_new_etr_lead_2	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_resource_lead	false	lead_mine	lead_chain	true
inv_new_etr_lead_3	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_resource_lead	false	lead_trench_mine	lead_chain	true
inv_new_etr_lead_4	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_resource_lead	false	lead_trench_mine	lead_chain	true
inv_new_etr_lead_5	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_resource_lead	false	lead_sluiced_mine	lead_chain	true
inv_new_etr_lead_6	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_resource_lead	false	lead_sluiced_mine	lead_chain	true
inv_new_etr_leather_1	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_resource_leather	false	leather_tannery	leather_chain	true
inv_new_etr_leather_2	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_resource_leather	false	leather_tannery	leather_chain	true
inv_new_etr_leather_3	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_resource_leather	false	leather_open_air_tannery	leather_chain	true
inv_new_etr_leather_4	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_resource_leather	false	leather_open_air_tannery	leather_chain	true
inv_new_etr_leather_5	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_resource_leather	false	leather_workshop_master	leather_chain	true
inv_new_etr_leather_6	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_resource_leather	false	leather_workshop_master	leather_chain	true
inv_new_etr_lumber_1	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_resource_lumber	false	lumber_loggers	lumber_chain	true
inv_new_etr_lumber_2	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_resource_lumber	false	lumber_loggers	lumber_chain	true
inv_new_etr_lumber_3	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_resource_lumber	false	lumber_logging_camp	lumber_chain	true
inv_new_etr_lumber_4	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_resource_lumber	false	lumber_logging_camp	lumber_chain	true
inv_new_etr_lumber_5	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_resource_lumber	false	lumber_timber_trader	lumber_chain	true
inv_new_etr_lumber_6	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_resource_lumber	false	lumber_timber_trader	lumber_chain	true
inv_new_etr_main_adiministration_1	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_forum_research_2	false	twr2_rome_barbarian_Loremasters_hut_short	inv_etr_administration	true
inv_new_etr_main_adiministration_growth_2	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_main_administration_growth_2	false	inv_etr_main_administration_3	inv_etr_administration	true
inv_new_etr_main_adiministration_growth_3	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_main_administration_growth_3	false	inv_etr_main_administration_4	inv_etr_administration	true
inv_new_etr_main_adiministration_growth_4	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_main_administration_growth_4	false	twr2_rome_rome_Archives_short	inv_etr_administration	true
inv_new_etr_main_adiministration_growth_5	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_main_administration_growth_5	false	inv_new_etr_administration_growth_5	inv_etr_administration	true
inv_new_etr_main_adiministration_growth_6	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_main_administration_growth_6	false	twr2_rome_eastern_Danesgah_short	inv_etr_administration	true
inv_new_etr_main_adiministration_wealth_2	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_main_administration_wealth_2	false	inv_etr_main_administration_wealth_6	inv_etr_administration	true
inv_new_etr_main_adiministration_wealth_3	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_main_administration_wealth_3	false	inv_etr_main_religion_1_short	inv_etr_administration	true
inv_new_etr_main_adiministration_wealth_4	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_main_administration_wealth_4	false	inv_etr_main_administration_wealth_7	inv_etr_administration	true
inv_new_etr_main_adiministration_wealth_5	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_main_administration_wealth_5	false	inv_etr_main_administration_wealth_9	inv_etr_administration	true
inv_new_etr_main_adiministration_wealth_6	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_main_administration_wealth_6	false	inv_etr_main_administration_wealth_10	inv_etr_administration	true
inv_new_etr_main_agriculture_1	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_capital_economics_1	false	inv_etr_main_agriculture_1_short	inv_etr_agriculture	true
inv_new_etr_main_agriculture_2	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_capital_economics_2	false	inv_etr_main_agriculture_2_short	inv_etr_agriculture	true
inv_new_etr_main_agriculture_3	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_capital_economics_3	false	inv_etr_main_agriculture_3_short	inv_etr_agriculture	true
inv_new_etr_main_agriculture_food_4	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_capital_food_4	false	inv_etr_main_agriculture_5_short	inv_etr_agriculture	true
inv_new_etr_main_agriculture_food_5	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_capital_food_5	false	inv_etr_main_agriculture_6_food_short	inv_etr_agriculture	true
inv_new_etr_main_agriculture_food_6	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_capital_food_6	false	inv_etr_main_agriculture_10_food_short	inv_etr_agriculture	true
inv_new_etr_main_agriculture_wealth_4	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_capital_wealth_4	false	inv_etr_main_agriculture_4_short	inv_etr_agriculture	true
inv_new_etr_main_agriculture_wealth_5	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_capital_wealth_5	false	inv_etr_main_agriculture_6_wealth_short	inv_etr_agriculture	true
inv_new_etr_main_agriculture_wealth_6	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_capital_wealth_6	false	inv_etr_main_agriculture_7_wealth_short	inv_etr_agriculture	true
inv_new_etr_main_city_1	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_rom_city_major_1	false	inv_etr_main_city_1_short	inv_etr_city	true
inv_new_etr_main_city_2	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_rom_city_major_2	false	inv_etr_main_city_2_short	inv_etr_city	true
inv_new_etr_main_city_3	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_rom_city_major_3	false	inv_etr_main_city_3_short	inv_etr_city	true
inv_new_etr_main_city_4	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_rom_city_major_4	false	inv_etr_main_city_4_short	inv_etr_city	true
inv_new_etr_main_city_5	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_capital_main_5	false	inv_etr_main_city_8_short	inv_etr_city	true
inv_new_etr_main_city_6	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_capital_main_6	false	inv_etr_main_city_9_short	inv_etr_city	true
inv_new_etr_main_industry_1	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_outskirts_major_1	false	twr2_rome_rome_Herding_Ground_short	twr2_rome_eastern_Craftmans_quarter_flavour	true
inv_new_etr_main_industry_2	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_outskirts_major_2	false	twr2_rome_barbarian_Artisans_lodgings_short	twr2_rome_eastern_Craftmans_quarter_flavour	true
inv_new_etr_main_industry_3	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_outskirts_major_3	false	twr2_rome_barbarian_Pagus_short	twr2_rome_eastern_Craftmans_quarter_flavour	true
inv_new_etr_main_industry_amphora_4	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_bar_artisan_wood_4	false	gaul_civilised_monumental_architect_short	twr2_rome_eastern_Craftmans_quarter_flavour	true
inv_new_etr_main_industry_amphora_5	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_bar_artisan_wood_5	false	twr2_rome_barbarian_Woodworker_short	twr2_rome_eastern_Craftmans_quarter_flavour	true
inv_new_etr_main_industry_amphora_6	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_bar_artisan_wood_6	false	glass_maker_master	twr2_rome_eastern_Craftmans_quarter_flavour	true
inv_new_etr_main_industry_mint_4	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_coin_maker_4	false	barb_coin_maker	all_mint	true
inv_new_etr_main_industry_mint_5	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_coin_maker_5	false	inv_rom_bronze_mint	all_mint	true
inv_new_etr_main_industry_mint_6	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_coin_maker_6	false	gaul_carthage_shaft_mine_short	all_mint	true
inv_new_etr_main_military_1	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_military_main_1	false	twr2_rome_rome_Muster_Field_short	inv_etr_military	true
inv_new_etr_main_military_2	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_military_main_2	false	twr2_rome_rome_Training_Field_short	inv_etr_military	true
inv_new_etr_main_military_3	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_military_main_3	false	inv_etr_main_military_3_short	inv_etr_military	true
inv_new_etr_main_military_buff_4	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_military_training_4	false	twr2_rome_eastern_Marksmens_range_short	inv_etr_military	true
inv_new_etr_main_military_buff_5	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_HELLENIC_agora_entertainment_Monument_to_Lacedaemon_5	false	twr2_rome_eastern_Nobles_quarter_short	inv_etr_military	true
inv_new_etr_main_military_buff_6	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_military_training_6	false	inv_etr_main_military_recruitment_10_short	inv_etr_military	true
inv_new_etr_main_military_recruit_4	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_military_recruitment_4	false	inv_etr_main_military_recruitment_6_short	inv_etr_military	true
inv_new_etr_main_military_recruit_5	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_military_recruitment_5	false	barb_warrior_lodge	inv_etr_military	true
inv_new_etr_main_military_recruit_6	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_military_recruitment_6	false	twr2_rome_eastern_Quartermaster_short	inv_etr_military	true
inv_new_etr_main_religion_1	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_religious_1	false	inv_etr_main_religion_1_short	inv_etr_religion	true
inv_new_etr_main_religion_2	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_religious_2	false	inv_etr_main_religion_2_short	inv_etr_religion	true
inv_new_etr_main_religion_3	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_religious_3	false	inv_etr_main_religion_3_short	inv_etr_religion	true
inv_new_etr_main_religion_agriculture_4	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_religous_voltumna_4	false	inv_etr_main_religion_voltumna_8_short	inv_etr_religion	true
inv_new_etr_main_religion_agriculture_5	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_religous_voltumna_5	false	inv_etr_main_religion_voltumna_9_short	inv_etr_religion	true
inv_new_etr_main_religion_agriculture_6	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_religous_voltumna_6	false	inv_etr_main_religion_voltumna_10_short	inv_etr_religion	true
inv_new_etr_main_religion_military_4	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_religous_laran_4	false	inv_etr_main_religion_laran_8_short	inv_etr_religion	true
inv_new_etr_main_religion_military_5	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_religous_laran_5	false	dk_kush_apedemak_3_short	inv_etr_religion	true
inv_new_etr_main_religion_military_6	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_religous_laran_6	false	inv_etr_main_religion_laran_10_short	inv_etr_religion	true
inv_new_etr_main_religion_port_4	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_religous_nethuns_4	false	inv_etr_main_religion_nethuns_8_short	inv_etr_religion	true
inv_new_etr_main_religion_port_5	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_religous_nethuns_5	false	inv_etr_main_religion_nethuns_9_short	inv_etr_religion	true
inv_new_etr_main_religion_port_6	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_religous_nethuns_6	false	inv_etr_main_religion_nethuns_10_short	inv_etr_religion	true
inv_new_etr_main_religion_research_4	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_religous_tinia_4	false	twr2_rome_greek_Temple_of_zeus_short	inv_etr_religion	true
inv_new_etr_main_religion_research_5	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_religous_tinia_5	false	inv_etr_main_religion_tinia_9_short	inv_etr_religion	true
inv_new_etr_main_religion_research_6	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_religous_tinia_6	false	inv_etr_main_religion_tinia_10_short	inv_etr_religion	true
inv_new_etr_marble_1	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_resource_marble	false	marble_pit	marble_chain	true
inv_new_etr_marble_2	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_resource_marble	false	marble_pit	marble_chain	true
inv_new_etr_marble_3	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_resource_marble	false	marble_quarry	marble_chain	true
inv_new_etr_marble_4	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_resource_marble	false	marble_quarry	marble_chain	true
inv_new_etr_marble_5	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_resource_marble	false	marble_architecht	marble_chain	true
inv_new_etr_marble_6	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	emp_resource_marble	false	marble_architecht	marble_chain	true
inv_new_etr_minor_agriculture_1	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_minor_agriculture	false	inv_etr_minor_agriculture_short	inv_etr_agriculture	true
inv_new_etr_minor_agriculture_2	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_minor_agriculture	false	inv_etr_minor_agriculture_short	inv_etr_agriculture	true
inv_new_etr_minor_agriculture_3	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_minor_agriculture	false	inv_etr_minor_agriculture_short	inv_etr_agriculture	true
inv_new_etr_minor_agriculture_food_4	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_minor_agriculture	false	inv_etr_minor_agriculture_short	inv_etr_agriculture	true
inv_new_etr_minor_agriculture_food_5	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_minor_agriculture	false	inv_etr_minor_agriculture_short	inv_etr_agriculture	true
inv_new_etr_minor_agriculture_food_6	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_minor_agriculture	false	inv_etr_minor_agriculture_short	inv_etr_agriculture	true
inv_new_etr_minor_agriculture_wealth_4	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_minor_agriculture	false	inv_etr_minor_agriculture_short	inv_etr_agriculture	true
inv_new_etr_minor_agriculture_wealth_5	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_minor_agriculture	false	inv_etr_minor_agriculture_short	inv_etr_agriculture	true
inv_new_etr_minor_agriculture_wealth_6	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	inv_etr_minor_agriculture	false	inv_etr_minor_agriculture_short	inv_etr_agriculture	true
inv_new_etr_minor_industry_1	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ALL_industry_minor	false	twr2_rome_greek_Homestead_short	twr2_rome_greek_Homestead_flavour	true
inv_new_etr_minor_industry_2	rom_Roman	sc_rom_etruscan			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ALL_industry_minor	false	twr2_rome_greek_Homestead_short	twr2_rome_greek_Homestead_flavour	true
