key	filename	range	rigid
2146867526	RigidModels/CampaignBuildings/Building_construction//sho_port_small_construction.rigid_model_v2	1_1	sho_port_small_construction
2146867531	RigidModels/CampaignBuildings/Building_construction//sho_city_castle_construction_lvl2.rigid_model_v2	1_1	sho_city_castle_construction_lvl2
2146867540	RigidModels/CampaignBuildings/Building_construction//sho_reigion_large_construction.rigid_model_v2	1_1	sho_reigion_large_construction
2146867544	RigidModels/CampaignBuildings/Building_construction//sho_city_settlement_construction_lvl2.rigid_model_v2	1_1	sho_city_settlement_construction_lvl2
2146867552	RigidModels/CampaignBuildings/Building_construction//sho_reigion_medium_construction.rigid_model_v2	1_1	sho_reigion_medium_construction
2146867561	RigidModels/CampaignBuildings/Building_construction//sho_city_castle_construction_lvl4.rigid_model_v2	1_1	sho_city_castle_construction_lvl4
2146867569	RigidModels/CampaignBuildings/Building_construction//sho_reigion_small_construction.rigid_model_v2	1_1	sho_reigion_small_construction
2146867571	RigidModels/CampaignBuildings/Building_construction//sho_city_settlement_construction_lvl3.rigid_model_v2	1_1	sho_city_settlement_construction_lvl3
2146867577	RigidModels/CampaignBuildings/Building_Siegeicon//icon_port_blockade.rigid_model_v2	1_1	icon_port_blockade
2146867583	RigidModels/CampaignBuildings/Building_construction//sho_city_castle_construction_lvl1.rigid_model_v2	1_1	sho_city_castle_construction_lvl1
2146867584	RigidModels/CampaignBuildings/Building_construction//sho_city_settlement_construction_lvl4.rigid_model_v2	1_1	sho_city_settlement_construction_lvl4
2146869395	RigidModels/VerletItems//lantern_paper_big_B.rigid_model_v2	1_1	lantern_paper_big_b
2146869403	RigidModels/VerletItems//lantern_paper_big_B_cream.rigid_model_v2	1_1	lantern_paper_big_b_cream
2146869423	RigidModels/VerletItems//lantern_paper_big_B_red.rigid_model_v2	1_1	lantern_paper_big_b_red
2146869436	RigidModels/CampaignBuildings/SHO_Castle_1_Fort/campaign_sho_castle_1_fort.rigid_model_v2	1_1	campaign_sho_castle_1_fort
2146869444	RigidModels/CampaignBuildings/SHO_Castle_2_Stronghold/campaign_sho_castle_2_stronghold.rigid_model_v2	1_1	campaign_sho_castle_2_stronghold
2146869458	RigidModels/CampaignBuildings/SHO_Castle_3_Fortress/campaign_sho_castle_3_fortress.rigid_model_v2	1_1	campaign_sho_castle_3_fortress
2146869466	RigidModels/CampaignBuildings/SHO_Castle_4_Castle/campaign_sho_castle_4_castle.rigid_model_v2	1_1	campaign_sho_castle_4_castle
2146869482	RigidModels/CampaignBuildings/SHO_Castle_5_Citadel/campaign_sho_castle_5_citadel.rigid_model_v2	1_1	campaign_sho_castle_5_citadel
2146869495	RigidModels/CampaignBuildings/SHO_Farming_4_Consolidation/campaign_sho_farming_4_consolidation.rigid_model_v2	1_1	campaign_sho_farming_4_consolidation
2146870591	RigidModels\Buildings\medium_u_foundation\Medium_U_foundation_piece01_destruct01.rigid_model_v2	1_1	medium_u_foundation_piece01_destruct01
2146870597	RigidModels\Buildings\test_wall15_tower_d_straight\test_wall15_tower_D_straight_piece01_destruct01.rigid_model_v2	1_1	test_wall15_tower_d_straight_piece01_destruct01
2146870605	RigidModels\Buildings\carthage_warehouse_large\carthage_warehouse_large_piece27_destruct01.rigid_model_v2	1_1	carthage_warehouse_large_piece27_destruct01
2146870607	RigidModels\Buildings\fountain_seats\fountain_seats_piece01_destruct01.rigid_model_v2	1_1	fountain_seats_piece01_destruct01
2146870612	RigidModels\Buildings\test_wall15_straight_collapsed\test_wall15_straight_collapsed_piece01_destruct01.rigid_model_v2	1_1	test_wall15_straight_collapsed_piece01_destruct01
2146870620	RigidModels\Buildings\carthage_wharf40m\carthage_wharf40m_piece33_destruct01.rigid_model_v2	1_1	carthage_wharf40m_piece33_destruct01
2146870628	RigidModels\Buildings\pool_building\pool_building_piece01_destruct01.rigid_model_v2	1_1	pool_building_piece01_destruct01
2146870629	RigidModels\Buildings\carthage_cothon_large\carthage_cothon_large_piece20_destruct01.rigid_model_v2	1_1	carthage_cothon_large_piece20_destruct01
2146870635	RigidModels\Buildings\test_wall15_tower_d_end_left\test_wall15_tower_D_end_left_piece01_destruct01.rigid_model_v2	1_1	test_wall15_tower_d_end_left_piece01_destruct01
2146870643	RigidModels\Buildings\roof_straight\roof_straight_piece01_destruct01.rigid_model_v2	1_1	roof_straight_piece01_destruct01
2146870649	RigidModels\Buildings\3_pillars\3_pillars_piece01_destruct01.rigid_model_v2	1_1	3_pillars_piece01_destruct01
2146870653	RigidModels\Buildings\test_wall15_external_grid_to_angled_joiner_reinforced\test_wall15_external_grid_to_angled_joiner_reinforced_piece01_destruct01.rigid_model_v2	1_1	test_wall15_external_grid_to_angled_joiner_reinforced_piece01_destruct01
2146870663	RigidModels\Buildings\hippodrome_plinth\hippodrome_plinth_piece01_destruct01.rigid_model_v2	1_1	hippodrome_plinth_piece01_destruct01
2146870672	RigidModels\Buildings\fort_rome_testv1_corner90\fort_rome_testv1_corner90_piece02_destruct01.rigid_model_v2	1_1	fort_rome_testv1_corner90_piece02_destruct01
2146870682	RigidModels\Buildings\agora_long_building\agora_long_building_piece01_destruct01.rigid_model_v2	1_1	agora_long_building_piece01_destruct01
2146870684	RigidModels\Buildings\test_wall15_tower_c_straight_with_extension\test_wall15_tower_C_straight_with_extension_piece01_destruct01.rigid_model_v2	1_1	test_wall15_tower_c_straight_with_extension_piece01_destruct01
2146870690	RigidModels\Buildings\test_wall15_straight\test_wall15_straight_piece01_destruct01.rigid_model_v2	1_1	test_wall15_straight_piece01_destruct01
2146870697	RigidModels\Buildings\large_town_buildings01\large_town_buildings01_piece01_destruct01.rigid_model_v2	1_1	large_town_buildings01_piece01_destruct01
2146870701	RigidModels\Buildings\tree_plinth\tree_plinth_piece01_destruct01.rigid_model_v2	1_1	tree_plinth_piece01_destruct01
2146870711	RigidModels\Buildings\large_town_buildings02\large_town_buildings02_piece01_destruct01.rigid_model_v2	1_1	large_town_buildings02_piece01_destruct01
2146870714	RigidModels\Buildings\test_wall15_terrace_steps_inset_5m_high\test_wall15_terrace_steps_inset_5m_high_piece01_destruct01.rigid_model_v2	1_1	test_wall15_terrace_steps_inset_5m_high_piece01_destruct01
2146870721	RigidModels\Buildings\test_wall15_straight_with_wooden_ramp_double_winder\test_wall15_straight_with_wooden_ramp_double_winder_piece01_destruct01.rigid_model_v2	1_1	test_wall15_straight_with_wooden_ramp_double_winder_piece01_destruct01
2146870731	RigidModels\Buildings\hippodrome_foundation\hippodrome_foundation_piece01_destruct01.rigid_model_v2	1_1	hippodrome_foundation_piece01_destruct01
2146870737	RigidModels\Buildings\test_wall15_external_angled_to_grid_joiner\test_wall15_external_angled_to_grid_joiner_piece01_destruct01.rigid_model_v2	1_1	test_wall15_external_angled_to_grid_joiner_piece01_destruct01
2146870739	RigidModels\Buildings\test_wall15_internal_angled_to_grid_joiner_reinforced\test_wall15_internal_angled_to_grid_joiner_reinforced_piece01_destruct01.rigid_model_v2	1_1	test_wall15_internal_angled_to_grid_joiner_reinforced_piece01_destruct01
2146870747	RigidModels\Buildings\flat_roofed_houses02\flat_roofed_houses02_piece01_destruct01.rigid_model_v2	1_1	flat_roofed_houses02_piece01_destruct01
2146870753	RigidModels\Buildings\large_rectangle_flat_roof\Large_rectangle_flat_roof_piece01_destruct01.rigid_model_v2	1_1	large_rectangle_flat_roof_piece01_destruct01
2146870763	RigidModels\Buildings\test_wall15_terrace_steps_inset_narrow_10m_high\test_wall15_terrace_steps_inset_narrow_10m_high_piece01_destruct01.rigid_model_v2	1_1	test_wall15_terrace_steps_inset_narrow_10m_high_piece01_destruct01
2146870769	RigidModels\Buildings\mausauleum_building\mausauleum_building_piece01_destruct01.rigid_model_v2	1_1	mausauleum_building_piece01_destruct01
2146870770	RigidModels\Buildings\test_wall15_angled_joiner_min_spec\test_wall15_angled_joiner_min_spec_piece01_destruct01.rigid_model_v2	1_1	test_wall15_angled_joiner_min_spec_piece01_destruct01
2146870779	RigidModels\Buildings\carthage_v4_walls\carthage_v4_walls_piece01_destruct01.rigid_model_v2	1_1	carthage_v4_walls_piece01_destruct01
2146870782	RigidModels\Buildings\carthage_v4_capture_area\carthage_v4_capture_area_piece01_destruct01.rigid_model_v2	1_1	carthage_v4_capture_area_piece01_destruct01
2146870792	RigidModels\Buildings\test_wall15_trapdoor_attachment\test_wall15_trapdoor_attachment_piece01_destruct01.rigid_model_v2	1_1	test_wall15_trapdoor_attachment_piece01_destruct01
2146870793	RigidModels\Buildings\acropolis_tiny_temple\acropolis_tiny_temple_piece01_destruct01.rigid_model_v2	1_1	acropolis_tiny_temple_piece01_destruct01
2146870802	RigidModels\Buildings\test_wall15_straight_collapsed_60m_wide\test_wall15_straight_collapsed_60m_wide_piece01_destruct01.rigid_model_v2	1_1	test_wall15_straight_collapsed_60m_wide_piece01_destruct01
2146870810	RigidModels\Buildings\test_wall15_terrace_edge_internal_angled_to_grid_joiner\test_wall15_terrace_edge_internal_angled_to_grid_joiner_piece01_destruct01.rigid_model_v2	1_1	test_wall15_terrace_edge_internal_angled_to_grid_joiner_piece01_destruct01
2146870814	RigidModels\Buildings\stadium_base_block\stadium_base_block_piece01_destruct01.rigid_model_v2	1_1	stadium_base_block_piece01_destruct01
2146870815	RigidModels\Buildings\test_wall15_external_corner_with_rounded_bastion\test_wall15_external_corner_with_rounded_bastion_piece01_destruct01.rigid_model_v2	1_1	test_wall15_external_corner_with_rounded_bastion_piece01_destruct01
2146870816	RigidModels\Buildings\test_wall15_gateway_c_with_extension\test_wall15_gateway_C_with_extension_piece01_destruct01.rigid_model_v2	1_1	test_wall15_gateway_c_with_extension_piece01_destruct01
2146870824	RigidModels\Buildings\flat_roof_long_block\flat_roof_long_block_piece01_destruct01.rigid_model_v2	1_1	flat_roof_long_block_piece01_destruct01
2146870829	RigidModels\Buildings\large_roof_tower_building\Large_roof_tower_building_piece01_destruct01.rigid_model_v2	1_1	large_roof_tower_building_piece01_destruct01
2146870838	RigidModels\Buildings\ampetheatre_seats\ampetheatre_seats_piece01_destruct01.rigid_model_v2	1_1	ampetheatre_seats_piece01_destruct01
2146870842	RigidModels\Buildings\test_wall15_internal_corner\test_wall15_internal_corner_piece01_destruct01.rigid_model_v2	1_1	test_wall15_internal_corner_piece01_destruct01
2146870848	RigidModels\Buildings\test_wall15_straight_with_ramp\test_wall15_straight_with_ramp_piece01_destruct01.rigid_model_v2	1_1	test_wall15_straight_with_ramp_piece01_destruct01
2146870854	RigidModels\Buildings\flat_roof_steps\flat_roof_steps_piece01_destruct01.rigid_model_v2	1_1	flat_roof_steps_piece01_destruct01
2146870858	RigidModels\Buildings\acropolis\acropolis_piece01_destruct01.rigid_model_v2	1_1	acropolis_piece01_destruct01
2146870865	RigidModels\Buildings\porch_roofed\porch_roofed_piece01_destruct01.rigid_model_v2	1_1	porch_roofed_piece01_destruct01
2146870873	RigidModels\Buildings\fort_rome_testv2_40_01\fort_rome_testv2_40_01_piece01_destruct01.rigid_model_v2	1_1	fort_rome_testv2_40_01_piece01_destruct01
2146870879	RigidModels\Buildings\test_wall15_tower_d_end_right\test_wall15_tower_D_end_right_piece01_destruct01.rigid_model_v2	1_1	test_wall15_tower_d_end_right_piece01_destruct01
2146870884	RigidModels\Buildings\test_wall15_straight_with_ramp_and_4_arches\test_wall15_straight_with_ramp_and_4_arches_piece01_destruct01.rigid_model_v2	1_1	test_wall15_straight_with_ramp_and_4_arches_piece01_destruct01
2146870894	RigidModels\Buildings\small_paving_block\small_paving_block_piece01_destruct01.rigid_model_v2	1_1	small_paving_block_piece01_destruct01
2146870895	RigidModels\Buildings\tall_roofed_house\tall_roofed_house_piece01_destruct01.rigid_model_v2	1_1	tall_roofed_house_piece01_destruct01
2146870905	RigidModels\Buildings\carthage_build_square01\carthage_build_square01_piece02_destruct01.rigid_model_v2	1_1	carthage_build_square01_piece02_destruct01
2146870911	RigidModels\Buildings\carthage_steps8m\carthage_steps8m_piece29_destruct01.rigid_model_v2	1_1	carthage_steps8m_piece29_destruct01
2146870915	RigidModels\Buildings\mausauleum_steps\mausauleum_steps_piece01_destruct01.rigid_model_v2	1_1	mausauleum_steps_piece01_destruct01
2146870917	RigidModels\Buildings\stairs_to_house\stairs_to_house_piece01_destruct01.rigid_model_v2	1_1	stairs_to_house_piece01_destruct01
2146870922	RigidModels\Buildings\test_wall15_internal_corner_reinforced\test_wall15_internal_corner_reinforced_piece01_destruct01.rigid_model_v2	1_1	test_wall15_internal_corner_reinforced_piece01_destruct01
2146870932	RigidModels\Buildings\carthage_build_square_large01\carthage_build_square_large01_piece16_destruct01.rigid_model_v2	1_1	carthage_build_square_large01_piece16_destruct01
2146870933	RigidModels\Buildings\test_wall15_external_corner_with_rounded_bastion_b\test_wall15_external_corner_with_rounded_bastion_B_piece01_destruct01.rigid_model_v2	1_1	test_wall15_external_corner_with_rounded_bastion_b_piece01_destruct01
2146870937	RigidModels\Buildings\carthage_build_square02\carthage_build_square02_piece03_destruct01.rigid_model_v2	1_1	carthage_build_square02_piece03_destruct01
2146870938	RigidModels\Buildings\large_pink_square_building\Large_pink_square_building_piece01_destruct01.rigid_model_v2	1_1	large_pink_square_building_piece01_destruct01
2146870946	RigidModels\Buildings\carthage_build_square_large02\carthage_build_square_large02_piece15_destruct01.rigid_model_v2	1_1	carthage_build_square_large02_piece15_destruct01
2146870954	RigidModels\Buildings\test_wall15_external_corner_with_rounded_bastion_c\test_wall15_external_corner_with_rounded_bastion_C_piece01_destruct01.rigid_model_v2	1_1	test_wall15_external_corner_with_rounded_bastion_c_piece01_destruct01
2146870961	RigidModels\Buildings\carthage_build_square03\carthage_build_square03_piece23_destruct01.rigid_model_v2	1_1	carthage_build_square03_piece23_destruct01
2146870967	RigidModels\Buildings\test_wall15_gateway_b_with_extension\test_wall15_gateway_B_with_extension_piece01_destruct01.rigid_model_v2	1_1	test_wall15_gateway_b_with_extension_piece01_destruct01
2146870969	RigidModels\Buildings\carthage_build_square04\carthage_build_square04_piece17_destruct01.rigid_model_v2	1_1	carthage_build_square04_piece17_destruct01
2146870977	RigidModels\Buildings\carthage_citadel_medium\carthage_citadel_medium_piece24_destruct01.rigid_model_v2	1_1	carthage_citadel_medium_piece24_destruct01
2146870981	RigidModels\Buildings\test_wall15_straight_with_solid_squared_bastion\test_wall15_straight_with_solid_squared_bastion_piece01_destruct01.rigid_model_v2	1_1	test_wall15_straight_with_solid_squared_bastion_piece01_destruct01
2146870991	RigidModels\Buildings\rock_a\rock_A_piece01_destruct01.rigid_model_v2	1_1	rock_a_piece01_destruct01
2146871001	RigidModels\Buildings\carthage_build_diag02\carthage_build_diag02_piece14_destruct01.rigid_model_v2	1_1	carthage_build_diag02_piece14_destruct01
2146871007	RigidModels\Buildings\test_wall15_external_corner_with_rounded_bastion_c_min_spec\test_wall15_external_corner_with_rounded_bastion_C_min_spec_piece01_destruct01.rigid_model_v2	1_1	test_wall15_external_corner_with_rounded_bastion_c_min_spec_piece01_destruct01
2146871024	RigidModels\Buildings\fort_rome_testv2_10_01\fort_rome_testv2_10_01_piece04_destruct01.rigid_model_v2	1_1	fort_rome_testv2_10_01_piece04_destruct01
2146871034	RigidModels\Buildings\hippodrome_building\hippodrome_building_piece01_destruct01.rigid_model_v2	1_1	hippodrome_building_piece01_destruct01
2146871039	RigidModels\Buildings\fort_rome_testv1_gate01\fort_rome_testv1_gate01_piece03_destruct01.rigid_model_v2	1_1	fort_rome_testv1_gate01_piece03_destruct01
2146871043	RigidModels\Buildings\fort_rome_testv1_gate01\fort_rome_testv1_gate01_piece09_destruct01_gate_open.rigid_model_v2	1_1	fort_rome_testv1_gate01_piece09_destruct01_gate_open
2146871049	RigidModels\Buildings\fort_rome_testv1_gate01\fort_rome_testv1_gate01_piece09_destruct01_gate_closed.rigid_model_v2	1_1	fort_rome_testv1_gate01_piece09_destruct01_gate_closed
2146871052	RigidModels\Buildings\fort_rome_testv1_gate01\fort_rome_testv1_gate01_piece09_destruct02_gate_open.rigid_model_v2	1_1	fort_rome_testv1_gate01_piece09_destruct02_gate_open
2146871053	RigidModels\Buildings\fort_rome_testv1_gate01\fort_rome_testv1_gate01_piece09_destruct02_gate_closed.rigid_model_v2	1_1	fort_rome_testv1_gate01_piece09_destruct02_gate_closed
2146871055	RigidModels\Buildings\test_wall15_terrace_edge_10m_wide\test_wall15_terrace_edge_10m_wide_piece01_destruct01.rigid_model_v2	1_1	test_wall15_terrace_edge_10m_wide_piece01_destruct01
2146871059	RigidModels\Buildings\fort_rome_testv1_gate02\fort_rome_testv1_gate02_piece05_destruct01.rigid_model_v2	1_1	fort_rome_testv1_gate02_piece05_destruct01
2146871062	RigidModels\Buildings\fort_rome_testv1_gate02\fort_rome_testv1_gate02_piece10_destruct01_gate_open.rigid_model_v2	1_1	fort_rome_testv1_gate02_piece10_destruct01_gate_open
2146871068	RigidModels\Buildings\fort_rome_testv1_gate02\fort_rome_testv1_gate02_piece10_destruct01_gate_closed.rigid_model_v2	1_1	fort_rome_testv1_gate02_piece10_destruct01_gate_closed
2146871069	RigidModels\Buildings\fort_rome_testv1_gate02\fort_rome_testv1_gate02_piece10_destruct02_gate_open.rigid_model_v2	1_1	fort_rome_testv1_gate02_piece10_destruct02_gate_open
2146871077	RigidModels\Buildings\fort_rome_testv1_gate02\fort_rome_testv1_gate02_piece10_destruct02_gate_closed.rigid_model_v2	1_1	fort_rome_testv1_gate02_piece10_destruct02_gate_closed
2146871078	RigidModels\Buildings\fort_rome_testv1_gate02\fort_rome_testv1_gate02_piece11_destruct01_gate_open.rigid_model_v2	1_1	fort_rome_testv1_gate02_piece11_destruct01_gate_open
2146871088	RigidModels\Buildings\fort_rome_testv1_gate02\fort_rome_testv1_gate02_piece11_destruct01_gate_closed.rigid_model_v2	1_1	fort_rome_testv1_gate02_piece11_destruct01_gate_closed
2146871097	RigidModels\Buildings\fort_rome_testv1_gate02\fort_rome_testv1_gate02_piece11_destruct02_gate_open.rigid_model_v2	1_1	fort_rome_testv1_gate02_piece11_destruct02_gate_open
2146871100	RigidModels\Buildings\fort_rome_testv1_gate02\fort_rome_testv1_gate02_piece11_destruct02_gate_closed.rigid_model_v2	1_1	fort_rome_testv1_gate02_piece11_destruct02_gate_closed
2146871104	RigidModels\Buildings\rock_b\rock_B_piece01_destruct01.rigid_model_v2	1_1	rock_b_piece01_destruct01
2146871112	RigidModels\Buildings\greek_wall_20m_01_low\greek_wall_20m_01_low_piece04_destruct01.rigid_model_v2	1_1	greek_wall_20m_01_low_piece04_destruct01
2146871122	RigidModels\Buildings\acropolis_small_long\acropolis_small_long_piece01_destruct01.rigid_model_v2	1_1	acropolis_small_long_piece01_destruct01
2146871129	RigidModels\Buildings\half_cylinder_building01\half_cylinder_building01_piece01_destruct01.rigid_model_v2	1_1	half_cylinder_building01_piece01_destruct01
2146871136	RigidModels\Buildings\hippodrome_triple_arch\hippodrome_triple_arch_piece01_destruct01.rigid_model_v2	1_1	hippodrome_triple_arch_piece01_destruct01
2146871144	RigidModels\Buildings\test_wall15_straight_with_solid_squared_bastion_and_onager\test_wall15_straight_with_solid_squared_bastion_and_onager_piece01_destruct01.rigid_model_v2	1_1	test_wall15_straight_with_solid_squared_bastion_and_onager_piece01_destruct01
2146871150	RigidModels\Buildings\test_wall15_straight_stepped_step_up_10m\test_wall15_straight_stepped_step_up_10m_piece01_destruct01.rigid_model_v2	1_1	test_wall15_straight_stepped_step_up_10m_piece01_destruct01
2146871154	RigidModels\Buildings\test_wall15_external_corner_with_rounded_bastion_d\test_wall15_external_corner_with_rounded_bastion_D_piece01_destruct01.rigid_model_v2	1_1	test_wall15_external_corner_with_rounded_bastion_d_piece01_destruct01
2146871164	RigidModels\Buildings\test_wall15_terrace_edge_external_corner\test_wall15_terrace_edge_external_corner_piece01_destruct01.rigid_model_v2	1_1	test_wall15_terrace_edge_external_corner_piece01_destruct01
2146871166	RigidModels\Buildings\rock_c\rock_C_piece01_destruct01.rigid_model_v2	1_1	rock_c_piece01_destruct01
2146871167	RigidModels\Buildings\ushape_building\Ushape_building_piece01_destruct01.rigid_model_v2	1_1	ushape_building_piece01_destruct01
2146871172	RigidModels\Buildings\fort_rome_testv1_20_01\fort_rome_testv1_20_01_piece07_destruct01.rigid_model_v2	1_1	fort_rome_testv1_20_01_piece07_destruct01
2146871176	RigidModels\Buildings\fort_rome_testv1_20_01\fort_rome_testv1_20_01_piece07_destruct02.rigid_model_v2	1_1	fort_rome_testv1_20_01_piece07_destruct02
2146871184	RigidModels\Buildings\test_wall15_external_corner_with_rounded_bastion_e\test_wall15_external_corner_with_rounded_bastion_E_piece01_destruct01.rigid_model_v2	1_1	test_wall15_external_corner_with_rounded_bastion_e_piece01_destruct01
2146871194	RigidModels\Buildings\medium_town_buildings01\medium_town_buildings01_piece01_destruct01.rigid_model_v2	1_1	medium_town_buildings01_piece01_destruct01
2146871196	RigidModels\Buildings\medium_town_buildings02\medium_town_buildings02_piece01_destruct01.rigid_model_v2	1_1	medium_town_buildings02_piece01_destruct01
2146871197	RigidModels\Buildings\greek_tower_20m_01\greek_tower_20m_01_piece02_destruct01.rigid_model_v2	1_1	greek_tower_20m_01_piece02_destruct01
2146871205	RigidModels\Buildings\test_wall15_terrace_steps_inset_15m_high\test_wall15_terrace_steps_inset_15m_high_piece01_destruct01.rigid_model_v2	1_1	test_wall15_terrace_steps_inset_15m_high_piece01_destruct01
2146871214	RigidModels\Buildings\rock_d\rock_D_piece01_destruct01.rigid_model_v2	1_1	rock_d_piece01_destruct01
2146871219	RigidModels\Buildings\test_wall15_internal_grid_to_angled_joiner\test_wall15_internal_grid_to_angled_joiner_piece01_destruct01.rigid_model_v2	1_1	test_wall15_internal_grid_to_angled_joiner_piece01_destruct01
2146871226	RigidModels\Buildings\rock_e\rock_E_piece01_destruct01.rigid_model_v2	1_1	rock_e_piece01_destruct01
2146871229	RigidModels\Buildings\carthage_citadel_large\carthage_citadel_large_piece19_destruct01.rigid_model_v2	1_1	carthage_citadel_large_piece19_destruct01
2146871232	RigidModels\Buildings\hippodrome_shade\hippodrome_shade_piece01_destruct01.rigid_model_v2	1_1	hippodrome_shade_piece01_destruct01
2146871233	RigidModels\Buildings\fort_rome_testv2_principia\fort_rome_testv2_principia_piece09_destruct01.rigid_model_v2	1_1	fort_rome_testv2_principia_piece09_destruct01
2146871237	RigidModels\Buildings\acropolis_cylindrical_building\acropolis_cylindrical_building_piece01_destruct01.rigid_model_v2	1_1	acropolis_cylindrical_building_piece01_destruct01
2146871238	RigidModels\Buildings\large_tall_pink_tower\Large_tall_pink_tower_piece01_destruct01.rigid_model_v2	1_1	large_tall_pink_tower_piece01_destruct01
2146871243	RigidModels\Buildings\large_square_roof_building\Large_square_roof_building_piece01_destruct01.rigid_model_v2	1_1	large_square_roof_building_piece01_destruct01
2146871247	RigidModels\Buildings\acropolis_large_temple\acropolis_large_temple_piece01_destruct01.rigid_model_v2	1_1	acropolis_large_temple_piece01_destruct01
2146871250	RigidModels\Buildings\rock_f\rock_F_piece01_destruct01.rigid_model_v2	1_1	rock_f_piece01_destruct01
2146871253	RigidModels\Buildings\carthage_build_house01\carthage_build_house01_piece04_destruct01.rigid_model_v2	1_1	carthage_build_house01_piece04_destruct01
2146871262	RigidModels\Buildings\rock_g\rock_G_piece01_destruct01.rigid_model_v2	1_1	rock_g_piece01_destruct01
2146871268	RigidModels\Buildings\fort_rome_testv2_corner90\fort_rome_testv2_corner90_piece02_destruct01.rigid_model_v2	1_1	fort_rome_testv2_corner90_piece02_destruct01
2146871276	RigidModels\Buildings\carthage_build_house02\carthage_build_house02_piece05_destruct01.rigid_model_v2	1_1	carthage_build_house02_piece05_destruct01
2146871284	RigidModels\Buildings\large_long_building\Large_long_building_piece01_destruct01.rigid_model_v2	1_1	large_long_building_piece01_destruct01
2146871285	RigidModels\Buildings\carthage_build_house03\carthage_build_house03_piece06_destruct01.rigid_model_v2	1_1	carthage_build_house03_piece06_destruct01
2146871291	RigidModels\Buildings\siege_ladder_large\siege_ladder_large_piece02_destruct01.rigid_model_v2	1_1	siege_ladder_large_piece02_destruct01
2146871296	RigidModels\Buildings\stadium_gymnasium\stadium_gymnasium_piece01_destruct01.rigid_model_v2	1_1	stadium_gymnasium_piece01_destruct01
2146871303	RigidModels\Buildings\carthage_build_house04\carthage_build_house04_piece07_destruct01.rigid_model_v2	1_1	carthage_build_house04_piece07_destruct01
2146871308	RigidModels\Buildings\battlefield_debris_07\battlefield_debris_07_piece07_destruct01.rigid_model_v2	1_1	battlefield_debris_07_piece07_destruct01
2146871310	RigidModels\Buildings\flat_roof_double_block\flat_roof_double_block_piece01_destruct01.rigid_model_v2	1_1	flat_roof_double_block_piece01_destruct01
2146871322	RigidModels\Buildings\test_wall15_tower_a_corner_min_spec\test_wall15_tower_A_corner_min_spec_piece01_destruct01.rigid_model_v2	1_1	test_wall15_tower_a_corner_min_spec_piece01_destruct01
2146871329	RigidModels\Buildings\t_paving_block\T_paving_block_piece01_destruct01.rigid_model_v2	1_1	t_paving_block_piece01_destruct01
2146871335	RigidModels\Buildings\carthage_build_house05\carthage_build_house05_piece08_destruct01.rigid_model_v2	1_1	carthage_build_house05_piece08_destruct01
2146871341	RigidModels\Buildings\medium_cylindrical_building\Medium_cylindrical_building_piece01_destruct01.rigid_model_v2	1_1	medium_cylindrical_building_piece01_destruct01
2146871345	RigidModels\Buildings\carthage_build_house06\carthage_build_house06_piece09_destruct01.rigid_model_v2	1_1	carthage_build_house06_piece09_destruct01
2146871352	RigidModels\Buildings\greek_wall_siegeladder\greek_wall_siegeladder_piece11_destruct01.rigid_model_v2	1_1	greek_wall_siegeladder_piece11_destruct01
2146871360	RigidModels\Buildings\carthage_build_house07\carthage_build_house07_piece10_destruct01.rigid_model_v2	1_1	carthage_build_house07_piece10_destruct01
2146871363	RigidModels\Buildings\carthage_build_house08\carthage_build_house08_piece11_destruct01.rigid_model_v2	1_1	carthage_build_house08_piece11_destruct01
2146871368	RigidModels\Buildings\test_wall15_straight_with_solid_rounded_bastion_min_spec\test_wall15_straight_with_solid_rounded_bastion_min_spec_piece01_destruct01.rigid_model_v2	1_1	test_wall15_straight_with_solid_rounded_bastion_min_spec_piece01_destruct01
2146871376	RigidModels\Buildings\test_wall15_terrace_steps_inset_no_wings_10m_high\test_wall15_terrace_steps_inset_no_wings_10m_high_piece01_destruct01.rigid_model_v2	1_1	test_wall15_terrace_steps_inset_no_wings_10m_high_piece01_destruct01
2146871384	RigidModels\Buildings\carthage_build_house09\carthage_build_house09_piece12_destruct01.rigid_model_v2	1_1	carthage_build_house09_piece12_destruct01
2146871387	RigidModels\Buildings\carthage_build_house10\carthage_build_house10_piece13_destruct01.rigid_model_v2	1_1	carthage_build_house10_piece13_destruct01
2146871394	RigidModels\Buildings\test_wall15_terrace_steps\test_wall15_terrace_steps_piece01_destruct01.rigid_model_v2	1_1	test_wall15_terrace_steps_piece01_destruct01
2146871395	RigidModels\Buildings\roofed_wall\roofed_wall_piece01_destruct01.rigid_model_v2	1_1	roofed_wall_piece01_destruct01
2146871401	RigidModels\Buildings\carthage_stronghold\carthage_stronghold_piece31_destruct01.rigid_model_v2	1_1	carthage_stronghold_piece31_destruct01
2146871411	RigidModels\Buildings\ampetheatre_base\ampetheatre_base_piece01_destruct01.rigid_model_v2	1_1	ampetheatre_base_piece01_destruct01
2146871414	RigidModels\Buildings\large_statue\Large_statue_piece01_destruct01.rigid_model_v2	1_1	large_statue_piece01_destruct01
2146871415	RigidModels\Buildings\sambuca\sambuca_piece01_destruct01.rigid_model_v2	1_1	sambuca_piece01_destruct01
