campaign	id	region	slot_template	slot_type
main_rome	2029	rom_caucasia_albania	minor_secondary	secondary
main_rome	2038	rom_armenia_sophene	minor_primary	primary
main_rome	2046	rom_armenia_sophene	minor_secondary	secondary
main_rome	2049	rom_armenia_corduene	minor_primary	primary
main_rome	2059	rom_armenia_corduene	minor_secondary	secondary
main_rome	2066	rom_armenia_armenia	major_primary	primary
main_rome	2074	rom_armenia_armenia	major_secondary	secondary
main_rome	2080	rom_mesopotamia_osroene	minor_primary	primary
main_rome	2086	rom_mesopotamia_osroene	minor_secondary	secondary
main_rome	2088	rom_mesopotamia_mesene	minor_primary	primary
main_rome	2093	rom_mesopotamia_mesene	port	port
main_rome	2095	rom_mesopotamia_mesene	minor_secondary	secondary
main_rome	2103	rom_mesopotamia_babylonia	major_primary	primary
main_rome	2111	rom_mesopotamia_babylonia	major_secondary	secondary
main_rome	2113	rom_mesopotamia_athura	minor_primary	primary
main_rome	2116	rom_mesopotamia_athura	minor_secondary	secondary
main_rome	2126	rom_scythia_usturt	minor_primary	primary
main_rome	2135	rom_scythia_usturt	minor_secondary	secondary
main_rome	2139	rom_scythia_turan	major_primary	primary
main_rome	213	rom_italia_samnium	minor_secondary	secondary
main_rome	2144	rom_scythia_turan	major_secondary	secondary
main_rome	2149	rom_scythia_scythia	minor_primary	primary
main_rome	2153	rom_scythia_scythia	minor_secondary	secondary
main_rome	2162	rom_media_magna_rhagau	minor_primary	primary
main_rome	2171	rom_media_magna_rhagau	minor_secondary	secondary
main_rome	2178	rom_media_magna_media	major_primary	primary
main_rome	2180	rom_media_magna_media	major_secondary	secondary
main_rome	2183	rom_media_magna_atropatene	minor_primary	primary
main_rome	2188	rom_media_magna_atropatene	minor_secondary	secondary
main_rome	218	rom_cisalpina_insubria	major_secondary	secondary
main_rome	2197	rom_persis_parsa	major_primary	primary
main_rome	2202	rom_persis_parsa	major_secondary	secondary
main_rome	2204	rom_persis_lyan	minor_primary	primary
main_rome	2212	rom_persis_lyan	minor_secondary	secondary
main_rome	2217	rom_persis_elam	minor_primary	primary
main_rome	2218	rom_persis_elam	minor_secondary	secondary
main_rome	2221	rom_chorasmia_transcaspia	minor_primary	primary
main_rome	2222	rom_chorasmia_transcaspia	minor_secondary	secondary
main_rome	2231	rom_chorasmia_korasmia	major_primary	primary
main_rome	2239	rom_chorasmia_korasmia	major_secondary	secondary
main_rome	2249	rom_transoxania_sodgiana	major_primary	primary
main_rome	224	rom_cisalpina_liguria	port	port
main_rome	2253	rom_transoxania_sodgiana	major_secondary	secondary
main_rome	2260	rom_transoxania_kangju	minor_primary	primary
main_rome	2268	rom_transoxania_kangju	minor_secondary	secondary
main_rome	2277	rom_parthia_traxiane	minor_primary	primary
main_rome	2284	rom_parthia_traxiane	minor_secondary	secondary
main_rome	228	rom_cisalpina_liguria	minor_secondary	secondary
main_rome	2292	rom_parthia_parthia	major_primary	primary
main_rome	2301	rom_parthia_parthia	major_secondary	secondary
main_rome	2311	rom_parthia_hyrcania	minor_primary	primary
main_rome	2312	rom_parthia_hyrcania	minor_secondary	secondary
main_rome	2315	rom_parthia_astauene	minor_primary	primary
main_rome	2323	rom_parthia_astauene	minor_secondary	secondary
main_rome	2324	rom_aria_margiana	minor_primary	primary
main_rome	2330	rom_aria_margiana	minor_secondary	secondary
main_rome	2337	rom_aria_drangiana	minor_primary	primary
main_rome	233	rom_cisalpina_venetia	minor_secondary	secondary
main_rome	2343	rom_aria_drangiana	minor_secondary	secondary
main_rome	2347	rom_aria_aria	major_primary	primary
main_rome	2349	rom_aria_aria	major_secondary	secondary
main_rome	2358	rom_bactria_tocharia	minor_primary	primary
main_rome	2360	rom_bactria_tocharia	minor_secondary	secondary
main_rome	2370	rom_bactria_baktria	major_primary	primary
main_rome	2379	rom_bactria_baktria	major_secondary	secondary
main_rome	2383	rom_arachosia_paropamisadae	minor_primary	primary
main_rome	2392	rom_arachosia_paropamisadae	minor_secondary	secondary
main_rome	2401	rom_arachosia_arachosia	major_primary	primary
main_rome	2402	rom_arachosia_arachosia	major_secondary	secondary
main_rome	2407	rom_carmania_karmania	major_primary	primary
main_rome	2408	rom_carmania_karmania	major_secondary	secondary
main_rome	2414	rom_carmania_karmania	port	port
main_rome	2420	rom_carmania_eremos_karmania	minor_primary	primary
main_rome	2422	rom_carmania_eremos_karmania	minor_secondary	secondary
main_rome	2426	rom_gedrosia_rhambacia	minor_primary	primary
main_rome	2433	rom_gedrosia_rhambacia	minor_secondary	secondary
main_rome	2441	rom_gedrosia_rhambacia	port	port
main_rome	2443	rom_gedrosia_gedrosia	major_primary	primary
main_rome	2447	rom_gedrosia_gedrosia	major_secondary	secondary
main_rome	2451	rom_arabia_magna_lathrippa	minor_primary	primary
main_rome	2457	rom_arabia_magna_lathrippa	minor_secondary	secondary
main_rome	2467	rom_arabia_magna_kedar	minor_primary	primary
main_rome	2473	rom_arabia_magna_kedar	minor_secondary	secondary
main_rome	2477	rom_arabia_magna_dilmun	major_primary	primary
main_rome	2478	rom_arabia_magna_dilmun	major_secondary	secondary
main_rome	2481	rom_arabia_magna_dilmun	port	port
main_rome	2483	rom_arabia_felix_saba	major_primary	primary
main_rome	2489	rom_arabia_felix_saba	major_secondary	secondary
main_rome	2490	rom_arabia_felix_maka	minor_primary	primary
main_rome	2491	rom_arabia_felix_maka	minor_secondary	secondary
main_rome	2494	rom_arabia_felix_maka	port	port
main_rome	2499	rom_arabia_felix_himyar	minor_primary	primary
main_rome	2508	rom_arabia_felix_himyar	minor_secondary	secondary
main_rome	2516	rom_arabia_felix_himyar	port	port
main_rome	2524	rom_nabataea_lihyan	minor_primary	primary
main_rome	2530	rom_nabataea_lihyan	minor_secondary	secondary
main_rome	2536	rom_nabataea_jordan	major_primary	primary
main_rome	2540	rom_nabataea_jordan	major_secondary	secondary
main_rome	2544	rom_nabataea_iudaea	minor_primary	primary
main_rome	2551	rom_nabataea_iudaea	minor_secondary	secondary
main_rome	2558	rom_nabataea_havilah	minor_primary	primary
main_rome	2566	rom_nabataea_havilah	minor_secondary	secondary
main_rome	2570	rom_nabataea_havilah	port	port
main_rome	2573	rom_aithiops_medjay	minor_primary	primary
main_rome	2579	rom_aithiops_medjay	minor_secondary	secondary
main_rome	2581	rom_aithiops_medjay	port	port
main_rome	2588	rom_aithiops_kush	major_primary	primary
main_rome	2591	rom_aithiops_kush	major_secondary	secondary
main_rome	2593	rom_aithiops_ityopya	minor_primary	primary
main_rome	2601	rom_aithiops_ityopya	minor_secondary	secondary
main_rome	2609	rom_aegyptos_ta_mehu	major_primary	primary
main_rome	2614	rom_aegyptos_ta_mehu	major_secondary	secondary
main_rome	2618	rom_aegyptos_ta_mehu	port	port
main_rome	2628	rom_aegyptos_ta_ament	minor_primary	primary
main_rome	2632	rom_aegyptos_ta_ament	minor_secondary	secondary
main_rome	2639	rom_aegyptos_ta_abt	minor_primary	primary
main_rome	2642	rom_aegyptos_ta_abt	minor_secondary	secondary
main_rome	2650	rom_aegyptos_ta_abt	port	port
main_rome	2655	rom_aegyptos_ta_shemau	minor_primary	primary
main_rome	2665	rom_aegyptos_ta_shemau	minor_secondary	secondary
main_rome	2668	rom_libue_siwa	minor_primary	primary
main_rome	2675	rom_libue_siwa	minor_secondary	secondary
main_rome	2682	rom_libue_oases	minor_primary	primary
main_rome	2688	rom_libue_oases	minor_secondary	secondary
main_rome	2691	rom_libue_marmarica	minor_primary	primary
main_rome	2701	rom_libue_marmarica	minor_secondary	secondary
main_rome	2703	rom_libue_marmarica	port	port
main_rome	2711	rom_libue_cyrenaica	major_primary	primary
main_rome	2721	rom_libue_cyrenaica	major_secondary	secondary
main_rome	2728	rom_libue_cyrenaica	port	port
main_rome	2730	rom_phazania_zinchecra	major_primary	primary
main_rome	2732	rom_phazania_zinchecra	major_secondary	secondary
main_rome	2741	rom_phazania_tidamensi	minor_primary	primary
main_rome	2745	rom_phazania_tidamensi	minor_secondary	secondary
main_rome	2750	rom_africa_zeugitana	major_primary	primary
main_rome	2757	rom_africa_zeugitana	major_secondary	secondary
main_rome	2758	rom_africa_zeugitana	port	port
main_rome	2762	rom_africa_tripolis	minor_primary	primary
main_rome	2772	rom_africa_tripolis	minor_secondary	secondary
main_rome	2782	rom_africa_tripolis	port	port
main_rome	2787	rom_africa_syrtis	minor_primary	primary
main_rome	2789	rom_africa_syrtis	minor_secondary	secondary
main_rome	2794	rom_africa_syrtis	port	port
main_rome	2802	rom_africa_byzacium	minor_primary	primary
main_rome	2808	rom_africa_byzacium	minor_secondary	secondary
main_rome	2814	rom_africa_byzacium	port	port
main_rome	2817	rom_mauretania_tingitana	major_primary	primary
main_rome	2826	rom_mauretania_tingitana	major_secondary	secondary
main_rome	2830	rom_mauretania_tingitana	port	port
main_rome	2831	rom_mauretania_numidia	minor_primary	primary
main_rome	2840	rom_mauretania_numidia	minor_secondary	secondary
main_rome	2850	rom_mauretania_numidia	port	port
main_rome	2857	rom_mauretania_gaetulia	minor_primary	primary
main_rome	2864	rom_mauretania_gaetulia	minor_secondary	secondary
main_rome	2867	rom_mauretania_atlas	minor_primary	primary
main_rome	2872	rom_mauretania_atlas	minor_secondary	secondary
main_rome	2882	rom_mauretania_atlas	port	port
main_rome	2883	rom_syria_syria	major_primary	primary
main_rome	2885	rom_syria_syria	major_secondary	secondary
main_rome	2891	rom_syria_syria	port	port
main_rome	2894	rom_syria_eremos_syria	minor_primary	primary
main_rome	2903	rom_syria_eremos_syria	minor_secondary	secondary
main_rome	2909	rom_syria_phonecia	minor_primary	primary
main_rome	2918	rom_syria_phonecia	minor_secondary	secondary
main_rome	2928	rom_syria_phonecia	port	port
main_rome	2933	rom_syria_aram	minor_primary	primary
main_rome	2943	rom_syria_aram	minor_secondary	secondary
main_rome	2945	rom_asia_rhodes	minor_primary	primary
main_rome	2953	rom_asia_rhodes	port	port
main_rome	2956	rom_asia_rhodes	minor_secondary	secondary
prologue_01	2962	pro_campania_campania	rom_major_primary	primary
prologue_01	2969	pro_campania_campania	rom_major_secondary	secondary
prologue_01	2976	pro_campania_cilento	rom_minor_primary	primary
prologue_01	2986	pro_campania_cilento	rom_minor_secondary	secondary
prologue_01	2996	pro_campania_cilento	rom_minor_port	port
prologue_01	3001	pro_latium_latium	rom_major_primary	primary
prologue_01	3002	pro_latium_latium	rom_major_secondary	secondary
prologue_01	3006	pro_latium_volsci	rom_minor_primary	primary
prologue_01	3015	pro_latium_volsci	rom_minor_secondary	secondary
prologue_01	3022	pro_magna_grecia_calabria	rom_major_primary	primary
prologue_01	3024	pro_magna_grecia_calabria	rom_major_secondary	secondary
prologue_01	3030	pro_magna_grecia_calabria	rom_major_port	port
prologue_01	3040	pro_magna_grecia_italia	rom_minor_primary	primary
prologue_01	3048	pro_magna_grecia_italia	rom_minor_secondary	secondary
prologue_01	3051	pro_magna_grecia_italia	rom_minor_port	port
prologue_01	3055	pro_magna_grecia_lucania	rom_minor_primary	primary
prologue_01	3065	pro_magna_grecia_lucania	rom_minor_secondary	secondary
prologue_01	3070	pro_magna_grecia_lucania	rom_minor_port	port
prologue_01	3079	pro_samnium_apulia	rom_minor_primary	primary
prologue_01	3082	pro_samnium_apulia	rom_minor_secondary	secondary
prologue_01	3090	pro_samnium_irpinia	rom_minor_primary	primary
prologue_01	3093	pro_samnium_irpinia	rom_minor_secondary	secondary
prologue_01	3097	pro_samnium_pentria	rom_major_primary	primary
prologue_01	3107	pro_samnium_pentria	rom_major_secondary	secondary
prologue_01	3112	pro_samnium_umbria	rom_minor_primary	primary
prologue_01	3119	pro_samnium_umbria	rom_minor_secondary	secondary
prologue_01	3129	pro_samnium_umbria	rom_minor_port	port
prologue_02	3132	pro_campania_campania	rom_major_primary	primary
prologue_02	3135	pro_latium_latium	rom_major_primary	primary
prologue_02	3142	pro_magna_grecia_calabria	rom_major_primary	primary
prologue_02	3149	pro_samnium_pentria	rom_major_primary	primary
prologue_02	3157	pro_campania_campania	rom_major_secondary	secondary
prologue_02	3165	pro_latium_latium	rom_major_secondary	secondary
prologue_02	3166	pro_magna_grecia_calabria	rom_major_secondary	secondary
prologue_02	3167	pro_samnium_pentria	rom_major_secondary	secondary
prologue_02	3175	pro_magna_grecia_calabria	rom_major_port	port
prologue_02	3179	pro_campania_cilento	rom_minor_primary	primary
prologue_02	3188	pro_latium_volsci	rom_minor_primary	primary
prologue_02	3193	pro_magna_grecia_italia	rom_minor_primary	primary
prologue_02	3196	pro_magna_grecia_lucania	rom_minor_primary	primary
prologue_02	3204	pro_samnium_apulia	rom_minor_primary	primary
prologue_02	3211	pro_samnium_irpinia	rom_minor_primary	primary
prologue_02	3220	pro_samnium_umbria	rom_minor_primary	primary
prologue_02	3221	pro_campania_cilento	rom_minor_secondary	secondary
prologue_02	3222	pro_latium_volsci	rom_minor_secondary	secondary
prologue_02	3227	pro_magna_grecia_italia	rom_minor_secondary	secondary
prologue_02	3234	pro_magna_grecia_lucania	rom_minor_secondary	secondary
prologue_02	3243	pro_samnium_apulia	rom_minor_secondary	secondary
prologue_02	3247	pro_samnium_irpinia	rom_minor_secondary	secondary
prologue_02	3249	pro_samnium_umbria	rom_minor_secondary	secondary
prologue_02	3251	pro_campania_cilento	rom_minor_port	port
prologue_02	3254	pro_magna_grecia_italia	rom_minor_port	port
prologue_02	3260	pro_magna_grecia_lucania	rom_minor_port	port
prologue_02	3264	pro_samnium_umbria	rom_minor_port	port
prologue_03	3268	pro_magna_grecia_calabria	rom_major_secondary	secondary
prologue_03	3278	pro_latium_latium	rom_major_secondary	secondary
prologue_03	3288	pro_campania_campania	rom_major_secondary	secondary
prologue_03	3296	pro_samnium_pentria	rom_major_primary	primary
prologue_03	3297	pro_magna_grecia_calabria	rom_major_primary	primary
prologue_03	3299	pro_latium_latium	rom_major_primary	primary
prologue_03	3309	pro_campania_campania	rom_major_primary	primary
prologue_03	3317	pro_samnium_pentria	rom_major_secondary	secondary
prologue_03	3327	pro_magna_grecia_calabria	rom_major_port	port
prologue_03	3329	pro_campania_cilento	rom_minor_primary	primary
prologue_03	3336	pro_latium_volsci	rom_minor_primary	primary
prologue_03	3341	pro_magna_grecia_italia	rom_minor_primary	primary
prologue_03	3347	pro_magna_grecia_lucania	rom_minor_primary	primary
prologue_03	3348	pro_magna_grecia_lucania	rom_minor_primary	primary
prologue_03	3353	pro_samnium_irpinia	rom_minor_primary	primary
prologue_03	3362	pro_samnium_umbria	rom_minor_primary	primary
prologue_03	3372	pro_campania_cilento	rom_minor_secondary	secondary
prologue_03	3380	pro_latium_volsci	rom_minor_secondary	secondary
prologue_03	3384	pro_magna_grecia_italia	rom_minor_secondary	secondary
prologue_03	3389	pro_magna_grecia_lucania	rom_minor_secondary	secondary
prologue_03	3391	pro_samnium_apulia	rom_minor_secondary	secondary
prologue_03	3401	pro_samnium_irpinia	rom_minor_secondary	secondary
prologue_03	3403	pro_samnium_umbria	rom_minor_secondary	secondary
prologue_03	3411	pro_campania_cilento	rom_minor_port	port
prologue_03	3421	pro_magna_grecia_italia	rom_minor_port	port
prologue_03	3431	pro_magna_grecia_lucania	rom_minor_port	port
prologue_03	3439	pro_samnium_umbria	rom_minor_port	port
prologue_03	3447	pro_samnium_apulia	rom_minor_primary	primary
main_gaul	3503	gaul_aquitania_aquae_tarbellicae	minor_primary	primary
main_gaul	3505	gaul_aquitania_aquae_tarbellicae	minor_secondary	secondary
main_gaul	3513	gaul_aquitania_burdigala	major_primary	primary
main_gaul	3515	gaul_aquitania_burdigala	major_secondary	secondary
main_gaul	3518	gaul_aquitania_burdigala	port	port
main_gaul	3526	gaul_aquitania_elimberris	minor_primary	primary
main_gaul	3531	gaul_aquitania_elimberris	minor_secondary	secondary
main_gaul	3535	gaul_aquitania_sotium	minor_primary	primary
main_gaul	3536	gaul_aquitania_sotium	minor_secondary	secondary
main_gaul	3544	gaul_arduenna_silva_divoduron	minor_primary	primary
main_gaul	3545	gaul_arduenna_silva_divoduron	minor_secondary	secondary
main_gaul	3547	gaul_arduenna_silva_durocorteron	minor_primary	primary
main_gaul	3549	gaul_arduenna_silva_durocorteron	minor_secondary	secondary
main_gaul	3556	gaul_arduenna_silva_noviodunon	minor_primary	primary
main_gaul	3565	gaul_arduenna_silva_noviodunon	minor_secondary	secondary
main_gaul	3574	gaul_arduenna_silva_treverorum	major_primary	primary
main_gaul	3575	gaul_arduenna_silva_treverorum	major_secondary	secondary
main_gaul	3583	gaul_aremorica_condate	minor_primary	primary
main_gaul	3589	gaul_aremorica_condate	minor_secondary	secondary
main_gaul	3591	gaul_aremorica_darioritum	minor_primary	primary
main_gaul	3598	gaul_aremorica_darioritum	minor_secondary	secondary
main_gaul	3601	gaul_aremorica_darioritum	port	port
main_gaul	3606	gaul_aremorica_namnetum	major_primary	primary
main_gaul	3613	gaul_aremorica_namnetum	major_secondary	secondary
main_gaul	3615	gaul_aremorica_namnetum	port	port
main_gaul	3616	gaul_aremorica_vorgion	minor_primary	primary
main_gaul	3625	gaul_aremorica_vorgion	minor_secondary	secondary
main_gaul	3630	gaul_britannia_durovernon	minor_primary	primary
main_gaul	3636	gaul_britannia_durovernon	minor_secondary	secondary
main_gaul	3643	gaul_britannia_iska	major_primary	primary
main_gaul	3644	gaul_britannia_iska	major_secondary	secondary
main_gaul	3650	gaul_britannia_iska	port	port
main_gaul	3651	gaul_britannia_venta_belgarum	minor_primary	primary
main_gaul	3659	gaul_britannia_venta_belgarum	minor_secondary	secondary
main_gaul	3662	gaul_gergovia_avaricon	minor_primary	primary
main_gaul	3665	gaul_gergovia_avaricon	minor_secondary	secondary
main_gaul	3670	gaul_gergovia_durotincon	minor_primary	primary
main_gaul	3674	gaul_gergovia_durotincon	minor_secondary	secondary
main_gaul	3677	gaul_gergovia_nemossos	major_primary	primary
main_gaul	3684	gaul_gergovia_nemossos	major_secondary	secondary
main_gaul	3689	gaul_germania_inferior_atuatuca	minor_primary	primary
main_gaul	3696	gaul_germania_inferior_atuatuca	minor_secondary	secondary
main_gaul	3704	gaul_germania_inferior_bagacum	major_primary	primary
main_gaul	3714	gaul_germania_inferior_bagacum	major_secondary	secondary
main_gaul	3724	gaul_helvetia_octoduron	major_primary	primary
main_gaul	3732	gaul_helvetia_octoduron	major_secondary	secondary
main_gaul	3741	gaul_helvetia_turicum	minor_primary	primary
main_gaul	3747	gaul_helvetia_turicum	minor_secondary	secondary
main_gaul	3754	gaul_insubria_medhlan	major_primary	primary
main_gaul	3763	gaul_insubria_medhlan	major_secondary	secondary
main_gaul	3765	gaul_insubria_vercelum	minor_primary	primary
main_gaul	3775	gaul_insubria_vercelum	minor_secondary	secondary
main_gaul	3776	gaul_liguria_genua	major_primary	primary
main_gaul	3785	gaul_liguria_genua	major_secondary	secondary
main_gaul	3789	gaul_liguria_genua	port	port
main_gaul	3797	gaul_liguria_pollentia	minor_primary	primary
main_gaul	3803	gaul_liguria_pollentia	minor_secondary	secondary
main_gaul	3805	gaul_lugdunensis_bibracte	major_primary	primary
main_gaul	3814	gaul_lugdunensis_bibracte	major_secondary	secondary
main_gaul	3820	gaul_lugdunensis_vienna	minor_primary	primary
main_gaul	3824	gaul_lugdunensis_vienna	minor_secondary	secondary
main_gaul	3833	gaul_lutetia_cenabum	major_primary	primary
main_gaul	3842	gaul_lutetia_cenabum	major_secondary	secondary
main_gaul	3850	gaul_lutetia_crociatonum	minor_primary	primary
main_gaul	3852	gaul_lutetia_crociatonum	minor_secondary	secondary
main_gaul	3854	gaul_lutetia_crociatonum	port	port
main_gaul	3857	gaul_lutetia_lexovion	minor_primary	primary
main_gaul	3865	gaul_lutetia_lexovion	minor_secondary	secondary
main_gaul	3868	gaul_lutetia_suindinum	minor_primary	primary
main_gaul	3877	gaul_lutetia_suindinum	minor_secondary	secondary
main_gaul	3880	gaul_maxima_sequanorum_rauricon	minor_primary	primary
main_gaul	3886	gaul_maxima_sequanorum_rauricon	minor_secondary	secondary
main_gaul	3890	gaul_maxima_sequanorum_vesontio	major_primary	primary
main_gaul	3898	gaul_maxima_sequanorum_vesontio	major_secondary	secondary
main_gaul	3906	gaul_narbonensis_divona	minor_primary	primary
main_gaul	3910	gaul_narbonensis_divona	minor_secondary	secondary
main_gaul	3911	gaul_narbonensis_narbo_martius	minor_primary	primary
main_gaul	3913	gaul_narbonensis_narbo_martius	minor_secondary	secondary
main_gaul	3921	gaul_narbonensis_narbo_martius	port	port
main_gaul	3928	gaul_narbonensis_segodunum	minor_primary	primary
main_gaul	3938	gaul_narbonensis_segodunum	minor_secondary	secondary
main_gaul	3942	gaul_narbonensis_tolosa	major_primary	primary
main_gaul	3944	gaul_narbonensis_tolosa	major_secondary	secondary
main_gaul	3954	gaul_pictavis_ambatia	minor_primary	primary
main_gaul	3958	gaul_pictavis_ambatia	minor_secondary	secondary
main_gaul	3968	gaul_pictavis_lemonum	major_primary	primary
main_gaul	3972	gaul_pictavis_lemonum	major_secondary	secondary
main_gaul	3975	gaul_pictavis_mediolanum_santonum	minor_primary	primary
main_gaul	3982	gaul_pictavis_mediolanum_santonum	minor_secondary	secondary
main_gaul	3985	gaul_senonia_agedineum	minor_primary	primary
main_gaul	3989	gaul_senonia_agedineum	minor_secondary	secondary
main_gaul	3996	gaul_senonia_alesia	major_primary	primary
main_gaul	3998	gaul_senonia_alesia	major_secondary	secondary
main_gaul	4008	gaul_senonia_lutetia	minor_primary	primary
main_gaul	4013	gaul_senonia_lutetia	minor_secondary	secondary
main_gaul	4021	gaul_silva_carbonaria_bratuspantion	minor_primary	primary
main_gaul	4030	gaul_silva_carbonaria_bratuspantion	minor_secondary	secondary
main_gaul	4036	gaul_silva_carbonaria_gesoriacum	minor_primary	primary
main_gaul	4042	gaul_silva_carbonaria_gesoriacum	minor_secondary	secondary
main_gaul	4052	gaul_silva_carbonaria_gesoriacum	port	port
main_gaul	4057	gaul_silva_carbonaria_nemetocenna	major_primary	primary
main_gaul	4059	gaul_silva_carbonaria_nemetocenna	major_secondary	secondary
main_gaul	4064	gaul_silva_nigra_argentorate	minor_primary	primary
main_gaul	4073	gaul_silva_nigra_argentorate	minor_secondary	secondary
main_gaul	4080	gaul_silva_nigra_noviiomagos	minor_primary	primary
main_gaul	4088	gaul_silva_nigra_noviiomagos	minor_secondary	secondary
main_gaul	4089	gaul_silva_nigra_uburzis	major_primary	primary
main_gaul	4097	gaul_silva_nigra_uburzis	major_secondary	secondary
main_gaul	4105	gaul_transalpina_massalia	major_primary	primary
main_gaul	4115	gaul_transalpina_massalia	major_secondary	secondary
main_gaul	4124	gaul_transalpina_massalia	port	port
main_gaul	4130	gaul_transalpina_vasio	minor_primary	primary
main_gaul	4137	gaul_transalpina_vasio	minor_secondary	secondary
main_punic	4141	pun_africa_capsa	minor_primary	primary
main_punic	4149	pun_africa_capsa	minor_secondary	secondary
main_punic	4150	pun_africa_carthago	major_primary	primary
main_punic	4159	pun_africa_carthago	major_secondary	secondary
main_punic	4161	pun_africa_carthago	port	port
main_punic	4171	pun_africa_hadrumentum	minor_primary	primary
main_punic	4180	pun_africa_hadrumentum	minor_secondary	secondary
main_punic	4185	pun_africa_hadrumentum	port	port
main_punic	4191	pun_aquitania_burdigala	minor_primary	primary
main_punic	4201	pun_aquitania_burdigala	minor_secondary	secondary
main_punic	4205	pun_aquitania_iruna	major_primary	primary
main_punic	4211	pun_aquitania_iruna	major_secondary	secondary
main_punic	4219	pun_celtiberia_libisosa	minor_primary	primary
main_punic	4228	pun_celtiberia_libisosa	minor_secondary	secondary
main_punic	4236	pun_celtiberia_numantia	major_primary	primary
main_punic	4244	pun_celtiberia_numantia	major_secondary	secondary
main_punic	4248	pun_celtiberia_toletum	minor_primary	primary
main_punic	4255	pun_celtiberia_toletum	minor_secondary	secondary
main_punic	4265	pun_corsica_et_sardinia_alalia	minor_primary	primary
main_punic	4272	pun_corsica_et_sardinia_alalia	minor_secondary	secondary
main_punic	4278	pun_corsica_et_sardinia_alalia	port	port
main_punic	4286	pun_corsica_et_sardinia_karalis	major_primary	primary
main_punic	4289	pun_corsica_et_sardinia_karalis	major_secondary	secondary
main_punic	4295	pun_corsica_et_sardinia_karalis	port	port
main_punic	4298	pun_corsica_et_sardinia_olbia	minor_primary	primary
main_punic	4301	pun_corsica_et_sardinia_olbia	minor_secondary	secondary
main_punic	4308	pun_corsica_et_sardinia_olbia	port	port
main_punic	4311	pun_etruria_arretium	minor_primary	primary
main_punic	4312	pun_etruria_arretium	minor_secondary	secondary
main_punic	4322	pun_etruria_pisae	minor_primary	primary
main_punic	4323	pun_etruria_pisae	minor_secondary	secondary
main_punic	4330	pun_etruria_tarquinii	major_primary	primary
main_punic	4332	pun_etruria_tarquinii	major_secondary	secondary
main_punic	4336	pun_gallaecia_asturica	major_primary	primary
main_punic	4343	pun_gallaecia_asturica	major_secondary	secondary
main_punic	4348	pun_gallaecia_lugos	minor_primary	primary
main_punic	4353	pun_gallaecia_lugos	minor_secondary	secondary
main_punic	4357	pun_gallaecia_pallantia	minor_primary	primary
main_punic	4366	pun_gallaecia_pallantia	minor_secondary	secondary
main_punic	4372	pun_gallaecia_portus_amanum	minor_primary	primary
main_punic	4373	pun_gallaecia_portus_amanum	minor_secondary	secondary
main_punic	4377	pun_gallaecia_portus_amanum	port	port
main_punic	4386	pun_gallia_cisalpina_genua	minor_primary	primary
main_punic	4389	pun_gallia_cisalpina_genua	minor_secondary	secondary
main_punic	4395	pun_gallia_cisalpina_genua	port	port
main_punic	4397	pun_gallia_cisalpina_patavium	major_primary	primary
main_punic	4405	pun_gallia_cisalpina_patavium	major_secondary	secondary
main_punic	4415	pun_gallia_cisalpina_patavium	port	port
main_punic	4425	pun_gallia_cisalpina_placentia	minor_primary	primary
main_punic	4431	pun_gallia_cisalpina_placentia	minor_secondary	secondary
main_punic	4435	pun_gallia_cisalpina_vercellae	minor_primary	primary
main_punic	4439	pun_gallia_cisalpina_vercellae	minor_secondary	secondary
main_punic	4444	pun_gallia_transalpina_lugdunum	minor_primary	primary
main_punic	4453	pun_gallia_transalpina_lugdunum	minor_secondary	secondary
main_punic	4460	pun_gallia_transalpina_massilia	major_primary	primary
main_punic	4465	pun_gallia_transalpina_massilia	major_secondary	secondary
main_punic	4467	pun_gallia_transalpina_massilia	port	port
main_punic	4469	pun_gallia_transalpina_nemausus	minor_primary	primary
main_punic	4478	pun_gallia_transalpina_nemausus	minor_secondary	secondary
main_punic	4484	pun_gallia_transalpina_tolosa	minor_primary	primary
main_punic	4491	pun_gallia_transalpina_tolosa	minor_secondary	secondary
main_punic	4498	pun_hispania_citerior_cissis	minor_primary	primary
main_punic	4503	pun_hispania_citerior_cissis	minor_secondary	secondary
main_punic	4505	pun_hispania_citerior_cissis	port	port
main_punic	4515	pun_hispania_citerior_emporiae	major_primary	primary
main_punic	4518	pun_hispania_citerior_emporiae	major_secondary	secondary
main_punic	4522	pun_hispania_citerior_emporiae	port	port
main_punic	4523	pun_hispania_citerior_ilerda	minor_primary	primary
main_punic	4526	pun_hispania_citerior_ilerda	minor_secondary	secondary
main_punic	4536	pun_hispania_citerior_salduba	minor_primary	primary
main_punic	4538	pun_hispania_citerior_salduba	minor_secondary	secondary
main_punic	4544	pun_hispania_ulterior_carthago_nova	major_primary	primary
main_punic	4551	pun_hispania_ulterior_carthago_nova	major_secondary	secondary
main_punic	4557	pun_hispania_ulterior_carthago_nova	port	port
main_punic	4567	pun_hispania_ulterior_ibossim	minor_primary	primary
main_punic	4576	pun_hispania_ulterior_ibossim	minor_secondary	secondary
main_punic	4581	pun_hispania_ulterior_ibossim	port	port
main_punic	4587	pun_hispania_ulterior_ilici	minor_primary	primary
main_punic	4589	pun_hispania_ulterior_ilici	minor_secondary	secondary
main_punic	4595	pun_hispania_ulterior_saguntum	minor_primary	primary
