building_chain	building_level	building_set	exclude
dk_minor_wine		rom_building_set_city_minor	false
east_amber		rom_building_set_city_minor	false
east_glass		rom_building_set_city_minor	false
east_gold		rom_building_set_city_minor	false
east_grain		rom_building_set_city_minor	false
east_horse		rom_building_set_city_minor	false
east_iron		rom_building_set_city_minor	false
east_lead		rom_building_set_city_minor	false
east_leather		rom_building_set_city_minor	false
east_lumber		rom_building_set_city_minor	false
east_marble		rom_building_set_city_minor	false
east_olive		rom_building_set_city_minor	false
east_purple_dye		rom_building_set_city_minor	false
east_silk		rom_building_set_city_minor	false
east_town		rom_building_set_city_minor	false
east_wine		rom_building_set_city_minor	false
greek_amber		rom_building_set_city_minor	false
greek_glass		rom_building_set_city_minor	false
greek_gold		rom_building_set_city_minor	false
greek_grain		rom_building_set_city_minor	false
greek_horse		rom_building_set_city_minor	false
greek_iron		rom_building_set_city_minor	false
greek_lead		rom_building_set_city_minor	false
greek_leather		rom_building_set_city_minor	false
greek_lumber		rom_building_set_city_minor	false
greek_marble		rom_building_set_city_minor	false
greek_olive		rom_building_set_city_minor	false
greek_purple_dye		rom_building_set_city_minor	false
greek_silk		rom_building_set_city_minor	false
greek_town		rom_building_set_city_minor	false
greek_wine		rom_building_set_city_minor	false
inv_barb_amber	inv_barb_amber_1	rom_building_set_city_minor	false
inv_barb_amber	inv_barb_amber_2	rom_building_set_city_minor	false
inv_barb_amber	inv_barb_amber_3	rom_building_set_city_minor	false
inv_barb_amber	inv_barb_amber_4	rom_building_set_city_minor	false
inv_barb_gold	inv_barb_gold_1	rom_building_set_city_minor	false
inv_barb_gold	inv_barb_gold_2	rom_building_set_city_minor	false
inv_barb_gold	inv_barb_gold_3	rom_building_set_city_minor	false
inv_barb_gold	inv_barb_gold_4	rom_building_set_city_minor	false
inv_barb_grain	inv_barb_grain_1	rom_building_set_city_minor	false
inv_barb_grain	inv_barb_grain_2	rom_building_set_city_minor	false
inv_barb_grain	inv_barb_grain_3	rom_building_set_city_minor	false
inv_barb_grain	inv_barb_grain_4	rom_building_set_city_minor	false
inv_barb_horse	inv_barb_horse_1	rom_building_set_city_minor	false
inv_barb_horse	inv_barb_horse_2	rom_building_set_city_minor	false
inv_barb_horse	inv_barb_horse_3	rom_building_set_city_minor	false
inv_barb_iron	inv_barb_iron_1	rom_building_set_city_minor	false
inv_barb_iron	inv_barb_iron_armour_2	rom_building_set_city_minor	false
inv_barb_iron	inv_barb_iron_armour_3	rom_building_set_city_minor	false
inv_barb_iron	inv_barb_iron_weapon_2	rom_building_set_city_minor	false
inv_barb_iron	inv_barb_iron_weapon_3	rom_building_set_city_minor	false
inv_barb_lead	inv_barb_lead_1	rom_building_set_city_minor	false
inv_barb_lead	inv_barb_lead_2	rom_building_set_city_minor	false
inv_barb_lead	inv_barb_lead_3	rom_building_set_city_minor	false
inv_barb_lead	inv_barb_lead_4	rom_building_set_city_minor	false
inv_barb_leather	inv_barb_leather_1	rom_building_set_city_minor	false
inv_barb_leather	inv_barb_leather_2	rom_building_set_city_minor	false
inv_barb_leather	inv_barb_leather_3	rom_building_set_city_minor	false
inv_barb_leather	inv_barb_leather_4	rom_building_set_city_minor	false
inv_barb_lumber	inv_barb_lumber_1	rom_building_set_city_minor	false
inv_barb_lumber	inv_barb_lumber_2	rom_building_set_city_minor	false
inv_barb_lumber	inv_barb_lumber_3	rom_building_set_city_minor	false
inv_barb_lumber	inv_barb_lumber_4	rom_building_set_city_minor	false
inv_barb_marble	inv_barb_marble_1	rom_building_set_city_minor	false
inv_barb_marble	inv_barb_marble_2	rom_building_set_city_minor	false
inv_barb_marble	inv_barb_marble_3	rom_building_set_city_minor	false
inv_barb_marble	inv_barb_marble_4	rom_building_set_city_minor	false
inv_barb_olive	inv_barb_olive_1	rom_building_set_city_minor	false
inv_barb_olive	inv_barb_olive_2	rom_building_set_city_minor	false
inv_barb_olive	inv_barb_olive_3	rom_building_set_city_minor	false
inv_barb_olive	inv_barb_olive_4	rom_building_set_city_minor	false
inv_barb_purple_dye	inv_barb_purple_dye_1	rom_building_set_city_minor	false
inv_barb_purple_dye	inv_barb_purple_dye_2	rom_building_set_city_minor	false
inv_barb_purple_dye	inv_barb_purple_dye_3	rom_building_set_city_minor	false
inv_barb_purple_dye	inv_barb_purple_dye_4	rom_building_set_city_minor	false
inv_barb_salt	inv_barb_salt_1	rom_building_set_city_minor	false
inv_barb_salt	inv_barb_salt_2	rom_building_set_city_minor	false
inv_barb_salt	inv_barb_salt_3	rom_building_set_city_minor	false
inv_barb_salt	inv_barb_salt_4	rom_building_set_city_minor	false
inv_barb_wine	inv_barb_wine_1	rom_building_set_city_minor	false
inv_barb_wine	inv_barb_wine_2	rom_building_set_city_minor	false
inv_barb_wine	inv_barb_wine_3	rom_building_set_city_minor	false
inv_barb_wine	inv_barb_wine_4	rom_building_set_city_minor	false
inv_gre_minor_town		rom_building_set_city_minor	false
inv_greek_amber	inv_greek_amber_1	rom_building_set_city_minor	false
inv_greek_amber	inv_greek_amber_2	rom_building_set_city_minor	false
inv_greek_amber	inv_greek_amber_3	rom_building_set_city_minor	false
inv_greek_amber	inv_greek_amber_4	rom_building_set_city_minor	false
inv_greek_gold	inv_greek_gold_1	rom_building_set_city_minor	false
inv_greek_gold	inv_greek_gold_2	rom_building_set_city_minor	false
inv_greek_gold	inv_greek_gold_3	rom_building_set_city_minor	false
inv_greek_gold	inv_greek_gold_4	rom_building_set_city_minor	false
inv_greek_grain	inv_greek_grain_1	rom_building_set_city_minor	false
inv_greek_grain	inv_greek_grain_2	rom_building_set_city_minor	false
inv_greek_grain	inv_greek_grain_3	rom_building_set_city_minor	false
inv_greek_grain	inv_greek_grain_4	rom_building_set_city_minor	false
inv_greek_horse	inv_greek_horse_1	rom_building_set_city_minor	false
inv_greek_horse	inv_greek_horse_2	rom_building_set_city_minor	false
inv_greek_horse	inv_greek_horse_3	rom_building_set_city_minor	false
inv_greek_iron	inv_greek_iron_1	rom_building_set_city_minor	false
inv_greek_iron	inv_greek_iron_armour_2	rom_building_set_city_minor	false
inv_greek_iron	inv_greek_iron_armour_3	rom_building_set_city_minor	false
inv_greek_iron	inv_greek_iron_weapon_2	rom_building_set_city_minor	false
inv_greek_iron	inv_greek_iron_weapon_3	rom_building_set_city_minor	false
inv_greek_lead	inv_greek_lead_1	rom_building_set_city_minor	false
inv_greek_lead	inv_greek_lead_2	rom_building_set_city_minor	false
inv_greek_lead	inv_greek_lead_3	rom_building_set_city_minor	false
inv_greek_lead	inv_greek_lead_4	rom_building_set_city_minor	false
inv_greek_leather	inv_greek_leather_1	rom_building_set_city_minor	false
inv_greek_leather	inv_greek_leather_2	rom_building_set_city_minor	false
inv_greek_leather	inv_greek_leather_3	rom_building_set_city_minor	false
inv_greek_leather	inv_greek_leather_4	rom_building_set_city_minor	false
inv_greek_lumber	inv_greek_lumber_1	rom_building_set_city_minor	false
inv_greek_lumber	inv_greek_lumber_2	rom_building_set_city_minor	false
inv_greek_lumber	inv_greek_lumber_3	rom_building_set_city_minor	false
inv_greek_lumber	inv_greek_lumber_4	rom_building_set_city_minor	false
inv_greek_marble	inv_greek_marble_1	rom_building_set_city_minor	false
inv_greek_marble	inv_greek_marble_2	rom_building_set_city_minor	false
inv_greek_marble	inv_greek_marble_3	rom_building_set_city_minor	false
inv_greek_marble	inv_greek_marble_4	rom_building_set_city_minor	false
inv_greek_olive	inv_greek_olive_1	rom_building_set_city_minor	false
inv_greek_olive	inv_greek_olive_2	rom_building_set_city_minor	false
inv_greek_olive	inv_greek_olive_3	rom_building_set_city_minor	false
inv_greek_olive	inv_greek_olive_4	rom_building_set_city_minor	false
inv_greek_purple_dye	inv_greek_purple_dye_1	rom_building_set_city_minor	false
inv_greek_purple_dye	inv_greek_purple_dye_2	rom_building_set_city_minor	false
inv_greek_purple_dye	inv_greek_purple_dye_3	rom_building_set_city_minor	false
inv_greek_purple_dye	inv_greek_purple_dye_4	rom_building_set_city_minor	false
inv_greek_salt	inv_greek_salt_1	rom_building_set_city_minor	false
inv_greek_salt	inv_greek_salt_2	rom_building_set_city_minor	false
inv_greek_salt	inv_greek_salt_3	rom_building_set_city_minor	false
inv_greek_salt	inv_greek_salt_4	rom_building_set_city_minor	false
inv_greek_wine	inv_greek_wine_1	rom_building_set_city_minor	false
inv_greek_wine	inv_greek_wine_2	rom_building_set_city_minor	false
inv_greek_wine	inv_greek_wine_3	rom_building_set_city_minor	false
inv_greek_wine	inv_greek_wine_4	rom_building_set_city_minor	false
inv_new_etr_amber		rom_building_set_city_minor	false
inv_new_etr_gold		rom_building_set_city_minor	false
inv_new_etr_grain		rom_building_set_city_minor	false
inv_new_etr_horse		rom_building_set_city_minor	false
inv_new_etr_iron		rom_building_set_city_minor	false
inv_new_etr_lead		rom_building_set_city_minor	false
inv_new_etr_leather		rom_building_set_city_minor	false
inv_new_etr_lumber		rom_building_set_city_minor	false
inv_new_etr_marble		rom_building_set_city_minor	false
inv_new_etr_minor_town		rom_building_set_city_minor	false
inv_new_etr_olive		rom_building_set_city_minor	false
inv_new_etr_purple_dye		rom_building_set_city_minor	false
inv_new_etr_salt		rom_building_set_city_minor	false
inv_new_etr_wine		rom_building_set_city_minor	false
inv_rom_amber	inv_rom_amber_1	rom_building_set_city_minor	false
inv_rom_amber	inv_rom_amber_2	rom_building_set_city_minor	false
inv_rom_amber	inv_rom_amber_3	rom_building_set_city_minor	false
inv_rom_amber	inv_rom_amber_4	rom_building_set_city_minor	false
inv_rom_gold	inv_rom_gold_1	rom_building_set_city_minor	false
inv_rom_gold	inv_rom_gold_2	rom_building_set_city_minor	false
inv_rom_gold	inv_rom_gold_3	rom_building_set_city_minor	false
inv_rom_gold	inv_rom_gold_4	rom_building_set_city_minor	false
inv_rom_grain	inv_rom_grain_1	rom_building_set_city_minor	false
inv_rom_grain	inv_rom_grain_2	rom_building_set_city_minor	false
inv_rom_grain	inv_rom_grain_3	rom_building_set_city_minor	false
inv_rom_grain	inv_rom_grain_4	rom_building_set_city_minor	false
inv_rom_horse	inv_rom_horse_1	rom_building_set_city_minor	false
inv_rom_horse	inv_rom_horse_2	rom_building_set_city_minor	false
inv_rom_horse	inv_rom_horse_3	rom_building_set_city_minor	false
inv_rom_iron	inv_rom_iron_1	rom_building_set_city_minor	false
inv_rom_iron	inv_rom_iron_armour_2	rom_building_set_city_minor	false
inv_rom_iron	inv_rom_iron_armour_3	rom_building_set_city_minor	false
inv_rom_iron	inv_rom_iron_weapon_2	rom_building_set_city_minor	false
inv_rom_iron	inv_rom_iron_weapon_3	rom_building_set_city_minor	false
inv_rom_lead	inv_rom_lead_1	rom_building_set_city_minor	false
inv_rom_lead	inv_rom_lead_2	rom_building_set_city_minor	false
inv_rom_lead	inv_rom_lead_3	rom_building_set_city_minor	false
inv_rom_lead	inv_rom_lead_4	rom_building_set_city_minor	false
inv_rom_leather	inv_rom_leather_1	rom_building_set_city_minor	false
inv_rom_leather	inv_rom_leather_2	rom_building_set_city_minor	false
inv_rom_leather	inv_rom_leather_3	rom_building_set_city_minor	false
inv_rom_leather	inv_rom_leather_4	rom_building_set_city_minor	false
inv_rom_lumber	inv_rom_lumber_1	rom_building_set_city_minor	false
inv_rom_lumber	inv_rom_lumber_2	rom_building_set_city_minor	false
inv_rom_lumber	inv_rom_lumber_3	rom_building_set_city_minor	false
inv_rom_lumber	inv_rom_lumber_4	rom_building_set_city_minor	false
inv_rom_marble	inv_rom_marble_1	rom_building_set_city_minor	false
inv_rom_marble	inv_rom_marble_2	rom_building_set_city_minor	false
inv_rom_marble	inv_rom_marble_3	rom_building_set_city_minor	false
inv_rom_marble	inv_rom_marble_4	rom_building_set_city_minor	false
inv_rom_minor_town		rom_building_set_city_minor	false
inv_rom_olive	inv_rom_olive_1	rom_building_set_city_minor	false
inv_rom_olive	inv_rom_olive_2	rom_building_set_city_minor	false
inv_rom_olive	inv_rom_olive_3	rom_building_set_city_minor	false
inv_rom_olive	inv_rom_olive_4	rom_building_set_city_minor	false
inv_rom_purple_dye	inv_rom_purple_dye_1	rom_building_set_city_minor	false
inv_rom_purple_dye	inv_rom_purple_dye_2	rom_building_set_city_minor	false
inv_rom_purple_dye	inv_rom_purple_dye_3	rom_building_set_city_minor	false
inv_rom_purple_dye	inv_rom_purple_dye_4	rom_building_set_city_minor	false
inv_rom_salt	inv_rom_salt_1	rom_building_set_city_minor	false
inv_rom_salt	inv_rom_salt_2	rom_building_set_city_minor	false
inv_rom_salt	inv_rom_salt_3	rom_building_set_city_minor	false
inv_rom_salt	inv_rom_salt_4	rom_building_set_city_minor	false
inv_rom_wine	inv_rom_wine_1	rom_building_set_city_minor	false
inv_rom_wine	inv_rom_wine_2	rom_building_set_city_minor	false
inv_rom_wine	inv_rom_wine_3	rom_building_set_city_minor	false
inv_rom_wine	inv_rom_wine_4	rom_building_set_city_minor	false
pel_town		rom_building_set_city_minor	false
pel_town_bronze		rom_building_set_city_minor	false
pel_town_glass		rom_building_set_city_minor	false
pel_town_gold		rom_building_set_city_minor	false
pel_town_grain		rom_building_set_city_minor	false
pel_town_horse		rom_building_set_city_minor	false
pel_town_lead		rom_building_set_city_minor	false
pel_town_marble		rom_building_set_city_minor	false
pel_town_olive		rom_building_set_city_minor	false
pel_town_timber		rom_building_set_city_minor	false
pel_town_wine		rom_building_set_city_minor	false
rom_BARBARIAN_city_minor_fish		rom_building_set_city_minor	false
rom_BARBARIAN_city_minor_glass		rom_building_set_city_minor	false
rom_BARBARIAN_city_minor_gold		rom_building_set_city_minor	false
rom_BARBARIAN_city_minor_grain		rom_building_set_city_minor	false
rom_BARBARIAN_city_minor_hides		rom_building_set_city_minor	false
rom_BARBARIAN_city_minor_iron		rom_building_set_city_minor	false
rom_BARBARIAN_city_minor_limestone		rom_building_set_city_minor	false
rom_BARBARIAN_city_minor_marble		rom_building_set_city_minor	false
rom_BARBARIAN_city_minor_olives		rom_building_set_city_minor	false
rom_BARBARIAN_city_minor_purple_dye		rom_building_set_city_minor	false
rom_BARBARIAN_city_minor_silk		rom_building_set_city_minor	false
rom_BARBARIAN_city_minor_silver		rom_building_set_city_minor	false
rom_BARBARIAN_city_minor_timber		rom_building_set_city_minor	false
rom_BARBARIAN_city_minor_township		rom_building_set_city_minor	false
rom_BARBARIAN_city_minor_wine		rom_building_set_city_minor	false
rom_EASTERN_city_minor_fish		rom_building_set_city_minor	false
rom_EASTERN_city_minor_glass		rom_building_set_city_minor	false
rom_EASTERN_city_minor_gold		rom_building_set_city_minor	false
rom_EASTERN_city_minor_grain		rom_building_set_city_minor	false
rom_EASTERN_city_minor_hides		rom_building_set_city_minor	false
rom_EASTERN_city_minor_iron		rom_building_set_city_minor	false
rom_EASTERN_city_minor_limestone		rom_building_set_city_minor	false
rom_EASTERN_city_minor_marble		rom_building_set_city_minor	false
rom_EASTERN_city_minor_olives		rom_building_set_city_minor	false
rom_EASTERN_city_minor_purple_dye		rom_building_set_city_minor	false
rom_EASTERN_city_minor_silk		rom_building_set_city_minor	false
rom_EASTERN_city_minor_silver		rom_building_set_city_minor	false
rom_EASTERN_city_minor_timber		rom_building_set_city_minor	false
rom_EASTERN_city_minor_township		rom_building_set_city_minor	false
rom_EASTERN_city_minor_wine		rom_building_set_city_minor	false
rom_HELLENIC_city_minor_fish		rom_building_set_city_minor	false
rom_HELLENIC_city_minor_glass		rom_building_set_city_minor	false
rom_HELLENIC_city_minor_gold		rom_building_set_city_minor	false
rom_HELLENIC_city_minor_grain		rom_building_set_city_minor	false
rom_HELLENIC_city_minor_hides		rom_building_set_city_minor	false
rom_HELLENIC_city_minor_iron		rom_building_set_city_minor	false
rom_HELLENIC_city_minor_limestone		rom_building_set_city_minor	false
rom_HELLENIC_city_minor_marble		rom_building_set_city_minor	false
rom_HELLENIC_city_minor_military_tradition		rom_building_set_city_minor	false
rom_HELLENIC_city_minor_olives		rom_building_set_city_minor	false
rom_HELLENIC_city_minor_purple_dye		rom_building_set_city_minor	false
rom_HELLENIC_city_minor_silk		rom_building_set_city_minor	false
rom_HELLENIC_city_minor_silver		rom_building_set_city_minor	false
rom_HELLENIC_city_minor_timber		rom_building_set_city_minor	false
rom_HELLENIC_city_minor_township		rom_building_set_city_minor	false
rom_HELLENIC_city_minor_wine		rom_building_set_city_minor	false
rom_ROMAN_city_minor_fish		rom_building_set_city_minor	false
rom_ROMAN_city_minor_glass		rom_building_set_city_minor	false
rom_ROMAN_city_minor_gold		rom_building_set_city_minor	false
rom_ROMAN_city_minor_grain		rom_building_set_city_minor	false
rom_ROMAN_city_minor_hides		rom_building_set_city_minor	false
rom_ROMAN_city_minor_iron		rom_building_set_city_minor	false
rom_ROMAN_city_minor_limestone		rom_building_set_city_minor	false
rom_ROMAN_city_minor_marble		rom_building_set_city_minor	false
rom_ROMAN_city_minor_olives		rom_building_set_city_minor	false
rom_ROMAN_city_minor_purple_dye		rom_building_set_city_minor	false
rom_ROMAN_city_minor_silk		rom_building_set_city_minor	false
rom_ROMAN_city_minor_silver		rom_building_set_city_minor	false
rom_ROMAN_city_minor_timber		rom_building_set_city_minor	false
rom_ROMAN_city_minor_township		rom_building_set_city_minor	false
rom_ROMAN_city_minor_wine		rom_building_set_city_minor	false
rome_amber		rom_building_set_city_minor	false
rome_glass		rom_building_set_city_minor	false
rome_gold		rom_building_set_city_minor	false
rome_grain		rom_building_set_city_minor	false
rome_horse		rom_building_set_city_minor	false
rome_iron		rom_building_set_city_minor	false
rome_lead		rom_building_set_city_minor	false
rome_leather		rom_building_set_city_minor	false
rome_lumber		rom_building_set_city_minor	false
rome_marble		rom_building_set_city_minor	false
rome_olive		rom_building_set_city_minor	false
rome_purple_dye		rom_building_set_city_minor	false
rome_silk		rom_building_set_city_minor	false
rome_town		rom_building_set_city_minor	false
rome_wine		rom_building_set_city_minor	false
	rom_BARBARIAN_artisans_major_gold_2	rom_building_set_gold	false
	rom_BARBARIAN_artisans_major_gold_3	rom_building_set_gold	false
	rom_BARBARIAN_artisans_major_gold_4	rom_building_set_gold	false
rom_BARBARIAN_city_minor_gold		rom_building_set_gold	false
rom_EASTERN_city_minor_gold		rom_building_set_gold	false
rom_HELLENIC_city_minor_gold		rom_building_set_gold	false
rom_ROMAN_city_minor_gold		rom_building_set_gold	false
all_mine		rom_building_set_industry	false
barb_artisan		rom_building_set_industry	false
barb_craftsmen		rom_building_set_industry	false
dk_all_industry		rom_building_set_industry	false
dk_kush_industry		rom_building_set_industry	false
east_industry		rom_building_set_industry	false
greek_industrial		rom_building_set_industry	false
inv_gre_industry_major		rom_building_set_industry	false
inv_gre_industry_minor		rom_building_set_industry	false
pel_industry		rom_building_set_industry	false
rom_BARBARIAN_artisans_major		rom_building_set_industry	false
rom_EASTERN_outskirts		rom_building_set_industry	false
rom_HELLENIC_outskirts		rom_building_set_industry	false
rom_ROMAN_outskirts		rom_building_set_industry	false
rome_industry		rom_building_set_industry	false
3c_armenia_military		rom_building_set_military	false
3c_barb_artisan		rom_building_set_military	false
3c_barb_craftsmen		rom_building_set_military	false
	3c_barb_port_military_2	rom_building_set_military	false
	3c_barb_port_military_3	rom_building_set_military	false
	3c_barb_port_military_4	rom_building_set_military	false
3c_east_military_buff		rom_building_set_military	false
3c_east_military_cav		rom_building_set_military	false
	3c_east_port_military_2	rom_building_set_military	false
	3c_east_port_military_3	rom_building_set_military	false
	3c_east_port_military_4	rom_building_set_military	false
3c_rome_navalbuff		rom_building_set_military	false
3c_sassanid_military		rom_building_set_military	false
dk_all_military_cavalry		rom_building_set_military	false
dk_all_military_infantry		rom_building_set_military	false
dk_military_siege		rom_building_set_military	false
dk_military_training		rom_building_set_military	false
east_military_buff		rom_building_set_military	false
east_military_infantry		rom_building_set_military	false
east_military_siege		rom_building_set_military	false
east_military_stables		rom_building_set_military	false
greek_military		rom_building_set_military	false
greek_military_buff		rom_building_set_military	false
greek_military_siege		rom_building_set_military	false
inv_gre_military_buff		rom_building_set_military	false
inv_gre_military_recruitment		rom_building_set_military	false
inv_new_etr_main_military		rom_building_set_military	false
inv_new_etr_minor_military		rom_building_set_military	false
pel_buff		rom_building_set_military	false
pel_military		rom_building_set_military	false
pro_ROMAN_military_equipment		rom_building_set_military	false
pun_ROMAN_military_main		rom_building_set_military	false
rom_EASTERN_buff		rom_building_set_military	false
rom_EASTERN_levy		rom_building_set_military	false
rom_HELLENIC_military_buff		rom_building_set_military	false
rom_HELLENIC_military_equipment		rom_building_set_military	false
rom_HELLENIC_military_main		rom_building_set_military	false
rom_ROMAN_military_buff		rom_building_set_military	false
rom_ROMAN_military_equipment		rom_building_set_military	false
rom_ROMAN_military_main		rom_building_set_military	false
rome_military		rom_building_set_military	false
rome_military_buff		rom_building_set_military	false
rome_military_pun		rom_building_set_military	false
rome_military_siege		rom_building_set_military	false
3c_barb_port		rom_building_set_port	false
3c_east_port		rom_building_set_port	false
3c_rome_port		rom_building_set_port	false
barb_port		rom_building_set_port	false
east_port		rom_building_set_port	false
greek_port		rom_building_set_port	false
inv_gre_port		rom_building_set_port	false
inv_new_etr_port		rom_building_set_port	false
pel_barb_port		rom_building_set_port	false
pel_east_port		rom_building_set_port	false
pel_port		rom_building_set_port	false
rom_BARBARIAN_port_major		rom_building_set_port	false
rom_BARBARIAN_port_minor		rom_building_set_port	false
rom_EASTERN_port_major		rom_building_set_port	false
rom_EASTERN_port_minor		rom_building_set_port	false
rom_HELLENIC_port_major		rom_building_set_port	false
rom_HELLENIC_port_minor		rom_building_set_port	false
rom_ROMAN_port_major		rom_building_set_port	false
rom_ROMAN_port_minor		rom_building_set_port	false
rome_port		rom_building_set_port	false
3c_barb_religious_briton		rom_building_set_religion	false
barb_religious		rom_building_set_religion	false
barb_religious_briton		rom_building_set_religion	false
barb_religious_dacian		rom_building_set_religion	false
barb_religious_gaul		rom_building_set_religion	false
barb_religious_german		rom_building_set_religion	false
barb_religious_iberian		rom_building_set_religion	false
barb_religious_illyrian		rom_building_set_religion	false
barb_religious_nomad		rom_building_set_religion	false
barb_religious_thrace		rom_building_set_religion	false
dk_kush_religious		rom_building_set_religion	false
dk_nabatea_religious		rom_building_set_religion	false
dk_numidia_religious		rom_building_set_religion	false
dk_saba_religious		rom_building_set_religion	false
east_religious		rom_building_set_religion	false
greek_religious		rom_building_set_religion	false
greek_religious_egypt		rom_building_set_religion	false
greek_religious_punic		rom_building_set_religion	false
inv_gre_religious		rom_building_set_religion	false
inv_ita_religious		rom_building_set_religion	false
inv_new_etr_main_religion		rom_building_set_religion	false
inv_new_etr_minor_religion		rom_building_set_religion	false
inv_rom_religious		rom_building_set_religion	false
inv_ven_religious		rom_building_set_religion	false
pel_religious		rom_building_set_religion	false
pel_religious_barb		rom_building_set_religion	false
pel_religious_east		rom_building_set_religion	false
rom_BARBARIAN_religious_celtic		rom_building_set_religion	false
rom_BARBARIAN_religious_celtic_minor		rom_building_set_religion	false
rom_BARBARIAN_religious_dacian		rom_building_set_religion	false
rom_BARBARIAN_religious_dacian_minor		rom_building_set_religion	false
rom_BARBARIAN_religious_germanic		rom_building_set_religion	false
rom_BARBARIAN_religious_germanic_minor		rom_building_set_religion	false
rom_BARBARIAN_religious_iberian		rom_building_set_religion	false
rom_BARBARIAN_religious_iberian_minor		rom_building_set_religion	false
rom_BARBARIAN_religious_illyrian		rom_building_set_religion	false
rom_BARBARIAN_religious_illyrian_minor		rom_building_set_religion	false
rom_BARBARIAN_religious_nomad		rom_building_set_religion	false
rom_BARBARIAN_religious_nomad_minor		rom_building_set_religion	false
rom_BARBARIAN_religious_thracian		rom_building_set_religion	false
rom_BARBARIAN_religious_thracian_minor		rom_building_set_religion	false
rom_EASTERN_local_temple		rom_building_set_religion	false
rom_EASTERN_local_temple_minor		rom_building_set_religion	false
rom_HELLENIC_temple		rom_building_set_religion	false
rom_HELLENIC_temple_PTOLEMAIC		rom_building_set_religion	false
rom_HELLENIC_temple_PUNIC		rom_building_set_religion	false
rom_HELLENIC_temple_minor		rom_building_set_religion	false
rom_HELLENIC_temple_minor_PTOLEMAIC		rom_building_set_religion	false
rom_HELLENIC_temple_minor_PUNIC		rom_building_set_religion	false
rom_ROMAN_temple		rom_building_set_religion	false
rom_ROMAN_temple_minor		rom_building_set_religion	false
rome_religious		rom_building_set_religion	false
barb_water		rom_building_set_sanitation	false
dk_gen_sanitation		rom_building_set_sanitation	false
dk_saba_marib_dam		rom_building_set_sanitation	false
east_water		rom_building_set_sanitation	false
greek_water		rom_building_set_sanitation	false
inv_gre_sanitation		rom_building_set_sanitation	false
pel_water		rom_building_set_sanitation	false
rom_HELLENIC_sanitation		rom_building_set_sanitation	false
rom_HELLENIC_sanitation_PUNIC		rom_building_set_sanitation	false
rom_ROMAN_sanitation		rom_building_set_sanitation	false
rome_water		rom_building_set_sanitation	false
