key	text	tooltip
land_units_onscreen_name_3c_Ala_Alani_Royal_Horses_comm	Alani Royal Horses Bodyguard	true
land_units_onscreen_name_3c_Mer_Gladiators	Mercenary Gladiators	true
land_units_onscreen_name_Thr_Nobles	Thracian Nobles	true
land_units_onscreen_name_3c_Ala_Noble_Steppe_Lancers	Noble Steppe Lancers	true
land_units_onscreen_name_inv_mercenary_etruscan_axe_infantry	Mercenary Etruscan Axe Infantry	true
land_units_onscreen_name_inv_sen_gallic_axe_cavalry	Gallic Axe Cavalry	true
land_units_onscreen_name_Egy_Karian_Axemen	Karian Axemen	true
land_units_onscreen_name_3c_Aux_Sarmatian_Horse_Archers	Auxiliary Sarmatian Horse Archers	true
land_units_onscreen_name_3c_Aux_Desert_Riders	Auxiliary Desert Riders	true
land_units_onscreen_name_Aux_Ger_Scout_Riders	Auxiliary Germanic Scout Riders	true
land_units_onscreen_name_3c_Ger_Noble_Germanic_Horsemen	Noble Germanic Horsemen	true
land_units_onscreen_name_Mer_Eas_Skirm_Cav	Mercenary Horse Skirmishers	true
land_units_onscreen_name_Gre_Foot_Companions	Foot Companions	true
land_units_onscreen_name_inv_sam_light_infantryman	Samnite Light Infantryman	true
land_units_onscreen_name_Aux_Bac_Light_Horse	Auxiliary Bactrian Light Horse	true
land_units_onscreen_name_inv_mercenary_carthaginian_peltasts	Mercenary Carthaginian Peltasts	true
land_units_onscreen_name_Aux_Gal_Light_Horse	Auxiliary Gallic Light Horse	true
land_units_onscreen_name_3c_Ste_Sarmatian_Horse_Archers	Sarmatian Horse Archers	true
land_units_onscreen_name_3c_Goth_Gothic_Pikemen	Gothic Pikemen	true
land_units_onscreen_name_3c_Per_Persian_Swordsmen	Persian Swordsmen	true
land_units_onscreen_name_3c_Mer_Sabean_Cavalry	Mercenary Sabean Cavalry	true
land_units_onscreen_name_Dac_Large_Onager	Dacian Heavy Onager	true
land_units_onscreen_name_Rom_Eagle_Cohort	Eagle Cohort	true
land_units_onscreen_name_3c_Ger_Giant_Ballista	German Giant Ballista	true
land_units_onscreen_name_dk_kush_armoured_shotel_warriors	Armoured Shotel Warriors	true
land_units_onscreen_name_dk_nab_desert_hoplites	Desert Hoplites	true
land_units_onscreen_name_dk_nab_nabatean_light_peltasts	Nabataean Light Peltasts	true
land_units_onscreen_name_dk_num_numidian_light_infantry	Numidian Light Infantry	true
land_units_onscreen_name_inv_iol_sardi_slingers	Sardi Slingers	true
land_units_onscreen_name_Car_Onager_Shp	Carthaginian Onager (Ship)	true
land_units_onscreen_name_Cel_Onager_Shp	Celtic Onager (Ship)	true
land_units_onscreen_name_3c_Mer_Iberian_Swordsmen	Mercenary Iberian Swordsmen	true
land_units_onscreen_name_3c_Ala_Steppe_Warband	Steppe Warband	true
land_units_onscreen_name_3c_Aux_Iberian_Swordsmen	Auxiliary Iberian Swordsmen	true
land_units_onscreen_name_3c_Sax_Gedriht_Swordsmen	Gedriht Swordsmen	true
land_units_onscreen_name_3c_Ger_Onager	German Onager	true
land_units_onscreen_name_inv_mercenary_ballista	Mercenary Ballista	true
land_units_onscreen_name_inv_iol_heavy_nuragic_runners	Heavy Nuragic Runners	true
land_units_onscreen_name_inv_african_elephants	African Elephants	true
land_units_onscreen_name_inv_mercenary_lucanian_veterans	Mercenary Lucanian Veterans	true
land_units_onscreen_name_dk_saba_marib_camel_cataphracts	Ma'rib Camel Cataphracts	true
land_units_onscreen_name_Bri_Onager_Shp	Briton Onager (Ship)	true
land_units_onscreen_name_3c_Aux_Camel_Spearmen	Auxiliary Camel Spearmen	true
land_units_onscreen_name_3c_Eas_Giant_Ballista	Eastern Giant Ballista	true
land_units_onscreen_name_3c_Eas_Noble_Spearmen	Noble Spearmen	true
land_units_onscreen_name_Cel_Heavy_Horse	Heavy Horse	true
land_units_onscreen_name_inv_gre_light_hoplites	Light Hoplites	true
land_units_onscreen_name_inv_sen_noble_swordsmen	Noble Gallic Swordsmen	true
land_units_onscreen_name_3c_Goth_Greuthungi_Elite_Spears	Greuthungi Elite Spears	true
land_units_onscreen_name_Aux_Gre_Tarantine_cav	Auxiliary Tarantine Cavalry	true
land_units_onscreen_name_Ger_Spearwomen	Spearwomen	true
land_units_onscreen_name_Mer_Gre_Tarantine_Cav	Mercenary Tarantine Cavalry	true
land_units_onscreen_name_Afr_Onager_Shp	African Onager (Ship)	true
land_units_onscreen_name_3c_Mer_Cretan_Archers	Mercenary Cretan Archers	true
land_units_onscreen_name_3c_Pal_Imperial_Palmyrene_Cataphracts_comm	Imperial Cataphracts Bodyguard	true
land_units_onscreen_name_3c_Eas_Onager	Eastern Onager	true
land_units_onscreen_name_3c_Arm_Noble_Horse_Archers	Noble Horse Archers	true
land_units_onscreen_name_inv_sam_light_spearmen	Samnite Light Spearmen	true
land_units_onscreen_name_Ara_Camel_Spear	Camel Spearmen	true
land_units_onscreen_name_Gre_Silver_Shield_Sword	Silver Shield Swordsmen	true
land_units_onscreen_name_3c_Ala_Alani_Noblewomen_Archers	Alani Noblewoman Archers	true
land_units_onscreen_name_inv_apulian_javelinmen	Native Iapygian Javelinmen	true
land_units_onscreen_name_Afr_Javelinmen	Javelinmen	true
land_units_onscreen_name_inv_mercenary_spartan_hoplites	Mercenary Spartan Hoplites	true
land_units_onscreen_name_3c_Bri_Onager	Briton Onager	true
land_units_onscreen_name_dk_kush_scythed_chariots	Scythed Chariots	true
land_units_onscreen_name_Mer_Ste_Amazonian_Riders	Mercenary 'Amazonian' Riders	true
land_units_onscreen_name_inv_iol_sardi_hillmen	Sardi Hillmen	true
land_units_onscreen_name_dk_mer_desert_cavalry	Mercenary Desert Cavalry	true
land_units_onscreen_name_dk_kush_kushite_slave_spearmen	Kushite Slave Spearmen	true
land_units_onscreen_name_inv_sen_gallic_axemen	Gallic Axemen	true
land_units_onscreen_name_Gre_Onager_Shp	Greek Onager (Ship)	true
land_units_onscreen_name_Ger_Onager_Shp	German Onager (Ship)	true
land_units_onscreen_name_3c_Cel_Celtic_Archers	Celtic Archers	true
land_units_onscreen_name_inv_ita_italic_swordsmen	Italian Swordsmen	true
land_units_onscreen_name_3c_Bri_Giant_Ballista	Briton Giant Ballista	true
land_units_onscreen_name_Ste_Scythian_Royal_Horse	Scythian Royal Horse	true
land_units_onscreen_name_3c_Cel_Celtic_Swordsmen	Celtic Swordsmen	true
land_units_onscreen_name_Eas_Bithynian_Infantry	Bithynian Infantry	true
land_units_onscreen_name_Gre_Javelinmen	Javelinmen	true
land_units_onscreen_name_inv_sabine_skirmishers	Native Sabine Skirmishers	true
land_units_onscreen_name_inv_ven_veneti_mounted_raiders	Veneti Mounted Raiders	true
land_units_onscreen_name_3c_Marc_Berserkers	Berserkers	true
land_units_onscreen_name_Ger_Scout_Riders	Germanic Scout Riders	true
land_units_onscreen_name_Gre_Large_Onager	Greek Heavy Onager	true
land_units_onscreen_name_Ibe_Large_Onager	Iberian Heavy Onager	true
land_units_onscreen_name_3c_Cal_Elite_Highland_Archers	Elite Highland Archers	true
land_units_onscreen_name_3c_Arm_Noble_Armenian_Archers_comm	Noble Armenian Archers Bodyguard	true
land_units_onscreen_name_3c_Afr_Giant_Ballista	African Giant Ballista	true
land_units_onscreen_name_Cel_Chosen_Spear	Chosen Spearmen	true
land_units_onscreen_name_Pel_Sakae_Horse_Archers	Sakae Horse Archers	true
land_units_onscreen_name_dk_afr_armoured_desert_cavalry	Armoured Desert Cavalry	true
land_units_onscreen_name_Eas_Onager_Shp	Eastern Onager (Ship)	true
land_units_onscreen_name_3c_Aux_Celtic_Archers	Auxiliary Celtic Archers	true
land_units_onscreen_name_3c_Afr_Onager	African Onager	true
land_units_onscreen_name_3c_Aux_Pontic_Cavalry	Auxiliary Pontic Cavalry	true
land_units_onscreen_name_dk_kush_leopard_warriors	Leopard Warriors	true
land_units_onscreen_name_dk_afr_desert_chariots	Desert Chariots	true
land_units_onscreen_name_inv_sen_noble_horsemen	Noble Horsemen	true
land_units_onscreen_name_Dac_Heavy_Skirm	Dacian Heavy Skirmishers	true
land_units_onscreen_name_inv_car_carthaginian_peltasts	Carthaginian Peltasts	true
land_units_onscreen_name_Eas_Javelinmen	Eastern Javelinmen	true
land_units_onscreen_name_Egy_Javelinmen	Egyptian Javelinmen	true
land_units_onscreen_name_Dac_Onager_Shp	Dacian Onager (Ship)	true
land_units_onscreen_name_inv_mercenary_ligurian_swordsmen	Mercenary Ligurian Swordsmen	true
land_units_onscreen_name_3c_Mer_Numidian_Javelinmen	Mercenary Numidian Javelinmen	true
land_units_onscreen_name_3c_Cal_Caledonian_Oathsworn_comm	Caledonii Oathsworn Bodyguard	true
land_units_onscreen_name_dk_kush_kushite_bowwomen	Kushite Archers	true
land_units_onscreen_name_Cel_Noble_Horse	Noble Horse	true
land_units_onscreen_name_3c_Ger_Armoured_Germanic_Swordsmen_comm	Armoured Germanic Swordsmen Bodyguard	true
land_units_onscreen_name_dk_afr_desert_cavalry	Desert Cavalry	true
land_units_onscreen_name_inv_mercenary_sicilian_slingers	Mercenary Sicilian Slingers	true
land_units_onscreen_name_3c_Sax_Noble_Saxon_Cavalry_comm	Noble Saxoni Cavalry Bodyguard	true
land_units_onscreen_name_Pel_Kilikian_Javelinmen	Kilikian Javelinmen	true
land_units_onscreen_name_inv_rom_roman_swordsmen	Roman Swordsmen	true
land_units_onscreen_name_inv_mercenary_nuragic_warriors	Mercenary Nuragic Warriors	true
land_units_onscreen_name_3c_Mer_African_Elephants	Mercenary African Elephants	true
land_units_onscreen_name_3c_Aux_African_Elephants	Auxiliary African Elephants	true
land_units_onscreen_name_3c_Afr_Onager_Bastion	African Bastion Onager	true
land_units_onscreen_name_dk_num_african_elephants	African Elephants	true
land_units_onscreen_name_dk_saba_sabaean_spearmen	Sabaean Spearmen	true
land_units_onscreen_name_Eas_Armour_Horse_Archers	Armoured Horse Archers	true
land_units_onscreen_name_Ste_Young_Axes	Young Axes	true
land_units_onscreen_name_inv_mercenary_balearic_slingers	Mercenary Balearic Slingers	true
land_units_onscreen_name_inv_etr_heavy_hoplites	Etruscan Heavy Hoplites	true
land_units_onscreen_name_inv_rom_eques	Eques	true
land_units_onscreen_name_inv_rom_leves	Leves	true
land_units_onscreen_name_Aux_Ara_Camel_Archers	Auxiliary Camel Archers	true
land_units_onscreen_name_Eas_Median_Cav	Median Cavalry	true
land_units_onscreen_name_Mer_Ara_Camel_Archers	Mercenary Camel Archers	true
land_units_onscreen_name_Rom_Armour_Legionaries	Armoured Legionaries	true
land_units_onscreen_name_3c_Sas_Gyan_Avspar	Gyan-Avspar	true
land_units_onscreen_name_Bri_Large_Onager	Briton Heavy Onager	true
land_units_onscreen_name_3c_Bri_Onager_Bastion	Briton Bastion Onager	true
land_units_onscreen_name_3c_Aux_Thracian_Heroic_Riders	Auxiliary Thracian Heroic Riders	true
land_units_onscreen_name_3c_Gal_Spear_Warriors	Spear Warriors	true
land_units_onscreen_name_3c_Arm_Noble_Armenian_Archers	Noble Armenian Archers	true
land_units_onscreen_name_3c_Marc_Horse_Runners	Horse Runners	true
land_units_onscreen_name_dk_kush_kushite_pikes	Kushite Pikes	true
land_units_onscreen_name_Bac_Light_Horse	Bactrian Light Horse	true
land_units_onscreen_name_inv_tribeless_warriors	Native Tribeless Warriors	true
land_units_onscreen_name_Mer_Ger_Wolf_Warriors	Mercenary Wolf Warriors	true
land_units_onscreen_name_inv_ill_nobles	Illyrian Nobles	true
land_units_onscreen_name_Ibe_Onager_Shp	Iberian Onager (Ship)	true
land_units_onscreen_name_Pel_Phoenician_Marines	Phoenician Marines	true
land_units_onscreen_name_Cel_Naked_Swords	Naked Swords	true
land_units_onscreen_name_3c_Mer_Pontic_Cavalry	Mercenary Pontic Cavalry	true
land_units_onscreen_name_3c_Cal_Scatha_Shadows	Scatha Shadows	true
land_units_onscreen_name_Ger_Noble_Riders	Noble Riders	true
land_units_onscreen_name_Eas_Pontic_Sword	Pontic Swordsmen	true
land_units_onscreen_name_Ger_Spear_Wall	Spear Wall	true
land_units_onscreen_name_inv_mercenary_samnite_veterans	Mercenary Samnite Veterans	true
land_units_onscreen_name_Pel_Thessalian_Hippeus	Thessalian Hippeus	true
land_units_onscreen_name_inv_rom_ensis_centuriae	Ensis Centuriae	true
land_units_onscreen_name_3c_Aux_Sabean_Cavalry	Auxiliary Sabaean Cavalry	true
land_units_onscreen_name_inv_rom_elite_equites	Elite Equites	true
land_units_onscreen_name_Bac_Noble_Horse	Bactrian Noble Horse	true
land_units_onscreen_name_Bri_Spear_Band	Spear Band	true
land_units_onscreen_name_Eas_Noble_Horse_Archers	Noble Horse Archers	true
land_units_onscreen_name_inv_mercenary_hoplites	Mercenary Hoplites	true
land_units_onscreen_name_inv_ill_slave_slingers	Slave Slingers	true
land_units_onscreen_name_Num_Javelinmen	Numidian Javelinmen	true
land_units_onscreen_name_dk_num_numidian_riders	Numidian Riders	true
land_units_onscreen_name_dk_num_desert_legionary_cavalry	Desert Legionary Cavalry	true
land_units_onscreen_name_Dac_Noble_Swords	Noble Swords	true
land_units_onscreen_name_3c_Eas_Onager_Bastion	Eastern Bastion Onager	true
land_units_onscreen_name_3c_Sab_Sabean_Archers	Sabean Archers	true
land_units_onscreen_name_Pel_Median_Spear	Median Spearmen	true
land_units_onscreen_name_Egy_Galatian_Royal_Guard	Galatian Royal Guard	true
land_units_onscreen_name_inv_ven_veneti_axemen	Veneti Axemen	true
land_units_onscreen_name_Bac_Royal_Guard	Bactrian Royal Guard	true
land_units_onscreen_name_Eas_Horse_Skirm	Horse Skirmishers	true
land_units_onscreen_name_3c_Goth_Tervingi_Oathsworn_comm	Tervingi Oathsworn Bodyguard	true
land_units_onscreen_name_Mer_Par_Spear	Mercenary Parthian Spearmen	true
land_units_onscreen_name_Aux_Par_Spear	Auxiliary Parthian Spearmen	true
land_units_onscreen_name_Mer_Afr_Spear	Mercenary Sabean Spearmen	true
land_units_onscreen_name_Mer_Ara_Spear	Mercenary Arabian Spearmen	true
land_units_onscreen_name_Mer_Ita_Spear	Mercenary Italian Spearmen	true
land_units_onscreen_name_Rom_Large_Onager	Roman Heavy Onager	true
land_units_onscreen_name_3c_Ala_Steppe_Cataphract_Archers_comm	Steppe Cataphract Archers Bodyguard	true
land_units_onscreen_name_3c_Mer_Camel_Spearmen	Mercenary Camel Spearmen	true
land_units_onscreen_name_Cel_Light_Horse	Light Horse	true
land_units_onscreen_name_Gre_Aspis_Companion_Cav	Aspis Companion Cavalry	true
land_units_onscreen_name_inv_syr_elite_hoplites	Elite Hoplites	true
land_units_onscreen_name_dk_saba_mer_marib_guard	Mercenary Ma'rib Guard	true
land_units_onscreen_name_3c_Ste_Steppe_Cavalry	Steppe Cavalry	true
land_units_onscreen_name_3c_Ger_Onager_Bastion	German Bastion Onager	true
land_units_onscreen_name_Cel_Large_Onager	Celtic Heavy Onager	true
land_units_onscreen_name_3c_Aux_Cretan_Archers	Auxiliary Cretan Archers	true
land_units_onscreen_name_3c_Rom_Cohors	Cohors	true
land_units_onscreen_name_Cel_Short_Swords	Short Swords	true
land_units_onscreen_name_inv_mercenary_aequi_swordsmen	Mercenary Aequi Swordsmen	true
land_units_onscreen_name_Rom_Gladiators	Gladiators	true
land_units_onscreen_name_dk_afr_slave_infantry	Slave Infantry	true
land_units_onscreen_name_Bri_Chosen_Spear_Band	Chosen Spear Band	true
land_units_onscreen_name_Eas_Large_Onager	Eastern Large Onager	true
land_units_onscreen_name_3c_Aux_Gallic_Cavalry	Auxiliary Gallic Cavalry	true
land_units_onscreen_name_3c_Ger_Germanic_Spear_Masters_comm	Germanic Spear Masters Bodyguard	true
land_units_onscreen_name_3c_Sas_Camel_Spearmen	Camel Spearmen	true
land_units_onscreen_name_dk_kush_kushite_slave_infantry	Kushite Slave Infantry	true
land_units_onscreen_name_inv_syr_giant_ballista	Giant Ballista	true
land_units_onscreen_name_3c_Ala_Noble_Steppe_Cataphracts	Noble Steppe Cataphracts	true
land_units_onscreen_name_Aux_Ita_Socii_Hastati	Socii Hastati	true
land_units_onscreen_name_3c_Ara_Arabian_Swordsmen	Arabian Swordsmen	true
land_units_onscreen_name_Afr_Large_Onager	African Heavy Onager	true
land_units_onscreen_name_Car_Large_Onager	Carthaginian Heavy Onager	true
land_units_onscreen_name_Ger_Large_Onager	German Heavy Onager	true
land_units_onscreen_name_3c_Mer_Steppe_Cavalry	Mercenary Steppe Cavalry	true
land_units_onscreen_name_3c_Cal_Chosen_Sword_Band	Chosen Sword Band	true
land_units_onscreen_name_3c_Cel_Chosen_Sword_Band	Chosen Sword Band	true
land_units_onscreen_name_3c_Marc_Night_Hunters	Night Hunters	true
land_units_onscreen_name_inv_sen_naked_warriors	Naked Warriors	true
land_units_onscreen_name_Ger_Spear_Levy	Spear Levy	true
land_units_onscreen_name_3c_Aux_Celtic_Swordsmen	Auxiliary Celtic Swordsmen	true
land_units_onscreen_name_inv_app_light_spearmen	Iapygian Light Spearmen	true
land_units_onscreen_name_3c_Cel_Celtic_Horse_Skirmishers	Celtic Horse Skirmishers	true
land_units_onscreen_name_3c_Aux_Gallic_Swordsmen	Auxiliary Gallic Swordsmen	true
land_units_onscreen_name_inv_ins_gallic_heavy_spearmen	Gallic Heavy Spearmen	true
land_units_onscreen_name_3c_Gal_Longsword_Cohort	Longsword Cohort 	true
land_units_onscreen_name_Aux_Ita_Socii_Equites	Socii Equites	true
land_units_onscreen_name_Rom_Onager_Shp	Roman Onager (Ship)	true
land_units_onscreen_name_3c_Num_Numidian_Noble_Cavalry_comm	Numidian Noble Cavalry Bodyguard	true
land_units_onscreen_name_inv_ven_veneti_outriders	Veneti Outriders	true
land_units_onscreen_name_3c_Ala_Alani_Horsemen	Alani Horsemen	true
land_units_onscreen_name_Ger_Bloodsworn	Bloodsworn	true
land_units_onscreen_name_inv_sen_gallic_hunters	Gallic Hunters	true
land_units_onscreen_name_3c_Arm_Noble_Horse_Archers_comm	Noble Horse Archers Bodyguard	true
land_units_onscreen_name_inv_iol_sardi_horse_skirmishers	Sardi Horse Skirmishers	true
land_units_onscreen_name_Pel_Javelinmen	Javelinmen	true
land_units_onscreen_name_3c_Sas_Eastern_Horse_Skirmishers	Eastern Horse Skirmishers	true
land_units_onscreen_name_3c_Mer_Syrian_Archers	Mercenary Syrian Archers	true
land_units_onscreen_name_3c_Mer_Sabean_Archers	Mercenary Sabean Archers	true
land_units_onscreen_name_3c_Eas_Eastern_Horse_Skirmishers	Eastern Horse Skirmishers	true
land_units_onscreen_name_Eas_Syrian_Heavy_Archers	Syrian Heavy Archers	true
land_units_onscreen_name_dk_num_gaetuli_horse_skirmishers	Gaetuli Horse Skirmishers	true
land_units_onscreen_name_3c_Pal_Camel_Spearmen	Camel Spearmen	true
land_units_onscreen_name_inv_sen_gallic_horse_skirmishers	Gallic Horse Skirmishers	true
land_units_onscreen_name_dk_ara_desert_chariots	Desert Chariots	true
land_units_onscreen_name_Ger_Berserkers	Berserkers	true
land_units_onscreen_name_3c_Aux_Persian_Horse_Skirmishers	Auxiliary Persian Horse Skirmishers	true
land_units_onscreen_name_3c_Per_Persian_Horse_Skirmishers	Persian Horse Skirmishers	true
land_units_onscreen_name_3c_Rom_Onager	Roman Onager	true
land_units_onscreen_name_3c_Sas_Grivpanvar_Cataphracts	Grivpanvar Cataphracts	true
land_units_onscreen_name_3c_Mer_Spear_Infantry	Mercenary Spear Infantry	true
land_units_onscreen_name_inv_gre_sicillian_skirmishers	Sicilian Peltasts	true
land_units_onscreen_name_3c_Gal_Gallic_Heavy_Skirmishers	Gallic Heavy Skirmishers	true
land_units_onscreen_name_Rom_First_Cohort	First Cohort	true
land_units_onscreen_name_3c_Pal_Hamian_Archers	Hamian Archers	true
land_units_onscreen_name_Cel_Chosen_Sword	Chosen Swordsmen	true
land_units_onscreen_name_3c_Pal_Palmyrene_Lanciarii	Palmyrene Lanciarii	true
land_units_onscreen_name_3c_Rom_Giant_Ballista	Roman Giant Ballista	true
land_units_onscreen_name_inv_etr_light_spearmen	Etruscan Light Spearmen	true
land_units_onscreen_name_3c_Ala_Steppe_Horse_Skirmishers	Steppe Horse Skirmishers	true
land_units_onscreen_name_inv_rom_ensis_principes	Ensis Principes	true
land_units_onscreen_name_3c_Cel_Celtic_Sword_Band	Celtic Sword Band	true
land_units_onscreen_name_inv_mercenary_campanian_cavalry	Mercenary Campanian Cavalry	true
land_units_onscreen_name_inv_rom_latin_tribesmen	Latin Tribesmen	true
land_units_onscreen_name_3c_Pal_Palmyrene_Legionary_Cavalry	Palmyrene Legionary Cavalry	true
land_units_onscreen_name_dk_num_gaetuli_tribesmen	Gaetuli Tribesmen	true
land_units_onscreen_name_inv_app_noble_hoplites	Iapygian Noble Hoplites	true
land_units_onscreen_name_inv_italian_swordsmen	Native Italian Swordsmen	true
land_units_onscreen_name_Gre_Silver_Shield_Pike	Silver Shield Pikemen	true
land_units_onscreen_name_Aux_Ill_Coastal_Levies	Auxiliary Coastal Levies	true
land_units_onscreen_name_Ste_Saka_Noble_Armour_Lancers	Saka Noble Armoured Lancers	true
land_units_onscreen_name_3c_Marc_Wolf_Warriors	Wolf Warriors	true
land_units_onscreen_name_3c_Aux_Numidian_Javelinmen	Auxiliary Numidian Javelinmen	true
land_units_onscreen_name_3c_Num_Numidian_Javelinmen	Numidian Javelinmen	true
land_units_onscreen_name_Dac_Heavy_Spears	Heavy Spears	true
land_units_onscreen_name_3c_Aux_Spear_Infantry	Auxiliary Spear Infantry	true
land_units_onscreen_name_3c_Gal_Gallic_Lanciarii	Gallic Lanciarii	true
land_units_onscreen_name_dk_ara_armoured_camel_spearmen	Armoured Camel Spearmen	true
land_units_onscreen_name_inv_rom_latin_spearmen	Latin Spearmen	true
land_units_onscreen_name_dk_nab_desert_pikemen	Desert Pikemen	true
land_units_onscreen_name_Ste_Horse_Skirm	Steppe Horse Skirmishers	true
land_units_onscreen_name_dk_num_desert_vigiles	Desert Vigiles	true
land_units_onscreen_name_inv_mercenary_ligurian_horsemen	Mercenary Ligurian Horsemen	true
land_units_onscreen_name_inv_local_gallic_axemen	Native Gallic Axemen	true
land_units_onscreen_name_Car_Snake_Pot_Ballista	Snake Pot Ballista	true
land_units_onscreen_name_inv_mercenary_sicilian_tribesmen	Mercenary Sicilian Tribesmen	true
land_units_onscreen_name_Cel_Spear_Nobles	Spear Nobles	true
land_units_onscreen_name_3c_Aux_Swordsmen_comm	Auxiliary Swordsmen Bodyguard	true
land_units_onscreen_name_3c_Arm_Noble_Armenian_Cavalry	Noble Armenian Cavalry	true
land_units_onscreen_name_Gre_Bronze_Shield_Pike	Bronze Shield Pikemen	true
land_units_onscreen_name_Ste_Royal_Horse_Archers	Royal Horse Archers	true
land_units_onscreen_name_Gre_Massilian_Hoplites	Massilian Hoplites	true
land_units_onscreen_name_Ste_Sarmatian_Horsemen	Sarmatian Horsemen	true
land_units_onscreen_name_Ste_Noble_Horse_Archers	Noble Horse Archers	true
land_units_onscreen_name_3c_Sab_Sabean_Armoured_Spearmen	Sabean Armoured Spearmen	true
land_units_onscreen_name_Bri_Chosen_Sword_Band	Chosen Sword Band	true
land_units_onscreen_name_3c_Pal_Palmyrene_Cohors	Palmyrene Cohors	true
land_units_onscreen_name_3c_Rom_Spear_Gladiators	Spear Gladiators	true
land_units_onscreen_name_3c_Rom_Onager_Bastion	Roman Bastion Onager	true
land_units_onscreen_name_Gre_Agema_Spears	Agema Spears	true
land_units_onscreen_name_3c_Goth_Greuthungi_Lancers	Greuthungi Lancers	true
land_units_onscreen_name_3c_Gal_Cohors	Cohors	true
land_units_onscreen_name_3c_Rom_Roman_Legionaries_comm	Roman Legionaries Bodyguard	true
land_units_onscreen_name_Mer_Pel_Agrianian_Axemen	Mercenary Agrianian Axemen	true
land_units_onscreen_name_3c_Pal_Heavy_Palmyrene_Skirmishers	Heavy Palmyrene Skirmishers	true
land_units_onscreen_name_Bri_Sword_Band	Sword Band	true
land_units_onscreen_name_3c_Sax_Duguth_Swordsmen	Duguth Swordsmen	true
land_units_onscreen_name_inv_mercenary_etruscan_hoplites	Mercenary Etruscan Hoplites	true
land_units_onscreen_name_3c_Gal_Gallic_Legionary_Cavalry	Gallic Legionary Cavalry	true
land_units_onscreen_name_Dac_Noble_Spears	Noble Spears	true
land_units_onscreen_name_3c_Ala_Steppe_Cataphract_Archers	Steppe Cataphract Archers	true
land_units_onscreen_name_inv_iol_sardi_spearmen	Sardi Spearmen	true
land_units_onscreen_name_inv_iol_sardi_cavalry	Sardi Cavalry	true
land_units_onscreen_name_3c_Mer_Gallic_Swordsmen	Mercenary Gallic Swordsmen	true
land_units_onscreen_name_dk_mer_nubian_spearmen	Mercenary Nubian Spearmen	true
land_units_onscreen_name_Mer_Gre_Thureos_Spears	Mercenary Thureos Spears	true
land_units_onscreen_name_Mer_Ill_Coastal_Levies	Mercenary Coastal Levies	true
land_units_onscreen_name_inv_ven_veneti_hunters	Veneti Hunters	true
land_units_onscreen_name_Cel_Mighty_Horse	Mighty Horse	true
land_units_onscreen_name_Gre_Thorax_Sword	Thorax Swordsmen	true
land_units_onscreen_name_Ste_Noblewomen	Scythian Noblewomen	true
land_units_onscreen_name_3c_Aux_Steppe_Cavalry	Auxiliary Steppe Cavalry	true
land_units_onscreen_name_Bri_Scout_Riders	Briton Scout Riders	true
land_units_onscreen_name_3c_Ala_Steppe_Lancers	Steppe Lancers	true
land_units_onscreen_name_Cel_Naked_Spears	Naked Spears	true
land_units_onscreen_name_3c_Ala_Steppe_Cavalry	Steppe Cavalry	true
land_units_onscreen_name_3c_Mer_Sabean_Javelinmen	Mercenary Sabean Javelinmen	true
land_units_onscreen_name_3c_Sab_Sabean_Javelinmen	Sabean Javelinmen	true
land_units_onscreen_name_dk_kush_slave_slingers	Slave Slingers	true
land_units_onscreen_name_3c_Sab_Sabean_Cavalry	Sabean Cavalry	true
land_units_onscreen_name_3c_Arm_Noble_Cataphracts_comm	Noble Cataphracts Bodyguard	true
land_units_onscreen_name_Dac_Heavy_Bowmen	Dacian Heavy Bowmen	true
land_units_onscreen_name_Egy_Nubian_Spear	Nubian Spearmen	true
land_units_onscreen_name_inv_car_sword_militia	Sword Militia	true
land_units_onscreen_name_3c_Rom_Praetorian_Guard	Praetorian Guard	true
land_units_onscreen_name_Eas_Noble_Spear	Noble Spearmen	true
land_units_onscreen_name_Ara_Noble_Sword	Noble Swordsmen	true
land_units_onscreen_name_3c_Cel_Celtic_Warhounds	Celtic Warhounds	true
land_units_onscreen_name_Gre_Royal_Guard	Hellenic Royal Guard	true
land_units_onscreen_name_Aux_Dac_Skirm	Auxiliary Dacian Skirmishers	true
land_units_onscreen_name_Aux_Cel_Skirm	Auxiliary Celtic Skirmishers	true
land_units_onscreen_name_Aux_Ibe_Sword	Auxiliary Iberian Swordsmen	true
land_units_onscreen_name_Mer_Cel_Skirm	Mercenary Celtic Skirmishers	true
land_units_onscreen_name_Mer_Ibe_Sword	Mercenary Iberian Swordsmen	true
land_units_onscreen_name_Mer_Ita_Sword	Mercenary Italian Swordsmen	true
land_units_onscreen_name_Mer_Dac_Skirm	Mercenary Dacian Skirmishers	true
land_units_onscreen_name_Gre_Gorgos_Skirmishers	Gorgo's Skirmishers	true
land_units_onscreen_name_Eas_Par_Sword	Parthian Swordsmen	true
land_units_onscreen_name_3c_Aux_Sabean_Archers	Auxiliary Sabaean Archers	true
land_units_onscreen_name_3c_Aux_Syrian_Archers	Auxiliary Syrian Archers	true
land_units_onscreen_name_Ste_Armour_Horse_Archers	Armoured Horse Archers	true
land_units_onscreen_name_3c_Sax_Noble_Saxon_Cavalry	Noble Saxoni Cavalry	true
land_units_onscreen_name_testtest_test	Alani 'Amazonian' Archers	true
land_units_onscreen_name_Aux_Par_Horse_Archers	Auxiliary Parthian Horse Archers	true
