faction	unit	name	variant	height_variation	height_scale	unit_card
	3c_Mer_Gallic_Swordsmen	3c_Mer_Gallic_Swordsmen	3c_Cel_Celtic_Swordsmen	0.0750	1.0000	3c_Mer_Gallic_RH_swordsmen
	3c_Mer_Germanic_Band	3c_Mer_Germanic_Band	3c_Ger_Germanic_Band	0.0750	1.0000	3c_Mer_Germanic_Band
	3c_Mer_Germanic_Hunters	3c_Mer_Germanic_Hunters	3c_Ger_Germanic_Hunters	0.0750	1.0000	3c_Mer_Germanic_Hunters
	3c_Mer_Germanic_Mounted_Warband	3c_Mer_Germanic_Mounted_Warband	3c_Ger_Germanic_Mounted_Warband	0.0750	1.0000	3c_Mer_Germanic_Mounted_Warband
	3c_Mer_Gladiators	3c_Mer_Gladiators	Rom_Gladiators	0.0750	1.0000	3c_Mer_Gladiators
	3c_Mer_Highland_Archers	3c_Mer_Highland_Archers	3c_Cal_Highland_Archers	0.0750	1.0000	3c_Mer_Highland_Archers
	3c_Mer_Hillmen	3c_Mer_Hillmen	3c_Pal_Hillmen	0.0750	1.0000	3c_Mer_Hillmen
	3c_Mer_Horse_Skirmishers	3c_Mer_Horse_Skirmishers	3c_Arm_Eastern_Horse_Skirmishers	0.0750	1.0000	3c_Mer_Horse_Skirmishers
	3c_Mer_Iberian_Slingers	3c_Mer_Iberian_Slingers	3c_Aux_Iberian_Slingers	0.0750	1.0000	3c_Mer_Iberian_RH_slingers
	3c_Mer_Iberian_Swordsmen	3c_Mer_Iberian_Swordsmen	3c_Aux_Iberian_Swordsmen	0.0750	1.0000	3c_Mer_Iberian_RH_swordsmen
	3c_Mer_Illyrian_Archers	3c_Mer_Illyrian_Archers	3c_Aux_Illyrian_Archers	0.0750	1.0000	3c_Mer_Illyrian_Archers
	3c_Mer_Illyrian_Armoured_Pikemen	3c_Mer_Illyrian_Armoured_Pikemen	3c_Aux_Illyrian_Armoured_Pikemen	0.0750	1.0000	3c_Mer_Illyrian_Armoured_RH_pikemen
	3c_Mer_Illyrian_Raiders	3c_Mer_Illyrian_Raiders	3c_Aux_Illyrian_Raiders	0.0750	1.0000	3c_Mer_Illyrian_Raiders
	3c_Mer_Indian_War_Elephants	3c_Mer_Indian_War_Elephants	3c_Aux_Elephant_Archer	0.0750	1.0000	3c_Mer_Indian_War_Elephants
	3c_Mer_Lanciarii	3c_Mer_Lanciarii	3c_Aux_Lanciarii	0.0750	1.0000	3c_Mer_Lanciarii
	3c_Mer_Light_Roman_Skirmishers	3c_Mer_Light_Roman_Skirmishers	3c_Rom_Light_Roman_Skirmishers	0.0750	1.0000	3c_Mer_Light_Roman_Skirmishers
	3c_Mer_Numidian_Cavalry	3c_Mer_Numidian_Cavalry	3c_Num_Numidian_Javelinmen	0.0750	1.0000	3c_Mer_Numidian_Cavalry
	3c_Mer_Numidian_Infantry	3c_Mer_Numidian_Infantry	3c_Num_Numidian_Infantry	0.0750	1.0000	3c_Mer_Numidian_Infantry
	3c_Mer_Numidian_Javelinmen	3c_Mer_Numidian_Javelinmen	3c_Num_Numidian_Javelinmen	0.0750	1.0000	3c_Mer_Numidian_RH_javelinmen
	3c_Mer_Painted_Warriors	3c_Mer_Painted_Warriors	3c_Cel_Painted_Warriors	0.0750	1.0000	3c_Mer_Painted_Warriors
	3c_Mer_Peltasts	3c_Mer_Peltasts	3c_Aux_Peltasts	0.0750	1.0000	3c_Mer_Peltasts
	3c_Mer_Persian_Archers	3c_Mer_Persian_Archers	3c_Aux_Persian_Archers	0.0750	1.0000	3c_Mer_Persian_Archers
	3c_Mer_Persian_Cataphracts	3c_Mer_Persian_Cataphracts	3c_Aux_Persian_Cataphracts	0.0750	1.0000	3c_Mer_Persian_Cataphracts
	3c_Mer_Persian_Cavalry	3c_Mer_Persian_Cavalry	3c_Per_Persian_Cavalry	0.0750	1.0000	3c_Mer_Persian_Cavalry
	3c_Mer_Persian_Light_Infantry	3c_Mer_Persian_Light_Infantry	3c_Sas_Persian_Light_Infantry	0.0750	1.0000	3c_Mer_Persian_Light_Infantry
	3c_Mer_Pontic_Cavalry	3c_Mer_Pontic_Cavalry	3c_Aux_Auxiliary_Pontic_Cavalry	0.0750	1.0000	3c_Mer_Pontic_Cavalry
	3c_Mer_Rhodian_Slingers	3c_Mer_Rhodian_Slingers	3c_Aux_Rhodian_Slingers	0.0750	1.0000	3c_Mer_Rhodian_RH_slingers
	3c_Mer_Sabean_Archers	3c_Mer_Sabean_Archers	3c_Sab_Sabaean_Archers	0.0750	1.0000	3c_Mer_Sabean_Archers
	3c_Mer_Sabean_Cavalry	3c_Mer_Sabean_Cavalry	3c_Sab_Sabaean_Cavalry	0.0750	1.0000	3c_Mer_Sabean_Cavalry
	3c_Mer_Sabean_Javelinmen	3c_Mer_Sabean_Javelinmen	3c_Sab_Sabaean_Javelinmen	0.0750	1.0000	3c_Mer_Sabean_RH_javelinmen
	3c_Mer_Sabean_Spearmen	3c_Mer_Sabean_Spearmen	3c_Sab_Sabaean_Spearmen	0.0750	1.0000	3c_Mer_Sabean_RH_spearmen
	3c_Mer_Sarmatian_Horse_Archers	3c_Mer_Sarmatian_Horse_Archers	3c_Ste_Sarmatian_Horse_Archers	0.0750	1.0000	3c_Mer_Sarmatian_Horse_Archers
	3c_Mer_Sarmatian_Light_Cavalry	3c_Mer_Sarmatian_Light_Cavalry	3c_Ala_Sarmatian_Light_Cavalry	0.0750	1.0000	3c_Mer_Sarmatian_Light_Cavalry
	3c_Mer_Scutarii_Cavalry	3c_Mer_Scutarii_Cavalry	3c_Aux_Scutarii_Cavalry	0.0750	1.0000	3c_Mer_Scutarii_Cavalry
	3c_Mer_Slingers	3c_Mer_Slingers	3c_Rom_Slingers	0.0750	1.0000	3c_Mer_RH_slingers
	3c_Mer_Spear_Infantry	3c_Mer_Spear_Infantry	3c_Aux_Spear_Infantry	0.0750	1.0000	3c_Mer_RH_spear_Infantry
	3c_Mer_Steppe_Cavalry	3c_Mer_Steppe_Cavalry	3c_Aux_Steppe_Cavalry	0.0750	1.0000	3c_Mer_Steppe_Cavalry
	3c_Mer_Steppe_Slingers	3c_Mer_Steppe_Slingers	3c_Ste_Steppe_Slingers	0.0750	1.0000	3c_Mer_Steppe_RH_slingers
	3c_Mer_Swordsmen	3c_Mer_Swordsmen	3c_Aux_Auxiliary_Swordsmen	0.0750	1.0000	3c_Mer_RH_swordsmen
	3c_Mer_Syrian_Archers	3c_Mer_Syrian_Archers	Eas_Syrian_Heavy_Archers	0.0750	1.0000	3c_Mer_Syrian_Archers
	3c_Mer_Syrian_Armoured_Elephants	3c_Mer_Syrian_Armoured_Elephants	3c_Aux_Elephant_Javelineer	0.0750	1.0000	3c_Mer_Syrian_Armoured_Elephants
	3c_Mer_Thracian_Horse_Skirmishers	3c_Mer_Thracian_Horse_Skirmishers	3c_Aux_Thracian_Horse_Skirmishers	0.0750	1.0000	3c_Mer_Thracian_Horse_Skirmishers
	3c_Mer_Thracian_Light_Cavalry	3c_Mer_Thracian_Light_Cavalry	3c_Aux_Thracian_Light_Cavalry	0.0750	1.0000	3c_Mer_Thracian_Light_Cavalry
	3c_Mer_Thracian_Slingers	3c_Mer_Thracian_Slingers	3c_Aux_Thracian_Slingers	0.0750	1.0000	3c_Mer_Thracian_RH_slingers
	3c_Mer_Thracian_Warriors	3c_Mer_Thracian_Warriors	3c_Aux_Thracian_Warriors	0.0750	1.0000	3c_Mer_Thracian_Warriors
	3c_Num_Numidian_Cavalry	3c_Num_Numidian_Cavalry	3c_Num_Numidian_Javelinmen	0.0750	1.0000	3c_Num_Numidian_Cavalry
	3c_Num_Numidian_Infantry	3c_Num_Numidian_Infantry	3c_Num_Numidian_Infantry	0.0750	1.0000	3c_Num_Numidian_Infantry
	3c_Num_Numidian_Javelinmen	3c_Num_Numidian_Javelinmen	3c_Num_Numidian_Javelinmen	0.0750	1.0000	3c_Num_Numidian_RH_javelinmen
	3c_Num_Numidian_Noble_Cavalry	3c_Num_Numidian_Noble_Cavalry	3c_Num_Noble_Numidian_Cavalry	0.0750	1.0000	3c_Num_Numidian_Noble_Cavalry
	3c_Num_Numidian_Noble_Cavalry_comm	3c_Num_Numidian_Noble_Cavalry_comm	3c_Num_Noble_Numidian_Cavalry	0.0750	1.0000	3c_Num_Numidian_Noble_Cavalry
	3c_Num_Numidian_Slingers	3c_Num_Numidian_Slingers	3c_Num_Numidian_Slingers	0.0750	1.0000	3c_Num_Numidian_RH_slingers
	3c_Num_Numidian_Slingers_comm	3c_Num_Numidian_Slingers_comm	3c_Num_Numidian_Slingers	0.0750	1.0000	3c_Num_Numidian_RH_slingers
	3c_Num_Numidian_Swordsmen	3c_Num_Numidian_Swordsmen	3c_Num_Numidian_Swordsmen	0.0750	1.0000	3c_Num_Numidian_RH_swordsmen
	3c_Pal_Armoured_Camels	3c_Pal_Armoured_Camels	3c_Pal_Armoured_Camels	0.0750	1.0000	3c_Pal_Armoured_Camels
	3c_Pal_Armoured_Horse_Archers	3c_Pal_Armoured_Horse_Archers	3c_Pal_Armoured_Horse_Archers	0.0750	1.0000	3c_Pal_Armoured_Horse_Archers
	3c_Pal_Armoured_Pikemen	3c_Pal_Armoured_Pikemen	3c_Pal_Armoured_Pikemen	0.0750	1.0000	3c_Pal_Armoured_RH_pikemen
	3c_Pal_Armoured_Swordsmen	3c_Pal_Armoured_Swordsmen	3c_Pal_Armoured_Swordsmen	0.0750	1.0000	3c_Pal_Armoured_RH_swordsmen
	3c_Pal_Camel_Spearmen	3c_Pal_Camel_Spearmen	3c_Sas_Camel_Spearmen	0.0750	1.0000	3c_Sas_Camel_Spearmen
	3c_Pal_Hamian_Archers	3c_Pal_Hamian_Archers	3c_Pal_Hamian_Archers	0.0750	1.0000	3c_Pal_Hamian_Archers
	3c_Pal_Hamian_Archers_comm	3c_Pal_Hamian_Archers_comm	3c_Pal_Hamian_Archers	0.0750	1.0000	3c_Pal_Hamian_Archers
	3c_Pal_Heavy_Palmyrene_Skirmishers	3c_Pal_Heavy_Palmyrene_Skirmishers	3c_Pal_Heavy_Palmyrene_Skirmishers	0.0750	1.0000	3c_Pal_Heavy_Palmyrene_Skirmishers
	3c_Pal_Hillmen	3c_Pal_Hillmen	3c_Pal_Hillmen	0.0750	1.0000	3c_Pal_Hillmen
	3c_Pal_Imperial_Palmyrene_Cataphracts	3c_Pal_Imperial_Palmyrene_Cataphracts	3c_Pal_Imperial_Palmyrene_Cataphract	0.0750	1.0000	3c_Pal_Imperial_Palmyrene_Cataphracts
	3c_Pal_Imperial_Palmyrene_Cataphracts_comm	3c_Pal_Imperial_Palmyrene_Cataphracts_comm	3c_Pal_Imperial_Palmyrene_Cataphract	0.0750	1.0000	3c_Pal_Imperial_Palmyrene_Cataphracts
	3c_Pal_Imperial_Pikemen	3c_Pal_Imperial_Pikemen	3c_Pal_Imperial_Pikemen	0.0750	1.0000	3c_Pal_Imperial_RH_pikemen
	3c_Pal_Imperial_Pikemen_comm	3c_Pal_Imperial_Pikemen_comm	3c_Pal_Imperial_Pikemen	0.0750	1.0000	3c_Pal_Imperial_RH_pikemen
	3c_Pal_Palmyrene_Cataphracts	3c_Pal_Palmyrene_Cataphracts	3c_Pal_Palmyrene_Cataphracts	0.0750	1.0000	3c_Pal_Palmyrene_Cataphracts
	3c_Pal_Palmyrene_Cohors	3c_Pal_Palmyrene_Cohors	3c_Pal_Palmyrene_Cohors	0.0750	1.0000	3c_Pal_Palmyrene_Cohors
	3c_Pal_Palmyrene_Lanciarii	3c_Pal_Palmyrene_Lanciarii	3c_Pal_Palmyrene_Lanciarii	0.0750	1.0000	3c_Pal_Palmyrene_Lanciarii
	3c_Pal_Palmyrene_Legionaries	3c_Pal_Palmyrene_Legionaries	3c_Pal_Palmyrene_Legionaries	0.0750	1.0000	3c_Pal_Palmyrene_Legionaries
	3c_Pal_Palmyrene_Legionaries_comm	3c_Pal_Palmyrene_Legionaries_comm	3c_Pal_Palmyrene_Legionaries	0.0750	1.0000	3c_Pal_Palmyrene_Legionaries
	3c_Pal_Palmyrene_Legionary_Cavalry	3c_Pal_Palmyrene_Legionary_Cavalry	3c_Pal_Palmyrene_Legionary_Cavalry	0.0750	1.0000	3c_Pal_Palmyrene_Legionary_Cavalry
	3c_Pal_Palmyrene_Palace_Guard	3c_Pal_Palmyrene_Palace_Guard	3c_Pal_Palmyrene_Palace_Guard	0.0750	1.0000	3c_Pal_Palmyrene_Palace_Guard
	3c_Pal_Palmyrene_Palace_Guard_comm	3c_Pal_Palmyrene_Palace_Guard_comm	3c_Pal_Palmyrene_Palace_Guard	0.0750	1.0000	3c_Pal_Palmyrene_Palace_Guard
	3c_Pal_Palmyrene_Skirmishers	3c_Pal_Palmyrene_Skirmishers	3c_Pal_Palmyrene_Skirmishers	0.0750	1.0000	3c_Pal_Palmyrene_Skirmishers
	3c_Pal_Palmyrene_Spearmen	3c_Pal_Palmyrene_Spearmen	3c_Pal_Palmyrene_Spearmen	0.0750	1.0000	3c_Pal_Palmyrene_RH_spearmen
	3c_Pal_Palmyrene_Spearmen_comm	3c_Pal_Palmyrene_Spearmen_comm	3c_Pal_Palmyrene_Spearmen	0.0750	1.0000	3c_Pal_Palmyrene_RH_spearmen
	3c_Pal_Peltasts	3c_Pal_Peltasts	3c_Pal_Peltasts	0.0750	1.0000	3c_Pal_Peltasts
	3c_Pal_Scythed_Chariots	3c_Pal_Scythed_Chariots	3c_Pal_Scythed_Chariots	0.0750	1.0000	3c_Scythed_Chariot
	3c_Pal_Scythed_Chariots_comm	3c_Pal_Scythed_Chariots_comm	3c_Pal_Scythed_Chariots	0.0750	1.0000	3c_Scythed_Chariot
	3c_Pal_Veteran_Palmyrene_Legionaries	3c_Pal_Veteran_Palmyrene_Legionaries	3c_Pal_Palmyrene_Veteran_Legionaries	0.0750	1.0000	3c_Pal_Veteran_Palmyrene_Legionaries
	3c_Per_Persian_Archers	3c_Per_Persian_Archers	3c_Aux_Persian_Archers	0.0750	1.0000	3c_Per_Persian_Archers
	3c_Per_Persian_Armoured_Cavalry	3c_Per_Persian_Armoured_Cavalry	3c_Per_Persian_Armoured_Cavalry	0.0750	1.0000	3c_Per_Persian_Armoured_Cavalry
	3c_Per_Persian_Cataphracts	3c_Per_Persian_Cataphracts	3c_Aux_Persian_Cataphracts	0.0750	1.0000	3c_Per_Persian_Cataphracts
	3c_Per_Persian_Cataphracts_comm	3c_Per_Persian_Cataphracts_comm	3c_Aux_Persian_Cataphracts	0.0750	1.0000	3c_Per_Persian_Cataphracts
	3c_Per_Persian_Cavalry	3c_Per_Persian_Cavalry	3c_Per_Persian_Cavalry	0.0750	1.0000	3c_Per_Persian_Cavalry
	3c_Per_Persian_Horse_Archers	3c_Per_Persian_Horse_Archers	3c_Sas_Persian_Horse_Archers	0.0750	1.0000	3c_Per_Persian_Horse_Archers
	3c_Per_Persian_Horse_Skirmishers	3c_Per_Persian_Horse_Skirmishers	3c_Aux_Persian_Horse_Skirmishers	0.0750	1.0000	3c_Per_Persian_Horse_Skirmishers
	3c_Per_Persian_Levy	3c_Per_Persian_Levy	3c_Per_Persian_Levy	0.0750	1.0000	3c_Per_Persian_Levy
	3c_Per_Persian_Light_Infantry	3c_Per_Persian_Light_Infantry	3c_Sas_Persian_Light_Infantry	0.0750	1.0000	3c_Per_Persian_Light_Infantry
	3c_Per_Persian_Nobles	3c_Per_Persian_Nobles	3c_Per_Persian_Nobles	0.0750	1.0000	3c_Per_Persian_Nobles
	3c_Per_Persian_Nobles_comm	3c_Per_Persian_Nobles_comm	3c_Per_Persian_Nobles	0.0750	1.0000	3c_Per_Persian_Nobles
	3c_Per_Persian_Skirmishers	3c_Per_Persian_Skirmishers	3c_Aux_persian_Skirmishers	0.0750	1.0000	3c_Per_Persian_Skirmishers
	3c_Per_Persian_Slingers	3c_Per_Persian_Slingers	3c_Per_Persian_Slingers	0.0750	1.0000	3c_Per_Persian_RH_slingers
	3c_Per_Persian_Spearmen	3c_Per_Persian_Spearmen	3c_Sas_Persian_Spearmen	0.0750	1.0000	3c_Per_Persian_RH_spearmen
	3c_Per_Persian_Swordsmen	3c_Per_Persian_Swordsmen	3c_Per_Persian_Swordsmen	0.0750	1.0000	3c_Per_Persian_RH_swordsmen
	3c_Per_Persian_Swordsmen_comm	3c_Per_Persian_Swordsmen_comm	3c_Per_Persian_Swordsmen	0.0750	1.0000	3c_Per_Persian_RH_swordsmen
	3c_Rom_Armoured_Archers	3c_Rom_Armoured_Archers	3c_Rom_Armoured_Archers	0.0750	1.0000	3c_Rom_Armoured_Archers
	3c_Rom_Armoured_Horse_Skirmishers	3c_Rom_Armoured_Horse_Skirmishers	3c_Rom_Armoured_Horse_Skirmishers	0.0750	1.0000	3c_Rom_Armoured_Horse_Skirmishers
	3c_Rom_Balearic_Slingers	3c_Rom_Balearic_Slingers	3c_Rom_Balearic_Slingers	0.0750	1.0000	3c_Rom_Balearic_RH_slingers
	3c_Rom_Balearic_Slingers_comm	3c_Rom_Balearic_Slingers_comm	3c_Rom_Balearic_Slingers	0.0750	1.0000	3c_Rom_Balearic_RH_slingers
	3c_Rom_Ballista	3c_Rom_Ballista	3c_Rom_Artillery_Crew	0.0750	0.9750	3c_Ballista
	3c_Rom_Ballista_Bastion	3c_Rom_Ballista_Bastion	3c_Rom_Artillery_Crew	0.0750	0.9750	3c_Ballista
	3c_Rom_Ballista_Shp	3c_Rom_Ballista_Shp	3c_Rom_Artillery_Crew	0.0750	1.0250	3c_Ballista
	3c_Rom_Beehive_Onager	3c_Rom_Beehive_Onager	3c_Rom_Artillery_Crew	0.0750	0.9750	3c_Beehive_Onager
	3c_Rom_Cheiroballistra	3c_Rom_Cheiroballistra	3c_Rom_Artillery_Crew	0.0750	0.9750	3c_Scorpion
	3c_Rom_Cohors	3c_Rom_Cohors	3c_Rom_Cohors	0.0750	1.0000	3c_Rom_Cohors
	3c_Rom_Equites	3c_Rom_Equites	3c_Rom_Equites	0.0750	1.0000	3c_Rom_Equites
	3c_Rom_Equites_Catafractarii	3c_Rom_Equites_Catafractarii	3c_Rom_Equites_Catafractarii	0.0750	1.0000	3c_Rom_Equites_Catafractarii
	3c_Rom_Equites_Catafractarii_comm	3c_Rom_Equites_Catafractarii_comm	3c_Rom_Equites_Catafractarii	0.0750	1.0000	3c_Rom_Equites_Catafractarii
	3c_Rom_Equites_Dalmatarum	3c_Rom_Equites_Dalmatarum	3c_Rom_Equites_Dalmatarum	0.0750	1.0000	3c_Rom_Equites_Dalmatarum
	3c_Rom_Equites_Promoti	3c_Rom_Equites_Promoti	3c_Rom_Equites_Promotii	0.0750	1.0000	3c_Rom_Equites_Promoti
	3c_Rom_Equites_Scutarii	3c_Rom_Equites_Scutarii	3c_Rom_Equites_Scutarii	0.0750	1.0000	3c_Rom_Equites_Scutarii
	3c_Rom_Equites_Scutarii_comm	3c_Rom_Equites_Scutarii_comm	3c_Rom_Equites_Scutarii	0.0750	1.0000	3c_Rom_Equites_Scutarii
	3c_Rom_Evocati_Cohort	3c_Rom_Evocati_Cohort	3c_Rom_Evocati_Cohors	0.0750	1.0000	3c_Rom_Evocati_Cohort
	3c_Rom_Evocati_Cohort_comm	3c_Rom_Evocati_Cohort_comm	3c_Rom_Evocati_Cohors	0.0750	1.0000	3c_Rom_Evocati_Cohort
	3c_Rom_Giant_Ballista	3c_Rom_Giant_Ballista	3c_Rom_Artillery_Crew	0.0750	0.9750	3c_Giant_Ballista
	3c_Rom_Gladiators	3c_Rom_Gladiators	Rom_Gladiators	0.0750	1.0000	3c_Rom_Gladiators
	3c_Rom_Herculianii	3c_Rom_Herculianii	3c_Rom_Herculiani	0.0750	1.0000	3c_Rom_Herculianii
	3c_Rom_Horse_Archers	3c_Rom_Horse_Archers	3c_Rom_Horse_Archer	0.0750	1.0000	3c_Rom_Horse_Archers
	3c_Rom_Jovianii	3c_Rom_Jovianii	3c_Rom_Jovianii	0.0750	1.0000	3c_Rom_Jovianii
	3c_Rom_Large_Onager	3c_Rom_Large_Onager	3c_Rom_Artillery_Crew	0.0750	0.9750	3c_Large_Onager
	3c_Rom_Light_Roman_Skirmishers	3c_Rom_Light_Roman_Skirmishers	3c_Rom_Light_Roman_Skirmishers	0.0750	1.0000	3c_Rom_Light_Roman_Skirmishers
	3c_Rom_Onager	3c_Rom_Onager	3c_Rom_Artillery_Crew	0.0750	0.9750	3c_Onager
	3c_Rom_Onager_Bastion	3c_Rom_Onager_Bastion	3c_Rom_Artillery_Crew	0.0750	0.9750	3c_Onager
	3c_Rom_Onager_Shp	3c_Rom_Onager_Shp	3c_Rom_Artillery_Crew	0.0750	1.0250	3c_Onager
	3c_Rom_Pikemen	3c_Rom_Pikemen	3c_Rom_Pikemen	0.0750	1.0000	3c_Rom_RH_pikemen
	3c_Rom_Polybolos	3c_Rom_Polybolos	3c_Rom_Artillery_Crew	0.0750	0.9750	3c_Polybalos
	3c_Rom_Praetorian_Cavalry	3c_Rom_Praetorian_Cavalry	3c_Rom_Roman_Praetorian_Cavalry	0.0750	1.0000	3c_Rom_Praetorian_Cavalry
	3c_Rom_Praetorian_Cavalry_comm	3c_Rom_Praetorian_Cavalry_comm	3c_Rom_Roman_Praetorian_Cavalry	0.0750	1.0000	3c_Rom_Praetorian_Cavalry
	3c_Rom_Praetorian_Guard	3c_Rom_Praetorian_Guard	3c_Rom_Roman_Praetorian_Guard	0.0750	1.0000	3c_Rom_Praetorian_Guard
	3c_Rom_Roman_Legionaries	3c_Rom_Roman_Legionaries	3c_Rom_Roman_Legionaries	0.0750	1.0000	3c_Rom_Roman_Legionaries
	3c_Rom_Roman_Legionaries_comm	3c_Rom_Roman_Legionaries_comm	3c_Rom_Roman_Legionaries	0.0750	1.0000	3c_Rom_Roman_Legionaries
	3c_Rom_Roman_Legionary_Cavalry	3c_Rom_Roman_Legionary_Cavalry	3c_Rom_Roman_Legionary_Cavalry	0.0750	1.0000	3c_Rom_Roman_Legionary_Cavalry
	3c_Rom_Roman_Legionary_Cavalry_comm	3c_Rom_Roman_Legionary_Cavalry_comm	3c_Rom_Roman_Legionary_Cavalry	0.0750	1.0000	3c_Rom_Roman_Legionary_Cavalry
	3c_Rom_Roman_Levies	3c_Rom_Roman_Levies	3c_Roman_Levies	0.0750	1.0000	3c_Rom_Roman_Levies
	3c_Rom_Scorpion_Bastion	3c_Rom_Scorpion_Bastion	3c_Rom_Artillery_Crew	0.0750	0.9750	3c_Polybalos
	3c_Rom_Slingers	3c_Rom_Slingers	3c_Rom_Slingers	0.0750	1.0000	3c_Rom_RH_slingers
	3c_Rom_Spear_Gladiators	3c_Rom_Spear_Gladiators	3c_Rom_Spear_Gladiators	0.0750	1.0000	3c_Rom_RH_spear_Gladiators
	3c_Rom_Vigiles	3c_Rom_Vigiles	3c_Rom_Vigiles	0.0750	1.0000	3c_Rom_Vigiles
	3c_Rom_Vigiles_comm	3c_Rom_Vigiles_comm	3c_Rom_Vigiles	0.0750	1.0000	3c_Rom_Vigiles
	3c_Rom_War_Dogs	3c_Rom_War_Dogs	3c_Rom_Dog_Handler	0.0750	1.0000	3c_Rom_War_Dogs
	3c_Sab_Sabean_Archers	3c_Sab_Sabean_Archers	3c_Sab_Sabaean_Archers	0.0750	1.0000	3c_Sab_Sabean_Archers
	3c_Sab_Sabean_Armoured_Spearmen	3c_Sab_Sabean_Armoured_Spearmen	3c_Sab_Heavy_Sabaean_Spearmen	0.0750	1.0000	3c_Sab_Sabean_Armoured_RH_spearmen
	3c_Sab_Sabean_Armoured_Spearmen_comm	3c_Sab_Sabean_Armoured_Spearmen_comm	3c_Sab_Heavy_Sabaean_Spearmen	0.0750	1.0000	3c_Sab_Sabean_Armoured_RH_spearmen
	3c_Sab_Sabean_Cavalry	3c_Sab_Sabean_Cavalry	3c_Sab_Sabaean_Cavalry	0.0750	1.0000	3c_Sab_Sabean_Cavalry
	3c_Sab_Sabean_Cavalry_comm	3c_Sab_Sabean_Cavalry_comm	3c_Sab_Sabaean_Cavalry	0.0750	1.0000	3c_Sab_Sabean_Cavalry
	3c_Sab_Sabean_Javelinmen	3c_Sab_Sabean_Javelinmen	3c_Sab_Sabaean_Javelinmen	0.0750	1.0000	3c_Sab_Sabean_RH_javelinmen
	3c_Sab_Sabean_Spearmen	3c_Sab_Sabean_Spearmen	3c_Sab_Sabaean_Spearmen	0.0750	1.0000	3c_Sab_Sabean_RH_spearmen
	3c_Sas_Anatolian_Slingers	3c_Sas_Anatolian_Slingers	3c_Sas_Anatolian_Slingers	0.0750	1.0000	3c_Sas_Anatolian_RH_slingers
	3c_Sas_Armoured_Camel_Archers	3c_Sas_Armoured_Camel_Archers	3c_Sas_Armoured_Camel_Archers	0.0750	1.0000	3c_Sas_Armoured_Camel_Archers
	3c_Sas_Armoured_Indian_War_Elephants	3c_Sas_Armoured_Indian_War_Elephants	3c_Aux_Elephant_Archer	0.0750	1.0000	3c_Mer_Syrian_Armoured_Elephants
	3c_Sas_Armoured_Indian_War_Elephants_comm	3c_Sas_Armoured_Indian_War_Elephants_comm	3c_Aux_Elephant_Archer	0.0750	1.0000	3c_Mer_Syrian_Armoured_Elephants
	3c_Sas_Camel_Archers	3c_Sas_Camel_Archers	3c_Sas_Eastern_Horse_Archers	0.0750	1.0000	3c_Sas_Camel_Archers
	3c_Sas_Camel_Cataphracts	3c_Sas_Camel_Cataphracts	3c_Sas_Camel_Cataphracts	0.0750	1.0000	3c_Sas_Camel_Cataphracts
	3c_Sas_Camel_Spearmen	3c_Sas_Camel_Spearmen	3c_Sas_Camel_Spearmen	0.0750	1.0000	3c_Sas_Camel_Spearmen
	3c_Sas_Daylamite_Cavalry	3c_Sas_Daylamite_Cavalry	3c_Sas_Daylamite_Cavalry	0.0750	1.0000	3c_Sas_Daylamite_Cavalry
	3c_Sas_Daylamite_Infantry	3c_Sas_Daylamite_Infantry	3c_Sas_Daylamite_Infantry	0.0750	1.0000	3c_Sas_Daylamite_Infantry
	3c_Sas_Eastern_Horse_Archers	3c_Sas_Eastern_Horse_Archers	3c_Sas_Eastern_Horse_Archers	0.0750	1.0000	3c_Sas_Eastern_Horse_Archers
	3c_Sas_Eastern_Horse_Skirmishers	3c_Sas_Eastern_Horse_Skirmishers	3c_Sas_Eastern_Horse_Skirmishers	0.0750	1.0000	3c_Sas_Eastern_Horse_Skirmishers
	3c_Sas_Eastern_Scouts	3c_Sas_Eastern_Scouts	3c_Sas_Eastern_Scouts	0.0750	1.0000	3c_Sas_Eastern_Scouts
	3c_Sas_Elite_Savaran_Cavalry	3c_Sas_Elite_Savaran_Cavalry	3c_Sas_Elite_Savaran_Cavalry	0.0750	1.0000	3c_Sas_Elite_Savaran_Cavalry
	3c_Sas_Grivpanvar_Cataphracts	3c_Sas_Grivpanvar_Cataphracts	3c_Sas_Grivpanvar_Cataphracts	0.0750	1.0000	3c_Sas_Grivpanvar_Cataphracts
	3c_Sas_Gyan_Avspar	3c_Sas_Gyan_Avspar	3c_Sas_Gyan-Avspar	0.0750	1.0000	3c_Sas_Gyan_Avspar
	3c_Sas_Gyan_Avspar_comm	3c_Sas_Gyan_Avspar_comm	3c_Sas_Gyan-Avspar	0.0750	1.0000	3c_Sas_Gyan_Avspar
	3c_Sas_Hamspah_Infantry	3c_Sas_Hamspah_Infantry	3c_Sas_Hamspah_Infantry	0.0750	1.0000	3c_Sas_Hamspah_Infantry
	3c_Sas_Immortal_Infantry	3c_Sas_Immortal_Infantry	3c_Sas_Immortal_Infantry	0.0750	1.0000	3c_Sas_Immortal_Infantry
	3c_Sas_Immortal_Infantry_Guard	3c_Sas_Immortal_Infantry_Guard	3c_Sas_Immortal_Infantry_Guard	0.0750	1.0000	3c_Sas_Immortal_Infantry_Guard
