ancillary	effect	effect_scope	value
r2_sp_anc_civilised_husband_pol_superior	rom_character_political_marriage_loyalty	this_agent	3.0000
r2_sp_anc_civilised_husband_pol_superior	rom_character_province_public_order	this_character_local_province	-2.0000
r2_sp_anc_civilised_husband_pol_unfaithful	rom_character_gravitas_per_turn_mod	this_general	-2.0000
r2_sp_anc_civilised_husband_pol_unfaithful	rom_character_political_marriage_loyalty	this_agent	3.0000
r2_sp_anc_civilised_husband_pol_unfaithful	rom_fertility_mod	this_agent	-10.0000
r2_sp_anc_civilised_husband_pol_unsuitable	rom_character_gravitas_per_turn_mod	this_general	-1.0000
r2_sp_anc_civilised_husband_pol_unsuitable	rom_character_political_marriage_loyalty	this_agent	3.0000
r2_sp_anc_civilised_husband_pol_unsuitable	rom_fertility_mod	this_agent	-5.0000
r2_sp_anc_civilised_husband_pol_wealthy	rom_building_gdp_mod_all	this_character_local_region_province	10.0000
r2_sp_anc_civilised_husband_pol_wealthy	rom_character_gravitas_per_turn_mod	this_general	2.0000
r2_sp_anc_civilised_husband_pol_wealthy	rom_character_political_marriage_loyalty	this_agent	3.0000
r2_sp_anc_civilised_husband_political	rom_any_corruption_mod_global	this_character_faction	3.0000
r2_sp_anc_civilised_husband_political	rom_character_gravitas_per_turn_mod	this_general	1.0000
r2_sp_anc_civilised_husband_protective	rom_agent_defence_evade_enemies_mod	this_general	5.0000
r2_sp_anc_civilised_husband_protective	rom_character_gravitas_per_turn_mod	this_general	-1.0000
r2_sp_anc_civilised_husband_sharp_tongue	rom_general_attribute_mod_authority	this_agent	-1.0000
r2_sp_anc_civilised_husband_sharp_tongue	rom_general_local_mod_repression	this_character_local_province	3.0000
r2_sp_anc_civilised_husband_social_climber	rom_general_attribute_mod_authority	this_agent	-2.0000
r2_sp_anc_civilised_husband_social_climber	rom_general_attribute_mod_subterfuge	this_agent	2.0000
r2_sp_anc_civilised_husband_spendthrift	rom_building_tax_level	this_character_local_province	5.0000
r2_sp_anc_civilised_husband_spendthrift	rom_character_province_public_order	this_character_local_province	-2.0000
r2_sp_anc_civilised_husband_superior	rom_character_gravitas_per_turn_mod	this_general	1.0000
r2_sp_anc_civilised_husband_superior	rom_character_province_public_order	this_character_local_province	-2.0000
r2_sp_anc_civilised_husband_unfaithful	rom_character_gravitas_per_turn_mod	this_general	-2.0000
r2_sp_anc_civilised_husband_unfaithful	rom_fertility_mod	this_agent	-10.0000
r2_sp_anc_civilised_husband_unsuitable	rom_character_gravitas_per_turn_mod	this_general	-1.0000
r2_sp_anc_civilised_husband_unsuitable	rom_fertility_mod	this_agent	-5.0000
r2_sp_anc_civilised_husband_wealthy	rom_building_gdp_mod_all	this_character_local_region_province	10.0000
r2_sp_anc_civilised_husband_wealthy	rom_character_gravitas_per_turn_mod	this_general	2.0000
r2_sp_anc_civilised_infamous_atheist	rom_general_local_mod_build_convert_costs	this_character_local_region_province	-5.0000
r2_sp_anc_civilised_infamous_atheist	rom_tech_engineering_construction_temple_cost_mod	this_character_local_region_province	5.0000
r2_sp_anc_civilised_item_fossil_dinosaur	rom_force_campaign_mod_happiness_own_culture	this_character_local_province	5.0000
r2_sp_anc_civilised_item_fossil_mammoth	rom_force_campaign_mod_happiness_own_culture	this_character_local_province	5.0000
r2_sp_anc_civilised_item_lens_medical	rom_agent_wound_recovery_time_mod	this_agent	-1.0000
r2_sp_anc_civilised_item_lens	rom_building_research_points	this_character_faction	5.0000
r2_sp_anc_civilised_item_notepad	rom_general_local_mod_repression	this_character_local_province	1.0000
r2_sp_anc_civilised_item_poison_hemlock_2	rom_agent_wound_recovery_time_mod	this_agent	-1.0000
r2_sp_anc_civilised_law_torturer_2	rom_general_local_mod_repression	this_character_local_province	1.0000
r2_sp_anc_civilised_law_torturer	rom_general_local_mod_repression	this_character_local_province	1.0000
r2_sp_anc_civilised_loyal_camel	rom_agent_action_success_chance_critical_mod_enemy_hinder_character	this_agent	-10.0000
r2_sp_anc_civilised_magic_astrologer_2	rom_general_attribute_mod_subterfuge_land	this_general	1.0000
r2_sp_anc_civilised_magic_astrologer_3	rom_general_attribute_mod_subterfuge_land	this_general	1.0000
r2_sp_anc_civilised_magic_hermit_2	rom_tech_engineering_construction_temple_cost_mod	this_character_local_region_province	-5.0000
r2_sp_anc_civilised_magic_hermit	rom_province_initiative_festival_base_happiness_religion	this_character_local_province	1.0000
r2_sp_anc_civilised_magic_magician	rom_tech_engineering_construction_temple_cost_mod	this_character_local_region_province	-5.0000
r2_sp_anc_civilised_magic_miracle_max	rom_province_initiative_festival_base_happiness_religion	this_character_local_province	1.0000
r2_sp_anc_civilised_magic_mystic_egypt	rom_province_initiative_festival_base_happiness_religion	this_character_local_province	1.0000
r2_sp_anc_civilised_master_calligrapher	rom_building_gdp_mod_culture_learning	this_character_local_region_province	10.0000
r2_sp_anc_civilised_master_calligrapher	rom_building_research_points	this_character_faction	5.0000
r2_sp_anc_civilised_medic_doctor	rom_agent_wound_recovery_time_mod	this_agent	-1.0000
r2_sp_anc_civilised_medic_egyptian	rom_agent_wound_recovery_time_mod	this_agent	-1.0000
r2_sp_anc_civilised_medic_physician	rom_agent_wound_recovery_time_mod	this_agent	-1.0000
r2_sp_anc_civilised_medic_surgeon	rom_agent_wound_recovery_time_mod	this_agent	-1.0000
r2_sp_anc_civilised_mistress_courtesan_top	rom_agent_attribute_subterfuge_mod	this_agent	2.0000
r2_sp_anc_civilised_mistress_courtesan	rom_agent_attribute_subterfuge_mod	this_agent	1.0000
r2_sp_anc_civilised_navy_archer	rom_force_unit_mod_support_ship_missile_range	this_general_when_at_sea	5.0000
r2_sp_anc_civilised_navy_artillerist	rom_force_unit_mod_artillery_ship_missile_rate	this_general_when_at_sea	5.0000
r2_sp_anc_civilised_navy_cabin_boy	rom_general_attribute_mod_subterfuge_naval	this_general_when_at_sea	1.0000
r2_sp_anc_civilised_navy_drummer	rom_tech_military_tactics_naval_charge_mod	this_general_when_at_sea	5.0000
r2_sp_anc_civilised_navy_marine	rom_force_unit_mod_assault_ship_melee_attack	this_general_when_at_sea	5.0000
r2_sp_anc_civilised_navy_master_greek_lookout	rom_tech_military_navy_battle_speed_mod	this_general_when_at_sea	5.0000
r2_sp_anc_civilised_navy_master_greek_musician	rom_tech_military_navy_battle_speed_mod	this_general_when_at_sea	5.0000
r2_sp_anc_civilised_navy_master_greek_rower	rom_tech_military_navy_battle_speed_mod	this_general_when_at_sea	5.0000
r2_sp_anc_civilised_navy_master_greek_trireme_capt	rom_tech_military_navy_battle_speed_mod	this_general_when_at_sea	5.0000
r2_sp_anc_civilised_navy_master_greek	rom_tech_military_navy_battle_speed_mod	this_general_when_at_sea	5.0000
r2_sp_anc_civilised_navy_master_navigator	rom_force_campaign_mod_line_of_sight	this_general_when_at_sea	1.0000
r2_sp_anc_civilised_navy_master_rower	rom_tech_military_navy_battle_speed_mod	this_general_when_at_sea	5.0000
r2_sp_anc_civilised_navy_master_seaman_rhodes	rom_tech_military_navy_battle_speed_mod	this_general_when_at_sea	5.0000
r2_sp_anc_civilised_navy_pirate_cilician_reformed	rom_force_unit_mod_melee_attack_versus_raider_fleets	this_general_when_at_sea	5.0000
r2_sp_anc_civilised_navy_pirate_cilician	rom_force_unit_mod_melee_attack_versus_raider_fleets	this_general_when_at_sea	5.0000
r2_sp_anc_civilised_navy_sponge_diver	rom_tech_military_navy_ship_hp_mod	this_general_when_at_sea	5.0000
r2_sp_anc_civilised_navy_surgeon	rom_agent_wound_recovery_time_mod	this_agent	-1.0000
r2_sp_anc_civilised_pet_hostage	rom_force_unit_mod_morale_versus_barbarians	this_general_force	2.0000
r2_sp_anc_civilised_pet_idiot	rom_force_unit_mod_morale_versus_egyptians	this_general_force	2.0000
r2_sp_anc_civilised_philosopher_rhetoric	rom_agent_skill_action_mod_all_manipulate_persuade	this_agent	5.0000
r2_sp_anc_civilised_slave_body_1	rom_agent_attribute_authority_mod	this_agent	1.0000
r2_sp_anc_civilised_slave_body_2	rom_agent_attribute_authority_mod	this_agent	1.0000
r2_sp_anc_civilised_slave_bodyguard	rom_agent_defence_wound_chance_mod	this_agent	5.0000
r2_sp_anc_civilised_spy_lady_killer	rom_general_attribute_mod_subterfuge	this_agent	1.0000
r2_sp_anc_civilised_spy_master_assassin	rom_general_attribute_mod_subterfuge	this_agent	1.0000
r2_sp_anc_civilised_spy_master_thief	rom_general_attribute_mod_subterfuge	this_agent	1.0000
r2_sp_anc_civilised_spy_poisoner_east	rom_general_attribute_mod_subterfuge	this_agent	1.0000
r2_sp_anc_civilised_stingy_accountant	rom_agent_action_parent_army_upkeep	this_general_force	-10.0000
r2_sp_anc_civilised_stingy_accountant	rom_force_unit_mod_morale	this_general_force	-5.0000
r2_sp_anc_civilised_thinker_cynic	rom_building_research_points	this_character_faction	5.0000
r2_sp_anc_civilised_thinker_cynic	rom_building_research_points_mod_civil	this_character_faction	5.0000
r2_sp_anc_civilised_thinker_natural_philosopher	rom_building_research_points	this_character_faction	5.0000
r2_sp_anc_civilised_thinker_platonic	rom_building_research_points	this_character_faction	5.0000
r2_sp_anc_civilised_thinker_rubbish	rom_building_research_points	this_character_faction	1.0000
r2_sp_anc_civilised_thinker_socratic	rom_building_research_points	this_character_faction	5.0000
r2_sp_anc_civilised_thinker_stoic	rom_building_research_points	this_character_faction	5.0000
r2_sp_anc_civilised_trade_silk	rom_building_gdp_mod_trade_all	this_character_local_region_province	5.0000
r2_sp_anc_civilised_trade_spices	rom_building_gdp_mod_trade_all	this_character_local_region_province	5.0000
r2_sp_anc_civilised_trade_vintner	rom_building_gdp_mod_trade_all	this_character_local_region_province	5.0000
r2_sp_anc_civilised_traitor_barbarian_generic	rom_force_unit_mod_melee_attack_versus_barbarians	this_general_force	5.0000
r2_sp_anc_civilised_traitor_slave_gladiator	rom_force_unit_mod_morale_versus_rebels	this_general_force	2.0000
r2_sp_anc_civilised_traitor_slave_rebel	rom_force_unit_mod_morale_versus_rebels	this_general_force	2.0000
r2_sp_anc_civilised_trojan_horse_model	rom_general_attribute_mod_subterfuge	this_general	1.0000
r2_sp_anc_civilised_trojan_horse_model	rom_general_force_mod_siege_attack_holdout_time	this_force_general	1.0000
r2_sp_anc_civilised_wife_brutal	rom_agent_action_target_settlement_public_order_slaves	this_general_local_province	1.0000
r2_sp_anc_civilised_wife_brutal	rom_general_attribute_mod_authority	this_agent	2.0000
r2_sp_anc_civilised_wife_educated	rom_agent_action_deployed_province_subterfuge	this_general	3.0000
r2_sp_anc_civilised_wife_efficient	rom_building_trade_tariffs_all	this_character_faction	5.0000
r2_sp_anc_civilised_wife_efficient	rom_general_attribute_mod_authority	this_agent	1.0000
r2_sp_anc_civilised_wife_flirt	rom_character_gravitas_per_turn_mod	this_general	-1.0000
r2_sp_anc_civilised_wife_flirt	rom_fertility_mod	this_agent	5.0000
r2_sp_anc_civilised_wife_flirt	rom_general_attribute_mod_subterfuge	this_agent	1.0000
r2_sp_anc_civilised_wife_goddess	rom_character_gravitas_per_turn_mod	this_general	1.0000
r2_sp_anc_civilised_wife_goddess	rom_fertility_mod	this_agent	5.0000
r2_sp_anc_civilised_wife_goddess	rom_general_attribute_mod_zeal	this_agent	2.0000
r2_sp_anc_civilised_wife_intelligent	rom_building_research_points	this_character_faction	5.0000
r2_sp_anc_civilised_wife_intelligent	rom_general_attribute_mod_subterfuge	this_agent	2.0000
r2_sp_anc_civilised_wife_mean	rom_agent_action_parent_army_upkeep	this_general_force	-5.0000
r2_sp_anc_civilised_wife_mean	rom_character_province_public_order	this_character_local_province	-2.0000
r2_sp_anc_civilised_wife_pol_brutal	rom_agent_action_target_settlement_public_order_slaves	this_general_local_province	1.0000
r2_sp_anc_civilised_wife_pol_brutal	rom_character_political_marriage_loyalty	this_agent	3.0000
r2_sp_anc_civilised_wife_pol_brutal	rom_general_attribute_mod_authority	this_agent	2.0000
r2_sp_anc_civilised_wife_pol_educated	rom_agent_action_deployed_province_subterfuge	this_general	3.0000
r2_sp_anc_civilised_wife_pol_educated	rom_character_political_marriage_loyalty	this_agent	3.0000
r2_sp_anc_civilised_wife_pol_efficient	rom_building_trade_tariffs_all	this_character_faction	5.0000
r2_sp_anc_civilised_wife_pol_efficient	rom_character_political_marriage_loyalty	this_agent	3.0000
r2_sp_anc_civilised_wife_pol_efficient	rom_general_attribute_mod_authority	this_agent	1.0000
r2_sp_anc_civilised_wife_pol_flirt	rom_character_gravitas_per_turn_mod	this_general	-1.0000
r2_sp_anc_civilised_wife_pol_flirt	rom_character_political_marriage_loyalty	this_agent	3.0000
r2_sp_anc_civilised_wife_pol_flirt	rom_fertility_mod	this_agent	5.0000
r2_sp_anc_civilised_wife_pol_flirt	rom_general_attribute_mod_subterfuge	this_agent	1.0000
r2_sp_anc_civilised_wife_pol_goddess	rom_character_gravitas_per_turn_mod	this_general	1.0000
r2_sp_anc_civilised_wife_pol_goddess	rom_character_political_marriage_loyalty	this_agent	3.0000
r2_sp_anc_civilised_wife_pol_goddess	rom_fertility_mod	this_agent	5.0000
r2_sp_anc_civilised_wife_pol_goddess	rom_general_attribute_mod_zeal	this_agent	2.0000
r2_sp_anc_civilised_wife_pol_intelligent	rom_building_research_points	this_character_faction	5.0000
r2_sp_anc_civilised_wife_pol_intelligent	rom_character_political_marriage_loyalty	this_agent	3.0000
r2_sp_anc_civilised_wife_pol_intelligent	rom_general_attribute_mod_subterfuge	this_agent	2.0000
r2_sp_anc_civilised_wife_pol_mean	rom_agent_action_parent_army_upkeep	this_general_force	-5.0000
r2_sp_anc_civilised_wife_pol_mean	rom_character_political_marriage_loyalty	this_agent	3.0000
r2_sp_anc_civilised_wife_pol_mean	rom_character_province_public_order	this_character_local_province	-2.0000
r2_sp_anc_civilised_wife_pol_political	rom_any_corruption_mod_global	this_character_faction	3.0000
r2_sp_anc_civilised_wife_pol_political	rom_character_gravitas_per_turn_mod	this_general	1.0000
r2_sp_anc_civilised_wife_pol_political	rom_character_political_marriage_loyalty	this_agent	3.0000
r2_sp_anc_civilised_wife_pol_protective	rom_agent_defence_evade_enemies_mod	this_general	5.0000
r2_sp_anc_civilised_wife_pol_protective	rom_character_gravitas_per_turn_mod	this_general	-1.0000
r2_sp_anc_civilised_wife_pol_protective	rom_character_political_marriage_loyalty	this_agent	3.0000
r2_sp_anc_civilised_wife_pol_sharp_tongue	rom_character_political_marriage_loyalty	this_agent	3.0000
r2_sp_anc_civilised_wife_pol_sharp_tongue	rom_general_attribute_mod_authority	this_agent	-1.0000
r2_sp_anc_civilised_wife_pol_sharp_tongue	rom_general_local_mod_repression	this_character_local_province	3.0000
r2_sp_anc_civilised_wife_pol_social_climber	rom_character_political_marriage_loyalty	this_agent	3.0000
r2_sp_anc_civilised_wife_pol_social_climber	rom_general_attribute_mod_authority	this_agent	-2.0000
r2_sp_anc_civilised_wife_pol_social_climber	rom_general_attribute_mod_subterfuge	this_agent	2.0000
r2_sp_anc_civilised_wife_pol_spendthrift	rom_building_tax_level	this_character_local_province	5.0000
r2_sp_anc_civilised_wife_pol_spendthrift	rom_character_political_marriage_loyalty	this_agent	3.0000
r2_sp_anc_civilised_wife_pol_spendthrift	rom_character_province_public_order	this_character_local_province	-2.0000
r2_sp_anc_civilised_wife_pol_superior	rom_character_gravitas_per_turn_mod	this_general	1.0000
r2_sp_anc_civilised_wife_pol_superior	rom_character_political_marriage_loyalty	this_agent	3.0000
r2_sp_anc_civilised_wife_pol_superior	rom_character_province_public_order	this_character_local_province	-2.0000
r2_sp_anc_civilised_wife_pol_unfaithful	rom_character_gravitas_per_turn_mod	this_general	-2.0000
r2_sp_anc_civilised_wife_pol_unfaithful	rom_character_political_marriage_loyalty	this_agent	3.0000
r2_sp_anc_civilised_wife_pol_unsuitable	rom_character_gravitas_per_turn_mod	this_general	-1.0000
r2_sp_anc_civilised_wife_pol_unsuitable	rom_character_political_marriage_loyalty	this_agent	3.0000
r2_sp_anc_civilised_wife_pol_wealthy	rom_building_gdp_mod_all	this_character_local_region_province	10.0000
r2_sp_anc_civilised_wife_pol_wealthy	rom_character_gravitas_per_turn_mod	this_general	2.0000
r2_sp_anc_civilised_wife_pol_wealthy	rom_character_political_marriage_loyalty	this_agent	3.0000
r2_sp_anc_civilised_wife_political	rom_any_corruption_mod_global	this_character_faction	3.0000
r2_sp_anc_civilised_wife_political	rom_character_gravitas_per_turn_mod	this_general	1.0000
r2_sp_anc_civilised_wife_protective	rom_agent_defence_evade_enemies_mod	this_general	5.0000
r2_sp_anc_civilised_wife_protective	rom_character_gravitas_per_turn_mod	this_general	-1.0000
r2_sp_anc_civilised_wife_sharp_tongue	rom_general_attribute_mod_authority	this_agent	-1.0000
r2_sp_anc_civilised_wife_sharp_tongue	rom_general_local_mod_repression	this_character_local_province	3.0000
r2_sp_anc_civilised_wife_social_climber	rom_general_attribute_mod_authority	this_agent	-2.0000
r2_sp_anc_civilised_wife_social_climber	rom_general_attribute_mod_subterfuge	this_agent	2.0000
r2_sp_anc_civilised_wife_spendthrift	rom_building_tax_level	this_character_local_province	5.0000
r2_sp_anc_civilised_wife_spendthrift	rom_character_province_public_order	this_character_local_province	-2.0000
r2_sp_anc_civilised_wife_superior	rom_character_gravitas_per_turn_mod	this_general	1.0000
r2_sp_anc_civilised_wife_superior	rom_character_province_public_order	this_character_local_province	-2.0000
r2_sp_anc_civilised_wife_unfaithful	rom_character_gravitas_per_turn_mod	this_general	-2.0000
r2_sp_anc_civilised_wife_unfaithful	rom_fertility_mod	this_agent	-10.0000
r2_sp_anc_civilised_wife_unsuitable	rom_character_gravitas_per_turn_mod	this_general	-1.0000
r2_sp_anc_civilised_wife_unsuitable	rom_fertility_mod	this_agent	-5.0000
r2_sp_anc_civilised_wife_wealthy	rom_building_gdp_mod_all	this_character_local_region_province	10.0000
r2_sp_anc_civilised_wife_wealthy	rom_character_gravitas_per_turn_mod	this_general	2.0000
r2_sp_anc_dacian_army_standard	rom_force_enemy_unit_mod_morale	this_general_enemy_force_regionwide	-5.0000
r2_sp_anc_dacian_army_standard	rom_force_unit_mod_morale	this_general_force	1.0000
r2_sp_anc_dacian_religion_zalmoxis	rom_force_unit_mod_morale_auxiliary	this_general_force	2.0000
r2_sp_anc_east_lizard_god_cultist	rom_tech_engineering_construction_temple_cost_mod	this_character_local_region_province	-5.0000
r2_sp_anc_east_medicineman_civilresearch	rom_agent_defence_evade_enemies_mod	this_general	20.0000
r2_sp_anc_east_medicineman_civilresearch	rom_agent_wound_recovery_time_mod	this_general	-2.0000
r2_sp_anc_east_medicineman_civilresearch	rom_building_research_points_mod_civil	this_faction	10.0000
r2_sp_anc_east_medicineman_replenishmentrate	rom_agent_defence_evade_enemies_mod	this_general	20.0000
r2_sp_anc_east_medicineman_replenishmentrate	rom_agent_wound_recovery_time_mod	this_general	-2.0000
r2_sp_anc_east_medicineman_replenishmentrate	rom_force_campaign_mod_replenishment_rate	this_general_force	10.0000
r2_sp_anc_east_medicineman_sanitation	rom_agent_defence_evade_enemies_mod	this_general	20.0000
r2_sp_anc_east_medicineman_sanitation	rom_agent_wound_recovery_time_mod	this_general	-2.0000
r2_sp_anc_east_medicineman_sanitation	rom_building_sanitation	this_character_local_region_province	5.0000
r2_sp_anc_eastern_army_armour_arm_bands	rom_building_unit_training_attack_melee_inf	this_general_local_province	5.0000
r2_sp_anc_eastern_army_cataphract	rom_force_unit_mod_cavalry_heavy_melee_attack	this_general_force	5.0000
r2_sp_anc_eastern_army_dahae_tribesman	rom_force_unit_mod_cavalry_light_melee_attack	this_general_force	5.0000
r2_sp_anc_eastern_army_elamite_archer	rom_force_unit_mod_cavalry_light_missile_rate	this_general_force	5.0000
r2_sp_anc_eastern_army_massagetae_tribesman	rom_agent_action_target_army_melee_attack	this_general_force	5.0000
r2_sp_anc_eastern_army_master_archer	rom_force_unit_mod_missile_damage	this_general_force	5.0000
r2_sp_anc_eastern_army_master_horse	rom_building_unit_training_attack_melee_cavalry	this_general_local_province	5.0000
r2_sp_anc_eastern_army_saka_tribesman	rom_force_unit_mod_cavalry_light_movement_speed	this_general_force	5.0000
r2_sp_anc_eastern_army_sword_1	rom_agent_attribute_authority_mod	this_agent	1.0000
r2_sp_anc_eastern_army_sword_2	rom_agent_attribute_authority_mod	this_agent	1.0000
r2_sp_anc_eastern_army_temple_guard	rom_agent_defence_evade_enemies_mod	this_general	5.0000
r2_sp_anc_eastern_chinese_delegate	rom_building_trade_route_value_mod_global	this_character_faction	5.0000
r2_sp_anc_eastern_dignitary_pet	rom_building_culture_conversion_eastern	this_character_faction	2.0000
r2_sp_anc_eastern_govt_dealer_camel	rom_building_gdp_mod_trade_all	this_character_local_region_province	5.0000
r2_sp_anc_eastern_govt_herald	rom_general_attribute_mod_authority	this_agent	1.0000
r2_sp_anc_eastern_govt_office_bodyguard	rom_agent_defence_evade_enemies_mod	this_general	10.0000
r2_sp_anc_eastern_govt_office_friend	rom_general_attribute_mod_authority	this_agent	1.0000
r2_sp_anc_eastern_govt_office_treasurer	rom_building_trade_tariffs_all	this_character_faction	5.0000
r2_sp_anc_eastern_govt_royal_bum	rom_character_gravitas_per_turn_mod	this_general	1.0000
r2_sp_anc_eastern_house_guard_eunuch	rom_agent_defence_evade_enemies_mod	this_general	5.0000
r2_sp_anc_eastern_item_dead_guy_2	rom_character_gravitas_per_turn_mod	this_general	1.0000
r2_sp_anc_eastern_item_dead_guy	rom_general_attribute_mod_authority	this_agent	2.0000
r2_sp_anc_eastern_item_headband	rom_general_attribute_mod_authority	this_agent	2.0000
r2_sp_anc_eastern_item_magic_carpet	rom_agent_defence_evade_enemies_mod	this_agent	5.0000
r2_sp_anc_eastern_item_royal_cap	rom_general_attribute_mod_authority	this_agent	1.0000
r2_sp_anc_eastern_item_royal_tiara	rom_general_attribute_mod_authority	this_agent	1.0000
r2_sp_anc_eastern_item_stool_prisoner	rom_character_gravitas_per_turn_mod	this_general	1.0000
r2_sp_anc_eastern_item_zoroastrian_bundle	rom_province_initiative_festival_base_happiness_religion	this_character_local_province	1.0000
r2_sp_anc_eastern_item_zoroastrian_mace	rom_province_initiative_festival_base_happiness_religion	this_character_local_province	1.0000
r2_sp_anc_eastern_leather_scribe	rom_tech_civil_economy_administration_cost_mod	this_character_faction	-5.0000
r2_sp_anc_eastern_magic_geomancer	rom_force_campaign_mod_line_of_sight	this_general	1.0000
r2_sp_anc_eastern_minstrel	rom_force_unit_mod_morale	this_general_force	2.0000
r2_sp_anc_eastern_pet_cat	rom_general_local_mod_repression	this_character_local_province	1.0000
r2_sp_anc_eastern_philosopher_mystic	rom_building_research_points	this_character_faction	5.0000
r2_sp_anc_eastern_religion_anahit	rom_character_province_growth	this_character_local_province	1.0000
r2_sp_anc_eastern_religion_armazd	rom_building_gdp_mod_agriculture_farming	this_character_local_region_province	5.0000
r2_sp_anc_eastern_religion_armazd	rom_province_initiative_festival_base_happiness_religion	this_character_local_province	1.0000
r2_sp_anc_eastern_religion_bel	rom_province_initiative_festival_base_happiness_religion	this_character_local_province	1.0000
r2_sp_anc_eastern_religion_mithra	rom_tech_civil_economy_administration_cost_mod	this_character_faction	5.0000
r2_sp_anc_eastern_religion_mithra	rom_tech_engineering_construction_temple_cost_mod	this_character_local_region_province	-5.0000
r2_sp_anc_eastern_religion_zoroastra	rom_province_initiative_festival_base_happiness_religion	this_character_local_province	1.0000
r2_sp_anc_eastern_slave_eunuch	rom_tech_civil_economy_administration_cost_mod	this_character_faction	-5.0000
r2_sp_anc_eastern_torturer_1	rom_general_local_mod_repression	this_character_local_province	1.0000
r2_sp_anc_eastern_torturer_2	rom_general_local_mod_repression	this_character_local_province	1.0000
r2_sp_anc_egyptian_army_sword	rom_general_attribute_mod_authority	this_agent	1.0000
r2_sp_anc_egyptian_arts_poet_egypt	rom_character_province_public_order	this_character_local_province	1.0000
r2_sp_anc_egyptian_barbarian_bodyguard	rom_agent_defence_wound_chance_mod	this_agent	5.0000
r2_sp_anc_egyptian_chantress	rom_province_initiative_festival_base_happiness_religion	this_character_local_province	1.0000
r2_sp_anc_egyptian_customs_agent	rom_building_trade_tariffs_all	this_character_faction	5.0000
r2_sp_anc_egyptian_dancing_girl	rom_fertility_mod	this_agent	5.0000
r2_sp_anc_egyptian_dancing_girl	rom_force_unit_mod_morale	this_general_force	2.0000
r2_sp_anc_egyptian_doctor	rom_agent_wound_recovery_time_mod	this_agent	-1.0000
r2_sp_anc_egyptian_eastern_butler	rom_character_gravitas_per_turn_mod	this_agent	1.0000
r2_sp_anc_egyptian_eastern_slave	rom_general_local_mod_repression	this_character_local_province	1.0000
r2_sp_anc_egyptian_goldsmith	rom_tech_engineering_construction_mine_income_mod	this_character_local_region_province	5.0000
r2_sp_anc_egyptian_greek_veteran	rom_force_unit_mod_infantry_spears_melee_attack	this_general_force	5.0000
r2_sp_anc_egyptian_harpist	rom_force_unit_mod_morale	this_general_force	2.0000
r2_sp_anc_egyptian_item_amulet_ankh	rom_province_initiative_festival_base_happiness_religion	this_character_local_province	1.0000
r2_sp_anc_egyptian_item_amulet_phallic	rom_fertility_mod	this_agent	5.0000
r2_sp_anc_egyptian_item_amulet_phallic	rom_province_initiative_festival_base_happiness_religion	this_character_local_province	1.0000
r2_sp_anc_egyptian_item_amulet_scarab	rom_province_initiative_festival_base_happiness_religion	this_character_local_province	1.0000
r2_sp_anc_egyptian_item_amulet_serket	rom_agent_wound_recovery_time_mod	this_agent	-1.0000
r2_sp_anc_egyptian_item_amulet_udjat	rom_province_initiative_festival_base_happiness_religion	this_character_local_province	1.0000
r2_sp_anc_egyptian_item_game_board_1	rom_force_unit_mod_morale	this_general_force	2.0000
r2_sp_anc_egyptian_item_game_board_2	rom_force_unit_mod_morale	this_general_force	2.0000
r2_sp_anc_egyptian_item_god_isis	rom_agent_defence_wound_chance_mod	this_agent	-1.0000
r2_sp_anc_egyptian_item_grave_servant	rom_agent_attribute_subterfuge_mod	this_agent	1.0000
r2_sp_anc_egyptian_item_pharaoh_blue_crown	rom_general_attribute_mod_authority	this_agent	1.0000
r2_sp_anc_egyptian_item_pharaoh_double_crown	rom_general_attribute_mod_authority	this_agent	1.0000
r2_sp_anc_egyptian_item_pharaoh_false_beard	rom_general_attribute_mod_authority	this_agent	1.0000
r2_sp_anc_egyptian_item_pharaoh_nemes	rom_general_attribute_mod_authority	this_agent	1.0000
r2_sp_anc_egyptian_item_pharaoh_staff	rom_general_attribute_mod_authority	this_agent	1.0000
r2_sp_anc_egyptian_item_pharaoh_white	rom_general_attribute_mod_authority	this_agent	1.0000
r2_sp_anc_egyptian_item_pharaoh_wig	rom_general_attribute_mod_authority	this_agent	1.0000
r2_sp_anc_egyptian_jeweller	rom_building_trade_tariffs_all	this_character_faction	5.0000
r2_sp_anc_egyptian_magic_embalmer	rom_province_initiative_festival_base_happiness_religion	this_character_local_province	1.0000
r2_sp_anc_egyptian_religion_bastet	rom_agent_defence_wound_chance_mod	this_agent	5.0000
r2_sp_anc_egyptian_religion_horus_2	rom_general_attribute_mod_authority	this_agent	2.0000
r2_sp_anc_egyptian_religion_horus	rom_agent_attribute_subterfuge_mod	this_agent	1.0000
r2_sp_anc_egyptian_religion_horus	rom_general_attribute_mod_subterfuge	this_agent	2.0000
r2_sp_anc_egyptian_religion_imhotep	rom_agent_defence_wound_chance_mod	this_agent	-1.0000
r2_sp_anc_egyptian_religion_imhotep	rom_agent_wound_recovery_time_mod	this_agent	-2.0000
r2_sp_anc_egyptian_religion_isis	rom_province_initiative_festival_base_happiness_religion	this_character_local_province	1.0000
r2_sp_anc_egyptian_religion_osiris	rom_force_unit_mod_charge_bonus	this_general_force	5.0000
r2_sp_anc_egyptian_religion_set	rom_force_unit_mod_charge_bonus	this_general_force	5.0000
