key	index	subculture	category	screen_name	screen_adjective	name_group	skin	ui_skin	is_rebel	mp_available	mp_available_naval	icon_path_units	flags_path	republican_flag_path	same_gov_type_revolution_flag_path	primary_colour_r	primary_colour_g	primary_colour_b	alt_primary_colour_r	alt_primary_colour_g	alt_primary_colour_b	secondary_colour_r	secondary_colour_g	secondary_colour_b	alt_secondary_colour_r	alt_secondary_colour_g	alt_secondary_colour_b	uniform_colour_r	uniform_colour_g	uniform_colour_b	alt_uniform_colour_r	alt_uniform_colour_g	alt_uniform_colour_b	military_group	settler_rebellion_faction	rebel_colour_r	rebel_colour_g	rebel_colour_b	movie_death_event	mp_use_republic_early	mp_use_republic_late	unit_regiment_name_group	ship_name_group	attack_desc	defend_desc	mp_stats_name	pre_battle_speech_parameter	can_be_regionless	card_colour_r	card_colour_g	card_colour_b	diplomacy_culture	senator_total	use_legion_names
pel_rebels_other_greeks	2041770340	sc_rom_greek	playable	Greek Rebels	Greek Rebels	115	hellenic	greek	true	false	false	data\ui\units\icons\france	data\ui\flags\Rebels_Hellenic		data\ui\flags\Carthage	109.0000	107.0000	95.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	pel_greek	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Greek Rebels!	You are defending against Greek Rebels!		FACTION_CHOSOKABE	true	109.0000	107.0000	95.0000	rom_Hellenistic	0	false
pel_rebels_persian	2041770355	sc_rom_eastern	playable	Persian Rebels	Persian Rebels	131	eastern	greek	true	false	false	data\ui\units\icons\france	data\ui\flags\Rebels_Eastern		data\ui\flags\Carthage	109.0000	107.0000	95.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	pel_persian	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Persian Rebels!	You are defending against Persian Rebels!		FACTION_CHOSOKABE	true	109.0000	107.0000	95.0000	rom_Eastern	0	false
pel_rodos	2041770286	sc_rom_greek	playable	Rodos	Rodos	115	hellenic	greek	false	false	false	data\ui\units\icons\france	data\ui\flags\Rhodos		data\ui\flags\Carthage	85.0000	104.0000	162.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	pel_greek	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Rodos!	You are defending against Rodos!		FACTION_CHOSOKABE	true	85.0000	104.0000	162.0000	rom_Hellenistic	0	false
pel_sparta	2041770211	sc_rom_greek	playable	Sparta	Sparta	115	hellenic	greek	false	true	true	data\ui\units\icons\france	data\ui\flags\Sparta		data\ui\flags\Carthage	96.0000	5.0000	2.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	pel_spartan	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Sparta!	You are defending against Sparta!		FACTION_CHOSOKABE	true	96.0000	5.0000	2.0000	rom_Hellenistic	400	false
pel_sparta_civil_war	2041770220	sc_rom_greek	playable	Spartan Gerousia	Spartan Gerousia	115	hellenic	greek	false	false	false	data\ui\units\icons\france	data\ui\flags\Sparta_Civil_War		data\ui\flags\Carthage	74.0000	72.0000	75.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	pel_spartan	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking the Spartan Gerousia!	You are defending against the Spartan Gerousia!		FACTION_CHOSOKABE	true	74.0000	72.0000	75.0000	rom_Hellenistic	0	false
pel_sparta_secession	2041770778	sc_rom_greek	playable	Spartan Secessionists	Spartan Secessionists	115	hellenic	greek	false	false	false	data\ui\units\icons\france	data\ui\flags\Sparta_Civil_War		data\ui\flags\Carthage	74.0000	72.0000	75.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	pel_spartan	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Spartan Gerousia!	You are defending against Spartan Gerousia!		FACTION_CHOSOKABE	true	74.0000	72.0000	75.0000	rom_Hellenistic	0	false
pel_thessaly	2041770250	sc_rom_greek	playable	Thessalian League	Thessalian League	115	hellenic	greek	false	false	false	data\ui\units\icons\france	data\ui\flags\Thessaly		data\ui\flags\Carthage	152.0000	49.0000	9.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	pel_greek	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking the Thessalian League!	You are defending against the Thessalian League!		FACTION_CHOSOKABE	true	152.0000	49.0000	9.0000	rom_Hellenistic	0	false
pel_thraike	2041770299	sc_rom_daco_thracian	playable	Thraike	Thraike Kingdom	108	barbarian	greek	false	false	false	data\ui\units\icons\france	data\ui\flags\Odryssian Kingdom		data\ui\flags\Carthage	194.0000	206.0000	196.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	pel_thracian	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Thraike!	You are defending against Thraike!		FACTION_CHOSOKABE	true	194.0000	206.0000	196.0000	rom_Barbarian	0	false
pro_gaul	2041768810	sc_rom_celtic	playable	Gaul	Gaul	55	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Senones		data\ui\flags\Carthage	118.0000	147.0000	60.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	cisalpine_celts	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Gaul!	You are defending against Gaul!		FACTION_CHOSOKABE	true	118.0000	147.0000	60.0000	rom_Barbarian	0	false
pro_greek_cities	2041768813	sc_rom_greek	playable	Greek Cities	Greek	48	hellenic		false	false	false	data\ui\units\icons\france	data\ui\flags\Magna Grecia		data\ui\flags\Carthage	226.0000	116.0000	26.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	athens_syracuse	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking the Greek Cities!	You are defending against the Greek Cities!		FACTION_CHOSOKABE	true	226.0000	116.0000	26.0000	rom_Hellenistic	0	false
pro_lucanian	2041768817	sc_rom_roman	playable	Lucania	Lucanian	46	default		false	false	false	data\ui\units\icons\france	data\ui\flags\Lucanian		data\ui\flags\Carthage	255.0000	255.0000	255.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	roman	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Liguria!	You are defending against Liguria!		FACTION_CHOSOKABE	true	255.0000	255.0000	255.0000	rom_Roman	0	false
pro_rebels	2041768946	sc_rom_roman	playable	Italian Rebels	Italian Rebels	46	default		true	false	false	data\ui\units\icons\france	data\ui\flags\Rebels_Slave		data\ui\flags\Carthage	133.0000	133.0000	133.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	italian	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Italian Rebels!	You are defending against Italian Rebels!		FACTION_CHOSOKABE	true	133.0000	133.0000	133.0000	rom_Roman	0	false
pro_roman_allies	2041768954	sc_rom_roman	playable	Rome	Rome	46	default		false	false	false	data\ui\units\icons\france	data\ui\flags\Rome		data\ui\flags\Rome	141.0000	13.0000	4.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	roman	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Rome!	You are defending against Rome!		FACTION_CHOSOKABE	true	141.0000	13.0000	4.0000	rom_Roman	0	false
pro_rome	2041768803	sc_rom_roman	playable	Rome	Rome	46	default		false	false	false	data\ui\units\icons\france	data\ui\flags\Rome		data\ui\flags\Rome	166.0000	36.0000	22.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	roman	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Rome!	You are defending against Rome!		FACTION_CHOSOKABE	true	167.0000	20.0000	2.0000	rom_Roman	500	true
pro_samnites	2041768806	sc_rom_roman	playable	Samnites	Samnite	46	default		false	false	false	data\ui\units\icons\france	data\ui\flags\Samnites		data\ui\flags\Carthage	83.0000	141.0000	213.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	italian	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Samnium!	You are defending against Samnium!		FACTION_CHOSOKABE	true	83.0000	141.0000	213.0000	rom_Roman	0	false
pun_allobroges	2041769488	sc_rom_gaul	playable	Allobroges	Allobroges	55	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Allobroges		data\ui\flags\Carthage	119.0000	181.0000	89.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	gallic	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking the Allobroges!	You are defending against the Allobroges!		FACTION_CHOSOKABE	true	119.0000	181.0000	89.0000	rom_Barbarian	0	false
pun_arevaci	2041769585	sc_rom_celtiberian	playable	Arevaci	Arevaci	55	barbarian		false	true	true	data\ui\units\icons\france	data\ui\flags\Arevaci		data\ui\flags\Carthage	170.0000	74.0000	60.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	celtiberian	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking the Arevaci!	You are defending against the Arevaci!		FACTION_CHOSOKABE	true	170.0000	74.0000	60.0000	rom_Barbarian	1200	false
pun_arevaci_civil_war	2041769596	sc_rom_celtiberian	playable	Arevaci Tribal Council	Arevaci	55	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Arevaci_civil_war		data\ui\flags\Carthage	227.0000	179.0000	44.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	celtiberian	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking the Arevaci Tribal Counci!	You are defending against the Arevaci Tribal Council!		FACTION_CHOSOKABE	true	227.0000	179.0000	44.0000	rom_Barbarian	0	false
pun_arevaci_secession	2041770779	sc_rom_celtiberian	playable	Arevaci Secessionists	Arevaci Secessionists	55	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Arevaci_civil_war		data\ui\flags\Carthage	227.0000	179.0000	44.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	celtiberian	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Arevaci Secessionists!	You are defending against Arevaci Secessionists!		FACTION_CHOSOKABE	true	227.0000	179.0000	44.0000	rom_Barbarian	0	false
pun_astures	2041769514	sc_rom_celtiberian	playable	Astures	Astures	55	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Astures		data\ui\flags\Carthage	123.0000	46.0000	36.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	celtiberian	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking the Astures!	You are defending against the Astures!		FACTION_CHOSOKABE	true	123.0000	46.0000	36.0000	rom_Barbarian	0	false
pun_boii	2041769460	sc_rom_gaul	playable	Boii	Boii	55	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Senones		data\ui\flags\Carthage	118.0000	147.0000	60.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	boii	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking the Boii!	You are defending against the Boii!		FACTION_CHOSOKABE	true	118.0000	147.0000	60.0000	rom_Barbarian	0	false
pun_cantrabri	2041769512	sc_rom_celtiberian	playable	Cantabri	Cantabri	55	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Cantabri		data\ui\flags\Carthage	190.0000	173.0000	163.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	celtiberian	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking the Cantabri!	You are defending against the Cantabri!		FACTION_CHOSOKABE	true	190.0000	173.0000	163.0000	rom_Barbarian	0	false
pun_carpetani	2041769434	sc_rom_celtiberian	playable	Carpetani	Carpetani	55	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Carpetani		data\ui\flags\Carthage	119.0000	72.0000	49.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	celtiberian	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking the Carpetani!	You are defending against the Carpetani!		FACTION_CHOSOKABE	true	119.0000	72.0000	49.0000	rom_Barbarian	0	false
pun_carthage	2041769407	sc_rom_carthaginian	playable	Carthage	Carthage	81	hellenic		false	true	true	data\ui\units\icons\france	data\ui\flags\Carthage		data\ui\flags\Carthage	228.0000	217.0000	199.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	carthaginian	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Carthage!	You are defending against Carthage!		FACTION_CHOSOKABE	true	116.0000	25.0000	43.0000	rom_Eastern	300	false
pun_carthage_civil_war	2041769594	sc_rom_carthaginian	playable	Adirim loyalists	Adirim loyalists	81	hellenic		false	false	false	data\ui\units\icons\france	data\ui\flags\Carthage_Civil_War		data\ui\flags\Carthage	116.0000	25.0000	43.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	carthaginian	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Carthaginian Adirim Loyalists!	You are defending against Carthaginian Adirim Loyalists!		FACTION_CHOSOKABE	true	116.0000	25.0000	43.0000	rom_Eastern	0	false
pun_carthage_secession	2041770783	sc_rom_carthaginian	playable	Adirim Secessionists	Adirim Secessionists	81	hellenic		false	false	false	data\ui\units\icons\france	data\ui\flags\Carthage_Civil_War		data\ui\flags\Carthage	116.0000	25.0000	43.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	carthaginian	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Adirim Secessionists!	You are defending against Adirim Secessionists!		FACTION_CHOSOKABE	true	116.0000	25.0000	43.0000	rom_Eastern	0	false
pun_celtici	2041769440	sc_rom_celtiberian	playable	Celtici	Celtici	55	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Celtici		data\ui\flags\Carthage	72.0000	100.0000	77.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	celtiberian	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking the Celtici!	You are defending against the Celtici!		FACTION_CHOSOKABE	true	72.0000	100.0000	77.0000	rom_Barbarian	0	false
pun_cessetani	2041769497	sc_rom_celtiberian	playable	Cessetani	Cessetani	55	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Cessetani		data\ui\flags\Carthage	199.0000	167.0000	126.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	iberian	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking the Cessetani!	You are defending against the Cessetani!		FACTION_CHOSOKABE	true	199.0000	167.0000	126.0000	rom_Barbarian	0	false
pun_emporion	2041769396	sc_rom_greek	playable	Emporion	Emporion	48	hellenic		false	false	false	data\ui\units\icons\france	data\ui\flags\Emporion		data\ui\flags\Carthage	13.0000	86.0000	131.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	greek_minor	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Emporion!	You are defending against Emporion!		FACTION_CHOSOKABE	true	13.0000	86.0000	131.0000	rom_Hellenistic	0	false
pun_etruscan	2041769370	sc_rom_roman	playable	Etruscan League	Etruscan League	46	default		false	false	false	data\ui\units\icons\france	data\ui\flags\Etruscan League		data\ui\flags\Carthage	149.0000	164.0000	187.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	italian	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking the Etruscan League!	You are defending against the Etruscan League!		FACTION_CHOSOKABE	true	149.0000	164.0000	187.0000	rom_Barbarian	0	false
pun_gaetuli	2041769538	sc_rom_african_arabian	playable	Gaetuli	Gaetuli	63	eastern		false	false	false	data\ui\units\icons\france	data\ui\flags\Gaetuli		data\ui\flags\Carthage	250.0000	229.0000	164.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	numidian	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking the Gaetuli!	You are defending against the Gaetuli!		FACTION_CHOSOKABE	true	250.0000	229.0000	164.0000	rom_Eastern	0	false
pun_galleaci	2041769523	sc_rom_celtiberian	playable	Gallaeci	Gallaeci	55	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Galleaci		data\ui\flags\Carthage	221.0000	169.0000	96.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	iberian	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking the Gallaeci!	You are defending against the Gallaeci!		FACTION_CHOSOKABE	true	221.0000	169.0000	96.0000	rom_Barbarian	0	false
pun_garamantia	2041769539	sc_rom_african_arabian	playable	Garamantia	Garamantia	63	eastern		false	false	false	data\ui\units\icons\france	data\ui\flags\Garamantia		data\ui\flags\Carthage	166.0000	122.0000	87.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	african	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Garamantia!	You are defending against Garamantia!		FACTION_CHOSOKABE	true	166.0000	122.0000	87.0000	rom_Eastern	0	false
pun_illercavones	2041769426	sc_rom_celtiberian	playable	Illercavones	Illercavones	55	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Illercavones		data\ui\flags\Carthage	237.0000	168.0000	46.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	iberian	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking the Illercavones!	You are defending against the Illercavones!		FACTION_CHOSOKABE	true	237.0000	168.0000	46.0000	rom_Barbarian	0	false
pun_illergetes	2041769504	sc_rom_celtiberian	playable	Illergetes	Illergetes	55	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Illergetes		data\ui\flags\Carthage	138.0000	80.0000	20.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	celtiberian	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking the Illergetes!	You are defending against the Illergetes!		FACTION_CHOSOKABE	true	138.0000	80.0000	20.0000	rom_Barbarian	0	false
pun_insubres	2041769474	sc_rom_celtic	playable	Insubres	Insubres	55	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Insubres		data\ui\flags\Carthage	112.0000	75.0000	57.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	cisalpine_celts	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking the Insubres!	You are defending against the Insubres!		FACTION_CHOSOKABE	true	112.0000	75.0000	57.0000	rom_Barbarian	0	false
pun_libya	2041769591	sc_rom_carthaginian	playable	Libya	Libya	81	hellenic		false	false	false	data\ui\units\icons\france	data\ui\flags\Libya		data\ui\flags\Carthage	170.0000	74.0000	60.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	carthaginian_colony	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Libya!	You are defending against Libya!		FACTION_CHOSOKABE	true	170.0000	74.0000	60.0000	rom_Eastern	0	false
pun_liguria	2041769485	sc_rom_celtic	playable	Liguria	Liguria	55	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Liguria		data\ui\flags\Carthage	182.0000	192.0000	169.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	cisalpine_celts	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Liguria!	You are defending against Liguria!		FACTION_CHOSOKABE	true	182.0000	192.0000	169.0000	rom_Barbarian	0	false
pun_lusitani	2041769580	sc_rom_celtiberian	playable	Lusitani	Lusitani	55	barbarian		false	true	true	data\ui\units\icons\france	data\ui\flags\Lusitani		data\ui\flags\Carthage	236.0000	192.0000	59.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	iberian	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking the Lusitani!	You are defending against the Lusitani!		FACTION_CHOSOKABE	true	236.0000	192.0000	59.0000	rom_Barbarian	1200	false
pun_lusitani_civil_war	2041769602	sc_rom_celtiberian	playable	Lusitani Tribal Council	Lusitani	55	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Lusitani_civil_war		data\ui\flags\Carthage	117.0000	136.0000	53.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	iberian	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking the Lusitani Tribal Council!	You are defending against the Lusitani Tribal Council!		FACTION_CHOSOKABE	true	117.0000	136.0000	53.0000	rom_Barbarian	0	false
pun_lusitani_secession	2041770784	sc_rom_celtiberian	playable	Lusitani Secessionists	Lusitani Secessionists	55	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Lusitani_civil_war		data\ui\flags\Carthage	117.0000	136.0000	53.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	iberian	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Lusitani Secessionists!	You are defending against Lusitani Secessionists!		FACTION_CHOSOKABE	true	117.0000	136.0000	53.0000	rom_Barbarian	0	false
pun_masaesyli	2041769405	sc_rom_african_arabian	playable	Masaesyli	Masaesyli	63	eastern		false	false	false	data\ui\units\icons\france	data\ui\flags\Masaesyli		data\ui\flags\Carthage	127.0000	132.0000	136.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	numidian	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking the Masaesyli!	You are defending against the Masaesyli!		FACTION_CHOSOKABE	true	127.0000	132.0000	136.0000	rom_Eastern	0	false
pun_massilia	2041769386	sc_rom_greek	playable	Massilia	Massilia	48	hellenic		false	false	false	data\ui\units\icons\france	data\ui\flags\Massilia		data\ui\flags\Carthage	33.0000	37.0000	64.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	massilia	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Massilia!	You are defending against Massilia!		FACTION_CHOSOKABE	true	33.0000	37.0000	64.0000	rom_Hellenistic	0	false
pun_massyli	2041769429	sc_rom_african_arabian	playable	Massyli	Massyli	63	eastern		false	false	false	data\ui\units\icons\france	data\ui\flags\Massyli		data\ui\flags\Carthage	139.0000	107.0000	100.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	numidian	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking the Massyli!	You are defending against the Massyli!		FACTION_CHOSOKABE	true	139.0000	107.0000	100.0000	rom_Eastern	0	false
pun_mauri	2041769529	sc_rom_african_arabian	playable	Mauri	Mauri	63	eastern		false	false	false	data\ui\units\icons\france	data\ui\flags\Mauri		data\ui\flags\Carthage	177.0000	157.0000	137.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	african	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking the Mauri!	You are defending against the Mauri!		FACTION_CHOSOKABE	true	177.0000	157.0000	137.0000	rom_Eastern	0	false
pun_oretani	2041769421	sc_rom_celtiberian	playable	Oretani	Oretani	55	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Oretani		data\ui\flags\Carthage	237.0000	116.0000	46.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	iberian	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking the Oretani!	You are defending against the Oretani!		FACTION_CHOSOKABE	true	237.0000	116.0000	46.0000	rom_Barbarian	0	false
