uniform_name	filename	battle_filename	campaign_porthole_filename	audio_armour_type	audio_weapon_type	audio_shield_type	campaign_politician_filename
FemGen_Boudica	dk_Ice_Boudica_Campaign	dk_Ice_Boudica_Battle	dk_Ice_Boudica_Campaign	leather	sword	wood	dk_Ice_Boudica_Politician
FemGen_Cleopatra	FemGen_Cleopatra_Campaign	FemGen_Cleopatra_Battle	FemGen_Cleopatra_Campaign	metal	spear	wood	FemGen_Cleopatra_Politician
FemGen_Teuta	Dk_Illyria_Teuta_Campaign	Dk_Illyria_Teuta_Battle	Dk_Illyria_Teuta_Campaign	leather	sword	metal	Dk_Illyria_Teuta_Politician
Ger_General_01	Ger_General_01	Ger_General_01_Battle	Ger_General_01	chainmail	sword	wood	Ger_General_politician_01
Ger_General_02	Ger_General_02	Ger_General_02_Battle	Ger_General_02	chainmail	sword	wood	Ger_General_politician_02
Ger_General_03	Ger_General_03	Ger_General_03_Battle	Ger_General_03	chainmail	sword	wood	Ger_General_politician_03
Ger_General_04	Ger_General_04	Ger_General_04_Battle	Ger_General_04	chainmail	sword	wood	Ger_General_politician_04
Ger_General_05	Ger_General_05	Ger_General_05_Battle	Ger_General_05	chainmail	sword	wood	Ger_General_politician_05
Ger_General_06	Ger_General_06	Ger_General_06_Battle	Ger_General_06	chainmail	sword	wood	Ger_General_politician_06
Ger_General_07	Ger_General_07	Ger_General_07_Battle	Ger_General_07	chainmail	sword	wood	Ger_General_politician_07
Ger_General_08	Ger_General_08	Ger_General_08_Battle	Ger_General_08	chainmail	sword	wood	Ger_General_politician_08
Ger_General_09	Ger_General_09	Ger_General_09_Battle	Ger_General_09	chainmail	sword	wood	Ger_General_politician_09
Ger_General_10	Ger_General_10	Ger_General_10_Battle	Ger_General_10	chainmail	sword	wood	Ger_General_politician_10
Ger_General_11	Ger_General_11	Ger_General_11_Battle	Ger_General_11	chainmail	sword	wood	Ger_General_politician_11
Ger_General_12	Ger_General_12	Ger_General_12_Battle	Ger_General_12	chainmail	sword	wood	Ger_General_politician_12
Ger_General_13	Ger_General_13	Ger_General_13_Battle	Ger_General_13	chainmail	sword	wood	Ger_General_politician_13
Ger_General_14	Ger_General_14	Ger_General_14_Battle	Ger_General_14	chainmail	sword	wood	Ger_General_politician_14
Ger_General_15	Ger_General_15	Ger_General_15_Battle	Ger_General_15	chainmail	sword	wood	Ger_General_politician_15
Ger_General_16	Ger_General_16	Ger_General_16_Battle	Ger_General_16	chainmail	sword	wood	Ger_General_politician_16
Ger_General_17	Ger_General_17	Ger_General_17_Battle	Ger_General_17	chainmail	sword	wood	Ger_General_politician_17
Ger_General_18	Ger_General_18	Ger_General_18_Battle	Ger_General_18	chainmail	sword	wood	Ger_General_politician_18
Ger_General_19	Ger_General_19	Ger_General_19_Battle	Ger_General_19	chainmail	sword	wood	Ger_General_politician_19
Ger_General_20	Ger_General_20	Ger_General_20_Battle	Ger_General_20	chainmail	sword	wood	Ger_General_politician_20
Ger_General_21	Ger_General_21	Ger_General_21_Battle	Ger_General_21	chainmail	sword	wood	Ger_General_politician_21
Ger_General_22	Ger_General_22	Ger_General_22_Battle	Ger_General_22	chainmail	sword	wood	Ger_General_politician_22
Ger_General_23	Ger_General_23	Ger_General_23_Battle	Ger_General_23	chainmail	sword	wood	Ger_General_politician_23
Ger_General_24	Ger_General_24	Ger_General_24_Battle	Ger_General_24	chainmail	sword	wood	Ger_General_politician_24
Ger_General_25	Ger_General_25	Ger_General_25_Battle	Ger_General_25	chainmail	sword	wood	Ger_General_politician_25
Ger_General_26	Ger_General_26	Ger_General_26_Battle	Ger_General_26	chainmail	sword	wood	Ger_General_politician_26
Ger_General_27	Ger_General_27	Ger_General_27_Battle	Ger_General_27	chainmail	sword	wood	Ger_General_politician_27
Ger_General_28	Ger_General_28	Ger_General_28_Battle	Ger_General_28	chainmail	sword	wood	Ger_General_politician_28
Ger_General_29	Ger_General_29	Ger_General_29_Battle	Ger_General_29	chainmail	sword	wood	Ger_General_politician_29
Ger_General_30	Ger_General_30	Ger_General_30_Battle	Ger_General_30	chainmail	sword	wood	Ger_General_politician_30
Gre_General_01	Gre_General_01	Gre_General_01_Battle	Gre_General_01	bronze	sword	bronze	Gre_General_politician_01
Gre_General_02	Gre_General_02	Gre_General_02_Battle	Gre_General_02	bronze	sword	bronze	Gre_General_politician_02
Gre_General_03	Gre_General_03	Gre_General_03_Battle	Gre_General_03	bronze	sword	bronze	Gre_General_politician_03
Gre_General_04	Gre_General_04	Gre_General_04_Battle	Gre_General_04	bronze	sword	bronze	Gre_General_politician_04
Gre_General_05	Gre_General_05	Gre_General_05_Battle	Gre_General_05	bronze	sword	bronze	Gre_General_politician_05
Gre_General_06	Gre_General_06	Gre_General_06_Battle	Gre_General_06	bronze	sword	bronze	Gre_General_politician_06
Gre_General_07	Gre_General_07	Gre_General_07_Battle	Gre_General_07	bronze	sword	bronze	Gre_General_politician_07
Gre_General_08	Gre_General_08	Gre_General_08_Battle	Gre_General_08	bronze	sword	bronze	Gre_General_politician_08
Gre_General_09	Gre_General_09	Gre_General_09_Battle	Gre_General_09	bronze	sword	bronze	Gre_General_politician_09
Gre_General_10	Gre_General_10	Gre_General_10_Battle	Gre_General_10	bronze	sword	bronze	Gre_General_politician_10
Gre_General_11	Gre_General_11	Gre_General_11_Battle	Gre_General_11	bronze	sword	bronze	Gre_General_politician_11
Gre_General_12	Gre_General_12	Gre_General_12_Battle	Gre_General_12	bronze	sword	bronze	Gre_General_politician_12
Gre_General_13	Gre_General_13	Gre_General_13_Battle	Gre_General_13	bronze	sword	bronze	Gre_General_politician_13
Gre_General_14	Gre_General_14	Gre_General_14_Battle	Gre_General_14	bronze	sword	bronze	Gre_General_politician_14
Gre_General_15	Gre_General_15	Gre_General_15_Battle	Gre_General_15	bronze	sword	bronze	Gre_General_politician_15
Gre_General_16	Gre_General_16	Gre_General_16_Battle	Gre_General_16	bronze	sword	bronze	Gre_General_politician_16
Gre_General_17	Gre_General_17	Gre_General_17_Battle	Gre_General_17	bronze	sword	bronze	Gre_General_politician_17
Gre_General_18	Gre_General_18	Gre_General_18_Battle	Gre_General_18	bronze	sword	bronze	Gre_General_politician_18
Gre_General_19	Gre_General_19	Gre_General_19_Battle	Gre_General_19	bronze	sword	bronze	Gre_General_politician_19
Gre_General_20	Gre_General_20	Gre_General_20_Battle	Gre_General_20	bronze	sword	bronze	Gre_General_politician_20
Gre_General_21	Gre_General_21	Gre_General_21_Battle	Gre_General_21	bronze	sword	bronze	Gre_General_politician_21
Gre_General_22	Gre_General_22	Gre_General_22_Battle	Gre_General_22	bronze	sword	bronze	Gre_General_politician_22
Gre_General_23	Gre_General_23	Gre_General_23_Battle	Gre_General_23	bronze	sword	bronze	Gre_General_politician_23
Gre_General_24	Gre_General_24	Gre_General_24_Battle	Gre_General_24	bronze	sword	bronze	Gre_General_politician_24
Gre_General_25	Gre_General_25	Gre_General_25_Battle	Gre_General_25	bronze	sword	bronze	Gre_General_politician_25
Gre_General_26	Gre_General_26	Gre_General_26_Battle	Gre_General_26	bronze	sword	bronze	Gre_General_politician_26
Gre_General_27	Gre_General_27	Gre_General_27_Battle	Gre_General_27	bronze	sword	bronze	Gre_General_politician_27
Gre_General_28	Gre_General_28	Gre_General_28_Battle	Gre_General_28	bronze	sword	bronze	Gre_General_politician_28
Gre_General_29	Gre_General_29	Gre_General_29_Battle	Gre_General_29	bronze	sword	bronze	Gre_General_politician_29
Gre_General_30	Gre_General_30	Gre_General_30_Battle	Gre_General_30	bronze	sword	bronze	Gre_General_politician_30
Hannibal_Barca	Hannibal_Barca_Punic	Hannibal_Barca_Punic_Battle	Hannibal_Barca_Punic	bronze	sword	wood	Hannibal_Barca_Punic
Horse_Roman	campaign_horse		campaign_horse	leather	club	wood	
Ibe_General_01	Ibe_General_01	Ibe_General_01_Battle	Ibe_General_01	chainmail	sword	wood	Ibe_General_politician_01
Ibe_General_02	Ibe_General_02	Ibe_General_02_Battle	Ibe_General_02	chainmail	sword	wood	Ibe_General_politician_02
Ibe_General_03	Ibe_General_03	Ibe_General_03_Battle	Ibe_General_03	chainmail	sword	wood	Ibe_General_politician_03
Ibe_General_04	Ibe_General_04	Ibe_General_04_Battle	Ibe_General_04	chainmail	sword	wood	Ibe_General_politician_04
Ibe_General_05	Ibe_General_05	Ibe_General_05_Battle	Ibe_General_05	chainmail	sword	wood	Ibe_General_politician_05
Ibe_General_06	Ibe_General_06	Ibe_General_06_Battle	Ibe_General_06	chainmail	sword	wood	Ibe_General_politician_06
Ibe_General_07	Ibe_General_07	Ibe_General_07_Battle	Ibe_General_07	chainmail	sword	wood	Ibe_General_politician_07
Ibe_General_08	Ibe_General_08	Ibe_General_08_Battle	Ibe_General_08	chainmail	sword	wood	Ibe_General_politician_08
Ibe_General_09	Ibe_General_09	Ibe_General_09_Battle	Ibe_General_09	chainmail	sword	wood	Ibe_General_politician_09
Ibe_General_10	Ibe_General_10	Ibe_General_10_Battle	Ibe_General_10	chainmail	sword	wood	Ibe_General_politician_10
Ibe_General_11	Ibe_General_11	Ibe_General_11_Battle	Ibe_General_11	chainmail	sword	wood	Ibe_General_politician_11
Ibe_General_12	Ibe_General_12	Ibe_General_12_Battle	Ibe_General_12	chainmail	sword	wood	Ibe_General_politician_12
Ibe_General_13	Ibe_General_13	Ibe_General_13_Battle	Ibe_General_13	chainmail	sword	wood	Ibe_General_politician_13
Ibe_General_14	Ibe_General_14	Ibe_General_14_Battle	Ibe_General_14	chainmail	sword	wood	Ibe_General_politician_14
Ibe_General_15	Ibe_General_15	Ibe_General_15_Battle	Ibe_General_15	chainmail	sword	wood	Ibe_General_politician_15
Ibe_General_16	Ibe_General_16	Ibe_General_16_Battle	Ibe_General_16	chainmail	sword	wood	Ibe_General_politician_16
Ibe_General_17	Ibe_General_17	Ibe_General_17_Battle	Ibe_General_17	chainmail	sword	wood	Ibe_General_politician_17
Ibe_General_18	Ibe_General_18	Ibe_General_18_Battle	Ibe_General_18	chainmail	sword	wood	Ibe_General_politician_18
Ibe_General_19	Ibe_General_19	Ibe_General_19_Battle	Ibe_General_19	chainmail	sword	wood	Ibe_General_politician_19
Ibe_General_20	Ibe_General_20	Ibe_General_20_Battle	Ibe_General_20	chainmail	sword	wood	Ibe_General_politician_20
Ill_General_01	Ill_General_01	Ill_General_01_Battle	Ill_General_01	bronze	sword	bronze	Ill_General_politician_01
Ill_General_02	Ill_General_02	Ill_General_02_Battle	Ill_General_02	bronze	sword	bronze	Ill_General_politician_02
Ill_General_03	Ill_General_03	Ill_General_03_Battle	Ill_General_03	bronze	sword	bronze	Ill_General_politician_03
Ill_General_04	Ill_General_04	Ill_General_04_Battle	Ill_General_04	bronze	sword	bronze	Ill_General_politician_04
Ill_General_05	Ill_General_05	Ill_General_05_Battle	Ill_General_05	bronze	sword	bronze	Ill_General_politician_05
Inv_Rom_Camillus	inv_rom_camillus_campaign	inv_rom_camillus_battle	inv_rom_camillus_campaign	bronze	sword	wood	inv_rom_camillus_campaign
Inv_Samnite_Example_General	Inv_Example_Samnite_General_Campaign	Inv_Example_Samnite_General_Battle	Inv_Example_Samnite_General_Campaign	bronze	sword	wood	Inv_Example_Samnite_General_Campaign
Inv_Sen_Brennus	inv_sen_brennus_campaign	inv_sen_brennus_battle	inv_sen_brennus_campaign	bronze	sword	wood	inv_sen_brennus_campaign
Inv_Syr_Dionysius	inv_syr_dionysius_campaign	inv_syr_dionysius_battle	inv_syr_dionysius_campaign	bronze	sword	wood	inv_syr_dionysius_campaign
Inv_Tar_Archytas	inv_tar_archytas_campaign	inv_tar_archytas_battle	inv_tar_archytas_campaign	bronze	sword	wood	inv_tar_archytas_campaign
Ita_General_01	Ita_General_01	Ita_General_01_Battle	Ita_General_01	bronze	sword	bronze	Ita_General_01
Ita_General_02	Ita_General_02	Ita_General_02_Battle	Ita_General_02	bronze	sword	bronze	Ita_General_02
Ita_General_03	Ita_General_03	Ita_General_03_Battle	Ita_General_03	bronze	sword	bronze	Ita_General_03
Ita_General_04	Ita_General_04	Ita_General_04_Battle	Ita_General_04	bronze	sword	bronze	Ita_General_04
Ita_General_05	Ita_General_05	Ita_General_05_Battle	Ita_General_05	bronze	sword	bronze	Ita_General_05
Ita_General_06	Ita_General_06	Ita_General_06_Battle	Ita_General_06	bronze	sword	bronze	Ita_General_06
Ita_General_07	Ita_General_07	Ita_General_07_Battle	Ita_General_07	bronze	sword	bronze	Ita_General_07
Ita_General_08	Ita_General_08	Ita_General_08_Battle	Ita_General_08	bronze	sword	bronze	Ita_General_08
Ita_General_09	Ita_General_09	Ita_General_09_Battle	Ita_General_09	bronze	sword	bronze	Ita_General_09
Ita_General_10	Ita_General_10	Ita_General_10_Battle	Ita_General_10	bronze	sword	bronze	Ita_General_10
Lepidus_EE	Lepidus_General_EE	Lepidus_General_Battle_EE	Lepidus_General_EE	bronze	sword	wood	Lepidus_General_Politician_EE
Mark_Antony	Mark_Antony_General_EE	Mark_Antony_General_Battle_EE	Mark_Antony_General_EE	bronze	sword	wood	Mark_Antony_General_Politician_EE
Mark_Antony_EE	Mark_Antony_General_EE	Mark_Antony_General_Battle_EE	Mark_Antony_General_EE	bronze	sword	wood	Mark_Antony_General_Politician_EE
Octavian_EE	Octavian_General_EE	Octavian_General_Battle_EE	Octavian_General_EE	bronze	sword	wood	Octavian_General_Politician_EE
Pel_General_01	Pel_General_01	Pel_General_01_Battle	Pel_General_01	bronze	sword	metal	Pel_General_01_politician
Pel_General_02	Pel_General_02	Pel_General_02_Battle	Pel_General_02	bronze	sword	metal	Pel_General_02_politician
Pel_General_03	Pel_General_03	Pel_General_03_Battle	Pel_General_03	bronze	sword	metal	Pel_General_03_politician
Pel_General_04	Pel_General_04	Pel_General_04_Battle	Pel_General_04	bronze	sword	metal	Pel_General_04_politician
Pel_General_05	Pel_General_05	Pel_General_05_Battle	Pel_General_05	bronze	sword	metal	Pel_General_05_politician
Pel_General_06	Pel_General_06	Pel_General_06_Battle	Pel_General_06	bronze	sword	metal	Pel_General_06_politician
Pel_General_07	Pel_General_07	Pel_General_07_Battle	Pel_General_07	bronze	sword	metal	Pel_General_07_politician
Pel_General_08	Pel_General_08	Pel_General_08_Battle	Pel_General_08	bronze	sword	metal	Pel_General_08_politician
Pel_General_09	Pel_General_09	Pel_General_09_Battle	Pel_General_09	bronze	sword	metal	Pel_General_09_politician
Pel_General_10	Pel_General_10	Pel_General_10_Battle	Pel_General_10	bronze	sword	metal	Pel_General_10_politician
Pel_General_11	Pel_General_11	Pel_General_11_Battle	Pel_General_11	bronze	sword	metal	Pel_General_11_politician
Pel_General_12	Pel_General_12	Pel_General_12_Battle	Pel_General_12	bronze	sword	metal	Pel_General_12_politician
Pel_General_13	Pel_General_13	Pel_General_13_Battle	Pel_General_13	bronze	sword	metal	Pel_General_13_politician
Pel_General_14	Pel_General_14	Pel_General_14_Battle	Pel_General_14	bronze	sword	metal	Pel_General_14_politician
Pel_General_15	Pel_General_15	Pel_General_15_Battle	Pel_General_15	bronze	sword	metal	Pel_General_15_politician
Pel_General_16	Pel_General_16	Pel_General_16_Battle	Pel_General_16	bronze	sword	metal	Pel_General_16_politician
Pel_General_17	Pel_General_17	Pel_General_17_Battle	Pel_General_17	bronze	sword	metal	Pel_General_17_politician
Pel_General_18	Pel_General_18	Pel_General_18_Battle	Pel_General_18	bronze	sword	metal	Pel_General_18_politician
Pel_General_19	Pel_General_19	Pel_General_19_Battle	Pel_General_19	bronze	sword	metal	Pel_General_19_politician
Pel_General_20	Pel_General_20	Pel_General_20_Battle	Pel_General_20	bronze	sword	metal	Pel_General_20_politician
Pel_General_21	Pel_General_21	Pel_General_21_Battle	Pel_General_21	bronze	sword	metal	Pel_General_21_politician
Pel_General_22	Pel_General_22	Pel_General_22_Battle	Pel_General_22	bronze	sword	metal	Pel_General_22_politician
Pel_General_23	Pel_General_23	Pel_General_23_Battle	Pel_General_23	bronze	sword	metal	Pel_General_23_politician
Pel_General_24	Pel_General_24	Pel_General_24_Battle	Pel_General_24	bronze	sword	metal	Pel_General_24_politician
Pel_General_25	Pel_General_25	Pel_General_25_Battle	Pel_General_25	bronze	sword	metal	Pel_General_25_politician
Pel_General_26	Pel_General_26	Pel_General_26_Battle	Pel_General_26	bronze	sword	metal	Pel_General_26_politician
Pel_General_27	Pel_General_27	Pel_General_27_Battle	Pel_General_27	bronze	sword	metal	Pel_General_27_politician
Pel_General_28	Pel_General_28	Pel_General_28_Battle	Pel_General_28	bronze	sword	metal	Pel_General_28_politician
Pel_General_29	Pel_General_29	Pel_General_29_Battle	Pel_General_29	bronze	sword	metal	Pel_General_29_politician
Pel_General_30	Pel_General_30	Pel_General_30_Battle	Pel_General_30	bronze	sword	metal	Pel_General_30_politician
Pel_General_31	Pel_General_31	Pel_General_31_Battle	Pel_General_31	bronze	sword	metal	Pel_General_31_politician
Pel_General_32	Pel_General_32	Pel_General_32_Battle	Pel_General_32	bronze	sword	metal	Pel_General_32_politician
Pel_General_33	Pel_General_33	Pel_General_33_Battle	Pel_General_33	bronze	sword	metal	Pel_General_33_politician
Pel_General_34	Pel_General_34	Pel_General_34_Battle	Pel_General_34	bronze	sword	metal	Pel_General_34_politician
Pel_General_35	Pel_General_35	Pel_General_35_Battle	Pel_General_35	bronze	sword	metal	Pel_General_35_politician
Pel_General_36	Pel_General_36	Pel_General_36_Battle	Pel_General_36	bronze	sword	metal	Pel_General_36_politician
Pel_General_37	Pel_General_37	Pel_General_37_Battle	Pel_General_37	bronze	sword	metal	Pel_General_37_politician
Pel_General_38	Pel_General_38	Pel_General_38_Battle	Pel_General_38	bronze	sword	metal	Pel_General_38_politician
Pel_General_39	Pel_General_39	Pel_General_39_Battle	Pel_General_39	bronze	sword	metal	Pel_General_39_politician
Pel_General_40	Pel_General_40	Pel_General_40_Battle	Pel_General_40	bronze	sword	metal	Pel_General_40_politician
Pel_Persian_General_01	Pel_Persian_General_01	Pel_Persian_General_01_Battle	Pel_Persian_General_01	bronze	axe	wood	Pel_Persian_General_01
Pel_Persian_General_02	Pel_Persian_General_02	Pel_Persian_General_02_Battle	Pel_Persian_General_02	bronze	axe	wood	Pel_Persian_General_02
Pel_Persian_General_03	Pel_Persian_General_03	Pel_Persian_General_03_Battle	Pel_Persian_General_03	bronze	axe	wood	Pel_Persian_General_03
Pel_Persian_General_04	Pel_Persian_General_04	Pel_Persian_General_04_Battle	Pel_Persian_General_04	bronze	axe	wood	Pel_Persian_General_04
Pel_Persian_General_05	Pel_Persian_General_05	Pel_Persian_General_05_Battle	Pel_Persian_General_05	bronze	axe	wood	Pel_Persian_General_05
Pel_Persian_General_06	Pel_Persian_General_06	Pel_Persian_General_06_Battle	Pel_Persian_General_06	bronze	axe	wood	Pel_Persian_General_06
Pel_Persian_General_07	Pel_Persian_General_07	Pel_Persian_General_07_Battle	Pel_Persian_General_07	bronze	axe	wood	Pel_Persian_General_07
Pel_Persian_General_08	Pel_Persian_General_08	Pel_Persian_General_08_Battle	Pel_Persian_General_08	bronze	axe	wood	Pel_Persian_General_08
Pel_Persian_General_09	Pel_Persian_General_09	Pel_Persian_General_09_Battle	Pel_Persian_General_09	bronze	axe	wood	Pel_Persian_General_09
Pel_Persian_General_10	Pel_Persian_General_10	Pel_Persian_General_10_Battle	Pel_Persian_General_10	bronze	axe	wood	Pel_Persian_General_10
Pel_Spa_General_01	Pel_Spa_General_01	Pel_Spa_General_01_Battle	Pel_Spa_General_01	bronze	sword	metal	Pel_Spa_General_01_politician
Pel_Spa_General_02	Pel_Spa_General_02	Pel_Spa_General_02_Battle	Pel_Spa_General_02	bronze	sword	metal	Pel_Spa_General_02_politician
Pel_Spa_General_03	Pel_Spa_General_03	Pel_Spa_General_03_Battle	Pel_Spa_General_03	bronze	sword	metal	Pel_Spa_General_03_politician
Pel_Spa_General_04	Pel_Spa_General_04	Pel_Spa_General_04_Battle	Pel_Spa_General_04	bronze	sword	metal	Pel_Spa_General_04_politician
Pel_Spa_General_05	Pel_Spa_General_05	Pel_Spa_General_05_Battle	Pel_Spa_General_05	bronze	sword	metal	Pel_Spa_General_05_politician
Pel_Spa_General_06	Pel_Spa_General_06	Pel_Spa_General_06_Battle	Pel_Spa_General_06	bronze	sword	metal	Pel_Spa_General_06_politician
Pel_Spa_General_07	Pel_Spa_General_07	Pel_Spa_General_07_Battle	Pel_Spa_General_07	bronze	sword	metal	Pel_Spa_General_07_politician
Pel_Spa_General_08	Pel_Spa_General_08	Pel_Spa_General_08_Battle	Pel_Spa_General_08	bronze	sword	metal	Pel_Spa_General_08_politician
Pel_Spa_General_09	Pel_Spa_General_09	Pel_Spa_General_09_Battle	Pel_Spa_General_09	bronze	sword	metal	Pel_Spa_General_09_politician
Pel_Spa_General_10	Pel_Spa_General_10	Pel_Spa_General_10_Battle	Pel_Spa_General_10	bronze	sword	metal	Pel_Spa_General_10_politician
Pel_Spa_General_11	Pel_Spa_General_11	Pel_Spa_General_11_Battle	Pel_Spa_General_11	bronze	sword	metal	Pel_Spa_General_11_politician
Pel_Spa_General_12	Pel_Spa_General_12	Pel_Spa_General_12_Battle	Pel_Spa_General_12	bronze	sword	metal	Pel_Spa_General_12_politician
Pel_Spa_General_13	Pel_Spa_General_13	Pel_Spa_General_13_Battle	Pel_Spa_General_13	bronze	sword	metal	Pel_Spa_General_13_politician
Pel_Spa_General_14	Pel_Spa_General_14	Pel_Spa_General_14_Battle	Pel_Spa_General_14	bronze	sword	metal	Pel_Spa_General_14_politician
Pel_Spa_General_15	Pel_Spa_General_15	Pel_Spa_General_15_Battle	Pel_Spa_General_15	bronze	sword	metal	Pel_Spa_General_15_politician
Pel_Spa_General_16	Pel_Spa_General_16	Pel_Spa_General_16_Battle	Pel_Spa_General_16	bronze	sword	metal	Pel_Spa_General_16_politician
Pel_Spa_General_17	Pel_Spa_General_17	Pel_Spa_General_17_Battle	Pel_Spa_General_17	bronze	sword	metal	Pel_Spa_General_17_politician
Pel_Spa_General_18	Pel_Spa_General_18	Pel_Spa_General_18_Battle	Pel_Spa_General_18	bronze	sword	metal	Pel_Spa_General_18_politician
Pel_Spa_General_19	Pel_Spa_General_19	Pel_Spa_General_19_Battle	Pel_Spa_General_19	bronze	sword	metal	Pel_Spa_General_19_politician
Pel_Spa_General_20	Pel_Spa_General_20	Pel_Spa_General_20_Battle	Pel_Spa_General_20	bronze	sword	metal	Pel_Spa_General_20_politician
Pompey_EE	Pompey_General_EE	Pompey_General_Battle_EE	Pompey_General_EE	bronze	sword	wood	Pompey_General_Politician_EE
Rom_General_01	Rom_General_01	Rom_General_01_Battle	Rom_General_01	bronze	sword	wood	Rom_General_politician_01
Rom_General_02	Rom_General_02	Rom_General_02_Battle	Rom_General_02	bronze	sword	wood	Rom_General_politician_02
Rom_General_03	Rom_General_03	Rom_General_03_Battle	Rom_General_03	bronze	sword	wood	Rom_General_politician_03
Rom_General_04	Rom_General_04	Rom_General_04_Battle	Rom_General_04	bronze	sword	wood	Rom_General_politician_04
Rom_General_05	Rom_General_05	Rom_General_05_Battle	Rom_General_05	bronze	sword	wood	Rom_General_politician_05
Rom_General_06	Rom_General_06	Rom_General_06_Battle	Rom_General_06	bronze	sword	wood	Rom_General_politician_06
Rom_General_07	Rom_General_07	Rom_General_07_Battle	Rom_General_07	bronze	sword	wood	Rom_General_politician_07
Rom_General_08	Rom_General_08	Rom_General_08_Battle	Rom_General_08	bronze	sword	wood	Rom_General_politician_08
Rom_General_09	Rom_General_09	Rom_General_09_Battle	Rom_General_09	bronze	sword	wood	Rom_General_politician_09
Rom_General_10	Rom_General_10	Rom_General_10_Battle	Rom_General_10	bronze	sword	wood	Rom_General_politician_10
Rom_General_11	Rom_General_11	Rom_General_11_Battle	Rom_General_11	bronze	sword	wood	Rom_General_politician_11
Rom_General_12	Rom_General_12	Rom_General_12_Battle	Rom_General_12	bronze	sword	wood	Rom_General_politician_12
Rom_General_13	Rom_General_13	Rom_General_13_Battle	Rom_General_13	bronze	sword	wood	Rom_General_politician_13
Rom_General_14	Rom_General_14	Rom_General_14_Battle	Rom_General_14	bronze	sword	wood	Rom_General_politician_14
Rom_General_15	Rom_General_15	Rom_General_15_Battle	Rom_General_15	bronze	sword	wood	Rom_General_politician_15
Rom_General_16	Rom_General_16	Rom_General_16_Battle	Rom_General_16	bronze	sword	wood	Rom_General_politician_16
Rom_General_17	Rom_General_17	Rom_General_17_Battle	Rom_General_17	bronze	sword	wood	Rom_General_politician_17
Rom_General_18	Rom_General_18	Rom_General_18_Battle	Rom_General_18	bronze	sword	wood	Rom_General_politician_18
Rom_General_19	Rom_General_19	Rom_General_19_Battle	Rom_General_19	bronze	sword	wood	Rom_General_politician_19
Rom_General_20	Rom_General_20	Rom_General_20_Battle	Rom_General_20	bronze	sword	wood	Rom_General_politician_20
Rom_General_21	Rom_General_21	Rom_General_21_Battle	Rom_General_21	bronze	sword	wood	Rom_General_politician_21
Rom_General_22	Rom_General_22	Rom_General_22_Battle	Rom_General_22	bronze	sword	wood	Rom_General_politician_22
Rom_General_23	Rom_General_23	Rom_General_23_Battle	Rom_General_23	bronze	sword	wood	Rom_General_politician_23
Rom_General_24	Rom_General_24	Rom_General_24_Battle	Rom_General_24	bronze	sword	wood	Rom_General_politician_24
Rom_General_25	Rom_General_25	Rom_General_25_Battle	Rom_General_25	bronze	sword	wood	Rom_General_politician_25
Rom_General_26	Rom_General_26	Rom_General_26_Battle	Rom_General_26	bronze	sword	wood	Rom_General_politician_26
Rom_General_27	Rom_General_27	Rom_General_27_Battle	Rom_General_27	bronze	sword	wood	Rom_General_politician_27
Rom_General_28	Rom_General_28	Rom_General_28_Battle	Rom_General_28	bronze	sword	wood	Rom_General_politician_28
Rom_General_29	Rom_General_29	Rom_General_29_Battle	Rom_General_29	bronze	sword	wood	Rom_General_politician_29
Rom_General_30	Rom_General_30	Rom_General_30_Battle	Rom_General_30	bronze	sword	wood	Rom_General_politician_30
Rom_General_31	Rom_General_31	Rom_General_31_Battle	Rom_General_31	bronze	sword	wood	Rom_General_politician_31
Scipio	Scipio_General	Scipio_General_Battle	Scipio_General	bronze	sword	wood	Scipio_General
Scipio_Africanus	Scipio_Africanus_Punic	Scipio_Africanus_Punic_Battle	Scipio_Africanus_Punic	bronze	sword	wood	Scipio_Africanus_Punic
Silanus	Silanus_General	Silanus_General_Battle	Silanus_General	bronze	sword	wood	Silanus_General
Spa_General_01	Spa_General_01	Spa_General_01_Battle	Spa_General_01	bronze	sword	metal	Spa_General_politician_01
Spa_General_02	Spa_General_02	Spa_General_02_Battle	Spa_General_02	bronze	sword	metal	Spa_General_politician_02
Spa_General_03	Spa_General_03	Spa_General_03_Battle	Spa_General_03	bronze	sword	metal	Spa_General_politician_03
Spa_General_04	Spa_General_04	Spa_General_04_Battle	Spa_General_04	bronze	sword	metal	Spa_General_politician_04
Spa_General_05	Spa_General_05	Spa_General_05_Battle	Spa_General_05	bronze	sword	metal	Spa_General_politician_05
Spa_General_06	Spa_General_06	Spa_General_06_Battle	Spa_General_06	bronze	sword	metal	Spa_General_politician_06
Spa_General_07	Spa_General_07	Spa_General_07_Battle	Spa_General_07	bronze	sword	metal	Spa_General_politician_07
Spa_General_08	Spa_General_08	Spa_General_08_Battle	Spa_General_08	bronze	sword	metal	Spa_General_politician_08
Spa_General_09	Spa_General_09	Spa_General_09_Battle	Spa_General_09	bronze	sword	metal	Spa_General_politician_09
Spa_General_10	Spa_General_10	Spa_General_10_Battle	Spa_General_10	bronze	sword	metal	Spa_General_politician_10
Ste_General_01	Ste_General_01	Ste_General_01_Battle	Ste_General_01	chainmail	sword	wood	Ste_General_politician_01
Ste_General_02	Ste_General_02	Ste_General_02_Battle	Ste_General_02	chainmail	sword	wood	Ste_General_politician_02
