unit_caste	unit_category	unit_class	unit_record	unit_set	exclude
			inv_tar_four_assault_greek_tarantine_hoplites	inv_naval_greek	false
			3c_Ara_Arabian_Javelinmen	inv_unarmoured_units	false
			3c_Ara_Arabian_Slingers	inv_unarmoured_units	false
			3c_Ara_Arabian_Spearmen	inv_unarmoured_units	false
			3c_Arm_Armenian_Archers	inv_unarmoured_units	false
			3c_Aux_Archers	inv_unarmoured_units	false
			3c_Aux_Bactrian_Hillmen	inv_unarmoured_units	false
			3c_Aux_Celtic_Archers	inv_unarmoured_units	false
			3c_Aux_Celtic_Spearmen	inv_unarmoured_units	false
			3c_Aux_Eastern_Spearmen	inv_unarmoured_units	false
			3c_Aux_Gallic_Skirmishers	inv_unarmoured_units	false
			3c_Aux_Germanic_Falxmen	inv_unarmoured_units	false
			3c_Aux_Germanic_Hunters	inv_unarmoured_units	false
			3c_Aux_Germanic_Skirmishers	inv_unarmoured_units	false
			3c_Aux_Horse_Skirmishers	inv_unarmoured_units	false
			3c_Aux_Iberian_Swordsmen	inv_unarmoured_units	false
			3c_Aux_Illyrian_Slingers	inv_unarmoured_units	false
			3c_Aux_Persian_Skirmishers	inv_unarmoured_units	false
			3c_Cal_Ambushers	inv_unarmoured_units	false
			3c_Cal_Highland_Archers	inv_unarmoured_units	false
			3c_Cel_Celtic_Levy	inv_unarmoured_units	false
			3c_Cel_Celtic_Skirmishers	inv_unarmoured_units	false
			3c_Cel_Celtic_Spearmen	inv_unarmoured_units	false
			3c_Cel_Celtic_Warhounds	inv_unarmoured_units	false
			3c_Cel_Wolfhounds	inv_unarmoured_units	false
			3c_Eas_Eastern_Bowmen	inv_unarmoured_units	false
			3c_Eas_Eastern_Javelinmen	inv_unarmoured_units	false
			3c_Eas_Hillmen	inv_unarmoured_units	false
			3c_Gal_Gallic_Warriors	inv_unarmoured_units	false
			3c_Ger_Germanic_Hunters	inv_unarmoured_units	false
			3c_Ger_Germanic_Hurlers	inv_unarmoured_units	false
			3c_Ger_Germanic_Pikes	inv_unarmoured_units	false
			3c_Ger_Germanic_Skirmishers	inv_unarmoured_units	false
			3c_Ger_Savage_Dogs	inv_unarmoured_units	false
			3c_Ger_Spear_Levy	inv_unarmoured_units	false
			3c_Goth_Gothic_Falxmen	inv_unarmoured_units	false
			3c_Goth_Gothic_Slingers	inv_unarmoured_units	false
			3c_Goth_Gothic_Warband	inv_unarmoured_units	false
			3c_Marc_Berserkers	inv_unarmoured_units	false
			3c_Marc_Club_Levy	inv_unarmoured_units	false
			3c_Marc_Horse_Hewers	inv_unarmoured_units	false
			3c_Marc_Horse_Runners	inv_unarmoured_units	false
			3c_Marc_Longbow_Hunters	inv_unarmoured_units	false
			3c_Marc_Night_Hunters	inv_unarmoured_units	false
			3c_Marc_Wodanaz_Spears	inv_unarmoured_units	false
			3c_Marc_Wolf_Warriors	inv_unarmoured_units	false
			3c_Mer_Balearic_Slingers	inv_unarmoured_units	false
			3c_Mer_Gladiators	inv_unarmoured_units	false
			3c_Mer_Highland_Archers	inv_unarmoured_units	false
			3c_Mer_Hillmen	inv_unarmoured_units	false
			3c_Mer_Iberian_Swordsmen	inv_unarmoured_units	false
			3c_Mer_Illyrian_Archers	inv_unarmoured_units	false
			3c_Mer_Light_Roman_Skirmishers	inv_unarmoured_units	false
			3c_Mer_Numidian_Infantry	inv_unarmoured_units	false
			3c_Mer_Numidian_Javelinmen	inv_unarmoured_units	false
			3c_Mer_Painted_Warriors	inv_unarmoured_units	false
			3c_Mer_Persian_Archers	inv_unarmoured_units	false
			3c_Mer_Persian_Light_Infantry	inv_unarmoured_units	false
			3c_Mer_Sabean_Javelinmen	inv_unarmoured_units	false
			3c_Mer_Sabean_Spearmen	inv_unarmoured_units	false
			3c_Mer_Thracian_Slingers	inv_unarmoured_units	false
			3c_Mer_Thracian_Warriors	inv_unarmoured_units	false
			3c_Pal_Hillmen	inv_unarmoured_units	false
			3c_Pal_Palmyrene_Skirmishers	inv_unarmoured_units	false
			3c_Pal_Slingers	inv_unarmoured_units	false
			3c_Per_Persian_Light_Infantry	inv_unarmoured_units	false
			3c_Rom_Gladiators	inv_unarmoured_units	false
			3c_Rom_Spear_Gladiators	inv_unarmoured_units	false
			3c_Rom_War_Dogs	inv_unarmoured_units	false
			3c_Sas_Persian_Light_Infantry	inv_unarmoured_units	false
			3c_Sas_Persian_Skirmishers	inv_unarmoured_units	false
			3c_Sas_Sassanian_Levy_Spearmen	inv_unarmoured_units	false
			3c_Sax_Geoguth_Spearmen	inv_unarmoured_units	false
			3c_Ste_Steppe_Spearmen	inv_unarmoured_units	false
			3c_Ste_Steppe_War_Dogs	inv_unarmoured_units	false
			Aet_Sword	inv_unarmoured_units	false
			Afr_Archers	inv_unarmoured_units	false
			Afr_Javelinmen	inv_unarmoured_units	false
			Afr_Large_Shield_Warriors	inv_unarmoured_units	false
			Afr_Levy_Spear	inv_unarmoured_units	false
			Afr_Slingers_Three	inv_unarmoured_units	false
			Afr_Tribesmen	inv_unarmoured_units	false
			Ara_Levy_Skirm	inv_unarmoured_units	false
			Ara_Levy_Spear	inv_unarmoured_units	false
			Ara_Slingers	inv_unarmoured_units	false
			Aux_Afr_Archers	inv_unarmoured_units	false
			Aux_Afr_Spr	inv_unarmoured_units	false
			Aux_Ara_Spr	inv_unarmoured_units	false
			Aux_Bac_Hillmen	inv_unarmoured_units	false
			Aux_Bri_Slingers	inv_unarmoured_units	false
			Aux_Bri_Spear_Band	inv_unarmoured_units	false
			Aux_Cel_Naked_Swords	inv_unarmoured_units	false
			Aux_Cel_Short_Swords	inv_unarmoured_units	false
			Aux_Cel_Skirm	inv_unarmoured_units	false
			Aux_Cel_Warriors	inv_unarmoured_units	false
			Aux_Dac_Bowmen	inv_unarmoured_units	false
			Aux_Dac_Falxmen	inv_unarmoured_units	false
			Aux_Dac_Skirm	inv_unarmoured_units	false
			Aux_Dac_Spears	inv_unarmoured_units	false
			Aux_Eas_Hillmen	inv_unarmoured_units	false
			Aux_Eas_Javelinmen	inv_unarmoured_units	false
			Aux_Egy_Archers	inv_unarmoured_units	false
			Aux_Gal_Warriors	inv_unarmoured_units	false
			Aux_Ger_Longbow_Hunters	inv_unarmoured_units	false
			Aux_Ger_Spear_Brothers	inv_unarmoured_units	false
			Aux_Ibe_Balearic_Slingers	inv_unarmoured_units	false
			Aux_Ibe_Slingers	inv_unarmoured_units	false
			Aux_Ibe_Sword	inv_unarmoured_units	false
			Aux_Ill_Coastal_Levies	inv_unarmoured_units	false
			Aux_Num_Javelinmen	inv_unarmoured_units	false
			Aux_Par_Spear	inv_unarmoured_units	false
			Aux_Per_Archers	inv_unarmoured_units	false
			Aux_Thr_Warriors	inv_unarmoured_units	false
			Bac_Hillmen	inv_unarmoured_units	false
			Bri_Ambushers	inv_unarmoured_units	false
			Bri_Druidic_Nobles	inv_unarmoured_units	false
			Bri_Farmers	inv_unarmoured_units	false
			Bri_Skirm	inv_unarmoured_units	false
			Bri_Slingers	inv_unarmoured_units	false
			Bri_Spear_Band	inv_unarmoured_units	false
			Bri_Sword_Band	inv_unarmoured_units	false
			Car_Mob	inv_unarmoured_units	false
			Cel_Bowmen	inv_unarmoured_units	false
			Cel_Celtic_Warhounds	inv_unarmoured_units	false
			Cel_Fierce_Swords	inv_unarmoured_units	false
			Cel_Freemen_Four	inv_unarmoured_units	false
			Cel_Galatian_Heavy_Raider	inv_unarmoured_units	false
			Cel_Galatian_Raiders	inv_unarmoured_units	false
			Cel_Galatian_Spears	inv_unarmoured_units	false
			Cel_Gallic_Hunters	inv_unarmoured_units	false
			Cel_Guerilla_Swordsmen	inv_unarmoured_units	false
			Cel_Naked_Spears	inv_unarmoured_units	false
			Cel_Naked_Swords	inv_unarmoured_units	false
			Cel_Naked_Warriors	inv_unarmoured_units	false
			Cel_Short_Swords	inv_unarmoured_units	false
			Cel_Skirm	inv_unarmoured_units	false
			Cel_Slingers	inv_unarmoured_units	false
			Cel_Tribesmen	inv_unarmoured_units	false
			Cel_Warriors	inv_unarmoured_units	false
			Cel_Youths	inv_unarmoured_units	false
			CiG_Ger_Bloodsworn	inv_unarmoured_units	false
			CiG_Ger_Club_Levy	inv_unarmoured_units	false
			CiG_Ger_Longbow_Hunters	inv_unarmoured_units	false
			CiG_Ger_Spear_Brothers	inv_unarmoured_units	false
			CiG_Ger_Spear_Levy	inv_unarmoured_units	false
			CiG_Gre_Citizen_Hoplites	inv_unarmoured_units	false
			Dac_Bowmen	inv_unarmoured_units	false
			Dac_Falxmen	inv_unarmoured_units	false
			Dac_Skirm	inv_unarmoured_units	false
			Dac_Spears	inv_unarmoured_units	false
			Dac_Tribesmen	inv_unarmoured_units	false
			Eas_Archers	inv_unarmoured_units	false
			Eas_Bithynian_Infantry	inv_unarmoured_units	false
			Eas_Elite_Archers_Six	inv_unarmoured_units	false
			Eas_Garrison_Spear	inv_unarmoured_units	false
			Eas_Javelinmen	inv_unarmoured_units	false
			Eas_Mob	inv_unarmoured_units	false
			Eas_Slingers	inv_unarmoured_units	false
			Eas_Spear	inv_unarmoured_units	false
			Egy_Archers	inv_unarmoured_units	false
			Egy_Galatian_Sword	inv_unarmoured_units	false
			Egy_Javelinmen	inv_unarmoured_units	false
			Egy_Karian_Axemen	inv_unarmoured_units	false
			Egy_Mob	inv_unarmoured_units	false
			Egy_Nubian_Bowmen	inv_unarmoured_units	false
			Egy_Slingers	inv_unarmoured_units	false
			Emp_Rom_Vigiles	inv_unarmoured_units	false
			Ger_Berserkers	inv_unarmoured_units	false
			Ger_Cimbri_Bowwomen	inv_unarmoured_units	false
			Ger_Hex_Bearers	inv_unarmoured_units	false
			Ger_Horse_Runners	inv_unarmoured_units	false
			Ger_Night_Hunters	inv_unarmoured_units	false
			Ger_Riders_Hunt	inv_unarmoured_units	false
			Ger_Round_Shield_Sword	inv_unarmoured_units	false
			Ger_Slingers	inv_unarmoured_units	false
			Ger_Tribesmen	inv_unarmoured_units	false
			Ger_Wodanaz_Spears	inv_unarmoured_units	false
			Ger_Wolf_Warriors	inv_unarmoured_units	false
			Ger_Youths	inv_unarmoured_units	false
			Gre_Archers	inv_unarmoured_units	false
			Gre_Gorgos_Skirmishers	inv_unarmoured_units	false
			Gre_Javelinmen	inv_unarmoured_units	false
			Gre_Levy_Thureos_Spears	inv_unarmoured_units	false
			Gre_Light_Peltasts	inv_unarmoured_units	false
			Gre_Mob	inv_unarmoured_units	false
			Gre_Molossian_Dogs	inv_unarmoured_units	false
			Gre_Slingers	inv_unarmoured_units	false
			Gre_Spartan_Youths	inv_unarmoured_units	false
			Ibe_Balearic_Slingers	inv_unarmoured_units	false
			Ibe_Guerilla_Warriors	inv_unarmoured_units	false
			Ibe_Lusitani_Guerillas	inv_unarmoured_units	false
			Ibe_Lusitani_Swordswomen	inv_unarmoured_units	false
			Ibe_Painted_Warriors	inv_unarmoured_units	false
			Ibe_Skirm	inv_unarmoured_units	false
			Ibe_Slingers	inv_unarmoured_units	false
			Ibe_Spear	inv_unarmoured_units	false
			Ibe_Sword	inv_unarmoured_units	false
			Ibe_Tribesmen	inv_unarmoured_units	false
			Ill_Levies	inv_unarmoured_units	false
			Ill_Slave_Slingers	inv_unarmoured_units	false
			Ill_Spear	inv_unarmoured_units	false
			Ill_Tribesmen	inv_unarmoured_units	false
			Ita_Levy_Skirm	inv_unarmoured_units	false
			Ita_Levy_Slingers	inv_unarmoured_units	false
			Ita_Mob	inv_unarmoured_units	false
			Mer_Afr_Archers	inv_unarmoured_units	false
			Mer_Afr_Spear	inv_unarmoured_units	false
			Mer_Bac_Hillmen	inv_unarmoured_units	false
			Mer_Bri_Spear_Band	inv_unarmoured_units	false
			Mer_Cel_Naked_Swords	inv_unarmoured_units	false
			Mer_Cel_Short_Swords	inv_unarmoured_units	false
			Mer_Cel_Warhounds	inv_unarmoured_units	false
			Mer_Cel_Warriors	inv_unarmoured_units	false
			Mer_Dac_Bowmen	inv_unarmoured_units	false
			Mer_Dac_Falxmen	inv_unarmoured_units	false
			Mer_Dac_Skirm	inv_unarmoured_units	false
			Mer_Dac_Spears	inv_unarmoured_units	false
			Mer_Eas_Hillmen	inv_unarmoured_units	false
			Mer_Eas_Javelinmen	inv_unarmoured_units	false
			Mer_Egy_Archers	inv_unarmoured_units	false
			Mer_Egy_Leopard_Warriors	inv_unarmoured_units	false
			Mer_Gal_Gallic_Hunters	inv_unarmoured_units	false
			Mer_Ger_Spear_Brothers	inv_unarmoured_units	false
			Mer_Ger_Wolf_Warriors	inv_unarmoured_units	false
			Mer_Gre_Gorgos_Skirmishers	inv_unarmoured_units	false
			Mer_Gre_Molossian_Dogs	inv_unarmoured_units	false
			Mer_Ibe_Balearic_Slingers	inv_unarmoured_units	false
			Mer_Ibe_Lusitani_Swordswomen	inv_unarmoured_units	false
			Mer_Ibe_Sword	inv_unarmoured_units	false
			Mer_Ill_Coastal_Levies	inv_unarmoured_units	false
			Mer_Kushite_Shieldwomen	inv_unarmoured_units	false
			Mer_Thr_Warriors	inv_unarmoured_units	false
			Num_Spear	inv_unarmoured_units	false
			Pel_Archers	inv_unarmoured_units	false
			Pel_Helot_Archers	inv_unarmoured_units	false
			Pel_Helot_Javelinmen	inv_unarmoured_units	false
			Pel_Helot_Slingers	inv_unarmoured_units	false
			Pel_Javelinmen	inv_unarmoured_units	false
			Pel_Kilikian_Javelinmen	inv_unarmoured_units	false
			Pel_Median_Spear	inv_unarmoured_units	false
			Pel_Mer_Agrianian_Axemen	inv_unarmoured_units	false
			Pel_Mer_Kretan_Archers	inv_unarmoured_units	false
			Pel_Mer_Thr_Peltasts	inv_unarmoured_units	false
			Pel_Militia_Hoplites	inv_unarmoured_units	false
			Pel_Persian_Archers	inv_unarmoured_units	false
			Pel_Phyrgian_Spear	inv_unarmoured_units	false
			Pel_Skiritai	inv_unarmoured_units	false
			Pel_Slingers	inv_unarmoured_units	false
			Pel_Spartan_Archer_Marines	inv_unarmoured_units	false
			Pel_Spartan_Youths	inv_unarmoured_units	false
			Pel_Thr_Archers	inv_unarmoured_units	false
			Pel_Thr_Peltasts	inv_unarmoured_units	false
			Pel_Thr_Warriors	inv_unarmoured_units	false
			Rom_Gladiator_Spear	inv_unarmoured_units	false
			Rom_Gladiators	inv_unarmoured_units	false
			Rom_Leves	inv_unarmoured_units	false
			Rom_Plebs	inv_unarmoured_units	false
			Rom_Rorarii	inv_unarmoured_units	false
			Rom_Velites	inv_unarmoured_units	false
			Rom_War_Dogs	inv_unarmoured_units	false
			Ste_Axes_Four	inv_unarmoured_units	false
			Ste_Spear	inv_unarmoured_units	false
			Ste_Tribesmen	inv_unarmoured_units	false
			Thr_Bowmen	inv_unarmoured_units	false
			Thr_Skirm	inv_unarmoured_units	false
			Thr_Slingers	inv_unarmoured_units	false
			Thr_Tribal_Garrison	inv_unarmoured_units	false
			Thr_Warriors	inv_unarmoured_units	false
			dk_ara_desert_levy	inv_unarmoured_units	false
			dk_kush_disciples_of_apedemak	inv_unarmoured_units	false
			dk_kush_kushite_slave_infantry	inv_unarmoured_units	false
			dk_kush_kushite_slave_spearmen	inv_unarmoured_units	false
			dk_kush_leopard_warriors	inv_unarmoured_units	false
			dk_kush_nubian_spearmen_two	inv_unarmoured_units	false
			dk_kush_slave_infantry	inv_unarmoured_units	false
			dk_kush_slave_slingers	inv_unarmoured_units	false
			dk_mer_nubian_bowmen	inv_unarmoured_units	false
			dk_mer_nubian_spearmen	inv_unarmoured_units	false
			dk_nab_desert_pikemen	inv_unarmoured_units	false
			dk_num_desert_vigiles	inv_unarmoured_units	false
			dk_num_gaetuli_tribesmen	inv_unarmoured_units	false
			dk_num_numidian_light_infantry	inv_unarmoured_units	false
			dk_saba_archers_five	inv_unarmoured_units	false
			inv_app_archers	inv_unarmoured_units	false
			inv_app_cavalry	inv_unarmoured_units	false
			inv_app_light_spearmen	inv_unarmoured_units	false
			inv_car_carthaginian_javelin	inv_unarmoured_units	false
			inv_car_mob	inv_unarmoured_units	false
			inv_etr_archers	inv_unarmoured_units	false
			inv_etr_light_spearmen	inv_unarmoured_units	false
			inv_etr_skirmishers	inv_unarmoured_units	false
			inv_etr_slingers	inv_unarmoured_units	false
			inv_gre_militia_spearmen	inv_unarmoured_units	false
			inv_gre_sicillian_skirmishers	inv_unarmoured_units	false
			inv_gre_slingers	inv_unarmoured_units	false
			inv_ill_slave_slingers	inv_unarmoured_units	false
			inv_ill_spearmen	inv_unarmoured_units	false
			inv_ill_tribesmen	inv_unarmoured_units	false
			inv_iol_iolean_javelinmen	inv_unarmoured_units	false
			inv_iol_nuragic_ambushers	inv_unarmoured_units	false
			inv_iol_nuragic_runners	inv_unarmoured_units	false
			inv_iol_sardi_cavalry	inv_unarmoured_units	false
			inv_iol_sardi_hillmen	inv_unarmoured_units	false
			inv_iol_sardi_skirmishers	inv_unarmoured_units	false
			inv_iol_sardi_slingers	inv_unarmoured_units	false
			inv_iol_sardi_spearmen	inv_unarmoured_units	false
			inv_ita_italic_skirmishers	inv_unarmoured_units	false
			inv_ita_italic_slingers	inv_unarmoured_units	false
			inv_ita_italic_spearmen	inv_unarmoured_units	false
			inv_local_apulian_archers	inv_unarmoured_units	false
			inv_local_brutii_slingers	inv_unarmoured_units	false
			inv_local_brutii_tribesmen	inv_unarmoured_units	false
			inv_local_carthaginian_spearmen	inv_unarmoured_units	false
			inv_local_etruscan_spearmen	inv_unarmoured_units	false
			inv_local_gallic_hunters	inv_unarmoured_units	false
			inv_local_greek_archers	inv_unarmoured_units	false
			inv_local_greek_militia	inv_unarmoured_units	false
			inv_local_italian_hillmen	inv_unarmoured_units	false
			inv_local_italian_skirmishers	inv_unarmoured_units	false
			inv_local_italian_slingers	inv_unarmoured_units	false
			inv_local_latin_spearmen	inv_unarmoured_units	false
			inv_local_latin_tribesmen	inv_unarmoured_units	false
			inv_local_sabine_skirmishers	inv_unarmoured_units	false
			inv_local_sabine_warriors	inv_unarmoured_units	false
			inv_local_sardi_bowmen	inv_unarmoured_units	false
			inv_local_sardi_hillmen	inv_unarmoured_units	false
			inv_local_sicilian_tribesmen	inv_unarmoured_units	false
			inv_local_tribeless_warriors	inv_unarmoured_units	false
			inv_local_umbrian_hillmen	inv_unarmoured_units	false
			inv_local_umbrian_spearmen	inv_unarmoured_units	false
			inv_mercenary_italian_hillmen	inv_unarmoured_units	false
			inv_mercenary_italian_swordsmen	inv_unarmoured_units	false
			inv_mercenary_italic_skirmishers	inv_unarmoured_units	false
			inv_mercenary_latin_warriors	inv_unarmoured_units	false
			inv_mercenary_naked_warriors	inv_unarmoured_units	false
			inv_mercenary_nuragic_runners	inv_unarmoured_units	false
			inv_mercenary_sabine_skirmishers	inv_unarmoured_units	false
			inv_mercenary_sardi_bowmen	inv_unarmoured_units	false
			inv_mercenary_sicilian_slingers	inv_unarmoured_units	false
			inv_mercenary_sicilian_tribesmen	inv_unarmoured_units	false
			inv_mercenary_velites	inv_unarmoured_units	false
			inv_rom_accensi	inv_unarmoured_units	false
			inv_rom_latin_spearmen	inv_unarmoured_units	false
			inv_rom_latin_tribesmen	inv_unarmoured_units	false
			inv_rom_leves	inv_unarmoured_units	false
			inv_sam_hirpinian_warriors	inv_unarmoured_units	false
			inv_sam_italian_hillmen	inv_unarmoured_units	false
			inv_sam_italian_slingers	inv_unarmoured_units	false
			inv_sam_light_spearmen	inv_unarmoured_units	false
			inv_sen_gallic_hunters	inv_unarmoured_units	false
			inv_sen_gallic_skirmishers	inv_unarmoured_units	false
			inv_sen_tribeless_spearmen	inv_unarmoured_units	false
			inv_sen_young_swords	inv_unarmoured_units	false
			inv_ven_italian_swordsmen	inv_unarmoured_units	false
			inv_sam_italian_hillmen_ver_sacrum	inv_ver_sacrum_force	false
			inv_sam_italian_slingers_ver_sacrum	inv_ver_sacrum_force	false
			inv_sam_light_spearmen_ver_sacrum	inv_ver_sacrum_force	false
			3c_Ala_Alani_Horsemen	melee_units_spears	false
			3c_Ala_Alani_Nobles	melee_units_spears	false
			3c_Ala_Alani_Riders	melee_units_spears	false
			3c_Ala_Alani_Royal_Horses	melee_units_spears	false
			3c_Ala_Alani_Royal_Horses_commander	melee_units_spears	false
			3c_Ala_Armoured_Steppe_Lancers	melee_units_spears	false
			3c_Ala_Noble_Steppe_Cataphracts	melee_units_spears	false
			3c_Ala_Noble_Steppe_Cataphracts_commander	melee_units_spears	false
			3c_Ala_Noble_Steppe_Lancers	melee_units_spears	false
			3c_Ala_Steppe_Cavalry	melee_units_spears	false
			3c_Ala_Steppe_Lancers	melee_units_spears	false
			3c_Ala_Taifali_Cavalry	melee_units_spears	false
			3c_Ara_Arabian_Camel_Spearmen	melee_units_spears	false
			3c_Ara_Arabian_Spearmen	melee_units_spears	false
			3c_Arm_Armenian_Pikemen	melee_units_spears	false
			3c_Arm_Armenian_Spearmen	melee_units_spears	false
			3c_Arm_Armoured_Armenian_Archers	melee_units_spears	false
			3c_Arm_Armoured_Armenian_Pikemen	melee_units_spears	false
			3c_Arm_Azat_Guard	melee_units_spears	false
			3c_Arm_Azat_Guard_commander	melee_units_spears	false
			3c_Arm_Azat_Knights	melee_units_spears	false
			3c_Arm_Azat_Knights_commander	melee_units_spears	false
			3c_Arm_Noble_Armenian_Archers	melee_units_spears	false
			3c_Arm_Noble_Armenian_Archers_commander	melee_units_spears	false
			3c_Arm_Noble_Armenian_Cavalry	melee_units_spears	false
			3c_Arm_Noble_Cataphracts	melee_units_spears	false
			3c_Arm_Noble_Cataphracts_commander	melee_units_spears	false
			3c_Arm_Persian_Spearmen	melee_units_spears	false
			3c_Aux_Alae_Cavalry	melee_units_spears	false
			3c_Aux_Alae_Clibanarii	melee_units_spears	false
			3c_Aux_Arabian_Camel_Spearmen	melee_units_spears	false
			3c_Aux_Arabian_Spearmen	melee_units_spears	false
			3c_Aux_Armenian_Archers	melee_units_spears	false
			3c_Aux_Armoured_Gallic_Spearmen	melee_units_spears	false
			3c_Aux_Armoured_Pikemen	melee_units_spears	false
			3c_Aux_Bactrian_Light_Cavalry	melee_units_spears	false
			3c_Aux_Camel_Spearmen	melee_units_spears	false
			3c_Aux_Cappadocian_Cavalry	melee_units_spears	false
			3c_Aux_Celtic_Heavy_Cavalry	melee_units_spears	false
			3c_Aux_Celtic_Horsemen	melee_units_spears	false
			3c_Aux_Celtic_Spearmen	melee_units_spears	false
			3c_Aux_Eastern_Heavy_Cavalry	melee_units_spears	false
			3c_Aux_Eastern_Pikemen	melee_units_spears	false
			3c_Aux_Eastern_Spearmen	melee_units_spears	false
			3c_Aux_Egyptian_Pikemen	melee_units_spears	false
			3c_Aux_Gallic_Cavalry	melee_units_spears	false
			3c_Aux_Germanic_Spear_Masters	melee_units_spears	false
			3c_Aux_Illyrian_Armoured_Pikemen	melee_units_spears	false
			3c_Aux_Illyrian_Cavalry	melee_units_spears	false
			3c_Aux_Lanciarii	melee_units_spears	false
			3c_Aux_Numidian_Infantry	melee_units_spears	false
			3c_Aux_Persian_Cataphracts	melee_units_spears	false
			3c_Aux_Persian_Cavalry	melee_units_spears	false
			3c_Aux_Persian_Spearmen	melee_units_spears	false
			3c_Aux_Pontic_Cavalry	melee_units_spears	false
			3c_Aux_Sabean_Spearmen	melee_units_spears	false
			3c_Aux_Sarmatian_Light_Cavalry	melee_units_spears	false
			3c_Aux_Scutarii_Cavalry	melee_units_spears	false
			3c_Aux_Spear_Infantry	melee_units_spears	false
			3c_Aux_Steppe_Cavalry	melee_units_spears	false
			3c_Aux_Thracian_Cavalry	melee_units_spears	false
			3c_Aux_Thracian_Heroic_Riders	melee_units_spears	false
			3c_Aux_Thracian_Light_Cavalry	melee_units_spears	false
			3c_Cal_Caledonian_Heroic_Riders	melee_units_spears	false
			3c_Cal_Caledonian_Heroic_Riders_commander	melee_units_spears	false
			3c_Cal_Caledonian_Spear_Wall	melee_units_spears	false
			3c_Cel_Celtic_Horsemen	melee_units_spears	false
			3c_Cel_Celtic_Levy	melee_units_spears	false
			3c_Cel_Celtic_Nobles	melee_units_spears	false
			3c_Cel_Celtic_Nobles_commander	melee_units_spears	false
			3c_Cel_Celtic_Spearmen	melee_units_spears	false
			3c_Eas_Eastern_Cataphracts	melee_units_spears	false
			3c_Eas_Eastern_Cataphracts_commander	melee_units_spears	false
			3c_Eas_Eastern_Cavalry	melee_units_spears	false
			3c_Eas_Eastern_Nobles	melee_units_spears	false
			3c_Eas_Eastern_Nobles_commander	melee_units_spears	false
			3c_Eas_Eastern_Pikemen	melee_units_spears	false
			3c_Eas_Eastern_Spearmen	melee_units_spears	false
			3c_Eas_Noble_Spearmen	melee_units_spears	false
			3c_Gal_Equites	melee_units_spears	false
			3c_Gal_Equites_Promoti	melee_units_spears	false
			3c_Gal_Gallic_Lanciarii	melee_units_spears	false
			3c_Gal_Gallic_Legionary_Cavalry	melee_units_spears	false
			3c_Gal_Gallic_Light_Cavalry	melee_units_spears	false
			3c_Gal_Heavy_Gallic_Spearmen	melee_units_spears	false
			3c_Gal_Spear_Warriors	melee_units_spears	false
			3c_Gal_Taifali_Cavalry	melee_units_spears	false
			3c_Ger_Germanic_Horsemen	melee_units_spears	false
			3c_Ger_Germanic_Lancers	melee_units_spears	false
			3c_Ger_Germanic_Mounted_Warband	melee_units_spears	false
			3c_Ger_Germanic_Pikes	melee_units_spears	false
			3c_Ger_Germanic_Spear_Masters	melee_units_spears	false
			3c_Ger_Germanic_Spearmen	melee_units_spears	false
			3c_Ger_Noble_Germanic_Horsemen	melee_units_spears	false
			3c_Ger_Spear_Levy	melee_units_spears	false
			3c_Ger_Test_Mis	melee_units_spears	false
			3c_Goth_Gothic_Lancers	melee_units_spears	false
			3c_Goth_Gothic_Pikemen	melee_units_spears	false
			3c_Goth_Gothic_Spearwomen	melee_units_spears	false
			3c_Goth_Greuthungi_Elite_Spears	melee_units_spears	false
			3c_Goth_Greuthungi_Elite_Spears_commander	melee_units_spears	false
			3c_Goth_Greuthungi_Lancers	melee_units_spears	false
			3c_Goth_Greuthungi_Lancers_commander	melee_units_spears	false
			3c_Goth_Greuthungi_Noble_Cavalry	melee_units_spears	false
			3c_Goth_Greuthungi_Noble_Cavalry_commander	melee_units_spears	false
			3c_Marc_Germanic_Noblewomen_Archers	melee_units_spears	false
			3c_Marc_Night_Hunters	melee_units_spears	false
			3c_Marc_Wodanaz_Spears	melee_units_spears	false
			3c_Marc_Wodanaz_Spears_commander	melee_units_spears	false
			3c_Mer_Arabian_Spearmen	melee_units_spears	false
			3c_Mer_Armoured_Gallic_Spearmen	melee_units_spears	false
			3c_Mer_Camel_Spearmen	melee_units_spears	false
			3c_Mer_Cappadocian_Cavalry	melee_units_spears	false
			3c_Mer_Celtic_Horsemen	melee_units_spears	false
			3c_Mer_Eastern_Cataphracts	melee_units_spears	false
			3c_Mer_Eastern_Pikemen	melee_units_spears	false
			3c_Mer_Egyptian_Pikemen	melee_units_spears	false
			3c_Mer_Germanic_Mounted_Warband	melee_units_spears	false
			3c_Mer_Illyrian_Armoured_Pikemen	melee_units_spears	false
			3c_Mer_Lanciarii	melee_units_spears	false
			3c_Mer_Numidian_Infantry	melee_units_spears	false
			3c_Mer_Persian_Cataphracts	melee_units_spears	false
			3c_Mer_Persian_Cavalry	melee_units_spears	false
			3c_Mer_Pontic_Cavalry	melee_units_spears	false
			3c_Mer_Sabean_Spearmen	melee_units_spears	false
			3c_Mer_Sarmatian_Light_Cavalry	melee_units_spears	false
			3c_Mer_Scutarii_Cavalry	melee_units_spears	false
			3c_Mer_Spear_Infantry	melee_units_spears	false
			3c_Mer_Steppe_Cavalry	melee_units_spears	false
			3c_Mer_Thracian_Light_Cavalry	melee_units_spears	false
			3c_Num_Numidian_Infantry	melee_units_spears	false
			3c_Pal_Armoured_Camels	melee_units_spears	false
