key	generate	localised_description	localised_title	mission_type	ui_icon	ui_image	prioritised
objective_emp_octavian_8_primary	false	"...unto the stars"\n\nYour accomplishments are without equal, but there is not yet time to rest: lead your people ever onward and take your place among the gods!	VIII - ...Ad Astra	CAPTURE_REGIONS	rom_event_mission.png	rom_land_victory.png	false
objective_emp_octavian_9_primary	false	Undefeated\n\nThe world is yours for the taking. 	IX - Invictus	CAPTURE_REGIONS	rom_event_mission.png	rom_faction.png	false
objective_emp_parthia_1_primary	false	"Assent to my bold undertakings"\n\nFrom humble beginnings come great things. Take your first step and establish a foothold from which to launch your people to greatness.	I - Audacibus Annue Coeptis	CAPTURE_REGIONS	rom_event_mission.png	east_faction.png	false
objective_emp_parthia_2_primary	false	"If you wish for peace, prepare for war"\n\nYour endeavours will not go unopposed. Prepare for the inevitable: raise forces capable of conquering your enemies and protecting your people.	II - Si Vis Pacem, Para Bellum	CAPTURE_REGIONS	rom_event_mission.png	east_army_up.png	false
objective_emp_parthia_3_primary	false	"I shall find a way"\n\nBeloved ruler, dreaded subjugator. Builder of cities, destroyer of civilisations. There are many paths to glory; which will you take?	III - Inveniam Viam	CAPTURE_REGIONS	rom_event_mission.png	east_diplomacy.png	false
objective_emp_parthia_4_primary	false	"Woe to the vanquished"\n\nYour enemies are many; your equals are none. Show the world what happens to those who stand in your way.	IV - Vae Victis	CAPTURE_REGIONS	rom_event_mission.png	east_land_victory.png	false
objective_emp_parthia_5_primary	false	"Ever upward"\n\nYou have come far, and there can be no turning back. Go forth and conquer: glory beckons!	V - Excelsior	CAPTURE_REGIONS	rom_event_mission.png	east_celebration.png	false
objective_emp_parthia_6_primary	false	"I came, I saw, I conquered"\n\nHistory is written by the victors. Who will remember your enemies when even their names have become dust?	VI - Veni, Vidi, Vici	CAPTURE_REGIONS	rom_event_mission.png	east_navy_up.png	false
objective_emp_parthia_7_primary	false	"Through hardships..."\n\nIt takes great courage to fight and die for the good of one's people. Your troops are the bravest of all, and their sacrifices will not be forgotten.	VII - Per Aspera...	CAPTURE_REGIONS	rom_event_mission.png	east_funeral.png	false
objective_emp_parthia_8_primary	false	"...unto the stars"\n\nYour accomplishments are without equal, but there is not yet time to rest: lead your people ever onward and take your place among the gods!	VIII - ...Ad Astra	CAPTURE_REGIONS	rom_event_mission.png	east_navy_up.png	false
objective_emp_parthia_9_primary	false	Undefeated\n\nThe world is yours for the taking. 	IX - Invictus	CAPTURE_REGIONS	rom_event_mission.png	east_faction.png	false
objective_emp_pompey_1_primary	false	"Assent to my bold undertakings"\n\nFrom humble beginnings come great things. Take your first step and establish a foothold from which to launch your people to greatness.	I - Audacibus Annue Coeptis	CAPTURE_REGIONS	rom_event_mission.png	rom_politics.png	false
objective_emp_pompey_2_primary	false	"If you wish for peace, prepare for war"\n\nYour endeavours will not go unopposed. Prepare for the inevitable: raise forces capable of conquering your enemies and protecting your people.	II - Si Vis Pacem, Para Bellum	CAPTURE_REGIONS	rom_event_mission.png	rom_army_up.png	false
objective_emp_pompey_3_primary	false	"I shall find a way"\n\nBeloved ruler, dreaded subjugator. Builder of cities, destroyer of civilisations. There are many paths to glory; which will you take?	III - Inveniam Viam	CAPTURE_REGIONS	rom_event_mission.png	rom_diplomacy.png	false
objective_emp_pompey_4_primary	false	"Woe to the vanquished"\n\nYour enemies are many; your equals are none. Show the world what happens to those who stand in your way.	IV - Vae Victis	CAPTURE_REGIONS	rom_event_mission.png	rom_land_victory.png	false
objective_emp_pompey_5_primary	false	"Ever upward"\n\nYou have come far, and there can be no turning back. Go forth and conquer: glory beckons!	V - Excelsior	CAPTURE_REGIONS	rom_event_mission.png	rom_celebration.png	false
objective_emp_pompey_6_primary	false	"I came, I saw, I conquered"\n\nHistory is written by the victors. Who will remember your enemies when even their names have become dust?	VI - Veni, Vidi, Vici	CAPTURE_REGIONS	rom_event_mission.png	rom_land_victory.png	false
objective_emp_pompey_7_primary	false	"Through hardships..."\n\nIt takes great courage to fight and die for the good of one's people. Your troops are the bravest of all, and their sacrifices will not be forgotten.	VII - Per Aspera...	CAPTURE_REGIONS	rom_event_mission.png	rom_army_up.png	false
objective_emp_pompey_8_primary	false	"...unto the stars"\n\nYour accomplishments are without equal, but there is not yet time to rest: lead your people ever onward and take your place among the gods!	VIII - ...Ad Astra	CAPTURE_REGIONS	rom_event_mission.png	rom_land_victory.png	false
objective_emp_pompey_9_primary	false	Undefeated\n\nThe world is yours for the taking. 	IX - Invictus	CAPTURE_REGIONS	rom_event_mission.png	rom_faction.png	false
objective_epirus_1_primary	false	"Assent to my bold undertakings"\n\nFrom humble beginnings come great things. Take your first step and establish a foothold from which to launch your people to greatness.	I - Audacibus Annue Coeptis	CAPTURE_REGIONS	rom_event_mission.png	greek_generic.png	false
objective_epirus_2_primary	false	"If you wish for peace, prepare for war"\n\nYour endeavours will not go unopposed. Prepare for the inevitable: raise forces capable of conquering your enemies and protecting your people.	II - Si Vis Pacem, Para Bellum	CAPTURE_REGIONS	rom_event_mission.png	greek_army_up.png	false
objective_epirus_3_primary	false	"I shall find a way"\n\nBeloved ruler, dreaded subjugator. Builder of cities, destroyer of civilisations. There are many paths to glory; which will you take?	III - Inveniam Viam	CAPTURE_REGIONS	rom_event_mission.png	greek_diplomacy.png	false
objective_epirus_4_primary	false	"Woe to the vanquished"\n\nYour enemies are many; your equals are none. Show the world what happens to those who stand in your way.	IV - Vae Victis	CAPTURE_REGIONS	rom_event_mission.png	greek_land_victory.png	false
objective_epirus_5_primary	false	"Ever upward"\n\nYou have come far, and there can be no turning back. Go forth and conquer: glory beckons!	V - Excelsior	CAPTURE_REGIONS	rom_event_mission.png	greek_celebration.png	false
objective_epirus_6_primary	false	"I came, I saw, I conquered"\n\nHistory is written by the victors. Who will remember your enemies when even their names have become dust?	VI - Veni, Vidi, Vici	CAPTURE_REGIONS	rom_event_mission.png	greek_sea_victory.png	false
objective_epirus_7_primary	false	"Through hardships..."\n\nIt takes great courage to fight and die for the good of one's people. Your troops are the bravest of all, and their sacrifices will not be forgotten.	VII - Per Aspera...	CAPTURE_REGIONS	rom_event_mission.png	greek_army_up.png	false
objective_epirus_8_primary	false	"...unto the stars"\n\nYour accomplishments are without equal, but there is not yet time to rest: lead your people ever onward and take your place among the gods!	VIII - ...Ad Astra	CAPTURE_REGIONS	rom_event_mission.png	greek_land_victory.png	false
objective_epirus_9_primary	false	"Undefeated"\n\nThe world is yours for the taking. 	IX - Invictus	CAPTURE_REGIONS	rom_event_mission.png	greek_faction.png	false
objective_galatia_1_primary	false	"Assent to my bold undertakings"\n\nFrom humble beginnings come great things. Take your first step and establish a foothold from which to launch your people to greatness.	I - Audacibus Annue Coeptis	CAPTURE_REGIONS	rom_event_mission.png	barb_faction.png	false
objective_galatia_2_primary	false	"If you wish for peace, prepare for war"\n\nYour endeavours will not go unopposed. Prepare for the inevitable: raise forces capable of conquering your enemies and protecting your people.	II - Si Vis Pacem, Para Bellum	CAPTURE_REGIONS	rom_event_mission.png	barb_army_up.png	false
objective_galatia_3_primary	false	"I shall find a way"\n\nBeloved ruler, dreaded subjugator. Builder of cities, destroyer of civilisations. There are many paths to glory; which will you take?	III - Inveniam Viam	CAPTURE_REGIONS	rom_event_mission.png	barb_politics.png	false
objective_galatia_4_primary	false	"Woe to the vanquished"\n\nYour enemies are many; your equals are none. Show the world what happens to those who stand in your way.	IV - Vae Victis	CAPTURE_REGIONS	rom_event_mission.png	barb_land_victory.png	false
objective_galatia_5_primary	false	"Ever upward"\n\nYou have come far, and there can be no turning back. Go forth and conquer: glory beckons!	V - Excelsior	CAPTURE_REGIONS	rom_event_mission.png	barb_celebration.png	false
objective_galatia_6_primary	false	"I came, I saw, I conquered"\n\nHistory is written by the victors. Who will remember your enemies when even their names have become dust?	VI - Veni, Vidi, Vici	CAPTURE_REGIONS	rom_event_mission.png	barb_land_victory.png	false
objective_galatia_7_primary	false	"Through hardships..."\n\nIt takes great courage to fight and die for the good of one's people. Your troops are the bravest of all, and their sacrifices will not be forgotten.	VII - Per Aspera...	CAPTURE_REGIONS	rom_event_mission.png	barb_army_up.png	false
objective_galatia_8_primary	false	"...unto the stars"\n\nYour accomplishments are without equal, but there is not yet time to rest: lead your people ever onward and take your place among the gods!	VIII - ...Ad Astra	CAPTURE_REGIONS	rom_event_mission.png	barb_land_victory.png	false
objective_galatia_9_primary	false	"Undefeated"\n\nThe world is yours for the taking. 	IX - Invictus	CAPTURE_REGIONS	rom_event_mission.png	barb_faction.png	false
objective_gaul_1_primary	false	"Assent to my bold undertakings"\n\nFrom humble beginnings come great things. Take your first step and establish a foothold from which to launch your people to greatness.	I - Audacibus Annue Coeptis	CAPTURE_REGIONS	rom_event_mission.png	barb_faction.png	false
objective_gaul_2_primary	false	"If you wish for peace, prepare for war"\n\nYour endeavours will not go unopposed. Prepare for the inevitable: raise forces capable of conquering your enemies and protecting your people.	II - Si Vis Pacem, Para Bellum	CAPTURE_REGIONS	rom_event_mission.png	barb_army_up.png	false
objective_gaul_3_primary	false	"I shall find a way"\n\nBeloved ruler, dreaded subjugator. Builder of cities, destroyer of civilisations. There are many paths to glory; which will you take?	III - Inveniam Viam	CAPTURE_REGIONS	rom_event_mission.png	barb_politics.png	false
objective_gaul_4_primary	false	"Woe to the vanquished"\n\nYour enemies are many; your equals are none. Show the world what happens to those who stand in your way.	IV - Vae Victis	CAPTURE_REGIONS	rom_event_mission.png	barb_land_victory.png	false
objective_gaul_5_primary	false	"Ever upward"\n\nYou have come far, and there can be no turning back. Go forth and conquer: glory beckons!	V - Excelsior	CAPTURE_REGIONS	rom_event_mission.png	barb_celebration.png	false
objective_gaul_6_primary	false	"I came, I saw, I conquered"\n\nHistory is written by the victors. Who will remember your enemies when even their names have become dust?	VI - Veni, Vidi, Vici	CAPTURE_REGIONS	rom_event_mission.png	barb_land_victory.png	false
objective_gaul_7_primary	false	"Through hardships..."\n\nIt takes great courage to fight and die for the good of one's people. Your troops are the bravest of all, and their sacrifices will not be forgotten.	VII - Per Aspera...	CAPTURE_REGIONS	rom_event_mission.png	barb_army_up.png	false
objective_gaul_8_primary	false	"...unto the stars"\n\nYour accomplishments are without equal, but there is not yet time to rest: lead your people ever onward and take your place among the gods!	VIII - ...Ad Astra	CAPTURE_REGIONS	rom_event_mission.png	barb_land_victory.png	false
objective_gaul_9_primary	false	"Undefeated"\n\nThe world is yours for the taking. 	IX - Invictus	CAPTURE_REGIONS	rom_event_mission.png	barb_faction.png	false
objective_german_1_primary	false	"Assent to my bold undertakings"\n\nFrom humble beginnings come great things. Take your first step and establish a foothold from which to launch your people to greatness.	I - Audacibus Annue Coeptis	CAPTURE_REGIONS	rom_event_mission.png	barb_faction.png	false
objective_german_2_primary	false	"If you wish for peace, prepare for war"\n\nYour endeavours will not go unopposed. Prepare for the inevitable: raise forces capable of conquering your enemies and protecting your people.	II - Si Vis Pacem, Para Bellum	CAPTURE_REGIONS	rom_event_mission.png	barb_army_up.png	false
objective_german_3_primary	false	"I shall find a way"\n\nBeloved ruler, dreaded subjugator. Builder of cities, destroyer of civilisations. There are many paths to glory; which will you take?	III - Inveniam Viam	CAPTURE_REGIONS	rom_event_mission.png	barb_politics.png	false
objective_german_4_primary	false	"Woe to the vanquished"\n\nYour enemies are many; your equals are none. Show the world what happens to those who stand in your way.	IV - Vae Victis	CAPTURE_REGIONS	rom_event_mission.png	barb_land_victory.png	false
objective_german_5_primary	false	"Ever upward"\n\nYou have come far, and there can be no turning back. Go forth and conquer: glory beckons!	V - Excelsior	CAPTURE_REGIONS	rom_event_mission.png	barb_celebration.png	false
objective_german_6_primary	false	"I came, I saw, I conquered"\n\nHistory is written by the victors. Who will remember your enemies when even their names have become dust?	VI - Veni, Vidi, Vici	CAPTURE_REGIONS	rom_event_mission.png	barb_land_victory.png	false
objective_german_7_primary	false	"Through hardships..."\n\nIt takes great courage to fight and die for the good of one's people. Your troops are the bravest of all, and their sacrifices will not be forgotten.	VII - Per Aspera...	CAPTURE_REGIONS	rom_event_mission.png	barb_army_up.png	false
objective_german_8_primary	false	"...unto the stars"\n\nYour accomplishments are without equal, but there is not yet time to rest: lead your people ever onward and take your place among the gods!	VIII - ...Ad Astra	CAPTURE_REGIONS	rom_event_mission.png	barb_land_victory.png	false
objective_german_9_primary	false	"Undefeated"\n\nThe world is yours for the taking. 	IX - Invictus	CAPTURE_REGIONS	rom_event_mission.png	barb_faction.png	false
objective_getae_1_primary	false	Assent to my bold undertakings\n\nFrom humble beginnings come great things. Take your first step and establish a foothold from which to launch your people to greatness.	I - Audacibus Annue Coeptis	CAPTURE_REGIONS	rom_event_mission.png	greek_generic.png	false
objective_getae_2_primary	false	If you wish for peace, prepare for war\n\nYour endeavours will not go unopposed. Prepare for the inevitable: raise forces capable of conquering your enemies and protecting your people.	II - Si Vis Pacem, Para Bellum	CAPTURE_REGIONS	rom_event_mission.png	greek_army_up.png	false
objective_getae_3_primary	false	I shall find a way\n\nBeloved ruler, dreaded subjugator. Builder of cities, destroyer of civilisations. There are many paths to glory; which will you take?	III - Inveniam Viam	CAPTURE_REGIONS	rom_event_mission.png	greek_diplomacy.png	false
objective_getae_4_primary	false	Woe to the vanquished\n\nYour enemies are many; your equals are none. Show the world what happens to those who stand in your way.	IV - Vae Victis	CAPTURE_REGIONS	rom_event_mission.png	greek_land_victory.png	false
objective_getae_5_primary	false	Ever upward\n\nYou have come far, and there can be no turning back. Go forth and conquer: glory beckons!	V - Excelsior	CAPTURE_REGIONS	rom_event_mission.png	greek_celebration.png	false
objective_getae_6_primary	false	I came, I saw, I conquered\n\nHistory is written by the victors. Who will remember your enemies when even their names have become dust?	VI - Veni, Vidi, Vici	CAPTURE_REGIONS	rom_event_mission.png	greek_sea_victory.png	false
objective_getae_7_primary	false	Through hardships...\n\nIt takes great courage to fight and die for the good of one's people. Your troops are the bravest of all, and their sacrifices will not be forgotten.	VII - Per Aspera...	CAPTURE_REGIONS	rom_event_mission.png	greek_army_up.png	false
objective_getae_8_primary	false	...unto the stars\n\nYour accomplishments are without equal, but there is not yet time to rest: lead your people ever onward and take your place among the gods!	VIII - ...Ad Astra	CAPTURE_REGIONS	rom_event_mission.png	greek_land_victory.png	false
objective_getae_9_primary	false	Undefeated\n\nThe world is yours for the taking. 	IX - Invictus	CAPTURE_REGIONS	rom_event_mission.png	greek_faction.png	false
objective_inv_insubres_1_primary	false	Diplomacy is a useful tool for achieving political goals. Its virility, however, depends on the strength of our tribe. However, to be successful during the talks we must first be effective with our boots - it is wise to control the territories in our immediate vicinity.	The Tale of Our Kin (Temporal Cycle I)	CAPTURE_REGIONS	rom_event_mission.png	barb_faction.png	false
objective_inv_insubres_2_primary	false	Securing the mountain ranges to the east should protect us from unpleasant surprises, as some of the local tribes are traditionally inclined to show up unannounced and cause damage. Simultaneously, it is strategically prudent to acquire access to the sea.	The Tale of Our Kin (Temporal Cycle II)	CAPTURE_REGIONS	rom_event_mission.png	barb_faction.png	false
objective_inv_insubres_3_primary	false	The rest of northern Italy lies before us, fertile and with favourable terrain. Gaining control over it promises to be highly beneficial; with our skills and wisdom, it also seems easily achievable.	The Tale of Our Kin (Temporal Cycle III)	CAPTURE_REGIONS	rom_event_mission.png	barb_faction.png	false
objective_inv_insubres_4_primary	false	With the growth of our domains, the responsibilities and glory of our leaders have risen in tandem. To match them, we must improve our understanding of construction techniques, ensuring we our buildings achieve a new level of majesty. The world, in return, will be more agreeable...	The Tale of Our Kin (Temporal Cycle IV)	CAPTURE_REGIONS	rom_event_mission.png	barb_faction.png	false
objective_inv_insubres_5_primary	false	The south is proud and ambitious; Etruscans and Romans, Italians and Greeks all scramble there, vying for superiority. We have the wisdom to step in and restore order, and the common sense to remain to see it is kept.	The Tale of Our Kin (Temporal Cycle V)	CAPTURE_REGIONS	rom_event_mission.png	barb_faction.png	false
objective_inv_insubres_6_primary	false	We control a vast domain, which allows us to shape the world according to our choices. A stronghold in Corsica will ensure that the sea, just as the land, becomes a secure border against attack from without.	The Tale of Our Kin (Temporal Cycle VI)	CAPTURE_REGIONS	rom_event_mission.png	barb_faction.png	false
objective_inv_insubres_7_primary	false	Brennus' greatness is unchallenged. His conduct, on the other hand, invites criticism: his inclination to sell his sword to the highest bidder makes him an unreliable ally; his passion for sacking cities has made him a hated brute. Now, no one would cry at his demise!	The Tale of Our Kin (Temporal Cycle VII)	CAPTURE_REGIONS	rom_event_mission.png	barb_faction.png	false
objective_inv_iolei_1_primary	false	Sardinia is our home, generous in food and water. Her forests provide wood and shelter, her coasts, wealth and safety. However, Sardinia, unfortunately, is not ours. Carthage controls some of her territory - it is most urgent that we change that situation!	In the Light of Sardus (Age I)	CAPTURE_REGIONS	rom_event_mission.png	inv_sardinian_faction.png	false
objective_inv_iolei_2_primary	false	The Balearic island of Corsica lies in our backyard. Its resources are dismissively small but its importance for our safety is paramount. Establishing control over the island will shield us against aggression from the north, and could also be a stepping stone for future expansion.	In the Light of Sardus (Age II)	CAPTURE_REGIONS	rom_event_mission.png	inv_sardinian_faction.png	false
objective_inv_iolei_3_primary	false	Our roots are strong yet insular. The natural limits of our territory hinder growth and expansion, so an established stronghold on the mainland would provide our kin with space for further development. The lands to the north seem most suitable!	In the Light of Sardus (Age III)	CAPTURE_REGIONS	rom_event_mission.png	inv_sardinian_faction.png	false
objective_inv_iolei_4_primary	false	With the expansion of our territories we are starting to encounter tribes and cities with different cultures and strange deities. Some of them are powerful and possessive, so it is of great importance that we keep our own traditions alive and strong.	In the Light of Sardus (Age IV)	CAPTURE_REGIONS	rom_event_mission.png	inv_sardinian_faction.png	false
objective_inv_iolei_5_primary	false	New lands lie before us, fertile and favourable in terrain. Gaining control over easily accessible valleys and fields in northern Italy and Sicily promises to be highly beneficial. With our military prowess, it also seems easily achievable.	In the Light of Sardus (Age V)	CAPTURE_REGIONS	rom_event_mission.png	inv_sardinian_faction.png	false
objective_inv_iolei_6_primary	false	We have become quite efficient at showing up unexpectedly at the coastal cities of eastern Italy! This tactic keeps our warriors, as well as our rivals, on their toes. Just beyond the horizon, to the east, lies Latium, and to the south, Carthage. To arms!	In the Light of Sardus (Age VI)	CAPTURE_REGIONS	rom_event_mission.png	inv_sardinian_faction.png	false
objective_inv_iolei_7_primary	false	What goes around, comes around - as someone may have once said. We have begun our ascent by curbing the ambitions of Carthage in Sardinia. Now, we are in position to establish our place in history by sending Carthage into its annals, defeated!	In the Light of Sardus (Age VII)	CAPTURE_REGIONS	rom_event_mission.png	inv_sardinian_faction.png	false
objective_inv_rome_1_primary	false	It has been ten years since military hostilities began between us and the Etruscan city of Veii. Situated very close to each other, we have been rivals for more than a century. We cannot share power and influence with these people anymore. Only one can prevail.	The Annals of Rome (Chapter I)	CAPTURE_REGIONS	rom_event_mission.png	rom_faction.png	false
objective_inv_rome_2_primary	false	The Latin people are our cousins. The people of the mountains, on the other hand, are more of a pain in the neck than an itch. They both hold territories in immediate proximity to Rome. Obviously, it is in their interests to partner with us... and be a protective buffer.	The Annals of Rome (Chapter II)	CAPTURE_REGIONS	rom_event_mission.png	rom_faction.png	false
objective_inv_rome_3_primary	false	Our horizons widen. To the south lie territories with fertile lands and rich coastal waters; to the north, barbarians roam the hills. It seems that we face two different priorities of equal intensity. The simplest course of action is to conquer them both!	The Annals of Rome (Chapter III)	CAPTURE_REGIONS	rom_event_mission.png	rom_faction.png	false
objective_inv_rome_4_primary	false	The quality and variety of entertainment in a society is proof of its greatness and eminence. We are fighters, competitors and athletes - our blood is hot and our celebrations passionate. Just come to the circus and it all will make sense!	The Annals of Rome (Chapter IV)	CAPTURE_REGIONS	rom_event_mission.png	rom_faction.png	false
objective_inv_rome_5_primary	false	We have been looking at Magna Graecia, with its rolling pastures, rich soils and abundance of useful resources. Its weather, too, is favourably warm and its settlements populous. Strategically, it is in our best interest to assume control there as soon as possible.	The Annals of Rome (Chapter V)	CAPTURE_REGIONS	rom_event_mission.png	rom_faction.png	false
objective_inv_rome_6_primary	false	At this point, we can safely assume that our dominance over Italy is only a matter of time. Even so, we should continue to expand - our minds focused always on the task at hand.	The Annals of Rome (Chapter VI)	CAPTURE_REGIONS	rom_event_mission.png	rom_faction.png	false
objective_inv_rome_7_primary	false	We've learned a lot from them. In our infancy, we learned civilisation from their example and their strength deterred the others' ambitions against us. Unfortunately, when the time came, they failed to recognise us as peers; now, they shall accept us as superiors!	The Annals of Rome (Chapter VII)	CAPTURE_REGIONS	rom_event_mission.png	rom_faction.png	false
objective_inv_samnites_1_primary	false	The mountains are our home, providing us with everything we need. The sea coast, however, offers riches far beyond our current means. To prevent the current occupants from growing too strong, it is imperative that we secure this territory for ourselves.	Echoes of the Mountains (Chapter I)	CAPTURE_REGIONS	rom_event_mission.png	rom_faction.png	false
objective_inv_samnites_2_primary	false	The fertile lands of Magna Graecia enable steady agricultural production for relatively little effort. For the hard-working high-lander, such places are a gift from the gods... a gift which must first be acquired.	Echoes of the Mountains (Chapter II)	CAPTURE_REGIONS	rom_event_mission.png	rom_faction.png	false
objective_inv_samnites_3_primary	false	The rest of Southern Italy lies before us, fertile and well populated. The only hinderance to our expansion has a Greek face. Yet the Greeks are intruders in Italy - these lands belong to our people by right.	Echoes of the Mountains (Chapter III)	CAPTURE_REGIONS	rom_event_mission.png	rom_faction.png	false
objective_inv_samnites_4_primary	false	Keep your oaths and the gods will reward you - it is not a surprise, therefore, that we have grown and prospered. It is time to show our respect to the divine order which nurtures our kin, for all to see.	Echoes of the Mountains (Chapter IV)	CAPTURE_REGIONS	rom_event_mission.png	rom_faction.png	false
objective_inv_samnites_5_primary	false	The north is still untamed - dangers of different kinds lurk in the shadows. Romans, Senones and Etruscans are looking at our growing power with alarm and disdain. Facing them in battle will be unavoidable.	Echoes of the Mountains (Chapter V)	CAPTURE_REGIONS	rom_event_mission.png	rom_faction.png	false
objective_inv_samnites_6_primary	false	We control a significant part of Italy, which makes us one of the most influential players on the peninsula. However, strength breeds opposition and overwhelming strength crushes it. It seems that we have but one path to follow…	Echoes of the Mountains (Chapter VI)	CAPTURE_REGIONS	rom_event_mission.png	rom_faction.png	false
objective_inv_samnites_7_primary	false	The Tarentine people are sophisticated and proud. They have a glorious past and will not accept an inglorious present. However, we cannot afford this ever-growing resentment to our rule in our heartlands. Unfortunately, they must go.	Echoes of the Mountains (Chapter VII)	CAPTURE_REGIONS	rom_event_mission.png	rom_faction.png	false
objective_inv_senones_1_primary	false	We followed our chieftain across the Alps in search for our new home. We settled here, in Senonia, on the Mediterranean coast. The land is fine, but sadly far from secure - our survival now depends on access to more land and resources.	The Path of Brennus (Feat I)	CAPTURE_REGIONS	rom_event_mission.png	barb_faction.png	false
objective_inv_senones_2_primary	false	Our most powerful rivals occupy the lands to the west and the south. Before we can engage them, however, our druids point to the north, where our neighbours are weakly defended; these are lands which the gods have decreed will be ours.	The Path of Brennus (Feat II)	CAPTURE_REGIONS	rom_event_mission.png	barb_faction.png	false
objective_inv_senones_3_primary	false	Rumour has it that a messenger from a distant land visited Brennus recently, presenting a lucrative opportunity. Shortly afterwards, Brennus announced his decision to attack the city of Taras. Whatever the reason, we will draw Greek blood this day, and gorge ourselves on plunder.	The Path of Brennus (Feat III)	CAPTURE_REGIONS	rom_event_mission.png	barb_faction.png	false
objective_inv_senones_4_primary	false	With the success of our armies, Brennus' glory encompasses all. To honour him, we must improve our understanding of construction techniques, ensuring we our buildings achieve a new level of majesty. The world, in return, will be more agreeable...	The Path of Brennus (Feat IV)	CAPTURE_REGIONS	rom_event_mission.png	barb_faction.png	false
objective_inv_senones_5_primary	false	Some say that Dionysius, the tyrant of Syracuse, recruited Brennus. Maybe, who can say for sure? On the other hand, Rome is the ultimate prize - a cocky republic with an overblown sense of grandeur. Do we really need more reasons to teach these upstarts a lesson?	The Path of Brennus (Feat V)	CAPTURE_REGIONS	rom_event_mission.png	barb_faction.png	false
objective_inv_senones_6_primary	false	Carthage is a jewel of a city, the capital of a powerful empire and the possessor of great treasures. To raze such a giant would bring us not just riches, but glory also. There are also many in the wider world who will appreciate Carthage's downfall.	The Path of Brennus (Feat VI)	CAPTURE_REGIONS	rom_event_mission.png	barb_faction.png	false
objective_inv_senones_7_primary	false	The Tarentine people are sophisticated and proud. They have a glorious past and will not accept an inglorious present. However, we cannot afford this ever-growing resentment to our rule in our heartlands. Unfortunately, they must go.	The Path of Brennus (Feat VII)	CAPTURE_REGIONS	rom_event_mission.png	barb_faction.png	false
objective_inv_syracuse_1_primary	false	Times are perilous. Carthage is ambitious and has a footing in Sicily; our home is not really our own. We desperately need that to change. First, we will establish a strong backbone and secure the fertile lands at the foot of Mount Etna.	The Ascent of Dionysius (Step I)	CAPTURE_REGIONS	rom_event_mission.png	greek_faction.png	false
objective_inv_syracuse_2_primary	false	Holding Sicily in her entirety is paramount. Dionysius made that clear very early on in his reign and we are happy to follow his vision - a vision that will lead us well beyond the horizon.	The Ascent of Dionysius (Step II)	CAPTURE_REGIONS	rom_event_mission.png	greek_faction.png	false
objective_inv_syracuse_3_primary	false	Magna Graecia lies before us, rich in resources and fertile in population. She is ready to welcome us as her new masters. No other nation can match our power, nor has divine permission to do so.	The Ascent of Dionysius (Step III)	CAPTURE_REGIONS	rom_event_mission.png	greek_faction.png	false
objective_inv_syracuse_4_primary	false	The prosperity of our people and the success of our armies requires better organisation at home. It also demands that our architecture reflects our standing in the world.	The Ascent of Dionysius (Step IV)	CAPTURE_REGIONS	rom_event_mission.png	greek_faction.png	false
objective_inv_syracuse_5_primary	false	The time has come for us to take what is rightfully ours - Magna Graecia can have many occupants but only one master!	The Ascent of Dionysius (Step V)	CAPTURE_REGIONS	rom_event_mission.png	greek_faction.png	false
objective_inv_syracuse_6_primary	false	Our dominance of the sea is fundamental to the continued prosperity of our people. Securing a stronghold in Sardinia will ensure that waves belong to us.	The Ascent of Dionysius (Step VI)	CAPTURE_REGIONS	rom_event_mission.png	greek_faction.png	false
objective_inv_syracuse_7_primary	false	Raze the city, enslave the populace and enjoy the spoils. Deliver all future generations from this Punic menace!	The Ascent of Dionysius (Step VII)	CAPTURE_REGIONS	rom_event_mission.png	greek_faction.png	false
objective_inv_taranto_1_primary	false	Times are promising; the lands of southern Italy are fertile, and the weather is most favourable for our needs. Our home, both beautiful and comfortable, must be preserved. To do this we must establish a strong backbone by securing the coastal lands nearby.	The Era of Archytas (Chapter I)	CAPTURE_REGIONS	rom_event_mission.png	greek_faction.png	false
objective_inv_taranto_2_primary	false	Holding Magna Graecia in her entirety is paramount. Archytas made that clear very early on in his reign and we are happy to follow his vision - a vision that will lead us well beyond the horizon.	The Era of Archytas (Chapter II)	CAPTURE_REGIONS	rom_event_mission.png	greek_faction.png	false
objective_inv_taranto_3_primary	false	Southern Italy lies before us, rich in resources and fertile in population. She is ready to welcome us as her new masters. No other nation can match our power, nor has divine permission to do so.	The Era of Archytas (Chapter III)	CAPTURE_REGIONS	rom_event_mission.png	greek_faction.png	false
objective_inv_taranto_4_primary	false	The prosperity of our people and the success of our armies requires observance of the correct votive offerings and rites. It also demands that our architecture reflects our standing in the world.	The Era of Archytas (Chapter IV)	CAPTURE_REGIONS	rom_event_mission.png	greek_faction.png	false
objective_inv_taranto_5_primary	false	It is time to take what rightfully belongs to us - southern Italy can have many inhabitants, but only one master!	The Era of Archytas (Chapter V)	CAPTURE_REGIONS	rom_event_mission.png	greek_faction.png	false
objective_inv_taranto_6_primary	false	Taras is both wealthy and prosperous. In his wisdom, Archytas sees that our growing influence can hardly be contained within our current territories. The natural way forward points north.	The Era of Archytas (Chapter VI)	CAPTURE_REGIONS	rom_event_mission.png	greek_faction.png	false
