attitude	culture	faction	government_type	key	option	string
hostile	rom_Roman	inv_lucani	gov_absolute_monarchy	offer_demand_trade	1	rome_ee_offer_demand_trade_02
hostile	rom_Roman	inv_lucani	gov_absolute_monarchy	offer_demand_trade	2	rome_ee_offer_demand_trade_03
friendly	rom_Roman	inv_marrucini	gov_absolute_monarchy	offer_demand_trade	0	rome_ee_offer_beg_trade_01
friendly	rom_Roman	inv_marrucini	gov_absolute_monarchy	offer_demand_trade	1	rome_ee_offer_beg_trade_02
friendly	rom_Roman	inv_marrucini	gov_absolute_monarchy	offer_demand_trade	2	rome_ee_offer_beg_trade_03
hostile	rom_Roman	inv_marrucini	gov_absolute_monarchy	offer_demand_trade	0	rome_ee_offer_demand_trade_01
hostile	rom_Roman	inv_marrucini	gov_absolute_monarchy	offer_demand_trade	1	rome_ee_offer_demand_trade_02
hostile	rom_Roman	inv_marrucini	gov_absolute_monarchy	offer_demand_trade	2	rome_ee_offer_demand_trade_03
friendly	rom_Roman	inv_messapians	gov_absolute_monarchy	offer_demand_trade	0	rome_ee_offer_beg_trade_01
friendly	rom_Roman	inv_messapians	gov_absolute_monarchy	offer_demand_trade	1	rome_ee_offer_beg_trade_02
friendly	rom_Roman	inv_messapians	gov_absolute_monarchy	offer_demand_trade	2	rome_ee_offer_beg_trade_03
hostile	rom_Roman	inv_messapians	gov_absolute_monarchy	offer_demand_trade	0	rome_ee_offer_demand_trade_01
hostile	rom_Roman	inv_messapians	gov_absolute_monarchy	offer_demand_trade	1	rome_ee_offer_demand_trade_02
hostile	rom_Roman	inv_messapians	gov_absolute_monarchy	offer_demand_trade	2	rome_ee_offer_demand_trade_03
friendly	rom_Roman	inv_paeligni	gov_absolute_monarchy	offer_demand_trade	0	rome_ee_offer_beg_trade_01
friendly	rom_Roman	inv_paeligni	gov_absolute_monarchy	offer_demand_trade	1	rome_ee_offer_beg_trade_02
friendly	rom_Roman	inv_paeligni	gov_absolute_monarchy	offer_demand_trade	2	rome_ee_offer_beg_trade_03
hostile	rom_Roman	inv_paeligni	gov_absolute_monarchy	offer_demand_trade	0	rome_ee_offer_demand_trade_01
hostile	rom_Roman	inv_paeligni	gov_absolute_monarchy	offer_demand_trade	1	rome_ee_offer_demand_trade_02
hostile	rom_Roman	inv_paeligni	gov_absolute_monarchy	offer_demand_trade	2	rome_ee_offer_demand_trade_03
friendly	rom_Roman	inv_peucetians	gov_absolute_monarchy	offer_demand_trade	0	rome_ee_offer_beg_trade_01
friendly	rom_Roman	inv_peucetians	gov_absolute_monarchy	offer_demand_trade	1	rome_ee_offer_beg_trade_02
friendly	rom_Roman	inv_peucetians	gov_absolute_monarchy	offer_demand_trade	2	rome_ee_offer_beg_trade_03
hostile	rom_Roman	inv_peucetians	gov_absolute_monarchy	offer_demand_trade	0	rome_ee_offer_demand_trade_01
hostile	rom_Roman	inv_peucetians	gov_absolute_monarchy	offer_demand_trade	1	rome_ee_offer_demand_trade_02
hostile	rom_Roman	inv_peucetians	gov_absolute_monarchy	offer_demand_trade	2	rome_ee_offer_demand_trade_03
friendly	rom_Roman	inv_picentes	gov_absolute_monarchy	offer_demand_trade	0	rome_ee_offer_beg_trade_01
friendly	rom_Roman	inv_picentes	gov_absolute_monarchy	offer_demand_trade	1	rome_ee_offer_beg_trade_02
friendly	rom_Roman	inv_picentes	gov_absolute_monarchy	offer_demand_trade	2	rome_ee_offer_beg_trade_03
hostile	rom_Roman	inv_picentes	gov_absolute_monarchy	offer_demand_trade	0	rome_ee_offer_demand_trade_01
hostile	rom_Roman	inv_picentes	gov_absolute_monarchy	offer_demand_trade	1	rome_ee_offer_demand_trade_02
hostile	rom_Roman	inv_picentes	gov_absolute_monarchy	offer_demand_trade	2	rome_ee_offer_demand_trade_03
friendly	rom_Roman	inv_raeti	gov_absolute_monarchy	offer_demand_trade	0	rome_Etr_Gen1_offer_beg_trade_01
friendly	rom_Roman	inv_raeti	gov_absolute_monarchy	offer_demand_trade	1	rome_Etr_Gen1_offer_request_trade_01
friendly	rom_Roman	inv_raeti	gov_absolute_monarchy	offer_demand_trade	2	rome_Etr_Gen1_offer_request_trade_02
hostile	rom_Roman	inv_raeti	gov_absolute_monarchy	offer_demand_trade	0	rome_Etr_Gen1_offer_demand_trade_01
hostile	rom_Roman	inv_raeti	gov_absolute_monarchy	offer_demand_trade	1	rome_Etr_Gen1_offer_demand_trade_02
friendly	rom_Roman	inv_rebel_etruscan	gov_absolute_monarchy	offer_demand_trade	0	rome_Etr_Gen1_offer_beg_trade_01
friendly	rom_Roman	inv_rebel_etruscan	gov_absolute_monarchy	offer_demand_trade	1	rome_Etr_Gen1_offer_request_trade_01
friendly	rom_Roman	inv_rebel_etruscan	gov_absolute_monarchy	offer_demand_trade	2	rome_Etr_Gen1_offer_request_trade_02
hostile	rom_Roman	inv_rebel_etruscan	gov_absolute_monarchy	offer_demand_trade	0	rome_Etr_Gen1_offer_demand_trade_01
hostile	rom_Roman	inv_rebel_etruscan	gov_absolute_monarchy	offer_demand_trade	1	rome_Etr_Gen1_offer_demand_trade_02
friendly	rom_Roman	inv_rebel_iapygian	gov_absolute_monarchy	offer_demand_trade	0	rome_ee_offer_beg_trade_01
friendly	rom_Roman	inv_rebel_iapygian	gov_absolute_monarchy	offer_demand_trade	1	rome_ee_offer_beg_trade_02
friendly	rom_Roman	inv_rebel_iapygian	gov_absolute_monarchy	offer_demand_trade	2	rome_ee_offer_beg_trade_03
hostile	rom_Roman	inv_rebel_iapygian	gov_absolute_monarchy	offer_demand_trade	0	rome_ee_offer_demand_trade_01
hostile	rom_Roman	inv_rebel_iapygian	gov_absolute_monarchy	offer_demand_trade	1	rome_ee_offer_demand_trade_02
hostile	rom_Roman	inv_rebel_iapygian	gov_absolute_monarchy	offer_demand_trade	2	rome_ee_offer_demand_trade_03
friendly	rom_Roman	inv_rebel_italic	gov_absolute_monarchy	offer_demand_trade	0	rome_ee_offer_beg_trade_01
friendly	rom_Roman	inv_rebel_italic	gov_absolute_monarchy	offer_demand_trade	1	rome_ee_offer_beg_trade_02
friendly	rom_Roman	inv_rebel_italic	gov_absolute_monarchy	offer_demand_trade	2	rome_ee_offer_beg_trade_03
hostile	rom_Roman	inv_rebel_italic	gov_absolute_monarchy	offer_demand_trade	0	rome_ee_offer_demand_trade_01
hostile	rom_Roman	inv_rebel_italic	gov_absolute_monarchy	offer_demand_trade	1	rome_ee_offer_demand_trade_02
hostile	rom_Roman	inv_rebel_italic	gov_absolute_monarchy	offer_demand_trade	2	rome_ee_offer_demand_trade_03
friendly	rom_Roman	inv_sabines	gov_absolute_monarchy	offer_demand_trade	0	rome_ee_offer_beg_trade_01
friendly	rom_Roman	inv_sabines	gov_absolute_monarchy	offer_demand_trade	1	rome_ee_offer_beg_trade_02
friendly	rom_Roman	inv_sabines	gov_absolute_monarchy	offer_demand_trade	2	rome_ee_offer_beg_trade_03
hostile	rom_Roman	inv_sabines	gov_absolute_monarchy	offer_demand_trade	0	rome_ee_offer_demand_trade_01
hostile	rom_Roman	inv_sabines	gov_absolute_monarchy	offer_demand_trade	1	rome_ee_offer_demand_trade_02
hostile	rom_Roman	inv_sabines	gov_absolute_monarchy	offer_demand_trade	2	rome_ee_offer_demand_trade_03
friendly	rom_Roman	inv_samnites_civil_war	gov_absolute_monarchy	offer_demand_trade	0	rome_ee_offer_beg_trade_01
friendly	rom_Roman	inv_samnites_civil_war	gov_absolute_monarchy	offer_demand_trade	1	rome_ee_offer_beg_trade_02
friendly	rom_Roman	inv_samnites_civil_war	gov_absolute_monarchy	offer_demand_trade	2	rome_ee_offer_beg_trade_03
hostile	rom_Roman	inv_samnites_civil_war	gov_absolute_monarchy	offer_demand_trade	0	rome_ee_offer_demand_trade_01
hostile	rom_Roman	inv_samnites_civil_war	gov_absolute_monarchy	offer_demand_trade	1	rome_ee_offer_demand_trade_02
hostile	rom_Roman	inv_samnites_civil_war	gov_absolute_monarchy	offer_demand_trade	2	rome_ee_offer_demand_trade_03
friendly	rom_Roman	inv_samnites_secession	gov_absolute_monarchy	offer_demand_trade	0	rome_ee_offer_beg_trade_01
friendly	rom_Roman	inv_samnites_secession	gov_absolute_monarchy	offer_demand_trade	1	rome_ee_offer_beg_trade_02
friendly	rom_Roman	inv_samnites_secession	gov_absolute_monarchy	offer_demand_trade	2	rome_ee_offer_beg_trade_03
hostile	rom_Roman	inv_samnites_secession	gov_absolute_monarchy	offer_demand_trade	0	rome_ee_offer_demand_trade_01
hostile	rom_Roman	inv_samnites_secession	gov_absolute_monarchy	offer_demand_trade	1	rome_ee_offer_demand_trade_02
hostile	rom_Roman	inv_samnites_secession	gov_absolute_monarchy	offer_demand_trade	2	rome_ee_offer_demand_trade_03
friendly	rom_Roman	inv_samnites	gov_absolute_monarchy	offer_demand_trade	0	rome_ee_offer_beg_trade_01
friendly	rom_Roman	inv_samnites	gov_absolute_monarchy	offer_demand_trade	1	rome_ee_offer_beg_trade_02
friendly	rom_Roman	inv_samnites	gov_absolute_monarchy	offer_demand_trade	2	rome_ee_offer_beg_trade_03
hostile	rom_Roman	inv_samnites	gov_absolute_monarchy	offer_demand_trade	0	rome_ee_offer_demand_trade_01
hostile	rom_Roman	inv_samnites	gov_absolute_monarchy	offer_demand_trade	1	rome_ee_offer_demand_trade_02
hostile	rom_Roman	inv_samnites	gov_absolute_monarchy	offer_demand_trade	2	rome_ee_offer_demand_trade_03
friendly	rom_Roman	inv_tarchuna_civil_war	gov_absolute_monarchy	offer_demand_trade	0	rome_Etr_Gen1_offer_beg_trade_01
friendly	rom_Roman	inv_tarchuna_civil_war	gov_absolute_monarchy	offer_demand_trade	1	rome_Etr_Gen1_offer_request_trade_01
friendly	rom_Roman	inv_tarchuna_civil_war	gov_absolute_monarchy	offer_demand_trade	2	rome_Etr_Gen1_offer_request_trade_02
hostile	rom_Roman	inv_tarchuna_civil_war	gov_absolute_monarchy	offer_demand_trade	0	rome_Etr_Gen1_offer_demand_trade_01
hostile	rom_Roman	inv_tarchuna_civil_war	gov_absolute_monarchy	offer_demand_trade	1	rome_Etr_Gen1_offer_demand_trade_02
friendly	rom_Roman	inv_tarchuna_secession	gov_absolute_monarchy	offer_demand_trade	0	rome_Etr_Gen1_offer_beg_trade_01
friendly	rom_Roman	inv_tarchuna_secession	gov_absolute_monarchy	offer_demand_trade	1	rome_Etr_Gen1_offer_request_trade_01
friendly	rom_Roman	inv_tarchuna_secession	gov_absolute_monarchy	offer_demand_trade	2	rome_Etr_Gen1_offer_request_trade_02
hostile	rom_Roman	inv_tarchuna_secession	gov_absolute_monarchy	offer_demand_trade	0	rome_Etr_Gen1_offer_demand_trade_01
hostile	rom_Roman	inv_tarchuna_secession	gov_absolute_monarchy	offer_demand_trade	1	rome_Etr_Gen1_offer_demand_trade_02
friendly	rom_Roman	inv_tarchuna	gov_absolute_monarchy	offer_demand_trade	0	rome_Etr_Gen1_offer_beg_trade_01
friendly	rom_Roman	inv_tarchuna	gov_absolute_monarchy	offer_demand_trade	1	rome_Etr_Gen1_offer_request_trade_01
friendly	rom_Roman	inv_tarchuna	gov_absolute_monarchy	offer_demand_trade	2	rome_Etr_Gen1_offer_request_trade_02
hostile	rom_Roman	inv_tarchuna	gov_absolute_monarchy	offer_demand_trade	0	rome_Etr_Gen1_offer_demand_trade_01
hostile	rom_Roman	inv_tarchuna	gov_absolute_monarchy	offer_demand_trade	1	rome_Etr_Gen1_offer_demand_trade_02
friendly	rom_Roman	inv_umbri	gov_absolute_monarchy	offer_demand_trade	0	rome_ee_offer_beg_trade_01
friendly	rom_Roman	inv_umbri	gov_absolute_monarchy	offer_demand_trade	1	rome_ee_offer_beg_trade_02
friendly	rom_Roman	inv_umbri	gov_absolute_monarchy	offer_demand_trade	2	rome_ee_offer_beg_trade_03
hostile	rom_Roman	inv_umbri	gov_absolute_monarchy	offer_demand_trade	0	rome_ee_offer_demand_trade_01
hostile	rom_Roman	inv_umbri	gov_absolute_monarchy	offer_demand_trade	1	rome_ee_offer_demand_trade_02
hostile	rom_Roman	inv_umbri	gov_absolute_monarchy	offer_demand_trade	2	rome_ee_offer_demand_trade_03
friendly	rom_Roman	inv_veii	gov_absolute_monarchy	offer_demand_trade	0	rome_Etr_Gen1_offer_beg_trade_01
friendly	rom_Roman	inv_veii	gov_absolute_monarchy	offer_demand_trade	1	rome_Etr_Gen1_offer_request_trade_01
friendly	rom_Roman	inv_veii	gov_absolute_monarchy	offer_demand_trade	2	rome_Etr_Gen1_offer_request_trade_02
hostile	rom_Roman	inv_veii	gov_absolute_monarchy	offer_demand_trade	0	rome_Etr_Gen1_offer_demand_trade_01
hostile	rom_Roman	inv_veii	gov_absolute_monarchy	offer_demand_trade	1	rome_Etr_Gen1_offer_demand_trade_02
friendly	rom_Roman	inv_veneti_civil_war	gov_absolute_monarchy	offer_demand_trade	0	rome_ee_offer_beg_trade_01
friendly	rom_Roman	inv_veneti_civil_war	gov_absolute_monarchy	offer_demand_trade	1	rome_ee_offer_beg_trade_02
friendly	rom_Roman	inv_veneti_civil_war	gov_absolute_monarchy	offer_demand_trade	2	rome_ee_offer_beg_trade_03
hostile	rom_Roman	inv_veneti_civil_war	gov_absolute_monarchy	offer_demand_trade	0	rome_ee_offer_demand_trade_01
hostile	rom_Roman	inv_veneti_civil_war	gov_absolute_monarchy	offer_demand_trade	1	rome_ee_offer_demand_trade_02
hostile	rom_Roman	inv_veneti_civil_war	gov_absolute_monarchy	offer_demand_trade	2	rome_ee_offer_demand_trade_03
friendly	rom_Roman	inv_veneti_secession	gov_absolute_monarchy	offer_demand_trade	0	rome_ee_offer_beg_trade_01
friendly	rom_Roman	inv_veneti_secession	gov_absolute_monarchy	offer_demand_trade	1	rome_ee_offer_beg_trade_02
friendly	rom_Roman	inv_veneti_secession	gov_absolute_monarchy	offer_demand_trade	2	rome_ee_offer_beg_trade_03
hostile	rom_Roman	inv_veneti_secession	gov_absolute_monarchy	offer_demand_trade	0	rome_ee_offer_demand_trade_01
hostile	rom_Roman	inv_veneti_secession	gov_absolute_monarchy	offer_demand_trade	1	rome_ee_offer_demand_trade_02
hostile	rom_Roman	inv_veneti_secession	gov_absolute_monarchy	offer_demand_trade	2	rome_ee_offer_demand_trade_03
friendly	rom_Roman	inv_veneti	gov_absolute_monarchy	offer_demand_trade	0	rome_ee_offer_beg_trade_01
friendly	rom_Roman	inv_veneti	gov_absolute_monarchy	offer_demand_trade	1	rome_ee_offer_beg_trade_02
friendly	rom_Roman	inv_veneti	gov_absolute_monarchy	offer_demand_trade	2	rome_ee_offer_beg_trade_03
hostile	rom_Roman	inv_veneti	gov_absolute_monarchy	offer_demand_trade	0	rome_ee_offer_demand_trade_01
hostile	rom_Roman	inv_veneti	gov_absolute_monarchy	offer_demand_trade	1	rome_ee_offer_demand_trade_02
hostile	rom_Roman	inv_veneti	gov_absolute_monarchy	offer_demand_trade	2	rome_ee_offer_demand_trade_03
friendly	rom_Roman	inv_viesul	gov_absolute_monarchy	offer_demand_trade	0	rome_Etr_Gen1_offer_beg_trade_01
friendly	rom_Roman	inv_viesul	gov_absolute_monarchy	offer_demand_trade	1	rome_Etr_Gen1_offer_request_trade_01
friendly	rom_Roman	inv_viesul	gov_absolute_monarchy	offer_demand_trade	2	rome_Etr_Gen1_offer_request_trade_02
hostile	rom_Roman	inv_viesul	gov_absolute_monarchy	offer_demand_trade	0	rome_Etr_Gen1_offer_demand_trade_01
hostile	rom_Roman	inv_viesul	gov_absolute_monarchy	offer_demand_trade	1	rome_Etr_Gen1_offer_demand_trade_02
friendly	rom_Roman	inv_volsci	gov_absolute_monarchy	offer_demand_trade	0	rome_ee_offer_beg_trade_01
friendly	rom_Roman	inv_volsci	gov_absolute_monarchy	offer_demand_trade	1	rome_ee_offer_beg_trade_02
friendly	rom_Roman	inv_volsci	gov_absolute_monarchy	offer_demand_trade	2	rome_ee_offer_beg_trade_03
hostile	rom_Roman	inv_volsci	gov_absolute_monarchy	offer_demand_trade	0	rome_ee_offer_demand_trade_01
hostile	rom_Roman	inv_volsci	gov_absolute_monarchy	offer_demand_trade	1	rome_ee_offer_demand_trade_02
hostile	rom_Roman	inv_volsci	gov_absolute_monarchy	offer_demand_trade	2	rome_ee_offer_demand_trade_03
friendly	rom_Barbarian	rom_ardiaei	gov_absolute_monarchy	offer_join_war	20	fem_rome_greek_beg_third_party_attack
friendly	rom_Hellenistic	emp_egypt	gov_absolute_monarchy	offer_join_war	20	fem_cleopatra_egypt_beg_third_party_attack
hostile	rom_Hellenistic	inv_carthage	gov_absolute_monarchy	offer_join_war	0	eastern_carthage_attack_faction_offer_01
hostile	rom_Hellenistic	inv_carthage	gov_absolute_monarchy	offer_join_war	1	eastern_carthage_attack_faction_offer_02
hostile	rom_Hellenistic	inv_carthage	gov_absolute_monarchy	offer_join_war	2	eastern_carthage_attack_faction_offer_03
hostile	rom_Hellenistic	rom_carthage	gov_absolute_monarchy	offer_join_war	0	eastern_carthage_attack_faction_offer_01
hostile	rom_Hellenistic	rom_carthage	gov_absolute_monarchy	offer_join_war	1	eastern_carthage_attack_faction_offer_02
hostile	rom_Hellenistic	rom_carthage	gov_absolute_monarchy	offer_join_war	2	eastern_carthage_attack_faction_offer_03
hostile	rom_Hellenistic	rom_ptolemaics	gov_absolute_monarchy	offer_join_war	0	eastern_egypt_attack_faction_offer_01
hostile	rom_Hellenistic	rom_ptolemaics	gov_absolute_monarchy	offer_join_war	1	eastern_egypt_attack_faction_offer_02
hostile	rom_Hellenistic	rom_ptolemaics	gov_absolute_monarchy	offer_join_war	2	eastern_egypt_attack_faction_offer_03
hostile	rom_Roman	3c_palmyra	gov_absolute_monarchy	offer_join_war	0	fem_rome_zenobia_attack_faction_offer_01
hostile	rom_Roman	emp_antony	gov_absolute_monarchy	offer_join_war	0	rome_attack_faction_offer_01
hostile	rom_Roman	emp_antony	gov_absolute_monarchy	offer_join_war	1	rome_ee_attack_faction_offer_02
hostile	rom_Roman	emp_antony	gov_absolute_monarchy	offer_join_war	2	rome_ee_attack_faction_offer_03
hostile	rom_Roman	emp_lepidus	gov_absolute_monarchy	offer_join_war	0	rome_attack_faction_offer_01
hostile	rom_Roman	emp_lepidus	gov_absolute_monarchy	offer_join_war	1	rome_ee_attack_faction_offer_02
hostile	rom_Roman	emp_lepidus	gov_absolute_monarchy	offer_join_war	2	rome_ee_attack_faction_offer_03
hostile	rom_Roman	emp_octavian	gov_absolute_monarchy	offer_join_war	0	rome_attack_faction_offer_01
hostile	rom_Roman	emp_octavian	gov_absolute_monarchy	offer_join_war	1	rome_ee_attack_faction_offer_02
hostile	rom_Roman	emp_octavian	gov_absolute_monarchy	offer_join_war	2	rome_ee_attack_faction_offer_03
hostile	rom_Roman	emp_pompey	gov_absolute_monarchy	offer_join_war	0	rome_attack_faction_offer_01
hostile	rom_Roman	emp_pompey	gov_absolute_monarchy	offer_join_war	1	rome_ee_attack_faction_offer_02
hostile	rom_Roman	emp_pompey	gov_absolute_monarchy	offer_join_war	2	rome_ee_attack_faction_offer_03
hostile	rom_Roman	inv_aequi	gov_absolute_monarchy	offer_join_war	0	rome_attack_faction_offer_01
hostile	rom_Roman	inv_aequi	gov_absolute_monarchy	offer_join_war	1	rome_ee_attack_faction_offer_03
hostile	rom_Roman	inv_aleria	gov_absolute_monarchy	offer_join_war	0	rome_Etr_Gen1_attack_faction_offer_01
hostile	rom_Roman	inv_aritim	gov_absolute_monarchy	offer_join_war	0	rome_Etr_Gen1_attack_faction_offer_01
hostile	rom_Roman	inv_bruttii	gov_absolute_monarchy	offer_join_war	0	rome_attack_faction_offer_01
hostile	rom_Roman	inv_bruttii	gov_absolute_monarchy	offer_join_war	1	rome_ee_attack_faction_offer_03
hostile	rom_Roman	inv_daunians	gov_absolute_monarchy	offer_join_war	0	rome_attack_faction_offer_01
hostile	rom_Roman	inv_daunians	gov_absolute_monarchy	offer_join_war	1	rome_ee_attack_faction_offer_03
hostile	rom_Roman	inv_felathri	gov_absolute_monarchy	offer_join_war	0	rome_Etr_Gen1_attack_faction_offer_01
hostile	rom_Roman	inv_frentani	gov_absolute_monarchy	offer_join_war	0	rome_attack_faction_offer_01
hostile	rom_Roman	inv_frentani	gov_absolute_monarchy	offer_join_war	1	rome_ee_attack_faction_offer_03
hostile	rom_Roman	inv_hernici	gov_absolute_monarchy	offer_join_war	0	rome_attack_faction_offer_01
hostile	rom_Roman	inv_hernici	gov_absolute_monarchy	offer_join_war	1	rome_ee_attack_faction_offer_03
hostile	rom_Roman	inv_inc_hirpini	gov_absolute_monarchy	offer_join_war	0	rome_attack_faction_offer_01
hostile	rom_Roman	inv_inc_hirpini	gov_absolute_monarchy	offer_join_war	1	rome_ee_attack_faction_offer_03
hostile	rom_Roman	inv_lucani	gov_absolute_monarchy	offer_join_war	0	rome_attack_faction_offer_01
hostile	rom_Roman	inv_lucani	gov_absolute_monarchy	offer_join_war	1	rome_ee_attack_faction_offer_03
hostile	rom_Roman	inv_marrucini	gov_absolute_monarchy	offer_join_war	0	rome_attack_faction_offer_01
hostile	rom_Roman	inv_marrucini	gov_absolute_monarchy	offer_join_war	1	rome_ee_attack_faction_offer_03
hostile	rom_Roman	inv_messapians	gov_absolute_monarchy	offer_join_war	0	rome_attack_faction_offer_01
hostile	rom_Roman	inv_messapians	gov_absolute_monarchy	offer_join_war	1	rome_ee_attack_faction_offer_03
hostile	rom_Roman	inv_paeligni	gov_absolute_monarchy	offer_join_war	0	rome_attack_faction_offer_01
hostile	rom_Roman	inv_paeligni	gov_absolute_monarchy	offer_join_war	1	rome_ee_attack_faction_offer_03
hostile	rom_Roman	inv_peucetians	gov_absolute_monarchy	offer_join_war	0	rome_attack_faction_offer_01
hostile	rom_Roman	inv_peucetians	gov_absolute_monarchy	offer_join_war	1	rome_ee_attack_faction_offer_03
hostile	rom_Roman	inv_picentes	gov_absolute_monarchy	offer_join_war	0	rome_attack_faction_offer_01
hostile	rom_Roman	inv_picentes	gov_absolute_monarchy	offer_join_war	1	rome_ee_attack_faction_offer_03
hostile	rom_Roman	inv_raeti	gov_absolute_monarchy	offer_join_war	0	rome_Etr_Gen1_attack_faction_offer_01
hostile	rom_Roman	inv_rebel_etruscan	gov_absolute_monarchy	offer_join_war	0	rome_Etr_Gen1_attack_faction_offer_01
hostile	rom_Roman	inv_rebel_iapygian	gov_absolute_monarchy	offer_join_war	0	rome_attack_faction_offer_01
hostile	rom_Roman	inv_rebel_iapygian	gov_absolute_monarchy	offer_join_war	1	rome_ee_attack_faction_offer_03
hostile	rom_Roman	inv_rebel_italic	gov_absolute_monarchy	offer_join_war	0	rome_attack_faction_offer_01
hostile	rom_Roman	inv_rebel_italic	gov_absolute_monarchy	offer_join_war	1	rome_ee_attack_faction_offer_03
hostile	rom_Roman	inv_sabines	gov_absolute_monarchy	offer_join_war	0	rome_attack_faction_offer_01
hostile	rom_Roman	inv_sabines	gov_absolute_monarchy	offer_join_war	1	rome_ee_attack_faction_offer_03
hostile	rom_Roman	inv_samnites_civil_war	gov_absolute_monarchy	offer_join_war	0	rome_attack_faction_offer_01
hostile	rom_Roman	inv_samnites_civil_war	gov_absolute_monarchy	offer_join_war	1	rome_ee_attack_faction_offer_03
hostile	rom_Roman	inv_samnites_secession	gov_absolute_monarchy	offer_join_war	0	rome_attack_faction_offer_01
hostile	rom_Roman	inv_samnites_secession	gov_absolute_monarchy	offer_join_war	1	rome_ee_attack_faction_offer_03
hostile	rom_Roman	inv_samnites	gov_absolute_monarchy	offer_join_war	0	rome_attack_faction_offer_01
hostile	rom_Roman	inv_samnites	gov_absolute_monarchy	offer_join_war	1	rome_ee_attack_faction_offer_03
hostile	rom_Roman	inv_tarchuna_civil_war	gov_absolute_monarchy	offer_join_war	0	rome_Etr_Gen1_attack_faction_offer_01
hostile	rom_Roman	inv_tarchuna_secession	gov_absolute_monarchy	offer_join_war	0	rome_Etr_Gen1_attack_faction_offer_01
hostile	rom_Roman	inv_tarchuna	gov_absolute_monarchy	offer_join_war	0	rome_Etr_Gen1_attack_faction_offer_01
hostile	rom_Roman	inv_umbri	gov_absolute_monarchy	offer_join_war	0	rome_attack_faction_offer_01
hostile	rom_Roman	inv_umbri	gov_absolute_monarchy	offer_join_war	1	rome_ee_attack_faction_offer_03
hostile	rom_Roman	inv_veii	gov_absolute_monarchy	offer_join_war	0	rome_Etr_Gen1_attack_faction_offer_01
hostile	rom_Roman	inv_veneti_civil_war	gov_absolute_monarchy	offer_join_war	0	rome_attack_faction_offer_01
hostile	rom_Roman	inv_veneti_civil_war	gov_absolute_monarchy	offer_join_war	2	rome_ee_attack_faction_offer_03
hostile	rom_Roman	inv_veneti_secession	gov_absolute_monarchy	offer_join_war	0	rome_attack_faction_offer_01
hostile	rom_Roman	inv_veneti_secession	gov_absolute_monarchy	offer_join_war	2	rome_ee_attack_faction_offer_03
hostile	rom_Roman	inv_veneti	gov_absolute_monarchy	offer_join_war	0	rome_attack_faction_offer_01
hostile	rom_Roman	inv_veneti	gov_absolute_monarchy	offer_join_war	1	rome_ee_attack_faction_offer_03
hostile	rom_Roman	inv_viesul	gov_absolute_monarchy	offer_join_war	0	rome_Etr_Gen1_attack_faction_offer_01
hostile	rom_Roman	inv_volsci	gov_absolute_monarchy	offer_join_war	0	rome_attack_faction_offer_01
hostile	rom_Roman	inv_volsci	gov_absolute_monarchy	offer_join_war	1	rome_ee_attack_faction_offer_03
hostile	rom_Barbarian	rom_ardiaei	gov_absolute_monarchy	offer_marriage	20	fem_rome_greek_offer_demand_cooperation
hostile	rom_Hellenistic	emp_egypt	gov_absolute_monarchy	offer_marriage	20	fem_rome_greek_offer_demand_cooperation
hostile	rom_Hellenistic	inv_carthage	gov_absolute_monarchy	offer_regular_payment	0	eastern_carthage_offer_regular_payment_01
hostile	rom_Hellenistic	inv_carthage	gov_absolute_monarchy	offer_regular_payment	1	eastern_carthage_offer_regular_payment_02
hostile	rom_Hellenistic	inv_carthage	gov_absolute_monarchy	offer_regular_payment	2	eastern_carthage_offer_regular_payment_03
hostile	rom_Hellenistic	rom_carthage	gov_absolute_monarchy	offer_regular_payment	0	eastern_carthage_offer_regular_payment_01
hostile	rom_Hellenistic	rom_carthage	gov_absolute_monarchy	offer_regular_payment	1	eastern_carthage_offer_regular_payment_02
hostile	rom_Hellenistic	rom_carthage	gov_absolute_monarchy	offer_regular_payment	2	eastern_carthage_offer_regular_payment_03
hostile	rom_Hellenistic	rom_ptolemaics	gov_absolute_monarchy	offer_regular_payment	0	eastern_egypt_offer_regular_payment_01
hostile	rom_Hellenistic	rom_ptolemaics	gov_absolute_monarchy	offer_regular_payment	1	eastern_egypt_offer_regular_payment_02
hostile	rom_Hellenistic	rom_ptolemaics	gov_absolute_monarchy	offer_regular_payment	2	eastern_egypt_offer_regular_payment_03
hostile	rom_Hellenistic	inv_carthage	gov_absolute_monarchy	offer_single_payment	0	eastern_carthage_offer_single_payment_01
hostile	rom_Hellenistic	inv_carthage	gov_absolute_monarchy	offer_single_payment	1	eastern_carthage_offer_single_payment_02
hostile	rom_Hellenistic	inv_carthage	gov_absolute_monarchy	offer_single_payment	2	eastern_carthage_offer_single_payment_03
hostile	rom_Hellenistic	rom_carthage	gov_absolute_monarchy	offer_single_payment	0	eastern_carthage_offer_single_payment_01
hostile	rom_Hellenistic	rom_carthage	gov_absolute_monarchy	offer_single_payment	1	eastern_carthage_offer_single_payment_02
hostile	rom_Hellenistic	rom_carthage	gov_absolute_monarchy	offer_single_payment	2	eastern_carthage_offer_single_payment_03
hostile	rom_Hellenistic	rom_ptolemaics	gov_absolute_monarchy	offer_single_payment	0	eastern_egypt_offer_single_payment_01
hostile	rom_Hellenistic	rom_ptolemaics	gov_absolute_monarchy	offer_single_payment	1	eastern_egypt_offer_single_payment_02
