art_set_id	agent_type	culture	subculture	faction	is_custom	is_male	group
Gae_Pun_General_03	general			pun_gaetuli	false	true	main_emp_punic
Gae_Pun_General_04	general			pun_gaetuli	false	true	main_emp_punic
Gae_Pun_General_05	general			pun_gaetuli	false	true	main_emp_punic
Gar_Emp_General_01	general			emp_garamantia	false	true	main_emp_punic
Gar_Emp_General_02	general			emp_garamantia	false	true	main_emp_punic
Gar_Emp_General_03	general			emp_garamantia	false	true	main_emp_punic
Gar_Emp_General_04	general			emp_garamantia	false	true	main_emp_punic
Gar_Emp_General_05	general			emp_garamantia	false	true	main_emp_punic
Gar_General_01	general			rom_garamantia	false	true	main_emp_punic
Gar_General_02	general			rom_garamantia	false	true	main_emp_punic
Gar_General_03	general			rom_garamantia	false	true	main_emp_punic
Gar_General_04	general			rom_garamantia	false	true	main_emp_punic
Gar_General_05	general			rom_garamantia	false	true	main_emp_punic
Gar_Pun_General_01	general			pun_garamantia	false	true	main_emp_punic
Gar_Pun_General_02	general			pun_garamantia	false	true	main_emp_punic
Gar_Pun_General_03	general			pun_garamantia	false	true	main_emp_punic
Gar_Pun_General_04	general			pun_garamantia	false	true	main_emp_punic
Gar_Pun_General_05	general			pun_garamantia	false	true	main_emp_punic
Ger_General_01	general		sc_rom_germanic		false	true	germanic
Ger_General_02	general		sc_rom_germanic		false	true	germanic
Ger_General_03	general		sc_rom_germanic		false	true	germanic
Ger_General_04	general		sc_rom_germanic		false	true	germanic
Ger_General_05	general		sc_rom_germanic		false	true	germanic
Ger_General_06	general		sc_rom_germanic		false	true	germanic
Ger_General_07	general		sc_rom_germanic		false	true	germanic
Ger_General_08	general		sc_rom_germanic		false	true	germanic
Ger_General_09	general		sc_rom_germanic		false	true	germanic
Ger_General_10	general		sc_rom_germanic		false	true	germanic
Ger_General_11	general		sc_rom_germanic		false	true	germanic
Ger_General_12	general		sc_rom_germanic		false	true	germanic
Ger_General_13	general		sc_rom_germanic		false	true	germanic
Ger_General_14	general		sc_rom_germanic		false	true	germanic
Ger_General_15	general		sc_rom_germanic		false	true	germanic
Ger_General_16	general		sc_rom_germanic		false	true	germanic
Ger_General_17	general		sc_rom_germanic		false	true	germanic
Ger_General_18	general		sc_rom_germanic		false	true	germanic
Ger_General_19	general		sc_rom_germanic		false	true	germanic
Ger_General_20	general		sc_rom_germanic		false	true	germanic
Ger_General_21	general		sc_rom_germanic		false	true	germanic
Ger_General_22	general		sc_rom_germanic		false	true	germanic
Ger_General_23	general		sc_rom_germanic		false	true	germanic
Ger_General_24	general		sc_rom_germanic		false	true	germanic
Ger_General_25	general		sc_rom_germanic		false	true	germanic
Ger_General_26	general		sc_rom_germanic		false	true	germanic
Ger_General_27	general		sc_rom_germanic		false	true	germanic
Ger_General_28	general		sc_rom_germanic		false	true	germanic
Ger_General_29	general		sc_rom_germanic		false	true	germanic
Ger_General_30	general		sc_rom_germanic		false	true	germanic
Get_General_01	general		sc_rom_daco_thracian		false	true	dacian
Get_General_02	general		sc_rom_daco_thracian		false	true	dacian
Get_General_03	general		sc_rom_daco_thracian		false	true	dacian
Get_General_04	general		sc_rom_daco_thracian		false	true	dacian
Get_General_05	general		sc_rom_daco_thracian		false	true	dacian
Get_General_06	general		sc_rom_daco_thracian		false	true	dacian
Get_General_07	general		sc_rom_daco_thracian		false	true	dacian
Get_General_08	general		sc_rom_daco_thracian		false	true	dacian
Get_General_09	general		sc_rom_daco_thracian		false	true	dacian
Get_General_10	general		sc_rom_daco_thracian		false	true	dacian
Gre_General_01	general	rom_Hellenistic			false	true	greeks
Gre_General_02	general	rom_Hellenistic			false	true	greeks
Gre_General_03	general	rom_Hellenistic			false	true	greeks
Gre_General_04	general	rom_Hellenistic			false	true	greeks
Gre_General_05	general	rom_Hellenistic			false	true	greeks
Gre_General_06	general	rom_Hellenistic			false	true	greeks
Gre_General_07	general	rom_Hellenistic			false	true	greeks
Gre_General_08	general	rom_Hellenistic			false	true	greeks
Gre_General_09	general	rom_Hellenistic			false	true	greeks
Gre_General_10	general	rom_Hellenistic			false	true	greeks
Gre_General_11	general	rom_Hellenistic			false	true	greeks
Gre_General_12	general	rom_Hellenistic			false	true	greeks
Gre_General_13	general	rom_Hellenistic			false	true	greeks
Gre_General_14	general	rom_Hellenistic			false	true	greeks
Gre_General_15	general	rom_Hellenistic			false	true	greeks
Gre_General_16	general	rom_Hellenistic			false	true	greeks
Gre_General_17	general	rom_Hellenistic			false	true	greeks
Gre_General_18	general	rom_Hellenistic			false	true	greeks
Gre_General_19	general	rom_Hellenistic			false	true	greeks
Gre_General_20	general	rom_Hellenistic			false	true	greeks
Gre_General_21	general	rom_Hellenistic			false	true	greeks
Gre_General_22	general	rom_Hellenistic			false	true	greeks
Gre_General_23	general	rom_Hellenistic			false	true	greeks
Gre_General_24	general	rom_Hellenistic			false	true	greeks
Gre_General_25	general	rom_Hellenistic			false	true	greeks
Gre_General_26	general	rom_Hellenistic			false	true	greeks
Gre_General_27	general	rom_Hellenistic			false	true	greeks
Gre_General_28	general	rom_Hellenistic			false	true	greeks
Gre_General_29	general	rom_Hellenistic			false	true	greeks
Gre_General_30	general	rom_Hellenistic			false	true	greeks
Hannibal_Barca_Punic	general				false	true	main_punic
Ibe_General_01	general		sc_rom_celtiberian		false	true	main_emp_punic
Ibe_General_02	general		sc_rom_celtiberian		false	true	main_emp_punic
Ibe_General_03	general		sc_rom_celtiberian		false	true	main_emp_punic
Ibe_General_04	general		sc_rom_celtiberian		false	true	main_emp_punic
Ibe_General_05	general		sc_rom_celtiberian		false	true	main_emp_punic
Ibe_General_06	general		sc_rom_celtiberian		false	true	main_emp_punic
Ibe_General_07	general		sc_rom_celtiberian		false	true	main_emp_punic
Ibe_General_08	general		sc_rom_celtiberian		false	true	main_emp_punic
Ibe_General_09	general		sc_rom_celtiberian		false	true	main_emp_punic
Ibe_General_10	general		sc_rom_celtiberian		false	true	main_emp_punic
Ibe_General_11	general		sc_rom_celtiberian		false	true	main_emp_punic
Ibe_General_12	general		sc_rom_celtiberian		false	true	main_emp_punic
Ibe_General_13	general		sc_rom_celtiberian		false	true	main_emp_punic
Ibe_General_14	general		sc_rom_celtiberian		false	true	main_emp_punic
Ibe_General_15	general		sc_rom_celtiberian		false	true	main_emp_punic
Ibe_General_16	general		sc_rom_celtiberian		false	true	main_emp_punic
Ibe_General_17	general		sc_rom_celtiberian		false	true	main_emp_punic
Ibe_General_18	general		sc_rom_celtiberian		false	true	main_emp_punic
Ibe_General_19	general		sc_rom_celtiberian		false	true	main_emp_punic
Ibe_General_20	general		sc_rom_celtiberian		false	true	main_emp_punic
Ill_Civ_General_01	general			rom_ardiaei_civil_war	false	true	main_only
Ill_Civ_General_02	general			rom_ardiaei_civil_war	false	true	main_only
Ill_Civ_General_03	general			rom_ardiaei_civil_war	false	true	main_only
Ill_Civ_General_04	general			rom_ardiaei_civil_war	false	true	main_only
Ill_Civ_General_05	general			rom_ardiaei_civil_war	false	true	main_only
Ill_General_01	general		sc_rom_illyrian		false	true	main_only
Ill_General_02	general		sc_rom_illyrian		false	true	main_only
Ill_General_03	general		sc_rom_illyrian		false	true	main_only
Ill_General_04	general		sc_rom_illyrian		false	true	main_only
Ill_General_05	general		sc_rom_illyrian		false	true	main_only
Inv_Rom_Camillus	general				true	true	main_invasion
Inv_Samnite_Example_General	general				false	true	main_invasion
Inv_Sen_Brennus	general				true	true	main_invasion
Inv_Syr_Dionysius	general				true	true	main_invasion
Inv_Tar_Archytas	general				true	true	main_invasion
Ita_General_01	general			rom_etruscan	false	true	main_only
Ita_General_02	general			rom_etruscan	false	true	main_only
Ita_General_03	general			rom_etruscan	false	true	main_only
Ita_General_04	general			rom_etruscan	false	true	main_only
Ita_General_05	general			rom_etruscan	false	true	main_only
Ita_General_06	general			rom_etruscan	false	true	main_only
Ita_General_07	general			rom_etruscan	false	true	main_only
Ita_General_08	general			rom_etruscan	false	true	main_only
Ita_General_09	general			rom_etruscan	false	true	main_only
Ita_General_10	general			rom_etruscan	false	true	main_only
Lepidus_EE	general				false	true	main_emperor
Luc_General_01	general			pro_lucanian	false	true	prologue_only
Luc_General_02	general			pro_lucanian	false	true	prologue_only
Luc_General_03	general			pro_lucanian	false	true	prologue_only
Luc_General_04	general			pro_lucanian	false	true	prologue_only
Luc_General_05	general			pro_lucanian	false	true	prologue_only
Luc_General_06	general			pro_lucanian	false	true	prologue_only
Luc_General_07	general			pro_lucanian	false	true	prologue_only
Luc_General_08	general			pro_lucanian	false	true	prologue_only
Luc_General_09	general			pro_lucanian	false	true	prologue_only
Luc_General_10	general			pro_lucanian	false	true	prologue_only
Mae_General_01	general			rom_masaesyli	false	true	all_but_main
Mae_General_02	general			rom_masaesyli	false	true	all_but_main
Mae_General_03	general			rom_masaesyli	false	true	all_but_main
Mae_General_04	general			rom_masaesyli	false	true	all_but_main
Mae_General_05	general			rom_masaesyli	false	true	all_but_main
Mae_Pun_General_01	general			pun_masaesyli	false	true	all_but_main
Mae_Pun_General_02	general			pun_masaesyli	false	true	all_but_main
Mae_Pun_General_03	general			pun_masaesyli	false	true	all_but_main
Mae_Pun_General_04	general			pun_masaesyli	false	true	all_but_main
Mae_Pun_General_05	general			pun_masaesyli	false	true	all_but_main
Mark_Antony_EE	general				false	true	main_emp_gaul
Mark_Antony_General	general				false	true	
Mas_Pun_General_01	general			pun_massyli	false	true	main_emp_punic
Mas_Pun_General_02	general			pun_massyli	false	true	main_emp_punic
Mas_Pun_General_03	general			pun_massyli	false	true	main_emp_punic
Mas_Pun_General_04	general			pun_massyli	false	true	main_emp_punic
Mas_Pun_General_05	general			pun_massyli	false	true	main_emp_punic
Mau_Emp_General_01	general			emp_mauri	false	true	main_emp_punic
Mau_Emp_General_02	general			emp_mauri	false	true	main_emp_punic
Mau_Emp_General_03	general			emp_mauri	false	true	main_emp_punic
Mau_Emp_General_04	general			emp_mauri	false	true	main_emp_punic
Mau_Emp_General_05	general			emp_mauri	false	true	main_emp_punic
Mau_Pun_General_01	general			pun_mauri	false	true	main_emp_punic
Mau_Pun_General_02	general			pun_mauri	false	true	main_emp_punic
Mau_Pun_General_03	general			pun_mauri	false	true	main_emp_punic
Mau_Pun_General_04	general			pun_mauri	false	true	main_emp_punic
Mau_Pun_General_05	general			pun_mauri	false	true	main_emp_punic
Mer_Emp_General_01	general			emp_meroe	false	true	main_emp_punic
Mer_Emp_General_02	general			emp_meroe	false	true	main_emp_punic
Mer_Emp_General_03	general			emp_meroe	false	true	main_emp_punic
Mer_Emp_General_04	general			emp_meroe	false	true	main_emp_punic
Mer_Emp_General_05	general			emp_meroe	false	true	main_emp_punic
Mer_General_01	general			rom_meroe	false	true	main_emp_punic
Mer_General_02	general			rom_meroe	false	true	main_emp_punic
Mer_General_03	general			rom_meroe	false	true	main_emp_punic
Mer_General_04	general			rom_meroe	false	true	main_emp_punic
Mer_General_05	general			rom_meroe	false	true	main_emp_punic
Nas_Emp_General_01	general			emp_nasamones	false	true	main_emp_punic
Nas_Emp_General_02	general			emp_nasamones	false	true	main_emp_punic
Nas_Emp_General_03	general			emp_nasamones	false	true	main_emp_punic
Nas_Emp_General_04	general			emp_nasamones	false	true	main_emp_punic
Nas_Emp_General_05	general			emp_nasamones	false	true	main_emp_punic
Nas_General_01	general			rom_nasamones	false	true	main_emp_punic
Nas_General_02	general			rom_nasamones	false	true	main_emp_punic
Nas_General_03	general			rom_nasamones	false	true	main_emp_punic
Nas_General_04	general			rom_nasamones	false	true	main_emp_punic
Nas_General_05	general			rom_nasamones	false	true	main_emp_punic
Num_General_01	general			emp_numidia	false	true	main_emp_punic
Num_General_02	general			emp_numidia	false	true	main_emp_punic
Num_General_03	general			emp_numidia	false	true	main_emp_punic
Num_General_04	general			emp_numidia	false	true	main_emp_punic
Num_General_05	general			emp_numidia	false	true	main_emp_punic
Octavian_EE	general				false	true	main_emp_gaul
Pel_Greek_01	general	rom_Hellenistic			false	true	greek_only
Pel_Greek_02	general	rom_Hellenistic			false	true	greek_only
Pel_Greek_03	general	rom_Hellenistic			false	true	greek_only
Pel_Greek_04	general	rom_Hellenistic			false	true	greek_only
Pel_Greek_05	general	rom_Hellenistic			false	true	greek_only
Pel_Greek_06	general	rom_Hellenistic			false	true	greek_only
Pel_Greek_07	general	rom_Hellenistic			false	true	greek_only
Pel_Greek_08	general	rom_Hellenistic			false	true	greek_only
Pel_Greek_09	general	rom_Hellenistic			false	true	greek_only
Pel_Greek_10	general	rom_Hellenistic			false	true	greek_only
Pel_Greek_11	general	rom_Hellenistic			false	true	greek_only
Pel_Greek_12	general	rom_Hellenistic			false	true	greek_only
Pel_Greek_13	general	rom_Hellenistic			false	true	greek_only
Pel_Greek_14	general	rom_Hellenistic			false	true	greek_only
Pel_Greek_15	general	rom_Hellenistic			false	true	greek_only
Pel_Greek_16	general	rom_Hellenistic			false	true	greek_only
Pel_Greek_17	general	rom_Hellenistic			false	true	greek_only
Pel_Greek_18	general	rom_Hellenistic			false	true	greek_only
Pel_Greek_19	general	rom_Hellenistic			false	true	greek_only
Pel_Greek_20	general	rom_Hellenistic			false	true	greek_only
Pel_Greek_21	general	rom_Hellenistic			false	true	greek_only
Pel_Greek_22	general	rom_Hellenistic			false	true	greek_only
Pel_Greek_23	general	rom_Hellenistic			false	true	greek_only
Pel_Greek_24	general	rom_Hellenistic			false	true	greek_only
Pel_Greek_25	general	rom_Hellenistic			false	true	greek_only
Pel_Greek_26	general	rom_Hellenistic			false	true	greek_only
Pel_Greek_27	general	rom_Hellenistic			false	true	greek_only
Pel_Greek_28	general	rom_Hellenistic			false	true	greek_only
Pel_Greek_29	general	rom_Hellenistic			false	true	greek_only
Pel_Greek_30	general	rom_Hellenistic			false	true	greek_only
Pel_Greek_31	general	rom_Hellenistic			false	true	greek_only
Pel_Greek_32	general	rom_Hellenistic			false	true	greek_only
Pel_Greek_33	general	rom_Hellenistic			false	true	greek_only
Pel_Greek_34	general	rom_Hellenistic			false	true	greek_only
Pel_Greek_35	general	rom_Hellenistic			false	true	greek_only
Pel_Greek_36	general	rom_Hellenistic			false	true	greek_only
Pel_Greek_37	general	rom_Hellenistic			false	true	greek_only
Pel_Greek_38	general	rom_Hellenistic			false	true	greek_only
Pel_Greek_39	general	rom_Hellenistic			false	true	greek_only
Pel_Greek_40	general	rom_Hellenistic			false	true	greek_only
Pel_Persian_01	general		sc_rom_eastern		false	true	greek_only
Pel_Persian_02	general		sc_rom_eastern		false	true	greek_only
Pel_Persian_03	general		sc_rom_eastern		false	true	greek_only
Pel_Persian_04	general		sc_rom_eastern		false	true	greek_only
Pel_Persian_05	general		sc_rom_eastern		false	true	greek_only
Pel_Persian_06	general		sc_rom_eastern		false	true	greek_only
Pel_Persian_07	general		sc_rom_eastern		false	true	greek_only
Pel_Persian_08	general		sc_rom_eastern		false	true	greek_only
Pel_Persian_09	general		sc_rom_eastern		false	true	greek_only
Pel_Persian_10	general		sc_rom_eastern		false	true	greek_only
Pel_Spartan_01	general			pel_sparta	false	true	greek_only
Pel_Spartan_02	general			pel_sparta	false	true	greek_only
Pel_Spartan_03	general			pel_sparta	false	true	greek_only
Pel_Spartan_04	general			pel_sparta	false	true	greek_only
Pel_Spartan_05	general			pel_sparta	false	true	greek_only
Pel_Spartan_06	general			pel_sparta	false	true	greek_only
Pel_Spartan_07	general			pel_sparta	false	true	greek_only
Pel_Spartan_08	general			pel_sparta	false	true	greek_only
Pel_Spartan_09	general			pel_sparta	false	true	greek_only
Pel_Spartan_10	general			pel_sparta	false	true	greek_only
Pel_Spartan_11	general			pel_sparta	false	true	greek_only
Pel_Spartan_12	general			pel_sparta	false	true	greek_only
Pel_Spartan_13	general			pel_sparta	false	true	greek_only
Pel_Spartan_14	general			pel_sparta	false	true	greek_only
Pel_Spartan_15	general			pel_sparta	false	true	greek_only
Pel_Spartan_16	general			pel_sparta	false	true	greek_only
Pel_Spartan_17	general			pel_sparta	false	true	greek_only
Pel_Spartan_18	general			pel_sparta	false	true	greek_only
Pel_Spartan_19	general			pel_sparta	false	true	greek_only
Pel_Spartan_20	general			pel_sparta	false	true	greek_only
Pel_Thraike_01	general		sc_rom_daco_thracian		false	true	greek_only
Pel_Thraike_02	general		sc_rom_daco_thracian		false	true	greek_only
Pel_Thraike_03	general		sc_rom_daco_thracian		false	true	greek_only
Pel_Thraike_04	general		sc_rom_daco_thracian		false	true	greek_only
Pel_Thraike_05	general		sc_rom_daco_thracian		false	true	greek_only
Pel_Thraike_06	general		sc_rom_daco_thracian		false	true	greek_only
Pel_Thraike_07	general		sc_rom_daco_thracian		false	true	greek_only
Pel_Thraike_08	general		sc_rom_daco_thracian		false	true	greek_only
Pel_Thraike_09	general		sc_rom_daco_thracian		false	true	greek_only
Pel_Thraike_10	general		sc_rom_daco_thracian		false	true	greek_only
Pompey_EE	general				false	true	main_emp_gaul
Pon_EmpGeneral_01	general			emp_pontus	false	true	emp_only
Pon_EmpGeneral_02	general			emp_pontus	false	true	emp_only
Pon_EmpGeneral_05	general			emp_pontus	false	true	emp_only
Pon_EmpGeneral_06	general			emp_pontus	false	true	emp_only
Pon_EmpGeneral_07	general			emp_pontus	false	true	emp_only
Pon_EmpGeneral_09	general			emp_pontus	false	true	emp_only
Pon_EmpGeneral_10	general			emp_pontus	false	true	emp_only
Pon_EmpGeneral_12	general			emp_pontus	false	true	emp_only
Pon_EmpGeneral_13	general			emp_pontus	false	true	emp_only
Pon_EmpGeneral_14	general			emp_pontus	false	true	emp_only
Pon_EmpGeneral_15	general			emp_pontus	false	true	emp_only
Pon_EmpGeneral_19	general			emp_pontus	false	true	emp_only
Pon_EmpGeneral_20	general			emp_pontus	false	true	emp_only
Pon_EmpGeneral_21	general			emp_pontus	false	true	emp_only
Pon_EmpGeneral_22	general			emp_pontus	false	true	emp_only
Pon_EmpGeneral_24	general			emp_pontus	false	true	emp_only
Pon_EmpGeneral_27	general			emp_pontus	false	true	emp_only
Pon_EmpGeneral_28	general			emp_pontus	false	true	emp_only
Pon_EmpGeneral_29	general			emp_pontus	false	true	emp_only
Pon_General_01	general			rom_pontus	false	true	main_only
Pon_General_02	general			rom_pontus	false	true	main_only
Pon_General_05	general			rom_pontus	false	true	main_only
Pon_General_06	general			rom_pontus	false	true	main_only
Pon_General_07	general			rom_pontus	false	true	main_only
Pon_General_09	general			rom_pontus	false	true	main_only
Pon_General_10	general			rom_pontus	false	true	main_only
Pon_General_12	general			rom_pontus	false	true	main_only
Pon_General_13	general			rom_pontus	false	true	main_only
Pon_General_14	general			rom_pontus	false	true	main_only
Pon_General_15	general			rom_pontus	false	true	main_only
Pon_General_19	general			rom_pontus	false	true	main_only
Pon_General_20	general			rom_pontus	false	true	main_only
Pon_General_21	general			rom_pontus	false	true	main_only
Pon_General_22	general			rom_pontus	false	true	main_only
Pon_General_24	general			rom_pontus	false	true	main_only
Pon_General_27	general			rom_pontus	false	true	main_only
Pon_General_28	general			rom_pontus	false	true	main_only
Pon_General_29	general			rom_pontus	false	true	main_only
Rom_General_01	general	rom_Roman			false	true	all_but_greek
Rom_General_02	general	rom_Roman			false	true	all_but_greek
Rom_General_03	general	rom_Roman			false	true	all_but_greek
Rom_General_04	general	rom_Roman			false	true	all_but_greek
Rom_General_05	general	rom_Roman			false	true	all_but_greek
Rom_General_06	general	rom_Roman			false	true	all_but_greek
Rom_General_07	general	rom_Roman			false	true	all_but_greek
Rom_General_08	general	rom_Roman			false	true	all_but_greek
Rom_General_09	general	rom_Roman			false	true	all_but_greek
Rom_General_10	general	rom_Roman			false	true	all_but_greek
Rom_General_11	general	rom_Roman			false	true	all_but_greek
Rom_General_12	general	rom_Roman			false	true	all_but_greek
Rom_General_13	general	rom_Roman			false	true	all_but_greek
Rom_General_14	general	rom_Roman			false	true	all_but_greek
Rom_General_15	general	rom_Roman			false	true	all_but_greek
Rom_General_16	general	rom_Roman			false	true	all_but_greek
Rom_General_17	general	rom_Roman			false	true	all_but_greek
Rom_General_18	general	rom_Roman			false	true	all_but_greek
Rom_General_19	general	rom_Roman			false	true	all_but_greek
Rom_General_20	general	rom_Roman			false	true	all_but_greek
Rom_General_21	general	rom_Roman			false	true	all_but_greek
Rom_General_22	general	rom_Roman			false	true	all_but_greek
Rom_General_23	general	rom_Roman			false	true	all_but_greek
Rom_General_24	general	rom_Roman			false	true	all_but_greek
Rom_General_25	general	rom_Roman			false	true	all_but_greek
Rom_General_26	general	rom_Roman			false	true	all_but_greek
Rom_General_27	general	rom_Roman			false	true	all_but_greek
Rom_General_28	general	rom_Roman			false	true	all_but_greek
Rom_General_29	general	rom_Roman			false	true	all_but_greek
Rom_General_30	general	rom_Roman			false	true	all_but_greek
Rom_General_31	general	rom_Roman			false	true	all_but_greek
Rom_Ship	general			rom_rome	false	true	
Sam_General_01	general			pro_samnites	false	true	prologue_only
Sam_General_02	general			pro_samnites	false	true	prologue_only
Sam_General_03	general			pro_samnites	false	true	prologue_only
Sam_General_04	general			pro_samnites	false	true	prologue_only
Sam_General_05	general			pro_samnites	false	true	prologue_only
Sam_General_06	general			pro_samnites	false	true	prologue_only
Sam_General_07	general			pro_samnites	false	true	prologue_only
Sam_General_08	general			pro_samnites	false	true	prologue_only
Sam_General_09	general			pro_samnites	false	true	prologue_only
Sam_General_10	general			pro_samnites	false	true	prologue_only
Sam_Pun_General_01	general			pun_samnites	false	true	punic_only
Sam_Pun_General_02	general			pun_samnites	false	true	punic_only
Sam_Pun_General_03	general			pun_samnites	false	true	punic_only
Sam_Pun_General_04	general			pun_samnites	false	true	punic_only
Sam_Pun_General_05	general			pun_samnites	false	true	punic_only
Sam_Pun_General_06	general			pun_samnites	false	true	punic_only
Sam_Pun_General_07	general			pun_samnites	false	true	punic_only
Sam_Pun_General_08	general			pun_samnites	false	true	punic_only
Sam_Pun_General_09	general			pun_samnites	false	true	punic_only
Sam_Pun_General_10	general			pun_samnites	false	true	punic_only
Scipio_Africanus_Punic	general				false	true	main_punic
Scipio_General	general				false	true	main_punic
Silanius_General	general			pro_roman_allies	false	true	prologue_only
Spa_General_01	general			rom_sparta	false	true	main_only
Spa_General_02	general			rom_sparta	false	true	main_only
Spa_General_03	general			rom_sparta	false	true	main_only
Spa_General_04	general			rom_sparta	false	true	main_only
Spa_General_05	general			rom_sparta	false	true	main_only
Spa_General_06	general			rom_sparta	false	true	main_only
Spa_General_07	general			rom_sparta	false	true	main_only
Spa_General_08	general			rom_sparta	false	true	main_only
Spa_General_09	general			rom_sparta	false	true	main_only
Spa_General_10	general			rom_sparta	false	true	main_only
Ste_General_01	general		sc_rom_barb_east		false	true	main_emperor
Ste_General_02	general		sc_rom_barb_east		false	true	main_emperor
Ste_General_03	general		sc_rom_barb_east		false	true	main_emperor
Ste_General_04	general		sc_rom_barb_east		false	true	main_emperor
Ste_General_05	general		sc_rom_barb_east		false	true	main_emperor
Ste_General_06	general		sc_rom_barb_east		false	true	main_emperor
Ste_General_07	general		sc_rom_barb_east		false	true	main_emperor
Ste_General_08	general		sc_rom_barb_east		false	true	main_emperor
Ste_General_09	general		sc_rom_barb_east		false	true	main_emperor
Ste_General_10	general		sc_rom_barb_east		false	true	main_emperor
Ste_General_11	general		sc_rom_barb_east		false	true	main_emperor
Ste_General_12	general		sc_rom_barb_east		false	true	main_emperor
Ste_General_13	general		sc_rom_barb_east		false	true	main_emperor
Ste_General_14	general		sc_rom_barb_east		false	true	main_emperor
Ste_General_15	general		sc_rom_barb_east		false	true	main_emperor
Ste_General_16	general		sc_rom_barb_east		false	true	main_emperor
Ste_General_17	general		sc_rom_barb_east		false	true	main_emperor
Ste_General_18	general		sc_rom_barb_east		false	true	main_emperor
Ste_General_19	general		sc_rom_barb_east		false	true	main_emperor
Ste_General_20	general		sc_rom_barb_east		false	true	main_emperor
Thr_Civ_General_01	general			rom_odryssia_civil_war	false	true	main_only
Thr_Civ_General_02	general			rom_odryssia_civil_war	false	true	main_only
Thr_Civ_General_03	general			rom_odryssia_civil_war	false	true	main_only
Thr_Civ_General_04	general			rom_odryssia_civil_war	false	true	main_only
Thr_Civ_General_05	general			rom_odryssia_civil_war	false	true	main_only
Thr_Civ_General_06	general			rom_odryssia_civil_war	false	true	main_only
Thr_Civ_General_07	general			rom_odryssia_civil_war	false	true	main_only
Thr_Civ_General_08	general			rom_odryssia_civil_war	false	true	main_only
Thr_Civ_General_09	general			rom_odryssia_civil_war	false	true	main_only
Thr_Civ_General_10	general			rom_odryssia_civil_war	false	true	main_only
Thr_Emp_General_01	general			emp_thrace	false	true	emp_only
Thr_Emp_General_02	general			emp_thrace	false	true	emp_only
Thr_Emp_General_03	general			emp_thrace	false	true	emp_only
Thr_Emp_General_04	general			emp_thrace	false	true	emp_only
Thr_Emp_General_05	general			emp_thrace	false	true	emp_only
Thr_Emp_General_06	general			emp_thrace	false	true	emp_only
Thr_Emp_General_07	general			emp_thrace	false	true	emp_only
Thr_Emp_General_08	general			emp_thrace	false	true	emp_only
Thr_Emp_General_09	general			emp_thrace	false	true	emp_only
Thr_Emp_General_10	general			emp_thrace	false	true	emp_only
Thr_General_01	general			rom_odryssia	false	true	main_only
Thr_General_02	general			rom_odryssia	false	true	main_only
Thr_General_03	general			rom_odryssia	false	true	main_only
Thr_General_04	general			rom_odryssia	false	true	main_only
Thr_General_05	general			rom_odryssia	false	true	main_only
Thr_General_06	general			rom_odryssia	false	true	main_only
Thr_General_07	general			rom_odryssia	false	true	main_only
Thr_General_08	general			rom_odryssia	false	true	main_only
Thr_General_09	general			rom_odryssia	false	true	main_only
Thr_General_10	general			rom_odryssia	false	true	main_only
Varus_General	general			pro_roman_allies	false	true	prologue_only
Vercingetorix_General	general				false	true	main_emp_gaul
dk_axum_general_01	general			rom_axum	false	true	main_only
dk_axum_general_02	general			rom_axum	false	true	main_only
dk_axum_general_03	general			rom_axum	false	true	main_only
dk_axum_general_04	general			rom_axum	false	true	main_only
dk_axum_general_05	general			rom_axum	false	true	main_only
dk_fem_axum_general_01	general			rom_axum	false	false	all_but_greek
dk_fem_axum_general_01_3c	general			3c_axum	false	false	all_but_greek
dk_fem_axum_general_01_emp	general			emp_axum	false	false	all_but_greek
dk_fem_axum_general_02	general			rom_axum	false	false	all_but_greek
dk_fem_axum_general_02_3c	general			3c_axum	false	false	all_but_greek
dk_fem_axum_general_02_emp	general			emp_axum	false	false	all_but_greek
dk_fem_axum_general_03	general			rom_axum	false	false	all_but_greek
dk_fem_axum_general_03_3c	general			3c_axum	false	false	all_but_greek
dk_fem_axum_general_03_emp	general			emp_axum	false	false	all_but_greek
dk_fem_axum_general_04	general			rom_axum	false	false	all_but_greek
dk_fem_axum_general_04_3c	general			3c_axum	false	false	all_but_greek
dk_fem_axum_general_04_emp	general			emp_axum	false	false	all_but_greek
dk_fem_axum_general_05	general			rom_axum	false	false	all_but_greek
dk_fem_axum_general_05_3c	general			3c_axum	false	false	all_but_greek
dk_fem_axum_general_05_emp	general			emp_axum	false	false	all_but_greek
dk_fem_barbeast_general_01	general		sc_rom_barb_east		false	false	all
dk_fem_barbeast_general_02	general		sc_rom_barb_east		false	false	all
dk_fem_barbeast_general_03	general		sc_rom_barb_east		false	false	all
dk_fem_barbeast_general_04	general		sc_rom_barb_east		false	false	all
dk_fem_barbeast_general_05	general		sc_rom_barb_east		false	false	all
dk_fem_british_general_01	general		sc_rom_british		false	false	all
dk_fem_british_general_02	general		sc_rom_british		false	false	all
dk_fem_british_general_03	general		sc_rom_british		false	false	all
dk_fem_british_general_04	general		sc_rom_british		false	false	all
dk_fem_british_general_05	general		sc_rom_british		false	false	all
dk_fem_celt_general_01	general		sc_rom_celtic		false	false	all
dk_fem_celt_general_02	general		sc_rom_celtic		false	false	all
dk_fem_celt_general_03	general		sc_rom_celtic		false	false	all
