attitude	culture	government_type	key	option	string
hostile	rom_Roman	gov_absolute_monarchy	offer_demand_non_aggression_pact	4	rome_offer_demand_cooperation_05
hostile	rom_Roman	gov_absolute_monarchy	offer_demand_non_aggression_pact	5	rome_offer_demand_cooperation_06
friendly	rom_Barbarian	gov_absolute_monarchy	offer_demand_peace	0	barbarian_offer_beg_peace_01
friendly	rom_Barbarian	gov_absolute_monarchy	offer_demand_peace	1	barbarian_offer_beg_peace_02
friendly	rom_Barbarian	gov_absolute_monarchy	offer_demand_peace	2	barbarian_offer_beg_peace_03
friendly	rom_Barbarian	gov_absolute_monarchy	offer_demand_peace	20	fem_barbarian_offer_beg_peace
friendly	rom_Barbarian	gov_absolute_monarchy	offer_demand_peace	3	barbarian_offer_beg_peace_04
friendly	rom_Barbarian	gov_absolute_monarchy	offer_demand_peace	4	barbarian_offer_beg_peace_05
friendly	rom_Barbarian	gov_absolute_monarchy	offer_demand_peace	5	barbarian_offer_beg_peace_06
hostile	rom_Barbarian	gov_absolute_monarchy	offer_demand_peace	0	barbarian_offer_demand_peace_01
hostile	rom_Barbarian	gov_absolute_monarchy	offer_demand_peace	1	barbarian_offer_demand_peace_02
hostile	rom_Barbarian	gov_absolute_monarchy	offer_demand_peace	2	barbarian_offer_demand_peace_03
hostile	rom_Barbarian	gov_absolute_monarchy	offer_demand_peace	20	fem_barbarian_offer_demand_peace
hostile	rom_Barbarian	gov_absolute_monarchy	offer_demand_peace	3	barbarian_offer_demand_peace_04
hostile	rom_Barbarian	gov_absolute_monarchy	offer_demand_peace	4	barbarian_offer_demand_peace_05
hostile	rom_Barbarian	gov_absolute_monarchy	offer_demand_peace	5	barbarian_offer_demand_peace_06
friendly	rom_Eastern	gov_absolute_monarchy	offer_demand_peace	0	eastern_offer_beg_peace_01
friendly	rom_Eastern	gov_absolute_monarchy	offer_demand_peace	1	eastern_offer_beg_peace_02
friendly	rom_Eastern	gov_absolute_monarchy	offer_demand_peace	2	eastern_offer_beg_peace_03
friendly	rom_Eastern	gov_absolute_monarchy	offer_demand_peace	20	fem_eastern_offer_beg_peace
friendly	rom_Eastern	gov_absolute_monarchy	offer_demand_peace	3	eastern_offer_beg_peace_04
friendly	rom_Eastern	gov_absolute_monarchy	offer_demand_peace	4	eastern_offer_beg_peace_05
friendly	rom_Eastern	gov_absolute_monarchy	offer_demand_peace	5	eastern_offer_beg_peace_06
hostile	rom_Eastern	gov_absolute_monarchy	offer_demand_peace	0	eastern_offer_demand_peace_01
hostile	rom_Eastern	gov_absolute_monarchy	offer_demand_peace	1	eastern_offer_demand_peace_02
hostile	rom_Eastern	gov_absolute_monarchy	offer_demand_peace	2	eastern_offer_demand_peace_03
hostile	rom_Eastern	gov_absolute_monarchy	offer_demand_peace	20	fem_eastern_offer_demand_peace
hostile	rom_Eastern	gov_absolute_monarchy	offer_demand_peace	3	eastern_offer_demand_peace_04
hostile	rom_Eastern	gov_absolute_monarchy	offer_demand_peace	4	eastern_offer_demand_peace_05
hostile	rom_Eastern	gov_absolute_monarchy	offer_demand_peace	5	eastern_offer_demand_peace_06
friendly	rom_Hellenistic	gov_absolute_monarchy	offer_demand_peace	0	greek_offer_beg_peace_01
friendly	rom_Hellenistic	gov_absolute_monarchy	offer_demand_peace	1	greek_offer_beg_peace_02
friendly	rom_Hellenistic	gov_absolute_monarchy	offer_demand_peace	2	greek_offer_beg_peace_03
friendly	rom_Hellenistic	gov_absolute_monarchy	offer_demand_peace	20	fem_rome_greek_offer_beg_peace
friendly	rom_Hellenistic	gov_absolute_monarchy	offer_demand_peace	3	greek_offer_beg_peace_04
friendly	rom_Hellenistic	gov_absolute_monarchy	offer_demand_peace	4	greek_offer_beg_peace_05
friendly	rom_Hellenistic	gov_absolute_monarchy	offer_demand_peace	5	greek_offer_beg_peace_06
hostile	rom_Hellenistic	gov_absolute_monarchy	offer_demand_peace	0	greek_offer_demand_peace_01
hostile	rom_Hellenistic	gov_absolute_monarchy	offer_demand_peace	1	greek_offer_demand_peace_02
hostile	rom_Hellenistic	gov_absolute_monarchy	offer_demand_peace	2	greek_offer_demand_peace_03
hostile	rom_Hellenistic	gov_absolute_monarchy	offer_demand_peace	20	fem_rome_greek_offer_demand_peace
hostile	rom_Hellenistic	gov_absolute_monarchy	offer_demand_peace	3	greek_offer_demand_peace_04
hostile	rom_Hellenistic	gov_absolute_monarchy	offer_demand_peace	4	greek_offer_demand_peace_05
hostile	rom_Hellenistic	gov_absolute_monarchy	offer_demand_peace	5	greek_offer_demand_peace_06
friendly	rom_Roman	gov_absolute_monarchy	offer_demand_peace	0	rome_offer_beg_peace_01
friendly	rom_Roman	gov_absolute_monarchy	offer_demand_peace	1	rome_offer_beg_peace_02
friendly	rom_Roman	gov_absolute_monarchy	offer_demand_peace	2	rome_offer_beg_peace_03
friendly	rom_Roman	gov_absolute_monarchy	offer_demand_peace	20	fem_rome_greek_offer_beg_peace
friendly	rom_Roman	gov_absolute_monarchy	offer_demand_peace	3	rome_offer_beg_peace_04
friendly	rom_Roman	gov_absolute_monarchy	offer_demand_peace	4	rome_offer_beg_peace_05
friendly	rom_Roman	gov_absolute_monarchy	offer_demand_peace	5	rome_offer_beg_peace_06
hostile	rom_Roman	gov_absolute_monarchy	offer_demand_peace	0	rome_offer_demand_peace_01
hostile	rom_Roman	gov_absolute_monarchy	offer_demand_peace	1	rome_offer_demand_peace_02
hostile	rom_Roman	gov_absolute_monarchy	offer_demand_peace	2	rome_offer_demand_peace_03
hostile	rom_Roman	gov_absolute_monarchy	offer_demand_peace	20	fem_rome_greek_offer_demand_peace
hostile	rom_Roman	gov_absolute_monarchy	offer_demand_peace	3	rome_offer_demand_peace_04
hostile	rom_Roman	gov_absolute_monarchy	offer_demand_peace	4	rome_offer_demand_peace_05
hostile	rom_Roman	gov_absolute_monarchy	offer_demand_peace	5	rome_offer_demand_peace_06
friendly	rom_Barbarian	gov_absolute_monarchy	offer_demand_trade	0	barbarian_offer_beg_trade_01
friendly	rom_Barbarian	gov_absolute_monarchy	offer_demand_trade	1	barbarian_offer_beg_trade_02
friendly	rom_Barbarian	gov_absolute_monarchy	offer_demand_trade	2	barbarian_offer_beg_trade_03
friendly	rom_Barbarian	gov_absolute_monarchy	offer_demand_trade	20	fem_barbarian_offer_beg_trade
hostile	rom_Barbarian	gov_absolute_monarchy	offer_demand_trade	0	barbarian_offer_demand_trade_01
hostile	rom_Barbarian	gov_absolute_monarchy	offer_demand_trade	1	barbarian_offer_demand_trade_02
hostile	rom_Barbarian	gov_absolute_monarchy	offer_demand_trade	2	barbarian_offer_demand_trade_03
hostile	rom_Barbarian	gov_absolute_monarchy	offer_demand_trade	20	fem_barbarian_offer_demand_trade
friendly	rom_Eastern	gov_absolute_monarchy	offer_demand_trade	0	eastern_offer_beg_trade_01
friendly	rom_Eastern	gov_absolute_monarchy	offer_demand_trade	1	eastern_offer_beg_trade_02
friendly	rom_Eastern	gov_absolute_monarchy	offer_demand_trade	2	eastern_offer_beg_trade_03
friendly	rom_Eastern	gov_absolute_monarchy	offer_demand_trade	20	fem_eastern_offer_beg_trade
hostile	rom_Eastern	gov_absolute_monarchy	offer_demand_trade	0	eastern_offer_demand_trade_01
hostile	rom_Eastern	gov_absolute_monarchy	offer_demand_trade	1	eastern_offer_demand_trade_02
hostile	rom_Eastern	gov_absolute_monarchy	offer_demand_trade	2	eastern_offer_demand_trade_03
hostile	rom_Eastern	gov_absolute_monarchy	offer_demand_trade	20	fem_eastern_offer_demand_trade
friendly	rom_Hellenistic	gov_absolute_monarchy	offer_demand_trade	0	greek_offer_beg_trade_01
friendly	rom_Hellenistic	gov_absolute_monarchy	offer_demand_trade	1	greek_offer_beg_trade_02
friendly	rom_Hellenistic	gov_absolute_monarchy	offer_demand_trade	2	greek_offer_beg_trade_03
friendly	rom_Hellenistic	gov_absolute_monarchy	offer_demand_trade	20	fem_rome_greek_offer_beg_trade
hostile	rom_Hellenistic	gov_absolute_monarchy	offer_demand_trade	0	greek_offer_demand_trade_01
hostile	rom_Hellenistic	gov_absolute_monarchy	offer_demand_trade	1	greek_offer_demand_trade_02
hostile	rom_Hellenistic	gov_absolute_monarchy	offer_demand_trade	2	greek_offer_demand_trade_03
hostile	rom_Hellenistic	gov_absolute_monarchy	offer_demand_trade	20	fem_rome_greek_offer_demand_trade
friendly	rom_Roman	gov_absolute_monarchy	offer_demand_trade	0	rome_offer_beg_trade_01
friendly	rom_Roman	gov_absolute_monarchy	offer_demand_trade	1	rome_offer_beg_trade_02
friendly	rom_Roman	gov_absolute_monarchy	offer_demand_trade	2	rome_offer_beg_trade_03
friendly	rom_Roman	gov_absolute_monarchy	offer_demand_trade	20	fem_rome_greek_offer_beg_trade
hostile	rom_Roman	gov_absolute_monarchy	offer_demand_trade	0	rome_offer_demand_trade_01
hostile	rom_Roman	gov_absolute_monarchy	offer_demand_trade	1	rome_offer_demand_trade_02
hostile	rom_Roman	gov_absolute_monarchy	offer_demand_trade	2	rome_offer_demand_trade_03
hostile	rom_Roman	gov_absolute_monarchy	offer_demand_trade	20	fem_rome_greek_offer_demand_trade
friendly	rom_Barbarian	gov_absolute_monarchy	offer_join_war	20	fem_barbarian_beg_third_party_attack
hostile	rom_Barbarian	gov_absolute_monarchy	offer_join_war	0	barbarian_attack_faction_offer_01
hostile	rom_Barbarian	gov_absolute_monarchy	offer_join_war	1	barbarian_attack_faction_offer_02
hostile	rom_Barbarian	gov_absolute_monarchy	offer_join_war	2	barbarian_attack_faction_offer_03
friendly	rom_Eastern	gov_absolute_monarchy	offer_join_war	20	fem_eastern_beg_third_party_attack
hostile	rom_Eastern	gov_absolute_monarchy	offer_join_war	0	eastern_attack_faction_offer_01
hostile	rom_Eastern	gov_absolute_monarchy	offer_join_war	1	eastern_attack_faction_offer_02
hostile	rom_Eastern	gov_absolute_monarchy	offer_join_war	2	eastern_attack_faction_offer_03
friendly	rom_Hellenistic	gov_absolute_monarchy	offer_join_war	20	fem_rome_greek_beg_third_party_attack
hostile	rom_Hellenistic	gov_absolute_monarchy	offer_join_war	0	greek_attack_faction_offer_01
hostile	rom_Hellenistic	gov_absolute_monarchy	offer_join_war	1	greek_attack_faction_offer_02
hostile	rom_Hellenistic	gov_absolute_monarchy	offer_join_war	2	greek_attack_faction_offer_03
friendly	rom_Roman	gov_absolute_monarchy	offer_join_war	20	fem_rome_greek_beg_third_party_attack
hostile	rom_Roman	gov_absolute_monarchy	offer_join_war	0	rome_attack_faction_offer_01
hostile	rom_Roman	gov_absolute_monarchy	offer_join_war	1	rome_attack_faction_offer_02
hostile	rom_Roman	gov_absolute_monarchy	offer_join_war	2	rome_attack_faction_offer_03
hostile	rom_Barbarian	gov_absolute_monarchy	offer_marriage	20	fem_barbarian_offer_demand_cooperation
hostile	rom_Eastern	gov_absolute_monarchy	offer_marriage	20	fem_eastern_offer_demand_cooperation
hostile	rom_Hellenistic	gov_absolute_monarchy	offer_marriage	20	fem_rome_greek_offer_demand_cooperation
hostile	rom_Roman	gov_absolute_monarchy	offer_marriage	20	fem_rome_greek_offer_demand_cooperation
hostile	rom_Barbarian	gov_absolute_monarchy	offer_single_payment	0	barbarian_offer_single_payment_01
hostile	rom_Barbarian	gov_absolute_monarchy	offer_single_payment	1	barbarian_offer_single_payment_02
hostile	rom_Barbarian	gov_absolute_monarchy	offer_single_payment	2	barbarian_offer_single_payment_03
hostile	rom_Eastern	gov_absolute_monarchy	offer_single_payment	0	eastern_offer_single_payment_01
hostile	rom_Eastern	gov_absolute_monarchy	offer_single_payment	1	eastern_offer_single_payment_02
hostile	rom_Eastern	gov_absolute_monarchy	offer_single_payment	2	eastern_offer_single_payment_03
hostile	rom_Hellenistic	gov_absolute_monarchy	offer_single_payment	0	greek_offer_single_payment_01
hostile	rom_Hellenistic	gov_absolute_monarchy	offer_single_payment	1	greek_offer_single_payment_02
hostile	rom_Hellenistic	gov_absolute_monarchy	offer_single_payment	2	greek_offer_single_payment_03
hostile	rom_Roman	gov_absolute_monarchy	offer_single_payment	0	rome_offer_single_payment_01
hostile	rom_Roman	gov_absolute_monarchy	offer_single_payment	1	rome_offer_single_payment_02
hostile	rom_Roman	gov_absolute_monarchy	offer_single_payment	2	rome_offer_single_payment_03
hostile	rom_Barbarian	gov_absolute_monarchy	offer_state_gift_single_payment	0	barbarian_offer_single_payment_01
hostile	rom_Barbarian	gov_absolute_monarchy	offer_state_gift_single_payment	1	barbarian_offer_single_payment_02
hostile	rom_Barbarian	gov_absolute_monarchy	offer_state_gift_single_payment	2	barbarian_offer_single_payment_03
hostile	rom_Eastern	gov_absolute_monarchy	offer_state_gift_single_payment	0	eastern_offer_single_payment_01
hostile	rom_Eastern	gov_absolute_monarchy	offer_state_gift_single_payment	1	eastern_offer_single_payment_02
hostile	rom_Eastern	gov_absolute_monarchy	offer_state_gift_single_payment	2	eastern_offer_single_payment_03
hostile	rom_Hellenistic	gov_absolute_monarchy	offer_state_gift_single_payment	0	greek_offer_single_payment_01
hostile	rom_Hellenistic	gov_absolute_monarchy	offer_state_gift_single_payment	1	greek_offer_single_payment_02
hostile	rom_Hellenistic	gov_absolute_monarchy	offer_state_gift_single_payment	2	greek_offer_single_payment_03
hostile	rom_Roman	gov_absolute_monarchy	offer_state_gift_single_payment	0	rome_offer_single_payment_01
hostile	rom_Roman	gov_absolute_monarchy	offer_state_gift_single_payment	1	rome_offer_single_payment_02
hostile	rom_Roman	gov_absolute_monarchy	offer_state_gift_single_payment	2	rome_offer_single_payment_03
hostile	rom_Barbarian	gov_absolute_monarchy	offer_technology	20	fem_barbarian_generic_reject_angry
hostile	rom_Eastern	gov_absolute_monarchy	offer_technology	20	fem_eastern_generic_reject_angry
hostile	rom_Hellenistic	gov_absolute_monarchy	offer_technology	20	fem_rome_greek_generic_reject_angry
hostile	rom_Roman	gov_absolute_monarchy	offer_technology	20	fem_rome_greek_generic_reject_angry
friendly	rom_Barbarian	gov_absolute_monarchy	receive	0	barbarian_receive_begging_01
friendly	rom_Barbarian	gov_absolute_monarchy	receive	1	barbarian_receive_begging_02
friendly	rom_Barbarian	gov_absolute_monarchy	receive	2	barbarian_receive_begging_03
friendly	rom_Barbarian	gov_absolute_monarchy	receive	20	fem_barbarian_receive_begging
friendly	rom_Barbarian	gov_absolute_monarchy	receive	3	barbarian_receive_begging_04
friendly	rom_Barbarian	gov_absolute_monarchy	receive	4	barbarian_receive_begging_05
friendly	rom_Barbarian	gov_absolute_monarchy	receive	5	barbarian_receive_begging_06
friendly	rom_Barbarian	gov_absolute_monarchy	receive	6	barbarian_receive_begging_07
friendly	rom_Barbarian	gov_absolute_monarchy	receive	7	barbarian_receive_begging_08
friendly	rom_Barbarian	gov_absolute_monarchy	receive	8	barbarian_receive_begging_09
friendly	rom_Barbarian	gov_absolute_monarchy	receive	9	barbarian_receive_begging_10
hostile	rom_Barbarian	gov_absolute_monarchy	receive	0	barbarian_receive_demanding_01
hostile	rom_Barbarian	gov_absolute_monarchy	receive	1	barbarian_receive_demanding_02
hostile	rom_Barbarian	gov_absolute_monarchy	receive	2	barbarian_receive_demanding_03
hostile	rom_Barbarian	gov_absolute_monarchy	receive	20	fem_barbarian_receive_demanding
hostile	rom_Barbarian	gov_absolute_monarchy	receive	3	barbarian_receive_demanding_04
hostile	rom_Barbarian	gov_absolute_monarchy	receive	4	barbarian_receive_demanding_05
hostile	rom_Barbarian	gov_absolute_monarchy	receive	5	barbarian_receive_demanding_06
hostile	rom_Barbarian	gov_absolute_monarchy	receive	6	barbarian_receive_demanding_07
hostile	rom_Barbarian	gov_absolute_monarchy	receive	7	barbarian_receive_demanding_08
hostile	rom_Barbarian	gov_absolute_monarchy	receive	8	barbarian_receive_demanding_09
hostile	rom_Barbarian	gov_absolute_monarchy	receive	9	barbarian_receive_demanding_10
friendly	rom_Eastern	gov_absolute_monarchy	receive	0	eastern_receive_begging_01
friendly	rom_Eastern	gov_absolute_monarchy	receive	1	eastern_receive_begging_02
friendly	rom_Eastern	gov_absolute_monarchy	receive	2	eastern_receive_begging_03
friendly	rom_Eastern	gov_absolute_monarchy	receive	20	fem_eastern_receive_begging
friendly	rom_Eastern	gov_absolute_monarchy	receive	3	eastern_receive_begging_04
friendly	rom_Eastern	gov_absolute_monarchy	receive	4	eastern_receive_begging_05
friendly	rom_Eastern	gov_absolute_monarchy	receive	5	eastern_receive_begging_06
friendly	rom_Eastern	gov_absolute_monarchy	receive	6	eastern_receive_begging_07
friendly	rom_Eastern	gov_absolute_monarchy	receive	7	eastern_receive_begging_08
friendly	rom_Eastern	gov_absolute_monarchy	receive	8	eastern_receive_begging_09
friendly	rom_Eastern	gov_absolute_monarchy	receive	9	eastern_receive_begging_10
hostile	rom_Eastern	gov_absolute_monarchy	receive	0	eastern_receive_demanding_01
hostile	rom_Eastern	gov_absolute_monarchy	receive	1	eastern_receive_demanding_02
hostile	rom_Eastern	gov_absolute_monarchy	receive	2	eastern_receive_demanding_03
hostile	rom_Eastern	gov_absolute_monarchy	receive	20	fem_eastern_receive_demanding
hostile	rom_Eastern	gov_absolute_monarchy	receive	3	eastern_receive_demanding_04
hostile	rom_Eastern	gov_absolute_monarchy	receive	4	eastern_receive_demanding_05
hostile	rom_Eastern	gov_absolute_monarchy	receive	5	eastern_receive_demanding_06
hostile	rom_Eastern	gov_absolute_monarchy	receive	6	eastern_receive_demanding_07
hostile	rom_Eastern	gov_absolute_monarchy	receive	7	eastern_receive_demanding_08
hostile	rom_Eastern	gov_absolute_monarchy	receive	8	eastern_receive_demanding_09
hostile	rom_Eastern	gov_absolute_monarchy	receive	9	eastern_receive_demanding_10
friendly	rom_Hellenistic	gov_absolute_monarchy	receive	0	greek_receive_begging_01
friendly	rom_Hellenistic	gov_absolute_monarchy	receive	1	greek_receive_begging_02
friendly	rom_Hellenistic	gov_absolute_monarchy	receive	2	greek_receive_begging_03
friendly	rom_Hellenistic	gov_absolute_monarchy	receive	20	fem_rome_greek_receive_begging
friendly	rom_Hellenistic	gov_absolute_monarchy	receive	3	greek_receive_begging_04
friendly	rom_Hellenistic	gov_absolute_monarchy	receive	4	greek_receive_begging_05
friendly	rom_Hellenistic	gov_absolute_monarchy	receive	5	greek_receive_begging_06
friendly	rom_Hellenistic	gov_absolute_monarchy	receive	6	greek_receive_begging_07
friendly	rom_Hellenistic	gov_absolute_monarchy	receive	7	greek_receive_begging_08
friendly	rom_Hellenistic	gov_absolute_monarchy	receive	8	greek_receive_begging_09
friendly	rom_Hellenistic	gov_absolute_monarchy	receive	9	greek_receive_begging_10
hostile	rom_Hellenistic	gov_absolute_monarchy	receive	0	greek_receive_demanding_01
hostile	rom_Hellenistic	gov_absolute_monarchy	receive	1	greek_receive_demanding_02
hostile	rom_Hellenistic	gov_absolute_monarchy	receive	2	greek_receive_demanding_03
hostile	rom_Hellenistic	gov_absolute_monarchy	receive	20	fem_rome_greek_receive_demanding
hostile	rom_Hellenistic	gov_absolute_monarchy	receive	3	greek_receive_demanding_04
hostile	rom_Hellenistic	gov_absolute_monarchy	receive	4	greek_receive_demanding_05
hostile	rom_Hellenistic	gov_absolute_monarchy	receive	5	greek_receive_demanding_06
hostile	rom_Hellenistic	gov_absolute_monarchy	receive	6	greek_receive_demanding_07
hostile	rom_Hellenistic	gov_absolute_monarchy	receive	7	greek_receive_demanding_08
hostile	rom_Hellenistic	gov_absolute_monarchy	receive	8	greek_receive_demanding_09
hostile	rom_Hellenistic	gov_absolute_monarchy	receive	9	greek_receive_demanding_10
friendly	rom_Roman	gov_absolute_monarchy	receive	0	rome_receive_begging_01
friendly	rom_Roman	gov_absolute_monarchy	receive	1	rome_receive_begging_02
friendly	rom_Roman	gov_absolute_monarchy	receive	2	rome_receive_begging_03
friendly	rom_Roman	gov_absolute_monarchy	receive	20	fem_rome_greek_receive_begging
friendly	rom_Roman	gov_absolute_monarchy	receive	3	rome_receive_begging_04
friendly	rom_Roman	gov_absolute_monarchy	receive	4	rome_receive_begging_05
friendly	rom_Roman	gov_absolute_monarchy	receive	5	rome_receive_begging_06
friendly	rom_Roman	gov_absolute_monarchy	receive	6	rome_receive_begging_07
friendly	rom_Roman	gov_absolute_monarchy	receive	7	rome_receive_begging_08
friendly	rom_Roman	gov_absolute_monarchy	receive	8	rome_receive_begging_09
friendly	rom_Roman	gov_absolute_monarchy	receive	9	rome_receive_begging_10
hostile	rom_Roman	gov_absolute_monarchy	receive	0	rome_receive_demanding_01
hostile	rom_Roman	gov_absolute_monarchy	receive	1	rome_receive_demanding_02
hostile	rom_Roman	gov_absolute_monarchy	receive	2	rome_receive_demanding_03
hostile	rom_Roman	gov_absolute_monarchy	receive	20	fem_rome_greek_receive_demanding
hostile	rom_Roman	gov_absolute_monarchy	receive	3	rome_receive_demanding_04
hostile	rom_Roman	gov_absolute_monarchy	receive	4	rome_receive_demanding_05
hostile	rom_Roman	gov_absolute_monarchy	receive	5	rome_receive_demanding_06
hostile	rom_Roman	gov_absolute_monarchy	receive	6	rome_receive_demanding_07
hostile	rom_Roman	gov_absolute_monarchy	receive	7	rome_receive_demanding_08
hostile	rom_Roman	gov_absolute_monarchy	receive	8	rome_receive_demanding_09
hostile	rom_Roman	gov_absolute_monarchy	receive	9	rome_receive_demanding_10
hostile	rom_Barbarian	gov_absolute_monarchy	reject_demand_client_state	0	barbarian_reject_angry_demand_client_status_01
hostile	rom_Barbarian	gov_absolute_monarchy	reject_demand_client_state	1	barbarian_reject_angry_demand_client_status_02
hostile	rom_Barbarian	gov_absolute_monarchy	reject_demand_client_state	2	barbarian_reject_angry_demand_client_status_03
hostile	rom_Barbarian	gov_absolute_monarchy	reject_demand_client_state	20	fem_barbarian_reject_angry_demand_client_status
hostile	rom_Eastern	gov_absolute_monarchy	reject_demand_client_state	0	eastern_reject_angry_demand_client_status_01
hostile	rom_Eastern	gov_absolute_monarchy	reject_demand_client_state	1	eastern_reject_angry_demand_client_status_02
hostile	rom_Eastern	gov_absolute_monarchy	reject_demand_client_state	2	eastern_reject_angry_demand_client_status_03
hostile	rom_Eastern	gov_absolute_monarchy	reject_demand_client_state	20	fem_eastern_reject_angry_demand_client_status
hostile	rom_Hellenistic	gov_absolute_monarchy	reject_demand_client_state	0	greek_reject_angry_demand_client_status_01
hostile	rom_Hellenistic	gov_absolute_monarchy	reject_demand_client_state	1	greek_reject_angry_demand_client_status_02
hostile	rom_Hellenistic	gov_absolute_monarchy	reject_demand_client_state	2	greek_reject_angry_demand_client_status_03
hostile	rom_Hellenistic	gov_absolute_monarchy	reject_demand_client_state	20	fem_rome_greek_reject_angry_demand_client_status
hostile	rom_Roman	gov_absolute_monarchy	reject_demand_client_state	0	rome_reject_angry_demand_client_status_01
hostile	rom_Roman	gov_absolute_monarchy	reject_demand_client_state	1	rome_reject_angry_demand_client_status_02
hostile	rom_Roman	gov_absolute_monarchy	reject_demand_client_state	2	rome_reject_angry_demand_client_status_03
hostile	rom_Roman	gov_absolute_monarchy	reject_demand_client_state	20	fem_rome_greek_reject_angry_demand_client_status
friendly	rom_Barbarian	gov_absolute_monarchy	reject_demand_confederation	20	fem_barbarian_generic_reject_respectful
hostile	rom_Barbarian	gov_absolute_monarchy	reject_demand_confederation	0	barbarian_reject_angry_demand_join_confederation_01
hostile	rom_Barbarian	gov_absolute_monarchy	reject_demand_confederation	1	barbarian_reject_angry_demand_join_confederation_02
hostile	rom_Barbarian	gov_absolute_monarchy	reject_demand_confederation	2	barbarian_reject_angry_demand_join_confederation_03
hostile	rom_Barbarian	gov_absolute_monarchy	reject_demand_confederation	20	fem_barbarian_reject_angry_offer_demand_cooperation
friendly	rom_Eastern	gov_absolute_monarchy	reject_demand_confederation	20	fem_eastern_generic_reject_respectful
hostile	rom_Eastern	gov_absolute_monarchy	reject_demand_confederation	20	fem_eastern_reject_angry_offer_demand_cooperation
friendly	rom_Hellenistic	gov_absolute_monarchy	reject_demand_confederation	20	fem_rome_greek_generic_reject_respectful
hostile	rom_Hellenistic	gov_absolute_monarchy	reject_demand_confederation	20	fem_rome_greek_reject_angry_offer_demand_cooperation
friendly	rom_Roman	gov_absolute_monarchy	reject_demand_confederation	20	fem_rome_greek_generic_reject_respectful
hostile	rom_Roman	gov_absolute_monarchy	reject_demand_confederation	20	fem_rome_greek_reject_angry_offer_demand_cooperation
friendly	rom_Barbarian	gov_absolute_monarchy	reject_demand_hostage	20	fem_barbarian_generic_reject_respectful
hostile	rom_Barbarian	gov_absolute_monarchy	reject_demand_hostage	20	fem_barbarian_reject_angry_offer_demand_cooperation
friendly	rom_Eastern	gov_absolute_monarchy	reject_demand_hostage	20	fem_eastern_generic_reject_respectful
hostile	rom_Eastern	gov_absolute_monarchy	reject_demand_hostage	20	fem_eastern_reject_angry_offer_demand_cooperation
friendly	rom_Hellenistic	gov_absolute_monarchy	reject_demand_hostage	20	fem_rome_greek_generic_reject_respectful
hostile	rom_Hellenistic	gov_absolute_monarchy	reject_demand_hostage	20	fem_rome_greek_reject_angry_offer_demand_cooperation
friendly	rom_Roman	gov_absolute_monarchy	reject_demand_hostage	20	fem_rome_greek_generic_reject_respectful
hostile	rom_Roman	gov_absolute_monarchy	reject_demand_hostage	20	fem_rome_greek_reject_angry_offer_demand_cooperation
hostile	rom_Barbarian	gov_absolute_monarchy	reject_demand_join_war	0	barbarian_reject_angry_attack_faction_01
hostile	rom_Barbarian	gov_absolute_monarchy	reject_demand_join_war	1	barbarian_reject_angry_attack_faction_02
hostile	rom_Barbarian	gov_absolute_monarchy	reject_demand_join_war	2	barbarian_reject_angry_attack_faction_03
hostile	rom_Barbarian	gov_absolute_monarchy	reject_demand_join_war	20	fem_barbarian_reject_angry_attack_faction
hostile	rom_Barbarian	gov_absolute_monarchy	reject_demand_join_war	3	barbarian_reject_angry_defend_against_faction_01
hostile	rom_Barbarian	gov_absolute_monarchy	reject_demand_join_war	4	barbarian_reject_angry_defend_against_faction_02
hostile	rom_Barbarian	gov_absolute_monarchy	reject_demand_join_war	5	barbarian_reject_angry_defend_against_faction_03
hostile	rom_Eastern	gov_absolute_monarchy	reject_demand_join_war	0	eastern_reject_angry_attack_faction_01
hostile	rom_Eastern	gov_absolute_monarchy	reject_demand_join_war	1	eastern_reject_angry_attack_faction_02
hostile	rom_Eastern	gov_absolute_monarchy	reject_demand_join_war	2	eastern_reject_angry_attack_faction_03
hostile	rom_Eastern	gov_absolute_monarchy	reject_demand_join_war	20	fem_eastern_reject_angry_attack_faction
hostile	rom_Eastern	gov_absolute_monarchy	reject_demand_join_war	3	eastern_reject_angry_defend_against_faction_01
hostile	rom_Eastern	gov_absolute_monarchy	reject_demand_join_war	4	eastern_reject_angry_defend_against_faction_02
hostile	rom_Eastern	gov_absolute_monarchy	reject_demand_join_war	5	eastern_reject_angry_defend_against_faction_03
hostile	rom_Hellenistic	gov_absolute_monarchy	reject_demand_join_war	0	greek_reject_angry_attack_faction_01
hostile	rom_Hellenistic	gov_absolute_monarchy	reject_demand_join_war	1	greek_reject_angry_attack_faction_02
hostile	rom_Hellenistic	gov_absolute_monarchy	reject_demand_join_war	2	greek_reject_angry_attack_faction_03
hostile	rom_Hellenistic	gov_absolute_monarchy	reject_demand_join_war	20	fem_rome_greek_reject_angry_defend_against_faction
hostile	rom_Hellenistic	gov_absolute_monarchy	reject_demand_join_war	3	greek_reject_angry_defend_against_faction_01
hostile	rom_Hellenistic	gov_absolute_monarchy	reject_demand_join_war	4	greek_reject_angry_defend_against_faction_02
hostile	rom_Hellenistic	gov_absolute_monarchy	reject_demand_join_war	5	greek_reject_angry_defend_against_faction_03
hostile	rom_Roman	gov_absolute_monarchy	reject_demand_join_war	0	rome_reject_angry_attack_faction_01
hostile	rom_Roman	gov_absolute_monarchy	reject_demand_join_war	1	rome_reject_angry_attack_faction_02
