key	localised_description	localised_title	ui_icon	bundle_target
inv_samnites_ver_sacrum	Ver Sacrum	Ver Sacrum	public_order_positive.png	region
inv_senones_divination_ambush	A great ambush victory is at hand!	Destined to Ambush	morale_positive.png	faction
inv_senones_divination_assault	A great siege assault victory is at hand!	Destined to Assault	morale_positive.png	faction
inv_senones_divination_attack	A great attacking victory is at hand!	Destined to Attack	morale_positive.png	faction
inv_senones_divination_defend	A great defensive victory is at hand!	Destined to Defend	morale_positive.png	faction
inv_senones_divination_invade	A great victory on enemy territory is at hand!	Destined to Invade	morale_positive.png	faction
inv_senones_divination_night	A great night battle victory is at hand!	Destined to Fight at Night	morale_positive.png	faction
inv_senones_war_decree_celts	The druids have foreseen a great slaughter of Celts.	War Decree: Celts	army_positive.png	faction
inv_senones_war_decree_etruscans	The druids have foreseen a great slaughter of Etruscans.	War Decree: Etruscans	army_positive.png	faction
inv_senones_war_decree_greek	The druids have foreseen a great slaughter of Greeks.	War Decree: Greek	army_positive.png	faction
inv_senones_war_decree_italic	The druids have foreseen a great slaughter of Italic men.	War Decree: Italic	army_positive.png	faction
inv_senones_war_decree_nuragic	The druids have foreseen a great slaughter of Nuragic men.	War Decree: Nuragic	army_positive.png	faction
inv_senones_war_decree_romans	The druids have foreseen a great slaughter of Romans.	War Decree: Romans	army_positive.png	faction
inv_slave_decr	Slowly but surely the slaves here get fewer and fewer.	Slave Decline	slaves_negative.png	faction
inv_slave_incr	The slaves here are gradually increasing in number.	Slave Influx	slaves_positive.png	faction
inv_taxes_decr	Either unwilling or unable - the people would simply not pay.	Reduced Taxes	tax_growth_negative.png	faction
inv_tech_module_attack_swords_1	To unlock the following effect, research the technologies below.	Swords Attack I	army_positive.png	force
inv_tech_module_attack_swords_2	To unlock the following effect, Swords Attack I and research the technologies below.	Swords Attack II	army_positive.png	force
inv_tech_module_attack_swords_3	To unlock the following effect, unlock Swords Attack II and research the technologies below.	Swords Attack III	army_positive.png	force
inv_tech_module_cavalry_charge_1	To unlock the following effect, research the technologies below.	Cavalry Charge I	cavalry_positive.png	force
inv_tech_module_cavalry_charge_2	To unlock the following effect, unlock Cavalry Charge I and research the technologies below.	Cavalry Charge II	cavalry_positive.png	force
inv_tech_module_cavalry_charge_3	To unlock the following effect, unlock Cavalry Charge II and research the technologies below.	Cavalry Charge III	cavalry_positive.png	force
inv_tech_module_charge_inf_1	To unlock the following effect, research the technologies below.	Infantry Charge I	cavalry_positive.png	force
inv_tech_module_charge_inf_2	To unlock the following effect, unlock Infantry Charge I and research the technologies below.	Infantry Charge II	cavalry_positive.png	force
inv_tech_module_charge_inf_3	To unlock the following effect, unlock Infantry Charge II and research the technologies below.	Infantry Charge III	cavalry_positive.png	force
inv_tech_module_culture_1	To unlock the following effect, research the technologies below.	Culture I	icon_culture_other.png	faction
inv_tech_module_culture_2	To unlock the following effect, unlock Culture I and research the technologies below.	Culture II	icon_culture_other.png	faction
inv_tech_module_culture_3	To unlock the following effect, unlock Culture II and research the technologies below.	Culture III	icon_culture_other.png	faction
inv_tech_module_damage_inf_1	To unlock the following effect, research the technologies below.	Infantry Damage I	melee_positive.png	force
inv_tech_module_damage_inf_2	To unlock the following effect, unlock Infantry Damage I and research the technologies below.	Infantry Damage II	melee_positive.png	force
inv_tech_module_damage_inf_3	To unlock the following effect, unlock Infantry Damage II and research the technologies below.	Infantry Damage III	melee_positive.png	force
inv_tech_module_exp_infantry_1	To unlock the following effect, research the technologies below.	Veteran Infantry I	army_positive.png	force
inv_tech_module_exp_infantry_2	To unlock the following effect, unlock Veteran Infantry I and research the technologies below.	Veteran Infantry II	army_positive.png	force
inv_tech_module_exp_infantry_3	To unlock the following effect, unlock  Veteran Infantry II and research the technologies below.	Veteran Infantry III	army_positive.png	force
inv_tech_module_fire_rate_1	To unlock the following effect, research the technologies below.	Fire Rate I	army_positive.png	force
inv_tech_module_fire_rate_2	To unlock the following effect, unlock Fire Rate I and research the technologies below.	Fire Rate II	army_positive.png	force
inv_tech_module_fire_rate_3	To unlock the following effect, unlock Fire Rate II and research the technologies below.	Fire Rate III	army_positive.png	force
inv_tech_module_food_1	To unlock the following effect, research the technologies below.	Food I	wealth_positive.png	faction
inv_tech_module_food_2	To unlock the following effect, unlock Food I and research the technologies below.	Food II	wealth_positive.png	faction
inv_tech_module_food_3	To unlock the following effect, unlock Food II and research the technologies below.	Food III	wealth_positive.png	faction
inv_tech_module_map_range_1	To unlock the following effect, research the technologies below.	Logistics I	campaign_movement_positive.png	faction
inv_tech_module_map_range_2	To unlock the following effect, unlock Logistics I and research the technologies below.	Logistics II	campaign_movement_positive.png	faction
inv_tech_module_map_range_3	To unlock the following effect, unlock Logistics II and research the technologies below.	Logistics III	campaign_movement_positive.png	faction
inv_tech_module_navy_slots_1	To unlock the following effect, research the technologies below.	Navy I	navy_positive.png	force
inv_tech_module_navy_slots_2	To unlock the following effect, unlock Navy I and research the technologies below.	Navy II	navy_positive.png	force
inv_tech_module_navy_slots_3	To unlock the following effect, unlock Navy II and research the technologies below.	Navy III	navy_positive.png	force
inv_tech_module_order_1	To unlock the following effect, research the technologies below.	Order I	public_order_positive.png	faction
inv_tech_module_order_2	To unlock the following effect, unlock Order I and research the technologies below.	Order II	public_order_positive.png	faction
inv_tech_module_order_3	To unlock the following effect, unlock Order II and research the technologies below.	Order III	public_order_positive.png	faction
inv_tech_module_replenishment_1	To unlock the following effect, research the technologies below.	Replenishment I	replenishment_positive.png	faction
inv_tech_module_replenishment_2	To unlock the following effect, unlock Replenishment I and research the technologies below.	Replenishment II	replenishment_positive.png	faction
inv_tech_module_replenishment_3	To unlock the following effect, unlock Replenishment II and research the technologies below.	Replenishment III	replenishment_positive.png	faction
inv_tech_module_spears_armour_1	To unlock the following effect, research the technologies below.	Spears Armour I	army_positive.png	force
inv_tech_module_spears_armour_2	To unlock the following effect, unlock Spears Armour I and research the technologies below.	Spears Armour II	army_positive.png	force
inv_tech_module_spears_armour_3	To unlock the following effect, unlock Spears Armour II and research the technologies below.	Spears Armour III	army_positive.png	force
inv_tech_module_spears_defence_1	To unlock the following effect, research the technologies below.	Spears Defence I	defence_positive.png	force
inv_tech_module_spears_defence_2	To unlock the following effect, unlock Spears Defence I and research the technologies below.	Spears Defence II	defence_positive.png	force
inv_tech_module_spears_defence_3	To unlock the following effect, unlock Spears Defence II and research the technologies below.	Spears Defence III	defence_positive.png	force
inv_upkeep_cost_armies_decr	The soldiers benefits from the skilled administration of their commanders.	Well-managed Forces	army_positive.png	faction
inv_veneti_breed_civil	Heavy horses, move the land under me!	Domestic Horses	wealth_positive.png	faction
inv_veneti_breed_military	Behold our riders as they gallop to battle!	Military Studs	cavalry_positive.png	faction
inv_wealth_agri_decr	Neglected farms and cattle ranches litter the countryside.	Agricultural Shortage	wealth_negative.png	faction
inv_wealth_agri_incr	Fertile lands and hardwork are a fine combination.	Agricultural Abundance	wealth_positive.png	faction
inv_wealth_commerce_local_decr	It is harder to strike a profitable deal around here.	Commercial Stagnation	wealth_negative.png	faction
inv_wealth_commerce_local_incr	The traders strike profitable deals more often.	Commercial Abundance	wealth_positive.png	faction
inv_wealth_industry_decr	The production of crafts and resources is rather sluggish.	Slowed Industry	wealth_negative.png	faction
inv_wealth_industry_incr	The crafts are being produced at an accelerated rate.	Industrial Centre	wealth_positive.png	faction
inv_wealth_subsistence_incr	The people are eager to educate themselves.	Curious Minds	wealth_positive.png	faction
inv_wealth_tariffs_incr	The markets are bustling with foreign merchandise.	Thriving Trade	trade_positive.png	faction
inv_wonder_aethalia_chimneys	[[col:green]]Wonder[[/col]]\n\nIron made of ore and fire and dark smokes reaching to the skies!  	Aethalia’s Chimneys	wonder_positive.png	region
inv_wonder_ancient_temple_of_hera	[[col:green]]Wonder[[/col]]\n\nHera shall always provide to the people of this land.	The Ancient Temple of Hera	wonder_positive.png	region
inv_wonder_city_of_the_dead	[[col:green]]Wonder[[/col]]\n\nMen do not die, they live forever!	The City of the Dead	wonder_positive.png	region
inv_wonder_fanum_voltumnae	[[col:green]]Wonder[[/col]]\n\nIn unity secured by the gods we trust.	Fanum Voltumnae	wonder_positive.png	region
inv_wonder_great_nuragic_fortified_temple	[[col:green]]Wonder[[/col]]\n\nThe hall of the gods of water and land is here to protect its people.	The Great Nuragic fortified temple	wonder_positive.png	region
inv_wonder_great_theatre_of_syracuse	[[col:green]]Wonder[[/col]]\n\nThe shine of all Magna Graecia is the shine of its theatre at Syrakousai.	The Great Theatre of Syracuse	wonder_positive.png	region
inv_wonder_heroon_of_founders	[[col:green]]Wonder[[/col]]\n\nOh Poseidon, here we lay buried for the glory of your city!	The Heroon of the Founders at Poseidonia	wonder_positive.png	region
inv_wonder_heroon_of_theron	[[col:green]]Wonder[[/col]]\n\nA great tyrant and hero shines even buried!	The Heroon of Theron	wonder_positive.png	region
inv_wonder_latomies	[[col:green]]Wonder[[/col]]\n\nThe might of a ruler is the might of stone!	The Latomies	wonder_positive.png	region
inv_wonder_menhirs_of_old	[[col:green]]Wonder[[/col]]\n\nEqual like stones, unbreakable like stones, endurable like stones!	The Menhirs of old	wonder_positive.png	region
inv_wonder_peaks_of_splendour	[[col:green]]Wonder[[/col]]\n\nThe world ends where the creation of the gods is too great for simple men.	The Peaks of Splendour	wonder_positive.png	region
inv_wonder_ruins_of_selinunte	[[col:green]]Wonder[[/col]]\n\nSelinunte shall rise again! 	The devastated city of Selinunte	wonder_positive.png	region
inv_wonder_ruins_of_siris	[[col:green]]Wonder[[/col]]\n\nOh gods, what they’ve done to the first great city of Magna Graecia!	The Ruins of Siris	wonder_positive.png	region
inv_wonder_ruins_of_sybaris	[[col:green]]Wonder[[/col]]\n\nThe wealth doesn’t bring fortune! Fortune favours the brave!	The ruins of Sibaris	wonder_positive.png	region
inv_wonder_sacred_tombs_of_orcla	[[col:green]]Wonder[[/col]]\n\nThose who honoured the gods are resting here. 	The Sacred Tombs of Orcla	wonder_positive.png	region
inv_wonder_split_mountain_gorge	[[col:green]]Wonder[[/col]]\n\nA place for the brave who are not afraid to meet their fears.	The Split Mountain Gorge	wonder_positive.png	region
inv_wonder_temple_of_albunea	[[col:green]]Wonder[[/col]]\n\nAlbunea knows the future and her wisdom guides those who are ready to listen.	Oracle of Albunea	wonder_positive.png	region
inv_wonder_temple_of_apulu	[[col:green]]Wonder[[/col]]\n\nApulu gives wisdom to men and health to those who worship him.	Temple of Apulu 	wonder_positive.png	region
inv_wonder_temple_of_cumaean_sibyl	[[col:green]]Wonder[[/col]]\n\nThe priestess of Apollo talks on behalf of the gods and those who listen will always prevail against their enemies.	Oracle of the Cumaean Sibyl	wonder_positive.png	region
inv_wonder_temple_of_poseidon	[[col:green]]Wonder[[/col]]\n\nPoseidon led those who were forsaken from Sparta to new lands across the sea and they built him a temple to be always with them in this new home.	The Temple of Poseidon in Taras	wonder_positive.png	region
inv_wonder_the_tomb_of_giants	[[col:green]]Wonder[[/col]]\n\nThe ancient tomb of great giants-kings of old who led men in battle.	Tomb of Giants	wonder_positive.png	region
inv_wonder_tomb_lars_porsenna	[[col:green]]Wonder[[/col]]\n\nA great king always protects his people.	Tomb of Lars Porsena	wonder_positive.png	region
inv_wonder_tombs_of_the_first_kings	[[col:green]]Wonder[[/col]]\n\nThe tombs of the first kings of Etruria, who ruled and have been buried close to the sea where they came from after the fall of Troy. 	The Ancient Tombs of the First Kings	wonder_positive.png	region
inv_wonder_tropaion_of_himera	[[col:green]]Wonder[[/col]]\n\nThey who dared to fight will walk this battlefield over and over again, whether living or dead!	Tropaion of the Ancient Battle of Himera	wonder_positive.png	region
inv_wonders_terme_di_saturnia	[[col:green]]Wonder[[/col]]\n\nGods are tired of warring mortals! They’ve created hot water springs to pacify them.	Terme di Saturnia	wonder_positive.png	region
isthmian_celebratory	Although the Isthmian Games are over, the people feel joyous at the results.	Isthmian Games	public_order_positive.png	faction
isthmian_successful	The people feel joyous at our participation in the great Isthmian Games.	Successful Games	public_order_positive.png	faction
isthmian_unhappy	That we did not even take part in the recent games brings great shame upon the people.	Isthmian Shame	public_order_negative.png	faction
isthmian_unsuccessful	The people are pleased we took part, but wish the investment had brought a greater reward.	Unsuccessful Games	public_order_positive.png	faction
ivn_wonder_corno_grande	[[col:green]]Wonder[[/col]]\n\nThe highest mountain of all and the jewel in the crown of the mountain kings.	Corno Grande	wonder_positive.png	region
loyalty_effect_bundle_character_tier_1	The local party member willingly helps your administration.	Reliable Local Party Member	agent_positive.png	character
loyalty_effect_bundle_character_tier_2	The local party member willingly helps your administration.	Dependable Local Party Member	agent_positive.png	character
loyalty_effect_bundle_character_tier_3	The local party member willingly helps your administration.	Trustworthy Local Party Member	agent_positive.png	character
loyalty_effect_bundle_character_tier_4	The local party member willingly helps your administration.	Dutiful Local Party Member	agent_positive.png	character
loyalty_effect_bundle_character_tier_5	The local party member willingly helps your administration.	Incorruptible Local Party Member	agent_positive.png	character
loyalty_effect_bundle_tier_1	The local party willingly helps your administration.	Reliable Local Party	settlement_ positive.png	region
loyalty_effect_bundle_tier_2	The local party willingly helps your administration.	Dependable Local Party	settlement_ positive.png	region
loyalty_effect_bundle_tier_3	The local party willingly helps your administration.	Trustworthy Local Party	settlement_ positive.png	region
loyalty_effect_bundle_tier_4	The local party willingly helps your administration.	Dutiful Local Party	settlement_ positive.png	region
loyalty_effect_bundle_tier_5	The local party willingly helps your administration.	Incorruptible Local Party	settlement_ positive.png	region
nemean_celebratory	Although the Nemean Games are over, the people feel joyous at the results.	Nemean Games	public_order_positive.png	faction
nemean_successful	The people feel joyous at our participation in the great Nemean Games.	Successful Games	public_order_positive.png	faction
nemean_unhappy	That we did not even take part in the recent games brings great shame upon the people.	Nemean Shame	public_order_negative.png	faction
nemean_unsuccessful	The people are pleased we took part, but wish the investment had brought a greater reward.	Unsuccessful Games	public_order_positive.png	faction
olympics_celebratory	Although the Olympic Games are over, the people feel joyous at the results.	Olympic Games	public_order_positive.png	faction
olympics_successful	The people feel joy at our participation in the great Olympic games.	Successful Olympics	public_order_positive.png	faction
olympics_unhappy	That we did not even take part in the recent games brings great shame upon the people.	Olympic Shame	public_order_negative.png	faction
olympics_unsuccessful	The people are pleased we took part, but wish the investment had brought a greater reward.	Olympics Unsuccessful	public_order_positive.png	faction
payload_banditry	Bandits have taken advantage of your absent armies.	Banditry 	public_order_negative.png	region
payload_cursed_leader	The men are reluctant to follow their leader.	Cursed Leader	army_negative.png	force
payload_great_peace	Your diplomacy has triumphed.	The Great Peace 	diplomacy_positive.png	faction
payload_growing_bureaucracy	Bigger empires mean more bean counters.	Growing Bureaucracy	tax_growth_negative.png	faction
payload_ravaged_land	The land has been pillaged, you failed to stop the enemy.	Ravaged Land 	public_order_negative.png	region
payload_slave_riots	They will be slaves no more.	Slave Riots 	slaves_negative.png	region
payload_slaves_escaped	They're free and are now marauding through the countryside.	Slaves Escaped 	slaves_negative.png	region
payload_trade_master	Your commercial success has been rewarded.	Trade Master 	trade_positive.png	faction
payload_warmongers	War is what your faction knows, and it knows it well.	Warmongers 	army_positive.png	faction
pel_athenai_diplomacy_penalty	Greece is growing wary of your hegemonic intentions.	Control of Athenai	diplomacy_negative.png	faction
pel_boiotia_diplomacy_penalty	Greece is growing wary of your hegemonic intentions.	Control of Thebai	diplomacy_negative.png	faction
pel_faction_athenai	The magistrates of Athens have executive powers. An ambitious individual could secure total power for himself...	Athenai	trait_athens.png	faction
pel_faction_boiotia	The League is a tenuous alliance of city states led by the powerful polis of Thebai.	Boiotian League	trait_boiotian_league.png	faction
pel_faction_korinthos	Ruled by an oligarchy Korinthos is one of the wealthiest cities in Greece.	Korinthos	trait_korinthos.png	faction
pel_faction_sparta	The two hereditary kings of Sparta, from the Agiad and Eurypontid families, claim descent from Heracles himself.	Sparta	trait_sparta.png	faction
pel_festival_adonis	Now it is time to praise Adonis, and mourn his passing!	Festival of Adonis	public_order_positive.png	faction
pel_festival_apollo	All hail Apollo, god of medicine and knowledge!	Festival of Apollo	public_order_positive.png	faction
pel_festival_athena	Glory to Athena, patron of our city!	Festival of Athena	public_order_positive.png	faction
pel_festival_bronze_workers	It is Chalkeia, when we give praise to our bronze workers.	Festival of Bronze-Workers	public_order_positive.png	faction
pel_festival_dionysos	God of wine and fertility, madness and ecstasy: Dionysus, we give thanks to you!	Festival of Dionysos	public_order_positive.png	faction
pel_festival_dionysos_athenai	Let the veneration of Dionysus begin!	Festival of Dionysos	public_order_positive.png	faction
pel_festival_gods	Poseidon smiles on us!	Festival of the Gods	public_order_positive.png	faction
pel_festival_helen	The Cult of Helen practice gymnastics and dancing in honour of her.	Cult of Helen	public_order_positive.png	faction
pel_festival_helots	The Helots, those lower, servile people, undeserving of our pity or generosity, will be culled by our young men.	Cull of the Helots	slaves_negative.png	faction
pel_festival_herakles	Give glory to mighty Herakles and his heroic deeds!	Festival of Herakles	public_order_positive.png	faction
pel_festival_naked_youths	Let the beauty of the human body be praised!	Festival of Naked Youths	public_order_positive.png	faction
pel_festival_panathenaic_games	A spectacle for all the world to see!	Panathenaic Games	public_order_positive.png	faction
pel_festival_salamis	With joyous hearts, we remember our victory over Persia at Salamis and the survival of our civilisation.	Celebration of Salamis	public_order_positive.png	faction
pel_festival_women	The Thesmophoria is upon us!	Festival of Women	public_order_positive.png	faction
pel_festival_zeus	Now, we give glory to Zeus and his children, the highest of the gods and most deserving of our praise.	Festival of Zeus	public_order_positive.png	faction
pel_group_barbarian	[placeholder]	Barbarian	trait_daco_thracian_tribes.png	faction
pel_group_greek	The world-renowned culture of the Greeks was built upon hard toil, keen thinking and military excellence.	Greek	trait_greek_states.png	faction
pel_group_persian	[placeholder]	Persian	trait_eastern_empires.png	faction
pel_imperium_1	As your faction grows so does the problem of keeping it under control.	Imperium Level I	icon_effects_general.png	faction
pel_imperium_2	As your faction grows so does the problem of keeping it under control.	Imperium Level II	icon_effects_general.png	faction
pel_imperium_3	As your faction grows so does the problem of keeping it under control.	Imperium Level III	icon_effects_general.png	faction
pel_imperium_4	As your faction grows so does the problem of keeping it under control.	Imperium Level IV	icon_effects_general.png	faction
pel_imperium_5	As your faction grows so does the problem of keeping it under control.	Imperium Level V	icon_effects_general.png	faction
pel_imperium_6	As your faction grows so does the problem of keeping it under control.	Imperium Level VI	icon_effects_general.png	faction
pel_imperium_7	As your faction grows so does the problem of keeping it under control.	Imperium Level VII	icon_effects_general.png	faction
pel_imperium_8	As your faction grows so does the problem of keeping it under control.	Imperium Level VIII	icon_effects_general.png	faction
pel_korinthos_diplomacy_penalty	Greece is growing wary of your hegemonic intentions.	Control of Korinthos	diplomacy_negative.png	faction
pel_persian_army_upkeep	THIS IS A SCRIPT TRIGGERED BY SCRIPT, IF YOU SEE THIS SOMETHING WENT WRONG. 	Persian Army 	wealth_positive.png	force
pel_plague_athens	The city is gripped by disease, causing death and misery.	Plague of Athens	disaster_negative.png	region
pel_season_autumn	Time to bring in the harvest before the leaves turn.	Autumn	season_3.png	province
pel_season_spring	The spirit of new life is in the air.	Spring	season_1.png	province
pel_season_summer	It is good to feel the sun upon your skin.	Summer	season_2.png	province
pel_season_winter	Warmth and light are all that matters as the days draw in.	Winter	season_4.png	province
pel_sparta_diplomacy_penalty	Greece is growing wary of your hegemonic intentions.	Control of Sparta	diplomacy_negative.png	faction
pel_tech_module_aesthetics_1	To unlock the following effect, research the technologies below.	Aesthetics I	diplomacy_positive.png	faction
pel_tech_module_aesthetics_2	To unlock the following effect, unlock Aesthetics II and research the technologies below.	Aesthetics II	diplomacy_positive.png	faction
pel_tech_module_aesthetics_3	To unlock the following effect, unlock Aesthetics III and research the technologies below.	Aesthetics III	diplomacy_positive.png	faction
pel_tech_module_army_1	To unlock the following effect, research the technologies below.	Army I	military_positive.png	faction
pel_tech_module_army_2	To unlock the following effect, unlock Army I and research the technologies below.	Army II	military_positive.png	faction
pel_tech_module_army_3	To unlock the following effect, unlock Army II and research the technologies below.	Army III	military_positive.png	faction
pel_tech_module_mathematics_1	To unlock the following effect, research the technologies below.	Mathematics I	construction_positive.png	faction
pel_tech_module_mathematics_2	To unlock the following effect, unlock Mathematics I and research the technologies below.	Mathematics II	construction_positive.png	faction
pel_tech_module_mathematics_3	To unlock the following effect, unlock Mathematics II and research the technologies below.	Mathematics III	construction_positive.png	faction
pel_tech_module_navy_1	To unlock the following effect, research the technologies below.	Navy I	military_positive.png	faction
pel_tech_module_navy_2	To unlock the following effect, unlock Navy I and research the technologies below.	Navy II	military_positive.png	faction
pel_tech_module_navy_3	To unlock the following effect, unlock Navy II and research the technologies below.	Navy III	military_positive.png	faction
pel_tech_module_philosophy_1	To unlock the following effect, research the technologies below.	Philosophy I	technology_positive.png	faction
pel_tech_module_philosophy_2	To unlock the following effect, unlock Philosophy I and research the technologies below.	Philosophy II	technology_positive.png	faction
pel_tech_module_philosophy_3	To unlock the following effect, unlock Philosophy II and research the technologies below.	Philosophy III	technology_positive.png	faction
pel_tech_module_support_1	To unlock the following effect, research the technologies below.	Support I	military_positive.png	faction
pel_tech_module_support_2	To unlock the following effect, unlock Support I and research the technologies below.	Support II	military_positive.png	faction
pel_tech_module_support_3	To unlock the following effect, unlock Support III and research the technologies below.	Support III	military_positive.png	faction
pel_wonder_acropolis	[[col:green]]Wonder[[/col]]\n\nThe marvels that men can construct...	The Acropolis	wonder_positive.png	region
pel_wonder_mount_olympus	[[col:green]]Wonder[[/col]]\n\nHome of the gods and mightiest of mountains.	Mount Olympus	wonder_positive.png	region
pel_wonder_oracle_delphi	[[col:green]]Wonder[[/col]]\n\nAll men heed the Oracle's words.	The Oracle of Delphi	wonder_positive.png	region
pel_wonder_oracle_didyma	[[col:green]]Wonder[[/col]]\n\nThe Oracle will speak the truth, but what truth?	The Oracle of Didyma	wonder_positive.png	region
pel_wonder_oracle_dodona	[[col:green]]Wonder[[/col]]\n\nProphecy and truth speaks the Oracle.	The Oracle of Dodona	wonder_positive.png	region
pel_wonder_palace_knossos	[[col:green]]Wonder[[/col]]\n\nHere the great Minotaur met its fate.	The Palace of Knossos	wonder_positive.png	region
pel_wonder_royal_tombs_makedon	[[col:green]]Wonder[[/col]]\n\nBuried beneath lies the golden majesty of Makedon.	The Royal Tombs of Makedon	wonder_positive.png	region
pel_wonder_ruin_troy	[[col:green]]Wonder[[/col]]\n\nIn ages past the heroes of Greece fought here.	The Ruins of Troy	wonder_positive.png	region
pel_wonder_sanctuary_great_gods	[[col:green]]Wonder[[/col]]\n\nIn the heart of the sanctuary the Great Gods wait…	The Sanctuary of the Great Gods	wonder_positive.png	region
pel_wonder_silver_mines_lavrio	[[col:green]]Wonder[[/col]]\n\nWealth rises from beneath the ground.	The Silver Mines of Laurion	wonder_positive.png	region
pel_wonder_temple_artemis	[[col:green]]Wonder[[/col]]\n\n"Lo! Apart from Olympus, the sun never looked on aught so grand."	The Temple of Artemis	wonder_positive.png	region
pel_wonder_zeus_olympia	[[col:green]]Wonder[[/col]]\n\nIt is a wonder to look upon the face of a god.	The Statue of Zeus at Olympia	wonder_positive.png	region
political_action_divorce	 	Divorce	agent_positive.png	character
political_action_flirt_initiator	 	Flirt	agent_positive.png	character
political_action_flirt_initiator_spouse	 	Flirt (Initiator's Spouse)	agent_positive.png	character
political_action_flirt_target_spouse	 	Flirt (Target;s Spouse)	agent_positive.png	character
political_action_leisure_time	 	Leisure Time	agent_positive.png	character
political_action_organize_games	Increased public order.	Organise Games	public_order_positive.png	province
political_action_provoke	 	Provoke	agent_positive.png	faction
political_action_secure_loyalty_target	 	Secure Loyalty	agent_positive.png	character
political_action_seek_spouse	 	Seek Spouse	agent_positive.png	character
political_action_send_emissary	Increased food production.	Organised Feast	food_positive.png	province
political_support_average	Respected by all, if not perhaps listened to by everyone.	Influence: Respected	zeal_alternate_positive.png	faction
political_support_best	You are supreme, holding the balance of power but without threatening anyone.	Influence: Admired	zeal_alternate_positive.png	faction
political_support_high	Where you lead others will follow, some spotting a golden calf to be exploited…	Influence: Beloved	zeal_alternate_positive.png	faction
political_support_low	You're not at the bottom, but there's a long way to go to reach the top.	Influence: Overlooked	zeal_alternate_positive.png	faction
political_support_max	Your political power is absolute.	Influence: Peerless	zeal_alternate_positive.png	faction
political_support_min	Your party is at rock bottom, not even the rats in the sewers care about it.	Influence: Ignored	zeal_alternate_negative.png	faction
political_support_very_high	All turn to you for guidance.	Influence: Exalted	zeal_alternate_positive.png	faction
political_support_very_low	There's not much further down the ladder to go, not many respect you.	Influence: Disrespected	zeal_alternate_negative.png	faction
pro_faction_trait_senate	"The Senate and the People of Rome"	SPQR	trait_rome.png	faction
pun_faction_scripted_minor_reduced_upkeep	The people will not allow our great city to fall.	Reserve Forces	wealth_positive.png	faction
pun_faction_scripted_reduced_upkeep	The people will not allow our great city to fall.	Reserve Forces	wealth_positive.png	faction
pun_faction_trait_arevaci	The Arevaci are a proud Celtiberian tribe known for their love of horses and fierce resistance.	The Arevaci	trait_arevaci.png	faction
pun_faction_trait_carthage	This notable Carthaginian family is named after the great general Hamilcar, known as "Barca", meaning "lightning bolt".	The Barcid Dynasty	trait_barcid_dynasty.png	faction
pun_faction_trait_lusitani	Warriors from Iberia, the Lusitani have a reputation as strong fighters.	The Lusitani	trait_lusitani.png	faction
pun_faction_trait_rome	The Cornelii are among the most illustrious Roman families, giving rise to more consuls, generals and statesmen than any other.	The House of Cornelia	trait_house_of_cornelia.png	faction
pun_faction_trait_syracuse	Home of Archimedes, Syracuse stands proud between two empires.	Syracuse	trait_syracuse.png	faction
pun_season_autumn	Time to bring in the harvest before the leaves turn.	Autumn	season_3.png	province
pun_season_autumn_dry	The rains have not come, the fields will be barren.	Dry Autumn	season_3.png	province
pun_season_autumn_early	The warmth is fading fast this year.	Bad Autumn	season_3.png	province
pun_season_autumn_late	At times it is good to bask in the enduring sunlight.	Good Autumn	season_3.png	province
pun_season_spring	The spirit of new life is in the air.	Spring	season_1.png	province
pun_season_spring_early	The new season has come early this year.	Early Spring	season_1.png	province
pun_season_spring_late	Winter has finally passed, and green is returning.	Late Spring	season_1.png	province
pun_season_summer	It is good to feel the sun upon your skin.	Summer	season_2.png	province
pun_season_summer_dry	It is a long time since I saw a cloud in the sky.	Dry Summer	season_2.png	province
pun_season_summer_harsh	The overbearing heat brings even the greatest man to his knees.	Harsh Summer	season_2.png	province
pun_season_summer_mild	The gentle heat is not what we expected.	Mild Summer	season_2.png	province
pun_season_summer_warm	The Sun God smiles down on us.	Warm Summer	season_2.png	province
pun_season_summer_wet	Even the sun does not bring an end to the rain.	Wet Summer	season_2.png	province
pun_season_winter	Warmth and light are all that matters as the days draw in.	Winter	season_4.png	province
pun_season_winter_dry	It is cold, yes, but at least the skies are clear.	Dry Winter	season_4.png	province
pun_season_winter_harsh	Blizzards and snow have turned everything white.	Harsh Winter	season_4.png	province
pun_season_winter_mild	There is but a gentle dusting of snow this year.	Mild Winter	season_4.png	province
pun_season_winter_wet	The fields have disappeared beneath the relentless downpour.	Wet Winter	season_4.png	province
pun_tech_module_diplomacy_1	To unlock the following effect, research the technologies below.	Diplomacy I	faction_leader_positive.png	faction
pun_tech_module_diplomacy_2	To unlock the following effect, unlock Diplomacy I and research the technologies below.	Diplomacy II	faction_leader_positive.png	faction
pun_tech_module_diplomacy_3	To unlock the following effect, unlock Diplomacy II and research the technologies below.	Diplomacy III	faction_leader_positive.png	faction
pun_tech_module_improvements_1	To unlock the following effect, research the technologies below.	Improvements I	construction_positive.png	faction
pun_tech_module_improvements_2	To unlock the following effect, unlock Improvements I and research the technologies below.	Improvements II	construction_positive.png	faction
pun_tech_module_improvements_3	To unlock the following effect, unlock Improvements II and research the technologies below.	Improvements III	construction_positive.png	faction
pun_tech_module_laws_1	To unlock the following effect, research the technologies below.	Laws I	wealth_positive.png	faction
