key	texture_directory	building_category
modular_temple_wall_pannel_pillars_piece01_destruct01	rigidmodels/buildings/textures	battle_building
modular_temple_wall_pannel_windows_piece01_destruct01	rigidmodels/buildings/textures	battle_building
modular_temple_wall_small_8m_piece01_destruct01	rigidmodels/buildings/textures	battle_building
modular_temple_window_piece01_destruct01	rigidmodels/buildings/textures	battle_building
modular_terrace_ext_corner_left_piece01_destruct01	rigidmodels/buildings/textures	battle_building
modular_terrace_ext_corner_right_piece01_destruct01	rigidmodels/buildings/textures	battle_building
modular_terrace_int_corner_left_piece01_destruct01	rigidmodels/buildings/textures	battle_building
modular_terrace_int_corner_right_piece01_destruct01	rigidmodels/buildings/textures	battle_building
modular_terrace_pavement_top_of_steps_piece01_destruct01	rigidmodels/buildings/textures	battle_building
modular_terrace_pavement_wings_piece01_destruct01	rigidmodels/buildings/textures	battle_building
modular_terrace_steps_bannister_left_piece01_destruct01	rigidmodels/buildings/textures	battle_building
modular_terrace_steps_bannister_right_piece01_destruct01	rigidmodels/buildings/textures	battle_building
modular_terrace_steps_landing_piece01_destruct01	rigidmodels/buildings/textures	battle_building
modular_terrace_steps_medium_gradient_piece01_destruct01	rigidmodels/buildings/textures	battle_building
modular_terrace_wall_10m_wide_piece01_destruct01	rigidmodels/buildings/textures	battle_building
mountains_a	RigidModels\outfield\terrain\textures	battle_misc
mountains_b	RigidModels\outfield\terrain\textures	battle_misc
mountains_c	RigidModels\outfield\terrain\textures	battle_misc
mountains_d	RigidModels\outfield\terrain\textures	battle_misc
muzzle_flash	RigidModels/Projectile/Textures	projectiles
nap_eur_port_slot	RigidModels/CampaignBuildings/Textures/	campaign_template
nap_eur_town_com_slot	RigidModels/CampaignBuildings/Textures/	campaign_template
nap_eur_town_edu_slot	RigidModels/CampaignBuildings/Textures/	campaign_template
no_moves_ring	RigidModels\3DIndicators\Textures	3Dindicators
north_euro_hut03_v02_piece01_destruct01	RigidModels\Buildings\AAA_TEXTURES	battle_building
north_euro_rural04_destruct01	RigidModels\Buildings\AAA_TEXTURES	battle_building
north_euro_rural04_destruct02	RigidModels\Buildings\AAA_TEXTURES	battle_building
oblock_building_piece01_destruct01	rigidmodels/buildings/textures	battle_building
observation_balloon	RigidModels\BattleFieldProps\Textures	battle_misc
occupiable_building	RigidModels\3DIndicators\Textures	3Dindicators
oodateshield_piece01_destruct01_lod01	RigidModels/DeployableItems/Textures/OodateShield	battle_misc
plains_a	RigidModels\outfield\terrain\textures	battle_misc
plains_b	RigidModels\outfield\terrain\textures	battle_misc
plains_c	RigidModels\outfield\terrain\textures	battle_misc
plains_d	RigidModels\outfield\terrain\textures	battle_misc
pontoon_01_extender_piece01_destruct01	rigidmodels/buildings/textures	battle_building
pontoon_01_piece01_destruct01	rigidmodels/buildings/textures	battle_building
pontoon_02_high_extender_piece01_destruct01	rigidmodels/buildings/textures	battle_building
pontoon_02_high_piece01_destruct01	rigidmodels/buildings/textures	battle_building
pontoon_03_flat_extender_piece01_destruct01	rigidmodels/buildings/textures	battle_building
pontoon_03_flat_piece01_destruct01	rigidmodels/buildings/textures	battle_building
pontoon_04_dock_a_piece01_destruct01	rigidmodels/buildings/textures	battle_building
pontoon_04_dock_b_piece01_destruct01	rigidmodels/buildings/textures	battle_building
pontoon_04_dock_c_piece01_destruct01	rigidmodels/buildings/textures	battle_building
pontoon_wrecked_a_piece01_destruct01	rigidmodels/buildings/textures	battle_building
pontoon_wrecked_a_piece01_destruct02	rigidmodels/buildings/textures	battle_building
pontoon_wrecked_b_piece01_destruct01	rigidmodels/buildings/textures	battle_building
pontoon_wrecked_b_piece01_destruct02	rigidmodels/buildings/textures	battle_building
pontoon_wrecked_c_piece01_destruct01	rigidmodels/buildings/textures	battle_building
pontoon_wrecked_c_piece01_destruct02	rigidmodels/buildings/textures	battle_building
pool_building_piece01_destruct01	rigidmodels/buildings/textures	battle_building
porch_roofed_piece01_destruct01	rigidmodels/buildings/textures	battle_building
positional_bigrailA_L01	RigidModels/Naval/Textures	ship_variant
positional_capstanA_L01	RigidModels/Naval/Textures	ship_variant
positional_capstanA_L02	RigidModels/Naval/Textures	ship_variant
positional_figurehead_L01	RigidModels/Naval/Textures	ship_variant
positional_lanternA_L01	RigidModels/Naval/Textures	ship_variant
positional_lanternA_L02	RigidModels/Naval/Textures	ship_variant
positional_oar_L01	RigidModels/Naval/Textures	ship_variant
positional_oar_L02	RigidModels/Naval/Textures	ship_variant
positional_oar_L03	RigidModels/Naval/Textures	ship_variant
positional_postsA_L01	RigidModels/Naval/Textures	ship_variant
positional_sparA_L01	RigidModels/Naval/Textures	ship_variant
positional_sparA_L02	RigidModels/Naval/Textures	ship_variant
positional_wheelA_L01	RigidModels/Naval/Textures	ship_variant
prestige_ajinkyatara	RigidModels/CampaignBuildings/Textures	campaign_building
prestige_albertina	RigidModels/CampaignBuildings/Textures	campaign_building
prestige_britishmuseum	RigidModels/CampaignBuildings/Textures	campaign_building
prestige_independancehall	RigidModels/CampaignBuildings/Textures	campaign_building
prestige_konikjlijke	RigidModels/CampaignBuildings/Textures	campaign_building
prestige_realacademia	RigidModels/CampaignBuildings/Textures	campaign_building
prestige_shaniwarwada	RigidModels/CampaignBuildings/Textures	campaign_building
prestige_smithsonian	RigidModels/CampaignBuildings/Textures	campaign_building
prestige_stockholmslott	RigidModels/CampaignBuildings/Textures	campaign_building
projectile_animal_carcass_debris	RigidModels/Projectiles	projectiles
projectile_arrow	VariantMeshes/_VariantModels/man/weapons/tex	projectiles
projectile_deer_carcass	RigidModels/Projectiles/Textures	projectiles
projectile_fireball	rigidModels\projectiles/textures	battle_projectile
projectile_fragment01	RigidModels/Projectile/empire_projectile_tex	projectiles
projectile_harpax	RigidModels/Projectiles/textures/	projectiles
projectile_javelin	VariantMeshes/_VariantModels/man/weapons/tex	projectiles
projectile_mangonel	VariantModels/Equipment	projectiles
projectile_pilum	VariantMeshes/_VariantModels/man/weapons/tex	projectiles
projectile_pilum_heavy	VariantMeshes/_VariantModels/man/weapons/tex	projectiles
projectile_pilum_iron	VariantMeshes/_VariantModels/man/weapons/tex	projectiles
projectile_pilum_light	VariantMeshes/_VariantModels/man/weapons/tex	projectiles
projectile_torch	VariantMeshes/_VariantModels/man/weapons	projectiles
projectiles_arrow_barbarian	VariantMeshes/_VariantModels/man/weapons/tex	projectiles
projectiles_arrow_eastern	VariantMeshes/_VariantModels/man/weapons/tex	projectiles
projectiles_arrow_fire	VariantMeshes/_VariantModels/man/weapons/tex	projectiles
projectiles_arrow_polybolos	rigidModels\projectiles/textures	battle_projectile
projectiles_arrow_roman	VariantMeshes/_VariantModels/man/weapons/tex	projectiles
projectiles_beehvie	rigidModels\projectiles/textures	battle_projectile
projectiles_bolt	rigidModels\projectiles/textures	battle_projectile
projectiles_bolt_large	rigidModels\projectiles/textures	battle_projectile
projectiles_explosive_pot	rigidModels\projectiles/textures	battle_projectile
projectiles_explosive_pot_large	rigidModels\projectiles/textures	battle_projectile
projectiles_rock	rigidModels\projectiles/textures	battle_projectile
projectiles_rock_flammable	rigidModels\projectiles/textures	battle_projectile
projectiles_rock_large	rigidModels\projectiles/textures	battle_projectile
projectiles_rock_large_flammable	rigidModels\projectiles/textures	battle_projectile
projectiles_scorpion_pot	rigidModels\projectiles/textures	battle_projectile
projectiles_sling_shot	rigidModels\projectiles\textures	battle_projectile
projectiles_snake_pot	rigidModels\projectiles/textures	battle_projectile
projectiles_stone	rigidModels\projectiles/textures	battle_projectile
projectiles_stone_brick_large	rigidModels\projectiles/textures	battle_projectile
projectiles_stone_brick_small	rigidModels\projectiles/textures	battle_projectile
projectiles_stone_flammable	rigidModels\projectiles/textures	battle_projectile
projectiles_stone_large	rigidModels\projectiles/textures	battle_projectile
projectiles_stone_large_flammable	rigidModels\projectiles/textures	battle_projectile
proxy_artillery	UI/3DUI/textures/default/	incidental
proxy_cavalry	UI/3DUI/textures/default/	incidental
proxy_facing_arrow	UI/3DUI/textures/default/	incidental
proxy_infantry	UI/3DUI/textures/default/	incidental
rack_fish_drying_piece01_destruct01	rigidmodels/buildings/textures	battle_building
rack_fish_drying_piece01_destruct02	rigidmodels/buildings/textures	battle_building
rack_fish_hanging_piece01_destruct01	rigidmodels/buildings/textures	battle_building
rack_fish_hanging_piece01_destruct02	rigidmodels/buildings/textures	battle_building
redoubt_marker	RigidModels\WarscapeFrame\ai_hints\Textures	3Dindicators
river_sound_emitter_marker	RigidModels\WarscapeFrame\sound_emitters\textures	3Dindicators
rock_1_dry_piece01_destruct01	RigidModels\Buildings\AAA_TEXTURES	battle_building
rock_1_wet_piece01_destruct01	RigidModels\Buildings\AAA_TEXTURES	battle_building
rock_2_dry_piece01_destruct01	RigidModels\Buildings\AAA_TEXTURES	battle_building
rock_2_wet_piece01_destruct01	RigidModels\Buildings\AAA_TEXTURES	battle_building
rock_3_dry_piece01_destruct01	RigidModels\Buildings\AAA_TEXTURES	battle_building
rock_3_wet_piece01_destruct01	RigidModels\Buildings\AAA_TEXTURES	battle_building
rock_4_dry_piece01_destruct01	RigidModels\Buildings\AAA_TEXTURES	battle_building
rock_4_wet_piece01_destruct01	RigidModels\Buildings\AAA_TEXTURES	battle_building
rock_a_piece01_destruct01	rigidmodels/buildings/textures	battle_building
rock_b_piece01_destruct01	rigidmodels/buildings/textures	battle_building
rock_c_piece01_destruct01	rigidmodels/buildings/textures	battle_building
rock_d_piece01_destruct01	rigidmodels/buildings/textures	battle_building
rock_e_piece01_destruct01	rigidmodels/buildings/textures	battle_building
rock_f_piece01_destruct01	rigidmodels/buildings/textures	battle_building
rock_g_piece01_destruct01	rigidmodels/buildings/textures	battle_building
roman_agora_2storey_building01_piece01_destruct01	rigidmodels/buildings/textures	battle_building
roman_agora_2storey_building02_piece01_destruct01	rigidmodels/buildings/textures	battle_building
roman_agora_2storey_building03_piece01_destruct01	rigidmodels/buildings/textures	battle_building
roman_agora_main_segment_end_detailed_flipped_piece01_destruct01	rigidmodels/buildings/textures	battle_building
roman_agora_main_segment_end_detailed_piece01_destruct01	rigidmodels/buildings/textures	battle_building
roman_agora_main_segment_piece01_destruct01	rigidmodels/buildings/textures	battle_building
roman_colonnade_corner_piece01_destruct01	rigidmodels/buildings/textures	battle_building
roman_colonnade_straight_piece01_destruct01	rigidmodels/buildings/textures	battle_building
roman_quinquereme_bow_01_dm1	RigidModels/Naval/Textures	campaign_building
roman_quinquereme_bow_02_dm1	RigidModels/Naval/Textures	campaign_building
roman_quinquereme_mast_01_dm1	RigidModels/Naval/Textures	campaign_building
roman_quinquereme_mast_02_dm1	RigidModels/Naval/Textures	campaign_building
roman_quinquereme_misc_01_dm1	RigidModels/Naval/Textures	campaign_building
roman_quinquereme_port_01_dm1	RigidModels/Naval/Textures	campaign_building
roman_quinquereme_port_02_dm1	RigidModels/Naval/Textures	campaign_building
roman_quinquereme_port_03_dm1	RigidModels/Naval/Textures	campaign_building
roman_quinquereme_port_04_dm1	RigidModels/Naval/Textures	campaign_building
roman_quinquereme_port_05_dm1	RigidModels/Naval/Textures	campaign_building
roman_quinquereme_port_06_dm1	RigidModels/Naval/Textures	campaign_building
roman_quinquereme_starb_01_dm1	RigidModels/Naval/Textures	campaign_building
roman_quinquereme_starb_02_dm1	RigidModels/Naval/Textures	campaign_building
roman_quinquereme_starb_03_dm1	RigidModels/Naval/Textures	campaign_building
roman_quinquereme_starb_04_dm1	RigidModels/Naval/Textures	campaign_building
roman_quinquereme_starb_05_dm1	RigidModels/Naval/Textures	campaign_building
roman_quinquereme_starb_06_dm1	RigidModels/Naval/Textures	campaign_building
roman_quinquereme_stern_01_dm1	RigidModels/Naval/Textures	campaign_building
roman_quinquereme_stern_02_dm1	RigidModels/Naval/Textures	campaign_building
roman_trireme_bow_01_dm1	RigidModels/Naval/Textures	campaign_building
roman_trireme_bow_01_dm2	RigidModels/Naval/Textures	campaign_building
roman_trireme_bow_01_dm3	RigidModels/Naval/Textures	campaign_building
roman_trireme_bow_02_dm1	RigidModels/Naval/Textures	campaign_building
roman_trireme_bow_02_dm2	RigidModels/Naval/Textures	campaign_building
roman_trireme_bow_02_dm3	RigidModels/Naval/Textures	campaign_building
roman_trireme_bow_03_dm1	RigidModels/Naval/Textures	campaign_building
roman_trireme_bow_03_dm2	RigidModels/Naval/Textures	campaign_building
roman_trireme_bow_03_dm3	RigidModels/Naval/Textures	campaign_building
roman_trireme_mast_01_dm1	RigidModels/Naval/Textures	campaign_building
roman_trireme_mast_02_dm1	RigidModels/Naval/Textures	campaign_building
roman_trireme_misc_01_dm1	RigidModels/Naval/Textures	campaign_building
roman_trireme_misc_01_dm2	RigidModels/Naval/Textures	campaign_building
roman_trireme_misc_01_dm3	RigidModels/Naval/Textures	campaign_building
roman_trireme_port_01_dm1	RigidModels/Naval/Textures	campaign_building
roman_trireme_port_01_dm2	RigidModels/Naval/Textures	campaign_building
roman_trireme_port_01_dm3	RigidModels/Naval/Textures	campaign_building
roman_trireme_port_02_dm1	RigidModels/Naval/Textures	campaign_building
roman_trireme_port_02_dm2	RigidModels/Naval/Textures	campaign_building
roman_trireme_port_02_dm3	RigidModels/Naval/Textures	campaign_building
roman_trireme_port_03_dm1	RigidModels/Naval/Textures	campaign_building
roman_trireme_port_03_dm2	RigidModels/Naval/Textures	campaign_building
roman_trireme_port_03_dm3	RigidModels/Naval/Textures	campaign_building
roman_trireme_port_04_dm1	RigidModels/Naval/Textures	campaign_building
roman_trireme_port_04_dm2	RigidModels/Naval/Textures	campaign_building
roman_trireme_port_04_dm3	RigidModels/Naval/Textures	campaign_building
roman_trireme_port_05_dm1	RigidModels/Naval/Textures	campaign_building
roman_trireme_port_05_dm2	RigidModels/Naval/Textures	campaign_building
roman_trireme_port_05_dm3	RigidModels/Naval/Textures	campaign_building
roman_trireme_starb_01_dm1	RigidModels/Naval/Textures	campaign_building
roman_trireme_starb_01_dm2	RigidModels/Naval/Textures	campaign_building
roman_trireme_starb_01_dm3	RigidModels/Naval/Textures	campaign_building
roman_trireme_starb_02_dm1	RigidModels/Naval/Textures	campaign_building
roman_trireme_starb_02_dm2	RigidModels/Naval/Textures	campaign_building
roman_trireme_starb_02_dm3	RigidModels/Naval/Textures	campaign_building
roman_trireme_starb_03_dm1	RigidModels/Naval/Textures	campaign_building
roman_trireme_starb_03_dm2	RigidModels/Naval/Textures	campaign_building
roman_trireme_starb_03_dm3	RigidModels/Naval/Textures	campaign_building
roman_trireme_starb_04_dm1	RigidModels/Naval/Textures	campaign_building
roman_trireme_starb_04_dm2	RigidModels/Naval/Textures	campaign_building
roman_trireme_starb_04_dm3	RigidModels/Naval/Textures	campaign_building
roman_trireme_starb_05_dm1	RigidModels/Naval/Textures	campaign_building
roman_trireme_starb_05_dm2	RigidModels/Naval/Textures	campaign_building
roman_trireme_starb_05_dm3	RigidModels/Naval/Textures	campaign_building
roman_trireme_stern_01_dm1	RigidModels/Naval/Textures	campaign_building
roman_trireme_stern_01_dm2	RigidModels/Naval/Textures	campaign_building
roman_trireme_stern_01_dm3	RigidModels/Naval/Textures	campaign_building
roman_trireme_stern_02_dm1	RigidModels/Naval/Textures	campaign_building
roman_trireme_stern_02_dm2	RigidModels/Naval/Textures	campaign_building
roman_trireme_stern_02_dm3	RigidModels/Naval/Textures	campaign_building
rome_ballista_giant_destroyed	RigidModels/buildings/textures	battle_misc
rome_ballista_medium_destroyed	RigidModels/buildings/textures	battle_misc
rome_ballista_medium_ship_destroyed	RigidModels/buildings/textures	battle_misc
rome_cheiroballistra_destroyed	RigidModels/buildings/textures	battle_misc
rome_fireraiser_destroyed	RigidModels/buildings/textures	battle_misc
rome_harpax_destroyed	RigidModels/buildings/textures	battle_misc
rome_onager_destroyed	RigidModels/buildings/textures	battle_misc
rome_onager_large_destroyed	RigidModels/buildings/textures	battle_misc
rome_onager_ship_destroyed	RigidModels/buildings/textures	battle_misc
rome_polybolos_destroyed	RigidModels/buildings/textures	battle_misc
rome_scorpio_destroyed	RigidModels/buildings/textures	battle_misc
roof_corner_piece01_destruct01	rigidmodels/buildings/textures	battle_building
roof_raised_house_piece01_destruct01	rigidmodels/buildings/textures	battle_building
roof_straight_piece01_destruct01	rigidmodels/buildings/textures	battle_building
roofed_wall_piece01_destruct01	rigidmodels/buildings/textures	battle_building
ruin_columns_1_piece01_destruct01	rigidmodels/buildings/textures	battle_building
ruin_columns_2_piece01_destruct01	rigidmodels/buildings/textures	battle_building
ruin_columns_3_piece01_destruct01	rigidmodels/buildings/textures	battle_building
ruin_columns_4_piece01_destruct01	rigidmodels/buildings/textures	battle_building
ruin_columns_5_piece01_destruct01	rigidmodels/buildings/textures	battle_building
ruin_floor_1_piece01_destruct01	rigidmodels/buildings/textures	battle_building
ruin_floor_1_piece02_destruct01	rigidmodels/buildings/textures	battle_building
ruin_floor_1_piece03_destruct01	rigidmodels/buildings/textures	battle_building
ruin_floor_1_piece04_destruct01	rigidmodels/buildings/textures	battle_building
ruin_floor_2_piece01_destruct01	rigidmodels/buildings/textures	battle_building
ruin_floor_3_piece01_destruct01	rigidmodels/buildings/textures	battle_building
ruin_rubble_1_piece01_destruct01	rigidmodels/buildings/textures	battle_building
ruin_rubble_2_piece01_destruct01	rigidmodels/buildings/textures	battle_building
ruin_single_column_1_piece01_destruct01	rigidmodels/buildings/textures	battle_building
ruin_single_column_2_piece01_destruct01	rigidmodels/buildings/textures	battle_building
ruin_single_column_3_piece01_destruct01	rigidmodels/buildings/textures	battle_building
ruin_single_column_4_piece01_destruct01	rigidmodels/buildings/textures	battle_building
sPrest_austria_heldenplatz	RigidModels/CampaignBuildings/Textures	campaign_building
sPrest_austria_theatrewein	RigidModels/CampaignBuildings/Textures	campaign_building
sPrest_britain_nationalgallery	RigidModels/CampaignBuildings/Textures	campaign_building
sPrest_britain_nelson	RigidModels/CampaignBuildings/Textures	campaign_building
sPrest_france_arcdetriomphe	RigidModels/CampaignBuildings/Textures	campaign_building
sPrest_france_museenapoleon	RigidModels/CampaignBuildings/Textures	campaign_building
sPrest_prussia_humboldt	RigidModels/CampaignBuildings/Textures	campaign_building
sPrest_prussia_victorycolumn	RigidModels/CampaignBuildings/Textures	campaign_building
sPrest_russia_kremlinarmoury	RigidModels/CampaignBuildings/Textures	campaign_building
sPrest_russia_monumentminin	RigidModels/CampaignBuildings/Textures	campaign_building
sambuca_piece01_destruct01	rigidmodels/buildings/textures	battle_building
scaffolding_tall_01_piece01_destruct01	rigidmodels/buildings/textures	battle_building
scaffolding_tall_02_piece01_destruct01	rigidmodels/buildings/textures	battle_building
sengoku_bune_bow_01_dm1	RigidModels/Naval/Textures	campaign_building
sengoku_bune_hull_01_dm1	RigidModels/Naval/Textures	campaign_building
sengoku_bune_port_01_dm1	RigidModels/Naval/Textures	campaign_building
sengoku_bune_starb_01_dm1	RigidModels/Naval/Textures	campaign_building
sengoku_bune_stern_01_dm1	RigidModels/Naval/Textures	campaign_building
settlement_damage_lvl1	RigidModels/CampaignBuildings/Textures	campaign_building
settlement_damage_lvl2	RigidModels/CampaignBuildings/Textures	campaign_building
settlement_damage_lvl3	RigidModels/CampaignBuildings/Textures	campaign_building
settlement_damage_lvl4	RigidModels/CampaignBuildings/Textures	campaign_building
settlement_damage_lvl5	RigidModels/CampaignBuildings/Textures	campaign_building
sho_agent_icon_geisha	RigidModels/Flags/Textures/agent_geisha	campaign_template_extra
sho_agent_icon_metsuke	RigidModels/Flags/Textures/agent_metsuke	campaign_template_extra
sho_agent_icon_missionary	RigidModels/Flags/Textures/agent_missionary	campaign_template_extra
sho_agent_icon_monk	RigidModels/Flags/Textures/agent_monk	campaign_template_extra
sho_agent_icon_ninja	RigidModels/Flags/Textures/agent_ninja	campaign_template_extra
sho_cha_general_star	RigidModels/Flags/Textures	campaign_template_extra
sho_char_flag	RigidModels/Flags/Textures/	incidental
sho_char_flag_chosokabe	RigidModels\Flags\Textures	campaign_template_extra
sho_char_flag_date	RigidModels\Flags\Textures	campaign_template_extra
sho_char_flag_decorator_faction_leader	RigidModels\Flags\Textures	campaign_template_extra
sho_char_flag_decorator_family	RigidModels\Flags\Textures	campaign_template_extra
sho_char_flag_generic1	RigidModels\Flags\Textures	campaign_template_extra
sho_char_flag_generic2	RigidModels\Flags\Textures	campaign_template_extra
sho_char_flag_hojo	RigidModels\Flags\Textures	campaign_template_extra
sho_char_flag_iga_ninja	RigidModels\Flags\Textures	campaign_template_extra
sho_char_flag_ikko_ikki	RigidModels\Flags\Textures	campaign_template_extra
sho_char_flag_morale	RigidModels/Flags/Textures/	incidental
sho_char_flag_mori	RigidModels\Flags\Textures	campaign_template_extra
sho_char_flag_naval	RigidModels/Flags/Textures/	incidental
sho_char_flag_naval_battle	RigidModels\Flags\Textures	battle_misc
sho_char_flag_naval_hull_damage	RigidModels/Flags/Textures/	incidental
sho_char_flag_naval_saildamage	RigidModels/Flags/Textures/	incidental
sho_char_flag_navy	RigidModels\Flags\Textures	campaign_template_extra
sho_char_flag_oda	RigidModels\Flags\Textures	campaign_template_extra
sho_char_flag_shimazu	RigidModels\Flags\Textures	campaign_template_extra
sho_char_flag_takeda	RigidModels\Flags\Textures	campaign_template_extra
sho_char_flag_tokugawa	RigidModels\Flags\Textures	campaign_template_extra
sho_char_flag_uesugi	RigidModels\Flags\Textures	campaign_template_extra
sho_char_flagpole	RigidModels/Flags/Textures	campaign_template_extra
sho_char_flagpole_battle	RigidModels/Flags/Textures/	incidental
sho_char_flagpole_naval	RigidModels/Flags/Textures/	incidental
sho_char_flagpole_naval_battle	RigidModels/Flags/Textures/	incidental
sho_char_general_star	RigidModels/Flags/Textures	campaign_template_extra
sho_city_castle_construction_lvl1	RigidModels/CampaignBuildings/Textures/	campaign_building
sho_city_castle_construction_lvl2	RigidModels/CampaignBuildings/Textures/	campaign_building
sho_city_castle_construction_lvl3	RigidModels/CampaignBuildings/Textures/	campaign_building
sho_city_castle_construction_lvl4	RigidModels/CampaignBuildings/Textures/	campaign_building
sho_city_castle_construction_lvl5	RigidModels/CampaignBuildings/Textures/	campaign_building
sho_city_settlement_construction_lvl1	RigidModels/CampaignBuildings/Textures/	campaign_building
sho_city_settlement_construction_lvl2	RigidModels/CampaignBuildings/Textures/	campaign_building
sho_city_settlement_construction_lvl3	RigidModels/CampaignBuildings/Textures/	campaign_building
sho_city_settlement_construction_lvl4	RigidModels/CampaignBuildings/Textures/	campaign_building
sho_city_settlement_construction_lvl5	RigidModels/CampaignBuildings/Textures/	campaign_building
sho_port_large_construction	RigidModels/CampaignBuildings/Textures/	campaign_building
sho_port_small_construction	RigidModels/CampaignBuildings/Textures/	campaign_building
sho_reigion_large_construction	RigidModels/CampaignBuildings/Textures/	campaign_building
sho_reigion_medium_construction	RigidModels/CampaignBuildings/Textures/	campaign_building
sho_reigion_small_construction	RigidModels/CampaignBuildings/Textures/	campaign_building
siege_barricade_concav_piece01_destruct01	rigidmodels/buildings/textures	battle_building
siege_barricade_convex_piece01_destruct01	rigidmodels/buildings/textures	battle_building
siege_barricade_simplewall_piece01_destruct01	rigidmodels/buildings/textures	battle_building
siege_barricade_stairs_piece01_destruct01	rigidmodels/buildings/textures	battle_building
siege_barricade_stakes_piece01_destruct01	rigidmodels/buildings/textures	battle_building
siege_barricade_straight_piece01_destruct01	rigidmodels/buildings/textures	battle_building
siege_ladder_large_piece02_destruct01	rigidmodels/buildings/textures	battle_building
siege_ladders_piece01_destruct01	rigidmodels/buildings/textures	battle_building
siege_prop_flagpole	RigidModels/VerletItems/textures	battle_misc
slot_resource_furtrader	RigidModels/CampaignBuildings/Textures	campaign_building
slot_resource_mining_gems_lvl0	RigidModels/CampaignBuildings/Textures	campaign_building
slot_resource_mining_gold_lvl0	RigidModels/CampaignBuildings/Textures	campaign_building
slot_resource_mining_iron_lvl0	RigidModels/CampaignBuildings/Textures	campaign_building
slot_resource_mining_silver_lvl0	RigidModels/CampaignBuildings/Textures	campaign_building
slot_resource_ricepaddy	RigidModels/CampaignBuildings/Textures	campaign_building
slot_resource_timber	RigidModels/CampaignBuildings/Textures	campaign_building
slot_resource_vineyards	RigidModels/CampaignBuildings/Textures	campaign_building
small_arch_piece01_destruct01	rigidmodels/buildings/textures	battle_building
small_log_dry_piece01_destruct01	RigidModels\Buildings\AAA_TEXTURES	battle_building
small_log_piece01_destruct01	RigidModels\Buildings\AAA_TEXTURES	battle_building
small_paving_block_piece01_destruct01	rigidmodels/buildings/textures	battle_building
small_shade_piece01_destruct01	rigidmodels/buildings/textures	battle_building
small_wall_piece01_destruct01	rigidmodels/buildings/textures	battle_building
south_euro_townhall02_piece01_destruct01	RigidModels\Buildings\AAA_TEXTURES	battle_building
square_building01_piece01_destruct01	rigidmodels/buildings/textures	battle_building
square_paving_block_piece01_destruct01	rigidmodels/buildings/textures	battle_building
stadium_base_block_piece01_destruct01	rigidmodels/buildings/textures	battle_building
stadium_courtyard_piece01_destruct01	rigidmodels/buildings/textures	battle_building
stadium_foundations_piece01_destruct01	rigidmodels/buildings/textures	battle_building
stadium_gymnasium_piece01_destruct01	rigidmodels/buildings/textures	battle_building
stadium_piece01_destruct01	rigidmodels/buildings/textures	battle_building
stadium_shades_piece01_destruct01	rigidmodels/buildings/textures	battle_building
stairs_to_house_piece01_destruct01	rigidmodels/buildings/textures	battle_building
stool	RigidModels/props/textures	battle_misc
strat_selector	RigidModels\Flags\Textures	3Dindicators
street_barricades_door_1_piece01_destruct01	rigidmodels/buildings/textures	battle_building
street_barricades_door_2_piece01_destruct01	rigidmodels/buildings/textures	battle_building
street_barricades_door_3_piece01_destruct01	rigidmodels/buildings/textures	battle_building
street_barricades_high_1_piece01_destruct01	rigidmodels/buildings/textures	battle_building
street_barricades_high_2_piece01_destruct01	rigidmodels/buildings/textures	battle_building
street_barricades_low_1_piece01_destruct01	rigidmodels/buildings/textures	battle_building
street_barricades_low_2_piece01_destruct01	rigidmodels/buildings/textures	battle_building
street_barricades_low_3_piece01_destruct01	rigidmodels/buildings/textures	battle_building
street_barricades_rubble_1_piece01_destruct01	rigidmodels/buildings/textures	battle_building
street_barricades_rubble_2_piece01_destruct01	rigidmodels/buildings/textures	battle_building
street_barricades_streetborders_1_piece01_destruct01	rigidmodels/buildings/textures	battle_building
street_barricades_streetborders_2_piece01_destruct01	rigidmodels/buildings/textures	battle_building
suitable_deployable_item_chevaux_de_frise_marker	RigidModels\WarscapeFrame\ai_hints\Textures	3Dindicators
suitable_deployable_item_earthworks_marker	RigidModels\WarscapeFrame\ai_hints\Textures	3Dindicators
suitable_deployable_item_fougasse_marker	RigidModels\WarscapeFrame\ai_hints\Textures	3Dindicators
suitable_deployable_item_gabionade_marker	RigidModels\WarscapeFrame\ai_hints\Textures	3Dindicators
suitable_ground_bombardment_marker	RigidModels\WarscapeFrame\ai_hints\Textures	3Dindicators
t_paving_block_piece01_destruct01	rigidmodels/buildings/textures	battle_building
table_no_maps_piece01_destruct01	rigidmodels/buildings/textures	battle_building
tall_flatroof_building_piece01_destruct01	rigidmodels/buildings/textures	battle_building
tall_flatroof_corner_piece01_destruct01	rigidmodels/buildings/textures	battle_building
tall_roofed_house_piece01_destruct01	rigidmodels/buildings/textures	battle_building
temple_piece01_destruct01	rigidmodels/buildings/textures	battle_building
test_wall15_angled_joiner_min_spec_piece01_destruct01	rigidmodels/buildings/textures	battle_building
test_wall15_angled_joiner_piece01_destruct01	rigidmodels/buildings/textures	battle_building
test_wall15_buttress_to_snap_to_straight_piece01_destruct01	rigidmodels/buildings/textures	battle_building
test_wall15_destruct_bridging_column_piece01_destruct01	rigidmodels/buildings/textures	battle_building
test_wall15_destruct_bridging_crenel_piece01_destruct01	rigidmodels/buildings/textures	battle_building
test_wall15_destruct_level_1_piece01_destruct01	rigidmodels/buildings/textures	battle_building
