building_chain	building_instance	building_or_building_range_start_inclusive	building_range_end_inclusive	building_super_chain	cai_construction_system_category	cai_construction_system_category_group	campaign	culture	faction	sub_culture	per_faction_building_limit_start	per_faction_building_limit_end	per_faction_building_minimum_discount_when_exceeding_limit_start	per_faction_building_maximum_discount_when_exceeding_limit_start	per_faction_building_minimum_discount_when_exceeding_limit_end	per_faction_building_maximum_discount_when_exceeding_limit_end	per_faction_per_building_discount_increment_when_exceeding_limit_start	per_faction_per_building_discount_increment_when_exceeding_limit_end	per_province_building_limit_start	per_province_building_limit_end	per_province_building_minimum_discount_when_exceeding_limit_start	per_province_building_maximum_discount_when_exceeding_limit_start	per_province_building_minimum_discount_when_exceeding_limit_end	per_province_building_maximum_discount_when_exceeding_limit_end	per_province_per_building_discount_increment_when_exceeding_limit_start	per_province_per_building_discount_increment_when_exceeding_limit_end	score_end_inclusive	score_or_score_start_inclusive
		inv_ven_sanitation_entertainment_2	inv_ven_sanitation_entertainment_3			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	650	130
		pel_agriculture_1_barb				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	60
		pel_agriculture_1_barb				cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	45
		pel_agriculture_1_east				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	60
		pel_agriculture_1_east				cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	45
		pel_agriculture_1				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	60
		pel_agriculture_1				cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	45
		pel_agriculture_2_food_barb	pel_agriculture_4_food_barb			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	250	50
		pel_agriculture_2_food_barb	pel_agriculture_4_food_barb			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	550	110
		pel_agriculture_2_food_east	pel_agriculture_4_food_east			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	250	50
		pel_agriculture_2_food_east	pel_agriculture_4_food_east			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	550	110
		pel_agriculture_2_food	pel_agriculture_4_food			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	250	50
		pel_agriculture_2_food	pel_agriculture_4_food			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	550	110
		pel_agriculture_2_livestock_barb	pel_agriculture_4_livestock_barb			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	250	50
		pel_agriculture_2_livestock_barb	pel_agriculture_4_livestock_barb			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	550	110
		pel_agriculture_2_livestock_east	pel_agriculture_4_livestock_east			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	250	50
		pel_agriculture_2_livestock_east	pel_agriculture_4_livestock_east			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	550	110
		pel_agriculture_2_livestock	pel_agriculture_4_livestock			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	250	50
		pel_agriculture_2_livestock	pel_agriculture_4_livestock			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	550	110
		pel_barb_artisan_1				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	75
		pel_barb_artisan_1				cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	1	0	150	0	100	0	100	0	360
		pel_barb_artisan_bronze_2	pel_barb_artisan_bronze_4		cai_category_military_land_infantry_melee	cai_military_land_group					-1	-1	0	0	0	0	0	0	1	-1	11000	2500	9500	2000	9000	2000	11500	2600
		pel_barb_artisan_bronze_2	pel_barb_artisan_bronze_4		cai_category_military_land_infantry_spearmen	cai_military_land_group					-1	-1	0	0	0	0	0	0	1	-1	17500	4200	16000	3600	16000	3600	18000	4400
		pel_barb_commons_1				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	60
		pel_barb_commons_1				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	50
		pel_barb_commons_chieftan_2	pel_barb_commons_chieftan_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	600	200
		pel_barb_commons_chieftan_2	pel_barb_commons_chieftan_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	80
		pel_barb_commons_chieftan_4			cai_category_military_land_cavalry_melee	cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	4500
		pel_barb_commons_chieftan_4			cai_category_military_land_cavalry_shock	cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	4500
		pel_barb_commons_chieftan_4			cai_category_military_land_infantry_spearmen	cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	6000
		pel_barb_town_1	pel_barb_town_3								-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	600	15
		pel_barb_town_farm_4				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	3500
		pel_barb_town_tribal_4				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	3500
		pel_barb_water_1				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	70
		pel_barb_water_1				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	130
		pel_barb_water_canal_2	pel_barb_water_canal_3			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	650	130
		pel_barb_water_canal_2	pel_barb_water_canal_3			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	350	70
		pel_barb_water_spring_2	pel_barb_water_spring_3			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	350	70
		pel_barb_water_spring_2	pel_barb_water_spring_3			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	650	130
		pel_buff_1				cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	1	0	75	0	25	0	25	0	90
		pel_buff_2	pel_buff_4_horse		cai_category_military_land_cavalry_melee	cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	2700	540
		pel_buff_2	pel_buff_4_horse		cai_category_military_land_cavalry_shock	cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	2700	540
		pel_buff_2	pel_buff_4_melee		cai_category_military_land_infantry_melee	cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	2700	540
		pel_buff_2	pel_buff_4_melee		cai_category_military_land_infantry_spearmen	cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	4000	800
		pel_buff_2	pel_buff_4_range		cai_category_military_land_cavalry_missile	cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	2700	540
		pel_buff_2	pel_buff_4_range		cai_category_military_land_infantry_missile	cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	2700	540
		pel_city_1	pel_city_4								-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1300	15
		pel_city_centre_1				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	90
		pel_city_centre_1				cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	30
		pel_city_centre_1				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	30
		pel_city_centre_2_muses	pel_city_centre_4_muses			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		pel_city_centre_2_muses	pel_city_centre_4_muses			cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		pel_city_centre_2_theatre	pel_city_centre_4_theatre			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		pel_city_centre_2_theatre	pel_city_centre_4_theatre			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	650	130
		pel_city_centre_2_trade	pel_city_centre_4_trade			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	350	70
		pel_city_centre_2_trade	pel_city_centre_4_trade			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	600	120
		pel_city_centre_5				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	800
		pel_city_centre_5				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	650
		pel_east_city_centre_1				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	75
		pel_east_city_centre_1				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	70
		pel_east_city_centre_arena_2	pel_east_city_centre_arena_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		pel_east_city_centre_arena_2	pel_east_city_centre_arena_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	650	130
		pel_east_city_centre_palace_2	pel_east_city_centre_palace_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		pel_east_city_centre_palace_2	pel_east_city_centre_palace_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	650	130
		pel_east_city_centre_spice_2	pel_east_city_centre_spice_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	550	110
		pel_east_water_1				cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	100
		pel_east_water_1				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	100
		pel_east_water_well_2	pel_east_water_well_4			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	875	175
		pel_east_water_well_2	pel_east_water_well_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	875	175
		pel_east_water_wind_2	pel_east_water_wind_4			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	875	175
		pel_east_water_wind_2	pel_east_water_wind_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	875	175
		pel_industry_1				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	60
		pel_industry_2_amphorae	pel_industry_4_amphorae			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1850	370
		pel_industry_2_jeweller	pel_industry_4_jeweller			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1850	370
		pel_industry_2_mint	pel_industry_4_mint			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1850	370
		pel_military_1				cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	1	0	300	0	180	0	180	0	360
		pel_military_2	pel_military_4			cai_military_land_group					-1	-1	0	0	0	0	0	0	1	1	4100	1100	3600	800	3600	800	4200	1150
		pel_military_5				cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	1	0	2000	0	600	0	600	0	2100
		pel_port_1_barb				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	75
		pel_port_1_barb				cai_military_sea_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	75
		pel_port_1_east				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	75
		pel_port_1_east				cai_military_sea_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	75
		pel_port_1				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	75
		pel_port_1				cai_military_sea_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	75
		pel_port_2_barb	pel_port_4_fish_barb			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		pel_port_2_barb	pel_port_4_fish_barb			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		pel_port_2_east	pel_port_4_fish_east			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		pel_port_2_east	pel_port_4_fish_east			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		pel_port_2	pel_port_4_fish			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		pel_port_2	pel_port_4_fish			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		pel_port_4_trade_barb				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1500	300
		pel_port_4_trade_east				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1500	300
		pel_port_4_trade				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1500	300
		pel_port_5				cai_military_sea_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	4000	800
		pel_religious_1_barb				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	50
		pel_religious_1_east				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	50
		pel_religious_1				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	50
		pel_religious_2_barb	pel_religious_4_barb			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	100
		pel_religious_2_east	pel_religious_4_east			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	100
		pel_religious_2	pel_religious_4_apollo			cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	100
		pel_religious_2	pel_religious_4_apollo			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	150	30
		pel_religious_2	pel_religious_4_athena			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	60
		pel_religious_2	pel_religious_4_athena			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	40
		pel_religious_2	pel_religious_4_hephaestus			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	225	45
		pel_religious_2	pel_religious_4_hephaestus			cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	150	30
		pel_religious_2	pel_religious_4_hephaestus			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	100	20
		pel_religious_2	pel_religious_4_poseidon			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	40
		pel_religious_2	pel_religious_4_poseidon			cai_military_sea_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	60
		pel_religious_2	pel_religious_4_poseidon			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	40
		pel_religious_2	pel_religious_4_zeus			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	40
		pel_religious_5				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	260
		pel_town_1									-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	10
		pel_town_2_civil	pel_town_4_civil			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	2000	600
		pel_town_2_civil	pel_town_4_civil			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	2000	600
		pel_town_2_military	pel_town_4_military			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	2000	600
		pel_town_2_military	pel_town_4_military			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	2000	600
		pel_town_2_trade	pel_town_4_trade			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	2000	600
		pel_town_2_trade	pel_town_4_trade			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	2000	600
		pel_town_centre_1				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	90
		pel_town_centre_1				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	30
		pel_town_centre_2_stadia	pel_town_centre_4_stadia			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		pel_town_centre_2_stadia	pel_town_centre_4_stadia			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	650	130
		pel_town_centre_2_trade	pel_town_centre_4_trade			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	850	170
		pel_water_1				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	80
		pel_water_2_fountain	pel_water_4_fountain			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1300	260
		pel_water_2_storage	pel_water_4_storage			cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	250	50
		pel_water_2_storage	pel_water_4_storage			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1100	220
		pun_HELLENIC_agora_Syracuse_5				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	800
		pun_HELLENIC_agora_Syracuse_5				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	650
		pun_HELLENIC_temple_Altar_Zeus_5				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	1800
		pun_ROMAN_military_main_1									-1	-1	0	0	0	0	0	0	1	1	300	300	200	200	100	100	0	350
		pun_ROMAN_military_main_aux_2	pun_ROMAN_military_main_aux_4								-1	-1	0	0	0	0	0	0	1	1	2750	550	1750	350	1000	200	2800	700
		pun_ROMAN_military_main_heavy_2	pun_ROMAN_military_main_heavy_4								-1	-1	0	0	0	0	0	0	1	1	3000	800	2500	600	500	200	3400	900
		rom_ALL_industry_minor_1				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	120
		rom_ALL_industry_minor_mine_2	rom_ALL_industry_minor_mine_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1200	240
		rom_ALL_industry_minor_quarry_2	rom_ALL_industry_minor_quarry_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1200	240
		rom_BARBARIAN_artisans_major_1				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	75
		rom_BARBARIAN_artisans_major_bronze_2	rom_BARBARIAN_artisans_major_bronze_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	400	80
		rom_BARBARIAN_artisans_major_gold_2	rom_BARBARIAN_artisans_major_gold_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1500	300
		rom_BARBARIAN_artisans_major_iron_2	rom_BARBARIAN_artisans_major_iron_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	375	75
		rom_BARBARIAN_artisans_major_salt_2	rom_BARBARIAN_artisans_major_salt_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1000	200
		rom_BARBARIAN_artisans_major_wood_2	rom_BARBARIAN_artisans_major_wood_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1250	250
		rom_BARBARIAN_commons_1				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	60
		rom_BARBARIAN_commons_1				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	50
		rom_BARBARIAN_commons_administration_2	rom_BARBARIAN_commons_administration_3			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	600	200
		rom_BARBARIAN_commons_administration_2	rom_BARBARIAN_commons_administration_3			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	80
		rom_BARBARIAN_commons_administration_4				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	400
		rom_BARBARIAN_commons_administration_4				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	170
		rom_BARBARIAN_commons_administration_dacian_5				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	400
		rom_BARBARIAN_commons_major_storage_2	rom_BARBARIAN_commons_major_storage_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	250	50
		rom_BARBARIAN_commons_major_storage_2	rom_BARBARIAN_commons_major_storage_4			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		rom_BARBARIAN_commons_public_2	rom_BARBARIAN_commons_public_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	875	175
		rom_BARBARIAN_commons_public_2	rom_BARBARIAN_commons_public_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	325	65
		rom_BARBARIAN_commons_slave_2	rom_BARBARIAN_commons_slave_3			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	450	90
		rom_BARBARIAN_commons_trade_2	rom_BARBARIAN_commons_trade_3			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	330	110
		rom_BARBARIAN_commons_trade_4				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	1500
		rom_BARBARIAN_enclosure_1				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	45
		rom_BARBARIAN_enclosure_1				cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	35
		rom_BARBARIAN_enclosure_food_cattle_2	rom_BARBARIAN_enclosure_food_cattle_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	375	75
		rom_BARBARIAN_enclosure_food_cattle_2	rom_BARBARIAN_enclosure_food_cattle_4			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	550	110
		rom_BARBARIAN_enclosure_food_grain_2	rom_BARBARIAN_enclosure_food_grain_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	375	75
		rom_BARBARIAN_enclosure_food_grain_2	rom_BARBARIAN_enclosure_food_grain_4			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	550	110
		rom_BARBARIAN_enclosure_industry_2	rom_BARBARIAN_enclosure_industry_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1500	300
		rom_BARBARIAN_enclosure_minor_1				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	45
		rom_BARBARIAN_enclosure_minor_1				cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	35
		rom_BARBARIAN_enclosure_minor_food_cattle_2	rom_BARBARIAN_enclosure_minor_food_cattle_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	375	75
		rom_BARBARIAN_enclosure_minor_food_cattle_2	rom_BARBARIAN_enclosure_minor_food_cattle_4			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	550	110
		rom_BARBARIAN_enclosure_minor_food_grain_2	rom_BARBARIAN_enclosure_minor_food_grain_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	60
		rom_BARBARIAN_enclosure_minor_food_grain_2	rom_BARBARIAN_enclosure_minor_food_grain_4			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	100
		rom_BARBARIAN_enclosure_minor_industry_2	rom_BARBARIAN_enclosure_minor_industry_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1500	300
		rom_BARBARIAN_enclosure_minor_nomadic_2	rom_BARBARIAN_enclosure_minor_nomadic_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	60
		rom_BARBARIAN_enclosure_minor_research_2	rom_BARBARIAN_enclosure_minor_research_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		rom_BARBARIAN_enclosure_minor_water_2	rom_BARBARIAN_enclosure_minor_water_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	350	70
		rom_BARBARIAN_enclosure_minor_water_2	rom_BARBARIAN_enclosure_minor_water_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	650	130
		rom_BARBARIAN_enclosure_nomadic_2	rom_BARBARIAN_enclosure_nomadic_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	60
		rom_BARBARIAN_enclosure_research_2	rom_BARBARIAN_enclosure_research_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		rom_BARBARIAN_enclosure_water_2	rom_BARBARIAN_enclosure_water_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	350	70
		rom_BARBARIAN_enclosure_water_2	rom_BARBARIAN_enclosure_water_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	650	130
		rom_BARBARIAN_port_major_1				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	75
		rom_BARBARIAN_port_major_food_2	rom_BARBARIAN_port_major_food_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		rom_BARBARIAN_port_major_food_2	rom_BARBARIAN_port_major_food_4			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		rom_BARBARIAN_port_major_military_2	rom_BARBARIAN_port_major_military_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	675	150
