key	campaign_key	character_skill_key	character_skill_node_set_key	faction_key	indent	tier	subculture
agent_background_skills_dignitary_afro_arabian_seer_generic		agent_background_dignitary_seer_generic	dignitary_skills_obsolete		90	0	sc_rom_african_arabian
agent_background_skills_dignitary_briton_councillor_barbarian_elder		agent_background_dignitary_councillor_barbarian_elder	dignitary_skills_obsolete		10	0	sc_rom_british
agent_background_skills_dignitary_briton_merchant_generic		agent_background_dignitary_merchant_generic	dignitary_skills_obsolete		20	0	sc_rom_british
agent_background_skills_dignitary_briton_militarist_barbarian_warmonger		agent_background_dignitary_militarist_barbarian_warmonger	dignitary_skills_obsolete		30	0	sc_rom_british
agent_background_skills_dignitary_briton_orator_barbarian_lore		agent_background_dignitary_orator_barbarian_lore	dignitary_skills_obsolete		40	0	sc_rom_british
agent_background_skills_dignitary_briton_overseer_barbarian_arbiter		agent_background_dignitary_overseer_barbarian_arbiter	dignitary_skills_obsolete		50	0	sc_rom_british
agent_background_skills_dignitary_briton_physician_barbarian_healer		agent_background_dignitary_physician_barbarian_healer	dignitary_skills_obsolete		60	0	sc_rom_british
agent_background_skills_dignitary_briton_sacrificer_generic		agent_background_dignitary_sacrificer_generic	dignitary_skills_obsolete		70	0	sc_rom_british
agent_background_skills_dignitary_briton_scholar_barbarian_sage		agent_background_dignitary_scholar_barbarian_sage	dignitary_skills_obsolete		80	0	sc_rom_british
agent_background_skills_dignitary_briton_seer_druidic_vates		agent_background_dignitary_seer_druidic_vates	dignitary_skills_obsolete		90	0	sc_rom_british
agent_background_skills_dignitary_carthage_councillor_generic		agent_background_dignitary_councillor_generic	dignitary_skills_obsolete	rom_carthage	90	0	
agent_background_skills_dignitary_carthage_merchant_generic		agent_background_dignitary_merchant_generic	dignitary_skills_obsolete	rom_carthage	10	0	
agent_background_skills_dignitary_carthage_militarist_generic		agent_background_dignitary_militarist_generic	dignitary_skills_obsolete	rom_carthage	20	0	
agent_background_skills_dignitary_carthage_orator_generic		agent_background_dignitary_singer_generic	dignitary_skills_obsolete	rom_carthage	30	0	
agent_background_skills_dignitary_carthage_overseer_carthaginian_landowner		agent_background_dignitary_overseer_carthaginian_landowner	dignitary_skills_obsolete	rom_carthage	40	0	
agent_background_skills_dignitary_carthage_physician_generic		agent_background_dignitary_healer_generic	dignitary_skills_obsolete	rom_carthage	50	0	
agent_background_skills_dignitary_carthage_sacrificer_generic		agent_background_dignitary_sacrificer_generic	dignitary_skills_obsolete	rom_carthage	100	0	
agent_background_skills_dignitary_carthage_scholar_generic		agent_background_dignitary_scholar_generic	dignitary_skills_obsolete	rom_carthage	60	0	
agent_background_skills_dignitary_carthage_seer_carthaginian_kohanim		agent_background_dignitary_seer_carthaginian_kohanim	dignitary_skills_obsolete	rom_carthage	70	0	
agent_background_skills_dignitary_carthage_taxman_generic		agent_background_dignitary_taxman_generic	dignitary_skills_obsolete	rom_carthage	80	0	
agent_background_skills_dignitary_celtiberian_councillor_barbarian_elder		agent_background_dignitary_councillor_barbarian_elder	dignitary_skills_obsolete		10	0	sc_rom_celtiberian
agent_background_skills_dignitary_celtiberian_merchant_generic		agent_background_dignitary_merchant_generic	dignitary_skills_obsolete		20	0	sc_rom_celtiberian
agent_background_skills_dignitary_celtiberian_militarist_barbarian_warmonger		agent_background_dignitary_militarist_barbarian_warmonger	dignitary_skills_obsolete		30	0	sc_rom_celtiberian
agent_background_skills_dignitary_celtiberian_orator_barbarian_lore		agent_background_dignitary_orator_barbarian_lore	dignitary_skills_obsolete		40	0	sc_rom_celtiberian
agent_background_skills_dignitary_celtiberian_overseer_barbarian_arbiter		agent_background_dignitary_overseer_barbarian_arbiter	dignitary_skills_obsolete		50	0	sc_rom_celtiberian
agent_background_skills_dignitary_celtiberian_physician_barbarian_healer		agent_background_dignitary_physician_barbarian_healer	dignitary_skills_obsolete		60	0	sc_rom_celtiberian
agent_background_skills_dignitary_celtiberian_sacrificer_generic		agent_background_dignitary_sacrificer_generic	dignitary_skills_obsolete		70	0	sc_rom_celtiberian
agent_background_skills_dignitary_celtiberian_scholar_barbarian_sage		agent_background_dignitary_scholar_barbarian_sage	dignitary_skills_obsolete		80	0	sc_rom_celtiberian
agent_background_skills_dignitary_celtiberian_seer_generic		agent_background_dignitary_seer_generic	dignitary_skills_obsolete		90	0	sc_rom_celtiberian
agent_background_skills_dignitary_celtic_councillor_barbarian_elder		agent_background_dignitary_councillor_barbarian_elder	dignitary_skills_obsolete		10	0	sc_rom_celtic
agent_background_skills_dignitary_celtic_merchant_generic		agent_background_dignitary_merchant_generic	dignitary_skills_obsolete		20	0	sc_rom_celtic
agent_background_skills_dignitary_celtic_militarist_barbarian_warmonger		agent_background_dignitary_militarist_barbarian_warmonger	dignitary_skills_obsolete		30	0	sc_rom_celtic
agent_background_skills_dignitary_celtic_orator_barbarian_lore		agent_background_dignitary_orator_barbarian_lore	dignitary_skills_obsolete		40	0	sc_rom_celtic
agent_background_skills_dignitary_celtic_overseer_barbarian_arbiter		agent_background_dignitary_overseer_barbarian_arbiter	dignitary_skills_obsolete		50	0	sc_rom_celtic
agent_background_skills_dignitary_celtic_physician_barbarian_healer		agent_background_dignitary_physician_barbarian_healer	dignitary_skills_obsolete		60	0	sc_rom_celtic
agent_background_skills_dignitary_celtic_sacrificer_generic		agent_background_dignitary_sacrificer_generic	dignitary_skills_obsolete		70	0	sc_rom_celtic
agent_background_skills_dignitary_celtic_scholar_barbarian_sage		agent_background_dignitary_scholar_barbarian_sage	dignitary_skills_obsolete		80	0	sc_rom_celtic
agent_background_skills_dignitary_celtic_seer_generic		agent_background_dignitary_seer_generic	dignitary_skills_obsolete		90	0	sc_rom_celtic
agent_background_skills_dignitary_councillor_generic		agent_background_dignitary_councillor_generic	dignitary_skills_obsolete		90	0	
agent_background_skills_dignitary_daco_thracian_councillor_barbarian_elder		agent_background_dignitary_councillor_barbarian_elder	dignitary_skills_obsolete		10	0	sc_rom_daco_thracian
agent_background_skills_dignitary_daco_thracian_merchant_generic		agent_background_dignitary_merchant_generic	dignitary_skills_obsolete		20	0	sc_rom_daco_thracian
agent_background_skills_dignitary_daco_thracian_militarist_barbarian_warmonger		agent_background_dignitary_militarist_barbarian_warmonger	dignitary_skills_obsolete		30	0	sc_rom_daco_thracian
agent_background_skills_dignitary_daco_thracian_orator_barbarian_lore		agent_background_dignitary_orator_barbarian_lore	dignitary_skills_obsolete		40	0	sc_rom_daco_thracian
agent_background_skills_dignitary_daco_thracian_overseer_barbarian_arbiter		agent_background_dignitary_overseer_barbarian_arbiter	dignitary_skills_obsolete		50	0	sc_rom_daco_thracian
agent_background_skills_dignitary_daco_thracian_physician_barbarian_healer		agent_background_dignitary_physician_barbarian_healer	dignitary_skills_obsolete		60	0	sc_rom_daco_thracian
agent_background_skills_dignitary_daco_thracian_sacrificer_generic		agent_background_dignitary_sacrificer_generic	dignitary_skills_obsolete		70	0	sc_rom_daco_thracian
agent_background_skills_dignitary_daco_thracian_scholar_barbarian_sage		agent_background_dignitary_scholar_barbarian_sage	dignitary_skills_obsolete		80	0	sc_rom_daco_thracian
agent_background_skills_dignitary_daco_thracian_seer_generic		agent_background_dignitary_seer_generic	dignitary_skills_obsolete		90	0	sc_rom_daco_thracian
agent_background_skills_dignitary_eastern_barbarian_councillor_barbarian_elder		agent_background_dignitary_councillor_barbarian_elder	dignitary_skills_obsolete		10	0	sc_rom_barb_east
agent_background_skills_dignitary_eastern_barbarian_merchant_generic		agent_background_dignitary_merchant_generic	dignitary_skills_obsolete		20	0	sc_rom_barb_east
agent_background_skills_dignitary_eastern_barbarian_militarist_barbarian_warmonger		agent_background_dignitary_militarist_barbarian_warmonger	dignitary_skills_obsolete		30	0	sc_rom_barb_east
agent_background_skills_dignitary_eastern_barbarian_orator_barbarian_lore		agent_background_dignitary_orator_barbarian_lore	dignitary_skills_obsolete		40	0	sc_rom_barb_east
agent_background_skills_dignitary_eastern_barbarian_overseer_barbarian_arbiter		agent_background_dignitary_overseer_barbarian_arbiter	dignitary_skills_obsolete		50	0	sc_rom_barb_east
agent_background_skills_dignitary_eastern_barbarian_physician_barbarian_healer		agent_background_dignitary_physician_barbarian_healer	dignitary_skills_obsolete		60	0	sc_rom_barb_east
agent_background_skills_dignitary_eastern_barbarian_sacrificer_generic		agent_background_dignitary_sacrificer_generic	dignitary_skills_obsolete		70	0	sc_rom_barb_east
agent_background_skills_dignitary_eastern_barbarian_scholar_barbarian_sage		agent_background_dignitary_scholar_barbarian_sage	dignitary_skills_obsolete		80	0	sc_rom_barb_east
agent_background_skills_dignitary_eastern_barbarian_seer_nomadic_shaman		agent_background_dignitary_seer_nomadic_shaman	dignitary_skills_obsolete		90	0	sc_rom_barb_east
agent_background_skills_dignitary_eastern_councillor_royal_courtier		agent_background_dignitary_councillor_royal_courtier	dignitary_skills_obsolete		90	0	sc_rom_eastern
agent_background_skills_dignitary_eastern_merchant_generic		agent_background_dignitary_merchant_generic	dignitary_skills_obsolete		10	0	sc_rom_eastern
agent_background_skills_dignitary_eastern_militarist_generic		agent_background_dignitary_militarist_generic	dignitary_skills_obsolete		20	0	sc_rom_eastern
agent_background_skills_dignitary_eastern_orator_generic		agent_background_dignitary_singer_generic	dignitary_skills_obsolete		30	0	sc_rom_eastern
agent_background_skills_dignitary_eastern_overseer_generic		agent_background_dignitary_overseer_generic	dignitary_skills_obsolete		40	0	sc_rom_eastern
agent_background_skills_dignitary_eastern_physician_generic		agent_background_dignitary_healer_generic	dignitary_skills_obsolete		50	0	sc_rom_eastern
agent_background_skills_dignitary_eastern_scholar_generic		agent_background_dignitary_scholar_generic	dignitary_skills_obsolete		60	0	sc_rom_eastern
agent_background_skills_dignitary_eastern_seer_eastern_astrologer		agent_background_dignitary_seer_eastern_astrologer	dignitary_skills_obsolete		70	0	sc_rom_eastern
agent_background_skills_dignitary_eastern_taxman_generic		agent_background_dignitary_taxman_generic	dignitary_skills_obsolete		80	0	sc_rom_eastern
agent_background_skills_dignitary_egypt_councillor_royal_courtier		agent_background_dignitary_councillor_royal_courtier	dignitary_skills_obsolete	rom_ptolemaics	40	0	
agent_background_skills_dignitary_egypt_courtesan_generic		agent_background_dignitary_talented_generic	dignitary_skills_obsolete	rom_ptolemaics	20	0	
agent_background_skills_dignitary_egypt_orator_egypt_chantress		agent_background_dignitary_orator_egypt_chantress	dignitary_skills_obsolete	rom_ptolemaics	30	0	
agent_background_skills_dignitary_egypt_overseer_generic		agent_background_dignitary_overseer_generic	dignitary_skills_obsolete	rom_ptolemaics	10	0	
agent_background_skills_dignitary_egypt_physician_generic		agent_background_dignitary_healer_generic	dignitary_skills_obsolete	rom_ptolemaics	50	0	
agent_background_skills_dignitary_egypt_scholar_generic		agent_background_dignitary_scholar_generic	dignitary_skills_obsolete	rom_ptolemaics	60	0	
agent_background_skills_dignitary_egypt_seer_egyptian_hemet_netjer		agent_background_dignitary_seer_egyptian_hemet_netjer	dignitary_skills_obsolete	rom_ptolemaics	70	0	
agent_background_skills_dignitary_gaul_councillor_barbarian_elder		agent_background_dignitary_councillor_barbarian_elder	dignitary_skills_obsolete		10	0	sc_rom_gaul
agent_background_skills_dignitary_gaul_merchant_generic		agent_background_dignitary_merchant_generic	dignitary_skills_obsolete		20	0	sc_rom_gaul
agent_background_skills_dignitary_gaul_militarist_barbarian_warmonger		agent_background_dignitary_militarist_barbarian_warmonger	dignitary_skills_obsolete		30	0	sc_rom_gaul
agent_background_skills_dignitary_gaul_orator_barbarian_lore		agent_background_dignitary_orator_barbarian_lore	dignitary_skills_obsolete		40	0	sc_rom_gaul
agent_background_skills_dignitary_gaul_overseer_barbarian_arbiter		agent_background_dignitary_overseer_barbarian_arbiter	dignitary_skills_obsolete		50	0	sc_rom_gaul
agent_background_skills_dignitary_gaul_physician_barbarian_healer		agent_background_dignitary_physician_barbarian_healer	dignitary_skills_obsolete		60	0	sc_rom_gaul
agent_background_skills_dignitary_gaul_sacrificer_generic		agent_background_dignitary_sacrificer_generic	dignitary_skills_obsolete		70	0	sc_rom_gaul
agent_background_skills_dignitary_gaul_scholar_barbarian_sage		agent_background_dignitary_scholar_barbarian_sage	dignitary_skills_obsolete		80	0	sc_rom_gaul
agent_background_skills_dignitary_gaul_seer_druidic_vates		agent_background_dignitary_seer_druidic_vates	dignitary_skills_obsolete		90	0	sc_rom_gaul
agent_background_skills_dignitary_germanic_councillor_barbarian_elder		agent_background_dignitary_councillor_barbarian_elder	dignitary_skills_obsolete		10	0	sc_rom_germanic
agent_background_skills_dignitary_germanic_merchant_generic		agent_background_dignitary_merchant_generic	dignitary_skills_obsolete		20	0	sc_rom_germanic
agent_background_skills_dignitary_germanic_militarist_barbarian_warmonger		agent_background_dignitary_militarist_barbarian_warmonger	dignitary_skills_obsolete		30	0	sc_rom_germanic
agent_background_skills_dignitary_germanic_orator_barbarian_lore		agent_background_dignitary_orator_barbarian_lore	dignitary_skills_obsolete		40	0	sc_rom_germanic
agent_background_skills_dignitary_germanic_overseer_barbarian_arbiter		agent_background_dignitary_overseer_barbarian_arbiter	dignitary_skills_obsolete		50	0	sc_rom_germanic
agent_background_skills_dignitary_germanic_physician_barbarian_healer		agent_background_dignitary_physician_barbarian_healer	dignitary_skills_obsolete		60	0	sc_rom_germanic
agent_background_skills_dignitary_germanic_sacrificer_generic		agent_background_dignitary_sacrificer_generic	dignitary_skills_obsolete		70	0	sc_rom_germanic
agent_background_skills_dignitary_germanic_scholar_barbarian_sage		agent_background_dignitary_scholar_barbarian_sage	dignitary_skills_obsolete		80	0	sc_rom_germanic
agent_background_skills_dignitary_germanic_seer_germanic_spakona		agent_background_dignitary_seer_germanic_spakona	dignitary_skills_obsolete		90	0	sc_rom_germanic
agent_background_skills_dignitary_greek_councillor_generic		agent_background_dignitary_councillor_generic	dignitary_skills_obsolete		10	0	sc_rom_greek
agent_background_skills_dignitary_greek_courtesan_greek_hetaera		agent_background_dignitary_courtesan_greek_hetaera	dignitary_skills_obsolete		100	0	sc_rom_greek
agent_background_skills_dignitary_greek_merchant_hellenic_plutocrat		agent_background_dignitary_merchant_hellenic_plutocrat	dignitary_skills_obsolete		20	0	sc_rom_greek
agent_background_skills_dignitary_greek_militarist_generic		agent_background_dignitary_militarist_generic	dignitary_skills_obsolete		30	0	sc_rom_greek
agent_background_skills_dignitary_greek_orator_generic		agent_background_dignitary_singer_generic	dignitary_skills_obsolete		40	0	sc_rom_greek
agent_background_skills_dignitary_greek_overseer_generic		agent_background_dignitary_overseer_generic	dignitary_skills_obsolete		50	0	sc_rom_greek
agent_background_skills_dignitary_greek_physician_generic		agent_background_dignitary_healer_generic	dignitary_skills_obsolete		60	0	sc_rom_greek
agent_background_skills_dignitary_greek_scholar_generic		agent_background_dignitary_scholar_generic	dignitary_skills_obsolete		70	0	sc_rom_greek
agent_background_skills_dignitary_greek_seer_greek_female_oracle		agent_background_dignitary_seer_greek_female_oracle	dignitary_skills_obsolete		80	0	sc_rom_greek
agent_background_skills_dignitary_greek_seer_greek_male_mantis		agent_background_dignitary_seer_greek_male_mantis	dignitary_skills_obsolete		110	0	sc_rom_greek
agent_background_skills_dignitary_greek_taxman_generic		agent_background_dignitary_taxman_generic	dignitary_skills_obsolete		90	0	sc_rom_greek
agent_background_skills_dignitary_illyrian_councillor_barbarian_elder		agent_background_dignitary_councillor_barbarian_elder	dignitary_skills_obsolete		10	0	sc_rom_illyrian
agent_background_skills_dignitary_illyrian_merchant_generic		agent_background_dignitary_merchant_generic	dignitary_skills_obsolete		20	0	sc_rom_illyrian
agent_background_skills_dignitary_illyrian_militarist_barbarian_warmonger		agent_background_dignitary_militarist_barbarian_warmonger	dignitary_skills_obsolete		30	0	sc_rom_illyrian
agent_background_skills_dignitary_illyrian_orator_barbarian_lore		agent_background_dignitary_orator_barbarian_lore	dignitary_skills_obsolete		40	0	sc_rom_illyrian
agent_background_skills_dignitary_illyrian_overseer_barbarian_arbiter		agent_background_dignitary_overseer_barbarian_arbiter	dignitary_skills_obsolete		50	0	sc_rom_illyrian
agent_background_skills_dignitary_illyrian_physician_barbarian_healer		agent_background_dignitary_physician_barbarian_healer	dignitary_skills_obsolete		60	0	sc_rom_illyrian
agent_background_skills_dignitary_illyrian_sacrificer_generic		agent_background_dignitary_sacrificer_generic	dignitary_skills_obsolete		70	0	sc_rom_illyrian
agent_background_skills_dignitary_illyrian_scholar_barbarian_sage		agent_background_dignitary_scholar_barbarian_sage	dignitary_skills_obsolete		80	0	sc_rom_illyrian
agent_background_skills_dignitary_illyrian_seer_generic		agent_background_dignitary_seer_generic	dignitary_skills_obsolete		90	0	sc_rom_illyrian
agent_background_skills_dignitary_merchant_generic		agent_background_dignitary_merchant_generic	dignitary_skills_obsolete		10	0	
agent_background_skills_dignitary_militarist_generic		agent_background_dignitary_militarist_generic	dignitary_skills_obsolete		20	0	
agent_background_skills_dignitary_numidian_councillor_barbarian_elder		agent_background_dignitary_councillor_barbarian_elder	dignitary_skills_obsolete		10	0	sc_rom_numidian
agent_background_skills_dignitary_numidian_merchant_generic		agent_background_dignitary_merchant_generic	dignitary_skills_obsolete		20	0	sc_rom_numidian
agent_background_skills_dignitary_numidian_militarist_barbarian_warmonger		agent_background_dignitary_militarist_barbarian_warmonger	dignitary_skills_obsolete		30	0	sc_rom_numidian
agent_background_skills_dignitary_numidian_orator_barbarian_lore		agent_background_dignitary_orator_barbarian_lore	dignitary_skills_obsolete		40	0	sc_rom_numidian
agent_background_skills_dignitary_numidian_overseer_barbarian_arbiter		agent_background_dignitary_overseer_barbarian_arbiter	dignitary_skills_obsolete		50	0	sc_rom_numidian
agent_background_skills_dignitary_numidian_physician_barbarian_healer		agent_background_dignitary_physician_barbarian_healer	dignitary_skills_obsolete		60	0	sc_rom_numidian
agent_background_skills_dignitary_numidian_sacrificer_generic		agent_background_dignitary_sacrificer_generic	dignitary_skills_obsolete		70	0	sc_rom_numidian
agent_background_skills_dignitary_numidian_scholar_barbarian_sage		agent_background_dignitary_scholar_barbarian_sage	dignitary_skills_obsolete		80	0	sc_rom_numidian
agent_background_skills_dignitary_numidian_seer_generic		agent_background_dignitary_seer_generic	dignitary_skills_obsolete		90	0	sc_rom_numidian
agent_background_skills_dignitary_orator_generic		agent_background_dignitary_singer_generic	dignitary_skills_obsolete		30	0	
agent_background_skills_dignitary_overseer_generic		agent_background_dignitary_overseer_generic	dignitary_skills_obsolete		40	0	
agent_background_skills_dignitary_physician_generic		agent_background_dignitary_healer_generic	dignitary_skills_obsolete		50	0	
agent_background_skills_dignitary_pontus_councillor_royal_courtier		agent_background_dignitary_councillor_royal_courtier	dignitary_skills_obsolete	rom_pontus	90	0	
agent_background_skills_dignitary_pontus_merchant_generic		agent_background_dignitary_merchant_generic	dignitary_skills_obsolete	rom_pontus	10	0	
agent_background_skills_dignitary_pontus_orator_generic		agent_background_dignitary_singer_generic	dignitary_skills_obsolete	rom_pontus	20	0	
agent_background_skills_dignitary_pontus_overseer_generic		agent_background_dignitary_overseer_generic	dignitary_skills_obsolete	rom_pontus	40	0	
agent_background_skills_dignitary_pontus_physician_generic		agent_background_dignitary_healer_generic	dignitary_skills_obsolete	rom_pontus	50	0	
agent_background_skills_dignitary_pontus_scholar_generic		agent_background_dignitary_scholar_generic	dignitary_skills_obsolete	rom_pontus	60	0	
agent_background_skills_dignitary_pontus_seer_eastern_astrologer		agent_background_dignitary_seer_eastern_astrologer	dignitary_skills_obsolete	rom_pontus	70	0	
agent_background_skills_dignitary_pontus_taxman_generic		agent_background_dignitary_taxman_generic	dignitary_skills_obsolete	rom_pontus	80	0	
agent_background_skills_dignitary_rome_councillor_roman_senator		agent_background_dignitary_councillor_roman_senator	dignitary_skills_obsolete	rom_rome	10	0	
agent_background_skills_dignitary_rome_merchant_roman_magnate		agent_background_dignitary_merchant_roman_magnate	dignitary_skills_obsolete	rom_rome	20	0	
agent_background_skills_dignitary_rome_militarist_generic		agent_background_dignitary_militarist_generic	dignitary_skills_obsolete	rom_rome	30	0	
agent_background_skills_dignitary_rome_orator_generic		agent_background_dignitary_singer_generic	dignitary_skills_obsolete	rom_rome	40	0	
agent_background_skills_dignitary_rome_overseer_generic		agent_background_dignitary_overseer_generic	dignitary_skills_obsolete	rom_rome	50	0	
agent_background_skills_dignitary_rome_physician_generic		agent_background_dignitary_healer_generic	dignitary_skills_obsolete	rom_rome	60	0	
agent_background_skills_dignitary_rome_scholar_generic		agent_background_dignitary_scholar_generic	dignitary_skills_obsolete	rom_rome	70	0	
agent_background_skills_dignitary_rome_seer_roman_augur		agent_background_dignitary_seer_roman_augur	dignitary_skills_obsolete	rom_rome	80	0	
agent_background_skills_dignitary_rome_taxman_roman_publican		agent_background_dignitary_taxman_roman_publican	dignitary_skills_obsolete	rom_rome	90	0	
agent_background_skills_dignitary_scholar_generic		agent_background_dignitary_scholar_generic	dignitary_skills_obsolete		60	0	
agent_background_skills_dignitary_seer_generic		agent_background_dignitary_seer_generic	dignitary_skills_obsolete		70	0	
agent_background_skills_dignitary_sparta_councillor_generic		agent_background_dignitary_councillor_generic	dignitary_skills_obsolete	rom_sparta	10	0	
agent_background_skills_dignitary_sparta_courtesan_greek_hetaera		agent_background_dignitary_courtesan_greek_hetaera	dignitary_skills_obsolete	rom_sparta	100	0	
agent_background_skills_dignitary_sparta_merchant_hellenic_plutocrat		agent_background_dignitary_merchant_hellenic_plutocrat	dignitary_skills_obsolete	rom_sparta	20	0	
agent_background_skills_dignitary_sparta_militarist_generic		agent_background_dignitary_militarist_generic	dignitary_skills_obsolete	rom_sparta	30	0	
agent_background_skills_dignitary_sparta_orator_generic		agent_background_dignitary_singer_generic	dignitary_skills_obsolete	rom_sparta	40	0	
agent_background_skills_dignitary_sparta_overseer_generic		agent_background_dignitary_overseer_generic	dignitary_skills_obsolete	rom_sparta	50	0	
agent_background_skills_dignitary_sparta_overseer_spartan_female_landowner		agent_background_dignitary_overseer_spartan_female_landowner	dignitary_skills_obsolete	rom_sparta	120	0	
agent_background_skills_dignitary_sparta_physician_generic		agent_background_dignitary_healer_generic	dignitary_skills_obsolete	rom_sparta	60	0	
agent_background_skills_dignitary_sparta_scholar_generic		agent_background_dignitary_scholar_generic	dignitary_skills_obsolete	rom_sparta	70	0	
agent_background_skills_dignitary_sparta_seer_greek_female_oracle		agent_background_dignitary_seer_greek_female_oracle	dignitary_skills_obsolete	rom_sparta	80	0	
agent_background_skills_dignitary_sparta_seer_greek_male_mantis		agent_background_dignitary_seer_greek_male_mantis	dignitary_skills_obsolete	rom_sparta	110	0	
agent_background_skills_dignitary_sparta_taxman_generic		agent_background_dignitary_taxman_generic	dignitary_skills_obsolete	rom_sparta	90	0	
agent_background_skills_dignitary_taxman_generic		agent_background_dignitary_taxman_generic	dignitary_skills_obsolete		80	0	
agent_background_skills_spy_actor_generic		agent_background_spy_shadow_generic	spy_skills_obsolete		90	0	
agent_background_skills_spy_afro_arabian_actor_generic		agent_background_spy_shadow_generic	spy_skills_obsolete		90	0	sc_rom_african_arabian
agent_background_skills_spy_afro_arabian_alchemist_barbarian_herbalist		agent_background_spy_alchemist_barbarian_herbalist	spy_skills_obsolete		10	0	sc_rom_african_arabian
agent_background_skills_spy_afro_arabian_assassin_generic		agent_background_spy_slave_generic	spy_skills_obsolete		60	0	sc_rom_african_arabian
agent_background_skills_spy_afro_arabian_attendant_generic		agent_background_spy_attendant_generic	spy_skills_obsolete		50	0	sc_rom_african_arabian
agent_background_skills_spy_afro_arabian_craftsman_generic		agent_background_spy_craftsman_generic	spy_skills_obsolete		20	0	sc_rom_african_arabian
agent_background_skills_spy_afro_arabian_criminal_generic		agent_background_spy_criminal_generic	spy_skills_obsolete		30	0	sc_rom_african_arabian
agent_background_skills_spy_afro_arabian_farmer_generic		agent_background_spy_farmer_generic	spy_skills_obsolete		40	0	sc_rom_african_arabian
agent_background_skills_spy_afro_arabian_poet_generic		agent_background_spy_poet_generic	spy_skills_obsolete		80	0	sc_rom_african_arabian
agent_background_skills_spy_afro_arabian_scout_generic		agent_background_spy_scout_generic	spy_skills_obsolete		70	0	sc_rom_african_arabian
agent_background_skills_spy_assassin_generic		agent_background_spy_slave_generic	spy_skills_obsolete		80	0	
agent_background_skills_spy_attendant_generic		agent_background_spy_attendant_generic	spy_skills_obsolete		70	0	
agent_background_skills_spy_briton_alchemist_barbarian_herbalist		agent_background_spy_alchemist_barbarian_herbalist	spy_skills_obsolete		90	0	sc_rom_british
agent_background_skills_spy_briton_assassin_generic		agent_background_spy_slave_generic	spy_skills_obsolete		60	0	sc_rom_british
agent_background_skills_spy_briton_attendant_generic		agent_background_spy_attendant_generic	spy_skills_obsolete		50	0	sc_rom_british
agent_background_skills_spy_briton_courier_generic		agent_background_spy_courier_generic	spy_skills_obsolete		10	0	sc_rom_british
agent_background_skills_spy_briton_craftsman_generic		agent_background_spy_craftsman_generic	spy_skills_obsolete		20	0	sc_rom_british
agent_background_skills_spy_briton_criminal_generic		agent_background_spy_criminal_generic	spy_skills_obsolete		30	0	sc_rom_british
agent_background_skills_spy_briton_farmer_generic		agent_background_spy_farmer_generic	spy_skills_obsolete		40	0	sc_rom_british
agent_background_skills_spy_briton_poet_celtic_bard		agent_background_spy_poet_celtic_bard	spy_skills_obsolete		70	0	sc_rom_british
agent_background_skills_spy_briton_scout_barbarian_hunter		agent_background_spy_scout_barbarian_hunter	spy_skills_obsolete		80	0	sc_rom_british
agent_background_skills_spy_carthage_actor_generic		agent_background_spy_shadow_generic	spy_skills_obsolete	rom_carthage	120	0	
agent_background_skills_spy_carthage_alchemist_generic		agent_background_spy_talented_generic	spy_skills_obsolete	rom_carthage	10	0	
agent_background_skills_spy_carthage_assassin_generic		agent_background_spy_slave_generic	spy_skills_obsolete	rom_carthage	90	0	
agent_background_skills_spy_carthage_attendant_eastern_scribe		agent_background_spy_attendant_eastern_scribe	spy_skills_obsolete	rom_carthage	80	0	
agent_background_skills_spy_carthage_courier_generic		agent_background_spy_courier_generic	spy_skills_obsolete	rom_carthage	20	0	
agent_background_skills_spy_carthage_courtesan_generic		agent_background_spy_courtesan_generic	spy_skills_obsolete	rom_carthage	30	0	
agent_background_skills_spy_carthage_craftsman_generic		agent_background_spy_craftsman_generic	spy_skills_obsolete	rom_carthage	40	0	
agent_background_skills_spy_carthage_criminal_generic		agent_background_spy_criminal_generic	spy_skills_obsolete	rom_carthage	50	0	
agent_background_skills_spy_carthage_farmer_generic		agent_background_spy_farmer_generic	spy_skills_obsolete	rom_carthage	60	0	
agent_background_skills_spy_carthage_handler_generic		agent_background_spy_handler_generic	spy_skills_obsolete	rom_carthage	70	0	
agent_background_skills_spy_carthage_poet_generic		agent_background_spy_poet_generic	spy_skills_obsolete	rom_carthage	110	0	
agent_background_skills_spy_carthage_scout_generic		agent_background_spy_scout_generic	spy_skills_obsolete	rom_carthage	100	0	
agent_background_skills_spy_celtiberian_alchemist_barbarian_herbalist		agent_background_spy_alchemist_barbarian_herbalist	spy_skills_obsolete		90	0	sc_rom_celtiberian
agent_background_skills_spy_celtiberian_assassin_generic		agent_background_spy_slave_generic	spy_skills_obsolete		60	0	sc_rom_celtiberian
agent_background_skills_spy_celtiberian_attendant_generic		agent_background_spy_attendant_generic	spy_skills_obsolete		50	0	sc_rom_celtiberian
agent_background_skills_spy_celtiberian_courier_generic		agent_background_spy_courier_generic	spy_skills_obsolete		10	0	sc_rom_celtiberian
agent_background_skills_spy_celtiberian_craftsman_generic		agent_background_spy_craftsman_generic	spy_skills_obsolete		20	0	sc_rom_celtiberian
agent_background_skills_spy_celtiberian_criminal_generic		agent_background_spy_criminal_generic	spy_skills_obsolete		30	0	sc_rom_celtiberian
agent_background_skills_spy_celtiberian_farmer_generic		agent_background_spy_farmer_generic	spy_skills_obsolete		40	0	sc_rom_celtiberian
