key	campaign_key	faction_key	indent	technology_key	technology_node_set	tier
dk_saba_military_tactics_001_deck_artillery		rom_saba	3	dk_saba_military_tactics_deck_artillery	dk_saba_military_tactics	0
dk_saba_military_tactics_002_physical_conditioning		rom_saba	2	dk_gen_military_tactics_physical_conditioning	dk_saba_military_tactics	1
dk_saba_military_tactics_003_ship_rams		rom_saba	6	dk_gen_military_tactics_ship_ram	dk_saba_military_tactics	1
dk_saba_military_tactics_004_weapon_proficiency		rom_saba	1	dk_saba_military_tactics_weapon_proficiency	dk_saba_military_tactics	2
dk_saba_military_tactics_005_improved_ramming		rom_saba	5	dk_gen_military_tactics_improved_ramming	dk_saba_military_tactics	2
dk_saba_military_tactics_006_tactical_flexibility		rom_saba	4	dk_num_saba_military_tactics_tactical_flexibility	dk_saba_military_tactics	3
dk_saba_military_tactics_007_tactical_drills		rom_saba	3	dk_gen_military_tactics_tactical_drills	dk_saba_military_tactics	4
dk_saba_military_tactics_008_advanced_camel_tactics		rom_saba	2	dk_saba_military_tactics_advanced_camel_tactics	dk_saba_military_tactics	5
dk_saba_military_tactics_009_strategic_maneuvers		rom_saba	6	dk_gen_military_tactics_strategic_manoeuvres	dk_saba_military_tactics	5
dk_saba_military_top_001_logistics		rom_saba	7	dk_saba_military_management_logistics	dk_saba_military_top	0
emp_dacia_civil_construction_007_murus_dacius		emp_dacia	1	rom_dacian_engineering_construction_murus_dacius	rom_gaul_engineering_construction	4
emp_dacia_military_war_exercises_009_cavalry_nobility		emp_dacia	6	rom_dacian_military_war_exercises_dacian_courage	rom_gaul_military_war_exercises	5
emp_thracian_civil_druidic_council_006_hellenisation		emp_thrace	0	rom_thracian_civil_tribal_council_hellenisation	rom_gaul_civil_druidism	0
emp_thracian_military_war_exercises_009_cavalry_nobility		emp_thrace	0	rom_thracian_military_war_exercises_cavalry_nobility	rom_gaul_military_war_exercises	0
emp_thracian_military_warrior_code_008_bronze_armour		emp_thrace	0	rom_thracian_military_warrior_code_bronze_armour	rom_gaul_military_warrior_code	0
inv_insubres_civil_piety_001_celtic_calendar			3	inv_insubres_civil_piety_celtic_calendar	inv_insubres_civil_piety	0
inv_insubres_civil_piety_002_the_sacred_hunt			6	inv_insubres_civil_piety_the_sacred_hunt	inv_insubres_civil_piety	1
inv_insubres_civil_piety_003_honouring_the_waters			2	inv_insubres_civil_piety_honouring_the_waters	inv_insubres_civil_piety	3
inv_insubres_civil_piety_004_reading_the_stars			3	inv_insubres_civil_piety_reading_the_stars	inv_insubres_civil_piety	2
inv_insubres_civil_piety_005_our_judges_the_druids			6	inv_insubres_civil_piety_our_judges_the_druids	inv_insubres_civil_piety	3
inv_insubres_civil_piety_006_healing_of_body_and_soul			2	inv_insubres_civil_piety_healing_of_body_and_soul	inv_insubres_civil_piety	5
inv_insubres_civil_piety_007_our_memory_the_druids			3	inv_insubres_civil_piety_our_memory_the_druids	inv_insubres_civil_piety	4
inv_insubres_civil_productivity_001_mining_expertise			2	inv_insubres_civil_productivity_mining_expertise	inv_insubres_civil_productivity	1
inv_insubres_civil_productivity_002_improved_hoe			3	inv_insubres_civil_productivity_improved_hoe	inv_insubres_civil_productivity	0
inv_insubres_civil_productivity_003_items_of_trade			2	inv_insubres_civil_productivity_items_of_trade	inv_insubres_civil_productivity	3
inv_insubres_civil_productivity_004_crop_rotation			3	inv_insubres_civil_productivity_crop_rotation	inv_insubres_civil_productivity	2
inv_insubres_civil_productivity_005_animal_husbandry			6	inv_insubres_civil_productivity_animal_husbandry	inv_insubres_civil_productivity	3
inv_insubres_civil_productivity_006_naval_trade			1	inv_insubres_civil_productivity_naval_trade	inv_insubres_civil_productivity	4
inv_insubres_civil_productivity_007_grain_kiln			4	inv_insubres_civil_productivity_grain_kiln	inv_insubres_civil_productivity	5
inv_insubres_civil_propserity_003_speakers_of_many_tongues			2	inv_insubres_civil_propserity_speakers_of_many_tongues	inv_insubres_civil_prosperity	3
inv_insubres_civil_prosperity_001_wise_leaders			3	inv_insubres_civil_prosperity_wise_leaders	inv_insubres_civil_prosperity	0
inv_insubres_civil_prosperity_002_dry_stone_construction			6	inv_insubres_civil_prosperity_dry_stone_construction	inv_insubres_civil_prosperity	1
inv_insubres_civil_prosperity_004_songs_for_joy_songs_for_remembrance			3	inv_insubres_civil_prosperity_songs_for_joy_songs_for_remembrance	inv_insubres_civil_prosperity	2
inv_insubres_civil_prosperity_005_raised_amidst_the_water			6	inv_insubres_civil_prosperity_raised_amidst_the_water	inv_insubres_civil_prosperity	3
inv_insubres_civil_prosperity_006_appoint_lawgivers			1	inv_insubres_civil_prosperity_appoint_lawgivers	inv_insubres_civil_prosperity	4
inv_insubres_civil_prosperity_007_feasts			4	inv_insubres_civil_prosperity_feasts	inv_insubres_civil_prosperity	5
inv_insubres_civil_top_she_of_the_sacred_grove			7	inv_insubres_civil_top_she_of_the_sacred_grove	inv_insubres_civil_top	0
inv_insubres_military_dominance_001_the_warrior_nobleman			3	inv_insubres_military_dominance_the_warrior_nobleman	inv_insubres_military_dominance	0
inv_insubres_military_dominance_002_chariots			6	inv_insubres_military_dominance_chariots	inv_insubres_military_dominance	1
inv_insubres_military_dominance_003_marine_training			1	inv_insubres_military_dominance_marine_training	inv_insubres_military_dominance	2
inv_insubres_military_dominance_004_ambush			4	inv_insubres_military_dominance_ambush	inv_insubres_military_dominance	3
inv_insubres_military_dominance_005_brave_souls			5	inv_insubres_military_dominance_brave_souls	inv_insubres_military_dominance	2
inv_insubres_military_dominance_006_lodestone			2	inv_insubres_military_dominance_lodestone	inv_insubres_military_dominance	5
inv_insubres_military_dominance_007_flying_informants			3	inv_insubres_military_dominance_flying_informants	inv_insubres_military_dominance	4
inv_insubres_military_strategy_001_logistic_efforts			3	inv_insubres_military_strategy_logistic_efforts	inv_insubres_military_strategy	0
inv_insubres_military_strategy_002_learn_about_siege_engines			6	inv_insubres_military_strategy_learn_about_siege_engines	inv_insubres_military_strategy	1
inv_insubres_military_strategy_003_we_sack			1	inv_insubres_military_strategy_we_sack	inv_insubres_military_strategy	2
inv_insubres_military_strategy_004_unite_the_gauls			1	inv_insubres_military_strategy_unite_the_gauls	inv_insubres_military_strategy	4
inv_insubres_military_strategy_005_ammunition_stores_and_grain_houses			5	inv_insubres_military_strategy_ammunition_stores_and_grain_houses	inv_insubres_military_strategy	2
inv_insubres_military_strategy_006_keeping_etruscans_at_bay			4	inv_insubres_military_strategy_keeping_etruscans_at_bay	inv_insubres_military_strategy	3
inv_insubres_military_strategy_007_mercenaries_to_hire			4	inv_insubres_military_strategy_mercenaries_to_hire	inv_insubres_military_strategy	5
inv_insubres_military_strength_001_advanced_saddle			2	inv_insubres_military_strength_advanced_saddle	inv_insubres_military_strength	1
inv_insubres_military_strength_002_iron_over_bronze			3	inv_insubres_military_strength_iron_over_bronze	inv_insubres_military_strength	0
inv_insubres_military_strength_003_blessed_horses			1	inv_insubres_military_strength_blessed_horses	inv_insubres_military_strength	2
inv_insubres_military_strength_004_the_art_of_war			4	inv_insubres_military_strength_the_art_of_war	inv_insubres_military_strength	3
inv_insubres_military_strength_005_improved_infantry_armour			5	inv_insubres_military_strength_improved_infantry_armour	inv_insubres_military_strength	2
inv_insubres_military_strength_006_trimarcisia			1	inv_insubres_military_strength_trimarcisia	inv_insubres_military_strength	4
inv_insubres_military_strength_007_infantry_drills			4	inv_insubres_military_strength_infantry_drills	inv_insubres_military_strength	5
inv_insubres_military_top_warriors_in_the_light_of_cicolluis			7	inv_insubres_military_top_warriors_in_the_light_of_cicolluis	inv_insubres_military_top	0
inv_iolei_civil_piety_001_sardus_pater			3	inv_iolei_civil_piety_sardus_pater	inv_iolei_civil_piety	0
inv_iolei_civil_piety_002_the_sacred_hunt			6	inv_iolei_civil_piety_the_sacred_hunt	inv_iolei_civil_piety	1
inv_iolei_civil_piety_003_honouring_the_waters			2	inv_iolei_civil_piety_honouring_the_waters	inv_iolei_civil_piety	3
inv_iolei_civil_piety_004_nuraghe_and_the_divine			3	inv_iolei_civil_piety_nuraghe_and_the_divine	inv_iolei_civil_piety	2
inv_iolei_civil_piety_005_sardinian_forests			6	inv_iolei_civil_piety_sardinian_forests	inv_iolei_civil_piety	3
inv_iolei_civil_piety_006_holy_wells			2	inv_iolei_civil_piety_holy_wells	inv_iolei_civil_piety	5
inv_iolei_civil_piety_007_preserve_accabadora_legacy			3	inv_iolei_civil_piety_preserve_accabadora_legacy	inv_iolei_civil_piety	4
inv_iolei_civil_productivity_001_mining_expertise			2	inv_iolei_civil_productivity_mining_expertise	inv_iolei_civil_productivity	1
inv_iolei_civil_productivity_002_improved_hoe			3	inv_iolei_civil_productivity_improved_hoe	inv_iolei_civil_productivity	0
inv_iolei_civil_productivity_003_items_of_trade			2	inv_iolei_civil_productivity_items_of_trade	inv_iolei_civil_productivity	3
inv_iolei_civil_productivity_004_crop_rotation			3	inv_iolei_civil_productivity_crop_rotation	inv_iolei_civil_productivity	2
inv_iolei_civil_productivity_005_animal_husbandry			6	inv_iolei_civil_productivity_animal_husbandry	inv_iolei_civil_productivity	3
inv_iolei_civil_productivity_006_naval_trade			1	inv_iolei_civil_productivity_naval_trade	inv_iolei_civil_productivity	4
inv_iolei_civil_productivity_007_grain_kiln			4	inv_iolei_civil_productivity_grain_kiln	inv_iolei_civil_productivity	5
inv_iolei_civil_prosperity_001_wise_leaders			3	inv_iolei_civil_prosperity_wise_leaders	inv_iolei_civil_prosperity	0
inv_iolei_civil_prosperity_002_dry_stone_construction			6	inv_iolei_civil_prosperity_dry_stone_construction	inv_iolei_civil_prosperity	1
inv_iolei_civil_prosperity_003_speakers_of_many_tongues			2	inv_iolei_civil_prosperity_speakers_of_many_tongues	inv_iolei_civil_prosperity	3
inv_iolei_civil_prosperity_004_wine_the_tester_of_character			3	inv_iolei_civil_prosperity_wine_the_tester_of_character	inv_iolei_civil_prosperity	2
inv_iolei_civil_prosperity_005_nuraghe_and_the_art_of_construction			6	inv_iolei_civil_prosperity_nuraghe_and_the_art_of_construction	inv_iolei_civil_prosperity	3
inv_iolei_civil_prosperity_006_appoint_lawgivers			1	inv_iolei_civil_prosperity_appoint_lawgivers	inv_iolei_civil_prosperity	4
inv_iolei_civil_prosperity_007_feasts			4	inv_iolei_civil_prosperity_feasts	inv_iolei_civil_prosperity	5
inv_iolei_civil_top_this_ancient_land_of_ours			7	inv_iolei_civil_top_this_ancient_land_of_ours	inv_iolei_civil_top	0
inv_iolei_military_dominance_001_the_warrior_nobleman			3	inv_iolei_military_dominance_the_warrior_nobleman	inv_iolei_military_dominance	0
inv_iolei_military_dominance_002_nuraghe_and_the_art_of_defense			6	inv_iolei_military_dominance_nuraghe_and_the_art_of_defense	inv_iolei_military_dominance	1
inv_iolei_military_dominance_003_marine_training			1	inv_iolei_military_dominance_marine_training	inv_iolei_military_dominance	2
inv_iolei_military_dominance_004_ambush			4	inv_iolei_military_dominance_ambush	inv_iolei_military_dominance	3
inv_iolei_military_dominance_005_brave_souls			5	inv_iolei_military_dominance_brave_souls	inv_iolei_military_dominance	2
inv_iolei_military_dominance_006_lodestone			2	inv_iolei_military_dominance_lodestone	inv_iolei_military_dominance	5
inv_iolei_military_dominance_007_flying_informants			3	inv_iolei_military_dominance_flying_informants	inv_iolei_military_dominance	4
inv_iolei_military_strategy_001_logistic_efforts			3	inv_iolei_military_strategy_logistic_efforts	inv_iolei_military_strategy	0
inv_iolei_military_strategy_002_learn_about_siege_engines			6	inv_iolei_military_strategy_learn_about_siege_engines	inv_iolei_military_strategy	1
inv_iolei_military_strategy_003_the_terror_of_carthage			1	inv_iolei_military_strategy_the_terror_of_carthage	inv_iolei_military_strategy	2
inv_iolei_military_strategy_004_we_sack			4	inv_iolei_military_strategy_we_sack	inv_iolei_military_strategy	3
inv_iolei_military_strategy_005_ammunition_stores_and_grain_houses			5	inv_iolei_military_strategy_ammunition_stores_and_grain_houses	inv_iolei_military_strategy	2
inv_iolei_military_strategy_006_keeping_etruscans_at_bay			1	inv_iolei_military_strategy_keeping_etruscans_at_bay	inv_iolei_military_strategy	4
inv_iolei_military_strategy_007_mercenaries_to_hire			4	inv_iolei_military_strategy_mercenaries_to_hire	inv_iolei_military_strategy	5
inv_iolei_military_strength_001_proficient_archers			2	inv_iolei_military_strength_proficient_archers	inv_iolei_military_strength	1
inv_iolei_military_strength_002_iron_over_bronze			3	inv_iolei_military_strength_iron_over_bronze	inv_iolei_military_strength	0
inv_iolei_military_strength_003_composite_bows			1	inv_iolei_military_strength_composite_bows	inv_iolei_military_strength	2
inv_iolei_military_strength_004_the_art_of_war			4	inv_iolei_military_strength_the_art_of_war	inv_iolei_military_strength	3
inv_iolei_military_strength_005_improved_infantry_armour			5	inv_iolei_military_strength_improved_infantry_armour	inv_iolei_military_strength	2
inv_iolei_military_strength_006_arrowheads_of_many_sorts			1	inv_iolei_military_strength_arrowheads_of_many_sorts	inv_iolei_military_strength	4
inv_iolei_military_strength_007_infantry_drills			4	inv_iolei_military_strength_infantry_drills	inv_iolei_military_strength	5
inv_iolei_military_top_defenders_of_the_land			7	inv_iolei_military_top_defenders_of_the_land	inv_iolei_military_top	0
inv_rome_civil_top_001_the_story_of_romulus_and_remus			7	inv_rome_civil_top_the_story_of_romulus_and_remus	inv_roman_civil_top	0
inv_rome_civil_via_labos_001_kitchen_gardens			1	inv_rome_civil_via_labos_kitchen_gardens	inv_roman_civil_via_labos	0
inv_rome_civil_via_labos_002_crop_rotation			5	inv_rome_civil_via_labos_crop_rotation	inv_roman_civil_via_labos	0
inv_rome_civil_via_labos_003_a_regional_market_capital			6	inv_rome_civil_via_labos_a_regional_market_capital	inv_roman_civil_via_labos	1
inv_rome_civil_via_labos_004_a_pig_in_honour_of_ceres			2	inv_rome_civil_via_labos_a_pig_in_honour_of_ceres	inv_roman_civil_via_labos	3
inv_rome_civil_via_labos_005_modern_cities			3	inv_rome_civil_via_labos_modern_cities	inv_roman_civil_via_labos	2
inv_rome_civil_via_labos_006_theory_about_economics			6	inv_rome_civil_via_labos_theory_about_economics	inv_roman_civil_via_labos	3
inv_rome_civil_via_labos_007_livestock_and_pastures			2	inv_rome_civil_via_labos_livestock_and_pastures	inv_roman_civil_via_labos	5
inv_rome_civil_via_labos_008_the_miracle_of_the_crane			3	inv_rome_civil_via_labos_the_miracle_of_the_crane	inv_roman_civil_via_labos	4
inv_rome_civil_via_labos_009_the_positive_side_of_slavery			6	inv_rome_civil_via_labos_the_positive_side_of_slavery	inv_roman_civil_via_labos	5
inv_rome_civil_via_magisterium_001_five_classes_of_romans			2	inv_rome_civil_via_magisterium_five_classes_of_romans	inv_roman_civil_via_magisterium	1
inv_rome_civil_via_magisterium_002_republican_values			3	inv_rome_civil_via_magisterium_republican_values	inv_roman_civil_via_magisterium	0
inv_rome_civil_via_magisterium_003_the_legend_of_brutus_and_collatinus			6	inv_rome_civil_via_magisterium_the_legend_of_brutus_and_collatinus	inv_roman_civil_via_magisterium	1
inv_rome_civil_via_magisterium_004_patricians_and_plebeians			2	inv_rome_civil_via_magisterium_patricians_and_plebeians	inv_roman_civil_via_magisterium	3
inv_rome_civil_via_magisterium_005_the_responsible_roman_citizen			3	inv_rome_civil_via_magisterium_the_responsible_roman_citizen	inv_roman_civil_via_magisterium	2
inv_rome_civil_via_magisterium_006_the_legend_of_cincinnatus			6	inv_rome_civil_via_magisterium_the_legend_of_cincinnatus	inv_roman_civil_via_magisterium	3
inv_rome_civil_via_magisterium_007_plebeians_in_the_government			2	inv_rome_civil_via_magisterium_plebeians_in_the_government	inv_roman_civil_via_magisterium	5
inv_rome_civil_via_magisterium_008_praetor			3	inv_rome_civil_via_magisterium_praetor	inv_roman_civil_via_magisterium	4
inv_rome_civil_via_magisterium_009_the_legend_of_camillus			6	inv_rome_civil_via_magisterium_the_legend_of_camillus	inv_roman_civil_via_magisterium	5
inv_rome_civil_via_vitae_001_jupiter_optimus_maximus			3	inv_rome_civil_via_vitae_jupiter_optimus_maximus	inv_roman_civil_via_vitae	0
inv_rome_civil_via_vitae_002_adapt_and_adopt			2	inv_rome_civil_via_vitae_adapt_and_adopt	inv_roman_civil_via_vitae	1
inv_rome_civil_via_vitae_003_in_vino_veritas			6	inv_rome_civil_via_vitae_in_vino_veritas	inv_roman_civil_via_vitae	1
inv_rome_civil_via_vitae_004_unite_the_latins			2	inv_rome_civil_via_vitae_unite_the_latins	inv_roman_civil_via_vitae	3
inv_rome_civil_via_vitae_005_distribution_of_ager_publicus			3	inv_rome_civil_via_vitae_distribution_of_ager_publicus	inv_roman_civil_via_vitae	2
inv_rome_civil_via_vitae_006_fun_at_the_circus			6	inv_rome_civil_via_vitae_fun_at_the_circus	inv_roman_civil_via_vitae	3
inv_rome_civil_via_vitae_007_blessed_by_mercury			2	inv_rome_civil_via_vitae_blessed_by_mercury	inv_roman_civil_via_vitae	5
inv_rome_civil_via_vitae_008_new_tribes			3	inv_rome_civil_via_vitae_new_tribes	inv_roman_civil_via_vitae	4
inv_rome_civil_via_vitae_009_love_for_the_aediles			6	inv_rome_civil_via_vitae_love_for_the_aediles	inv_roman_civil_via_vitae	5
inv_rome_military_top_the_second_legion			7	inv_rome_military_top_the_second_legion	inv_roman_military_top	0
inv_rome_military_via_dominatae_001_mars_the_victor			4	inv_rome_military_via_dominatae_mars_the_victor	inv_roman_military_via_dominatae	1
inv_rome_military_via_dominatae_002_mercenaries_for_the_glory_of_rome			5	inv_rome_military_via_dominatae_mercenaries_for_the_glory_of_rome	inv_roman_military_via_dominatae	0
inv_rome_military_via_dominatae_003_raid_and_pillage			1	inv_rome_military_via_dominatae_raid_and_pillage	inv_roman_military_via_dominatae	0
inv_rome_military_via_dominatae_004_the_cult_of_hercules			5	inv_rome_military_via_dominatae_the_cult_of_hercules	inv_roman_military_via_dominatae	2
inv_rome_military_via_dominatae_005_marine_training			4	inv_rome_military_via_dominatae_marine_training	inv_roman_military_via_dominatae	3
inv_rome_military_via_dominatae_006_spolia_opima			1	inv_rome_military_via_dominatae_spolia_opima	inv_roman_military_via_dominatae	2
inv_rome_military_via_dominatae_007_defend_the_pomerium			5	inv_rome_military_via_dominatae_defend_the_pomerium	inv_roman_military_via_dominatae	4
inv_rome_military_via_dominatae_008_bronze_battering_ram			4	inv_rome_military_via_dominatae_bronze_battering_ram	inv_roman_military_via_dominatae	5
inv_rome_military_via_dominatae_009_spoils_of_war			1	inv_rome_military_via_dominatae_spoils_of_war	inv_roman_military_via_dominatae	4
inv_rome_military_via_exercitae_001_mountain_dues			1	inv_rome_military_via_exercitae_mountain_dues	inv_roman_military_via_exercitae	0
inv_rome_military_via_exercitae_002_iron_over_bronze			4	inv_rome_military_via_exercitae_iron_over_bronze	inv_roman_military_via_exercitae	1
inv_rome_military_via_exercitae_003_cavalry_the_roman_finest			5	inv_rome_military_via_exercitae_cavalry_the_roman_finest	inv_roman_military_via_exercitae	0
inv_rome_military_via_exercitae_004_taming_etruria			1	inv_rome_military_via_exercitae_taming_etruria	inv_roman_military_via_exercitae	2
inv_rome_military_via_exercitae_005_tactical_drills			4	inv_rome_military_via_exercitae_tactical_drills	inv_roman_military_via_exercitae	3
inv_rome_military_via_exercitae_006_reforms_in_the_cavalry			5	inv_rome_military_via_exercitae_reforms_in_the_cavalry	inv_roman_military_via_exercitae	2
inv_rome_military_via_exercitae_007_just_war			2	inv_rome_military_via_exercitae_just_war	inv_roman_military_via_exercitae	5
inv_rome_military_via_exercitae_008_weapon_proficiency			3	inv_rome_military_via_exercitae_weapon_proficiency	inv_roman_military_via_exercitae	4
inv_rome_military_via_exercitae_009_the_reforms_of_camillus			6	inv_rome_military_via_exercitae_the_reforms_of_camillus	inv_roman_military_via_exercitae	5
inv_rome_military_via_strategematum_001_supply_lines			2	inv_rome_military_via_strategematum_supply_lines	inv_roman_military_via_strategematum	1
inv_rome_military_via_strategematum_002_logistics			3	inv_rome_military_via_strategematum_logistics	inv_roman_military_via_strategematum	0
inv_rome_military_via_strategematum_003_the_example_of_the_horatii			6	inv_rome_military_via_strategematum_the_example_of_the_horatii	inv_roman_military_via_strategematum	1
inv_rome_military_via_strategematum_004_ammunition_stores_and_grain_houses			1	inv_rome_military_via_strategematum_ammunition_stores_and_grain_houses	inv_roman_military_via_strategematum	2
inv_rome_military_via_strategematum_005_to_borrow_a_catapult			4	inv_rome_military_via_strategematum_to_borrow_a_catapult	inv_roman_military_via_strategematum	3
inv_rome_military_via_strategematum_006_tribuni_militum_consulari_potestate			5	inv_rome_military_via_strategematum_tribuni_militum_consulari_potestate	inv_roman_military_via_strategematum	2
inv_rome_military_via_strategematum_007_siege_engines			1	inv_rome_military_via_strategematum_siege_engines	inv_roman_military_via_strategematum	4
inv_rome_military_via_strategematum_008_catapulta_diversitas			4	inv_rome_military_via_strategematum_catapulta_diversitas	inv_roman_military_via_strategematum	5
inv_rome_military_via_strategematum_009_stipendium_and_tributum			5	inv_rome_military_via_strategematum_stipendium_and_tributum	inv_roman_military_via_strategematum	4
inv_samnites_civil_top_blessed_children_of_our_land			7	inv_samnites_civil_top_blessed_children_of_our_land	inv_samnites_civil_top	0
inv_samnites_civil_via_labos_001_wood_and_timber			2	inv_samnites_civil_via_labos_wood_and_timber	inv_samnites_civil_via_labos	1
inv_samnites_civil_via_labos_002_animal_husbandry			3	inv_samnites_civil_via_labos_animal_husbandry	inv_samnites_civil_via_labos	0
inv_samnites_civil_via_labos_003_theory_about_economics			6	inv_samnites_civil_via_labos_theory_about_economics	inv_samnites_civil_via_labos	1
inv_samnites_civil_via_labos_004_mining_expertise			2	inv_samnites_civil_via_labos_mining_expertise	inv_samnites_civil_via_labos	3
inv_samnites_civil_via_labos_005_crop_rotation			3	inv_samnites_civil_via_labos_crop_rotation	inv_samnites_civil_via_labos	2
inv_samnites_civil_via_labos_006_the_positive_side_of_slavery			6	inv_samnites_civil_via_labos_the_positive_side_of_slavery	inv_samnites_civil_via_labos	3
inv_samnites_civil_via_labos_007_kitchen_gardens			2	inv_samnites_civil_via_labos_kitchen_gardens	inv_samnites_civil_via_labos	5
inv_samnites_civil_via_labos_008_livestock_and_pastures			3	inv_samnites_civil_via_labos_livestock_and_pastures	inv_samnites_civil_via_labos	4
inv_samnites_civil_via_magisterium_001_feasts			2	inv_samnites_civil_via_magisterium_feasts	inv_samnites_civil_via_magisterium	1
inv_samnites_civil_via_magisterium_002_wise_leaders			3	inv_samnites_civil_via_magisterium_wise_leaders	inv_samnites_civil_via_magisterium	0
inv_samnites_civil_via_magisterium_003_changing_loyalties			6	inv_samnites_civil_via_magisterium_changing_loyalties	inv_samnites_civil_via_magisterium	1
inv_samnites_civil_via_magisterium_004_the_sacred_hunt			2	inv_samnites_civil_via_magisterium_the_sacred_hunt	inv_samnites_civil_via_magisterium	3
inv_samnites_civil_via_magisterium_005_sources_of_revenue			3	inv_samnites_civil_via_magisterium_sources_of_revenue	inv_samnites_civil_via_magisterium	2
inv_samnites_civil_via_magisterium_006_blessed_by_mercury			6	inv_samnites_civil_via_magisterium_blessed_by_mercury	inv_samnites_civil_via_magisterium	3
inv_samnites_civil_via_magisterium_007_wine_and_divinity			1	inv_samnites_civil_via_magisterium_wine_and_divinity	inv_samnites_civil_via_magisterium	4
inv_samnites_civil_via_magisterium_008_items_of_trade			4	inv_samnites_civil_via_magisterium_items_of_trade	inv_samnites_civil_via_magisterium	5
inv_samnites_civil_via_vitae_001_a_pig_in_honour_of_ceres			2	inv_samnites_civil_via_vitae_a_pig_in_honour_of_ceres	inv_samnites_civil_via_vitae	1
inv_samnites_civil_via_vitae_002_jupiter_optimus_maximus			3	inv_samnites_civil_via_vitae_jupiter_optimus_maximus	inv_samnites_civil_via_vitae	0
inv_samnites_civil_via_vitae_003_imported_etruscan_pottery			3	inv_samnites_civil_via_vitae_imported_etruscan_pottery	inv_samnites_civil_via_vitae	2
inv_samnites_civil_via_vitae_004_influenced_by_etruscans			2	inv_samnites_civil_via_vitae_influenced_by_etruscans	inv_samnites_civil_via_vitae	3
inv_samnites_civil_via_vitae_005_libri_fatales			6	inv_samnites_civil_via_vitae_libri_fatales	inv_samnites_civil_via_vitae	3
inv_samnites_civil_via_vitae_006_the_miracle_of_the_crane			2	inv_samnites_civil_via_vitae_the_miracle_of_the_crane	inv_samnites_civil_via_vitae	5
inv_samnites_civil_via_vitae_007_influenced_by_the_greeks			3	inv_samnites_civil_via_vitae_influenced_by_the_greeks	inv_samnites_civil_via_vitae	4
inv_samnites_civil_via_vitae_008_shrine_medicine			6	inv_samnites_civil_via_vitae_shrine_medicine	inv_samnites_civil_via_vitae	5
inv_samnites_military_top_defenders_of_the_land			7	inv_samnites_military_top_defenders_of_the_land	inv_samnites_military_top	0
inv_samnites_military_via_dominatae_001_mars_the_victor			2	inv_samnites_military_via_dominatae_mars_the_victor	inv_samnites_military_via_dominatae	1
inv_samnites_military_via_dominatae_002_mercenaries_to_hire			3	inv_samnites_military_via_dominatae_mercenaries_to_hire	inv_samnites_military_via_dominatae	0
inv_samnites_military_via_dominatae_003_raid_and_pillage			6	inv_samnites_military_via_dominatae_raid_and_pillage	inv_samnites_military_via_dominatae	1
inv_samnites_military_via_dominatae_004_the_cult_of_hercules			2	inv_samnites_military_via_dominatae_the_cult_of_hercules	inv_samnites_military_via_dominatae	3
inv_samnites_military_via_dominatae_005_marine_training			3	inv_samnites_military_via_dominatae_marine_training	inv_samnites_military_via_dominatae	2
inv_samnites_military_via_dominatae_006_spoils_of_war			6	inv_samnites_military_via_dominatae_spoils_of_war	inv_samnites_military_via_dominatae	3
inv_samnites_military_via_dominatae_007_the_second_legion			2	inv_samnites_military_via_dominatae_the_second_legion	inv_samnites_military_via_dominatae	5
inv_samnites_military_via_dominatae_008_marines_on_land			3	inv_samnites_military_via_dominatae_marines_on_land	inv_samnites_military_via_dominatae	4
inv_samnites_military_via_dominatae_009_taming_italia			6	inv_samnites_military_via_dominatae_taming_italia	inv_samnites_military_via_dominatae	5
inv_samnites_military_via_exercitae_001_iron_over_bronze			1	inv_samnites_military_via_exercitae_iron_over_bronze	inv_samnites_military_via_exercitae	0
inv_samnites_military_via_exercitae_002_mountain_dues			4	inv_samnites_military_via_exercitae_mountain_dues	inv_samnites_military_via_exercitae	1
inv_samnites_military_via_exercitae_003_light_infantry			5	inv_samnites_military_via_exercitae_light_infantry	inv_samnites_military_via_exercitae	0
inv_samnites_military_via_exercitae_004_tactical_drills			1	inv_samnites_military_via_exercitae_tactical_drills	inv_samnites_military_via_exercitae	2
inv_samnites_military_via_exercitae_005_the_terror_of_the_italiote_league			4	inv_samnites_military_via_exercitae_the_terror_of_the_italiote_league	inv_samnites_military_via_exercitae	3
inv_samnites_military_via_exercitae_006_improved_armour			5	inv_samnites_military_via_exercitae_improved_armour	inv_samnites_military_via_exercitae	2
inv_samnites_military_via_exercitae_007_weapon_proficiency			2	inv_samnites_military_via_exercitae_weapon_proficiency	inv_samnites_military_via_exercitae	5
inv_samnites_military_via_exercitae_008_just_war			3	inv_samnites_military_via_exercitae_just_war	inv_samnites_military_via_exercitae	4
inv_samnites_military_via_exercitae_009_cavalry_the_society_finest			6	inv_samnites_military_via_exercitae_cavalry_the_society_finest	inv_samnites_military_via_exercitae	5
inv_samnites_military_via_strategematum_001_supply_lines			2	inv_samnites_military_via_strategematum_supply_lines	inv_samnites_military_via_strategematum	1
inv_samnites_military_via_strategematum_002_logistic_efforts			3	inv_samnites_military_via_strategematum_logistic_efforts	inv_samnites_military_via_strategematum	0
inv_samnites_military_via_strategematum_003_ver_sacrum			6	inv_samnites_military_via_strategematum_ver_sacrum	inv_samnites_military_via_strategematum	1
inv_samnites_military_via_strategematum_004_ammunition_stores_and_grain_houses			1	inv_samnites_military_via_strategematum_ammunition_stores_and_grain_houses	inv_samnites_military_via_strategematum	2
