effect	icon	priority	icon_negative
rom_building_agent_capacity_max_spy	data/ui/campaign ui/effect_bundles/spy_positive.png	212	data/ui/campaign ui/effect_bundles/spy_negative.png
rom_building_agent_capactity_next_champion	data/ui/campaign ui/effect_bundles/champion_positive.png	216	data/ui/campaign ui/effect_bundles/champion_negative.png
rom_building_agent_capactity_next_dignitary	data/ui/campaign ui/effect_bundles/dignitary_positive.png	217	data/ui/campaign ui/effect_bundles/dignitary_negative.png
rom_building_agent_capactity_next_spy	data/ui/campaign ui/effect_bundles/spy_positive.png	215	data/ui/campaign ui/effect_bundles/spy_negative.png
rom_building_agent_champion_cost_mod	data/ui/campaign ui/effect_bundles/champion_negative.png	1000	data/ui/campaign ui/effect_bundles/champion_positive.png
rom_building_agent_cost_mod	data/ui/campaign ui/effect_bundles/agent_negative.png	1000	data/ui/campaign ui/effect_bundles/agent_positive.png
rom_building_agent_dignitary_cost_mod	data/ui/campaign ui/effect_bundles/dignitary_negative.png	1000	data/ui/campaign ui/effect_bundles/dignitary_positive.png
rom_building_agent_dignitary_spy_cost_mod	data/ui/campaign ui/effect_bundles/agent_negative.png	1000	data/ui/campaign ui/effect_bundles/agent_positive.png
rom_building_agent_recruitment_champion	data/ui/campaign ui/effect_bundles/champion_positive.png	204	data/ui/campaign ui/effect_bundles/champion_negative.png
rom_building_agent_recruitment_dignitary	data/ui/campaign ui/effect_bundles/dignitary_positive.png	203	data/ui/campaign ui/effect_bundles/dignitary_negative.png
rom_building_agent_recruitment_spy	data/ui/campaign ui/effect_bundles/spy_positive.png	205	data/ui/campaign ui/effect_bundles/spy_negative.png
rom_building_agent_spy_cost_mod	data/ui/campaign ui/effect_bundles/spy_negative.png	1000	data/ui/campaign ui/effect_bundles/spy_positive.png
rom_building_better_armed_citizenry	data/ui/campaign ui/effect_bundles/military_positive.png	192	data/ui/campaign ui/effect_bundles/military_negative.png
rom_building_building_cost_mod	data/ui/campaign ui/effect_bundles/construction_negative.png	30	data/ui/campaign ui/effect_bundles/construction_positive.png
rom_building_champion_availibility	data/ui/campaign ui/effect_bundles/champion_positive.png	999	data/ui/campaign ui/effect_bundles/champion_negative.png
rom_building_champion_cap	data/ui/campaign ui/effect_bundles/champion_positive.png	999	data/ui/campaign ui/effect_bundles/champion_negative.png
rom_building_citizen_defence_force	data/ui/campaign ui/effect_bundles/replenishment_negative.png	218	data/ui/campaign ui/effect_bundles/replenishment_positive.png
rom_building_cost_mod_buildings_agriculture	data/ui/campaign ui/effect_bundles/construction_negative.png	30	data/ui/campaign ui/effect_bundles/construction_positive.png
rom_building_cost_mod_buildings_city_centre	data/ui/campaign ui/effect_bundles/construction_negative.png	30	data/ui/campaign ui/effect_bundles/construction_positive.png
rom_building_cost_mod_buildings_industry	data/ui/campaign ui/effect_bundles/construction_negative.png	30	data/ui/campaign ui/effect_bundles/construction_positive.png
rom_building_cost_mod_buildings_military	data/ui/campaign ui/effect_bundles/construction_negative.png	30	data/ui/campaign ui/effect_bundles/construction_positive.png
rom_building_cost_mod_buildings_minor_settlement	data/ui/campaign ui/effect_bundles/construction_negative.png	30	data/ui/campaign ui/effect_bundles/construction_positive.png
rom_building_cost_mod_buildings_province_capital	data/ui/campaign ui/effect_bundles/construction_negative.png	30	data/ui/campaign ui/effect_bundles/construction_positive.png
rom_building_cost_mod_buildings_religious	data/ui/campaign ui/effect_bundles/construction_negative.png	30	data/ui/campaign ui/effect_bundles/construction_positive.png
rom_building_cost_mod_buildings_sanitation	data/ui/campaign ui/effect_bundles/construction_negative.png	30	data/ui/campaign ui/effect_bundles/construction_positive.png
rom_building_culture_conversion_afroarabian	data/ui/campaign ui/effect_bundles/religion_positive.png	104	data/ui/campaign ui/effect_bundles/religion_negative.png
rom_building_culture_conversion_balkan	data/ui/campaign ui/effect_bundles/religion_positive.png	104	data/ui/campaign ui/effect_bundles/religion_negative.png
rom_building_culture_conversion_celtic	data/ui/campaign ui/effect_bundles/religion_positive.png	104	data/ui/campaign ui/effect_bundles/religion_negative.png
rom_building_culture_conversion_eastern	data/ui/campaign ui/effect_bundles/religion_positive.png	104	data/ui/campaign ui/effect_bundles/religion_negative.png
rom_building_culture_conversion_germanic	data/ui/campaign ui/effect_bundles/religion_positive.png	104	data/ui/campaign ui/effect_bundles/religion_negative.png
rom_building_culture_conversion_hellenic	data/ui/campaign ui/effect_bundles/religion_positive.png	104	data/ui/campaign ui/effect_bundles/religion_negative.png
rom_building_culture_conversion_hellenic_global	data/ui/campaign ui/effect_bundles/religion_positive.png	103	data/ui/campaign ui/effect_bundles/religion_negative.png
rom_building_culture_conversion_iberian	data/ui/campaign ui/effect_bundles/religion_positive.png	104	data/ui/campaign ui/effect_bundles/religion_negative.png
rom_building_culture_conversion_latin	data/ui/campaign ui/effect_bundles/religion_positive.png	104	data/ui/campaign ui/effect_bundles/religion_negative.png
rom_building_culture_conversion_nomadic	data/ui/campaign ui/effect_bundles/religion_positive.png	104	data/ui/campaign ui/effect_bundles/religion_negative.png
rom_building_culture_conversion_nomadic_global	data/ui/campaign ui/effect_bundles/religion_positive.png	103	data/ui/campaign ui/effect_bundles/religion_negative.png
rom_building_culture_conversion_punic	data/ui/campaign ui/effect_bundles/religion_positive.png	104	data/ui/campaign ui/effect_bundles/religion_negative.png
rom_building_culture_conversion_to_state_culture	data/ui/campaign ui/effect_bundles/religion_positive.png	104	data/ui/campaign ui/effect_bundles/religion_negative.png
rom_building_culture_osmotic_conversion_to_state_culture	data/ui/campaign ui/effect_bundles/religion_positive.png	104	data/ui/campaign ui/effect_bundles/religion_negative.png
rom_building_defence_artillery_slots	data/ui/campaign ui/effect_bundles/military_positive.png	101	data/ui/campaign ui/effect_bundles/military_negative.png
rom_building_dignitary_availibility	data/ui/campaign ui/effect_bundles/dignitary_positive.png	999	data/ui/campaign ui/effect_bundles/dignitary_negative.png
rom_building_dignitary_cap	data/ui/campaign ui/effect_bundles/dignitary_positive.png	999	data/ui/campaign ui/effect_bundles/dignitary_negative.png
rom_building_food_consumption	data/ui/campaign ui/effect_bundles/food_negative.png	1	data/ui/campaign ui/effect_bundles/food_positive.png
rom_building_food_farming_animal_husbandry	data/ui/campaign ui/effect_bundles/food_positive.png	11	data/ui/campaign ui/effect_bundles/food_negative.png
rom_building_food_farming_grain	data/ui/campaign ui/effect_bundles/food_positive.png	12	data/ui/campaign ui/effect_bundles/food_negative.png
rom_building_food_farming_grain_local_province	data/ui/campaign ui/effect_bundles/food_positive.png	12	data/ui/campaign ui/effect_bundles/food_negative.png
rom_building_food_fishing	data/ui/campaign ui/effect_bundles/food_positive.png	13	data/ui/campaign ui/effect_bundles/food_negative.png
rom_building_food_reserves	data/ui/campaign ui/effect_bundles/food_positive.png	14	data/ui/campaign ui/effect_bundles/food_negative.png
rom_building_food_trade	data/ui/campaign ui/effect_bundles/food_positive.png	15	data/ui/campaign ui/effect_bundles/food_negative.png
rom_building_gdp_agriculture_animal_husbandry	data/ui/campaign ui/effect_bundles/wealth_positive.png	60	data/ui/campaign ui/effect_bundles/wealth_negative.png
rom_building_gdp_agriculture_farming	data/ui/campaign ui/effect_bundles/wealth_positive.png	61	data/ui/campaign ui/effect_bundles/wealth_negative.png
rom_building_gdp_culture_entertainment	data/ui/campaign ui/effect_bundles/wealth_positive.png	62	data/ui/campaign ui/effect_bundles/wealth_negative.png
rom_building_gdp_culture_learning	data/ui/campaign ui/effect_bundles/wealth_positive.png	62	data/ui/campaign ui/effect_bundles/wealth_negative.png
rom_building_gdp_industry_manufacture	data/ui/campaign ui/effect_bundles/wealth_positive.png	64	data/ui/campaign ui/effect_bundles/wealth_negative.png
rom_building_gdp_industry_mining	data/ui/campaign ui/effect_bundles/wealth_positive.png	64	data/ui/campaign ui/effect_bundles/wealth_negative.png
rom_building_gdp_mod_agriculture_all	data/ui/campaign ui/effect_bundles/wealth_positive.png	199	data/ui/campaign ui/effect_bundles/wealth_negative.png
rom_building_gdp_mod_agriculture_animal_husbandry	data/ui/campaign ui/effect_bundles/wealth_positive.png	160	data/ui/campaign ui/effect_bundles/wealth_negative.png
rom_building_gdp_mod_agriculture_farming	data/ui/campaign ui/effect_bundles/wealth_positive.png	161	data/ui/campaign ui/effect_bundles/wealth_negative.png
rom_building_gdp_mod_all	data/ui/campaign ui/effect_bundles/wealth_positive.png	162	data/ui/campaign ui/effect_bundles/wealth_negative.png
rom_building_gdp_mod_all_stop_production	data/ui/campaign ui/effect_bundles/wealth_positive.png	162	data/ui/campaign ui/effect_bundles/wealth_negative.png
rom_building_gdp_mod_culture_all	data/ui/campaign ui/effect_bundles/wealth_positive.png	163	data/ui/campaign ui/effect_bundles/wealth_negative.png
rom_building_gdp_mod_culture_entertainment	data/ui/campaign ui/effect_bundles/wealth_positive.png	163	data/ui/campaign ui/effect_bundles/wealth_negative.png
rom_building_gdp_mod_culture_learning	data/ui/campaign ui/effect_bundles/wealth_positive.png	163	data/ui/campaign ui/effect_bundles/wealth_negative.png
rom_building_gdp_mod_industry	data/ui/campaign ui/effect_bundles/wealth_positive.png	166	data/ui/campaign ui/effect_bundles/wealth_negative.png
rom_building_gdp_mod_industry_manufacturing	data/ui/campaign ui/effect_bundles/wealth_positive.png	163	data/ui/campaign ui/effect_bundles/wealth_negative.png
rom_building_gdp_mod_industry_mining	data/ui/campaign ui/effect_bundles/wealth_positive.png	163	data/ui/campaign ui/effect_bundles/wealth_negative.png
rom_building_gdp_mod_subsistence	data/ui/campaign ui/effect_bundles/wealth_positive.png	176	data/ui/campaign ui/effect_bundles/wealth_negative.png
rom_building_gdp_mod_trade_all	data/ui/campaign ui/effect_bundles/trade_positive.png	173	data/ui/campaign ui/effect_bundles/trade_negative.png
rom_building_gdp_mod_trade_local	data/ui/campaign ui/effect_bundles/trade_positive.png	175	data/ui/campaign ui/effect_bundles/trade_negative.png
rom_building_gdp_mod_trade_sea	data/ui/campaign ui/effect_bundles/trade_positive.png	176	data/ui/campaign ui/effect_bundles/trade_negative.png
rom_building_gdp_other	data/ui/campaign ui/effect_bundles/wealth_positive.png	66	data/ui/campaign ui/effect_bundles/wealth_negative.png
rom_building_gdp_subsistence	data/ui/campaign ui/effect_bundles/wealth_positive.png	67	data/ui/campaign ui/effect_bundles/wealth_negative.png
rom_building_gdp_subsistence_faction_capital_hidden	data/ui/campaign ui/effect_bundles/wealth_positive.png	0	data/ui/campaign ui/effect_bundles/wealth_negative.png
rom_building_gdp_trade_local	data/ui/campaign ui/effect_bundles/trade_positive.png	69	data/ui/campaign ui/effect_bundles/trade_negative.png
rom_building_gdp_trade_sea	data/ui/campaign ui/effect_bundles/trade_positive.png	70	data/ui/campaign ui/effect_bundles/trade_negative.png
rom_building_general_availibility	data/ui/campaign ui/effect_bundles/general_positive.png	101	data/ui/campaign ui/effect_bundles/general_negative.png
rom_building_general_cap	data/ui/campaign ui/effect_bundles/general_positive.png	101	data/ui/campaign ui/effect_bundles/general_negative.png
rom_building_growth_all	data/ui/campaign ui/effect_bundles/growth_positive.png	30	data/ui/campaign ui/effect_bundles/growth_negative.png
rom_building_growth_all_global	data/ui/campaign ui/effect_bundles/growth_positive.png	30	data/ui/campaign ui/effect_bundles/growth_negative.png
rom_building_growth_mod_all	data/ui/campaign ui/effect_bundles/growth_positive.png	31	data/ui/campaign ui/effect_bundles/growth_negative.png
rom_building_looting_mod	data/ui/campaign ui/effect_bundles/loot_raid_positive.png	101	data/ui/campaign ui/effect_bundles/loot_raid_negative.png
rom_building_politician_availibility	data/ui/campaign ui/effect_bundles/agent_positive.png	101	data/ui/campaign ui/effect_bundles/agent_negative.png
rom_building_politician_cap	data/ui/campaign ui/effect_bundles/agent_positive.png	101	data/ui/campaign ui/effect_bundles/agent_negative.png
rom_building_province_attribute_all	data/ui/campaign ui/effect_bundles/authority_positive.png	800	data/ui/campaign ui/effect_bundles/authority_negative.png
rom_building_province_attribute_authority	data/ui/campaign ui/effect_bundles/authority_positive.png	800	data/ui/campaign ui/effect_bundles/authority_negative.png
rom_building_province_attribute_subterfuge	data/ui/campaign ui/effect_bundles/subterfuge_positive.png	800	data/ui/campaign ui/effect_bundles/subterfuge_negative.png
rom_building_province_attribute_zeal	data/ui/campaign ui/effect_bundles/zeal_positive.png	800	data/ui/campaign ui/effect_bundles/zeal_negative.png
rom_building_public_order_attitude_squalor	data/ui/campaign ui/effect_bundles/public_order_positive.png	2	data/ui/campaign ui/effect_bundles/public_order_negative.png
rom_building_public_order_attitude_squalor_slums	data/ui/campaign ui/effect_bundles/public_order_positive.png	3	data/ui/campaign ui/effect_bundles/public_order_negative.png
rom_building_public_order_happiness	data/ui/campaign ui/effect_bundles/public_order_positive.png	20	data/ui/campaign ui/effect_bundles/public_order_negative.png
rom_building_public_order_happiness_global	data/ui/campaign ui/effect_bundles/public_order_positive.png	20	data/ui/campaign ui/effect_bundles/public_order_negative.png
rom_building_public_order_happiness_sanitation	data/ui/campaign ui/effect_bundles/public_order_positive.png	19	data/ui/campaign ui/effect_bundles/public_order_negative.png
rom_building_public_order_slave_unrest	data/ui/campaign ui/effect_bundles/public_order_negative.png	23	data/ui/campaign ui/effect_bundles/public_order_positive.png
rom_building_recruitment_agent_level_all	data/ui/campaign ui/effect_bundles/agent_positive.png	101	data/ui/campaign ui/effect_bundles/agent_negative.png
rom_building_recruitment_agent_level_champion	data/ui/campaign ui/effect_bundles/agent_positive.png	101	data/ui/campaign ui/effect_bundles/agent_negative.png
rom_building_recruitment_agent_level_dignitary	data/ui/campaign ui/effect_bundles/agent_positive.png	101	data/ui/campaign ui/effect_bundles/agent_negative.png
rom_building_recruitment_agent_level_spy	data/ui/campaign ui/effect_bundles/agent_positive.png	101	data/ui/campaign ui/effect_bundles/agent_negative.png
rom_building_recruitment_cost_mod_cavalry	data/ui/campaign ui/effect_bundles/cavalry_negative.png	301	data/ui/campaign ui/effect_bundles/cavalry_positive.png
rom_building_recruitment_cost_mod_heavy	data/ui/campaign ui/effect_bundles/infantry_negative.png	302	data/ui/campaign ui/effect_bundles/infantry_positive.png
rom_building_recruitment_cost_mod_land	data/ui/campaign ui/effect_bundles/army_negative.png	303	data/ui/campaign ui/effect_bundles/army_positive.png
rom_building_recruitment_cost_mod_light	data/ui/campaign ui/effect_bundles/infantry_negative.png	304	data/ui/campaign ui/effect_bundles/infantry_positive.png
rom_building_recruitment_cost_mod_naval	data/ui/campaign ui/effect_bundles/navy_negative.png	305	data/ui/campaign ui/effect_bundles/navy_positive.png
rom_building_recruitment_cost_mod_provincial_mercenaries	data/ui/campaign ui/effect_bundles/army_negative.png	306	data/ui/campaign ui/effect_bundles/army_positive.png
rom_building_recruitment_points	data/ui/campaign ui/effect_bundles/army_positive.png	270	data/ui/campaign ui/effect_bundles/army_negative.png
rom_building_recruitment_points_naval	data/ui/campaign ui/effect_bundles/navy_positive.png	271	data/ui/campaign ui/effect_bundles/navy_negative.png
rom_building_religious_protection	data/ui/campaign ui/effect_bundles/morale_positive.png	188	data/ui/campaign ui/effect_bundles/morale_negative.png
rom_building_replenishment_all	data/ui/campaign ui/effect_bundles/replenishment_positive.png	310	data/ui/campaign ui/effect_bundles/replenishment_negative.png
rom_building_replenishment_aux_stock	data/ui/campaign ui/effect_bundles/army_positive.png	311	data/ui/campaign ui/effect_bundles/army_negative.png
rom_building_replenishment_land	data/ui/campaign ui/effect_bundles/replenishment_positive.png	312	data/ui/campaign ui/effect_bundles/replenishment_negative.png
rom_building_replenishment_sea	data/ui/campaign ui/effect_bundles/replenishment_positive.png	313	data/ui/campaign ui/effect_bundles/replenishment_negative.png
rom_building_research_cost_mod	data/ui/campaign ui/effect_bundles/technology_negative.png	64	data/ui/campaign ui/effect_bundles/technology_positive.png
rom_building_research_cost_mod_civil	data/ui/campaign ui/effect_bundles/technology_negative.png	65	data/ui/campaign ui/effect_bundles/technology_positive.png
rom_building_research_cost_mod_military	data/ui/campaign ui/effect_bundles/technology_negative.png	66	data/ui/campaign ui/effect_bundles/technology_positive.png
rom_building_research_points	data/ui/campaign ui/effect_bundles/technology_positive.png	60	data/ui/campaign ui/effect_bundles/technology_negative.png
rom_building_research_points_mod	data/ui/campaign ui/effect_bundles/technology_positive.png	61	data/ui/campaign ui/effect_bundles/technology_negative.png
rom_building_research_points_mod_civil	data/ui/campaign ui/effect_bundles/technology_positive.png	62	data/ui/campaign ui/effect_bundles/technology_negative.png
rom_building_research_points_mod_military	data/ui/campaign ui/effect_bundles/technology_positive.png	63	data/ui/campaign ui/effect_bundles/technology_negative.png
rom_building_resource_amber_production	data/ui/campaign ui/effect_bundles/resource_positive.png	1	
rom_building_resource_copper_production	data/ui/campaign ui/effect_bundles/resource_positive.png	1	data/ui/campaign ui/effect_bundles/resource_negative.png
rom_building_resource_glass_production	data/ui/campaign ui/effect_bundles/resource_positive.png	1	data/ui/campaign ui/effect_bundles/resource_negative.png
rom_building_resource_granite_production	data/ui/campaign ui/effect_bundles/resource_positive.png	1	data/ui/campaign ui/effect_bundles/resource_negative.png
rom_building_resource_horses_production	data/ui/campaign ui/effect_bundles/resource_positive.png	1	
rom_building_resource_iron_production	data/ui/campaign ui/effect_bundles/resource_positive.png	1	data/ui/campaign ui/effect_bundles/resource_negative.png
rom_building_resource_lead_production	data/ui/campaign ui/effect_bundles/resource_positive.png	1	data/ui/campaign ui/effect_bundles/resource_negative.png
rom_building_resource_leather_production	data/ui/campaign ui/effect_bundles/resource_positive.png	1	data/ui/campaign ui/effect_bundles/resource_negative.png
rom_building_resource_limestone_production	data/ui/campaign ui/effect_bundles/resource_positive.png	1	data/ui/campaign ui/effect_bundles/resource_negative.png
rom_building_resource_marble_production	data/ui/campaign ui/effect_bundles/resource_positive.png	1	data/ui/campaign ui/effect_bundles/resource_negative.png
rom_building_resource_olive_oil_production	data/ui/campaign ui/effect_bundles/resource_positive.png	1	data/ui/campaign ui/effect_bundles/resource_negative.png
rom_building_resource_purple_dye_production	data/ui/campaign ui/effect_bundles/resource_positive.png	1	data/ui/campaign ui/effect_bundles/resource_negative.png
rom_building_resource_salt_production	data/ui/campaign ui/effect_bundles/resource_positive.png	1	
rom_building_resource_silver_production	data/ui/campaign ui/effect_bundles/resource_positive.png	1	data/ui/campaign ui/effect_bundles/resource_negative.png
rom_building_resource_spice_production	data/ui/campaign ui/effect_bundles/resource_positive.png	1	data/ui/campaign ui/effect_bundles/resource_negative.png
rom_building_resource_tar_production	data/ui/campaign ui/effect_bundles/resource_positive.png	1	data/ui/campaign ui/effect_bundles/resource_negative.png
rom_building_resource_textiles_production	data/ui/campaign ui/effect_bundles/resource_positive.png	1	data/ui/campaign ui/effect_bundles/resource_negative.png
rom_building_resource_timber_production	data/ui/campaign ui/effect_bundles/resource_positive.png	1	data/ui/campaign ui/effect_bundles/resource_negative.png
rom_building_resource_wine_production	data/ui/campaign ui/effect_bundles/resource_positive.png	1	data/ui/campaign ui/effect_bundles/resource_negative.png
rom_building_road	data/ui/campaign ui/effect_bundles/technology_positive.png	0	data/ui/campaign ui/effect_bundles/technology_positive.png
rom_building_sanitation	data/ui/campaign ui/effect_bundles/3c_squalor_green.png	30	data/ui/campaign ui/effect_bundles/growth_negative.png
rom_building_settlement_defences	data/ui/campaign ui/effect_bundles/seige_defence.png	201	data/ui/campaign ui/effect_bundles/seige_attack.png
rom_building_siege_holdout_time	data/ui/campaign ui/effect_bundles/settlement_ positive.png	202	data/ui/campaign ui/effect_bundles/settlement_negative.png
rom_building_slave_decrease_mod	data/ui/campaign ui/effect_bundles/slaves_positive.png	157	data/ui/campaign ui/effect_bundles/slaves_positive.png
rom_building_slave_gpd_mod	data/ui/campaign ui/effect_bundles/slaves_positive.png	155	data/ui/campaign ui/effect_bundles/slaves_negative.png
rom_building_slave_happiness_mod	data/ui/campaign ui/effect_bundles/slaves_negative.png	156	data/ui/campaign ui/effect_bundles/slaves_positive.png
rom_building_spy_availibility	data/ui/campaign ui/effect_bundles/spy_positive.png	999	data/ui/campaign ui/effect_bundles/spy_negative.png
rom_building_spy_cap	data/ui/campaign ui/effect_bundles/spy_positive.png	999	data/ui/campaign ui/effect_bundles/spy_negative.png
rom_building_squalor	data/ui/campaign ui/effect_bundles/3c_squalor_red.png	30	data/ui/campaign ui/effect_bundles/growth_positive.png
rom_building_tax_level	data/ui/campaign ui/effect_bundles/tax_growth_1.png	199	data/ui/campaign ui/effect_bundles/tax_growth_negative.png
rom_building_temp_ninja_cap	x	101	
rom_building_trade_route_sea_cap	data/ui/campaign ui/effect_bundles/trade_positive.png	0	data/ui/campaign ui/effect_bundles/trade_negative.png
rom_building_trade_route_value_mod_global	data/ui/campaign ui/effect_bundles/trade_positive.png	102	data/ui/campaign ui/effect_bundles/trade_negative.png
rom_building_trade_routes_all	data/ui/campaign ui/effect_bundles/trade_positive.png	0	data/ui/campaign ui/effect_bundles/trade_negative.png
rom_building_trade_routes_land	data/ui/campaign ui/effect_bundles/trade_positive.png	0	data/ui/campaign ui/effect_bundles/trade_negative.png
rom_building_trade_routes_sea	data/ui/campaign ui/effect_bundles/trade_positive.png	0	data/ui/campaign ui/effect_bundles/trade_negative.png
rom_building_trade_tariffs_all	data/ui/campaign ui/effect_bundles/trade_positive.png	180	data/ui/campaign ui/effect_bundles/trade_negative.png
rom_building_unit_equipment_ammo_bronze	data/ui/campaign ui/effect_bundles/archer_positive.png	201	data/ui/campaign ui/effect_bundles/archer_negative.png
rom_building_unit_equipment_ammo_gold	data/ui/campaign ui/effect_bundles/archer_positive.png	202	data/ui/campaign ui/effect_bundles/archer_negative.png
rom_building_unit_equipment_ammo_silver	data/ui/campaign ui/effect_bundles/archer_positive.png	203	data/ui/campaign ui/effect_bundles/archer_negative.png
rom_building_unit_equipment_armour_bronze	data/ui/campaign ui/effect_bundles/military_positive.png	204	data/ui/campaign ui/effect_bundles/military_negative.png
rom_building_unit_equipment_armour_gold	data/ui/campaign ui/effect_bundles/military_positive.png	205	data/ui/campaign ui/effect_bundles/military_negative.png
rom_building_unit_equipment_armour_silver	data/ui/campaign ui/effect_bundles/military_positive.png	206	data/ui/campaign ui/effect_bundles/military_negative.png
rom_building_unit_equipment_cavalry_horse_bonus_i	data/ui/campaign ui/effect_bundles/battle_movement_positive.png	207	data/ui/campaign ui/effect_bundles/battle_movement_negative.png
rom_building_unit_equipment_cavalry_horse_bonus_ii	data/ui/campaign ui/effect_bundles/battle_movement_positive.png	207	data/ui/campaign ui/effect_bundles/battle_movement_negative.png
rom_building_unit_equipment_cavalry_horse_bonus_iii	data/ui/campaign ui/effect_bundles/battle_movement_positive.png	207	data/ui/campaign ui/effect_bundles/battle_movement_negative.png
rom_building_unit_equipment_hull_health_bronze	data/ui/campaign ui/effect_bundles/navy_positive.png	208	data/ui/campaign ui/effect_bundles/navy_negative.png
rom_building_unit_equipment_hull_health_gold	data/ui/campaign ui/effect_bundles/navy_positive.png	209	data/ui/campaign ui/effect_bundles/navy_negative.png
rom_building_unit_equipment_hull_health_silver	data/ui/campaign ui/effect_bundles/navy_positive.png	210	data/ui/campaign ui/effect_bundles/navy_negative.png
rom_building_unit_equipment_shields_bronze	data/ui/campaign ui/effect_bundles/defence_positive.png	211	data/ui/campaign ui/effect_bundles/defence_negative.png
rom_building_unit_equipment_shields_gold	data/ui/campaign ui/effect_bundles/defence_positive.png	212	data/ui/campaign ui/effect_bundles/defence_negative.png
rom_building_unit_equipment_shields_silver	data/ui/campaign ui/effect_bundles/defence_positive.png	213	data/ui/campaign ui/effect_bundles/defence_negative.png
rom_building_unit_equipment_siege_bronze	data/ui/campaign ui/effect_bundles/artillery_positive.png	214	data/ui/campaign ui/effect_bundles/artillery_negative.png
rom_building_unit_equipment_siege_gold	data/ui/campaign ui/effect_bundles/artillery_positive.png	215	data/ui/campaign ui/effect_bundles/artillery_negative.png
rom_building_unit_equipment_siege_silver	data/ui/campaign ui/effect_bundles/artillery_positive.png	216	data/ui/campaign ui/effect_bundles/artillery_negative.png
rom_building_unit_equipment_weapon_bronze	data/ui/campaign ui/effect_bundles/melee_positive.png	217	data/ui/campaign ui/effect_bundles/melee_negative.png
rom_building_unit_equipment_weapon_gold	data/ui/campaign ui/effect_bundles/melee_positive.png	218	data/ui/campaign ui/effect_bundles/melee_negative.png
rom_building_unit_equipment_weapon_silver	data/ui/campaign ui/effect_bundles/melee_positive.png	219	data/ui/campaign ui/effect_bundles/melee_negative.png
rom_building_unit_experience_all	data/ui/campaign ui/effect_bundles/experience_positive.png	101	data/ui/campaign ui/effect_bundles/experience_negative.png
rom_building_unit_experience_auxiliary	data/ui/campaign ui/effect_bundles/experience_positive.png	101	data/ui/campaign ui/effect_bundles/experience_negative.png
rom_building_unit_experience_cavalry	data/ui/campaign ui/effect_bundles/experience_positive.png	101	data/ui/campaign ui/effect_bundles/experience_negative.png
rom_building_unit_experience_heavy_infantry	data/ui/campaign ui/effect_bundles/experience_positive.png	101	data/ui/campaign ui/effect_bundles/experience_negative.png
rom_building_unit_experience_infantry_roman	data/ui/campaign ui/effect_bundles/experience_positive.png	101	data/ui/campaign ui/effect_bundles/experience_negative.png
rom_building_unit_experience_light_infantry	data/ui/campaign ui/effect_bundles/experience_positive.png	101	data/ui/campaign ui/effect_bundles/experience_negative.png
rom_building_unit_experience_missile	data/ui/campaign ui/effect_bundles/experience_positive.png	101	data/ui/campaign ui/effect_bundles/experience_negative.png
rom_building_unit_experience_spear_infantry	data/ui/campaign ui/effect_bundles/experience_positive.png	101	data/ui/campaign ui/effect_bundles/experience_negative.png
rom_building_unit_training_accuracy_missile_cavalry	data/ui/campaign ui/effect_bundles/accuracy_positive.png	220	data/ui/campaign ui/effect_bundles/accuracy_negative.png
rom_building_unit_training_accuracy_ranged_all	data/ui/campaign ui/effect_bundles/accuracy_positive.png	220	data/ui/campaign ui/effect_bundles/accuracy_negative.png
rom_building_unit_training_accuracy_ranged_inf	data/ui/campaign ui/effect_bundles/accuracy_positive.png	220	data/ui/campaign ui/effect_bundles/accuracy_negative.png
rom_building_unit_training_attack_melee_cavalry	data/ui/campaign ui/effect_bundles/melee_positive.png	221	data/ui/campaign ui/effect_bundles/melee_negative.png
rom_building_unit_training_attack_melee_inf	data/ui/campaign ui/effect_bundles/melee_positive.png	222	data/ui/campaign ui/effect_bundles/melee_negative.png
rom_building_unit_training_charge_all_land	data/ui/campaign ui/effect_bundles/charge_positive.png	220	data/ui/campaign ui/effect_bundles/charge_negative.png
rom_building_unit_training_charge_cavalry	data/ui/campaign ui/effect_bundles/charge_positive.png	220	data/ui/campaign ui/effect_bundles/charge_negative.png
rom_building_unit_training_defence_melee_cavalry	data/ui/campaign ui/effect_bundles/defence_positive.png	213	data/ui/campaign ui/effect_bundles/defence_negative.png
rom_building_unit_training_defence_melee_inf	data/ui/campaign ui/effect_bundles/defence_positive.png	214	data/ui/campaign ui/effect_bundles/defence_negative.png
rom_building_unit_training_melee_attack_all	data/ui/campaign ui/effect_bundles/melee_positive.png	219	data/ui/campaign ui/effect_bundles/melee_negative.png
rom_building_unit_training_melee_defence_all	data/ui/campaign ui/effect_bundles/melee_positive.png	219	data/ui/campaign ui/effect_bundles/melee_negative.png
rom_building_unit_training_morale_all	data/ui/campaign ui/effect_bundles/morale_positive.png	215	data/ui/campaign ui/effect_bundles/morale_negative.png
rom_building_unit_training_morale_all_sea_hidden		0	
rom_building_unit_training_morale_cavalry	data/ui/campaign ui/effect_bundles/morale_positive.png	216	data/ui/campaign ui/effect_bundles/morale_negative.png
rom_building_unit_training_morale_light_inf_global	data/ui/campaign ui/effect_bundles/morale_positive.png	218	data/ui/campaign ui/effect_bundles/morale_negative.png
rom_building_unit_training_morale_melee_inf	data/ui/campaign ui/effect_bundles/morale_positive.png	217	data/ui/campaign ui/effect_bundles/morale_negative.png
