id	mission_key	option_key	value
35954	senate_eas_raise_fleet	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
35959	senate_eas_raise_fleet	VAR_MISSION_LENGTH_MOD_HARD	1.2
3596	senate_bri_recruit_dignitary	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
35969	senate_eas_raise_fleet	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
3597	senate_bri_recruit_dignitary	VAR_MISSION_LENGTH_ADDITIONAL_MAX	3
35971	senate_eas_raise_fleet	VAR_OBJECTIVE_NAVIES_ONLY	
35981	senate_eas_raise_fleet	CND_CAMPAIGN	main_rome
35990	senate_eas_raise_fleet	CND_FIRST_ROUND	12
35991	senate_eas_raise_fleet	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
35997	senate_eas_raise_fleet	CND_NAVY_CAP_FREE	
36002	senate_eas_raise_fleet	GEN_TARGET_REGION	
36003	senate_eas_raise_fleet	CND_FACTION	rom_parthia
36004	senate_eas_raise_fleet	CND_FACTION	rom_pontus
36005	senate_eas_raise_fleet	CND_ROUNDS_UNTIL_NEXT	24
36013	senate_eas_raise_fleet	GEN_CND_OWNS	
36018	senate_eas_raise_fleet	CND_MIN_FACTION_NEIGHBOUR_WAR	1
36021	senate_eas_raise_fleet	GEN_CND_REGION_ENEMY_NEIGHBOURS	
36031	senate_egy_muster_army	VAR_CHANCE	50
36036	senate_egy_muster_army	VAR_MISSION_LENGTH_MIN	2
3604	senate_bri_recruit_dignitary	VAR_MISSION_LENGTH_MOD_EASY	2.0
36044	senate_egy_muster_army	VAR_MISSION_LENGTH_MAX	4
36053	senate_egy_muster_army	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
36057	senate_egy_muster_army	VAR_MISSION_LENGTH_ADDITIONAL_MAX	4
36060	senate_egy_muster_army	VAR_MISSION_LENGTH_MOD_EASY	2.0
36065	senate_egy_muster_army	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
36067	senate_egy_muster_army	VAR_MISSION_LENGTH_MOD_HARD	1.2
36073	senate_egy_muster_army	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
36081	senate_egy_muster_army	VAR_OBJECTIVE_ARMIES_ONLY	
36087	senate_egy_muster_army	CND_CAMPAIGN	main_rome
36094	senate_egy_muster_army	CND_FIRST_ROUND	12
36100	senate_egy_muster_army	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
36101	senate_egy_muster_army	CND_ARMY_CAP_FREE	
36102	senate_egy_muster_army	GEN_TARGET_REGION	
36106	senate_egy_muster_army	CND_FACTION	rom_ptolemaics
36111	senate_egy_muster_army	CND_ROUNDS_UNTIL_NEXT	24
36112	senate_egy_muster_army	GEN_CND_OWNS	
36119	senate_egy_muster_army	CND_MIN_FACTION_NEIGHBOUR_WAR	1
3612	senate_bri_recruit_dignitary	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
36122	senate_egy_muster_army	GEN_CND_REGION_ENEMY_NEIGHBOURS	
36131	senate_egy_raise_fleet	VAR_CHANCE	50
36138	senate_egy_raise_fleet	VAR_MISSION_LENGTH_MIN	1
36145	senate_egy_raise_fleet	VAR_MISSION_LENGTH_MAX	2
36155	senate_egy_raise_fleet	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
36163	senate_egy_raise_fleet	VAR_MISSION_LENGTH_ADDITIONAL_MAX	1
36171	senate_egy_raise_fleet	VAR_MISSION_LENGTH_MOD_EASY	2.0
36178	senate_egy_raise_fleet	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
3618	senate_bri_recruit_dignitary	VAR_MISSION_LENGTH_MOD_HARD	1.2
36181	senate_egy_raise_fleet	VAR_MISSION_LENGTH_MOD_HARD	1.2
36190	senate_egy_raise_fleet	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
36196	senate_egy_raise_fleet	VAR_OBJECTIVE_NAVIES_ONLY	
36200	senate_egy_raise_fleet	CND_CAMPAIGN	main_rome
36203	senate_egy_raise_fleet	CND_FIRST_ROUND	12
36206	senate_egy_raise_fleet	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
36211	senate_egy_raise_fleet	CND_NAVY_CAP_FREE	
3622	senate_bri_recruit_dignitary	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
36220	senate_egy_raise_fleet	GEN_TARGET_REGION	
36224	senate_egy_raise_fleet	CND_FACTION	rom_ptolemaics
36232	senate_egy_raise_fleet	CND_ROUNDS_UNTIL_NEXT	24
36240	senate_egy_raise_fleet	GEN_CND_OWNS	
36248	senate_egy_raise_fleet	CND_MIN_FACTION_NEIGHBOUR_WAR	1
36256	senate_egy_raise_fleet	GEN_CND_REGION_ENEMY_NEIGHBOURS	
3626	senate_bri_recruit_dignitary	VAR_OBJECTIVE_AGENT	dignitary
36262	senate_hel_muster_army	VAR_CHANCE	50
36263	senate_hel_muster_army	VAR_MISSION_LENGTH_MIN	2
36268	senate_hel_muster_army	VAR_MISSION_LENGTH_MAX	4
36274	senate_hel_muster_army	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
36284	senate_hel_muster_army	VAR_MISSION_LENGTH_ADDITIONAL_MAX	4
36291	senate_hel_muster_army	VAR_MISSION_LENGTH_MOD_EASY	2.0
36294	senate_hel_muster_army	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
3630	senate_bri_recruit_dignitary	CND_CAMPAIGN	main_rome
36301	senate_hel_muster_army	VAR_MISSION_LENGTH_MOD_HARD	1.2
36303	senate_hel_muster_army	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
36308	senate_hel_muster_army	VAR_OBJECTIVE_ARMIES_ONLY	
36311	senate_hel_muster_army	CND_CAMPAIGN	main_rome
36319	senate_hel_muster_army	CND_FIRST_ROUND	12
36326	senate_hel_muster_army	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
36330	senate_hel_muster_army	CND_ARMY_CAP_FREE	
36336	senate_hel_muster_army	GEN_TARGET_REGION	
36337	senate_hel_muster_army	CND_FACTION	rom_epirus
3634	senate_bri_recruit_dignitary	CND_FIRST_ROUND	8
36344	senate_hel_muster_army	CND_FACTION	rom_athens
36353	senate_hel_muster_army	CND_ROUNDS_UNTIL_NEXT	24
36359	senate_hel_muster_army	GEN_CND_OWNS	
36368	senate_hel_muster_army	CND_MIN_FACTION_NEIGHBOUR_WAR	1
36377	senate_hel_muster_army	GEN_CND_REGION_ENEMY_NEIGHBOURS	
36382	senate_hel_raise_fleet	VAR_CHANCE	50
36387	senate_hel_raise_fleet	VAR_MISSION_LENGTH_MIN	1
36397	senate_hel_raise_fleet	VAR_MISSION_LENGTH_MAX	2
36401	senate_hel_raise_fleet	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
36403	senate_hel_raise_fleet	VAR_MISSION_LENGTH_ADDITIONAL_MAX	1
36407	senate_hel_raise_fleet	VAR_MISSION_LENGTH_MOD_EASY	2.0
36414	senate_hel_raise_fleet	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
36415	senate_hel_raise_fleet	VAR_MISSION_LENGTH_MOD_HARD	1.2
36423	senate_hel_raise_fleet	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
3643	senate_bri_recruit_dignitary	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
36430	senate_hel_raise_fleet	VAR_OBJECTIVE_NAVIES_ONLY	
36440	senate_hel_raise_fleet	CND_CAMPAIGN	main_rome
36443	senate_hel_raise_fleet	CND_FIRST_ROUND	12
36449	senate_hel_raise_fleet	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
3645	senate_bri_recruit_dignitary	GEN_TARGET_NONE	
36454	senate_hel_raise_fleet	CND_NAVY_CAP_FREE	
36460	senate_hel_raise_fleet	GEN_TARGET_REGION	
36465	senate_hel_raise_fleet	CND_FACTION	rom_epirus
3647	senate_bri_recruit_dignitary	CND_FACTION	rom_iceni
36470	senate_hel_raise_fleet	CND_FACTION	rom_athens
36478	senate_hel_raise_fleet	CND_ROUNDS_UNTIL_NEXT	24
36487	senate_hel_raise_fleet	GEN_CND_OWNS	
36489	senate_hel_raise_fleet	CND_MIN_FACTION_NEIGHBOUR_WAR	1
36495	senate_hel_raise_fleet	GEN_CND_REGION_ENEMY_NEIGHBOURS	
36504	senate_mac_muster_army	VAR_CHANCE	50
36506	senate_mac_muster_army	VAR_MISSION_LENGTH_MIN	2
36507	senate_mac_muster_army	VAR_MISSION_LENGTH_MAX	4
36517	senate_mac_muster_army	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
36522	senate_mac_muster_army	VAR_MISSION_LENGTH_ADDITIONAL_MAX	4
36531	senate_mac_muster_army	VAR_MISSION_LENGTH_MOD_EASY	2.0
36532	senate_mac_muster_army	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
36538	senate_mac_muster_army	VAR_MISSION_LENGTH_MOD_HARD	1.2
36542	senate_mac_muster_army	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
36546	senate_mac_muster_army	VAR_OBJECTIVE_ARMIES_ONLY	
36547	senate_mac_muster_army	CND_CAMPAIGN	main_rome
36556	senate_mac_muster_army	CND_FIRST_ROUND	12
36560	senate_mac_muster_army	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
36569	senate_mac_muster_army	CND_ARMY_CAP_FREE	
3657	senate_bri_recruit_dignitary	CND_NOT_HAS_AGENT	dignitary
36573	senate_mac_muster_army	GEN_TARGET_REGION	
36581	senate_mac_muster_army	CND_FACTION	rom_macedon
36583	senate_mac_muster_army	CND_ROUNDS_UNTIL_NEXT	24
36585	senate_mac_muster_army	GEN_CND_OWNS	
36586	senate_mac_muster_army	CND_MIN_FACTION_NEIGHBOUR_WAR	1
36595	senate_mac_muster_army	GEN_CND_REGION_ENEMY_NEIGHBOURS	
36602	senate_mac_raise_fleet	VAR_CHANCE	50
36605	senate_mac_raise_fleet	VAR_MISSION_LENGTH_MIN	1
36608	senate_mac_raise_fleet	VAR_MISSION_LENGTH_MAX	2
36616	senate_mac_raise_fleet	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
36619	senate_mac_raise_fleet	VAR_MISSION_LENGTH_ADDITIONAL_MAX	1
36624	senate_mac_raise_fleet	VAR_MISSION_LENGTH_MOD_EASY	2.0
36634	senate_mac_raise_fleet	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
36641	senate_mac_raise_fleet	VAR_MISSION_LENGTH_MOD_HARD	1.2
36646	senate_mac_raise_fleet	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
36656	senate_mac_raise_fleet	VAR_OBJECTIVE_NAVIES_ONLY	
3666	senate_bri_recruit_dignitary	CND_TECHNOLOGY_RESEARCHED	rom_briton_civil_tribal_council_cupellation_furnace
36665	senate_mac_raise_fleet	CND_CAMPAIGN	main_rome
36671	senate_mac_raise_fleet	CND_FIRST_ROUND	12
36678	senate_mac_raise_fleet	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
36685	senate_mac_raise_fleet	CND_NAVY_CAP_FREE	
36689	senate_mac_raise_fleet	GEN_TARGET_REGION	
3669	senate_bri_recruit_dignitary	CND_ROUNDS_UNTIL_NEXT	24
36696	senate_mac_raise_fleet	CND_FACTION	rom_macedon
36703	senate_mac_raise_fleet	CND_ROUNDS_UNTIL_NEXT	24
36704	senate_mac_raise_fleet	GEN_CND_OWNS	
36706	senate_mac_raise_fleet	CND_MIN_FACTION_NEIGHBOUR_WAR	1
36709	senate_mac_raise_fleet	GEN_CND_REGION_ENEMY_NEIGHBOURS	
36713	senate_med_military_might	VAR_CHANCE	50
3672	senate_bri_recruit_spy	VAR_CHANCE	50
36721	senate_med_military_might	VAR_MISSION_LENGTH_MIN	4
36726	senate_med_military_might	VAR_MISSION_LENGTH_MAX	4
36735	senate_med_military_might	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
36745	senate_med_military_might	VAR_MISSION_LENGTH_ADDITIONAL_MAX	4
36749	senate_med_military_might	VAR_MISSION_LENGTH_MOD_EASY	2.0
36756	senate_med_military_might	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
36764	senate_med_military_might	VAR_MISSION_LENGTH_MOD_HARD	1.2
36766	senate_med_military_might	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
36776	senate_med_military_might	VAR_OBJECTIVE_ARMIES_ONLY	
36783	senate_med_military_might	CND_CAMPAIGN	main_rome
36787	senate_med_military_might	CND_FIRST_ROUND	12
36793	senate_med_military_might	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
36799	senate_med_military_might	CND_ARMY_CAP_FREE	
36807	senate_med_military_might	CND_MIN_FAME	40
36815	senate_med_military_might	CND_MAX_FORCE_COUNT	8
36816	senate_med_military_might	GEN_TARGET_NONE	
3682	senate_bri_recruit_spy	VAR_MISSION_LENGTH_MIN	1
36823	senate_med_military_might	CND_FACTION	rom_macedon
36830	senate_med_military_might	CND_FACTION	rom_sparta
36834	senate_med_military_might	CND_ROUNDS_UNTIL_NEXT	24
36837	senate_med_naval_supremacy	CND_FACTION	rom_epirus
36839	senate_med_naval_supremacy	CND_FACTION	rom_carthage
36841	senate_med_naval_supremacy	VAR_CHANCE	50
36849	senate_med_naval_supremacy	VAR_MISSION_LENGTH_MIN	2
36852	senate_med_naval_supremacy	VAR_MISSION_LENGTH_MAX	4
36853	senate_med_naval_supremacy	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
36857	senate_med_naval_supremacy	VAR_MISSION_LENGTH_ADDITIONAL_MAX	4
36862	senate_med_naval_supremacy	VAR_MISSION_LENGTH_MOD_EASY	2.0
36867	senate_med_naval_supremacy	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
36877	senate_med_naval_supremacy	VAR_MISSION_LENGTH_MOD_HARD	1.2
36883	senate_med_naval_supremacy	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
3689	senate_bri_recruit_spy	VAR_MISSION_LENGTH_MAX	2
36892	senate_med_naval_supremacy	VAR_OBJECTIVE_NAVIES_ONLY	
36901	senate_med_naval_supremacy	CND_CAMPAIGN	main_rome
36902	senate_med_naval_supremacy	CND_FIRST_ROUND	12
36906	senate_med_naval_supremacy	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
36911	senate_med_naval_supremacy	CND_NAVY_CAP_FREE	
36915	senate_med_naval_supremacy	CND_MIN_FAME	40
3692	senate_bri_recruit_spy	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
36921	senate_med_naval_supremacy	CND_MAX_FORCE_COUNT	6
36922	senate_med_naval_supremacy	GEN_TARGET_NONE	
36929	senate_med_naval_supremacy	CND_FACTION	rom_macedon
36936	senate_med_naval_supremacy	CND_FACTION	rom_sparta
36945	senate_med_naval_supremacy	CND_FACTION	rom_athens
36955	senate_med_naval_supremacy	CND_ROUNDS_UNTIL_NEXT	24
36957	senate_rom_muster_army	VAR_CHANCE	50
36966	senate_rom_muster_army	VAR_MISSION_LENGTH_MIN	2
36975	senate_rom_muster_army	VAR_MISSION_LENGTH_MAX	4
36978	senate_rom_muster_army	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
3698	senate_bri_recruit_spy	VAR_MISSION_LENGTH_ADDITIONAL_MAX	3
36984	senate_rom_muster_army	VAR_MISSION_LENGTH_ADDITIONAL_MAX	4
36989	senate_rom_muster_army	VAR_MISSION_LENGTH_MOD_EASY	2.0
36995	senate_rom_muster_army	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
37	senate_bar_research_civil_construction	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
370	senate_bar_research_military_management	VAR_CHANCE	5000
37000	senate_rom_muster_army	VAR_MISSION_LENGTH_MOD_HARD	1.2
37003	senate_rom_muster_army	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
37009	senate_rom_muster_army	VAR_OBJECTIVE_ARMIES_ONLY	
37011	senate_rom_muster_army	CND_CAMPAIGN	main_rome
37017	senate_rom_muster_army	CND_FIRST_ROUND	12
37024	senate_rom_muster_army	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
37032	senate_rom_muster_army	CND_ARMY_CAP_FREE	
37041	senate_rom_muster_army	GEN_TARGET_REGION	
3705	senate_bri_recruit_spy	VAR_MISSION_LENGTH_MOD_EASY	2.0
37051	senate_rom_muster_army	CND_RELIGION	rom_religion_latin
37059	senate_rom_muster_army	CND_ROUNDS_UNTIL_NEXT	24
37065	senate_rom_muster_army	GEN_CND_OWNS	
37073	senate_rom_muster_army	CND_MIN_FACTION_NEIGHBOUR_WAR	1
37082	senate_rom_muster_army	GEN_CND_REGION_ENEMY_NEIGHBOURS	
37084	senate_rom_military_might	VAR_CHANCE	50
37088	senate_rom_military_might	VAR_MISSION_LENGTH_MIN	4
37092	senate_rom_military_might	VAR_MISSION_LENGTH_MAX	4
37098	senate_rom_military_might	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
3710	senate_bri_recruit_spy	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
37104	senate_rom_military_might	VAR_MISSION_LENGTH_ADDITIONAL_MAX	4
37113	senate_rom_military_might	VAR_MISSION_LENGTH_MOD_EASY	2.0
37123	senate_rom_military_might	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
37133	senate_rom_military_might	VAR_MISSION_LENGTH_MOD_HARD	1.2
37143	senate_rom_military_might	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
37147	senate_rom_military_might	VAR_OBJECTIVE_ARMIES_ONLY	
37156	senate_rom_military_might	CND_CAMPAIGN	main_rome
37159	senate_rom_military_might	CND_FIRST_ROUND	12
37167	senate_rom_military_might	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
37177	senate_rom_military_might	CND_ARMY_CAP_FREE	
3718	senate_bri_recruit_spy	VAR_MISSION_LENGTH_MOD_HARD	1.2
37184	senate_rom_military_might	CND_MIN_FAME	40
37194	senate_rom_military_might	CND_MAX_FORCE_COUNT	8
37202	senate_rom_military_might	GEN_TARGET_NONE	
37210	senate_rom_military_might	CND_RELIGION	rom_religion_latin
37220	senate_rom_military_might	CND_ROUNDS_UNTIL_NEXT	24
37227	senate_rom_raise_fleet	VAR_CHANCE	50
37229	senate_rom_raise_fleet	VAR_MISSION_LENGTH_MIN	1
37232	senate_rom_raise_fleet	VAR_MISSION_LENGTH_MAX	2
37237	senate_rom_raise_fleet	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
37245	senate_rom_raise_fleet	VAR_MISSION_LENGTH_ADDITIONAL_MAX	1
3725	senate_bri_recruit_spy	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
37251	senate_rom_raise_fleet	VAR_MISSION_LENGTH_MOD_EASY	2.0
37258	senate_rom_raise_fleet	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
37265	senate_rom_raise_fleet	VAR_MISSION_LENGTH_MOD_HARD	1.2
37273	senate_rom_raise_fleet	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
37279	senate_rom_raise_fleet	VAR_OBJECTIVE_NAVIES_ONLY	
37288	senate_rom_raise_fleet	CND_CAMPAIGN	main_rome
37296	senate_rom_raise_fleet	CND_FIRST_ROUND	12
37306	senate_rom_raise_fleet	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
37314	senate_rom_raise_fleet	CND_NAVY_CAP_FREE	
37322	senate_rom_raise_fleet	GEN_TARGET_REGION	
37326	senate_rom_raise_fleet	CND_RELIGION	rom_religion_latin
37327	senate_rom_raise_fleet	CND_ROUNDS_UNTIL_NEXT	24
3733	senate_bri_recruit_spy	VAR_OBJECTIVE_AGENT	spy
37337	senate_rom_raise_fleet	GEN_CND_OWNS	
37338	senate_rom_raise_fleet	CND_MIN_FACTION_NEIGHBOUR_WAR	1
37341	senate_rom_raise_fleet	GEN_CND_REGION_ENEMY_NEIGHBOURS	
37348	senate_rom_naval_supremacy	VAR_CHANCE	50
37353	senate_rom_naval_supremacy	VAR_MISSION_LENGTH_MIN	2
37356	senate_rom_naval_supremacy	VAR_MISSION_LENGTH_MAX	4
37361	senate_rom_naval_supremacy	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
37371	senate_rom_naval_supremacy	VAR_MISSION_LENGTH_ADDITIONAL_MAX	4
37373	senate_rom_naval_supremacy	VAR_MISSION_LENGTH_MOD_EASY	2.0
37375	senate_rom_naval_supremacy	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
37385	senate_rom_naval_supremacy	VAR_MISSION_LENGTH_MOD_HARD	1.2
37386	senate_rom_naval_supremacy	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
37391	senate_rom_naval_supremacy	VAR_OBJECTIVE_NAVIES_ONLY	
37394	senate_rom_naval_supremacy	CND_CAMPAIGN	main_rome
37397	senate_rom_naval_supremacy	CND_FIRST_ROUND	12
37399	senate_rom_naval_supremacy	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
3740	senate_bri_recruit_spy	CND_CAMPAIGN	main_rome
37403	senate_rom_naval_supremacy	CND_NAVY_CAP_FREE	
37405	senate_rom_naval_supremacy	CND_MIN_FAME	40
37406	senate_rom_naval_supremacy	CND_MAX_FORCE_COUNT	6
37413	senate_rom_naval_supremacy	GEN_TARGET_NONE	
37418	senate_rom_naval_supremacy	CND_RELIGION	rom_religion_latin
37427	senate_rom_naval_supremacy	CND_ROUNDS_UNTIL_NEXT	24
3743	senate_bri_recruit_spy	CND_FIRST_ROUND	4
37431	senate_spa_muster_army	VAR_CHANCE	50
37441	senate_spa_muster_army	VAR_MISSION_LENGTH_MIN	2
37448	senate_spa_muster_army	VAR_MISSION_LENGTH_MAX	4
37451	senate_spa_muster_army	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
37455	senate_spa_muster_army	VAR_MISSION_LENGTH_ADDITIONAL_MAX	4
37463	senate_spa_muster_army	VAR_MISSION_LENGTH_MOD_EASY	2.0
37464	senate_spa_muster_army	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
37467	senate_spa_muster_army	VAR_MISSION_LENGTH_MOD_HARD	1.2
37472	senate_spa_muster_army	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
37482	senate_spa_muster_army	VAR_OBJECTIVE_ARMIES_ONLY	
37487	senate_spa_muster_army	CND_CAMPAIGN	main_rome
37495	senate_spa_muster_army	CND_FIRST_ROUND	12
37498	senate_spa_muster_army	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
37506	senate_spa_muster_army	CND_ARMY_CAP_FREE	
3751	senate_bri_recruit_spy	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
37514	senate_spa_muster_army	GEN_TARGET_REGION	
37521	senate_spa_muster_army	CND_FACTION	rom_sparta
37522	senate_spa_muster_army	CND_ROUNDS_UNTIL_NEXT	24
37523	senate_spa_muster_army	GEN_CND_OWNS	
37530	senate_spa_muster_army	CND_MIN_FACTION_NEIGHBOUR_WAR	1
37531	senate_spa_muster_army	GEN_CND_REGION_ENEMY_NEIGHBOURS	
37533	senate_spa_raise_fleet	VAR_CHANCE	50
3754	senate_bri_recruit_spy	GEN_TARGET_NONE	
37540	senate_spa_raise_fleet	VAR_MISSION_LENGTH_MIN	1
37549	senate_spa_raise_fleet	VAR_MISSION_LENGTH_MAX	2
37555	senate_spa_raise_fleet	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
37562	senate_spa_raise_fleet	VAR_MISSION_LENGTH_ADDITIONAL_MAX	1
37571	senate_spa_raise_fleet	VAR_MISSION_LENGTH_MOD_EASY	2.0
37579	senate_spa_raise_fleet	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
37586	senate_spa_raise_fleet	VAR_MISSION_LENGTH_MOD_HARD	1.2
37590	senate_spa_raise_fleet	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
37591	senate_spa_raise_fleet	VAR_OBJECTIVE_NAVIES_ONLY	
37600	senate_spa_raise_fleet	CND_CAMPAIGN	main_rome
37607	senate_spa_raise_fleet	CND_FIRST_ROUND	12
37612	senate_spa_raise_fleet	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
37614	senate_spa_raise_fleet	CND_NAVY_CAP_FREE	
37616	senate_spa_raise_fleet	GEN_TARGET_REGION	
37619	senate_spa_raise_fleet	CND_FACTION	rom_sparta
37629	senate_spa_raise_fleet	CND_ROUNDS_UNTIL_NEXT	24
3763	senate_bri_recruit_spy	CND_FACTION	rom_iceni
37636	senate_spa_raise_fleet	GEN_CND_OWNS	
37639	senate_spa_raise_fleet	CND_MIN_FACTION_NEIGHBOUR_WAR	1
37644	senate_spa_raise_fleet	GEN_CND_REGION_ENEMY_NEIGHBOURS	
37645	senate_bar_protect_lands	VAR_CHANCE	50
37650	senate_bar_protect_lands	VAR_MISSION_LENGTH_MIN	2
37658	senate_bar_protect_lands	VAR_MISSION_LENGTH_MAX	4
37663	senate_bar_protect_lands	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
37665	senate_bar_protect_lands	VAR_MISSION_LENGTH_ADDITIONAL_MAX	4
37675	senate_bar_protect_lands	VAR_MISSION_LENGTH_MOD_EASY	2.0
3768	senate_bri_recruit_spy	CND_NOT_HAS_AGENT	spy
37685	senate_bar_protect_lands	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
37693	senate_bar_protect_lands	VAR_MISSION_LENGTH_MOD_HARD	1.2
37699	senate_bar_protect_lands	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
37703	senate_bar_protect_lands	VAR_OBJECTIVE_ARMIES_ONLY	
37705	senate_bar_protect_lands	CND_CAMPAIGN	main_rome
37708	senate_bar_protect_lands	CND_FIRST_ROUND	12
37715	senate_bar_protect_lands	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
37721	senate_bar_protect_lands	CND_ARMY_CAP_FREE	
37731	senate_bar_protect_lands	GEN_TARGET_REGION	
3774	senate_bri_recruit_spy	CND_ROUNDS_UNTIL_NEXT	24
37742	senate_bar_protect_lands	CND_ROUNDS_UNTIL_NEXT	24
37749	senate_bar_protect_lands	GEN_CND_OWNS	
37759	senate_bar_protect_lands	CND_MIN_WAR	1
37768	senate_bar_protect_lands	GEN_CND_NOT_FORCE_IN_PROVINCE	
3777	senate_car_recruit_champion	VAR_CHANCE	50
37774	senate_bar_protect_lands	CND_ENEMY_ARMY_IN_REGION	
37777	senate_bar_protect_lands	GEN_CND_REGION_ENEMY_NEIGHBOURS	
37783	senate_civ_protect_lands	VAR_CHANCE	50
3779	senate_car_recruit_champion	VAR_MISSION_LENGTH_MIN	1
37790	senate_civ_protect_lands	VAR_MISSION_LENGTH_MIN	2
37797	senate_civ_protect_lands	VAR_MISSION_LENGTH_MAX	4
37807	senate_civ_protect_lands	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
37813	senate_civ_protect_lands	VAR_MISSION_LENGTH_ADDITIONAL_MAX	4
3782	senate_car_recruit_champion	VAR_MISSION_LENGTH_MAX	2
37822	senate_civ_protect_lands	VAR_MISSION_LENGTH_MOD_EASY	2.0
37831	senate_civ_protect_lands	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
37832	senate_civ_protect_lands	VAR_MISSION_LENGTH_MOD_HARD	1.2
37840	senate_civ_protect_lands	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
37849	senate_civ_protect_lands	VAR_OBJECTIVE_ARMIES_ONLY	
37857	senate_civ_protect_lands	CND_CAMPAIGN	main_rome
37864	senate_civ_protect_lands	CND_FIRST_ROUND	12
37865	senate_civ_protect_lands	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
37869	senate_civ_protect_lands	CND_ARMY_CAP_FREE	
37873	senate_civ_protect_lands	GEN_TARGET_REGION	
