culture_key	faction_key	subculture_key	unit_key
	emp_raeti		Cel_Spear_Nobles
	emp_vindelici		Cel_Spear_Nobles
	gaul_aedui		Cel_Spear_Nobles
	gaul_allobroges		Cel_Spear_Nobles
	gaul_arverni		Cel_Spear_Nobles
	gaul_arverni_civil_war		Cel_Spear_Nobles
	gaul_arverni_secession		Cel_Spear_Nobles
	gaul_atrebates		Cel_Spear_Nobles
	gaul_bituriges		Cel_Spear_Nobles
	gaul_cadurci		Cel_Spear_Nobles
	gaul_carnutes		Cel_Spear_Nobles
	gaul_cenomani		Cel_Spear_Nobles
	gaul_helvetii		Cel_Spear_Nobles
	gaul_lemovices		Cel_Spear_Nobles
	gaul_lexovii		Cel_Spear_Nobles
	gaul_mandubii		Cel_Spear_Nobles
	gaul_namnetes		Cel_Spear_Nobles
	gaul_osismii		Cel_Spear_Nobles
	gaul_pictones		Cel_Spear_Nobles
	gaul_raurici		Cel_Spear_Nobles
	gaul_rebel_celt		Cel_Spear_Nobles
	gaul_rebel_gaul		Cel_Spear_Nobles
	gaul_redones		Cel_Spear_Nobles
	gaul_ruteni		Cel_Spear_Nobles
	gaul_santones		Cel_Spear_Nobles
	gaul_senones		Cel_Spear_Nobles
	gaul_sequani		Cel_Spear_Nobles
	gaul_suessiones		Cel_Spear_Nobles
	gaul_treverii		Cel_Spear_Nobles
	gaul_tulingi		Cel_Spear_Nobles
	gaul_turones		Cel_Spear_Nobles
	gaul_unelli		Cel_Spear_Nobles
	gaul_veneti		Cel_Spear_Nobles
	gaul_vivisci		Cel_Spear_Nobles
	gaul_vocontii		Cel_Spear_Nobles
	gaul_volcae		Cel_Spear_Nobles
	pro_gaul		Cel_Spear_Nobles
	pun_allobroges		Cel_Spear_Nobles
	pun_insubres		Cel_Spear_Nobles
	pun_liguria		Cel_Spear_Nobles
	pun_veneti		Cel_Spear_Nobles
	pun_volcae		Cel_Spear_Nobles
	rom_aedui		Cel_Spear_Nobles
	rom_arverni		Cel_Spear_Nobles
	rom_arverni_civil_war		Cel_Spear_Nobles
	rom_arverni_secession		Cel_Spear_Nobles
	rom_carnutes		Cel_Spear_Nobles
	rom_helvetii		Cel_Spear_Nobles
	rom_insubres		Cel_Spear_Nobles
	rom_liguria		Cel_Spear_Nobles
	rom_namnetes		Cel_Spear_Nobles
	rom_nori		Cel_Spear_Nobles
	rom_pictones		Cel_Spear_Nobles
	rom_raeti		Cel_Spear_Nobles
	rom_sequani		Cel_Spear_Nobles
	rom_treverii		Cel_Spear_Nobles
	rom_veneti		Cel_Spear_Nobles
	rom_vivisci		Cel_Spear_Nobles
	rom_volcae		Cel_Spear_Nobles
	gaul_rome		CiG_Rom_Legatus
	gaul_rebel_latin		CiG_Rom_Vet_Legionaries_Lft_Aft
	gaul_rome		CiG_Rom_Vet_Legionaries_Lft_Aft
	gaul_rebel_latin		CiG_Rom_Vet_Legionaries
	gaul_rome		CiG_Rom_Vet_Legionaries
	emp_dacia		Dac_Falxmen_Raider
	emp_dacia_civil_war		Dac_Falxmen_Raider
	emp_dacia_secession		Dac_Falxmen_Raider
	emp_rebel_dacian		Dac_Falxmen_Raider
	rom_biephi		Dac_Falxmen_Raider
	rom_getae		Dac_Falxmen_Raider
	rom_getae_civil_war		Dac_Falxmen_Raider
	rom_getae_secession		Dac_Falxmen_Raider
	rom_rebel_dacian		Dac_Falxmen_Raider
	emp_dacia		Dac_Noble_Horsemen
	emp_dacia_civil_war		Dac_Noble_Horsemen
	emp_dacia_secession		Dac_Noble_Horsemen
	emp_rebel_dacian		Dac_Noble_Horsemen
	rom_biephi		Dac_Noble_Horsemen
	rom_getae		Dac_Noble_Horsemen
	rom_getae_civil_war		Dac_Noble_Horsemen
	rom_getae_secession		Dac_Noble_Horsemen
	rom_rebel_dacian		Dac_Noble_Horsemen
	emp_dacia		Dac_Noble_Spears
	emp_dacia_civil_war		Dac_Noble_Spears
	emp_dacia_secession		Dac_Noble_Spears
	emp_rebel_dacian		Dac_Noble_Spears
	rom_biephi		Dac_Noble_Spears
	rom_getae		Dac_Noble_Spears
	rom_getae_civil_war		Dac_Noble_Spears
	rom_getae_secession		Dac_Noble_Spears
	rom_rebel_dacian		Dac_Noble_Spears
	emp_dacia		Dac_Noble_Swords
	emp_dacia_civil_war		Dac_Noble_Swords
	emp_dacia_secession		Dac_Noble_Swords
	rom_biephi		Dac_Noble_Swords
	rom_getae		Dac_Noble_Swords
	rom_getae_civil_war		Dac_Noble_Swords
	rom_getae_secession		Dac_Noble_Swords
	emp_ardhan		Eas_Archers_Five_Dbl_Scorpio
	emp_armenia		Eas_Archers_Five_Dbl_Scorpio
	emp_armenia_civil_war		Eas_Archers_Five_Dbl_Scorpio
	emp_armenia_secession		Eas_Archers_Five_Dbl_Scorpio
	emp_cappadocia		Eas_Archers_Five_Dbl_Scorpio
	emp_kartli		Eas_Archers_Five_Dbl_Scorpio
	emp_media_atropatene		Eas_Archers_Five_Dbl_Scorpio
	emp_rebel_eastern		Eas_Archers_Five_Dbl_Scorpio
	rom_ardhan		Eas_Archers_Five_Dbl_Scorpio
	rom_armenia		Eas_Archers_Five_Dbl_Scorpio
	rom_armenia_civil_war		Eas_Archers_Five_Dbl_Scorpio
	rom_armenia_secession		Eas_Archers_Five_Dbl_Scorpio
	rom_bithynia		Eas_Archers_Five_Dbl_Scorpio
	rom_cappadocia		Eas_Archers_Five_Dbl_Scorpio
	rom_colchis		Eas_Archers_Five_Dbl_Scorpio
	rom_colchis_civil_war		Eas_Archers_Five_Dbl_Scorpio
	rom_colchis_secession		Eas_Archers_Five_Dbl_Scorpio
	rom_kartli		Eas_Archers_Five_Dbl_Scorpio
	rom_media_atropatene		Eas_Archers_Five_Dbl_Scorpio
	rom_rebel_eastern		Eas_Archers_Five_Dbl_Scorpio
	emp_pontus		Eas_Archers_Five_Lft_Bow
	rom_pontus		Eas_Archers_Five_Lft_Bow
	rom_pontus_civil_war		Eas_Archers_Five_Lft_Bow
	rom_pontus_secession		Eas_Archers_Five_Lft_Bow
	emp_ardhan		Eas_Axemen
	rom_ardhan		Eas_Axemen
	emp_ardhan		Eas_Ballista_Five
	emp_armenia		Eas_Ballista_Five
	emp_armenia_civil_war		Eas_Ballista_Five
	emp_armenia_secession		Eas_Ballista_Five
	emp_cappadocia		Eas_Ballista_Five
	emp_characene		Eas_Ballista_Five
	emp_kartli		Eas_Ballista_Five
	emp_media_atropatene		Eas_Ballista_Five
	emp_palmyra		Eas_Ballista_Five
	emp_parthia		Eas_Ballista_Five
	emp_parthia_civil_war		Eas_Ballista_Five
	emp_parthia_secession		Eas_Ballista_Five
	emp_rebel_eastern		Eas_Ballista_Five
	rom_ardhan		Eas_Ballista_Five
	rom_armenia		Eas_Ballista_Five
	rom_armenia_civil_war		Eas_Ballista_Five
	rom_armenia_secession		Eas_Ballista_Five
	rom_bithynia		Eas_Ballista_Five
	rom_cappadocia		Eas_Ballista_Five
	rom_colchis		Eas_Ballista_Five
	rom_colchis_civil_war		Eas_Ballista_Five
	rom_colchis_secession		Eas_Ballista_Five
	rom_kartli		Eas_Ballista_Five
	rom_media_atropatene		Eas_Ballista_Five
	rom_parthia		Eas_Ballista_Five
	rom_parthia_civil_war		Eas_Ballista_Five
	rom_parthia_secession		Eas_Ballista_Five
	rom_rebel_eastern		Eas_Ballista_Five
	rom_bithynia		Eas_Bithynian_Infantry
	emp_cappadocia		Eas_Cappadocian_Cav
	rom_cappadocia		Eas_Cappadocian_Cav
	emp_characene		Eas_Elite_Archers_Six_Lft_Aft
	emp_palmyra		Eas_Elite_Archers_Six_Lft_Aft
	emp_parthia		Eas_Elite_Archers_Six_Lft_Aft
	emp_parthia_civil_war		Eas_Elite_Archers_Six_Lft_Aft
	emp_parthia_secession		Eas_Elite_Archers_Six_Lft_Aft
	rom_parthia		Eas_Elite_Archers_Six_Lft_Aft
	rom_parthia_civil_war		Eas_Elite_Archers_Six_Lft_Aft
	rom_parthia_secession		Eas_Elite_Archers_Six_Lft_Aft
	emp_media_atropatene		Eas_Elite_Persian_Archers
	rom_media_atropatene		Eas_Elite_Persian_Archers
	emp_pontus		Eas_Hillmen_Four
	rom_pontus		Eas_Hillmen_Four
	rom_pontus_civil_war		Eas_Hillmen_Four
	rom_pontus_secession		Eas_Hillmen_Four
	emp_kartli		Eas_Kartli_Axemen
	rom_kartli		Eas_Kartli_Axemen
	emp_drangiana		Eas_Median_Cav
	emp_paradene		Eas_Median_Cav
	emp_persia		Eas_Median_Cav
	rom_arachosia		Eas_Median_Cav
	rom_aria		Eas_Median_Cav
	rom_drangiana		Eas_Median_Cav
	rom_media		Eas_Median_Cav
	rom_parthava		Eas_Median_Cav
	rom_persia		Eas_Median_Cav
	rom_sagartia		Eas_Median_Cav
	emp_ardhan		Eas_Noble_Blood_Cav
	emp_kartli		Eas_Noble_Blood_Cav
	emp_rebel_eastern		Eas_Noble_Blood_Cav
	rom_ardhan		Eas_Noble_Blood_Cav
	rom_bithynia		Eas_Noble_Blood_Cav
	rom_kartli		Eas_Noble_Blood_Cav
	rom_rebel_eastern		Eas_Noble_Blood_Cav
	emp_characene		Eas_Noble_Horse_Archers
	emp_palmyra		Eas_Noble_Horse_Archers
	emp_parthia		Eas_Noble_Horse_Archers
	emp_parthia_civil_war		Eas_Noble_Horse_Archers
	emp_parthia_secession		Eas_Noble_Horse_Archers
	rom_parthia		Eas_Noble_Horse_Archers
	rom_parthia_civil_war		Eas_Noble_Horse_Archers
	rom_parthia_secession		Eas_Noble_Horse_Archers
	emp_armenia		Eas_Noble_Spear
	emp_armenia_civil_war		Eas_Noble_Spear
	emp_armenia_secession		Eas_Noble_Spear
	rom_armenia		Eas_Noble_Spear
	rom_armenia_civil_war		Eas_Noble_Spear
	rom_armenia_secession		Eas_Noble_Spear
	emp_drangiana		Eas_Per_Archers_Five_Dbl_Scorpio
	emp_paradene		Eas_Per_Archers_Five_Dbl_Scorpio
	emp_persia		Eas_Per_Archers_Five_Dbl_Scorpio
	rom_arachosia		Eas_Per_Archers_Five_Dbl_Scorpio
	rom_aria		Eas_Per_Archers_Five_Dbl_Scorpio
	rom_drangiana		Eas_Per_Archers_Five_Dbl_Scorpio
	rom_media		Eas_Per_Archers_Five_Dbl_Scorpio
	rom_parthava		Eas_Per_Archers_Five_Dbl_Scorpio
	rom_persia		Eas_Per_Archers_Five_Dbl_Scorpio
	rom_sagartia		Eas_Per_Archers_Five_Dbl_Scorpio
	rom_baktria		Eas_Per_Archers_Five_Lft_Bow
	rom_baktria_civil_war		Eas_Per_Archers_Five_Lft_Bow
	rom_baktria_secession		Eas_Per_Archers_Five_Lft_Bow
	rom_seleucid		Eas_Per_Archers_Five_Lft_Bow
	rom_seleucid_civil_war		Eas_Per_Archers_Five_Lft_Bow
	rom_seleucid_secession		Eas_Per_Archers_Five_Lft_Bow
	emp_media_atropatene		Eas_Persian_Cavalry
	rom_media_atropatene		Eas_Persian_Cavalry
	emp_pontus		Eas_Pontic_Six_Lft_Aft
	rom_pontus		Eas_Pontic_Six_Lft_Aft
	rom_pontus_civil_war		Eas_Pontic_Six_Lft_Aft
	rom_pontus_secession		Eas_Pontic_Six_Lft_Aft
	emp_pontus		Eas_Pontic_Sword
	rom_pontus		Eas_Pontic_Sword
	rom_pontus_civil_war		Eas_Pontic_Sword
	rom_pontus_secession		Eas_Pontic_Sword
	emp_armenia		Eas_Royal_Cataphracts
	emp_armenia_civil_war		Eas_Royal_Cataphracts
	emp_armenia_secession		Eas_Royal_Cataphracts
	emp_characene		Eas_Royal_Cataphracts
	emp_palmyra		Eas_Royal_Cataphracts
	emp_parthia		Eas_Royal_Cataphracts
	emp_parthia_civil_war		Eas_Royal_Cataphracts
	emp_parthia_secession		Eas_Royal_Cataphracts
	rom_armenia		Eas_Royal_Cataphracts
	rom_armenia_civil_war		Eas_Royal_Cataphracts
	rom_armenia_secession		Eas_Royal_Cataphracts
	rom_parthia		Eas_Royal_Cataphracts
	rom_parthia_civil_war		Eas_Royal_Cataphracts
	rom_parthia_secession		Eas_Royal_Cataphracts
	emp_egypt		Egy_Archers_Five_Lft_Bow
	emp_egypt_civil_war		Egy_Archers_Five_Lft_Bow
	emp_egypt_secession		Egy_Archers_Five_Lft_Bow
	emp_rebel_egyptian		Egy_Archers_Five_Lft_Bow
	rom_cyrenaica		Egy_Archers_Five_Lft_Bow
	rom_ptolemaics		Egy_Archers_Five_Lft_Bow
	rom_ptolemaics_civil_war		Egy_Archers_Five_Lft_Bow
	rom_ptolemaics_secession		Egy_Archers_Five_Lft_Bow
	rom_rebel_egyptian		Egy_Archers_Five_Lft_Bow
	rom_cyrenaica		Egy_Cav
	emp_egypt		Egy_Galatian_Royal_Guard
	emp_egypt_civil_war		Egy_Galatian_Royal_Guard
	emp_egypt_secession		Egy_Galatian_Royal_Guard
	rom_ptolemaics		Egy_Galatian_Royal_Guard
	rom_ptolemaics_civil_war		Egy_Galatian_Royal_Guard
	rom_ptolemaics_secession		Egy_Galatian_Royal_Guard
	emp_egypt		Egy_Infantry_Eight_Dbl_Hft
	emp_egypt_civil_war		Egy_Infantry_Eight_Dbl_Hft
	emp_egypt_secession		Egy_Infantry_Eight_Dbl_Hft
	emp_rebel_egyptian		Egy_Infantry_Eight_Dbl_Hft
	rom_cyrenaica		Egy_Infantry_Eight_Dbl_Hft
	rom_ptolemaics		Egy_Infantry_Eight_Dbl_Hft
	rom_ptolemaics_civil_war		Egy_Infantry_Eight_Dbl_Hft
	rom_ptolemaics_secession		Egy_Infantry_Eight_Dbl_Hft
	rom_rebel_egyptian		Egy_Infantry_Eight_Dbl_Hft
	rom_cyrenaica		Egy_Pike
	emp_antony		Emp_Rom_Legatus
	emp_antony_civil_war		Emp_Rom_Legatus
	emp_antony_secession		Emp_Rom_Legatus
	emp_lepidus		Emp_Rom_Legatus
	emp_lepidus_civil_war		Emp_Rom_Legatus
	emp_lepidus_secession		Emp_Rom_Legatus
	emp_octavian		Emp_Rom_Legatus
	emp_octavian_civil_war		Emp_Rom_Legatus
	emp_octavian_secession		Emp_Rom_Legatus
	emp_pompey		Emp_Rom_Legatus
	emp_pompey_civil_war		Emp_Rom_Legatus
	emp_pompey_secession		Emp_Rom_Legatus
	emp_antony		Emp_Rom_Vet_Legionaries_Lft_Aft
	emp_antony_civil_war		Emp_Rom_Vet_Legionaries_Lft_Aft
	emp_antony_secession		Emp_Rom_Vet_Legionaries_Lft_Aft
	emp_lepidus		Emp_Rom_Vet_Legionaries_Lft_Aft
	emp_lepidus_civil_war		Emp_Rom_Vet_Legionaries_Lft_Aft
	emp_lepidus_secession		Emp_Rom_Vet_Legionaries_Lft_Aft
	emp_octavian		Emp_Rom_Vet_Legionaries_Lft_Aft
	emp_octavian_civil_war		Emp_Rom_Vet_Legionaries_Lft_Aft
	emp_octavian_secession		Emp_Rom_Vet_Legionaries_Lft_Aft
	emp_pompey		Emp_Rom_Vet_Legionaries_Lft_Aft
	emp_pompey_civil_war		Emp_Rom_Vet_Legionaries_Lft_Aft
	emp_pompey_secession		Emp_Rom_Vet_Legionaries_Lft_Aft
	emp_antony		Emp_Rom_Vet_Legionaries
	emp_antony_civil_war		Emp_Rom_Vet_Legionaries
	emp_antony_secession		Emp_Rom_Vet_Legionaries
	emp_lepidus		Emp_Rom_Vet_Legionaries
	emp_lepidus_civil_war		Emp_Rom_Vet_Legionaries
	emp_lepidus_secession		Emp_Rom_Vet_Legionaries
	emp_octavian		Emp_Rom_Vet_Legionaries
	emp_octavian_civil_war		Emp_Rom_Vet_Legionaries
	emp_octavian_secession		Emp_Rom_Vet_Legionaries
	emp_pompey		Emp_Rom_Vet_Legionaries
	emp_pompey_civil_war		Emp_Rom_Vet_Legionaries
	emp_pompey_secession		Emp_Rom_Vet_Legionaries
	emp_arii		Ger_Longbow_Medium_Raider
	emp_buri		Ger_Longbow_Medium_Raider
	emp_cherusci		Ger_Longbow_Medium_Raider
	emp_cimbri		Ger_Longbow_Medium_Raider
	emp_frisii		Ger_Longbow_Medium_Raider
	emp_gutones		Ger_Longbow_Medium_Raider
	emp_helisii		Ger_Longbow_Medium_Raider
	emp_helveconae		Ger_Longbow_Medium_Raider
	emp_marcomanni		Ger_Longbow_Medium_Raider
	emp_marcomanni_civil_war		Ger_Longbow_Medium_Raider
	emp_marcomanni_secession		Ger_Longbow_Medium_Raider
	emp_nahanarvali		Ger_Longbow_Medium_Raider
	emp_quadi		Ger_Longbow_Medium_Raider
	emp_rebel_german		Ger_Longbow_Medium_Raider
	emp_rugii		Ger_Longbow_Medium_Raider
	emp_semnones		Ger_Longbow_Medium_Raider
	gaul_nemetes		Ger_Longbow_Medium_Raider
	gaul_rebel_german		Ger_Longbow_Medium_Raider
	gaul_suebi		Ger_Longbow_Medium_Raider
	gaul_suebi_civil_war		Ger_Longbow_Medium_Raider
	gaul_suebi_secession		Ger_Longbow_Medium_Raider
	gaul_vangiones		Ger_Longbow_Medium_Raider
	rom_aestii		Ger_Longbow_Medium_Raider
	rom_cherusci		Ger_Longbow_Medium_Raider
	rom_cimbri		Ger_Longbow_Medium_Raider
	rom_frisii		Ger_Longbow_Medium_Raider
	rom_gutones		Ger_Longbow_Medium_Raider
	rom_lugii		Ger_Longbow_Medium_Raider
	rom_marcomanni		Ger_Longbow_Medium_Raider
	rom_rebel_german		Ger_Longbow_Medium_Raider
	rom_rugii		Ger_Longbow_Medium_Raider
	rom_suebi		Ger_Longbow_Medium_Raider
	rom_suebi_civil_war		Ger_Longbow_Medium_Raider
	rom_suebi_secession		Ger_Longbow_Medium_Raider
	emp_arii		Ger_Noble_Riders
	emp_buri		Ger_Noble_Riders
	emp_cherusci		Ger_Noble_Riders
	emp_cimbri		Ger_Noble_Riders
	emp_frisii		Ger_Noble_Riders
	emp_gutones		Ger_Noble_Riders
	emp_helisii		Ger_Noble_Riders
	emp_helveconae		Ger_Noble_Riders
	emp_marcomanni		Ger_Noble_Riders
	emp_marcomanni_civil_war		Ger_Noble_Riders
	emp_marcomanni_secession		Ger_Noble_Riders
	emp_nahanarvali		Ger_Noble_Riders
	emp_quadi		Ger_Noble_Riders
	emp_rebel_german		Ger_Noble_Riders
	emp_rugii		Ger_Noble_Riders
	emp_semnones		Ger_Noble_Riders
	gaul_nemetes		Ger_Noble_Riders
	gaul_rebel_german		Ger_Noble_Riders
	gaul_suebi		Ger_Noble_Riders
	gaul_suebi_civil_war		Ger_Noble_Riders
	gaul_suebi_secession		Ger_Noble_Riders
	gaul_vangiones		Ger_Noble_Riders
	rom_aestii		Ger_Noble_Riders
	rom_cherusci		Ger_Noble_Riders
	rom_cimbri		Ger_Noble_Riders
	rom_frisii		Ger_Noble_Riders
	rom_gutones		Ger_Noble_Riders
	rom_lugii		Ger_Noble_Riders
	rom_marcomanni		Ger_Noble_Riders
	rom_rebel_german		Ger_Noble_Riders
	rom_rugii		Ger_Noble_Riders
	rom_suebi		Ger_Noble_Riders
	rom_suebi_civil_war		Ger_Noble_Riders
	rom_suebi_secession		Ger_Noble_Riders
	emp_arii		Ger_Sword_Heavy_Raider
	emp_buri		Ger_Sword_Heavy_Raider
	emp_cherusci		Ger_Sword_Heavy_Raider
	emp_cimbri		Ger_Sword_Heavy_Raider
	emp_frisii		Ger_Sword_Heavy_Raider
	emp_gutones		Ger_Sword_Heavy_Raider
	emp_helisii		Ger_Sword_Heavy_Raider
	emp_helveconae		Ger_Sword_Heavy_Raider
	emp_marcomanni		Ger_Sword_Heavy_Raider
	emp_marcomanni_civil_war		Ger_Sword_Heavy_Raider
	emp_marcomanni_secession		Ger_Sword_Heavy_Raider
	emp_nahanarvali		Ger_Sword_Heavy_Raider
	emp_quadi		Ger_Sword_Heavy_Raider
	emp_rebel_german		Ger_Sword_Heavy_Raider
	emp_rugii		Ger_Sword_Heavy_Raider
	emp_semnones		Ger_Sword_Heavy_Raider
	gaul_nemetes		Ger_Sword_Heavy_Raider
	gaul_rebel_german		Ger_Sword_Heavy_Raider
	gaul_suebi		Ger_Sword_Heavy_Raider
	gaul_suebi_civil_war		Ger_Sword_Heavy_Raider
	gaul_suebi_secession		Ger_Sword_Heavy_Raider
	gaul_vangiones		Ger_Sword_Heavy_Raider
	rom_aestii		Ger_Sword_Heavy_Raider
	rom_cherusci		Ger_Sword_Heavy_Raider
	rom_cimbri		Ger_Sword_Heavy_Raider
	rom_frisii		Ger_Sword_Heavy_Raider
	rom_gutones		Ger_Sword_Heavy_Raider
	rom_lugii		Ger_Sword_Heavy_Raider
	rom_marcomanni		Ger_Sword_Heavy_Raider
	rom_rebel_german		Ger_Sword_Heavy_Raider
	rom_rugii		Ger_Sword_Heavy_Raider
	rom_suebi		Ger_Sword_Heavy_Raider
	rom_suebi_civil_war		Ger_Sword_Heavy_Raider
	rom_suebi_secession		Ger_Sword_Heavy_Raider
	emp_arii		Ger_Sword_Masters
	emp_buri		Ger_Sword_Masters
	emp_cherusci		Ger_Sword_Masters
	emp_cimbri		Ger_Sword_Masters
	emp_frisii		Ger_Sword_Masters
	emp_gutones		Ger_Sword_Masters
	emp_helisii		Ger_Sword_Masters
	emp_helveconae		Ger_Sword_Masters
	emp_marcomanni		Ger_Sword_Masters
	emp_marcomanni_civil_war		Ger_Sword_Masters
	emp_marcomanni_secession		Ger_Sword_Masters
	emp_nahanarvali		Ger_Sword_Masters
	emp_quadi		Ger_Sword_Masters
	emp_rebel_german		Ger_Sword_Masters
	emp_rugii		Ger_Sword_Masters
	emp_semnones		Ger_Sword_Masters
	gaul_nemetes		Ger_Sword_Masters
	gaul_rebel_german		Ger_Sword_Masters
	gaul_suebi		Ger_Sword_Masters
	gaul_suebi_civil_war		Ger_Sword_Masters
	gaul_suebi_secession		Ger_Sword_Masters
	gaul_vangiones		Ger_Sword_Masters
	rom_aestii		Ger_Sword_Masters
	rom_cherusci		Ger_Sword_Masters
	rom_cimbri		Ger_Sword_Masters
	rom_frisii		Ger_Sword_Masters
	rom_gutones		Ger_Sword_Masters
	rom_lugii		Ger_Sword_Masters
	rom_marcomanni		Ger_Sword_Masters
	rom_rebel_german		Ger_Sword_Masters
	rom_rugii		Ger_Sword_Masters
	rom_suebi		Ger_Sword_Masters
	rom_suebi_civil_war		Ger_Sword_Masters
	rom_suebi_secession		Ger_Sword_Masters
	emp_arii		Ger_Wodanaz_Spears
	emp_buri		Ger_Wodanaz_Spears
	emp_cherusci		Ger_Wodanaz_Spears
	emp_cimbri		Ger_Wodanaz_Spears
	emp_frisii		Ger_Wodanaz_Spears
	emp_gutones		Ger_Wodanaz_Spears
	emp_helisii		Ger_Wodanaz_Spears
	emp_helveconae		Ger_Wodanaz_Spears
	emp_marcomanni		Ger_Wodanaz_Spears
	emp_marcomanni_civil_war		Ger_Wodanaz_Spears
	emp_marcomanni_secession		Ger_Wodanaz_Spears
	emp_nahanarvali		Ger_Wodanaz_Spears
	emp_quadi		Ger_Wodanaz_Spears
	emp_rebel_german		Ger_Wodanaz_Spears
	emp_rugii		Ger_Wodanaz_Spears
	emp_semnones		Ger_Wodanaz_Spears
	gaul_nemetes		Ger_Wodanaz_Spears
	gaul_rebel_german		Ger_Wodanaz_Spears
	gaul_suebi		Ger_Wodanaz_Spears
	gaul_suebi_civil_war		Ger_Wodanaz_Spears
	gaul_suebi_secession		Ger_Wodanaz_Spears
	gaul_vangiones		Ger_Wodanaz_Spears
	rom_aestii		Ger_Wodanaz_Spears
	rom_cherusci		Ger_Wodanaz_Spears
	rom_cimbri		Ger_Wodanaz_Spears
	rom_frisii		Ger_Wodanaz_Spears
	rom_gutones		Ger_Wodanaz_Spears
	rom_lugii		Ger_Wodanaz_Spears
	rom_marcomanni		Ger_Wodanaz_Spears
	rom_rebel_german		Ger_Wodanaz_Spears
	rom_rugii		Ger_Wodanaz_Spears
	rom_suebi		Ger_Wodanaz_Spears
	rom_suebi_civil_war		Ger_Wodanaz_Spears
	rom_suebi_secession		Ger_Wodanaz_Spears
	rom_seleucid		Gre_Agema_Cav
	rom_seleucid_civil_war		Gre_Agema_Cav
	rom_seleucid_secession		Gre_Agema_Cav
	rom_pergamon		Gre_Agema_Spears
	rom_pergamon_civil_war		Gre_Agema_Spears
	rom_pergamon_secession		Gre_Agema_Spears
	rom_cyprus		Gre_Archers_Five_Dbl_Scorpio
	emp_rebel_hellenic		Gre_Archers_Five_Lft_Bow
	pun_rebel_hellenic		Gre_Archers_Five_Lft_Bow
	pun_syracuse		Gre_Archers_Five_Lft_Bow
	pun_syracuse_civil_war		Gre_Archers_Five_Lft_Bow
	pun_syracuse_secession		Gre_Archers_Five_Lft_Bow
	rom_knossos		Gre_Archers_Five_Lft_Bow
	rom_macedon		Gre_Archers_Five_Lft_Bow
	rom_macedon_civil_war		Gre_Archers_Five_Lft_Bow
	rom_macedon_secession		Gre_Archers_Five_Lft_Bow
	rom_pergamon		Gre_Archers_Five_Lft_Bow
	rom_pergamon_civil_war		Gre_Archers_Five_Lft_Bow
	rom_pergamon_secession		Gre_Archers_Five_Lft_Bow
	rom_rebel_hellenic		Gre_Archers_Five_Lft_Bow
	rom_rhodos		Gre_Archers_Five_Lft_Bow
	rom_sardes		Gre_Archers_Five_Lft_Bow
	rom_syracuse		Gre_Archers_Five_Lft_Bow
	rom_syracuse_civil_war		Gre_Archers_Five_Lft_Bow
	rom_syracuse_secession		Gre_Archers_Five_Lft_Bow
	rom_trapezos		Gre_Archers_Five_Lft_Bow
	rom_macedon		Gre_Archers_Seven_Scorpio_Hft
	rom_macedon_civil_war		Gre_Archers_Seven_Scorpio_Hft
	rom_macedon_secession		Gre_Archers_Seven_Scorpio_Hft
	rom_epirus		Gre_Axemen_Six
	rom_epirus_civil_war		Gre_Axemen_Six
	rom_epirus_secession		Gre_Axemen_Six
	emp_pontus		Gre_Bronze_Shield_Pike
	rom_pontus		Gre_Bronze_Shield_Pike
	rom_pontus_civil_war		Gre_Bronze_Shield_Pike
	rom_pontus_secession		Gre_Bronze_Shield_Pike
	rom_cimmeria		Gre_Cimmerian_Archers_Seven
	rom_cimmeria_civil_war		Gre_Cimmerian_Archers_Seven
	rom_cimmeria_secession		Gre_Cimmerian_Archers_Seven
	rom_cimmeria		Gre_Cimmerian_Noble_Infantry
	rom_cimmeria_civil_war		Gre_Cimmerian_Noble_Infantry
	rom_cimmeria_secession		Gre_Cimmerian_Noble_Infantry
	emp_rebel_hellenic		Gre_Citizen_Cav
	gaul_massilia		Gre_Citizen_Cav
	pro_greek_cities		Gre_Citizen_Cav
	pun_emporion		Gre_Citizen_Cav
	pun_massilia		Gre_Citizen_Cav
	pun_rebel_hellenic		Gre_Citizen_Cav
	rom_cimmeria		Gre_Citizen_Cav
	rom_cimmeria_civil_war		Gre_Citizen_Cav
	rom_cimmeria_secession		Gre_Citizen_Cav
	rom_cyprus		Gre_Citizen_Cav
	rom_knossos		Gre_Citizen_Cav
	rom_rebel_hellenic		Gre_Citizen_Cav
	rom_rhodos		Gre_Citizen_Cav
	rom_trapezos		Gre_Citizen_Cav
	rom_colchis		Gre_Colchian_Nobles
	rom_colchis_civil_war		Gre_Colchian_Nobles
	rom_colchis_secession		Gre_Colchian_Nobles
	rom_macedon		Gre_Companion_Cav
	rom_macedon_civil_war		Gre_Companion_Cav
	rom_macedon_secession		Gre_Companion_Cav
	rom_sardes		Gre_Companion_Cav
	rom_seleucid		Gre_Companion_Cav
	rom_seleucid_civil_war		Gre_Companion_Cav
	rom_seleucid_secession		Gre_Companion_Cav
	rom_macedon		Gre_Foot_Companions
	rom_macedon_civil_war		Gre_Foot_Companions
	rom_macedon_secession		Gre_Foot_Companions
	emp_rebel_spartan		Gre_Hel_Slingers_Three_Scorpio
	rom_rebel_spartan		Gre_Hel_Slingers_Three_Scorpio
	rom_sparta		Gre_Hel_Slingers_Three_Scorpio
