event	source	target	turns_ago
NON_AGGRESSION_PACT	rom_gutones	rom_suebi	100
NON_AGGRESSION_PACT_BROKEN	rom_gutones	rom_suebi	4
STATE_GIFT_SMALL	rom_helvetii	rom_aedui	1
HOSTILE_AGENT_ACTION	rom_helvetii	rom_massilia	10
HOSTILE_AGENT_ACTION	rom_helvetii	rom_massilia	5
TRESSPASSING	rom_helvetii	rom_massilia	15
STATE_GIFT_MEDIUM	rom_helvetii	rom_sequani	10
STATE_GIFT_MEDIUM	rom_helvetii	rom_sequani	15
STATE_GIFT_MEDIUM	rom_helvetii	rom_sequani	5
BATTLE_ATTACK	rom_himyar	rom_ma_in	8
TRESSPASSING	rom_himyar	rom_ma_in	6
TROOPS_ENSLAVED	rom_himyar	rom_ma_in	1
STATE_GIFT_REFUSED	rom_himyar	rom_meroe	1
TRADE_AGREEMENT	rom_himyar	rom_meroe	100
TRADE_AGREEMENT_BROKEN	rom_himyar	rom_meroe	4
TRESSPASSING	rom_himyar	rom_saba	4
TRESSPASSING	rom_himyar	rom_saba	6
TRESSPASSING	rom_himyar	rom_saba	7
BATTLE_ATTACK	rom_iceni	rom_artebartes	5
HOSTILE_AGENT_ACTION	rom_iceni	rom_artebartes	2
STATE_GIFT_REFUSED	rom_iceni	rom_artebartes	3
TRESSPASSING	rom_iceni	rom_artebartes	5
TRESSPASSING	rom_iceni	rom_artebartes	6
NON_AGGRESSION_PACT	rom_iceni	rom_brigantes	100
NON_AGGRESSION_PACT_BROKEN	rom_iceni	rom_brigantes	15
TRESSPASSING	rom_iceni	rom_brigantes	10
TRESSPASSING	rom_iceni	rom_brigantes	15
TRESSPASSING	rom_iceni	rom_brigantes	5
BATTLE_ATTACK	rom_iceni	rom_caledones	15
TRESSPASSING	rom_iceni	rom_caledones	10
TRESSPASSING	rom_iceni	rom_caledones	5
TROOPS_ENSLAVED	rom_iceni	rom_caledones	15
STATE_GIFT_MEDIUM	rom_iceni	rom_dumnonii	10
STATE_GIFT_MEDIUM	rom_iceni	rom_dumnonii	15
BATTLE_ATTACK	rom_kartli	rom_trapezos	10
TROOPS_ENSLAVED	rom_kartli	rom_trapezos	10
BATTLE_ATTACK	rom_khorasmii	rom_dahae	10
BATTLE_ATTACK	rom_khorasmii	rom_dahae	5
TRESSPASSING	rom_khorasmii	rom_dahae	10
TRESSPASSING	rom_khorasmii	rom_dahae	15
TROOPS_ENSLAVED	rom_khorasmii	rom_dahae	10
TROOPS_ENSLAVED	rom_khorasmii	rom_dahae	5
HOSTILE_AGENT_ACTION	rom_khorasmii	rom_massagetae	6
TRESSPASSING	rom_khorasmii	rom_massagetae	15
BATTLE_ATTACK	rom_khorasmii	rom_parthia	10
BATTLE_ATTACK	rom_khorasmii	rom_parthia	20
BATTLE_ATTACK	rom_khorasmii	rom_parthia	5
TRESSPASSING	rom_khorasmii	rom_parthia	10
TRESSPASSING	rom_khorasmii	rom_parthia	15
TRESSPASSING	rom_khorasmii	rom_parthia	5
STATE_GIFT_MEDIUM	rom_knossos	rom_sparta	10
STATE_GIFT_MEDIUM	rom_knossos	rom_sparta	15
STATE_GIFT_MEDIUM	rom_knossos	rom_sparta	5
HOSTILE_AGENT_ACTION	rom_kush	rom_axum	4
TRESSPASSING	rom_kush	rom_axum	6
DIPLOMAT_FAILURE	rom_kush	rom_nabatea	8
HOSTILE_AGENT_ACTION	rom_kush	rom_nabatea	10
STATE_GIFT_REFUSED	rom_kush	rom_nabatea	15
HOSTILE_AGENT_ACTION	rom_kush	rom_ptolemaics	6
BATTLE_ATTACK	rom_libya	rom_carthage	5
HOSTILE_AGENT_ACTION	rom_libya	rom_carthage	10
HOSTILE_AGENT_ACTION	rom_libya	rom_carthage	15
HOSTILE_AGENT_ACTION	rom_libya	rom_carthage	2
HOSTILE_AGENT_ACTION	rom_liguria	rom_veneti	10
NON_AGGRESSION_PACT	rom_liguria	rom_veneti	100
NON_AGGRESSION_PACT_BROKEN	rom_liguria	rom_veneti	5
HOSTILE_AGENT_ACTION	rom_lugii	rom_anartes	1
HOSTILE_AGENT_ACTION	rom_lugii	rom_anartes	2
BATTLE_ATTACK	rom_lugii	rom_boii	10
BATTLE_ATTACK	rom_lugii	rom_boii	5
TRESSPASSING	rom_lugii	rom_boii	10
TROOPS_ENSLAVED	rom_lugii	rom_boii	10
TROOPS_ENSLAVED	rom_lugii	rom_boii	5
BATTLE_ATTACK	rom_lugii	rom_budini	5
NON_AGGRESSION_PACT	rom_lugii	rom_budini	100
NON_AGGRESSION_PACT_BROKEN	rom_lugii	rom_budini	15
TROOPS_ENSLAVED	rom_lugii	rom_budini	5
BATTLE_ATTACK	rom_lugii	rom_suebi	5
HOSTILE_AGENT_ACTION	rom_lugii	rom_suebi	5
TRESSPASSING	rom_lugii	rom_suebi	10
TRESSPASSING	rom_lugii	rom_suebi	15
TRESSPASSING	rom_lugii	rom_suebi	5
TRADE_AGREEMENT	rom_lusitani	rom_cantabri	100
TRADE_AGREEMENT_BROKEN	rom_lusitani	rom_cantabri	10
TRESSPASSING	rom_lusitani	rom_cantabri	10
TRESSPASSING	rom_lusitani	rom_cantabri	20
TRESSPASSING	rom_lusitani	rom_cantabri	5
BATTLE_ATTACK	rom_ma_in	rom_himyar	4
TROOPS_ENSLAVED	rom_ma_in	rom_himyar	6
STATE_GIFT_MEDIUM	rom_ma_in	rom_nabatea	4
STATE_GIFT_MEDIUM	rom_macedon	rom_ardiaei	3
BATTLE_ATTACK	rom_macedon	rom_athens	15
BATTLE_ATTACK	rom_macedon	rom_athens	5
CITY_BESIEGED	rom_macedon	rom_athens	10
TROOPS_ENSLAVED	rom_macedon	rom_athens	15
STATE_GIFT_MEDIUM	rom_macedon	rom_bithynia	7
BATTLE_ATTACK	rom_macedon	rom_epirus	5
TROOPS_ENSLAVED	rom_macedon	rom_epirus	5
BATTLE_ATTACK	rom_macedon	rom_odryssia	10
BATTLE_ATTACK	rom_macedon	rom_odryssia	5
HOSTILE_AGENT_ACTION	rom_macedon	rom_ptolemaics	10
HOSTILE_AGENT_ACTION	rom_macedon	rom_ptolemaics	5
TRESSPASSING	rom_macedon	rom_ptolemaics	10
TRESSPASSING	rom_macedon	rom_ptolemaics	15
BATTLE_ATTACK	rom_macedon	rom_sparta	10
HOSTILE_AGENT_ACTION	rom_macedon	rom_sparta	15
HOSTILE_AGENT_ACTION	rom_macedon	rom_sparta	6
TRESSPASSING	rom_macedon	rom_sparta	10
TRESSPASSING	rom_macedon	rom_sparta	2
TRESSPASSING	rom_macedon	rom_sparta	5
TROOPS_ENSLAVED	rom_macedon	rom_sparta	10
STATE_GIFT_MEDIUM	rom_macedon	rom_triballi	10
STATE_GIFT_MEDIUM	rom_macedon	rom_triballi	5
BATTLE_ATTACK	rom_macedon	rom_tylis	10
BATTLE_ATTACK	rom_macedon	rom_tylis	15
TRESSPASSING	rom_macedon	rom_tylis	10
NON_AGGRESSION_PACT	rom_marcomanni	rom_boii	100
NON_AGGRESSION_PACT_BROKEN	rom_marcomanni	rom_boii	15
BATTLE_ATTACK	rom_marcomanni	rom_cherusci	10
BATTLE_ATTACK	rom_marcomanni	rom_cherusci	15
TROOPS_ENSLAVED	rom_marcomanni	rom_cherusci	10
BATTLE_ATTACK	rom_marcomanni	rom_sequani	10
TRESSPASSING	rom_marcomanni	rom_sequani	5
TRESSPASSING	rom_masaesyli	rom_garamantia	5
TRESSPASSING	rom_mascat	rom_saba	10
TRESSPASSING	rom_mascat	rom_saba	15
TRESSPASSING	rom_mascat	rom_saba	5
RAIDING	rom_massagetae	rom_dahae	10
TRESSPASSING	rom_massagetae	rom_dahae	10
RAIDING	rom_massagetae	rom_khorasmii	5
TRADE_AGREEMENT	rom_massagetae	rom_khorasmii	100
TRADE_AGREEMENT_BROKEN	rom_massagetae	rom_khorasmii	10
TRESSPASSING	rom_massagetae	rom_parthia	10
TRESSPASSING	rom_massagetae	rom_parthia	15
TRESSPASSING	rom_massagetae	rom_parthia	5
STATE_GIFT_SMALL	rom_massagetae	rom_roxolani	3
STATE_GIFT_MEDIUM	rom_massagetae	rom_thyssagetae	3
STATE_GIFT_SMALL	rom_massilia	rom_arverni	5
HOSTILE_AGENT_ACTION	rom_massilia	rom_helvetii	5
TRADE_AGREEMENT	rom_massilia	rom_helvetii	100
TRADE_AGREEMENT_BROKEN	rom_massilia	rom_helvetii	5
TRESSPASSING	rom_massilia	rom_helvetii	5
STATE_GIFT_MEDIUM	rom_massilia	rom_rome	7
BATTLE_ATTACK	rom_media	rom_qidri	15
TRESSPASSING	rom_media	rom_qidri	15
TRESSPASSING	rom_media	rom_qidri	5
BATTLE_ATTACK	rom_meroe	rom_himyar	4
BATTLE_ATTACK	rom_meroe	rom_himyar	6
TROOPS_ENSLAVED	rom_meroe	rom_himyar	4
HOSTILE_AGENT_ACTION	rom_nabatea	rom_kush	4
STATE_GIFT_MEDIUM	rom_nabatea	rom_ma_in	8
STATE_GIFT_MEDIUM	rom_nabatea	rom_ptolemaics	10
STATE_GIFT_MEDIUM	rom_nabatea	rom_ptolemaics	5
HOSTILE_AGENT_ACTION	rom_nabatea	rom_seleucid	4
HOSTILE_AGENT_ACTION	rom_nabatea	rom_seleucid	7
HOSTILE_AGENT_ACTION	rom_namnetes	rom_dumnonii	1
TRESSPASSING	rom_namnetes	rom_dumnonii	2
STATE_GIFT_MEDIUM	rom_nasamones	rom_cyrenaica	7
HOSTILE_AGENT_ACTION	rom_nervii	rom_cherusci	10
HOSTILE_AGENT_ACTION	rom_nervii	rom_cherusci	15
HOSTILE_AGENT_ACTION	rom_nervii	rom_cherusci	5
BATTLE_ATTACK	rom_nervii	rom_frisii	10
NON_AGGRESSION_PACT	rom_nervii	rom_frisii	100
NON_AGGRESSION_PACT_BROKEN	rom_nervii	rom_frisii	15
BATTLE_ATTACK	rom_nova_carthago	rom_gaetuli	8
TRESSPASSING	rom_nova_carthago	rom_gaetuli	1
TRESSPASSING	rom_nova_carthago	rom_gaetuli	3
TRESSPASSING	rom_nova_carthago	rom_gaetuli	6
BATTLE_ATTACK	rom_nova_carthago	rom_turdetani	10
BATTLE_ATTACK	rom_nova_carthago	rom_turdetani	5
HOSTILE_AGENT_ACTION	rom_nova_carthago	rom_turdetani	15
HOSTILE_AGENT_ACTION	rom_nova_carthago	rom_turdetani	5
BATTLE_ATTACK	rom_odryssia	rom_macedon	10
CITY_BESIEGED	rom_odryssia	rom_macedon	20
TROOPS_ENSLAVED	rom_odryssia	rom_macedon	10
NON_AGGRESSION_PACT	rom_odryssia	rom_triballi	100
NON_AGGRESSION_PACT_BROKEN	rom_odryssia	rom_triballi	2
TRESSPASSING	rom_odryssia	rom_triballi	1
STATE_GIFT_MEDIUM	rom_parthava	rom_aria	1
STATE_GIFT_SMALL	rom_parthava	rom_aria	5
HOSTILE_AGENT_ACTION	rom_parthava	rom_parthia	2
HOSTILE_AGENT_ACTION	rom_parthava	rom_parthia	6
TRESSPASSING	rom_parthava	rom_parthia	10
TRESSPASSING	rom_parthava	rom_parthia	15
TRESSPASSING	rom_parthava	rom_parthia	5
STATE_GIFT_MEDIUM	rom_parthava	rom_sagartia	10
STATE_GIFT_MEDIUM	rom_parthava	rom_sagartia	2
RAIDING	rom_parthava	rom_seleucid	20
TRESSPASSING	rom_parthava	rom_seleucid	15
STATE_GIFT_MEDIUM	rom_parthia	rom_arachosia	5
STATE_GIFT_MEDIUM	rom_parthia	rom_aria	10
STATE_GIFT_MEDIUM	rom_parthia	rom_aria	15
STATE_GIFT_MEDIUM	rom_parthia	rom_baktria	2
BATTLE_ATTACK	rom_parthia	rom_khorasmii	10
CITY_BESIEGED	rom_parthia	rom_khorasmii	10
NON_AGGRESSION_PACT	rom_parthia	rom_khorasmii	100
NON_AGGRESSION_PACT_BROKEN	rom_parthia	rom_khorasmii	5
TRESSPASSING	rom_parthia	rom_khorasmii	10
TROOPS_ENSLAVED	rom_parthia	rom_khorasmii	10
BATTLE_ATTACK	rom_parthia	rom_massagetae	25
BATTLE_ATTACK	rom_parthia	rom_massagetae	5
NON_AGGRESSION_PACT	rom_parthia	rom_massagetae	100
NON_AGGRESSION_PACT_BROKEN	rom_parthia	rom_massagetae	10
TRESSPASSING	rom_parthia	rom_massagetae	10
TRESSPASSING	rom_parthia	rom_massagetae	15
HOSTILE_AGENT_ACTION	rom_parthia	rom_parthava	3
HOSTILE_AGENT_ACTION	rom_parthia	rom_parthava	5
TRESSPASSING	rom_parthia	rom_parthava	2
STATE_GIFT_MEDIUM	rom_parthia	rom_sagartia	5
HOSTILE_AGENT_ACTION	rom_pergamon	rom_athens	2
STATE_GIFT_SMALL	rom_pergamon	rom_bithynia	1
BATTLE_SUPPORT	rom_pergamon	rom_rhodos	15
STATE_GIFT_MEDIUM	rom_pergamon	rom_rhodos	20
TRESSPASSING	rom_pergamon	rom_sardes	12
TRESSPASSING	rom_pergamon	rom_sardes	3
HOSTILE_AGENT_ACTION	rom_pergamon	rom_seleucid	10
NON_AGGRESSION_PACT	rom_pergamon	rom_tylis	100
NON_AGGRESSION_PACT_BROKEN	rom_pergamon	rom_tylis	20
HOSTILE_AGENT_ACTION	rom_persia	rom_qidri	10
HOSTILE_AGENT_ACTION	rom_persia	rom_qidri	5
BATTLE_ATTACK	rom_pontus	rom_cappadocia	10
TROOPS_ENSLAVED	rom_pontus	rom_cappadocia	5
HOSTILE_AGENT_ACTION	rom_pontus	rom_cimmeria	10
HOSTILE_AGENT_ACTION	rom_pontus	rom_cimmeria	5
TRESSPASSING	rom_pontus	rom_cimmeria	10
TRESSPASSING	rom_pontus	rom_cimmeria	5
BATTLE_ATTACK	rom_pontus	rom_colchis	10
TRESSPASSING	rom_pontus	rom_colchis	10
TROOPS_ENSLAVED	rom_pontus	rom_colchis	10
TRESSPASSING	rom_pontus	rom_galatia	5
STATE_GIFT_MEDIUM	rom_pontus	rom_trapezos	10
STATE_GIFT_MEDIUM	rom_pontus	rom_trapezos	15
STATE_GIFT_MEDIUM	rom_pontus	rom_trapezos	5
STATE_GIFT_MEDIUM	rom_ptolemaics	rom_athens	30
STATE_GIFT_MEDIUM	rom_ptolemaics	rom_blemmyes	5
BATTLE_ATTACK	rom_ptolemaics	rom_cyrenaica	10
CITY_BESIEGED	rom_ptolemaics	rom_cyrenaica	5
TROOPS_ENSLAVED	rom_ptolemaics	rom_cyrenaica	10
NON_AGGRESSION_PACT	rom_ptolemaics	rom_kush	100
NON_AGGRESSION_PACT_BROKEN	rom_ptolemaics	rom_kush	8
HOSTILE_AGENT_ACTION	rom_ptolemaics	rom_macedon	1
HOSTILE_AGENT_ACTION	rom_ptolemaics	rom_macedon	4
TRESSPASSING	rom_ptolemaics	rom_macedon	5
STATE_GIFT_MEDIUM	rom_ptolemaics	rom_nabatea	1
HOSTILE_AGENT_ACTION	rom_ptolemaics	rom_qidri	1
NON_AGGRESSION_PACT	rom_ptolemaics	rom_qidri	100
NON_AGGRESSION_PACT_BROKEN	rom_ptolemaics	rom_qidri	6
NON_AGGRESSION_PACT	rom_ptolemaics	rom_seleucid	100
NON_AGGRESSION_PACT_BROKEN	rom_ptolemaics	rom_seleucid	5
TRESSPASSING	rom_ptolemaics	rom_seleucid	10
TRESSPASSING	rom_ptolemaics	rom_seleucid	5
STATE_GIFT_MEDIUM	rom_ptolemaics	rom_sparta	5
STATE_GIFT_MEDIUM	rom_qidri	rom_gerrhaea	12
TRESSPASSING	rom_qidri	rom_media	10
TRESSPASSING	rom_qidri	rom_media	15
TRESSPASSING	rom_qidri	rom_media	5
BATTLE_ATTACK	rom_qidri	rom_nabatea	1
TRESSPASSING	rom_qidri	rom_nabatea	6
HOSTILE_AGENT_ACTION	rom_qidri	rom_persia	10
HOSTILE_AGENT_ACTION	rom_qidri	rom_persia	15
BATTLE_ATTACK	rom_rome	rom_carthage	10
BATTLE_ATTACK	rom_rome	rom_carthage	15
TRESSPASSING	rom_rome	rom_carthage	15
BATTLE_ATTACK	rom_rome	rom_epirus	1
BATTLE_ATTACK	rom_rome	rom_epirus	2
TRESSPASSING	rom_rome	rom_epirus	3
TROOPS_ENSLAVED	rom_rome	rom_epirus	4
TRESSPASSING	rom_rome	rom_etruscan	1
TRESSPASSING	rom_rome	rom_etruscan	2
STATE_GIFT_MEDIUM	rom_rome	rom_veneti	3
STATE_GIFT_MEDIUM	rom_roxolani	rom_aorsoi	4
STATE_GIFT_SMALL	rom_roxolani	rom_massagetae	4
STATE_GIFT_SMALL	rom_roxolani	rom_siraces	3
BATTLE_ATTACK	rom_roxolani	rom_thyssagetae	12
BATTLE_ATTACK	rom_roxolani	rom_thyssagetae	6
RAIDING	rom_roxolani	rom_thyssagetae	7
TRESSPASSING	rom_roxolani	rom_thyssagetae	6
BATTLE_ATTACK	rom_rugii	rom_cimbri	10
BATTLE_ATTACK	rom_rugii	rom_cimbri	4
HOSTILE_AGENT_ACTION	rom_rugii	rom_cimbri	2
NON_AGGRESSION_PACT	rom_rugii	rom_cimbri	100
NON_AGGRESSION_PACT_BROKEN	rom_rugii	rom_cimbri	10
TRESSPASSING	rom_rugii	rom_frisii	10
TRESSPASSING	rom_rugii	rom_frisii	5
BATTLE_ATTACK	rom_rugii	rom_suebi	10
BATTLE_ATTACK	rom_rugii	rom_suebi	5
STATE_GIFT_MEDIUM	rom_saba	rom_axum	5
HOSTILE_AGENT_ACTION	rom_saba	rom_gerrhaea	10
HOSTILE_AGENT_ACTION	rom_saba	rom_gerrhaea	6
TRESSPASSING	rom_saba	rom_gerrhaea	8
HOSTILE_AGENT_ACTION	rom_saba	rom_himyar	3
STATE_GIFT_REFUSED	rom_saba	rom_himyar	8
STATE_GIFT_MEDIUM	rom_sagartia	rom_arachosia	5
STATE_GIFT_MEDIUM	rom_sagartia	rom_aria	6
STATE_GIFT_SMALL	rom_sagartia	rom_aria	6
STATE_GIFT_MEDIUM	rom_sagartia	rom_drangiana	10
STATE_GIFT_MEDIUM	rom_sagartia	rom_parthava	1
STATE_GIFT_MEDIUM	rom_sagartia	rom_parthava	6
STATE_GIFT_MEDIUM	rom_sagartia	rom_parthia	5
HOSTILE_AGENT_ACTION	rom_sagartia	rom_seleucid	10
TRESSPASSING	rom_sardes	rom_bithynia	10
TRESSPASSING	rom_sardes	rom_bithynia	2
BATTLE_ATTACK	rom_sardes	rom_galatia	10
BATTLE_ATTACK	rom_sardes	rom_galatia	5
HOSTILE_AGENT_ACTION	rom_sardes	rom_pergamon	10
TRESSPASSING	rom_sardes	rom_pergamon	8
HOSTILE_AGENT_ACTION	rom_sardes	rom_rhodos	14
HOSTILE_AGENT_ACTION	rom_sardes	rom_rhodos	8
HOSTILE_AGENT_ACTION	rom_scordisci	rom_biephi	11
HOSTILE_AGENT_ACTION	rom_scordisci	rom_biephi	7
TRESSPASSING	rom_scordisci	rom_biephi	18
TRESSPASSING	rom_scordisci	rom_getae	16
RAIDING	rom_scythia	rom_bastarnae	8
STATE_GIFT_SMALL	rom_scythia	rom_budini	3
HOSTILE_AGENT_ACTION	rom_scythia	rom_catiaroi	8
TRESSPASSING	rom_scythia	rom_catiaroi	5
STATE_GIFT_LARGE	rom_scythia	rom_cimmeria	2
HOSTILE_AGENT_ACTION	rom_scythia	rom_getae	15
TRADE_AGREEMENT	rom_scythia	rom_getae	42
TRADE_AGREEMENT_DISSOLVED	rom_scythia	rom_getae	9
HOSTILE_AGENT_ACTION	rom_scythia	rom_siraces	8
RAIDING	rom_scythia	rom_siraces	3
RAIDING	rom_scythia	rom_siraces	6
TRESSPASSING	rom_scythia	rom_siraces	3
TRESSPASSING	rom_scythia	rom_siraces	6
BATTLE_ATTACK	rom_seleucid	rom_arachosia	4
HOSTILE_AGENT_ACTION	rom_seleucid	rom_arachosia	1
HOSTILE_AGENT_ACTION	rom_seleucid	rom_arachosia	2
TRESSPASSING	rom_seleucid	rom_arachosia	5
TRESSPASSING	rom_seleucid	rom_arachosia	6
BATTLE_ATTACK	rom_seleucid	rom_aria	1
TRADE_AGREEMENT	rom_seleucid	rom_aria	100
TRADE_AGREEMENT_BROKEN	rom_seleucid	rom_aria	2
TRESSPASSING	rom_seleucid	rom_aria	3
HOSTILE_AGENT_ACTION	rom_seleucid	rom_baktria	1
HOSTILE_AGENT_ACTION	rom_seleucid	rom_baktria	2
HOSTILE_AGENT_ACTION	rom_seleucid	rom_bithynia	3
TRESSPASSING	rom_seleucid	rom_bithynia	4
TRESSPASSING	rom_seleucid	rom_bithynia	6
NON_AGGRESSION_PACT	rom_seleucid	rom_nabatea	100
NON_AGGRESSION_PACT_BROKEN	rom_seleucid	rom_nabatea	10
TRADE_AGREEMENT	rom_seleucid	rom_nabatea	100
TRADE_AGREEMENT_BROKEN	rom_seleucid	rom_nabatea	15
TRESSPASSING	rom_seleucid	rom_nabatea	10
TRESSPASSING	rom_seleucid	rom_nabatea	15
TRESSPASSING	rom_seleucid	rom_nabatea	20
TRADE_AGREEMENT	rom_seleucid	rom_parthava	100
TRADE_AGREEMENT_BROKEN	rom_seleucid	rom_parthava	2
TRESSPASSING	rom_seleucid	rom_parthava	1
TRESSPASSING	rom_seleucid	rom_parthava	3
TRESSPASSING	rom_seleucid	rom_parthava	4
HOSTILE_AGENT_ACTION	rom_seleucid	rom_pergamon	5
HOSTILE_AGENT_ACTION	rom_seleucid	rom_ptolemaics	1
HOSTILE_AGENT_ACTION	rom_seleucid	rom_ptolemaics	2
TRADE_AGREEMENT	rom_seleucid	rom_ptolemaics	100
TRADE_AGREEMENT_BROKEN	rom_seleucid	rom_ptolemaics	2
HOSTILE_AGENT_ACTION	rom_seleucid	rom_sagartia	5
TRADE_AGREEMENT	rom_seleucid	rom_sagartia	100
TRADE_AGREEMENT_BROKEN	rom_seleucid	rom_sagartia	5
BATTLE_ATTACK	rom_sequani	rom_aedui	15
NON_AGGRESSION_PACT	rom_sequani	rom_aedui	100
NON_AGGRESSION_PACT_BROKEN	rom_sequani	rom_aedui	15
TROOPS_ENSLAVED	rom_sequani	rom_aedui	15
STATE_GIFT_MEDIUM	rom_sequani	rom_helvetii	10
STATE_GIFT_MEDIUM	rom_sequani	rom_helvetii	15
BATTLE_ATTACK	rom_sequani	rom_marcomanni	15
BATTLE_ATTACK	rom_sequani	rom_marcomanni	5
BATTLE_ATTACK	rom_siraces	rom_aorsoi	1
BATTLE_ATTACK	rom_siraces	rom_aorsoi	2
TRESSPASSING	rom_siraces	rom_aorsoi	4
TROOPS_ENSLAVED	rom_siraces	rom_aorsoi	5
HOSTILE_AGENT_ACTION	rom_siraces	rom_cimmeria	8
TRESSPASSING	rom_siraces	rom_cimmeria	12
TRESSPASSING	rom_siraces	rom_scythia	8
BATTLE_SUPPORT	rom_sparta	rom_athens	5
NON_AGGRESSION_PACT	rom_sparta	rom_epirus	100
NON_AGGRESSION_PACT_BROKEN	rom_sparta	rom_epirus	5
STATE_GIFT_MEDIUM	rom_sparta	rom_knossos	10
STATE_GIFT_MEDIUM	rom_sparta	rom_knossos	5
HOSTILE_AGENT_ACTION	rom_sparta	rom_macedon	5
TRESSPASSING	rom_sparta	rom_macedon	10
TRESSPASSING	rom_sparta	rom_macedon	5
STATE_GIFT_MEDIUM	rom_sparta	rom_ptolemaics	7
BATTLE_ATTACK	rom_suebi	rom_boii	5
TRESSPASSING	rom_suebi	rom_boii	10
TRESSPASSING	rom_suebi	rom_cherusci	1
TRESSPASSING	rom_suebi	rom_cherusci	2
BATTLE_ATTACK	rom_suebi	rom_gutones	6
HOSTILE_AGENT_ACTION	rom_suebi	rom_gutones	1
HOSTILE_AGENT_ACTION	rom_suebi	rom_gutones	5
HOSTILE_AGENT_ACTION	rom_suebi	rom_lugii	3
BATTLE_ATTACK	rom_suebi	rom_rugii	10
CITY_BESIEGED	rom_suebi	rom_rugii	5
TROOPS_ENSLAVED	rom_suebi	rom_rugii	10
HOSTILE_AGENT_ACTION	rom_syracuse	rom_carthage	10
HOSTILE_AGENT_ACTION	rom_syracuse	rom_epirus	5
STATE_GIFT_SMALL	rom_thyssagetae	rom_massagetae	4
HOSTILE_AGENT_ACTION	rom_thyssagetae	rom_roxolani	4
TRESSPASSING	rom_thyssagetae	rom_roxolani	4
HOSTILE_AGENT_ACTION	rom_trapezos	rom_ardhan	10
HOSTILE_AGENT_ACTION	rom_trapezos	rom_colchis	5
NON_AGGRESSION_PACT	rom_trapezos	rom_colchis	100
NON_AGGRESSION_PACT_BROKEN	rom_trapezos	rom_colchis	15
BATTLE_ATTACK	rom_trapezos	rom_kartli	10
BATTLE_ATTACK	rom_trapezos	rom_kartli	5
TROOPS_ENSLAVED	rom_trapezos	rom_kartli	5
STATE_GIFT_MEDIUM	rom_trapezos	rom_pontus	10
STATE_GIFT_MEDIUM	rom_trapezos	rom_pontus	15
BATTLE_ATTACK	rom_triballi	rom_getae	5
TRESSPASSING	rom_triballi	rom_getae	15
STATE_GIFT_MEDIUM	rom_triballi	rom_macedon	5
BATTLE_ATTACK	rom_triballi	rom_odryssia	5
TRESSPASSING	rom_triballi	rom_odryssia	6
STATE_GIFT_SMALL	rom_triballi	rom_scordisci	12
STATE_GIFT_MEDIUM	rom_turdetani	rom_arevaci	1
BATTLE_ATTACK	rom_turdetani	rom_carthage	4
BATTLE_ATTACK	rom_turdetani	rom_nova_carthago	10
BATTLE_ATTACK	rom_turdetani	rom_nova_carthago	15
TRESSPASSING	rom_turdetani	rom_nova_carthago	15
TRESSPASSING	rom_tylis	rom_athens	7
HOSTILE_AGENT_ACTION	rom_tylis	rom_bithynia	10
NON_AGGRESSION_PACT	rom_tylis	rom_bithynia	100
NON_AGGRESSION_PACT_BROKEN	rom_tylis	rom_bithynia	15
TRESSPASSING	rom_tylis	rom_getae	10
TRESSPASSING	rom_tylis	rom_getae	20
BATTLE_ATTACK	rom_tylis	rom_macedon	10
BATTLE_ATTACK	rom_tylis	rom_macedon	5
TRESSPASSING	rom_tylis	rom_macedon	15
HOSTILE_AGENT_ACTION	rom_tylis	rom_pergamon	4
STATE_GIFT_MEDIUM	rom_veneti	rom_etruscan	7
TRESSPASSING	rom_veneti	rom_liguria	10
TRESSPASSING	rom_veneti	rom_liguria	5
STATE_GIFT_MEDIUM	rom_veneti	rom_rome	3
HOSTILE_AGENT_ACTION	rom_vivisci	rom_arverni	8
NON_AGGRESSION_PACT	rom_vivisci	rom_arverni	100
NON_AGGRESSION_PACT_BROKEN	rom_vivisci	rom_arverni	3
HOSTILE_AGENT_ACTION	rom_volcae	rom_arverni	6
TRESSPASSING	rom_volcae	rom_arverni	1
TRESSPASSING	rom_volcae	rom_arverni	3
STATE_GIFT_MEDIUM	rom_volcae	rom_cessetani	5
STATE_GIFT_MEDIUM	rom_volcae	rom_cessetani	6
TRADE_AGREEMENT	rom_volcae	rom_massilia	100
TRADE_AGREEMENT_BROKEN	rom_volcae	rom_massilia	5
