key	category	model	audio_material	hit_points	gun_type	onscreen_name	ignition_threshold	radar_icon	visible_in_public_ted	fortwall_penetration_chance	collision_3d	destruct_thresholds	joiner	auxiliary	burn_rate
greek_villa_straight01	generic	greek_villa_straight01	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_villa_straight02	generic	greek_villa_straight02	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_villa_tabernae	generic	greek_villa_tabernae	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_villa_tower	generic	greek_villa_tower	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_villa_wall	generic	greek_villa_wall	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_villa_wall_door	generic	greek_villa_wall_door	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_villa_wall_pillar	generic	greek_villa_wall_pillar	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_wash_house	generic	greek_wash_house	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
helios	generic	helios	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
herm_statue	generic	herm_statue	stone	500			100		false	0	true		false	false	1.0000
highfence_1	generic	highfence_1	stone	100		building	500	placeholder.tga	false	0	true		false	false	1.0000
inv_cliff_01	generic	inv_cliff_01	stone	500			100		false	0	true		false	false	1.0000
inv_cliff_01_small_l	generic	inv_cliff_01_small_l	stone	500			100		false	0	true		false	false	1.0000
inv_cliff_01_small_m	generic	inv_cliff_01_small_m	stone	500			100		false	0	true		false	false	1.0000
inv_cliff_01_small_r	generic	inv_cliff_01_small_r	stone	500			100		false	0	true		false	false	1.0000
inv_cliff_02	generic	inv_cliff_02	stone	500			100		false	0	true		false	false	1.0000
inv_etruscan_fort_angled_joiner	fort_wall	inv_etruscan_fort_angled_joiner	stone	2000		fort_wall	100		false	0	true		false	false	1.0000
inv_etruscan_fort_bridgingcolumn_left	fort_wall	inv_etruscan_fort_bridgingcolumn_left	stone	500		fort_wall	100		false	0	true		false	true	1.0000
inv_etruscan_fort_bridgingcolumn_right	fort_wall	inv_etruscan_fort_bridgingcolumn_right	stone	500		fort_wall	100		false	0	true		false	true	1.0000
inv_etruscan_fort_external_angled_to_grid_joiner	fort_wall	inv_etruscan_fort_external_angled_to_grid_joiner	stone	2000		fort_wall	100		false	0	true		false	false	1.0000
inv_etruscan_fort_external_corner	fort_wall	inv_etruscan_fort_external_corner	stone	2000		fort_wall	100		false	0	true		false	false	1.0000
inv_etruscan_fort_external_grid_to_angled_joiner	fort_wall	inv_etruscan_fort_external_grid_to_angled_joiner	stone	2000		fort_wall	100		false	0	true		false	false	1.0000
inv_etruscan_fort_gateway_e	gate	inv_etruscan_fort_gateway_e	stone	2800		gate	3000		false	0	true	0.7	false	false	4.0000
inv_etruscan_fort_internal_angled_to_grid_joiner	fort_wall	inv_etruscan_fort_internal_angled_to_grid_joiner	stone	2000		fort_wall	100		false	0	true		false	false	1.0000
inv_etruscan_fort_internal_corner	fort_wall	inv_etruscan_fort_internal_corner	stone	2000		fort_wall	100		false	0	true		false	false	1.0000
inv_etruscan_fort_internal_grid_to_angled_joiner	fort_wall	inv_etruscan_fort_internal_grid_to_angled_joiner	stone	2000		fort_wall	100		false	0	true		false	false	1.0000
inv_etruscan_fort_straight	fort_wall	inv_etruscan_fort_straight	stone	2000		fort_wall	100		false	0	true		false	false	1.0000
inv_etruscan_fort_straight_stepped_down_10m_square_bastion_a	fort_wall	inv_etruscan_fort_straight_stepped_down_10m_square_bastion_a	stone	2000		fort_wall	100		false	0	true		false	false	1.0000
inv_etruscan_fort_straight_stepped_up_10m_square_bastion_a	fort_wall	inv_etruscan_fort_straight_stepped_up_10m_square_bastion_a	stone	2000		fort_wall	100		false	0	true		false	false	1.0000
inv_etruscan_fort_straight_with_doors_a	fort_wall	inv_etruscan_fort_straight_with_doors_a	stone	2000		fort_wall	100		false	0	true		false	false	1.0000
inv_etruscan_fort_straight_with_solid_squared_bastion	fort_wall	inv_etruscan_fort_straight_with_solid_squared_bastion	stone	2000		fort_wall	100		false	0	true		false	false	1.0000
inv_etruscan_fort_tower_b_corner_with_extension	fort_tower	inv_etruscan_fort_tower_b_corner_with_extension	stone	2200	tower_watchtower	fort_tower	100		false	0	true		false	false	1.0000
inv_etruscan_fort_tower_c_straight_with_extension	fort_tower	inv_etruscan_fort_tower_c_straight_with_extension	stone	2200	tower_watchtower	fort_tower	100		false	0	true		false	false	1.0000
inv_etruscan_fort_tower_end_left	fort_tower	inv_etruscan_fort_tower_end_left	stone	2200	tower_watchtower	fort_tower	100		false	0	true		false	false	1.0000
inv_etruscan_fort_tower_end_right	fort_tower	inv_etruscan_fort_tower_end_right	stone	2200	tower_watchtower	fort_tower	100		false	0	true		false	false	1.0000
jar	incidental	jar	stone	10		building	100		false	0	true		false	false	1.0000
kitchengarden_1	incidental	kitchengarden_1	stone	10		building	100		false	0	true		false	false	1.0000
kitchengarden_2	incidental	kitchengarden_2	stone	10		building	100		false	0	true		false	false	1.0000
lattice	incidental	lattice	wood	10		building	100		false	0	true		false	false	1.0000
lighthouse_pharos	generic	lighthouse_pharos	stone	500			100		false	0	true		false	false	1.0000
line_large	incidental	line_large	stone	10		building	100		false	0	true		false	false	1.0000
lion_statue	generic	lion_statue	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
lowfence_1	incidental	lowfence_1	wood	20		building	100		false	0	true		false	false	1.0000
lowfence_2	incidental	lowfence_2	wood	20		building	100		false	0	true		false	false	1.0000
lowfence_3	incidental	lowfence_3	stone	20		building	100		false	0	true		false	false	1.0000
marchingcamp_global_bench	incidental	marchingcamp_global_bench	wood	10		building	100		false	0	true		false	false	1.0000
marchingcamp_global_blanket	incidental	marchingcamp_global_blanket	stone	10		building	100		false	0	true		false	false	1.0000
marchingcamp_global_cauldron	incidental	marchingcamp_global_cauldron	stone	10		building	100		false	0	true		false	false	1.0000
marchingcamp_global_table	incidental	marchingcamp_global_table	wood	10		building	100		false	0	true		false	false	1.0000
marchingcamp_tent01	incidental	marchingcamp_tent01	stone	20		building	100		false	0	true		false	false	1.0000
marchingcamp_tent02	incidental	marchingcamp_tent02	stone	20		building	100		false	0	true		false	false	1.0000
marchingcamp_tent03	incidental	marchingcamp_tent03	stone	20		building	100		false	0	true		false	false	1.0000
market_stand_1	incidental	market_stand_1	stone	50		building	100		false	0	true		false	false	1.0000
market_stand_2	incidental	market_stand_2	stone	50		building	100		false	0	true		false	false	1.0000
market_stand_3	incidental	market_stand_3	stone	50		building	100		false	0	true		false	false	1.0000
market_stand_4	incidental	market_stand_4	stone	50		building	100		false	0	true		false	false	1.0000
market_stand_5	incidental	market_stand_5	stone	50		building	100		false	0	true		false	false	1.0000
market_stand_6	incidental	market_stand_6	stone	50		building	100		false	0	true		false	false	1.0000
market_stand_persian_1	generic	market_stand_persian_1	stone	100		building	500	placeholder.tga	false	0	true		false	false	1.0000
market_stand_persian_2	generic	market_stand_persian_2	stone	100		building	500	placeholder.tga	false	0	true		false	false	1.0000
market_stand_persian_3	generic	market_stand_persian_3	stone	100		building	500	placeholder.tga	false	0	true		false	false	1.0000
market_stand_persian_4	generic	market_stand_persian_4	stone	100		building	500	placeholder.tga	false	0	true		false	false	1.0000
market_stand_persian_5	generic	market_stand_persian_5	stone	100		building	500	placeholder.tga	false	0	true		false	false	1.0000
market_stand_persian_6	generic	market_stand_persian_6	stone	100		building	500	placeholder.tga	false	0	true		false	false	1.0000
multiplayer_testbuilding_blue	incidental	multiplayer_testbuilding_blue	stone	10		building	100		false	0	true		false	false	1.0000
multiplayer_testbuilding_green	incidental	multiplayer_testbuilding_green	stone	10		building	100		false	0	true		false	false	1.0000
multiplayer_testbuilding_red	incidental	multiplayer_testbuilding_red	stone	10		building	100		false	0	true		false	false	1.0000
multiplayer_testbuilding_yellow	incidental	multiplayer_testbuilding_yellow	stone	10		building	100		false	0	true		false	false	1.0000
pavements_bench	incidental	pavements_bench	stone	10		building	100		false	0	true		false	false	1.0000
pavements_mosaic	ground_platform	pavements_mosaic	stone	100		building	100		false	0	true		false	false	1.0000
pavements_mosaic5m	ground_platform	pavements_mosaic5m	stone	100		building	100		false	0	true		false	false	1.0000
pavements_path	ground_platform	pavements_path	stone	100		building	100		false	0	true		false	false	1.0000
pavements_path5m	ground_platform	pavements_path5m	stone	100		building	100		false	0	true		false	false	1.0000
pavements_path_bricks	ground_platform	pavements_path_bricks	stone	100		building	100		false	0	true		false	false	1.0000
pavements_path_bricks5m	ground_platform	pavements_path_bricks5m	stone	100		building	100		false	0	true		false	false	1.0000
pavements_sand_tile	ground_platform	pavements_sand_tile	stone	100		building	100		false	0	true		false	false	1.0000
pavements_sand_tile5m	ground_platform	pavements_sand_tile5m	stone	100		building	100		false	0	true		false	false	1.0000
pavements_stairs_corner	ground_platform	pavements_stairs_corner	stone	100		building	100		false	0	true		false	false	1.0000
pavements_stairs_corner5m	ground_platform	pavements_stairs_corner5m	stone	100		building	100		false	0	true		false	false	1.0000
pavements_stairs_straight	ground_platform	pavements_stairs_straight	stone	100		building	100		false	0	true		false	false	1.0000
pavements_stairs_straight5m	ground_platform	pavements_stairs_straight5m	stone	100		building	100		false	0	true		false	false	1.0000
pavements_treepot	incidental	pavements_treepot	stone	10		building	100		false	0	true		false	false	1.0000
pavements_wall_corner	ground_platform	pavements_wall_corner	stone	100		building	100		false	0	true		false	false	1.0000
pavements_wall_corner5m	ground_platform	pavements_wall_corner5m	stone	100		building	100		false	0	true		false	false	1.0000
pavements_wall_straight	ground_platform	pavements_wall_straight	stone	100		building	100		false	0	true		false	false	1.0000
pavements_wall_straight5m	ground_platform	pavements_wall_straight5m	stone	100		building	100		false	0	true		false	false	1.0000
persian_city_building_1	generic	persian_city_building_1	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
persian_city_building_2	generic	persian_city_building_2	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
persian_city_building_3	generic	persian_city_building_3	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
persian_city_building_4	generic	persian_city_building_4	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
persian_city_building_add_1	generic	persian_city_building_add_1	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
persian_city_building_add_2	generic	persian_city_building_add_2	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
persian_city_building_add_3	generic	persian_city_building_add_3	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
persian_city_building_stairs	generic	persian_city_building_stairs	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
persian_city_colonnade_left	generic	persian_city_colonnade_left	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
persian_city_colonnade_middle	generic	persian_city_colonnade_middle	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
persian_city_colonnade_right	generic	persian_city_colonnade_right	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
persian_cliff_fort_corner	fort_wall	persian_cliff_fort_corner	stone	500		fort_wall	100		false	0	true		false	false	1.0000
persian_cliff_fort_diagonal	fort_wall	persian_cliff_fort_diagonal	stone	500		fort_wall	100		false	0	true		false	false	1.0000
persian_cliff_fort_straight	fort_wall	persian_cliff_fort_straight	stone	500		fort_wall	100		false	0	true		false	false	1.0000
persian_column_1	generic	persian_column_1	stone	100		building	500	placeholder.tga	false	0	true		false	false	1.0000
persian_fort_angled_joiner	fort_wall	persian_fort_angled_joiner	stone	2000		fort_wall	100		false	0	true		true	false	1.0000
persian_fort_bridgingcolumn_left	fort_wall	persian_fort_bridgingcolumn_left	stone	2000		fort_wall	100		false	0	true		false	true	1.0000
persian_fort_bridgingcolumn_right	fort_wall	persian_fort_bridgingcolumn_right	stone	2000		fort_wall	100		false	0	true		false	true	1.0000
persian_fort_external_angled_to_grid_joiner	fort_wall	persian_fort_external_angled_to_grid_joiner	stone	2000		fort_wall	100		false	0	true		false	false	1.0000
persian_fort_external_corner	fort_wall	persian_fort_external_corner	stone	2000		fort_wall	100		false	0	true		false	false	1.0000
persian_fort_external_grid_to_angled_joiner	fort_wall	persian_fort_external_grid_to_angled_joiner	stone	2000		fort_wall	100		false	0	true		false	false	1.0000
persian_fort_gateway_e	gate	persian_fort_gateway_e	stone	2800		gate	3000		false	0	true		false	false	4.0000
persian_fort_internal_angled_to_grid_joiner	fort_wall	persian_fort_internal_angled_to_grid_joiner	stone	2000		fort_wall	100		false	0	true		false	false	1.0000
persian_fort_internal_corner	fort_wall	persian_fort_internal_corner	stone	2000		fort_wall	100		false	0	true		false	false	1.0000
persian_fort_internal_grid_to_angled_joiner	fort_wall	persian_fort_internal_grid_to_angled_joiner	stone	2000		fort_wall	100		false	0	true		false	false	1.0000
persian_fort_straight	fort_wall	persian_fort_straight	stone	2000		fort_wall	100		false	0	true		false	false	1.0000
persian_fort_straight_stepped_down_10m_square_bastion_a	unbreachable_fort_wall	persian_fort_straight_stepped_down_10m_square_bastion_a	stone	2000		fort_wall	100		false	0	true		false	false	1.0000
persian_fort_straight_stepped_up_10m_square_bastion_a	unbreachable_fort_wall	persian_fort_straight_stepped_up_10m_square_bastion_a	stone	2000		fort_wall	100		false	0	true		false	false	1.0000
persian_fort_straight_with_doors_a	fort_wall	persian_fort_straight_with_doors_a	stone	2000		fort_wall	100		false	0	true		false	false	1.0000
persian_fort_straight_with_solid_squared_bastion	unbreachable_fort_wall	persian_fort_straight_with_solid_squared_bastion	stone	2500		fort_wall	100		false	0	true		false	false	1.0000
persian_fort_tower_b_corner_with_extension	fort_tower	persian_fort_tower_b_corner_with_extension	stone	2200	tower_watchtower	fort_tower	100		false	0	true	0.7	false	false	1.0000
persian_fort_tower_c_straight_with_extension	fort_tower	persian_fort_tower_c_straight_with_extension	stone	2200	tower_watchtower	fort_tower	100		false	0	true	0.7	false	false	1.0000
persian_fort_tower_end_left	fort_tower	persian_fort_tower_end_left	stone	2200	tower_watchtower	fort_tower	100		false	0	true	0.7	false	false	1.0000
persian_fort_tower_end_right	fort_tower	persian_fort_tower_end_right	stone	2200	tower_watchtower	fort_tower	100		false	0	true	0.7	false	false	1.0000
persian_ground	ground_platform	persian_ground	stone	100		building	100		false	0	true		false	false	1.0000
persian_highfence	generic	persian_highfence	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
persian_highfence_pillar	generic	persian_highfence_pillar	stone	100		building	500	placeholder.tga	false	0	true		false	false	1.0000
persian_lowfence	incidental	persian_lowfence	stone	10		building	100		false	0	true		false	false	1.0000
persian_lowfence_pillar	incidental	persian_lowfence_pillar	stone	10		building	100		false	0	true		false	false	1.0000
persian_slum_1	generic	persian_slum_1	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
persian_slum_2	generic	persian_slum_2	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
persian_slum_3	generic	persian_slum_3	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
persian_statue_1	generic	persian_statue_1	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
persian_tent_side_01	incidental	persian_tent_side_01	stone	20		building	100		false	0	true		false	false	1.0000
persian_tent_side_02	incidental	persian_tent_side_02	stone	20		building	100		false	0	true		false	false	1.0000
persian_tent_side_03	incidental	persian_tent_side_03	stone	20		building	100		false	0	true		false	false	1.0000
persian_tent_side_04	incidental	persian_tent_side_04	stone	20		building	100		false	0	true		false	false	1.0000
persian_tent_side_05	incidental	persian_tent_side_05	stone	20		building	100		false	0	true		false	false	1.0000
persian_tent_side_06	incidental	persian_tent_side_06	stone	20		building	100		false	0	true		false	false	1.0000
persian_tent_side_07	incidental	persian_tent_side_07	stone	20		building	100		false	0	true		false	false	1.0000
persian_tent_top_01	incidental	persian_tent_top_01	stone	20		building	100		false	0	true		false	false	1.0000
persian_tent_top_02	incidental	persian_tent_top_02	stone	20		building	100		false	0	true		false	false	1.0000
persian_tent_top_03	incidental	persian_tent_top_03	stone	20		building	100		false	0	true		false	false	1.0000
persian_tent_top_04	incidental	persian_tent_top_04	stone	20		building	100		false	0	true		false	false	1.0000
persian_tent_top_05	incidental	persian_tent_top_05	stone	20		building	100		false	0	true		false	false	1.0000
persian_tent_top_06	incidental	persian_tent_top_06	stone	20		building	100		false	0	true		false	false	1.0000
persian_tent_top_07	incidental	persian_tent_top_07	stone	20		building	100		false	0	true		false	false	1.0000
persian_tower	generic	persian_tower	stone	500			500	placeholder.tga	false	0	true		false	false	1.0000
persian_townhouse_1	generic	persian_townhouse_1	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
persian_townhouse_2	generic	persian_townhouse_2	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
persian_townhouse_3	generic	persian_townhouse_3	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
persian_townhouse_4	generic	persian_townhouse_4	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
persian_townhouse_add_1	generic	persian_townhouse_add_1	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
persian_townhouse_add_2	generic	persian_townhouse_add_2	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
persian_washingline_air_01	generic	persian_washingline_air_01	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
persian_washingline_air_02	generic	persian_washingline_air_02	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
persian_washingline_air_03	generic	persian_washingline_air_03	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
persian_washingline_air_04	generic	persian_washingline_air_04	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
persian_washingline_ground_01	generic	persian_washingline_ground_01	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
persian_washingline_ground_02	generic	persian_washingline_ground_02	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
persian_washingline_ground_03	generic	persian_washingline_ground_03	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
platform_angle	generic	platform_angle	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
platform_fence_30	incidental	platform_fence_30	stone	10		building	100		false	0	true		false	false	1.0000
platform_fence_corner	incidental	platform_fence_corner	stone	10		building	100		false	0	true		false	false	1.0000
platform_fence_slope	incidental	platform_fence_slope	stone	10		building	100		false	0	true		false	false	1.0000
platform_fence_straight	incidental	platform_fence_straight	stone	10		building	100		false	0	true		false	false	1.0000
platform_ground_tiles	ground_platform	platform_ground_tiles	stone	500		building	100		false	0	true		false	false	1.0000
platform_ground_tiles2	ground_platform	platform_ground_tiles2	stone	500		building	100		false	0	true		false	false	1.0000
platform_ground_tiles2_roman	ground_platform	platform_ground_tiles2_roman	stone	500		building	100		false	0	true		false	false	1.0000
platform_ground_tiles3	ground_platform	platform_ground_tiles3	stone	500		building	100		false	0	true		false	false	1.0000
platform_ground_tiles_roman	ground_platform	platform_ground_tiles_roman	stone	500		building	100		false	0	true		false	false	1.0000
platform_staircase	generic	platform_staircase	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
platform_staircase_roman	generic	platform_staircase_roman	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
platform_wall_30	generic	platform_wall_30	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
platform_wall_30_roman	generic	platform_wall_30_roman	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
platform_wall_corner	generic	platform_wall_corner	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
platform_wall_corner_door	generic	platform_wall_corner_door	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
platform_wall_corner_door_roman	generic	platform_wall_corner_door_roman	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
platform_wall_corner_door_window1	generic	platform_wall_corner_door_window1	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
platform_wall_corner_door_window1_roman	generic	platform_wall_corner_door_window1_roman	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
platform_wall_corner_door_window2	generic	platform_wall_corner_door_window2	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
platform_wall_corner_door_window2_roman	generic	platform_wall_corner_door_window2_roman	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
platform_wall_corner_roman	generic	platform_wall_corner_roman	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
platform_wall_corner_tunnel	generic	platform_wall_corner_tunnel	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
platform_wall_corner_tunnel_roman	generic	platform_wall_corner_tunnel_roman	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
platform_wall_corner_window1	generic	platform_wall_corner_window1	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
platform_wall_corner_window1_roman	generic	platform_wall_corner_window1_roman	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
platform_wall_slope	generic	platform_wall_slope	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
platform_wall_straight	generic	platform_wall_straight	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
platform_wall_straight_pillar	generic	platform_wall_straight_pillar	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
platform_wall_straight_pillar_roman	generic	platform_wall_straight_pillar_roman	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
platform_wall_straight_pipe	generic	platform_wall_straight_pipe	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
platform_wall_straight_pipe_roman	generic	platform_wall_straight_pipe_roman	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
platform_wall_straight_roman	generic	platform_wall_straight_roman	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
pontoon	bridge	pontoon	wood	20		building	100		false	0	true		false	false	1.0000
pyramid	generic	pyramid	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
pyramid_khafre	generic	pyramid_khafre	stone	500			500	placeholder.tga	false	0	true		false	false	1.0000
pyramid_khufu	generic	pyramid_khufu	stone	500			500	placeholder.tga	false	0	true		false	false	1.0000
rameses_ii	generic	rameses_ii	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
road_planks	bridge	road_planks	wood	20			100		false	0	true		false	false	1.0000
rock01_wall	incidental	rock01_wall	stone	10		building	100		false	0	true		false	false	1.0000
rock02_wall	incidental	rock02_wall	stone	10		building	100		false	0	true		false	false	1.0000
rock_01_large	generic	rock_01_large	stone	500			500		false	0	true		false	false	1.0000
rock_01_med	generic	rock_01_med	stone	500			500		false	0	true		false	false	1.0000
rock_01_small	generic	rock_01_small	stone	500			500		false	0	true		false	false	1.0000
rock_02_large	generic	rock_02_large	stone	500			500		false	0	true		false	false	1.0000
rock_02_med	generic	rock_02_med	stone	500			500		false	0	true		false	false	1.0000
rock_02_med2	generic	rock_02_med2	stone	500			500		false	0	true		false	false	1.0000
rock_02_small	generic	rock_02_small	stone	500			500		false	0	true		false	false	1.0000
rock_desert_large_1	generic	rock_desert_large_1	stone	500			500		false	0	true		false	false	1.0000
rock_desert_med_1	generic	rock_desert_med_1	stone	500			500		false	0	true		false	false	1.0000
rock_desert_med_2	generic	rock_desert_med_2	stone	500			500		false	0	true		false	false	1.0000
rock_desert_med_3	generic	rock_desert_med_3	stone	500			500		false	0	true		false	false	1.0000
rock_desert_med_4	generic	rock_desert_med_4	stone	500			500		false	0	true		false	false	1.0000
rock_desert_small_1	generic	rock_desert_small_1	stone	500			500		false	0	true		false	false	1.0000
rock_desert_small_2	generic	rock_desert_small_2	stone	500			500		false	0	true		false	false	1.0000
rock_flat	incidental	rock_flat	stone	10		building	100		false	0	true		false	false	1.0000
rocks_small_01	incidental	rocks_small_01	stone	10		building	100		false	0	true		false	false	1.0000
roman_agora_2storey_building01	generic	roman_agora_2storey_building01	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
roman_agora_2storey_building02	generic	roman_agora_2storey_building02	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
roman_agora_2storey_building03	generic	roman_agora_2storey_building03	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
roman_agora_2storey_building04	generic	roman_agora_2storey_building04	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
roman_agora_bath01	generic	roman_agora_bath01	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
roman_agora_bath02	generic	roman_agora_bath02	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
roman_agora_main_segment	generic	roman_agora_main_segment	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
roman_agora_main_segment_end_detailed	generic	roman_agora_main_segment_end_detailed	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
roman_agora_main_segment_end_detailed_flipped	generic	roman_agora_main_segment_end_detailed_flipped	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
roman_agora_tower	generic	roman_agora_tower	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
roman_apartment_building01	generic	roman_apartment_building01	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
roman_apartment_building01-02	generic	roman_apartment_building01-02	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
roman_apartment_building02	generic	roman_apartment_building02	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
roman_apartment_building02-02	generic	roman_apartment_building02-02	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
roman_apartment_building03	generic	roman_apartment_building03	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
roman_apartment_building_corner	generic	roman_apartment_building_corner	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
roman_aqueduct_60	generic	roman_aqueduct_60	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
roman_aqueduct_60degres	generic	roman_aqueduct_60degres	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
roman_aqueduct_90	generic	roman_aqueduct_90	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
roman_aqueduct_destruct_end	generic	roman_aqueduct_destruct_end	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
roman_aqueduct_end	generic	roman_aqueduct_end	stone	500		fort_wall	500	placeholder.tga	false	0	true		false	false	1.0000
roman_aqueduct_notech	generic	roman_aqueduct_notech	stone	500		fort_wall	500	placeholder.tga	false	0	true		false	false	1.0000
roman_aqueduct_straight	generic	roman_aqueduct_straight	stone	500		fort_wall	500	placeholder.tga	false	0	true		false	false	1.0000
roman_aqueduct_terminus	generic	roman_aqueduct_terminus	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
roman_circumvallations_concave	generic	roman_circumvallations_concave	wood	500		fort_wall	100		false	0	true		false	false	1.0000
roman_circumvallations_convex	generic	roman_circumvallations_convex	wood	500		fort_wall	100		false	0	true		false	false	1.0000
roman_circumvallations_watchtower_enclosed	generic	roman_circumvallations_watchtower_enclosed	wood	500		fort_wall	100		false	0	true		false	false	1.0000
roman_circus_maximus_arch	generic	roman_circus_maximus_arch	stone	500			500	placeholder.tga	false	0	true		false	false	1.0000
roman_circus_maximus_entrance	generic	roman_circus_maximus_entrance	stone	500			500	placeholder.tga	false	0	true		false	false	1.0000
roman_circus_maximus_entrance02	generic	roman_circus_maximus_entrance02	stone	500			500	placeholder.tga	false	0	true		false	false	1.0000
roman_circus_maximus_plynth	generic	roman_circus_maximus_plynth	stone	500			500	placeholder.tga	false	0	true		false	false	1.0000
roman_circus_maximus_plynth_end	generic	roman_circus_maximus_plynth_end	stone	500			500	placeholder.tga	false	0	true		false	false	1.0000
roman_circus_maximus_round	generic	roman_circus_maximus_round	stone	500			500	placeholder.tga	false	0	true		false	false	1.0000
