child_key	parent_key	initial_descent_tiers	parent_link_position	child_link_position
inv_syracuse_military_hegemonia_004_ares_and_athena	inv_syracuse_military_hegemonia_001_eisphora	0	2	4
inv_syracuse_military_hegemonia_001_eisphora	inv_syracuse_military_hegemonia_002_logistics	0	1	4
inv_syracuse_military_hegemonia_003_supply_lines	inv_syracuse_military_hegemonia_002_logistics	0	3	4
inv_syracuse_military_hegemonia_005_mercenary_service	inv_syracuse_military_hegemonia_002_logistics	0	2	4
inv_syracuse_military_hegemonia_006_supply_reforms	inv_syracuse_military_hegemonia_003_supply_lines	0	2	4
inv_syracuse_military_hegemonia_008_a_friend_of_the_blades_for_hire	inv_syracuse_military_hegemonia_005_mercenary_service	0	2	4
inv_syracuse_military_hegemonia_009_hippocratic_corpus	inv_syracuse_military_hegemonia_006_supply_reforms	0	2	4
inv_syracuse_military_hegemonia_007_foreign_mercenaries	inv_syracuse_military_hegemonia_008_a_friend_of_the_blades_for_hire	0	1	4
inv_syracuse_military_strategiky_004_marines_on_land	inv_syracuse_military_strategiky_001_marine_training	0	2	4
inv_syracuse_military_strategiky_003_siege_engines	inv_syracuse_military_strategiky_002_ammunition_stores_and_grain_houses	0	3	4
inv_syracuse_military_strategiky_005_master_and_inventor	inv_syracuse_military_strategiky_002_ammunition_stores_and_grain_houses	0	2	4
inv_syracuse_military_strategiky_007_bronze_battering_ram	inv_syracuse_military_strategiky_004_marines_on_land	0	2	4
inv_syracuse_military_strategiky_006_polymorphia_katapelton	inv_syracuse_military_strategiky_005_master_and_inventor	0	3	4
inv_syracuse_military_strategiky_009_naval_artillery_of_syracuse	inv_syracuse_military_strategiky_006_polymorphia_katapelton	0	2	4
inv_syracuse_military_strategiky_008_athenian_approach_to_sea_power	inv_syracuse_military_strategiky_007_bronze_battering_ram	0	2	1
inv_syracuse_military_stratos_004_tactical_drills	inv_syracuse_military_stratos_001_peltasts	0	2	4
inv_syracuse_military_stratos_001_peltasts	inv_syracuse_military_stratos_002_iron_over_bronze	0	1	4
inv_syracuse_military_stratos_003_the_terror_of_carthage	inv_syracuse_military_stratos_002_iron_over_bronze	0	3	4
inv_syracuse_military_stratos_005_cavalry_the_society_finest	inv_syracuse_military_stratos_002_iron_over_bronze	0	2	4
inv_syracuse_military_stratos_006_destroyers_of_the_italiote_league	inv_syracuse_military_stratos_003_the_terror_of_carthage	0	2	4
inv_syracuse_military_stratos_007_advanced_tactical_theory	inv_syracuse_military_stratos_004_tactical_drills	0	2	4
inv_syracuse_military_stratos_008_riders_of_outstanding_merit	inv_syracuse_military_stratos_005_cavalry_the_society_finest	0	2	4
inv_syracuse_military_stratos_009_proficiency_against_italic_tribes	inv_syracuse_military_stratos_006_destroyers_of_the_italiote_league	0	2	4
inv_taranto_civil_diacheirisy_004_leaders_of_the_italiote_league	inv_taranto_civil_diacheirisy_001_embrace_spartan_tradition	0	2	4
inv_taranto_civil_diacheirisy_005_poseidon_host_of_the_sea	inv_taranto_civil_diacheirisy_002_wine_and_divinity	0	2	4
inv_taranto_civil_diacheirisy_002_wine_and_divinity	inv_taranto_civil_diacheirisy_003_a_populous_magna_graecia	0	1	4
inv_taranto_civil_diacheirisy_007_changing_loyalties	inv_taranto_civil_diacheirisy_004_leaders_of_the_italiote_league	0	2	4
inv_taranto_civil_diacheirisy_006_a_sea_faring_nation	inv_taranto_civil_diacheirisy_005_poseidon_host_of_the_sea	0	3	4
inv_taranto_civil_diacheirisy_009_children_of_aphrodite	inv_taranto_civil_diacheirisy_006_a_sea_faring_nation	0	2	4
inv_taranto_civil_diacheirisy_008_legendary_leader	inv_taranto_civil_diacheirisy_007_changing_loyalties	0	2	1
inv_taranto_civil_ergasia_004_wine_and_prosperity	inv_taranto_civil_ergasia_001_fertile_lands	0	2	4
inv_taranto_civil_ergasia_005_sources_of_revenue	inv_taranto_civil_ergasia_002_the_secret_of_wealth	0	2	4
inv_taranto_civil_ergasia_006_wine_and_life	inv_taranto_civil_ergasia_003_temple_medicine	0	2	4
inv_taranto_civil_ergasia_007_corn_sweet_corn	inv_taranto_civil_ergasia_004_wine_and_prosperity	0	2	4
inv_taranto_civil_ergasia_008_indirect_taxes	inv_taranto_civil_ergasia_005_sources_of_revenue	0	2	4
inv_taranto_civil_ergasia_009_literature_teaches_medicine	inv_taranto_civil_ergasia_006_wine_and_life	0	2	4
inv_taranto_civil_vios_004_the_school_of_rhetoric	inv_taranto_civil_vios_001_higher_education	0	1	4
inv_taranto_civil_vios_001_higher_education	inv_taranto_civil_vios_002_patrons_and_artistry	0	1	4
inv_taranto_civil_vios_005_artists_and_celebrity	inv_taranto_civil_vios_002_patrons_and_artistry	0	2	4
inv_taranto_civil_vios_006_the_miracle_of_the_crane	inv_taranto_civil_vios_003_like_father_like_son	0	2	4
inv_taranto_civil_vios_007_the_academy	inv_taranto_civil_vios_004_the_school_of_rhetoric	0	2	4
inv_taranto_civil_vios_009_modern_cities	inv_taranto_civil_vios_006_the_miracle_of_the_crane	0	2	4
inv_taranto_civil_vios_008_the_lyceum	inv_taranto_civil_vios_007_the_academy	0	2	1
inv_taranto_military_hegemonia_004_athenian_approach_to_sea_power	inv_taranto_military_hegemonia_001_marine_training	0	2	4
inv_taranto_military_hegemonia_001_marine_training	inv_taranto_military_hegemonia_002_ares_and_our_human_daemons	0	1	4
inv_taranto_military_hegemonia_003_hires_from_the_league	inv_taranto_military_hegemonia_002_ares_and_our_human_daemons	0	3	4
inv_taranto_military_hegemonia_006_mercenary_service	inv_taranto_military_hegemonia_003_hires_from_the_league	0	2	4
inv_taranto_military_hegemonia_005_marines_on_land	inv_taranto_military_hegemonia_004_athenian_approach_to_sea_power	0	3	4
inv_taranto_military_hegemonia_007_bronze_battering_ram	inv_taranto_military_hegemonia_004_athenian_approach_to_sea_power	0	2	4
inv_taranto_military_hegemonia_009_advanced_military_administration	inv_taranto_military_hegemonia_006_mercenary_service	0	2	4
inv_taranto_military_hegemonia_008_master_ship_builders	inv_taranto_military_hegemonia_007_bronze_battering_ram	0	3	4
inv_taranto_military_strategiky_001_hippocratic_corpus	inv_taranto_military_strategiky_002_logistics	0	1	4
inv_taranto_military_strategiky_003_siege_engines	inv_taranto_military_strategiky_002_logistics	0	3	4
inv_taranto_military_strategiky_005_supply_lines	inv_taranto_military_strategiky_002_logistics	0	2	4
inv_taranto_military_strategiky_006_to_borrow_a_catapult	inv_taranto_military_strategiky_003_siege_engines	0	2	4
inv_taranto_military_strategiky_004_eisphora	inv_taranto_military_strategiky_005_supply_lines	0	1	4
inv_taranto_military_strategiky_008_supply_reforms	inv_taranto_military_strategiky_005_supply_lines	0	2	4
inv_taranto_military_strategiky_009_polymorphia_katapelton	inv_taranto_military_strategiky_006_to_borrow_a_catapult	0	2	4
inv_taranto_military_strategiky_007_ammunition_stores_and_grain_houses	inv_taranto_military_strategiky_008_supply_reforms	0	1	4
inv_taranto_military_stratos_004_tactical_drills	inv_taranto_military_stratos_001_peltasts	0	2	4
inv_taranto_military_stratos_001_peltasts	inv_taranto_military_stratos_002_iron_over_bronze	0	1	4
inv_taranto_military_stratos_003_cavalry_the_society_finest	inv_taranto_military_stratos_002_iron_over_bronze	0	3	4
inv_taranto_military_stratos_005_proficiency_against_italic_tribes	inv_taranto_military_stratos_002_iron_over_bronze	0	2	4
inv_taranto_military_stratos_006_riders_of_outstanding_merit	inv_taranto_military_stratos_003_cavalry_the_society_finest	0	2	4
inv_taranto_military_stratos_007_advanced_tactical_theory	inv_taranto_military_stratos_004_tactical_drills	0	2	4
inv_taranto_military_stratos_008_spartan_descendants	inv_taranto_military_stratos_005_proficiency_against_italic_tribes	0	2	4
inv_taranto_military_stratos_009_tarentine_cavalry	inv_taranto_military_stratos_006_riders_of_outstanding_merit	0	2	4
inv_tarchuna_civil_piety_004_funerary_art	inv_tarchuna_civil_piety_001_libri_acherontici	0	2	4
inv_tarchuna_civil_piety_001_libri_acherontici	inv_tarchuna_civil_piety_002_libri_fatales	0	1	4
inv_tarchuna_civil_piety_003_amulets_for_good_and_evil	inv_tarchuna_civil_piety_002_libri_fatales	0	3	4
inv_tarchuna_civil_piety_005_the_miracle_of_the_crane	inv_tarchuna_civil_piety_002_libri_fatales	0	2	4
inv_tarchuna_civil_piety_006_libri_fulgurales	inv_tarchuna_civil_piety_003_amulets_for_good_and_evil	0	2	4
inv_tarchuna_civil_piety_007_wall_painting	inv_tarchuna_civil_piety_004_funerary_art	0	2	4
inv_tarchuna_civil_piety_008_urban_development	inv_tarchuna_civil_piety_005_the_miracle_of_the_crane	0	2	4
inv_tarchuna_civil_piety_009_libri_ostentaria	inv_tarchuna_civil_piety_006_libri_fulgurales	0	2	4
inv_tarchuna_civil_productivity_004_improved_land_cultivation	inv_tarchuna_civil_productivity_001_fertile_lands	0	2	4
inv_tarchuna_civil_productivity_001_fertile_lands	inv_tarchuna_civil_productivity_002_libri_rituales	0	1	4
inv_tarchuna_civil_productivity_003_its_all_mines	inv_tarchuna_civil_productivity_002_libri_rituales	0	3	4
inv_tarchuna_civil_productivity_005_wood_and_timber	inv_tarchuna_civil_productivity_002_libri_rituales	0	2	4
inv_tarchuna_civil_productivity_006_etruscan_quality_pottery	inv_tarchuna_civil_productivity_003_its_all_mines	0	2	4
inv_tarchuna_civil_productivity_007_livestock_and_pastures	inv_tarchuna_civil_productivity_004_improved_land_cultivation	0	2	4
inv_tarchuna_civil_productivity_009_etruscan_sculptures	inv_tarchuna_civil_productivity_006_etruscan_quality_pottery	0	2	4
inv_tarchuna_civil_productivity_008_libri_haruspicini	inv_tarchuna_civil_productivity_007_livestock_and_pastures	0	2	1
inv_tarchuna_civil_prosperity_004_gaul_whisperers	inv_tarchuna_civil_prosperity_001_the_simpletons_from_rome	0	2	4
inv_tarchuna_civil_prosperity_001_the_simpletons_from_rome	inv_tarchuna_civil_prosperity_002_politics_of_change	0	1	4
inv_tarchuna_civil_prosperity_003_dominating_trade	inv_tarchuna_civil_prosperity_002_politics_of_change	0	3	4
inv_tarchuna_civil_prosperity_005_the_bread_and_the_knife	inv_tarchuna_civil_prosperity_002_politics_of_change	0	2	4
inv_tarchuna_civil_prosperity_006_sources_of_revenue	inv_tarchuna_civil_prosperity_003_dominating_trade	0	2	4
inv_tarchuna_civil_prosperity_007_etruria_to_all	inv_tarchuna_civil_prosperity_004_gaul_whisperers	0	2	4
inv_tarchuna_civil_prosperity_008_shrine_of_voltumnae	inv_tarchuna_civil_prosperity_005_the_bread_and_the_knife	0	2	4
inv_tarchuna_civil_prosperity_009_the_elegant_slave	inv_tarchuna_civil_prosperity_006_sources_of_revenue	0	2	4
inv_tarchuna_military_dominance_004_bronze_battering_ram	inv_tarchuna_military_dominance_001_marine_training	0	2	4
inv_tarchuna_military_dominance_001_marine_training	inv_tarchuna_military_dominance_002_logistics	0	1	4
inv_tarchuna_military_dominance_003_conscription	inv_tarchuna_military_dominance_002_logistics	0	1	4
inv_tarchuna_military_dominance_005_supply_lines	inv_tarchuna_military_dominance_002_logistics	0	2	4
inv_tarchuna_military_dominance_006_informant_network	inv_tarchuna_military_dominance_003_conscription	0	2	4
inv_tarchuna_military_dominance_007_they_call_us_pirates	inv_tarchuna_military_dominance_004_bronze_battering_ram	0	2	4
inv_tarchuna_military_dominance_008_supply_contracts	inv_tarchuna_military_dominance_005_supply_lines	0	2	4
inv_tarchuna_military_dominance_009_clandestine_actions	inv_tarchuna_military_dominance_006_informant_network	0	2	4
inv_tarchuna_military_strategy_004_taming_rome	inv_tarchuna_military_strategy_001_raid_and_pillage	0	2	4
inv_tarchuna_military_strategy_001_raid_and_pillage	inv_tarchuna_military_strategy_002_ammunition_stores_and_grain_houses	0	1	4
inv_tarchuna_military_strategy_003_siege_engines	inv_tarchuna_military_strategy_002_ammunition_stores_and_grain_houses	0	1	4
inv_tarchuna_military_strategy_005_military_engineering	inv_tarchuna_military_strategy_002_ammunition_stores_and_grain_houses	0	2	4
inv_tarchuna_military_strategy_006_to_borrow_a_catapult	inv_tarchuna_military_strategy_003_siege_engines	0	2	4
inv_tarchuna_military_strategy_007_the_good_the_bad_and_the_gauls	inv_tarchuna_military_strategy_004_taming_rome	0	2	4
inv_tarchuna_military_strategy_008_mercenary_patrons	inv_tarchuna_military_strategy_005_military_engineering	0	2	4
inv_tarchuna_military_strategy_009_catapulta_diversitas	inv_tarchuna_military_strategy_006_to_borrow_a_catapult	0	2	4
inv_tarchuna_military_strength_004_riders_of_outstanding_merit	inv_tarchuna_military_strength_001_cavalry_the_etruscan_finest	0	2	4
inv_tarchuna_military_strength_001_cavalry_the_etruscan_finest	inv_tarchuna_military_strength_002_iron_over_bronze	0	1	4
inv_tarchuna_military_strength_003_when_a_warrior_dies	inv_tarchuna_military_strength_002_iron_over_bronze	0	3	4
inv_tarchuna_military_strength_005_tactical_drills	inv_tarchuna_military_strength_002_iron_over_bronze	0	2	4
inv_tarchuna_military_strength_007_eruscan_generals	inv_tarchuna_military_strength_004_riders_of_outstanding_merit	0	2	4
inv_tarchuna_military_strength_006_etruscan_spears	inv_tarchuna_military_strength_005_tactical_drills	0	3	4
inv_tarchuna_military_strength_008_improved_armour	inv_tarchuna_military_strength_005_tactical_drills	0	2	4
inv_tarchuna_military_strength_009_light_infantry	inv_tarchuna_military_strength_006_etruscan_spears	0	2	4
inv_veneti_civil_piety_004_wine_and_divinity	inv_veneti_civil_piety_001_feasts	0	2	4
inv_veneti_civil_piety_001_feasts	inv_veneti_civil_piety_002_wise_leaders	0	1	4
inv_veneti_civil_piety_003_changing_loyalties	inv_veneti_civil_piety_002_wise_leaders	0	3	4
inv_veneti_civil_piety_005_sources_of_revenue	inv_veneti_civil_piety_002_wise_leaders	0	2	4
inv_veneti_civil_piety_006_blessed_by_hermes	inv_veneti_civil_piety_005_sources_of_revenue	0	3	4
inv_veneti_civil_piety_008_items_of_trade	inv_veneti_civil_piety_005_sources_of_revenue	0	2	4
inv_veneti_civil_piety_007_the_positive_side_of_slavery	inv_veneti_civil_piety_008_items_of_trade	0	1	4
inv_veneti_civil_piety_009_naval_trade	inv_veneti_civil_piety_008_items_of_trade	0	3	4
inv_veneti_civil_productivity_001_dry_stone_construction	inv_veneti_civil_productivity_002_influenced_by_the_celts	0	1	4
inv_veneti_civil_productivity_003_she_of_the_sacred_grove	inv_veneti_civil_productivity_002_influenced_by_the_celts	0	3	4
inv_veneti_civil_productivity_004_imported_etruscan_pottery	inv_veneti_civil_productivity_002_influenced_by_the_celts	0	2	4
inv_veneti_civil_productivity_005_influenced_by_etruscasn	inv_veneti_civil_productivity_004_imported_etruscan_pottery	0	1	4
inv_veneti_civil_productivity_006_libri_fatales	inv_veneti_civil_productivity_004_imported_etruscan_pottery	0	3	4
inv_veneti_civil_productivity_008_influenced_by_the_greeks	inv_veneti_civil_productivity_004_imported_etruscan_pottery	0	2	4
inv_veneti_civil_productivity_007_the_miracle_of_the_crane	inv_veneti_civil_productivity_008_influenced_by_the_greeks	0	1	4
inv_veneti_civil_productivity_009_shrine_medicine	inv_veneti_civil_productivity_008_influenced_by_the_greeks	0	3	4
inv_veneti_civil_prosperity_004_mining_expertise	inv_veneti_civil_prosperity_001_wood_and_timber	0	2	4
inv_veneti_civil_prosperity_001_wood_and_timber	inv_veneti_civil_prosperity_002_animal_husbandry	0	1	4
inv_veneti_civil_prosperity_003_the_sacred_hunt	inv_veneti_civil_prosperity_002_animal_husbandry	0	3	4
inv_veneti_civil_prosperity_005_crop_rotation	inv_veneti_civil_prosperity_002_animal_husbandry	0	2	4
inv_veneti_civil_prosperity_007_theory_about_economics	inv_veneti_civil_prosperity_004_mining_expertise	0	2	4
inv_veneti_civil_prosperity_006_grain_kiln	inv_veneti_civil_prosperity_005_crop_rotation	0	3	4
inv_veneti_civil_prosperity_008_livestock_and_pastures	inv_veneti_civil_prosperity_005_crop_rotation	0	2	4
inv_veneti_civil_prosperity_009_superior_horses	inv_veneti_civil_prosperity_008_livestock_and_pastures	0	3	4
inv_veneti_military_dominance_004_ammunition_stores_and_grain_houses	inv_veneti_military_dominance_001_supply_lines	0	2	4
inv_veneti_military_dominance_001_supply_lines	inv_veneti_military_dominance_002_logistic_efforts	0	1	4
inv_veneti_military_dominance_003_informant_network	inv_veneti_military_dominance_002_logistic_efforts	0	3	4
inv_veneti_military_dominance_006_clandestine_actions	inv_veneti_military_dominance_003_informant_network	0	2	4
inv_veneti_military_dominance_005_to_borrow_a_catapult	inv_veneti_military_dominance_004_ammunition_stores_and_grain_houses	0	3	4
inv_veneti_military_dominance_007_siege_engines	inv_veneti_military_dominance_004_ammunition_stores_and_grain_houses	0	2	4
inv_veneti_military_dominance_008_ambush	inv_veneti_military_dominance_006_clandestine_actions	0	2	4
inv_veneti_military_strategy_004_the_cult_of_hercules	inv_veneti_military_strategy_001_warriors_in_the_light_of_cicolluis	0	2	4
inv_veneti_military_strategy_005_marine_training	inv_veneti_military_strategy_001_warriors_in_the_light_of_cicolluis	0	3	4
inv_veneti_military_strategy_006_spoils_of_war	inv_veneti_military_strategy_003_raid_and_pillage	0	2	4
inv_veneti_military_strategy_007_marines_on_land	inv_veneti_military_strategy_005_marine_training	0	2	4
inv_veneti_military_strategy_008_taming_italia	inv_veneti_military_strategy_006_spoils_of_war	0	2	4
inv_veneti_military_strength_004_advanced_saddle	inv_veneti_military_strength_001_cavalry_the_society_finest	0	2	4
inv_veneti_military_strength_001_cavalry_the_society_finest	inv_veneti_military_strength_002_iron_over_bronze	0	1	4
inv_veneti_military_strength_003_light_infantry	inv_veneti_military_strength_002_iron_over_bronze	0	3	4
inv_veneti_military_strength_005_tactical_drills	inv_veneti_military_strength_002_iron_over_bronze	0	2	4
inv_veneti_military_strength_006_improved_armour	inv_veneti_military_strength_003_light_infantry	0	2	4
inv_veneti_military_strength_007_blessed_horses	inv_veneti_military_strength_004_advanced_saddle	0	2	4
inv_veneti_military_strength_008_weapon_proficiency	inv_veneti_military_strength_005_tactical_drills	0	2	4
pel_civics_aesthetics_002_acting	pel_civics_aesthetics_001_greek_classical_art	0	3	1
pel_civics_aesthetics_003_doric_order	pel_civics_aesthetics_001_greek_classical_art	0	2	4
pel_civics_aesthetics_004_tragedy_plays	pel_civics_aesthetics_002_acting	0	2	4
pel_civics_aesthetics_005_red_figure_painting	pel_civics_aesthetics_003_doric_order	0	2	1
pel_civics_aesthetics_006_comedic_plays	pel_civics_aesthetics_004_tragedy_plays	0	2	4
pel_civics_aesthetics_007_ionic_order	pel_civics_aesthetics_005_red_figure_painting	0	2	4
pel_civics_aesthetics_008_votive_art	pel_civics_aesthetics_007_ionic_order	0	1	4
pel_civics_aesthetics_009_monumental_sculpturing	pel_civics_aesthetics_007_ionic_order	0	3	4
pel_civics_mathematics_002_indoor_plumbing	pel_civics_mathematics_001_geometry	0	1	4
pel_civics_mathematics_003_golden_ratio	pel_civics_mathematics_001_geometry	0	3	4
pel_civics_mathematics_004_hippocratic_corpus	pel_civics_mathematics_002_indoor_plumbing	0	2	4
pel_civics_mathematics_005_acoustics	pel_civics_mathematics_003_golden_ratio	0	2	4
pel_civics_mathematics_006_architectural_illusions	pel_civics_mathematics_004_hippocratic_corpus	0	2	1
pel_civics_mathematics_006_architectural_illusions	pel_civics_mathematics_005_acoustics	0	2	3
pel_civics_mathematics_007_pythanagoreian_order	pel_civics_mathematics_006_architectural_illusions	0	2	4
pel_civics_mathematics_008_cartography	pel_civics_mathematics_007_pythanagoreian_order	0	1	4
pel_civics_mathematics_009_classical_engineering	pel_civics_mathematics_007_pythanagoreian_order	0	3	4
pel_civics_philosophy_002_histrory_writting	pel_civics_philosophy_001_education	0	2	4
pel_civics_philosophy_003_socratics_philosophy	pel_civics_philosophy_001_education	0	3	4
pel_civics_philosophy_004_sophist_trainning	pel_civics_philosophy_002_histrory_writting	0	2	4
pel_civics_philosophy_005_platonic_philosophy	pel_civics_philosophy_003_socratics_philosophy	0	2	4
pel_civics_philosophy_008_rhetorics	pel_civics_philosophy_004_sophist_trainning	0	2	4
pel_civics_philosophy_006_cunism_philosophy	pel_civics_philosophy_005_platonic_philosophy	0	2	3
pel_civics_philosophy_007_eleatic_philosophy	pel_civics_philosophy_006_cunism_philosophy	0	2	4
pel_civics_philosophy_009_ostracism	pel_civics_philosophy_008_rhetorics	0	3	1
pel_military_army_002_mercenaries	pel_military_army_001_gymnasia	0	4	1
pel_military_army_003_military_settlements	pel_military_army_001_gymnasia	0	2	1
pel_military_army_004_phalanx_drill	pel_military_army_003_military_settlements	0	2	4
pel_military_army_005_common_shield_decoration	pel_military_army_004_phalanx_drill	0	1	4
pel_military_army_006_hierarchy	pel_military_army_004_phalanx_drill	0	3	4
pel_military_army_007_epitaph	pel_military_army_005_common_shield_decoration	0	2	4
pel_military_army_008_supply_reforms	pel_military_army_006_hierarchy	0	2	4
pel_military_army_009_laconian_trainning	pel_military_army_008_supply_reforms	0	2	3
pel_military_navy_002_reinforced_prows	pel_military_navy_001_bronze_ram	0	2	4
pel_military_navy_003_waterproof_leather	pel_military_navy_001_bronze_ram	0	3	1
pel_military_navy_004_marine_trainning	pel_military_navy_002_reinforced_prows	0	2	4
pel_military_navy_005_flute_coordination	pel_military_navy_004_marine_trainning	0	2	4
pel_military_navy_006_binding_wires	pel_military_navy_004_marine_trainning	0	3	1
pel_military_navy_007_crew_coordination	pel_military_navy_005_flute_coordination	0	2	4
pel_military_navy_008_cimon_reforms	pel_military_navy_006_binding_wires	0	2	4
pel_military_navy_009_liturgy	pel_military_navy_007_crew_coordination	0	2	1
pel_military_support_002_ammunition_store	pel_military_support_001_organised_supply	0	1	4
pel_military_support_003_physical_conditioning	pel_military_support_001_organised_supply	0	3	4
pel_military_support_004_supply_tunnels	pel_military_support_002_ammunition_store	0	2	4
pel_military_support_005_cretian_ethos	pel_military_support_003_physical_conditioning	0	2	4
pel_military_support_008_advanced_weaponsmith	pel_military_support_004_supply_tunnels	0	2	4
pel_military_support_006_cavalry_tactics	pel_military_support_005_cretian_ethos	0	2	3
pel_military_support_007_peltast_trainning	pel_military_support_006_cavalry_tactics	0	2	4
pel_military_support_009_thessalian_cavalry	pel_military_support_007_peltast_trainning	0	3	4
pun_carthage_civil_diplomacy_002_contact_network	pun_carthage_civil_diplomacy_001_diplomats	0	3	1
pun_carthage_civil_diplomacy_003_iberian_supremacy	pun_carthage_civil_diplomacy_001_diplomats	0	2	1
pun_carthage_civil_diplomacy_006_generous_coffers	pun_carthage_civil_diplomacy_002_contact_network	0	2	4
pun_carthage_civil_diplomacy_004_diplomatic_mission	pun_carthage_civil_diplomacy_003_iberian_supremacy	0	2	4
pun_carthage_civil_diplomacy_005_promise_of_freedom	pun_carthage_civil_diplomacy_004_diplomatic_mission	0	1	4
pun_carthage_civil_diplomacy_007_old_allies	pun_carthage_civil_diplomacy_005_promise_of_freedom	0	2	4
pun_carthage_civil_diplomacy_008_local_knowledge	pun_carthage_civil_diplomacy_006_generous_coffers	0	2	4
pun_carthage_civil_diplomacy_009_diplomatic_efforts	pun_carthage_civil_diplomacy_007_old_allies	0	3	4
pun_carthage_civil_improvements_002_city_planning	pun_carthage_civil_improvements_001_formal_government	0	1	4
pun_carthage_civil_improvements_003_preferred_markets	pun_carthage_civil_improvements_001_formal_government	0	3	4
pun_carthage_civil_improvements_004_improved_drainage	pun_carthage_civil_improvements_002_city_planning	0	2	4
pun_carthage_civil_improvements_005_armed_escorts	pun_carthage_civil_improvements_003_preferred_markets	0	2	4
pun_carthage_civil_improvements_006_canal_and_dam_system	pun_carthage_civil_improvements_004_improved_drainage	0	1	4
pun_carthage_civil_improvements_007_concrete	pun_carthage_civil_improvements_006_canal_and_dam_system	0	1	4
pun_carthage_civil_improvements_008_crane	pun_carthage_civil_improvements_006_canal_and_dam_system	0	3	4
pun_carthage_civil_improvements_009_monumental_architechture	pun_carthage_civil_improvements_007_concrete	0	1	4
pun_carthage_civil_improvements_009_monumental_architechture	pun_carthage_civil_improvements_008_crane	0	3	4
pun_carthage_civil_laws_002_foreign_customs	pun_carthage_civil_laws_001_ceremonial_rites	0	1	4
pun_carthage_civil_laws_003_temple_tax	pun_carthage_civil_laws_001_ceremonial_rites	0	3	4
pun_carthage_civil_laws_004_foreign_policy	pun_carthage_civil_laws_002_foreign_customs	0	3	4
pun_carthage_civil_laws_006_war_chest	pun_carthage_civil_laws_003_temple_tax	0	2	4
pun_carthage_civil_laws_005_riches_of_iberia	pun_carthage_civil_laws_004_foreign_policy	0	2	1
pun_carthage_civil_laws_007_fixed_tariffs	pun_carthage_civil_laws_005_riches_of_iberia	0	3	4
pun_carthage_civil_laws_009_military_mint	pun_carthage_civil_laws_006_war_chest	0	2	4
pun_carthage_civil_laws_008_trade_language	pun_carthage_civil_laws_007_fixed_tariffs	0	1	4
pun_roman_civil_diplomacy_002_contact_network	pun_roman_civil_diplomacy_001_diplomats	0	3	1
pun_roman_civil_diplomacy_003_roman_alliance	pun_roman_civil_diplomacy_001_diplomats	0	2	1
pun_roman_civil_diplomacy_006_generous_coffers	pun_roman_civil_diplomacy_002_contact_network	0	2	4
pun_roman_civil_diplomacy_004_diplomatic_mission	pun_roman_civil_diplomacy_003_roman_alliance	0	2	4
pun_roman_civil_diplomacy_005_iberian_mission	pun_roman_civil_diplomacy_004_diplomatic_mission	0	1	4
pun_roman_civil_diplomacy_007_african_mission	pun_roman_civil_diplomacy_005_iberian_mission	0	2	4
pun_roman_civil_diplomacy_008_local_knowledge	pun_roman_civil_diplomacy_006_generous_coffers	0	2	4
pun_roman_civil_diplomacy_009_diplomatic_efforts	pun_roman_civil_diplomacy_007_african_mission	0	2	1
pun_roman_civil_improvements_002_water_sluicing	pun_roman_civil_improvements_001_common_weights_and_measures	0	3	1
pun_roman_civil_improvements_003_concrete	pun_roman_civil_improvements_001_common_weights_and_measures	0	2	1
pun_roman_civil_improvements_004_fired_brick	pun_roman_civil_improvements_003_concrete	0	2	4
pun_roman_civil_improvements_005_improved_irrigation	pun_roman_civil_improvements_004_fired_brick	0	1	4
pun_roman_civil_improvements_006_common_currency	pun_roman_civil_improvements_004_fired_brick	0	3	4
pun_roman_civil_improvements_007_improved_plumbing	pun_roman_civil_improvements_005_improved_irrigation	0	2	4
pun_roman_civil_improvements_008_crane_mechanics	pun_roman_civil_improvements_007_improved_plumbing	0	3	1
pun_roman_civil_improvements_009_production_lines	pun_roman_civil_improvements_008_crane_mechanics	0	2	3
pun_roman_civil_laws_002_legal_documentation	pun_roman_civil_laws_001_scholarship	0	3	4
pun_roman_civil_laws_003_lex_claudia_de_senatorbius	pun_roman_civil_laws_001_scholarship	0	1	4
pun_roman_civil_laws_005_labour_organisation	pun_roman_civil_laws_002_legal_documentation	0	2	4
pun_roman_civil_laws_004_lex_minucia	pun_roman_civil_laws_003_lex_claudia_de_senatorbius	0	2	4
pun_roman_civil_laws_008_lex_oppia	pun_roman_civil_laws_004_lex_minucia	0	2	4
pun_roman_civil_laws_006_legal_institutions	pun_roman_civil_laws_005_labour_organisation	0	2	3
pun_roman_civil_laws_007_consensual_contracts	pun_roman_civil_laws_006_legal_institutions	0	2	4
pun_roman_civil_laws_009_prodictator	pun_roman_civil_laws_008_lex_oppia	0	3	1
pun_roman_military_management_002_training_reforms	pun_roman_military_management_001_manipular_organisation	0	2	1
pun_roman_military_management_003_naval_manoeuvres	pun_roman_military_management_001_manipular_organisation	0	3	1
pun_roman_military_management_004_supply_chain	pun_roman_military_management_002_training_reforms	0	2	4
pun_roman_military_management_006_double_plank_construction	pun_roman_military_management_003_naval_manoeuvres	0	2	4
pun_roman_military_management_005_mercenary_assets	pun_roman_military_management_004_supply_chain	0	1	4
pun_roman_military_management_007_remuneration_reforms	pun_roman_military_management_005_mercenary_assets	0	2	4
