from	to
inv_new_etr_main_adiministration_1	inv_new_etr_main_adiministration_growth_2
inv_new_etr_main_adiministration_1	inv_new_etr_main_adiministration_wealth_2
inv_new_etr_main_adiministration_growth_2	inv_new_etr_main_adiministration_growth_3
inv_new_etr_main_adiministration_growth_3	inv_new_etr_main_adiministration_growth_4
inv_new_etr_main_adiministration_growth_4	inv_new_etr_main_adiministration_growth_5
inv_new_etr_main_adiministration_growth_5	inv_new_etr_main_adiministration_growth_6
inv_new_etr_main_adiministration_wealth_2	inv_new_etr_main_adiministration_wealth_3
inv_new_etr_main_adiministration_wealth_3	inv_new_etr_main_adiministration_wealth_4
inv_new_etr_main_adiministration_wealth_4	inv_new_etr_main_adiministration_wealth_5
inv_new_etr_main_adiministration_wealth_5	inv_new_etr_main_adiministration_wealth_6
inv_new_etr_main_agriculture_1	inv_new_etr_main_agriculture_2
inv_new_etr_main_agriculture_2	inv_new_etr_main_agriculture_3
inv_new_etr_main_agriculture_3	inv_new_etr_main_agriculture_food_4
inv_new_etr_main_agriculture_3	inv_new_etr_main_agriculture_wealth_4
inv_new_etr_main_agriculture_food_4	inv_new_etr_main_agriculture_food_5
inv_new_etr_main_agriculture_food_5	inv_new_etr_main_agriculture_food_6
inv_new_etr_main_agriculture_wealth_4	inv_new_etr_main_agriculture_wealth_5
inv_new_etr_main_agriculture_wealth_5	inv_new_etr_main_agriculture_wealth_6
inv_new_etr_main_city_1	inv_new_etr_main_city_2
inv_new_etr_main_city_2	inv_new_etr_main_city_3
inv_new_etr_main_city_3	inv_new_etr_main_city_4
inv_new_etr_main_city_4	inv_new_etr_main_city_5
inv_new_etr_main_city_5	inv_new_etr_main_city_6
inv_new_etr_main_industry_1	inv_new_etr_main_industry_2
inv_new_etr_main_industry_2	inv_new_etr_main_industry_3
inv_new_etr_main_industry_3	inv_new_etr_main_industry_amphora_4
inv_new_etr_main_industry_3	inv_new_etr_main_industry_mint_4
inv_new_etr_main_industry_amphora_4	inv_new_etr_main_industry_amphora_5
inv_new_etr_main_industry_amphora_5	inv_new_etr_main_industry_amphora_6
inv_new_etr_main_industry_mint_4	inv_new_etr_main_industry_mint_5
inv_new_etr_main_industry_mint_5	inv_new_etr_main_industry_mint_6
inv_new_etr_main_military_1	inv_new_etr_main_military_2
inv_new_etr_main_military_2	inv_new_etr_main_military_3
inv_new_etr_main_military_3	inv_new_etr_main_military_buff_4
inv_new_etr_main_military_3	inv_new_etr_main_military_recruit_4
inv_new_etr_main_military_buff_4	inv_new_etr_main_military_buff_5
inv_new_etr_main_military_buff_5	inv_new_etr_main_military_buff_6
inv_new_etr_main_military_recruit_4	inv_new_etr_main_military_recruit_5
inv_new_etr_main_military_recruit_5	inv_new_etr_main_military_recruit_6
inv_new_etr_main_religion_1	inv_new_etr_main_religion_2
inv_new_etr_main_religion_2	inv_new_etr_main_religion_3
inv_new_etr_main_religion_3	inv_new_etr_main_religion_agriculture_4
inv_new_etr_main_religion_3	inv_new_etr_main_religion_military_4
inv_new_etr_main_religion_3	inv_new_etr_main_religion_port_4
inv_new_etr_main_religion_3	inv_new_etr_main_religion_research_4
inv_new_etr_main_religion_agriculture_4	inv_new_etr_main_religion_agriculture_5
inv_new_etr_main_religion_agriculture_5	inv_new_etr_main_religion_agriculture_6
inv_new_etr_main_religion_military_4	inv_new_etr_main_religion_military_5
inv_new_etr_main_religion_military_5	inv_new_etr_main_religion_military_6
inv_new_etr_main_religion_port_4	inv_new_etr_main_religion_port_5
inv_new_etr_main_religion_port_5	inv_new_etr_main_religion_port_6
inv_new_etr_main_religion_research_4	inv_new_etr_main_religion_research_5
inv_new_etr_main_religion_research_5	inv_new_etr_main_religion_research_6
inv_new_etr_port_1	inv_new_etr_port_2
inv_new_etr_port_2	inv_new_etr_port_3
inv_new_etr_port_3	inv_new_etr_port_food_4
inv_new_etr_port_3	inv_new_etr_port_military_4
inv_new_etr_port_3	inv_new_etr_port_trade_4
inv_new_etr_port_food_4	inv_new_etr_port_food_5
inv_new_etr_port_food_5	inv_new_etr_port_food_6
inv_new_etr_port_military_4	inv_new_etr_port_military_5
inv_new_etr_port_military_5	inv_new_etr_port_military_6
inv_new_etr_port_trade_4	inv_new_etr_port_trade_5
inv_new_etr_port_trade_5	inv_new_etr_port_trade_6
inv_nur_agriculture_1	inv_nur_agriculture_herd_2
inv_nur_agriculture_1	inv_nur_agriculture_horse_2
inv_nur_agriculture_1	inv_nur_agriculture_orchard_2
inv_nur_agriculture_herd_2	inv_nur_agriculture_herd_3
inv_nur_agriculture_herd_3	inv_nur_agriculture_herd_4
inv_nur_agriculture_horse_2	inv_nur_agriculture_horse_3
inv_nur_agriculture_horse_3	inv_nur_agriculture_horse_4
inv_nur_agriculture_orchard_2	inv_nur_agriculture_orchard_3
inv_nur_agriculture_orchard_3	inv_nur_agriculture_orchard_4
inv_nur_city_centre_1	inv_nur_city_centre_food_2
inv_nur_city_centre_1	inv_nur_city_centre_govt_2
inv_nur_city_centre_1	inv_nur_city_centre_learning_2
inv_nur_city_centre_1	inv_nur_city_centre_market_2
inv_nur_city_centre_1	inv_nur_city_centre_slave_2
inv_nur_city_centre_food_2	inv_nur_city_centre_food_3
inv_nur_city_centre_food_3	inv_nur_city_centre_food_4
inv_nur_city_centre_govt_2	inv_nur_city_centre_govt_3
inv_nur_city_centre_govt_3	inv_nur_city_centre_govt_4
inv_nur_city_centre_learning_2	inv_nur_city_centre_learning_3
inv_nur_city_centre_learning_3	inv_nur_city_centre_learning_4
inv_nur_city_centre_market_2	inv_nur_city_centre_market_3
inv_nur_city_centre_market_3	inv_nur_city_centre_market_4
inv_nur_city_centre_slave_2	inv_nur_city_centre_slave_3
inv_nur_industrial_1	inv_nur_industrial_bronze_2
inv_nur_industrial_1	inv_nur_industrial_gem_2
inv_nur_industrial_1	inv_nur_industrial_pottery_2
inv_nur_industrial_1	inv_nur_industrial_wood_2
inv_nur_industrial_bronze_2	inv_nur_industrial_bronze_3
inv_nur_industrial_bronze_3	inv_nur_industrial_bronze_4
inv_nur_industrial_gem_2	inv_nur_industrial_gem_3
inv_nur_industrial_gem_3	inv_nur_industrial_gem_4
inv_nur_industrial_pottery_2	inv_nur_industrial_pottery_3
inv_nur_industrial_pottery_3	inv_nur_industrial_pottery_4
inv_nur_industrial_wood_2	inv_nur_industrial_wood_3
inv_nur_industrial_wood_3	inv_nur_industrial_wood_4
inv_nur_major_city_1	inv_nur_major_city_2
inv_nur_major_city_2	inv_nur_major_city_3
inv_nur_military_1	inv_nur_military_buff_2
inv_nur_military_1	inv_nur_military_recruitment_2
inv_nur_military_buff_2	inv_nur_military_buff_3
inv_nur_military_buff_3	inv_nur_military_buff_4
inv_nur_military_recruitment_2	inv_nur_military_recruitment_3
inv_nur_military_recruitment_3	inv_nur_military_recruitment_4
inv_nur_minor_town_1	inv_nur_minor_town_2
inv_nur_minor_town_2	inv_nur_minor_town_3
inv_nur_minor_town_3	inv_nur_minor_town_4
inv_nur_port_1	inv_nur_port_food_2
inv_nur_port_1	inv_nur_port_military_2
inv_nur_port_food_2	inv_nur_port_food_3
inv_nur_port_food_3	inv_nur_port_food_4
inv_nur_port_military_2	inv_nur_port_military_3
inv_nur_port_military_3	inv_nur_port_military_4
inv_nur_religious_1	inv_nur_religious_sardus_2
inv_nur_religious_1	inv_nur_religious_tomb_2
inv_nur_religious_1	inv_nur_religious_water_2
inv_nur_religious_sardus_2	inv_nur_religious_sardus_3
inv_nur_religious_sardus_3	inv_nur_religious_sardus_4
inv_nur_religious_tomb_2	inv_nur_religious_tomb_3
inv_nur_religious_tomb_3	inv_nur_religious_tomb_4
inv_nur_religious_water_2	inv_nur_religious_water_3
inv_nur_religious_water_3	inv_nur_religious_water_4
inv_nur_water_1	inv_nur_water_fountain_2
inv_nur_water_1	inv_nur_water_tank_2
inv_nur_water_fountain_2	inv_nur_water_fountain_3
inv_nur_water_tank_2	inv_nur_water_tank_3
inv_rom_agriculture_1	inv_rom_agriculture_animal_2
inv_rom_agriculture_1	inv_rom_agriculture_farm_2
inv_rom_agriculture_animal_2	inv_rom_agriculture_animal_3
inv_rom_agriculture_animal_3	inv_rom_agriculture_animal_4
inv_rom_agriculture_farm_2	inv_rom_agriculture_farm_3
inv_rom_agriculture_farm_3	inv_rom_agriculture_farm_4
inv_rom_amber_1	inv_rom_amber_2
inv_rom_amber_2	inv_rom_amber_3
inv_rom_amber_3	inv_rom_amber_4
inv_rom_city_1	inv_rom_city_2
inv_rom_city_2	inv_rom_city_3
inv_rom_city_3	inv_rom_city_4
inv_rom_city_centre_1	inv_rom_city_centre_entertainment_2
inv_rom_city_centre_1	inv_rom_city_centre_inn_2
inv_rom_city_centre_1	inv_rom_city_centre_market_2
inv_rom_city_centre_1	inv_rom_city_centre_office_2
inv_rom_city_centre_1	inv_rom_city_centre_slave_2
inv_rom_city_centre_entertainment_2	inv_rom_city_centre_entertainment_3
inv_rom_city_centre_entertainment_3	inv_rom_city_centre_entertainment_4
inv_rom_city_centre_entertainment_4	inv_rom_city_centre_entertainment_5
inv_rom_city_centre_inn_2	inv_rom_city_centre_inn_3
inv_rom_city_centre_inn_3	inv_rom_city_centre_inn_4
inv_rom_city_centre_market_2	inv_rom_city_centre_market_3
inv_rom_city_centre_market_3	inv_rom_city_centre_market_4
inv_rom_city_centre_office_2	inv_rom_city_centre_office_3
inv_rom_city_centre_office_3	inv_rom_city_centre_office_4
inv_rom_city_centre_slave_2	inv_rom_city_centre_slave_3
inv_rom_gold_1	inv_rom_gold_2
inv_rom_gold_2	inv_rom_gold_3
inv_rom_gold_3	inv_rom_gold_4
inv_rom_grain_1	inv_rom_grain_2
inv_rom_grain_2	inv_rom_grain_3
inv_rom_grain_3	inv_rom_grain_4
inv_rom_horse_1	inv_rom_horse_2
inv_rom_horse_2	inv_rom_horse_3
inv_rom_industry_amphora_2	inv_rom_industry_amphora_3
inv_rom_industry_amphora_3	inv_rom_industry_amphora_4
inv_rom_industry_major_1	inv_rom_industry_amphora_2
inv_rom_industry_major_1	inv_rom_industry_mint_2
inv_rom_industry_mint_2	inv_rom_industry_mint_3
inv_rom_industry_mint_3	inv_rom_industry_mint_4
inv_rom_iron_1	inv_rom_iron_armour_2
inv_rom_iron_1	inv_rom_iron_weapon_2
inv_rom_iron_armour_2	inv_rom_iron_armour_3
inv_rom_iron_weapon_2	inv_rom_iron_weapon_3
inv_rom_lead_1	inv_rom_lead_2
inv_rom_lead_2	inv_rom_lead_3
inv_rom_lead_3	inv_rom_lead_4
inv_rom_leather_1	inv_rom_leather_2
inv_rom_leather_2	inv_rom_leather_3
inv_rom_leather_3	inv_rom_leather_4
inv_rom_lumber_1	inv_rom_lumber_2
inv_rom_lumber_2	inv_rom_lumber_3
inv_rom_lumber_3	inv_rom_lumber_4
inv_rom_marble_1	inv_rom_marble_2
inv_rom_marble_2	inv_rom_marble_3
inv_rom_marble_3	inv_rom_marble_4
inv_rom_military_buff_1	inv_rom_military_buff_2
inv_rom_military_buff_2	inv_rom_military_buff_3
inv_rom_military_buff_3	inv_rom_military_buff_attack_4
inv_rom_military_buff_3	inv_rom_military_buff_defence_4
inv_rom_military_recruitment_1	inv_rom_military_recruitment_2
inv_rom_military_recruitment_2	inv_rom_military_recruitment_3
inv_rom_military_recruitment_3	inv_rom_military_recruitment_4
inv_rom_minor_town_1	inv_rom_minor_town_2
inv_rom_minor_town_1	inv_rom_minor_town_farm_2
inv_rom_minor_town_2	inv_rom_minor_town_3
inv_rom_minor_town_3	inv_rom_minor_town_4
inv_rom_minor_town_farm_2	inv_rom_minor_town_farm_3
inv_rom_minor_town_farm_3	inv_rom_minor_town_farm_4
inv_rom_olive_1	inv_rom_olive_2
inv_rom_olive_2	inv_rom_olive_3
inv_rom_olive_3	inv_rom_olive_4
inv_rom_port_1	inv_rom_port_civil_2
inv_rom_port_1	inv_rom_port_military_2
inv_rom_port_civil_2	inv_rom_port_civil_3
inv_rom_port_civil_3	inv_rom_port_civil_4
inv_rom_port_military_2	inv_rom_port_military_3
inv_rom_port_military_3	inv_rom_port_military_4
inv_rom_purple_dye_1	inv_rom_purple_dye_2
inv_rom_purple_dye_2	inv_rom_purple_dye_3
inv_rom_purple_dye_3	inv_rom_purple_dye_4
inv_rom_religious_1	inv_rom_religious_ceres_2
inv_rom_religious_1	inv_rom_religious_jupiter_2
inv_rom_religious_1	inv_rom_religious_mars_2
inv_rom_religious_ceres_2	inv_rom_religious_ceres_3
inv_rom_religious_ceres_3	inv_rom_religious_ceres_4
inv_rom_religious_jupiter_2	inv_rom_religious_jupiter_3
inv_rom_religious_jupiter_3	inv_rom_religious_jupiter_4
inv_rom_religious_mars_2	inv_rom_religious_mars_3
inv_rom_religious_mars_3	inv_rom_religious_mars_4
inv_rom_salt_1	inv_rom_salt_2
inv_rom_salt_2	inv_rom_salt_3
inv_rom_salt_3	inv_rom_salt_4
inv_rom_sanitation_1	inv_rom_sanitation_sewer_2
inv_rom_sanitation_1	inv_rom_sanitation_tank_2
inv_rom_sanitation_sewer_2	inv_rom_sanitation_sewer_3
inv_rom_sanitation_sewer_3	inv_rom_sanitation_sewer_4
inv_rom_sanitation_sewer_4	inv_rom_sanitation_sewer_5
inv_rom_sanitation_tank_2	inv_rom_sanitation_tank_3
inv_rom_sanitation_tank_3	inv_rom_sanitation_tank_4
inv_rom_town_centre_1	inv_rom_town_centre_shop_2
inv_rom_town_centre_1	inv_rom_town_centre_stadium_2
inv_rom_town_centre_shop_2	inv_rom_town_centre_shop_3
inv_rom_town_centre_shop_3	inv_rom_town_centre_shop_4
inv_rom_town_centre_stadium_2	inv_rom_town_centre_stadium_3
inv_rom_town_centre_stadium_3	inv_rom_town_centre_stadium_4
inv_rom_wine_1	inv_rom_wine_2
inv_rom_wine_2	inv_rom_wine_3
inv_rom_wine_3	inv_rom_wine_4
inv_ven_agriculture_1	inv_ven_agriculture_farm_2
inv_ven_agriculture_1	inv_ven_agriculture_herd_2
inv_ven_agriculture_farm_2	inv_ven_agriculture_farm_3
inv_ven_agriculture_farm_3	inv_ven_agriculture_farm_4
inv_ven_agriculture_herd_2	inv_ven_agriculture_herd_3
inv_ven_agriculture_herd_3	inv_ven_agriculture_herd_4
inv_ven_city_centre_1	inv_ven_city_centre_chief_2
inv_ven_city_centre_1	inv_ven_city_centre_food_2
inv_ven_city_centre_1	inv_ven_city_centre_learning_2
inv_ven_city_centre_1	inv_ven_city_centre_market_2
inv_ven_city_centre_1	inv_ven_city_centre_slave_2
inv_ven_city_centre_chief_2	inv_ven_city_centre_chief_3
inv_ven_city_centre_chief_3	inv_ven_city_centre_chief_4
inv_ven_city_centre_chief_4	inv_ven_city_centre_chief_5
inv_ven_city_centre_food_2	inv_ven_city_centre_food_3
inv_ven_city_centre_food_3	inv_ven_city_centre_food_4
inv_ven_city_centre_learning_2	inv_ven_city_centre_learning_3
inv_ven_city_centre_learning_3	inv_ven_city_centre_learning_4
inv_ven_city_centre_market_2	inv_ven_city_centre_market_3
inv_ven_city_centre_market_3	inv_ven_city_centre_market_4
inv_ven_city_centre_slave_2	inv_ven_city_centre_slave_3
inv_ven_industry_1	inv_ven_industry_clay_2
inv_ven_industry_1	inv_ven_industry_coin_2
inv_ven_industry_1	inv_ven_industry_salt_2
inv_ven_industry_clay_2	inv_ven_industry_clay_3
inv_ven_industry_clay_3	inv_ven_industry_clay_4
inv_ven_industry_coin_2	inv_ven_industry_coin_3
inv_ven_industry_coin_3	inv_ven_industry_coin_4
inv_ven_industry_salt_2	inv_ven_industry_salt_3
inv_ven_industry_salt_3	inv_ven_industry_salt_4
inv_ven_major_town_1	inv_ven_major_town_2
inv_ven_major_town_2	inv_ven_major_town_3
inv_ven_major_town_3	inv_ven_major_town_industry_4
inv_ven_major_town_3	inv_ven_major_town_trade_4
inv_ven_major_town_3	inv_ven_major_town_tribal_4
inv_ven_military_industry_1	inv_ven_military_industry_bronze_2
inv_ven_military_industry_1	inv_ven_military_industry_wood_2
inv_ven_military_industry_bronze_2	inv_ven_military_industry_bronze_3
inv_ven_military_industry_bronze_3	inv_ven_military_industry_bronze_4
inv_ven_military_industry_wood_2	inv_ven_military_industry_wood_3
inv_ven_military_industry_wood_3	inv_ven_military_industry_wood_4
inv_ven_military_recruitment_1	inv_ven_military_recruitment_buff_2
inv_ven_military_recruitment_1	inv_ven_military_recruitment_food_2
inv_ven_military_recruitment_buff_2	inv_ven_military_recruitment_buff_3
inv_ven_military_recruitment_buff_3	inv_ven_military_recruitment_buff_4
inv_ven_military_recruitment_food_2	inv_ven_military_recruitment_food_3
inv_ven_military_recruitment_food_3	inv_ven_military_recruitment_food_4
inv_ven_military_recruitment_food_4	inv_ven_military_recruitment_food_5
inv_ven_minor_town_1	inv_ven_minor_town_2
inv_ven_minor_town_2	inv_ven_minor_town_3
inv_ven_minor_town_3	inv_ven_minor_town_farm_4
inv_ven_minor_town_3	inv_ven_minor_town_industry_4
inv_ven_port_1	inv_ven_port_fish_2
inv_ven_port_1	inv_ven_port_military_2
inv_ven_port_fish_2	inv_ven_port_fish_3
inv_ven_port_fish_3	inv_ven_port_fish_4
inv_ven_port_military_2	inv_ven_port_military_3
inv_ven_port_military_3	inv_ven_port_military_4
inv_ven_religious_1	inv_ven_religious_cernunnos_2
inv_ven_religious_1	inv_ven_religious_diomedes_2
inv_ven_religious_1	inv_ven_religious_epona_2
inv_ven_religious_1	inv_ven_religious_reitia_2
inv_ven_religious_cernunnos_2	inv_ven_religious_cernunnos_3
inv_ven_religious_cernunnos_3	inv_ven_religious_cernunnos_4
inv_ven_religious_diomedes_2	inv_ven_religious_diomedes_3
inv_ven_religious_diomedes_3	inv_ven_religious_diomedes_4
inv_ven_religious_epona_2	inv_ven_religious_epona_3
inv_ven_religious_epona_3	inv_ven_religious_epona_4
inv_ven_religious_reitia_2	inv_ven_religious_reitia_3
inv_ven_religious_reitia_3	inv_ven_religious_reitia_4
inv_ven_sanitation_1	inv_ven_sanitation_agriculture_2
inv_ven_sanitation_1	inv_ven_sanitation_entertainment_2
inv_ven_sanitation_agriculture_2	inv_ven_sanitation_agriculture_3
inv_ven_sanitation_entertainment_2	inv_ven_sanitation_entertainment_3
pel_agriculture_1_barb	pel_agriculture_2_food_barb
pel_agriculture_1_barb	pel_agriculture_2_livestock_barb
pel_agriculture_1_east	pel_agriculture_2_food_east
pel_agriculture_1_east	pel_agriculture_2_livestock_east
pel_agriculture_1	pel_agriculture_2_food
pel_agriculture_1	pel_agriculture_2_livestock
pel_agriculture_2_food_barb	pel_agriculture_3_food_barb
pel_agriculture_2_food_east	pel_agriculture_3_food_east
pel_agriculture_2_food	pel_agriculture_3_food
pel_agriculture_2_livestock_barb	pel_agriculture_3_livestock_barb
pel_agriculture_2_livestock_east	pel_agriculture_3_livestock_east
pel_agriculture_2_livestock	pel_agriculture_3_livestock
pel_agriculture_3_food_barb	pel_agriculture_4_food_barb
pel_agriculture_3_food_east	pel_agriculture_4_food_east
pel_agriculture_3_food	pel_agriculture_4_food
pel_agriculture_3_livestock_barb	pel_agriculture_4_livestock_barb
pel_agriculture_3_livestock_east	pel_agriculture_4_livestock_east
pel_agriculture_3_livestock	pel_agriculture_4_livestock
pel_barb_artisan_1	pel_barb_artisan_bronze_2
pel_barb_artisan_bronze_2	pel_barb_artisan_bronze_3
pel_barb_artisan_bronze_3	pel_barb_artisan_bronze_4
pel_barb_commons_1	pel_barb_commons_chieftan_2
pel_barb_commons_chieftan_2	pel_barb_commons_chieftan_3
pel_barb_commons_chieftan_3	pel_barb_commons_chieftan_4
pel_barb_town_1	pel_barb_town_2
pel_barb_town_2	pel_barb_town_3
pel_barb_town_3	pel_barb_town_farm_4
pel_barb_town_3	pel_barb_town_tribal_4
pel_barb_water_1	pel_barb_water_canal_2
pel_barb_water_1	pel_barb_water_spring_2
pel_barb_water_canal_2	pel_barb_water_canal_3
pel_barb_water_spring_2	pel_barb_water_spring_3
pel_buff_1	pel_buff_2
pel_buff_2	pel_buff_3
pel_buff_3	pel_buff_4_horse
pel_buff_3	pel_buff_4_melee
pel_buff_3	pel_buff_4_range
pel_city_1	pel_city_2
pel_city_2	pel_city_3
pel_city_3	pel_city_4
pel_city_centre_1	pel_city_centre_2_muses
pel_city_centre_1	pel_city_centre_2_theatre
pel_city_centre_1	pel_city_centre_2_trade
pel_city_centre_2_muses	pel_city_centre_3_muses
pel_city_centre_2_theatre	pel_city_centre_3_theatre
pel_city_centre_2_trade	pel_city_centre_3_trade
pel_city_centre_3_muses	pel_city_centre_4_muses
pel_city_centre_3_theatre	pel_city_centre_4_theatre
pel_city_centre_3_trade	pel_city_centre_4_trade
pel_city_centre_4_theatre	pel_city_centre_5
pel_east_city_centre_1	pel_east_city_centre_arena_2
pel_east_city_centre_1	pel_east_city_centre_palace_2
pel_east_city_centre_1	pel_east_city_centre_spice_2
pel_east_city_centre_arena_2	pel_east_city_centre_arena_3
pel_east_city_centre_arena_3	pel_east_city_centre_arena_4
pel_east_city_centre_palace_2	pel_east_city_centre_palace_3
pel_east_city_centre_palace_3	pel_east_city_centre_palace_4
pel_east_city_centre_spice_2	pel_east_city_centre_spice_3
pel_east_city_centre_spice_3	pel_east_city_centre_spice_4
pel_east_water_1	pel_east_water_well_2
pel_east_water_1	pel_east_water_wind_2
pel_east_water_well_2	pel_east_water_well_3
pel_east_water_well_3	pel_east_water_well_4
pel_east_water_wind_2	pel_east_water_wind_3
pel_east_water_wind_3	pel_east_water_wind_4
pel_industry_1	pel_industry_2_amphorae
pel_industry_1	pel_industry_2_jeweller
pel_industry_1	pel_industry_2_mint
pel_industry_2_amphorae	pel_industry_3_amphorae
pel_industry_2_jeweller	pel_industry_3_jeweller
pel_industry_2_mint	pel_industry_3_mint
pel_industry_3_amphorae	pel_industry_4_amphorae
pel_industry_3_jeweller	pel_industry_4_jeweller
pel_industry_3_mint	pel_industry_4_mint
pel_military_1	pel_military_2
pel_military_2	pel_military_3
pel_military_3	pel_military_4
pel_military_4	pel_military_5
pel_port_1_barb	pel_port_2_barb
pel_port_1_east	pel_port_2_east
pel_port_1	pel_port_2
pel_port_2_barb	pel_port_3_barb
pel_port_2_east	pel_port_3_east
pel_port_2	pel_port_3
pel_port_3_barb	pel_port_4_fish_barb
pel_port_3_barb	pel_port_4_trade_barb
pel_port_3_east	pel_port_4_fish_east
pel_port_3_east	pel_port_4_trade_east
pel_port_3	pel_port_4_fish
pel_port_3	pel_port_4_trade
pel_port_4_fish	pel_port_5
pel_port_4_trade	pel_port_5
pel_religious_1_barb	pel_religious_2_barb
pel_religious_1_east	pel_religious_2_east
pel_religious_1	pel_religious_2
pel_religious_2_barb	pel_religious_3_barb
pel_religious_2_east	pel_religious_3_east
pel_religious_2	pel_religious_3
pel_religious_3_barb	pel_religious_4_barb
pel_religious_3_east	pel_religious_4_east
pel_religious_3	pel_religious_4_apollo
pel_religious_3	pel_religious_4_athena
pel_religious_3	pel_religious_4_hephaestus
pel_religious_3	pel_religious_4_poseidon
pel_religious_3	pel_religious_4_zeus
pel_religious_4_zeus	pel_religious_5
pel_town_1	pel_town_2_civil
pel_town_1	pel_town_2_military
pel_town_1	pel_town_2_trade
pel_town_2_civil	pel_town_3_civil
pel_town_2_military	pel_town_3_military
pel_town_2_trade	pel_town_3_trade
pel_town_3_civil	pel_town_4_civil
pel_town_3_military	pel_town_4_military
pel_town_3_trade	pel_town_4_trade
pel_town_bronze_1	pel_town_bronze_2_armour
pel_town_bronze_1	pel_town_bronze_2_weapon
pel_town_bronze_2_armour	pel_town_bronze_3_armour
pel_town_bronze_2_weapon	pel_town_bronze_3_weapon
pel_town_centre_1	pel_town_centre_2_stadia
pel_town_centre_1	pel_town_centre_2_trade
pel_town_centre_2_stadia	pel_town_centre_3_stadia
pel_town_centre_2_trade	pel_town_centre_3_trade
pel_town_centre_3_stadia	pel_town_centre_4_stadia
pel_town_centre_3_trade	pel_town_centre_4_trade
pel_town_glass_1	pel_town_glass_2
pel_town_glass_2	pel_town_glass_3
pel_town_glass_3	pel_town_glass_4
pel_town_gold_1	pel_town_gold_2
pel_town_gold_2	pel_town_gold_3
pel_town_gold_3	pel_town_gold_4
pel_town_grain_1_barb	pel_town_grain_2_barb
pel_town_grain_1_east	pel_town_grain_2_east
pel_town_grain_1	pel_town_grain_2
pel_town_grain_2_barb	pel_town_grain_3_barb
pel_town_grain_2_east	pel_town_grain_3_east
pel_town_grain_2	pel_town_grain_3
pel_town_grain_3_barb	pel_town_grain_4_barb
pel_town_grain_3_east	pel_town_grain_4_east
pel_town_grain_3	pel_town_grain_4
pel_town_horse_1_barb	pel_town_horse_2_barb
pel_town_horse_1_east	pel_town_horse_2_east
pel_town_horse_1	pel_town_horse_2
pel_town_horse_2_barb	pel_town_horse_3_barb
pel_town_horse_2_east	pel_town_horse_3_east
pel_town_horse_2	pel_town_horse_3
pel_town_lead_1	pel_town_lead_2
pel_town_lead_2	pel_town_lead_3
pel_town_lead_3	pel_town_lead_4
pel_town_marble_1	pel_town_marble_2
pel_town_marble_2	pel_town_marble_3
pel_town_marble_3	pel_town_marble_4
pel_town_olive_1_barb	pel_town_olive_2_barb
pel_town_olive_1_east	pel_town_olive_2_east
pel_town_olive_1	pel_town_olive_2
pel_town_olive_2_barb	pel_town_olive_3_barb
pel_town_olive_2_east	pel_town_olive_3_east
pel_town_olive_2	pel_town_olive_3
pel_town_olive_3_barb	pel_town_olive_4_barb
pel_town_olive_3_east	pel_town_olive_4_east
pel_town_olive_3	pel_town_olive_4
pel_town_timber_1	pel_town_timber_2
pel_town_timber_2	pel_town_timber_3
pel_town_timber_3	pel_town_timber_4
pel_town_wine_1	pel_town_wine_2
pel_town_wine_2	pel_town_wine_3
pel_town_wine_3	pel_town_wine_4
pel_water_1	pel_water_2_fountain
pel_water_1	pel_water_2_storage
pel_water_2_fountain	pel_water_3_fountain
pel_water_2_storage	pel_water_3_storage
pel_water_3_fountain	pel_water_4_fountain
pel_water_3_storage	pel_water_4_storage
pro_ROMAN_city_major_1	pro_ROMAN_city_major_2
pro_ROMAN_city_major_2	pro_ROMAN_city_major_3
pro_ROMAN_city_major_3	pro_ROMAN_city_major_4
pro_ROMAN_military_equipment_1	pro_ROMAN_military_equipment_armour_2
pro_ROMAN_military_equipment_1	pro_ROMAN_military_equipment_siege_2
pro_ROMAN_military_equipment_1	pro_ROMAN_military_equipment_weapon_2
pro_ROMAN_military_equipment_armour_2	pro_ROMAN_military_equipment_armour_3
pro_ROMAN_military_equipment_siege_2	pro_ROMAN_military_equipment_siege_3
pro_ROMAN_military_equipment_weapon_2	pro_ROMAN_military_equipment_weapon_3
pun_ROMAN_military_main_1	pun_ROMAN_military_main_aux_2
pun_ROMAN_military_main_1	pun_ROMAN_military_main_heavy_2
pun_ROMAN_military_main_aux_2	pun_ROMAN_military_main_aux_3
pun_ROMAN_military_main_aux_3	pun_ROMAN_military_main_aux_4
pun_ROMAN_military_main_heavy_2	pun_ROMAN_military_main_heavy_3
pun_ROMAN_military_main_heavy_3	pun_ROMAN_military_main_heavy_4
pun_greek_town_centre_1	pun_greek_town_centre_market_2
pun_greek_town_centre_1	pun_greek_town_centre_stadia_2
pun_greek_town_centre_market_2	pun_greek_town_centre_market_3
pun_greek_town_centre_market_3	pun_greek_town_centre_market_4
pun_greek_town_centre_stadia_2	pun_greek_town_centre_stadia_3
pun_greek_town_centre_stadia_3	pun_greek_town_centre_stadia_4
pun_rome_town_centre_1	pun_rome_town_centre_theatre_2
pun_rome_town_centre_1	pun_rome_town_centre_trade_2
pun_rome_town_centre_theatre_2	pun_rome_town_centre_theatre_3
pun_rome_town_centre_theatre_3	pun_rome_town_centre_theatre_4
pun_rome_town_centre_trade_2	pun_rome_town_centre_trade_3
