key	playable	ui_icon	effect_bundle	initial_power	r	g	b	trait1	trait2
rom_politics_nervii_wooden_shield	false	x	rom_dummy_effect_bundle	45	34.0000	112.0000	177.0000	polit_trait_pacifist	
rom_politics_odrysia_bull	false	x	rom_dummy_effect_bundle	40	0.0000	158.0000	115.0000	polit_trait_hates_greeks	
rom_politics_odrysia_council	false	x	rom_dummy_effect_bundle	40	98.0000	176.0000	228.0000	polit_trait_agriculturalist	polit_trait_pacifist
rom_politics_odrysia_earth	false	x	rom_dummy_effect_bundle	40	254.0000	229.0000	216.0000	polit_trait_agriculturalist	
rom_politics_odrysia_golden_eagle	false	x	rom_dummy_effect_bundle	40	229.0000	161.0000	44.0000	polit_trait_likes_romans	
rom_politics_odrysia_ruler	true	x	rom_faction_trait_odrysia	60	210.0000	99.0000	43.0000		
rom_politics_odrysia_sky	false	x	rom_dummy_effect_bundle	40	34.0000	112.0000	177.0000	polit_trait_likes_greeks	
rom_politics_odrysia_sun	false	x	rom_dummy_effect_bundle	40	237.0000	231.0000	73.0000		
rom_politics_parthia_arsacid	true	x	rom_faction_trait_eastern_parthia	70	210.0000	99.0000	43.0000		
rom_politics_parthia_council	false	x	rom_dummy_effect_bundle	50	98.0000	176.0000	228.0000	polit_trait_likes_easterners	polit_trait_thirst_for_power
rom_politics_parthia_karen	false	x	rom_dummy_effect_bundle	50	0.0000	158.0000	115.0000	polit_trait_likes_easterners	polit_trait_expansionist
rom_politics_parthia_mihran	false	x	rom_dummy_effect_bundle	50	34.0000	112.0000	177.0000	polit_trait_hates_romans	polit_trait_militarist
rom_politics_parthia_spandiyadh	false	x	rom_dummy_effect_bundle	50	229.0000	161.0000	44.0000	polit_trait_likes_greeks	
rom_politics_parthia_suren	false	x	rom_dummy_effect_bundle	50	254.0000	229.0000	216.0000	polit_trait_mogul	
rom_politics_parthia_varaz	false	x	rom_dummy_effect_bundle	50	237.0000	231.0000	73.0000	polit_trait_hates_easterners	
rom_politics_pergammon_apollo	false	x	rom_dummy_effect_bundle	75	34.0000	112.0000	177.0000	polit_trait_xenophile	
rom_politics_pergammon_ares	false	x	rom_dummy_effect_bundle	75	229.0000	161.0000	44.0000	polit_trait_militarist	
rom_politics_pergammon_athena	false	x	rom_dummy_effect_bundle	75	237.0000	231.0000	73.0000	polit_trait_expansionist	
rom_politics_pergammon_council	false	x	rom_dummy_effect_bundle	75	98.0000	176.0000	228.0000	polit_trait_thirst_for_power	polit_trait_traditionalist
rom_politics_pergammon_hera	false	x	rom_dummy_effect_bundle	75	254.0000	229.0000	216.0000	polit_trait_populist	
rom_politics_pergammon_poseidon	false	x	rom_dummy_effect_bundle	75	0.0000	158.0000	115.0000		
rom_politics_pergammon_ruler	true	x	rom_faction_trait_black_sea_pergamon	25	210.0000	99.0000	43.0000		
rom_politics_pontus_apollo	false	x	rom_dummy_effect_bundle	50	34.0000	112.0000	177.0000	polit_trait_xenophile	
rom_politics_pontus_ares	false	x	rom_dummy_effect_bundle	50	229.0000	161.0000	44.0000	polit_trait_militarist	
rom_politics_pontus_athena	false	x	rom_dummy_effect_bundle	50	237.0000	231.0000	73.0000	polit_trait_expansionist	
rom_politics_pontus_council	false	x	rom_dummy_effect_bundle	50	98.0000	176.0000	228.0000	polit_trait_traditionalist	polit_trait_thirst_for_power
rom_politics_pontus_hera	false	x	rom_dummy_effect_bundle	50	254.0000	229.0000	216.0000	polit_trait_populist	
rom_politics_pontus_mithridatic	true	x	rom_faction_trait_eastern_pontus	70	210.0000	99.0000	43.0000		
rom_politics_pontus_poseidon	false	x	rom_dummy_effect_bundle	50	0.0000	158.0000	115.0000		
rom_politics_rome_claudia	false	x	rom_dummy_effect_bundle	55	237.0000	231.0000	73.0000	polit_trait_thirst_for_power	polit_trait_subversive
rom_politics_rome_cornelia	true	x	rom_faction_trait_rome_cornelia	35	0.0000	158.0000	115.0000	polit_trait_thirst_for_power	
rom_politics_rome_council	false	x	rom_dummy_effect_bundle	55	254.0000	229.0000	216.0000	polit_trait_bigot	polit_trait_subversive
rom_politics_rome_fabia	false	x	rom_dummy_effect_bundle	55	229.0000	161.0000	44.0000	polit_trait_traditionalist	polit_trait_xenophobe
rom_politics_rome_julia	true	x	rom_faction_trait_rome_julia	35	98.0000	176.0000	228.0000	polit_trait_expansionist	polit_trait_hates_barbarians
rom_politics_rome_junia	true	x	rom_faction_trait_rome_junia	35	210.0000	99.0000	43.0000	polit_trait_agriculturalist	polit_trait_traditionalist
rom_politics_rome_servilia	false	x	rom_dummy_effect_bundle	55	34.0000	112.0000	177.0000		
rom_politics_roxolani_council	false	x	rom_dummy_effect_bundle	50	98.0000	176.0000	228.0000	polit_trait_thirst_for_power	polit_trait_militarist
rom_politics_roxolani_giant_deer	false	x	rom_dummy_effect_bundle	50	34.0000	112.0000	177.0000	polit_trait_pacifist	
rom_politics_roxolani_golden_beast	false	x	rom_dummy_effect_bundle	50	229.0000	161.0000	44.0000		
rom_politics_roxolani_red_eagle	false	x	rom_dummy_effect_bundle	50	0.0000	158.0000	115.0000		
rom_politics_roxolani_ruler	true	x	rom_faction_trait_nomadic_roxolani	60	210.0000	99.0000	43.0000		
rom_politics_roxolani_steppe_lords	false	x	rom_dummy_effect_bundle	50	254.0000	229.0000	216.0000	polit_trait_militarist	
rom_politics_roxolani_wooden_bow	false	x	rom_dummy_effect_bundle	50	237.0000	231.0000	73.0000		
rom_politics_royal_scythian_council	false	x	rom_dummy_effect_bundle	50	98.0000	176.0000	228.0000	polit_trait_thirst_for_power	
rom_politics_royal_scythian_giant_deer	false	x	rom_dummy_effect_bundle	50	34.0000	112.0000	177.0000	polit_trait_pacifist	
rom_politics_royal_scythian_golden_beast	false	x	rom_dummy_effect_bundle	50	229.0000	161.0000	44.0000		
rom_politics_royal_scythian_red_eagle	false	x	rom_dummy_effect_bundle	50	0.0000	158.0000	115.0000		
rom_politics_royal_scythian_ruler	true	x	rom_faction_trait_nomadic_scythian	70	210.0000	99.0000	43.0000		
rom_politics_royal_scythian_steppe_lords	false	x	rom_dummy_effect_bundle	50	254.0000	229.0000	216.0000	polit_trait_militarist	
rom_politics_royal_scythian_wooden_bow	false	x	rom_dummy_effect_bundle	50	237.0000	231.0000	73.0000		
rom_politics_saba_party2	false	x	rom_dummy_effect_bundle	35	229.0000	161.0000	44.0000	polit_trait_traditionalist	polit_trait_thirst_for_power
rom_politics_saba_party3	false	x	rom_dummy_effect_bundle	35	210.0000	99.0000	43.0000	polit_trait_militarist	polit_trait_xenophobe
rom_politics_saba_party4	false	x	rom_dummy_effect_bundle	35	98.0000	176.0000	228.0000	polit_trait_pacifist	polit_trait_xenophile
rom_politics_saba_party5	false	x	rom_dummy_effect_bundle	35	254.0000	229.0000	216.0000	polit_trait_mercantile	
rom_politics_saba_party6	false	x	rom_dummy_effect_bundle	35	34.0000	112.0000	177.0000	polit_trait_bigot	polit_trait_expansionist
rom_politics_saba_party7	false	x	rom_dummy_effect_bundle	35	0.0000	158.0000	115.0000	polit_trait_agriculturalist	
rom_politics_saba_ruler	true	x	rom_faction_trait_desert_saba	35	237.0000	231.0000	73.0000		
rom_politics_seleucid_carthage	false	x	rom_dummy_effect_bundle	50	237.0000	231.0000	73.0000	polit_trait_mercantile	
rom_politics_seleucid_council	false	x	rom_dummy_effect_bundle	50	98.0000	176.0000	228.0000	polit_trait_likes_greeks	
rom_politics_seleucid_egyptian	false	x	rom_dummy_effect_bundle	50	254.0000	229.0000	216.0000	polit_trait_xenophile	
rom_politics_seleucid_indian	false	x	rom_dummy_effect_bundle	50	0.0000	158.0000	115.0000		
rom_politics_seleucid_jewish	false	x	rom_dummy_effect_bundle	50	34.0000	112.0000	177.0000	polit_trait_hates_greeks	polit_trait_hates_romans
rom_politics_seleucid_parthian	false	x	rom_dummy_effect_bundle	50	229.0000	161.0000	44.0000	polit_trait_hates_easterners	
rom_politics_seleucid_seleucids	true	x	rom_faction_trait_successors_seleucid	80	210.0000	99.0000	43.0000		
rom_politics_sparta_apollo	false	x	rom_dummy_effect_bundle	40	34.0000	112.0000	177.0000	polit_trait_xenophile	
rom_politics_sparta_ares	false	x	rom_dummy_effect_bundle	40	229.0000	161.0000	44.0000	polit_trait_militarist	
rom_politics_sparta_athena	false	x	rom_dummy_effect_bundle	40	237.0000	231.0000	73.0000	polit_trait_expansionist	
rom_politics_sparta_council	false	x	rom_dummy_effect_bundle	40	98.0000	176.0000	228.0000	polit_trait_thirst_for_power	polit_trait_traditionalist
rom_politics_sparta_hera	false	x	rom_dummy_effect_bundle	40	254.0000	229.0000	216.0000	polit_trait_populist	
rom_politics_sparta_poseidon	false	x	rom_dummy_effect_bundle	40	0.0000	158.0000	115.0000		
rom_politics_sparta_ruler	true	x	rom_faction_trait_greek_sparta	75	210.0000	99.0000	43.0000		
rom_politics_suebi_angry_beast	false	x	rom_dummy_effect_bundle	55	229.0000	161.0000	44.0000	polit_trait_xenophobe	polit_trait_militarist
rom_politics_suebi_council	false	x	rom_dummy_effect_bundle	55	98.0000	176.0000	228.0000	polit_trait_xenophobe	
rom_politics_suebi_hill_warriors	false	x	rom_dummy_effect_bundle	55	0.0000	158.0000	115.0000		
rom_politics_suebi_iron_axe	false	x	rom_dummy_effect_bundle	55	254.0000	229.0000	216.0000	polit_trait_thirst_for_power	
rom_politics_suebi_ruler	true	x	rom_faction_trait_germanic_suebi	70	210.0000	99.0000	43.0000		
rom_politics_suebi_warhorse	false	x	rom_dummy_effect_bundle	55	237.0000	231.0000	73.0000		
rom_politics_suebi_wooden_shield	false	x	rom_dummy_effect_bundle	55	34.0000	112.0000	177.0000	polit_trait_pacifist	
rom_politics_syracuse_apollo	false	x	rom_dummy_effect_bundle	40	34.0000	112.0000	177.0000	polit_trait_xenophile	
rom_politics_syracuse_ares	false	x	rom_dummy_effect_bundle	40	229.0000	161.0000	44.0000	polit_trait_militarist	
rom_politics_syracuse_athena	false	x	rom_dummy_effect_bundle	40	237.0000	231.0000	73.0000	polit_trait_expansionist	
rom_politics_syracuse_council	false	x	rom_dummy_effect_bundle	40	98.0000	176.0000	228.0000	polit_trait_xenophobe	polit_trait_traditionalist
rom_politics_syracuse_hera	false	x	rom_dummy_effect_bundle	40	254.0000	229.0000	216.0000	polit_trait_populist	
rom_politics_syracuse_poseidon	false	x	rom_dummy_effect_bundle	40	0.0000	158.0000	115.0000		
rom_politics_syracuse_ruler	true	x	pun_faction_trait_syracuse	60	210.0000	99.0000	43.0000		
rom_politics_tylis_angry_beast	false	x	rom_dummy_effect_bundle	45	229.0000	161.0000	44.0000	polit_trait_militarist	polit_trait_xenophobe
rom_politics_tylis_council	false	x	rom_dummy_effect_bundle	45	98.0000	176.0000	228.0000		
rom_politics_tylis_hill_warriors	false	x	rom_dummy_effect_bundle	45	0.0000	158.0000	115.0000		
rom_politics_tylis_iron_axe	false	x	rom_dummy_effect_bundle	45	254.0000	229.0000	216.0000	polit_trait_thirst_for_power	
rom_politics_tylis_ruler	true	x	rom_faction_trait_tylis	55	210.0000	99.0000	43.0000		
rom_politics_tylis_warhorse	false	x	rom_dummy_effect_bundle	45	237.0000	231.0000	73.0000		
rom_politics_tylis_wooden_shield	false	x	rom_dummy_effect_bundle	45	34.0000	112.0000	177.0000	polit_trait_pacifist	
