key	building_level_key	culture	faction	sprawl_piece_level	sprawl_piece_type	sub_culture
inv_rom_city_centre_inn_3	inv_rom_city_centre_inn_3			0		
inv_rom_city_centre_inn_4	inv_rom_city_centre_inn_4			0		
inv_rom_city_centre_market_2	inv_rom_city_centre_market_2			0		
inv_rom_city_centre_market_3	inv_rom_city_centre_market_3			0		
inv_rom_city_centre_market_4	inv_rom_city_centre_market_4			0		
inv_rom_city_centre_office_2	inv_rom_city_centre_office_2			0		
inv_rom_city_centre_office_3	inv_rom_city_centre_office_3			0		
inv_rom_city_centre_office_4	inv_rom_city_centre_office_4			0		
inv_rom_city_centre_slave_2	inv_rom_city_centre_slave_2			0		
inv_rom_city_centre_slave_3	inv_rom_city_centre_slave_3			0		
inv_rom_gold_1	inv_rom_gold_1			0		
inv_rom_gold_2	inv_rom_gold_2			0		
inv_rom_gold_3	inv_rom_gold_3			0		
inv_rom_gold_4	inv_rom_gold_4			0		
inv_rom_grain_1	inv_rom_grain_1			0		
inv_rom_grain_2	inv_rom_grain_2			0		
inv_rom_grain_3	inv_rom_grain_3			0		
inv_rom_grain_4	inv_rom_grain_4			0		
inv_rom_horse_1	inv_rom_horse_1			0		
inv_rom_horse_2	inv_rom_horse_2			0		
inv_rom_horse_3	inv_rom_horse_3			0		
inv_rom_industry_amphora_2	inv_rom_industry_amphora_2			0		
inv_rom_industry_amphora_3	inv_rom_industry_amphora_3			0		
inv_rom_industry_amphora_4	inv_rom_industry_amphora_4			0		
inv_rom_industry_major_1	inv_rom_industry_major_1			0		
inv_rom_industry_mint_2	inv_rom_industry_mint_2			0		
inv_rom_industry_mint_3	inv_rom_industry_mint_3			0		
inv_rom_industry_mint_4	inv_rom_industry_mint_4			0		
inv_rom_iron_1	inv_rom_iron_1			0		
inv_rom_iron_armour_2	inv_rom_iron_armour_2			0		
inv_rom_iron_armour_3	inv_rom_iron_armour_3			0		
inv_rom_iron_weapon_2	inv_rom_iron_weapon_2			0		
inv_rom_iron_weapon_3	inv_rom_iron_weapon_3			0		
inv_rom_lead_1	inv_rom_lead_1			0		
inv_rom_lead_2	inv_rom_lead_2			0		
inv_rom_lead_3	inv_rom_lead_3			0		
inv_rom_lead_4	inv_rom_lead_4			0		
inv_rom_leather_1	inv_rom_leather_1			0		
inv_rom_leather_2	inv_rom_leather_2			0		
inv_rom_leather_3	inv_rom_leather_3			0		
inv_rom_leather_4	inv_rom_leather_4			0		
inv_rom_lumber_1	inv_rom_lumber_1			0		
inv_rom_lumber_2	inv_rom_lumber_2			0		
inv_rom_lumber_3	inv_rom_lumber_3			0		
inv_rom_lumber_4	inv_rom_lumber_4			0		
inv_rom_marble_1	inv_rom_marble_1			0		
inv_rom_marble_2	inv_rom_marble_2			0		
inv_rom_marble_3	inv_rom_marble_3			0		
inv_rom_marble_4	inv_rom_marble_4			0		
inv_rom_military_buff_1	inv_rom_military_buff_1			0		
inv_rom_military_buff_2	inv_rom_military_buff_2			0		
inv_rom_military_buff_3	inv_rom_military_buff_3			0		
inv_rom_military_buff_attack_4	inv_rom_military_buff_attack_4			0		
inv_rom_military_buff_defence_4	inv_rom_military_buff_defence_4			0		
inv_rom_military_recruitment_1	inv_rom_military_recruitment_1			0		
inv_rom_military_recruitment_2	inv_rom_military_recruitment_2			0		
inv_rom_military_recruitment_3	inv_rom_military_recruitment_3			0		
inv_rom_military_recruitment_4	inv_rom_military_recruitment_4			0		
inv_rom_minor_town_1	inv_rom_minor_town_1			0		
inv_rom_minor_town_2	inv_rom_minor_town_2			0		
inv_rom_minor_town_3	inv_rom_minor_town_3			0		
inv_rom_minor_town_4	inv_rom_minor_town_4			0		
inv_rom_minor_town_farm_2	inv_rom_minor_town_farm_2			0		
inv_rom_minor_town_farm_3	inv_rom_minor_town_farm_3			0		
inv_rom_minor_town_farm_4	inv_rom_minor_town_farm_4			0		
inv_rom_olive_1	inv_rom_olive_1			0		
inv_rom_olive_2	inv_rom_olive_2			0		
inv_rom_olive_3	inv_rom_olive_3			0		
inv_rom_olive_4	inv_rom_olive_4			0		
inv_rom_port_1	inv_rom_port_1			0		
inv_rom_port_civil_2	inv_rom_port_civil_2			0		
inv_rom_port_civil_3	inv_rom_port_civil_3			0		
inv_rom_port_civil_4	inv_rom_port_civil_4			0		
inv_rom_port_military_2	inv_rom_port_military_2			0		
inv_rom_port_military_3	inv_rom_port_military_3			0		
inv_rom_port_military_4	inv_rom_port_military_4			0		
inv_rom_purple_dye_1	inv_rom_purple_dye_1			0		
inv_rom_purple_dye_2	inv_rom_purple_dye_2			0		
inv_rom_purple_dye_3	inv_rom_purple_dye_3			0		
inv_rom_purple_dye_4	inv_rom_purple_dye_4			0		
inv_rom_religious_1	inv_rom_religious_1			0		
inv_rom_religious_ceres_2	inv_rom_religious_ceres_2			0		
inv_rom_religious_ceres_3	inv_rom_religious_ceres_3			0		
inv_rom_religious_ceres_4	inv_rom_religious_ceres_4			0		
inv_rom_religious_jupiter_2	inv_rom_religious_jupiter_2			0		
inv_rom_religious_jupiter_3	inv_rom_religious_jupiter_3			0		
inv_rom_religious_jupiter_4	inv_rom_religious_jupiter_4			0		
inv_rom_religious_mars_2	inv_rom_religious_mars_2			0		
inv_rom_religious_mars_3	inv_rom_religious_mars_3			0		
inv_rom_religious_mars_4	inv_rom_religious_mars_4			0		
inv_rom_salt_1	inv_rom_salt_1			0		
inv_rom_salt_2	inv_rom_salt_2			0		
inv_rom_salt_3	inv_rom_salt_3			0		
inv_rom_salt_4	inv_rom_salt_4			0		
inv_rom_sanitation_1	inv_rom_sanitation_1			0		
inv_rom_sanitation_sewer_2	inv_rom_sanitation_sewer_2			0		
inv_rom_sanitation_sewer_3	inv_rom_sanitation_sewer_3			0		
inv_rom_sanitation_sewer_4	inv_rom_sanitation_sewer_4			0		
inv_rom_sanitation_sewer_5	inv_rom_sanitation_sewer_5			0		
inv_rom_sanitation_tank_2	inv_rom_sanitation_tank_2			0		
inv_rom_sanitation_tank_3	inv_rom_sanitation_tank_3			0		
inv_rom_sanitation_tank_4	inv_rom_sanitation_tank_4			0		
inv_rom_town_centre_1	inv_rom_town_centre_1			0		
inv_rom_town_centre_shop_2	inv_rom_town_centre_shop_2			0		
inv_rom_town_centre_shop_3	inv_rom_town_centre_shop_3			0		
inv_rom_town_centre_shop_4	inv_rom_town_centre_shop_4			0		
inv_rom_town_centre_stadium_2	inv_rom_town_centre_stadium_2			0		
inv_rom_town_centre_stadium_3	inv_rom_town_centre_stadium_3			0		
inv_rom_town_centre_stadium_4	inv_rom_town_centre_stadium_4			0		
inv_rom_wine_1	inv_rom_wine_1			0		
inv_rom_wine_2	inv_rom_wine_2			0		
inv_rom_wine_3	inv_rom_wine_3			0		
inv_rom_wine_4	inv_rom_wine_4			0		
inv_rome_resource_building_dummy_1	inv_rome_resource_building_dummy_1			0		
inv_rome_resource_building_dummy_2	inv_rome_resource_building_dummy_2			0		
inv_rome_resource_building_dummy_3	inv_rome_resource_building_dummy_3			0		
inv_ven_agriculture_1	inv_ven_agriculture_1			0		
inv_ven_agriculture_farm_2	inv_ven_agriculture_farm_2			0		
inv_ven_agriculture_farm_3	inv_ven_agriculture_farm_3			0		
inv_ven_agriculture_farm_4	inv_ven_agriculture_farm_4			0		
inv_ven_agriculture_herd_2	inv_ven_agriculture_herd_2			0		
inv_ven_agriculture_herd_3	inv_ven_agriculture_herd_3			0		
inv_ven_agriculture_herd_4	inv_ven_agriculture_herd_4			0		
inv_ven_city_centre_1	inv_ven_city_centre_1			0		
inv_ven_city_centre_chief_2	inv_ven_city_centre_chief_2			0		
inv_ven_city_centre_chief_3	inv_ven_city_centre_chief_3			0		
inv_ven_city_centre_chief_4	inv_ven_city_centre_chief_4			0		
inv_ven_city_centre_chief_5	inv_ven_city_centre_chief_5			0		
inv_ven_city_centre_food_2	inv_ven_city_centre_food_2			0		
inv_ven_city_centre_food_3	inv_ven_city_centre_food_3			0		
inv_ven_city_centre_food_4	inv_ven_city_centre_food_4			0		
inv_ven_city_centre_learning_2	inv_ven_city_centre_learning_2			0		
inv_ven_city_centre_learning_3	inv_ven_city_centre_learning_3			0		
inv_ven_city_centre_learning_4	inv_ven_city_centre_learning_4			0		
inv_ven_city_centre_market_2	inv_ven_city_centre_market_2			0		
inv_ven_city_centre_market_3	inv_ven_city_centre_market_3			0		
inv_ven_city_centre_market_4	inv_ven_city_centre_market_4			0		
inv_ven_city_centre_slave_2	inv_ven_city_centre_slave_2			0		
inv_ven_city_centre_slave_3	inv_ven_city_centre_slave_3			0		
inv_ven_industry_1	inv_ven_industry_1			0		
inv_ven_industry_clay_2	inv_ven_industry_clay_2			0		
inv_ven_industry_clay_3	inv_ven_industry_clay_3			0		
inv_ven_industry_clay_4	inv_ven_industry_clay_4			0		
inv_ven_industry_coin_2	inv_ven_industry_coin_2			0		
inv_ven_industry_coin_3	inv_ven_industry_coin_3			0		
inv_ven_industry_coin_4	inv_ven_industry_coin_4			0		
inv_ven_industry_salt_2	inv_ven_industry_salt_2			0		
inv_ven_industry_salt_3	inv_ven_industry_salt_3			0		
inv_ven_industry_salt_4	inv_ven_industry_salt_4			0		
inv_ven_major_town_1	inv_ven_major_town_1			0		
inv_ven_major_town_2	inv_ven_major_town_2			0		
inv_ven_major_town_3	inv_ven_major_town_3			0		
inv_ven_major_town_industry_4	inv_ven_major_town_industry_4			0		
inv_ven_major_town_trade_4	inv_ven_major_town_trade_4			0		
inv_ven_major_town_tribal_4	inv_ven_major_town_tribal_4			0		
inv_ven_military_industry_1	inv_ven_military_industry_1			0		
inv_ven_military_industry_bronze_2	inv_ven_military_industry_bronze_2			0		
inv_ven_military_industry_bronze_3	inv_ven_military_industry_bronze_3			0		
inv_ven_military_industry_bronze_4	inv_ven_military_industry_bronze_4			0		
inv_ven_military_industry_wood_2	inv_ven_military_industry_wood_2			0		
inv_ven_military_industry_wood_3	inv_ven_military_industry_wood_3			0		
inv_ven_military_industry_wood_4	inv_ven_military_industry_wood_4			0		
inv_ven_military_recruitment_1	inv_ven_military_recruitment_1			0		
inv_ven_military_recruitment_buff_2	inv_ven_military_recruitment_buff_2			0		
inv_ven_military_recruitment_buff_3	inv_ven_military_recruitment_buff_3			0		
inv_ven_military_recruitment_buff_4	inv_ven_military_recruitment_buff_4			0		
inv_ven_military_recruitment_food_2	inv_ven_military_recruitment_food_2			0		
inv_ven_military_recruitment_food_3	inv_ven_military_recruitment_food_3			0		
inv_ven_military_recruitment_food_4	inv_ven_military_recruitment_food_4			0		
inv_ven_military_recruitment_food_5	inv_ven_military_recruitment_food_5			0		
inv_ven_minor_town_1	inv_ven_minor_town_1			0		
inv_ven_minor_town_2	inv_ven_minor_town_2			0		
inv_ven_minor_town_3	inv_ven_minor_town_3			0		
inv_ven_minor_town_farm_4	inv_ven_minor_town_farm_4			0		
inv_ven_minor_town_industry_4	inv_ven_minor_town_industry_4			0		
inv_ven_port_1	inv_ven_port_1			0		
inv_ven_port_fish_2	inv_ven_port_fish_2			0		
inv_ven_port_fish_3	inv_ven_port_fish_3			0		
inv_ven_port_fish_4	inv_ven_port_fish_4			0		
inv_ven_port_military_2	inv_ven_port_military_2			0		
inv_ven_port_military_3	inv_ven_port_military_3			0		
inv_ven_port_military_4	inv_ven_port_military_4			0		
inv_ven_religious_1	inv_ven_religious_1			0		
inv_ven_religious_cernunnos_2	inv_ven_religious_cernunnos_2			0		
inv_ven_religious_cernunnos_3	inv_ven_religious_cernunnos_3			0		
inv_ven_religious_cernunnos_4	inv_ven_religious_cernunnos_4			0		
inv_ven_religious_diomedes_2	inv_ven_religious_diomedes_2			0		
inv_ven_religious_diomedes_3	inv_ven_religious_diomedes_3			0		
inv_ven_religious_diomedes_4	inv_ven_religious_diomedes_4			0		
inv_ven_religious_epona_2	inv_ven_religious_epona_2			0		
inv_ven_religious_epona_3	inv_ven_religious_epona_3			0		
inv_ven_religious_epona_4	inv_ven_religious_epona_4			0		
inv_ven_religious_reitia_2	inv_ven_religious_reitia_2			0		
inv_ven_religious_reitia_3	inv_ven_religious_reitia_3			0		
inv_ven_religious_reitia_4	inv_ven_religious_reitia_4			0		
inv_ven_sanitation_1	inv_ven_sanitation_1			0		
inv_ven_sanitation_agriculture_2	inv_ven_sanitation_agriculture_2			0		
inv_ven_sanitation_agriculture_3	inv_ven_sanitation_agriculture_3			0		
inv_ven_sanitation_entertainment_2	inv_ven_sanitation_entertainment_2			0		
inv_ven_sanitation_entertainment_3	inv_ven_sanitation_entertainment_3			0		
nomad_amber_1	barb_amber_1	rom_Barbarian		0		sc_rom_barb_east
nomad_amber_2	barb_amber_2	rom_Barbarian		0		sc_rom_barb_east
nomad_amber_3	barb_amber_3	rom_Barbarian		0		sc_rom_barb_east
nomad_amber_4	barb_amber_4	rom_Barbarian		0		sc_rom_barb_east
nomad_artisan_1	barb_artisan_1	rom_Barbarian		0		sc_rom_barb_east
nomad_artisan_bronze_2	barb_artisan_bronze_2	rom_Barbarian		0		sc_rom_barb_east
nomad_artisan_bronze_3	barb_artisan_bronze_3	rom_Barbarian		0		sc_rom_barb_east
nomad_artisan_bronze_4	barb_artisan_bronze_4	rom_Barbarian		0		sc_rom_barb_east
nomad_artisan_coin_2	barb_artisan_coin_2	rom_Barbarian		0		sc_rom_barb_east
nomad_artisan_coin_3	barb_artisan_coin_3	rom_Barbarian		0		sc_rom_barb_east
nomad_artisan_coin_4	barb_artisan_coin_4	rom_Barbarian		0		sc_rom_barb_east
nomad_artisan_maker_2	barb_artisan_maker_2	rom_Barbarian		0		sc_rom_barb_east
nomad_artisan_maker_3	barb_artisan_maker_3	rom_Barbarian		0		sc_rom_barb_east
nomad_artisan_maker_4	barb_artisan_maker_4	rom_Barbarian		0		sc_rom_barb_east
nomad_city_1	barb_city_1	rom_Barbarian		0		sc_rom_barb_east
nomad_city_2	barb_city_2	rom_Barbarian		0		sc_rom_barb_east
nomad_city_3	barb_city_3	rom_Barbarian		0		sc_rom_barb_east
nomad_city_industry_4	barb_city_industry_4	rom_Barbarian		0		sc_rom_barb_east
nomad_city_trade_4	barb_city_trade_4	rom_Barbarian		0		sc_rom_barb_east
nomad_city_tribal_4	barb_city_tribal_4	rom_Barbarian		0		sc_rom_barb_east
nomad_craftsmen_1	barb_craftsmen_1	rom_Barbarian		0		sc_rom_barb_east
nomad_craftsmen_pot_2	barb_craftsmen_pot_2	rom_Barbarian		0		sc_rom_barb_east
nomad_craftsmen_pot_3	barb_craftsmen_pot_3	rom_Barbarian		0		sc_rom_barb_east
nomad_craftsmen_pot_4	barb_craftsmen_pot_4	rom_Barbarian		0		sc_rom_barb_east
nomad_craftsmen_salt_2	barb_craftsmen_salt_2	rom_Barbarian		0		sc_rom_barb_east
nomad_craftsmen_salt_3	barb_craftsmen_salt_3	rom_Barbarian		0		sc_rom_barb_east
nomad_craftsmen_salt_4	barb_craftsmen_salt_4	rom_Barbarian		0		sc_rom_barb_east
nomad_craftsmen_wood_2	barb_craftsmen_wood_2	rom_Barbarian		0		sc_rom_barb_east
nomad_craftsmen_wood_3	barb_craftsmen_wood_3	rom_Barbarian		0		sc_rom_barb_east
nomad_craftsmen_wood_4	barb_craftsmen_wood_4	rom_Barbarian		0		sc_rom_barb_east
nomad_glass_1	barb_glass_1	rom_Barbarian		0		sc_rom_barb_east
nomad_glass_2	barb_glass_2	rom_Barbarian		0		sc_rom_barb_east
nomad_glass_3	barb_glass_3	rom_Barbarian		0		sc_rom_barb_east
nomad_glass_4	barb_glass_4	rom_Barbarian		0		sc_rom_barb_east
nomad_gold_1	barb_gold_1	rom_Barbarian		0		sc_rom_barb_east
nomad_gold_2	barb_gold_2	rom_Barbarian		0		sc_rom_barb_east
nomad_gold_3	barb_gold_3	rom_Barbarian		0		sc_rom_barb_east
nomad_gold_4	barb_gold_4	rom_Barbarian		0		sc_rom_barb_east
nomad_grain_1	barb_grain_1	rom_Barbarian		0		sc_rom_barb_east
nomad_grain_2	barb_grain_2	rom_Barbarian		0		sc_rom_barb_east
nomad_grain_3	barb_grain_3	rom_Barbarian		0		sc_rom_barb_east
nomad_grain_4	barb_grain_4	rom_Barbarian		0		sc_rom_barb_east
nomad_horse_1	barb_horse_1	rom_Barbarian		0		sc_rom_barb_east
nomad_horse_2	barb_horse_2	rom_Barbarian		0		sc_rom_barb_east
nomad_horse_3	barb_horse_3	rom_Barbarian		0		sc_rom_barb_east
nomad_iron_1	barb_iron_1	rom_Barbarian		0		sc_rom_barb_east
nomad_iron_armour_2	barb_iron_armour_2	rom_Barbarian		0		sc_rom_barb_east
nomad_iron_armour_3	barb_iron_armour_3	rom_Barbarian		0		sc_rom_barb_east
nomad_iron_weapon_2	barb_iron_weapon_2	rom_Barbarian		0		sc_rom_barb_east
nomad_iron_weapon_3	barb_iron_weapon_3	rom_Barbarian		0		sc_rom_barb_east
nomad_lead_1	barb_lead_1	rom_Barbarian		0		sc_rom_barb_east
nomad_lead_2	barb_lead_2	rom_Barbarian		0		sc_rom_barb_east
nomad_lead_3	barb_lead_3	rom_Barbarian		0		sc_rom_barb_east
nomad_lead_4	barb_lead_4	rom_Barbarian		0		sc_rom_barb_east
nomad_leather_1	barb_leather_1	rom_Barbarian		0		sc_rom_barb_east
nomad_leather_2	barb_leather_2	rom_Barbarian		0		sc_rom_barb_east
nomad_leather_3	barb_leather_3	rom_Barbarian		0		sc_rom_barb_east
nomad_leather_4	barb_leather_4	rom_Barbarian		0		sc_rom_barb_east
nomad_lumber_1	barb_lumber_1	rom_Barbarian		0		sc_rom_barb_east
nomad_lumber_2	barb_lumber_2	rom_Barbarian		0		sc_rom_barb_east
nomad_lumber_3	barb_lumber_3	rom_Barbarian		0		sc_rom_barb_east
nomad_lumber_4	barb_lumber_4	rom_Barbarian		0		sc_rom_barb_east
nomad_marble_1	barb_marble_1	rom_Barbarian		0		sc_rom_barb_east
nomad_marble_2	barb_marble_2	rom_Barbarian		0		sc_rom_barb_east
nomad_marble_3	barb_marble_3	rom_Barbarian		0		sc_rom_barb_east
nomad_marble_4	barb_marble_4	rom_Barbarian		0		sc_rom_barb_east
nomad_military_buff_1	barb_military_buff_1	rom_Barbarian		0		sc_rom_barb_east
nomad_military_buff_gold_2	barb_military_buff_gold_2	rom_Barbarian		0		sc_rom_barb_east
nomad_military_buff_gold_3	barb_military_buff_gold_3	rom_Barbarian		0		sc_rom_barb_east
nomad_military_buff_gold_4	barb_military_buff_gold_4	rom_Barbarian		0		sc_rom_barb_east
nomad_military_buff_grounds_2	barb_military_buff_grounds_2	rom_Barbarian		0		sc_rom_barb_east
nomad_military_buff_grounds_3	barb_military_buff_grounds_3	rom_Barbarian		0		sc_rom_barb_east
nomad_military_buff_grounds_4	barb_military_buff_grounds_4	rom_Barbarian		0		sc_rom_barb_east
nomad_military_buff_tavern_2	barb_military_buff_tavern_2	rom_Barbarian		0		sc_rom_barb_east
nomad_military_buff_tavern_3	barb_military_buff_tavern_3	rom_Barbarian		0		sc_rom_barb_east
nomad_military_buff_tavern_4	barb_military_buff_tavern_4	rom_Barbarian		0		sc_rom_barb_east
nomad_olive_1	barb_olive_1	rom_Barbarian		0		sc_rom_barb_east
nomad_olive_2	barb_olive_2	rom_Barbarian		0		sc_rom_barb_east
nomad_olive_3	barb_olive_3	rom_Barbarian		0		sc_rom_barb_east
nomad_olive_4	barb_olive_4	rom_Barbarian		0		sc_rom_barb_east
nomad_port_1	barb_port_1	rom_Barbarian		0		sc_rom_barb_east
nomad_port_fishing_2	barb_port_fishing_2	rom_Barbarian		0		sc_rom_barb_east
nomad_port_fishing_3	barb_port_fishing_3	rom_Barbarian		0		sc_rom_barb_east
nomad_port_fishing_4	barb_port_fishing_4	rom_Barbarian		0		sc_rom_barb_east
nomad_port_military_2	barb_port_military_2	rom_Barbarian		0		sc_rom_barb_east
nomad_port_military_3	barb_port_military_3	rom_Barbarian		0		sc_rom_barb_east
nomad_port_military_4	barb_port_military_4	rom_Barbarian		0		sc_rom_barb_east
nomad_purple_dye_1	barb_purple_dye_1	rom_Barbarian		0		sc_rom_barb_east
nomad_purple_dye_2	barb_purple_dye_2	rom_Barbarian		0		sc_rom_barb_east
nomad_purple_dye_3	barb_purple_dye_3	rom_Barbarian		0		sc_rom_barb_east
nomad_purple_dye_4	barb_purple_dye_4	rom_Barbarian		0		sc_rom_barb_east
nomad_silk_1	barb_silk_1	rom_Barbarian		0		sc_rom_barb_east
nomad_silk_2	barb_silk_2	rom_Barbarian		0		sc_rom_barb_east
nomad_silk_3	barb_silk_3	rom_Barbarian		0		sc_rom_barb_east
nomad_silk_4	barb_silk_4	rom_Barbarian		0		sc_rom_barb_east
nomad_town_1	barb_town_1	rom_Barbarian		0		sc_rom_barb_east
nomad_town_2	barb_town_2	rom_Barbarian		0		sc_rom_barb_east
nomad_town_3	barb_town_3	rom_Barbarian		0		sc_rom_barb_east
nomad_town_farm_4	barb_town_farm_4	rom_Barbarian		0		sc_rom_barb_east
nomad_town_tribal_4	barb_town_tribal_4	rom_Barbarian		0		sc_rom_barb_east
nomad_water_1	barb_water_1	rom_Barbarian		0		sc_rom_barb_east
nomad_water_canal_2	barb_water_canal_2	rom_Barbarian		0		sc_rom_barb_east
nomad_water_canal_3	barb_water_canal_3	rom_Barbarian		0		sc_rom_barb_east
nomad_water_spring_2	barb_water_spring_2	rom_Barbarian		0		sc_rom_barb_east
nomad_water_spring_3	barb_water_spring_3	rom_Barbarian		0		sc_rom_barb_east
nomad_wine_1	barb_wine_1	rom_Barbarian		0		sc_rom_barb_east
nomad_wine_2	barb_wine_2	rom_Barbarian		0		sc_rom_barb_east
nomad_wine_3	barb_wine_3	rom_Barbarian		0		sc_rom_barb_east
nomad_wine_4	barb_wine_4	rom_Barbarian		0		sc_rom_barb_east
nomadic_empty_slot_lvl1		rom_Barbarian		1	empty_slot	sc_rom_barb_east
nomadic_empty_slot_lvl2		rom_Barbarian		2	empty_slot	sc_rom_barb_east
nomadic_empty_slot_lvl3		rom_Barbarian		3	empty_slot	sc_rom_barb_east
nomadic_end_tower_lvl1		rom_Barbarian		1	end_tower	sc_rom_barb_east
nomadic_end_tower_lvl2		rom_Barbarian		2	end_tower	sc_rom_barb_east
nomadic_end_tower_lvl3		rom_Barbarian		3	end_tower	sc_rom_barb_east
nomadic_gatehouse_13_inverse_lvl1		rom_Barbarian		1	gatehouse_13_inverse	sc_rom_barb_east
nomadic_gatehouse_13_inverse_lvl2		rom_Barbarian		2	gatehouse_13_inverse	sc_rom_barb_east
nomadic_gatehouse_13_inverse_lvl3		rom_Barbarian		3	gatehouse_13_inverse	sc_rom_barb_east
nomadic_gatehouse_13_lvl1		rom_Barbarian		1	gatehouse_13	sc_rom_barb_east
nomadic_gatehouse_13_lvl2		rom_Barbarian		2	gatehouse_13	sc_rom_barb_east
nomadic_gatehouse_13_lvl3		rom_Barbarian		3	gatehouse_13	sc_rom_barb_east
nomadic_gatehouse_14_lvl1		rom_Barbarian		1	gatehouse_14	sc_rom_barb_east
nomadic_gatehouse_14_lvl2		rom_Barbarian		2	gatehouse_14	sc_rom_barb_east
nomadic_gatehouse_14_lvl3		rom_Barbarian		3	gatehouse_14	sc_rom_barb_east
nomadic_river_gatehouse_13_inverse_lvl1		rom_Barbarian		1	river_gatehouse_13_inverse	sc_rom_barb_east
nomadic_river_gatehouse_13_inverse_lvl2		rom_Barbarian		2	river_gatehouse_13_inverse	sc_rom_barb_east
nomadic_river_gatehouse_13_inverse_lvl3		rom_Barbarian		3	river_gatehouse_13_inverse	sc_rom_barb_east
nomadic_river_gatehouse_13_lvl1		rom_Barbarian		1	river_gatehouse_13	sc_rom_barb_east
nomadic_river_gatehouse_13_lvl2		rom_Barbarian		2	river_gatehouse_13	sc_rom_barb_east
nomadic_river_gatehouse_13_lvl3		rom_Barbarian		3	river_gatehouse_13	sc_rom_barb_east
nomadic_river_gatehouse_14_lvl1		rom_Barbarian		1	river_gatehouse_14	sc_rom_barb_east
nomadic_river_gatehouse_14_lvl2		rom_Barbarian		2	river_gatehouse_14	sc_rom_barb_east
nomadic_river_gatehouse_14_lvl3		rom_Barbarian		3	river_gatehouse_14	sc_rom_barb_east
nomadic_sea_sprawl_default_lvl1		rom_Barbarian		1	sea_sprawl_default	sc_rom_barb_east
nomadic_sea_sprawl_default_lvl2		rom_Barbarian		2	sea_sprawl_default	sc_rom_barb_east
nomadic_sea_sprawl_default_lvl3		rom_Barbarian		3	sea_sprawl_default	sc_rom_barb_east
nomadic_sea_sprawl_edge_12345_lvl1		rom_Barbarian		1	sea_sprawl_edge_12345	sc_rom_barb_east
nomadic_sea_sprawl_edge_12345_lvl2		rom_Barbarian		2	sea_sprawl_edge_12345	sc_rom_barb_east
nomadic_sea_sprawl_edge_12345_lvl3		rom_Barbarian		3	sea_sprawl_edge_12345	sc_rom_barb_east
nomadic_sea_sprawl_edge_1234_lvl1		rom_Barbarian		1	sea_sprawl_edge_1234	sc_rom_barb_east
nomadic_sea_sprawl_edge_1234_lvl2		rom_Barbarian		2	sea_sprawl_edge_1234	sc_rom_barb_east
nomadic_sea_sprawl_edge_1234_lvl3		rom_Barbarian		3	sea_sprawl_edge_1234	sc_rom_barb_east
nomadic_sea_sprawl_edge_123_lvl1		rom_Barbarian		1	sea_sprawl_edge_123	sc_rom_barb_east
nomadic_sea_sprawl_edge_123_lvl2		rom_Barbarian		2	sea_sprawl_edge_123	sc_rom_barb_east
nomadic_sea_sprawl_edge_123_lvl3		rom_Barbarian		3	sea_sprawl_edge_123	sc_rom_barb_east
nomadic_sea_sprawl_edge_12_lvl1		rom_Barbarian		1	sea_sprawl_edge_12	sc_rom_barb_east
nomadic_sea_sprawl_edge_12_lvl2		rom_Barbarian		2	sea_sprawl_edge_12	sc_rom_barb_east
nomadic_sea_sprawl_edge_12_lvl3		rom_Barbarian		3	sea_sprawl_edge_12	sc_rom_barb_east
nomadic_sea_sprawl_navy_dock_lvl1		rom_Barbarian		1	sea_sprawl_navy_dock	sc_rom_barb_east
nomadic_sea_sprawl_navy_dock_lvl2		rom_Barbarian		2	sea_sprawl_navy_dock	sc_rom_barb_east
nomadic_sea_sprawl_navy_dock_lvl3		rom_Barbarian		3	sea_sprawl_navy_dock	sc_rom_barb_east
nomadic_slum_0	rom_slum_0	rom_Barbarian		0		sc_rom_barb_east
nomadic_sprawl_edge_0_lvl1		rom_Barbarian		1	sprawl_edge_0	sc_rom_barb_east
nomadic_sprawl_edge_0_lvl2		rom_Barbarian		2	sprawl_edge_0	sc_rom_barb_east
nomadic_sprawl_edge_0_lvl3		rom_Barbarian		3	sprawl_edge_0	sc_rom_barb_east
nomadic_sprawl_edge_123456_lvl1		rom_Barbarian		1	sprawl_edge_123456	sc_rom_barb_east
nomadic_sprawl_edge_123456_lvl2		rom_Barbarian		2	sprawl_edge_123456	sc_rom_barb_east
nomadic_sprawl_edge_123456_lvl3		rom_Barbarian		3	sprawl_edge_123456	sc_rom_barb_east
nomadic_sprawl_edge_12345_lvl1		rom_Barbarian		1	sprawl_edge_12345	sc_rom_barb_east
nomadic_sprawl_edge_12345_lvl2		rom_Barbarian		2	sprawl_edge_12345	sc_rom_barb_east
nomadic_sprawl_edge_12345_lvl3		rom_Barbarian		3	sprawl_edge_12345	sc_rom_barb_east
nomadic_sprawl_edge_1234_lvl1		rom_Barbarian		1	sprawl_edge_1234	sc_rom_barb_east
nomadic_sprawl_edge_1234_lvl2		rom_Barbarian		2	sprawl_edge_1234	sc_rom_barb_east
nomadic_sprawl_edge_1234_lvl3		rom_Barbarian		3	sprawl_edge_1234	sc_rom_barb_east
nomadic_sprawl_edge_1235_lvl1		rom_Barbarian		1	sprawl_edge_1235	sc_rom_barb_east
nomadic_sprawl_edge_1235_lvl2		rom_Barbarian		2	sprawl_edge_1235	sc_rom_barb_east
