trait_level	effect	effect_scope	value
r2_sp_trait_all_defender_sea_bad_3	rom_general_force_mod_command_sea_defence	this_general_force	-20.0000
r2_sp_trait_all_defender_sea_good_1	rom_general_force_mod_command_sea_defence	this_general_force	5.0000
r2_sp_trait_all_defender_sea_good_2	rom_general_force_mod_command_sea_defence	this_general_force	10.0000
r2_sp_trait_all_defender_sea_good_3	rom_general_force_mod_command_sea_defence	this_general_force	20.0000
r2_sp_trait_all_disinherited_1	rom_character_power_to_ruling_party_per_turn	this_character_faction	-1.0000
r2_sp_trait_all_energetic_1	rom_agent_attribute_zeal_mod	this_agent	1.0000
r2_sp_trait_all_energetic_1	rom_fertility_mod	this_agent	5.0000
r2_sp_trait_all_energetic_1	rom_province_initiative_festival_mod_growth_mod	this_character_local_province	1.0000
r2_sp_trait_all_energetic_2	rom_agent_attribute_zeal_mod	this_agent	2.0000
r2_sp_trait_all_energetic_2	rom_fertility_mod	this_agent	10.0000
r2_sp_trait_all_energetic_2	rom_province_initiative_festival_mod_growth_mod	this_character_local_province	2.0000
r2_sp_trait_all_energetic_3	rom_agent_attribute_zeal_mod	this_agent	3.0000
r2_sp_trait_all_energetic_3	rom_fertility_mod	this_agent	15.0000
r2_sp_trait_all_energetic_3	rom_province_initiative_festival_mod_growth_mod	this_character_local_province	3.0000
r2_sp_trait_all_fears_barbarians_1	rom_force_unit_mod_melee_defence_versus_barbarians	this_general_army	5.0000
r2_sp_trait_all_fears_barbarians_1	rom_force_unit_mod_morale_versus_barbarians	this_general_army	-5.0000
r2_sp_trait_all_fears_carthage_1	rom_force_unit_mod_melee_defence_versus_carthaginians	this_general_army	5.0000
r2_sp_trait_all_fears_carthage_1	rom_force_unit_mod_morale_versus_carthaginians	this_general_army	-5.0000
r2_sp_trait_all_fears_easterners_1	rom_force_unit_mod_melee_defence_versus_easterners	this_general_army	5.0000
r2_sp_trait_all_fears_easterners_1	rom_force_unit_mod_morale_versus_easterners	this_general_army	-5.0000
r2_sp_trait_all_fears_egyptians_1	rom_force_unit_mod_melee_defence_versus_egyptians	this_general_army	5.0000
r2_sp_trait_all_fears_egyptians_1	rom_force_unit_mod_morale_versus_egyptians	this_general_army	-5.0000
r2_sp_trait_all_fears_greeks_1	rom_force_unit_mod_melee_defence_versus_hellenics	this_general_army	5.0000
r2_sp_trait_all_fears_greeks_1	rom_force_unit_mod_morale_versus_hellenics	this_general_army	-5.0000
r2_sp_trait_all_fears_romans_1	rom_force_unit_mod_melee_defence_versus_romans	this_general_army	5.0000
r2_sp_trait_all_fears_romans_1	rom_force_unit_mod_morale_versus_romans	this_general_army	-5.0000
r2_sp_trait_all_fears_successors_1	rom_force_unit_mod_melee_defence_versus_successor_states	this_general_army	5.0000
r2_sp_trait_all_fears_successors_1	rom_force_unit_mod_morale_versus_successor_states	this_general_army	-5.0000
r2_sp_trait_all_feck_1	rom_province_initiative_festival_mod_happiness_entertainment	this_character_local_province	-1.0000
r2_sp_trait_all_feck_2	rom_agent_attribute_zeal_mod	this_agent	1.0000
r2_sp_trait_all_feck_2	rom_province_initiative_festival_mod_happiness_entertainment	this_character_local_province	-2.0000
r2_sp_trait_all_feck_3	rom_agent_attribute_zeal_mod	this_agent	1.0000
r2_sp_trait_all_feck_3	rom_province_initiative_festival_mod_happiness_entertainment	this_character_local_province	-4.0000
r2_sp_trait_all_fertile_1	rom_character_province_growth	this_character_local_province	1.0000
r2_sp_trait_all_fertile_1	rom_fertility_mod	this_agent	10.0000
r2_sp_trait_all_fertile_2	rom_character_province_growth	this_character_local_province	2.0000
r2_sp_trait_all_fertile_2	rom_fertility_mod	this_agent	20.0000
r2_sp_trait_all_fertile_3	rom_character_province_growth	this_character_local_province	3.0000
r2_sp_trait_all_fertile_3	rom_fertility_mod	this_agent	30.0000
r2_sp_trait_all_fervour_1	rom_force_unit_mod_movement_speed	this_general_force	2.0000
r2_sp_trait_all_fervour_1	rom_general_attribute_mod_zeal	this_agent	2.0000
r2_sp_trait_all_fervour_2	rom_force_unit_mod_movement_speed	this_general_force	4.0000
r2_sp_trait_all_fervour_2	rom_general_attribute_mod_zeal	this_agent	4.0000
r2_sp_trait_all_fervour_3	rom_force_unit_mod_movement_speed	this_general_force	6.0000
r2_sp_trait_all_fervour_3	rom_general_attribute_mod_zeal	this_agent	6.0000
r2_sp_trait_all_gambling_1	rom_agent_action_deployed_province_admin_cost	this_character_local_province	-1.0000
r2_sp_trait_all_gambling_2	rom_agent_action_deployed_province_admin_cost	this_character_local_province	-3.0000
r2_sp_trait_all_gambling_2	rom_agent_attribute_subterfuge_mod	this_agent	1.0000
r2_sp_trait_all_gambling_3	rom_agent_action_deployed_province_admin_cost	this_character_local_province	-6.0000
r2_sp_trait_all_gambling_3	rom_agent_attribute_subterfuge_mod	this_agent	1.0000
r2_sp_trait_all_harsh_1	rom_force_enemy_unit_mod_morale	this_general_enemy_force_regionwide	-3.0000
r2_sp_trait_all_harsh_2	rom_force_enemy_unit_mod_morale	this_general_enemy_force_regionwide	-6.0000
r2_sp_trait_all_harsh_3	rom_force_enemy_unit_mod_morale	this_general_enemy_force_regionwide	-9.0000
r2_sp_trait_all_hates_barbarians_1	rom_force_unit_mod_melee_attack_versus_barbarians	this_general_force	10.0000
r2_sp_trait_all_hates_carthage_1	rom_force_unit_mod_melee_attack_versus_carthaginians	this_general_force	10.0000
r2_sp_trait_all_hates_easterners_1	rom_force_unit_mod_melee_attack_versus_easterners	this_general_force	10.0000
r2_sp_trait_all_hates_egyptians_1	rom_force_unit_mod_melee_attack_versus_egyptians	this_general_force	10.0000
r2_sp_trait_all_hates_greeks_1	rom_force_unit_mod_melee_attack_versus_hellenics	this_general_force	10.0000
r2_sp_trait_all_hates_romans_1	rom_force_unit_mod_melee_attack_versus_romans	this_general_force	10.0000
r2_sp_trait_all_hates_successors_1	rom_force_unit_mod_melee_attack_versus_successor_states	this_general_force	10.0000
r2_sp_trait_all_healthy_1	rom_agent_attribute_zeal_mod	this_agent	1.0000
r2_sp_trait_all_healthy_1	rom_fertility_mod	this_agent	10.0000
r2_sp_trait_all_healthy_2	rom_agent_attribute_zeal_mod	this_agent	2.0000
r2_sp_trait_all_healthy_2	rom_fertility_mod	this_agent	20.0000
r2_sp_trait_all_healthy_3	rom_agent_attribute_zeal_mod	this_agent	3.0000
r2_sp_trait_all_healthy_3	rom_fertility_mod	this_agent	30.0000
r2_sp_trait_all_honest_1	rom_agent_attribute_authority_mod	this_agent	1.0000
r2_sp_trait_all_honest_1	rom_any_corruption_mod_global	this_faction	-2.0000
r2_sp_trait_all_honest_2	rom_agent_attribute_authority_mod	this_agent	2.0000
r2_sp_trait_all_honest_2	rom_any_corruption_mod_global	this_faction	-4.0000
r2_sp_trait_all_honest_3	rom_agent_attribute_authority_mod	this_agent	3.0000
r2_sp_trait_all_honest_3	rom_any_corruption_mod_global	this_character_faction	-6.0000
r2_sp_trait_all_infertile_1	rom_character_province_growth	this_character_local_province	-1.0000
r2_sp_trait_all_infertile_1	rom_fertility_mod	this_agent	-10.0000
r2_sp_trait_all_infertile_2	rom_character_province_growth	this_character_local_province	-2.0000
r2_sp_trait_all_infertile_2	rom_fertility_mod	this_agent	-20.0000
r2_sp_trait_all_infertile_3	rom_character_province_growth	this_character_local_province	-3.0000
r2_sp_trait_all_infertile_3	rom_fertility_mod	this_agent	-30.0000
r2_sp_trait_all_kind_1	rom_character_faction_leader_global_public_order	in_all_your_provinces	2.0000
r2_sp_trait_all_kind_2	rom_character_faction_leader_global_public_order	in_all_your_provinces	4.0000
r2_sp_trait_all_kind_3	rom_character_faction_leader_global_public_order	in_all_your_provinces	6.0000
r2_sp_trait_all_lazy_1	rom_agent_attribute_subterfuge_mod	this_agent	1.0000
r2_sp_trait_all_lazy_1	rom_fertility_mod	this_agent	-5.0000
r2_sp_trait_all_lazy_2	rom_agent_attribute_subterfuge_mod	this_agent	1.0000
r2_sp_trait_all_lazy_2	rom_fertility_mod	this_agent	-10.0000
r2_sp_trait_all_lazy_2	rom_general_local_mod_construction_costs	this_character_local_region_province	6.0000
r2_sp_trait_all_lazy_3	rom_agent_attribute_subterfuge_mod	this_agent	1.0000
r2_sp_trait_all_lazy_3	rom_fertility_mod	this_agent	-15.0000
r2_sp_trait_all_lazy_3	rom_general_local_mod_construction_costs	this_character_local_region_province	12.0000
r2_sp_trait_all_leader_architect_1	rom_character_faction_leader_mod_construction_costs	in_all_your_regions	-1.0000
r2_sp_trait_all_leader_architect_2	rom_character_faction_leader_mod_construction_costs	in_all_your_regions	-2.0000
r2_sp_trait_all_leader_architect_3	rom_character_faction_leader_mod_construction_costs	in_all_your_regions	-4.0000
r2_sp_trait_all_leader_farmer_1	rom_character_faction_leader_global_gdp_mod_agriculture_farming	in_all_your_regions	5.0000
r2_sp_trait_all_leader_farmer_2	rom_character_faction_leader_global_gdp_mod_agriculture_farming	in_all_your_regions	10.0000
r2_sp_trait_all_leader_farmer_3	rom_character_faction_leader_global_gdp_mod_agriculture_farming	in_all_your_regions	20.0000
r2_sp_trait_all_leader_miner_1	rom_character_faction_leader_global_gdp_mod_industry	in_all_your_regions	2.0000
r2_sp_trait_all_leader_miner_2	rom_character_faction_leader_global_gdp_mod_industry	in_all_your_regions	4.0000
r2_sp_trait_all_leader_miner_3	rom_character_faction_leader_global_gdp_mod_industry	in_all_your_regions	8.0000
r2_sp_trait_all_leader_miser_1	rom_character_faction_leader_global_recruitment_cost_mod	in_all_your_forces	-2.0000
r2_sp_trait_all_leader_miser_2	rom_character_faction_leader_global_recruitment_cost_mod	in_all_your_forces	-4.0000
r2_sp_trait_all_leader_miser_3	rom_character_faction_leader_global_recruitment_cost_mod	in_all_your_forces	-6.0000
r2_sp_trait_all_leader_spender_1	rom_character_faction_leader_global_tax_level_mod	in_all_your_provinces	-3.0000
r2_sp_trait_all_leader_spender_2	rom_character_faction_leader_global_tax_level_mod	in_all_your_provinces	-6.0000
r2_sp_trait_all_leader_spender_3	rom_character_faction_leader_global_tax_level_mod	in_all_your_provinces	-12.0000
r2_sp_trait_all_leader_spymaster_1	rom_character_factionwide_subterfuge_mod	all_agents	1.0000
r2_sp_trait_all_leader_spymaster_2	rom_character_factionwide_subterfuge_mod	all_agents	2.0000
r2_sp_trait_all_leader_spymaster_3	rom_character_factionwide_subterfuge_mod	all_agents	3.0000
r2_sp_trait_all_leader_taxman_1	rom_character_faction_leader_global_tax_level_mod	in_all_your_provinces	3.0000
r2_sp_trait_all_leader_taxman_2	rom_character_faction_leader_global_tax_level_mod	in_all_your_provinces	6.0000
r2_sp_trait_all_leader_taxman_3	rom_character_faction_leader_global_tax_level_mod	in_all_your_provinces	12.0000
r2_sp_trait_all_leader_trader_1	rom_building_trade_tariffs_all	this_character_faction	3.0000
r2_sp_trait_all_leader_trader_1	rom_character_faction_leader_global_gdp_mod_trade	in_all_your_regions	2.0000
r2_sp_trait_all_leader_trader_2	rom_building_trade_tariffs_all	this_character_faction	6.0000
r2_sp_trait_all_leader_trader_2	rom_character_faction_leader_global_gdp_mod_trade	in_all_your_regions	4.0000
r2_sp_trait_all_leader_trader_3	rom_building_trade_tariffs_all	this_character_faction	12.0000
r2_sp_trait_all_leader_trader_3	rom_character_faction_leader_global_gdp_mod_trade	in_all_your_regions	6.0000
r2_sp_trait_all_lewd_1	rom_fertility_mod	this_agent	5.0000
r2_sp_trait_all_lewd_1	rom_province_initiative_festival_mod_happiness_entertainment	this_character_local_province	-1.0000
r2_sp_trait_all_lewd_2	rom_agent_attribute_authority_mod	this_agent	-1.0000
r2_sp_trait_all_lewd_2	rom_fertility_mod	this_agent	10.0000
r2_sp_trait_all_lewd_2	rom_province_initiative_festival_mod_happiness_entertainment	this_character_local_province	-2.0000
r2_sp_trait_all_lewd_3	rom_agent_attribute_authority_mod	this_agent	-1.0000
r2_sp_trait_all_lewd_3	rom_fertility_mod	this_agent	15.0000
r2_sp_trait_all_lewd_3	rom_province_initiative_festival_mod_happiness_entertainment	this_character_local_province	-3.0000
r2_sp_trait_all_likes_barbarians_1	rom_force_unit_mod_morale_attacking	this_general_force	5.0000
r2_sp_trait_all_likes_carthage_1	rom_building_culture_conversion_punic	this_agent	2.0000
r2_sp_trait_all_likes_carthage_1	rom_building_gdp_mod_trade_sea	this_character_local_region_province	5.0000
r2_sp_trait_all_likes_easterners_1	rom_building_culture_conversion_eastern	this_agent	2.0000
r2_sp_trait_all_likes_easterners_1	rom_building_gdp_mod_trade_local	this_character_local_region_province	5.0000
r2_sp_trait_all_likes_egyptians_1	rom_building_culture_conversion_hellenic	this_agent	2.0000
r2_sp_trait_all_likes_egyptians_1	rom_character_province_public_order	this_character_local_province	2.0000
r2_sp_trait_all_likes_greeks_1	rom_building_culture_conversion_hellenic	this_agent	2.0000
r2_sp_trait_all_likes_greeks_1	rom_building_research_points	this_character_faction	2.0000
r2_sp_trait_all_likes_romans_1	rom_building_culture_conversion_latin	this_agent	2.0000
r2_sp_trait_all_likes_romans_1	rom_character_province_growth	this_character_local_province	1.0000
r2_sp_trait_all_likes_successors_1	rom_building_culture_conversion_hellenic	this_agent	2.0000
r2_sp_trait_all_likes_successors_1	rom_character_province_public_order	this_character_local_province	2.0000
r2_sp_trait_all_looter_1	rom_force_campaign_mod_loot_income	this_general_force	5.0000
r2_sp_trait_all_looter_2	rom_force_campaign_mod_loot_income	this_general_force	10.0000
r2_sp_trait_all_looter_3	rom_force_campaign_mod_loot_income	this_general_force	20.0000
r2_sp_trait_all_mad_1	rom_general_attribute_mod_authority	this_agent	-2.0000
r2_sp_trait_all_mad_1	rom_general_attribute_mod_zeal	this_agent	1.0000
r2_sp_trait_all_mad_2	rom_general_attribute_mod_authority	this_agent	-4.0000
r2_sp_trait_all_mad_2	rom_general_attribute_mod_zeal	this_agent	2.0000
r2_sp_trait_all_mad_3	rom_general_attribute_mod_authority	this_agent	-6.0000
r2_sp_trait_all_mad_3	rom_general_attribute_mod_zeal	this_agent	3.0000
r2_sp_trait_all_mad_leader_1	rom_any_corruption_mod_global	this_character_faction	5.0000
r2_sp_trait_all_mad_leader_1	rom_building_building_cost_mod	in_all_your_regions	2.0000
r2_sp_trait_all_mad_leader_2	rom_any_corruption_mod_global	this_character_faction	10.0000
r2_sp_trait_all_mad_leader_2	rom_building_building_cost_mod	in_all_your_regions	4.0000
r2_sp_trait_all_mad_leader_3	rom_any_corruption_mod_global	this_character_faction	20.0000
r2_sp_trait_all_mad_leader_3	rom_building_building_cost_mod	in_all_your_regions	6.0000
r2_sp_trait_all_negotiator_1	rom_building_trade_tariffs_all	this_character_faction	2.0000
r2_sp_trait_all_negotiator_2	rom_building_trade_tariffs_all	this_character_faction	4.0000
r2_sp_trait_all_negotiator_3	rom_building_trade_tariffs_all	this_character_faction	8.0000
r2_sp_trait_all_noctophilia_1	rom_force_unit_mod_morale_during_night	this_general_force	5.0000
r2_sp_trait_all_noctophilia_1	rom_general_force_enable_night_battles	this_general	1.0000
r2_sp_trait_all_noctophilia_2	rom_force_unit_mod_morale_during_night	this_general_force	10.0000
r2_sp_trait_all_noctophilia_2	rom_general_force_enable_night_battles	this_general	1.0000
r2_sp_trait_all_noctophilia_3	rom_force_unit_mod_morale_during_night	this_general_force	15.0000
r2_sp_trait_all_noctophilia_3	rom_general_force_enable_night_battles	this_general	1.0000
r2_sp_trait_all_noctophobia_1	rom_force_unit_mod_morale_during_night	this_general_force	-5.0000
r2_sp_trait_all_noctophobia_2	rom_force_unit_mod_morale_during_night	this_general_force	-10.0000
r2_sp_trait_all_noctophobia_3	rom_force_unit_mod_morale_during_night	this_general_force	-15.0000
r2_sp_trait_all_paranoid_1	rom_agent_defence_evade_enemies_mod	this_agent	5.0000
r2_sp_trait_all_paranoid_2	rom_agent_attribute_subterfuge_mod	this_agent	1.0000
r2_sp_trait_all_paranoid_2	rom_agent_attribute_zeal_mod	this_agent	-1.0000
r2_sp_trait_all_paranoid_2	rom_agent_defence_evade_enemies_mod	this_agent	10.0000
r2_sp_trait_all_paranoid_3	rom_agent_attribute_subterfuge_mod	this_agent	1.0000
r2_sp_trait_all_paranoid_3	rom_agent_attribute_zeal_mod	this_agent	-1.0000
r2_sp_trait_all_paranoid_3	rom_agent_defence_evade_enemies_mod	this_agent	15.0000
r2_sp_trait_all_personal_bravery_1	rom_force_unit_mod_experience_gain_rate	this_general_force	5.0000
r2_sp_trait_all_personal_bravery_2	rom_force_unit_mod_experience_gain_rate	this_general_force	10.0000
r2_sp_trait_all_personal_bravery_2	rom_force_unit_mod_morale	this_general_force	5.0000
r2_sp_trait_all_personal_bravery_3	rom_force_unit_mod_experience_gain_rate	this_general_force	15.0000
r2_sp_trait_all_personal_bravery_3	rom_force_unit_mod_morale	this_general_force	10.0000
r2_sp_trait_all_personal_survival_1	rom_general_bodyguard_mod_melee_defence	this_agent	5.0000
r2_sp_trait_all_personal_survival_1	rom_general_bodyguard_mod_morale	this_general_army	5.0000
r2_sp_trait_all_personal_survival_2	rom_general_bodyguard_mod_melee_defence	this_agent	10.0000
r2_sp_trait_all_personal_survival_2	rom_general_bodyguard_mod_morale	this_general_army	10.0000
r2_sp_trait_all_personal_survival_3	rom_general_bodyguard_mod_melee_defence	this_agent	15.0000
r2_sp_trait_all_personal_survival_3	rom_general_bodyguard_mod_morale	this_general_army	15.0000
r2_sp_trait_all_roman_agent_admin_1	rom_building_tax_level	this_character_local_province	3.0000
r2_sp_trait_all_roman_agent_admin_2	rom_building_tax_level	this_character_local_province	6.0000
r2_sp_trait_all_roman_agent_admin_3	rom_building_tax_level	this_character_local_province	9.0000
r2_sp_trait_all_siege_defender_bad_1	rom_general_force_mod_siege_defence_attrition	this_general	5.0000
r2_sp_trait_all_siege_defender_bad_2	rom_general_force_mod_siege_defence_attrition	this_general	10.0000
r2_sp_trait_all_siege_defender_bad_3	rom_general_force_mod_siege_defence_attrition	this_general	20.0000
r2_sp_trait_all_siege_defender_good_1	rom_general_force_mod_siege_defence_attrition	this_general	-5.0000
r2_sp_trait_all_siege_defender_good_2	rom_general_force_mod_siege_defence_attrition	this_general	-10.0000
r2_sp_trait_all_siege_defender_good_3	rom_general_force_mod_siege_defence_attrition	this_general	-20.0000
r2_sp_trait_all_spy_1	rom_agent_attribute_subterfuge_mod	this_agent	2.0000
r2_sp_trait_all_spy_2	rom_agent_attribute_subterfuge_mod	this_agent	3.0000
r2_sp_trait_all_spy_3	rom_agent_attribute_subterfuge_mod	this_agent	6.0000
r2_sp_trait_all_strategist_1	rom_agent_movement_range_mod	this_general	5.0000
r2_sp_trait_all_strategist_2	rom_agent_movement_range_mod	this_general	10.0000
r2_sp_trait_all_strategist_3	rom_agent_movement_range_mod	this_general	20.0000
r2_sp_trait_all_tactician_1	rom_general_attribute_mod_subterfuge	this_general	2.0000
r2_sp_trait_all_tactician_2	rom_general_attribute_mod_subterfuge	this_general	4.0000
r2_sp_trait_all_tactician_3	rom_general_attribute_mod_subterfuge	this_general	6.0000
r2_sp_trait_all_unhealthy_1	rom_agent_attribute_zeal_mod	this_agent	1.0000
r2_sp_trait_all_unhealthy_1	rom_fertility_mod	this_agent	-5.0000
r2_sp_trait_all_unhealthy_2	rom_agent_attribute_zeal_mod	this_agent	-2.0000
r2_sp_trait_all_unhealthy_2	rom_agent_movement_range_mod	this_general	-10.0000
r2_sp_trait_all_unhealthy_2	rom_fertility_mod	this_agent	-10.0000
r2_sp_trait_all_unhealthy_3	rom_agent_attribute_zeal_mod	this_agent	-3.0000
r2_sp_trait_all_unhealthy_3	rom_agent_movement_range_mod	this_general	-20.0000
r2_sp_trait_all_unhealthy_3	rom_fertility_mod	this_agent	-15.0000
r2_sp_trait_all_unjust_1	rom_character_faction_leader_global_public_order	in_all_your_provinces	-2.0000
r2_sp_trait_all_unjust_2	rom_character_faction_leader_global_public_order	in_all_your_provinces	-4.0000
r2_sp_trait_all_unjust_3	rom_character_faction_leader_global_public_order	in_all_your_provinces	-6.0000
r2_sp_trait_barbarian_agent_zeal_1	rom_agent_attribute_zeal_mod	this_agent	2.0000
r2_sp_trait_barbarian_agent_zeal_2	rom_agent_attribute_zeal_mod	this_agent	4.0000
r2_sp_trait_barbarian_agent_zeal_3	rom_agent_attribute_zeal_mod	this_agent	6.0000
r2_sp_trait_barbarian_berserker_1	rom_agent_attribute_zeal_mod	this_agent	1.0000
r2_sp_trait_barbarian_berserker_1	rom_force_unit_mod_melee_attack	this_general_force	3.0000
r2_sp_trait_barbarian_berserker_1	rom_force_unit_mod_melee_defence	this_general_force	-3.0000
r2_sp_trait_barbarian_berserker_2	rom_agent_attribute_zeal_mod	this_agent	2.0000
r2_sp_trait_barbarian_berserker_2	rom_force_unit_mod_melee_attack	this_general_force	6.0000
r2_sp_trait_barbarian_berserker_2	rom_force_unit_mod_melee_defence	this_general_force	-6.0000
r2_sp_trait_barbarian_berserker_3	rom_agent_attribute_zeal_mod	this_agent	3.0000
r2_sp_trait_barbarian_berserker_3	rom_force_unit_mod_melee_attack	this_general_force	9.0000
r2_sp_trait_barbarian_berserker_3	rom_force_unit_mod_melee_defence	this_general_force	-9.0000
r2_sp_trait_barbarian_blood_feud_1	rom_general_attribute_mod_zeal	this_general	3.0000
r2_sp_trait_barbarian_drink_1	rom_general_attribute_mod_authority	this_agent	-1.0000
r2_sp_trait_barbarian_drink_2	rom_force_unit_mod_morale	this_general_force	4.0000
r2_sp_trait_barbarian_drink_2	rom_general_attribute_mod_authority	this_agent	-2.0000
r2_sp_trait_barbarian_drink_2	rom_province_initiative_festival_mod_happiness_entertainment	this_general_local_province	4.0000
r2_sp_trait_barbarian_drink_3	rom_force_unit_mod_morale	this_general_force	6.0000
r2_sp_trait_barbarian_drink_3	rom_general_attribute_mod_authority	this_agent	-3.0000
r2_sp_trait_barbarian_drink_3	rom_province_initiative_festival_mod_happiness_entertainment	this_general_local_province	8.0000
r2_sp_trait_barbarian_girls_1	rom_fertility_mod	this_agent	5.0000
r2_sp_trait_barbarian_girls_1	rom_province_initiative_festival_mod_growth_mod	this_character_local_province	2.0000
r2_sp_trait_barbarian_girls_2	rom_fertility_mod	this_agent	10.0000
r2_sp_trait_barbarian_girls_2	rom_province_initiative_festival_mod_growth_mod	this_character_local_province	4.0000
r2_sp_trait_barbarian_girls_3	rom_fertility_mod	this_agent	15.0000
r2_sp_trait_barbarian_girls_3	rom_province_initiative_festival_mod_growth_mod	this_character_local_province	8.0000
r2_sp_trait_barbarian_high_casualties_1	rom_force_enemy_unit_mod_morale	this_general_enemy_force_regionwide	-5.0000
r2_sp_trait_barbarian_high_casualties_1	rom_force_unit_mod_morale	this_general_force	-2.0000
r2_sp_trait_barbarian_high_casualties_1	rom_general_force_mod_slave_capture	this_general_force	-5.0000
r2_sp_trait_barbarian_high_casualties_2	rom_force_enemy_unit_mod_morale	this_general_enemy_force_regionwide	-10.0000
r2_sp_trait_barbarian_high_casualties_2	rom_force_unit_mod_morale	this_general_force	-5.0000
r2_sp_trait_barbarian_high_casualties_2	rom_general_force_mod_slave_capture	this_general_force	-10.0000
r2_sp_trait_barbarian_high_casualties_3	rom_force_enemy_unit_mod_morale	this_general_enemy_force_regionwide	-15.0000
r2_sp_trait_barbarian_high_casualties_3	rom_force_unit_mod_morale	this_general_force	-10.0000
r2_sp_trait_barbarian_high_casualties_3	rom_general_force_mod_slave_capture	this_general_force	-20.0000
r2_sp_trait_barbarian_mad_1	rom_general_attribute_mod_authority	this_agent	-2.0000
r2_sp_trait_barbarian_mad_1	rom_general_attribute_mod_zeal	this_agent	1.0000
r2_sp_trait_barbarian_mad_2	rom_general_attribute_mod_authority	this_agent	-4.0000
r2_sp_trait_barbarian_mad_2	rom_general_attribute_mod_zeal	this_agent	2.0000
r2_sp_trait_barbarian_mad_3	rom_general_attribute_mod_authority	this_agent	-6.0000
r2_sp_trait_barbarian_mad_3	rom_general_attribute_mod_zeal	this_agent	3.0000
r2_sp_trait_barbarian_religious_1	rom_agent_action_passive_culture_spread	this_agent	1.0000
r2_sp_trait_barbarian_religious_1	rom_province_initiative_festival_mod_happiness_religion	this_character_local_province	2.0000
r2_sp_trait_barbarian_religious_2	rom_agent_action_passive_culture_spread	this_agent	2.0000
r2_sp_trait_barbarian_religious_2	rom_province_initiative_festival_mod_happiness_religion	this_character_local_province	4.0000
r2_sp_trait_barbarian_religious_3	rom_agent_action_passive_culture_spread	this_agent	3.0000
r2_sp_trait_barbarian_religious_3	rom_province_initiative_festival_mod_happiness_religion	this_character_local_province	8.0000
r2_sp_trait_barbarian_sober_1	rom_agent_attribute_authority_mod	this_agent	1.0000
r2_sp_trait_barbarian_sober_2	rom_agent_attribute_authority_mod	this_agent	2.0000
r2_sp_trait_barbarian_sober_2	rom_force_unit_mod_morale	this_general_force	-6.0000
r2_sp_trait_barbarian_sober_3	rom_agent_attribute_authority_mod	this_agent	3.0000
r2_sp_trait_barbarian_sober_3	rom_force_unit_mod_morale	this_general_force	-9.0000
r2_sp_trait_barbarian_sweary_1	rom_agent_attribute_authority_mod	this_agent	-1.0000
r2_sp_trait_barbarian_sweary_1	rom_force_unit_mod_morale_attacking	this_general_force	5.0000
r2_sp_trait_barbarian_sweary_2	rom_agent_attribute_authority_mod	this_agent	-2.0000
r2_sp_trait_barbarian_sweary_2	rom_force_unit_mod_morale_attacking	this_general_force	10.0000
r2_sp_trait_barbarian_sweary_3	rom_agent_attribute_authority_mod	this_agent	-3.0000
r2_sp_trait_barbarian_sweary_3	rom_force_unit_mod_morale_attacking	this_general_force	20.0000
r2_sp_trait_barbarian_warlord_1	rom_force_unit_mod_melee_attack	this_general_force	5.0000
r2_sp_trait_barbarian_warlord_2	rom_force_unit_mod_melee_attack	this_general_force	10.0000
r2_sp_trait_barbarian_warlord_3	rom_force_unit_mod_melee_attack	this_general_force	20.0000
r2_sp_trait_ch_carthage_rank_1	rom_building_tax_level	this_character_local_province	3.0000
r2_sp_trait_ch_carthage_rank_1	rom_character_gravitas_per_turn_mod	this_agent	1.0000
r2_sp_trait_ch_carthage_rank_1	rom_character_political_party_loyalty	this_agent	2.0000
r2_sp_trait_ch_carthage_rank_1	rom_force_campaign_mod_upkeep_land	this_general_army	-2.0000
r2_sp_trait_ch_carthage_rank_2	rom_building_tax_level	this_character_local_province	6.0000
r2_sp_trait_ch_carthage_rank_2	rom_character_gravitas_per_turn_mod	this_agent	2.0000
r2_sp_trait_ch_carthage_rank_2	rom_character_political_party_loyalty	this_agent	4.0000
r2_sp_trait_ch_carthage_rank_2	rom_force_campaign_mod_upkeep_land	this_general_army	-4.0000
r2_sp_trait_ch_carthage_rank_3	rom_building_tax_level	this_character_local_province	9.0000
r2_sp_trait_ch_carthage_rank_3	rom_character_gravitas_per_turn_mod	this_agent	3.0000
r2_sp_trait_ch_carthage_rank_3	rom_character_political_party_loyalty	this_agent	6.0000
r2_sp_trait_ch_carthage_rank_3	rom_force_campaign_mod_upkeep_land	this_general_army	-6.0000
r2_sp_trait_ch_carthage_rank_4	rom_building_tax_level	this_character_local_province	12.0000
r2_sp_trait_ch_carthage_rank_4	rom_character_gravitas_per_turn_mod	this_agent	4.0000
r2_sp_trait_ch_carthage_rank_4	rom_character_political_party_loyalty	this_agent	8.0000
r2_sp_trait_ch_carthage_rank_4	rom_force_campaign_mod_upkeep_land	this_general_army	-8.0000
r2_sp_trait_ch_carthage_rank_5	rom_building_tax_level	this_character_local_province	15.0000
r2_sp_trait_ch_carthage_rank_5	rom_character_gravitas_per_turn_mod	this_agent	5.0000
r2_sp_trait_ch_carthage_rank_5	rom_character_political_party_loyalty	this_agent	10.0000
r2_sp_trait_ch_carthage_rank_5	rom_force_campaign_mod_upkeep_land	this_general_army	-10.0000
r2_sp_trait_ch_carthage_rank_6	rom_building_tax_level	this_character_local_province	18.0000
